actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
365,PT06M59.00S,2020-01-14T01:59:39.1Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,63,54,2020-01-14T01:59:44Z,3600000,,,0,,substitution in Kornet,[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M55.00S,2020-01-14T01:59:53.8Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627759,8.623521681997373,57.176776960784316,1610612738,63,54,2020-01-14T01:59:59Z,3610000,-36.0,29.0,1,left,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.95,Missed,,,,,,,,,,,,,,,,,,
367,PT06M53.00S,2020-01-14T01:59:55.8Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612741,63,54,2020-01-14T01:59:59Z,3620000,,,0,,L. Kornet REBOUND (Off:0 Def:5),[1628436],1610612741.0,CHI,,,,Kornet,L. Kornet,,,,,,,,366.0,5.0,5.0,0.0,,,,,,,,,,,,,
368,PT06M39.00S,2020-01-14T02:00:10.1Z,3,REGULAR,2pt,jumpshot,[],1627739,75.3777923784494,69.43167892156863,1610612741,63,54,2020-01-14T02:00:20Z,3630000,97.0,179.0,1,right,MISS K. Dunn 21' jumpshot,[1627739],1610612741.0,CHI,stepback,,,Dunn,K. Dunn,,,,,20.84,Missed,,,,,,,,,,,,,,,,,,
369,PT06M34.00S,2020-01-14T02:00:15.1Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,54,2020-01-14T02:00:20Z,3640000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,368.0,5.0,5.0,0.0,,,,,,,,,,,,,
370,PT06M27.00S,2020-01-14T02:00:22.3Z,3,REGULAR,3pt,jumpshot,[],1628369,29.517082785808146,21.39246323529412,1610612738,63,54,2020-01-14T02:00:31Z,3650000,143.0,225.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
371,PT06M25.00S,2020-01-14T02:00:24.3Z,3,REGULAR,rebound,defensive,[],1627739,,,1610612741,63,54,2020-01-14T02:00:31Z,3660000,,,0,,K. Dunn REBOUND (Off:0 Def:5),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,370.0,5.0,5.0,0.0,,,,,,,,,,,,,
372,PT06M17.00S,2020-01-14T02:00:33.7Z,3,REGULAR,foul,personal,['2freethrow'],202689,,,1610612741,63,54,2020-01-14T02:00:43Z,3670000,,,0,,K. Walker FOUL personal (1 PF) (LaVine 2freethrow),"[202689, 203897]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,1199.0,1.0,0.0,LaVine,203897.0,,,,,,,,
374,PT06M17.00S,2020-01-14T02:01:00.5Z,3,REGULAR,freethrow,1of2,[],203897,,,1610612741,63,55,2020-01-14T02:01:00Z,3690000,,,0,,Z. LaVine freethrow 1of2 (16 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
375,PT06M17.00S,2020-01-14T02:01:01.9Z,3,REGULAR,substitution,out,[],203107,,,1610612741,63,55,2020-01-14T02:01:06Z,3700000,,,0,,substitution out Satoransky,[203107],1610612741.0,CHI,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
376,PT06M17.00S,2020-01-14T02:01:01.9Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,63,55,2020-01-14T02:01:06Z,3710000,,,0,,substitution in White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
377,PT06M17.00S,2020-01-14T02:01:19.0Z,3,REGULAR,freethrow,2of2,[],203897,,,1610612741,63,56,2020-01-14T02:01:19Z,3720000,,,0,,Z. LaVine freethrow 2of2 (17 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
378,PT06M01.00S,2020-01-14T02:01:36.4Z,3,REGULAR,2pt,jumpshot,[],202689,7.30946123521682,87.07873774509804,1610612738,63,56,2020-01-14T02:02:06Z,3730000,-185.0,16.0,1,left,MISS K. Walker 19' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,18.67,Missed,,,,,,,,,,,,,,,,,,
379,PT05M58.00S,2020-01-14T02:01:39.4Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,63,56,2020-01-14T02:01:47Z,3740000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,378.0,2.0,1.0,1.0,,,,,,,,,,,,,
380,PT05M55.00S,2020-01-14T02:01:41.9Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,9.806176084099869,45.90226715686275,1610612738,63,56,2020-01-14T02:02:12Z,3750000,20.0,40.0,1,left,MISS J. Brown layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,4.96,Missed,,,,,,,,,,,,,,,,,,
381,PT05M54.00S,2020-01-14T02:01:42.9Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,63,56,2020-01-14T02:01:56Z,3760000,,,0,,J. Brown REBOUND (Off:2 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,380.0,3.0,1.0,2.0,,,,,,,,,,,,,
382,PT05M54.00S,2020-01-14T02:01:46.3Z,3,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612738,63,56,2020-01-14T02:01:59Z,3770000,,,0,,L. Markkanen FOUL personal (3 PF) (Brown 2freethrow),"[1628374, 1627759]",1610612741.0,CHI,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,1193.0,3.0,0.0,Brown,1627759.0,,,,,,,,
384,PT05M54.00S,2020-01-14T02:02:11.7Z,3,REGULAR,freethrow,1of2,['2ndchance'],1627759,,,1610612738,64,56,2020-01-14T02:02:11Z,3790000,,,0,,J. Brown freethrow 1of2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
385,PT05M54.00S,2020-01-14T02:02:12.7Z,3,REGULAR,substitution,out,[],1628374,,,1610612738,64,56,2020-01-14T02:02:17Z,3800000,,,0,,substitution out Markkanen,[1628374],1610612741.0,CHI,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M54.00S,2020-01-14T02:02:12.7Z,3,REGULAR,substitution,in,[],201152,,,1610612738,64,56,2020-01-14T02:02:17Z,3810000,,,0,,substitution in Young,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M54.00S,2020-01-14T02:02:31.2Z,3,REGULAR,freethrow,2of2,['2ndchance'],1627759,,,1610612738,65,56,2020-01-14T02:02:31Z,3820000,,,0,,J. Brown freethrow 2of2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
388,PT05M30.00S,2020-01-14T02:02:56.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627739,89.43823915900131,42.22579656862745,1610612741,65,56,2020-01-14T02:03:02Z,3830000,-39.0,47.0,1,right,MISS K. Dunn 7' layup,[1627739],1610612741.0,CHI,driving,,,Dunn,K. Dunn,,,,,6.52,Missed,,,,,,,,,,,,,,,,,,
389,PT05M28.00S,2020-01-14T02:02:58.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,65,56,2020-01-14T02:03:02Z,3840000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,388.0,3.0,3.0,0.0,,,,,,,,,,,,,
390,PT05M24.00S,2020-01-14T02:03:06.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,65,56,2020-01-14T02:03:06Z,3850000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT05M18.00S,2020-01-14T02:03:22.5Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,18.2161629434954,58.892463235294116,1610612738,67,56,2020-01-14T02:03:30Z,3860000,-44.0,119.0,1,left,J. Tatum 13' jumpshot (15 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,13.19,Made,15.0,,,,,,,,,,M. Smart,203935.0,4.0,,,,,
393,PT05M16.00S,2020-01-14T02:03:30.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,67,56,2020-01-14T02:03:30Z,3880000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT05M04.00S,2020-01-14T02:06:31.5Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201152,92.9862023653088,46.14736519607843,1610612741,67,58,2020-01-14T02:06:41Z,3890000,-19.0,13.0,1,right,T. Young layup (11 PTS) (K. Dunn 1 AST),"[201152, 1627739]",1610612741.0,CHI,reverse,,,Young,T. Young,,,,,2.7,Made,11.0,,,,,,,,,,K. Dunn,1627739.0,1.0,,,,,
396,PT04M43.00S,2020-01-14T02:06:51.3Z,3,REGULAR,3pt,jumpshot,[],202689,4.5499342969776615,95.16697303921569,1610612738,67,58,2020-01-14T02:06:57Z,3910000,-226.0,-10.0,1,left,MISS K. Walker 23' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
397,PT04M41.00S,2020-01-14T02:06:53.3Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,67,58,2020-01-14T02:06:57Z,3920000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,396.0,2.0,2.0,0.0,,,,,,,,,,,,,
398,PT04M30.00S,2020-01-14T02:07:04.6Z,3,REGULAR,3pt,jumpshot,[],1627739,83.13074901445466,94.921875,1610612741,67,61,2020-01-14T02:07:11Z,3930000,225.0,106.0,1,right,K. Dunn 25' 3PT  (6 PTS) (C. White 2 AST),"[1627739, 1629632]",1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,25.08,Made,6.0,,,,,,,,,,C. White,1629632.0,2.0,,,,,
400,PT04M10.00S,2020-01-14T02:07:25.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,5.732588699080158,42.470894607843135,1610612738,69,61,2020-01-14T02:07:29Z,3950000,38.0,1.0,1,left,J. Brown layup (12 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.82,Made,12.0,,,,,,,,,,K. Walker,202689.0,2.0,,,,,
402,PT03M49.00S,2020-01-14T02:07:54.3Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612741,69,61,2020-01-14T02:08:03Z,3970000,,,0,,Team foul technical,[1628369],1610612738.0,BOS,defensive3second,,,Tatum,J. Tatum,,,,,,,,,,,,1193.0,,,,,,,,,,,,
403,PT03M49.00S,2020-01-14T02:08:10.6Z,3,REGULAR,freethrow,1of1,[],203897,,,1610612741,69,62,2020-01-14T02:08:10Z,3980000,,,0,,Z. LaVine technical freethrow 1of1 (18 PTS),[203897],1610612741.0,CHI,technical,,,LaVine,Z. LaVine,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
404,PT03M49.00S,2020-01-14T02:08:20.4Z,3,REGULAR,substitution,out,[],1628369,,,1610612741,69,62,2020-01-14T02:08:28Z,3990000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
405,PT03M49.00S,2020-01-14T02:08:20.4Z,3,REGULAR,substitution,out,[],202689,,,1610612741,69,62,2020-01-14T02:08:28Z,4000000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M49.00S,2020-01-14T02:08:20.4Z,3,REGULAR,substitution,in,[],202330,,,1610612741,69,62,2020-01-14T02:08:28Z,4010000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M49.00S,2020-01-14T02:08:20.4Z,3,REGULAR,substitution,in,[],202954,,,1610612741,69,62,2020-01-14T02:08:28Z,4020000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M44.00S,2020-01-14T02:08:39.4Z,3,REGULAR,foul,offensive,[],1627739,,,1610612741,69,62,2020-01-14T02:09:32Z,4030000,,,0,,K. Dunn FOUL offensive (2 PF),"[1627739, 202954]",1610612741.0,CHI,charge,,,Dunn,K. Dunn,,,,,,,,,,,,1193.0,2.0,0.0,Wanamaker,202954.0,,,,,,,,
410,PT03M44.00S,2020-01-14T02:08:39.4Z,3,REGULAR,turnover,offensivefoul,[],1627739,,,1610612741,69,62,2020-01-14T02:08:39Z,4050000,,,0,,K. Dunn TURNOVER offensivefoul (2 TOV),[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,1193.0,,,,,,,,2.0,,,,
411,PT03M32.00S,2020-01-14T02:09:10.2Z,3,REGULAR,foul,personal,['2freethrow'],1628436,,,1610612738,69,62,2020-01-14T02:09:23Z,4060000,,,0,,L. Kornet FOUL personal (2 PF) (Williams 2freethrow),"[1628436, 1629684]",1610612741.0,CHI,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,1204.0,2.0,0.0,Williams,1629684.0,,,,,,,,
413,PT03M32.00S,2020-01-14T02:09:38.0Z,3,REGULAR,freethrow,1of2,['fromturnover'],1629684,,,1610612738,70,62,2020-01-14T02:09:38Z,4080000,,,0,,G. Williams freethrow 1of2 (5 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
414,PT03M32.00S,2020-01-14T02:09:38.7Z,3,REGULAR,substitution,out,[],1627739,,,1610612738,70,62,2020-01-14T02:09:43Z,4090000,,,0,,substitution out Dunn,[1627739],1610612741.0,CHI,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M32.00S,2020-01-14T02:09:38.7Z,3,REGULAR,substitution,in,[],1627853,,,1610612738,70,62,2020-01-14T02:09:43Z,4100000,,,0,,substitution in Arcidiacono,[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M32.00S,2020-01-14T02:09:52.8Z,3,REGULAR,freethrow,2of2,['fromturnover'],1629684,,,1610612738,71,62,2020-01-14T02:09:52Z,4110000,,,0,,G. Williams freethrow 2of2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
417,PT03M14.00S,2020-01-14T02:10:12.0Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201152,85.75886990801577,42.715992647058826,1610612741,71,64,2020-01-14T02:10:19Z,4120000,-36.0,81.0,1,right,T. Young 9' hook (13 PTS),[201152],1610612741.0,CHI,driving,,,Young,T. Young,,,,,9.42,Made,13.0,,,,,,,,,,,,,,,,,
418,PT02M51.00S,2020-01-14T02:10:35.3Z,3,REGULAR,2pt,jumpshot,[],1627759,20.581471747700395,40.510110294117645,1610612738,73,64,2020-01-14T02:10:44Z,4130000,47.0,141.0,1,left,J. Brown 15' jumpshot (14 PTS) (G. Williams 3 AST),"[1627759, 1629684]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,15.4,Made,14.0,,,,,,,,,,G. Williams,1629684.0,3.0,,,,,
420,PT02M34.00S,2020-01-14T02:10:52.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201152,89.96386333771353,45.90226715686275,1610612741,73,66,2020-01-14T02:11:02Z,4150000,-20.0,42.0,1,right,T. Young layup (15 PTS),[201152],1610612741.0,CHI,driving,,,Young,T. Young,,,,,5.16,Made,15.0,,,,,,,,,,,,,,,,,
421,PT02M14.00S,2020-01-14T02:11:11.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1629684,18.610381077529567,44.921875,1610612738,73,66,2020-01-14T02:11:27Z,4160000,25.0,122.0,1,left,MISS G. Williams 13' jumpshot,[1629684],1610612738.0,BOS,drivingfloating,,,Williams,G. Williams,,,,,13.04,Missed,,,,,,,,,,,,,,,,,,
422,PT02M13.00S,2020-01-14T02:11:12.7Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,73,66,2020-01-14T02:11:27Z,4170000,,,0,,G. Williams REBOUND (Off:3 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,421.0,4.0,1.0,3.0,,,,,,,,,,,,,
423,PT02M11.00S,2020-01-14T02:11:15.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629684,11.645860709592641,45.65716911764706,1610612738,73,66,2020-01-14T02:11:29Z,4180000,22.0,57.0,1,left,MISS G. Williams 7' layup,[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,6.62,Missed,,,,,,,,,,,,,,,,,,
424,PT02M10.00S,2020-01-14T02:11:16.3Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,73,66,2020-01-14T02:11:29Z,4190000,,,0,,G. Williams REBOUND (Off:4 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,423.0,5.0,1.0,4.0,,,,,,,,,,,,,
425,PT02M10.00S,2020-01-14T02:11:17.3Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629684,7.703679369250986,45.90226715686275,1610612738,75,66,2020-01-14T02:11:32Z,4200000,20.0,20.0,1,left,G. Williams layup (8 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,3.26,Made,8.0,,,,,,,,,,,,,,,,,
426,PT01M42.00S,2020-01-14T02:11:43.8Z,3,REGULAR,3pt,jumpshot,[],203897,93.11760840998686,2.5199142156862746,1610612741,75,69,2020-01-14T02:11:49Z,4210000,-237.0,12.0,1,right,Z. LaVine 24' 3PT  (21 PTS) (C. White 3 AST),"[203897, 1629632]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,23.81,Made,21.0,,,,,,,,,,C. White,1629632.0,3.0,,,,,
428,PT01M27.00S,2020-01-14T02:11:59.3Z,3,REGULAR,3pt,jumpshot,[],1629684,33.459264126149804,48.353247549019606,1610612738,78,69,2020-01-14T02:12:07Z,4230000,8.0,262.0,1,left,G. Williams 27' 3PT  (11 PTS) (G. Hayward 8 AST),"[1629684, 202330]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.76,Made,11.0,,,,,,,,,,G. Hayward,202330.0,8.0,,,,,
430,PT01M12.00S,2020-01-14T02:12:14.1Z,3,REGULAR,3pt,jumpshot,[],203897,67.62483574244416,40.01991421568628,1610612741,78,69,2020-01-14T02:12:24Z,4250000,-50.0,252.0,1,right,MISS Z. LaVine 26' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,26.21,Missed,,,,,,,,,,,,,,,,,,
431,PT01M10.00S,2020-01-14T02:12:16.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,78,69,2020-01-14T02:12:24Z,4260000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,430.0,5.0,5.0,0.0,,,,,,,,,,,,,
432,PT01M07.00S,2020-01-14T02:12:22.2Z,3,REGULAR,foul,personal,['3freethrow'],1627853,,,1610612738,78,69,2020-01-14T02:12:35Z,4270000,,,0,,R. Arcidiacono FOUL personal (1 PF) (Brown 3freethrow),"[1627853, 1627759]",1610612741.0,CHI,shooting,,,Arcidiacono,R. Arcidiacono,,,,,,,,,,,,1193.0,1.0,0.0,Brown,1627759.0,,,,,,,,
434,PT01M07.00S,2020-01-14T02:12:54.2Z,3,REGULAR,freethrow,1of3,[],1627759,,,1610612738,79,69,2020-01-14T02:12:54Z,4290000,,,0,,J. Brown freethrow 1of3 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
435,PT01M07.00S,2020-01-14T02:13:07.8Z,3,REGULAR,freethrow,2of3,[],1627759,,,1610612738,80,69,2020-01-14T02:13:07Z,4300000,,,0,,J. Brown freethrow 2of3 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
436,PT01M07.00S,2020-01-14T02:13:08.7Z,3,REGULAR,substitution,out,[],203897,,,1610612738,80,69,2020-01-14T02:13:20Z,4310000,,,0,,substitution out LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
437,PT01M07.00S,2020-01-14T02:13:08.7Z,3,REGULAR,substitution,in,[],1628990,,,1610612738,80,69,2020-01-14T02:13:20Z,4320000,,,0,,substitution in Hutchison,[1628990],1610612741.0,CHI,,,,Hutchison,C. Hutchison,,,,,,,,,,,,,,,,,,,,,,,,
438,PT01M07.00S,2020-01-14T02:13:26.7Z,3,REGULAR,freethrow,3of3,[],1627759,,,1610612738,81,69,2020-01-14T02:13:26Z,4330000,,,0,,J. Brown freethrow 3of3 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
439,PT01M07.00S,2020-01-14T02:13:34.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612741,81,69,2020-01-14T02:13:34Z,4340000,,,0,,timeout full,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M54.60S,2020-01-14T02:15:17.2Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612741,81,69,2020-01-14T02:15:17Z,4350000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT00M49.20S,2020-01-14T02:15:31.0Z,3,REGULAR,3pt,jumpshot,[],201152,74.58935611038108,12.814031862745098,1610612741,81,69,2020-01-14T02:15:37Z,4360000,-186.0,186.0,1,right,MISS T. Young 27' 3PT,[201152],1610612741.0,CHI,,,,Young,T. Young,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
442,PT00M46.20S,2020-01-14T02:15:34.0Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,81,69,2020-01-14T02:15:37Z,4370000,,,0,,G. Hayward REBOUND (Off:0 Def:6),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,441.0,6.0,6.0,0.0,,,,,,,,,,,,,
443,PT00M34.50S,2020-01-14T02:15:47.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612738,81,69,2020-01-14T02:16:09Z,4380000,,,0,,C. White FOUL personal (1 PF) (Wanamaker inpenalty),"[1629632, 202954]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,1204.0,1.0,0.0,Wanamaker,202954.0,,,,,,,,
445,PT00M34.50S,2020-01-14T02:16:15.9Z,3,REGULAR,freethrow,1of2,[],202954,,,1610612738,82,69,2020-01-14T02:16:16Z,4400000,,,0,,B. Wanamaker freethrow 1of2 (6 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
446,PT00M34.50S,2020-01-14T02:16:16.8Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,82,69,2020-01-14T02:16:22Z,4410000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M34.50S,2020-01-14T02:16:16.8Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,82,69,2020-01-14T02:16:22Z,4420000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
448,PT00M34.50S,2020-01-14T02:16:35.4Z,3,REGULAR,freethrow,2of2,[],202954,,,1610612738,83,69,2020-01-14T02:16:35Z,4430000,,,0,,B. Wanamaker freethrow 2of2 (7 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
449,PT00M28.30S,2020-01-14T02:16:46.4Z,3,REGULAR,2pt,hook,['pointsinthepaint'],201152,87.33574244415243,42.96109068627451,1610612741,83,71,2020-01-14T02:16:53Z,4440000,-35.0,67.0,1,right,T. Young 8' hook (17 PTS) (C. White 4 AST),"[201152, 1629632]",1610612741.0,CHI,driving,,,Young,T. Young,,,,,8.01,Made,17.0,,,,,,,,,,C. White,1629632.0,4.0,,,,,
451,PT00M09.80S,2020-01-14T02:17:08.5Z,3,REGULAR,2pt,jumpshot,[],202330,15.062417871222076,76.78462009803921,1610612738,83,71,2020-01-14T02:18:04Z,4460000,-134.0,89.0,1,left,MISS G. Hayward 16' jumpshot,[202330],1610612738.0,BOS,stepback,,,Hayward,G. Hayward,,,,,16.39,Missed,,,,,,,,,,,,,,,,,,
452,PT00M07.50S,2020-01-14T02:17:10.8Z,3,REGULAR,rebound,defensive,[],1627853,,,1610612741,83,71,2020-01-14T02:17:20Z,4470000,,,0,,R. Arcidiacono REBOUND (Off:0 Def:2),[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,,,,451.0,2.0,2.0,0.0,,,,,,,,,,,,,
453,PT00M02.00S,2020-01-14T02:17:16.4Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1627853,74.06373193166885,15.019914215686276,1610612741,83,71,2020-01-14T02:17:34Z,4480000,-175.0,191.0,1,right,MISS R. Arcidiacono 26' 3PT,[1627853],1610612741.0,CHI,,,,Arcidiacono,R. Arcidiacono,,,,,26.33,Missed,,,,,,,,,,,,,,,,,,
454,PT00M01.90S,2020-01-14T02:17:16.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,83,71,2020-01-14T02:17:34Z,4490000,,,0,,Team offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,,,
455,PT00M00.00S,2020-01-14T02:17:25.5Z,3,REGULAR,period,end,[],0,,,1610612741,83,71,2020-01-14T02:17:25Z,4500000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2020-01-14T02:19:16.3Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612741,83,71,2020-01-14T02:19:43Z,4510000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
