actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
632,PT03M19.00S,2019-12-21T02:38:58.9Z,4,REGULAR,2pt,dunk,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627748,5.042706964520377,47.48008578431373,1610612765,109,84,2019-12-21T02:39:26Z,6120000,13.0,-5.0,1,left,T. Maker dunk (13 PTS) (T. Frazier 4 AST),"[1627748, 204025]",1610612765.0,DET,running,,,Maker,T. Maker,,,,,1.26,Made,13.0,T. Frazier,204025.0,4.0,,,,,,,,,,,,,,,
634,PT02M52.00S,2019-12-21T02:39:26.0Z,4,REGULAR,turnover,lostball,[],1629605,,,1610612738,109,84,2019-12-21T02:40:07Z,6140000,,,0,,T. Fall TURNOVER lostball (1 TOV) Stolen,"[1629605, 1629004]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,1.0,Mykhailiuk,1629004.0,,,,,,,,,,,
635,PT02M52.00S,2019-12-21T02:39:26.0Z,4,REGULAR,steal,,[],1629004,,,1610612765,109,84,2019-12-21T02:40:07Z,6150000,,,0,,S. Mykhailiuk STEAL (2 STL),[1629004],1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT02M49.00S,2019-12-21T02:39:31.0Z,4,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612765,109,84,2019-12-21T02:39:49Z,6160000,,,0,,J. Green FOUL personal (1 PF) (Maker 2freethrow),"[1629750, 1627748]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,202058.0,,,,,,,,1.0,0.0,Maker,1627748.0,,,
638,PT02M49.00S,2019-12-21T02:40:02.9Z,4,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1627748,,,1610612765,109,85,2019-12-21T02:40:02Z,6180000,,,0,,T. Maker freethrow 1of2 (14 PTS),[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
639,PT02M49.00S,2019-12-21T02:40:18.7Z,4,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1627748,,,1610612765,109,86,2019-12-21T02:40:18Z,6190000,,,0,,T. Maker freethrow 2of2 (15 PTS),[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
640,PT02M39.00S,2019-12-21T02:40:31.9Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,109,86,2019-12-21T02:40:44Z,6200000,,,0,,G. Williams FOUL offensive (3 PF),"[1629684, 204025]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1626301.0,,,,,,,,3.0,0.0,Frazier,204025.0,,,
642,PT02M39.00S,2019-12-21T02:40:31.9Z,4,REGULAR,turnover,offensivefoul,[],1629684,,,1610612738,109,86,2019-12-21T02:40:31Z,6220000,,,0,,G. Williams TURNOVER offensivefoul (1 TOV),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,1626301.0,1.0,,,,,,,,,,,,,
643,PT02M29.00S,2019-12-21T02:40:54.0Z,4,REGULAR,2pt,jumpshot,['fromturnover'],204025,26.067674113009204,53.607536764705884,1610612765,109,88,2019-12-21T02:40:58Z,6230000,-18.0,193.0,1,left,T. Frazier 20' jumpshot (2 PTS),[204025],1610612765.0,DET,pullup,,,Frazier,T. Frazier,,,,,19.88,Made,2.0,,,,,,,,,,,,,,,,,,
644,PT02M04.00S,2019-12-21T02:41:18.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629750,90.45663600525624,42.823223039215684,1610612738,109,88,2019-12-21T02:41:26Z,6240000,-36.0,37.0,1,right,MISS J. Green 6' layup,[1629750],1610612738.0,BOS,driving,,,Green,J. Green,,,,,5.58,Missed,,,,,,,,,,,,,,,,,,,
645,PT02M03.00S,2019-12-21T02:41:19.5Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612765,109,88,2019-12-21T02:41:26Z,6250000,,,0,,B. Brown REBOUND (Off:3 Def:2),[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,644.0,5.0,2.0,3.0,,,,,,,
646,PT02M00.00S,2019-12-21T02:41:26.3Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612765,109,88,2019-12-21T02:41:26Z,6260000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M00.00S,2019-12-21T02:41:42.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612765,109,88,2019-12-21T02:41:42Z,6270000,,,0,,timeout full,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M49.00S,2019-12-21T02:43:27.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629635,9.904730617608408,46.744791666666664,1610612765,109,88,2019-12-21T02:43:37Z,6280000,16.0,41.0,1,left,MISS S. Doumbouya layup Blocked,"[1629635, 1629605]",1610612765.0,DET,cutting,,,Doumbouya,S. Doumbouya,,,,,4.89,Missed,,,,,,,,,,,,,,,,,Fall,1629605.0,
650,PT01M49.00S,2019-12-21T02:43:27.1Z,4,REGULAR,block,,[],1629605,,,1610612765,109,88,2019-12-21T02:43:37Z,6285000,,,0,,T. Fall BLOCK (1 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M46.00S,2019-12-21T02:43:30.1Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,109,88,2019-12-21T02:43:37Z,6290000,,,0,,T. Fall REBOUND (Off:0 Def:1),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,648.0,1.0,1.0,0.0,,,,,,,
651,PT01M28.00S,2019-12-21T02:43:49.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1629605,91.59001314060447,60.68857230392157,1610612738,111,88,2019-12-21T02:43:54Z,6300000,53.0,27.0,1,right,T. Fall 6' hook (2 PTS),[1629605],1610612738.0,BOS,turnaround,,,Fall,T. Fall,,,,,6.23,Made,2.0,,,,,,,,,,,,,,,,,,
652,PT01M21.00S,2019-12-21T02:43:59.1Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629004,5.962549277266746,53.36243872549019,1610612765,111,88,2019-12-21T02:44:03Z,6310000,-17.0,4.0,1,left,MISS S. Mykhailiuk layup,[1629004],1610612765.0,DET,drivingreverse,,,Mykhailiuk,S. Mykhailiuk,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
653,PT01M18.00S,2019-12-21T02:44:02.1Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,111,88,2019-12-21T02:44:03Z,6320000,,,0,,T. Fall REBOUND (Off:0 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,652.0,2.0,2.0,0.0,,,,,,,
654,PT01M12.00S,2019-12-21T02:44:08.0Z,4,REGULAR,turnover,lostball,[],1629605,,,1610612738,111,88,2019-12-21T02:44:12Z,6330000,,,0,,T. Fall TURNOVER lostball (2 TOV) Stolen,"[1629605, 1628971]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,2.0,Brown,1628971.0,,,,,,,,,,,
655,PT01M12.00S,2019-12-21T02:44:08.0Z,4,REGULAR,steal,,[],1628971,,,1610612765,111,88,2019-12-21T02:44:09Z,6340000,,,0,,B. Brown STEAL (1 STL),[1628971],1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT01M09.00S,2019-12-21T02:44:11.4Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628971,5.042706964520377,52.38204656862745,1610612765,111,90,2019-12-21T02:45:01Z,6350000,-12.0,-5.0,1,left,B. Brown dunk (9 PTS),[1628971],1610612765.0,DET,running,,,Brown,B. Brown,,,,,1.19,Made,9.0,,,,,,,,,,,,,,,,,,
657,PT00M56.30S,2019-12-21T02:44:32.5Z,4,REGULAR,foul,personal,[],1628971,,,1610612738,111,90,2019-12-21T02:44:36Z,6360000,,,0,,B. Brown FOUL personal (3 PF),"[1628971, 1629750]",1610612765.0,DET,,,,Brown,B. Brown,,,,,,,,,,,1626302.0,,,,,,,,3.0,0.0,Green,1629750.0,,,
659,PT00M52.20S,2019-12-21T02:44:58.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627748,,,1610612738,111,90,2019-12-21T02:45:07Z,6380000,,,0,,T. Maker FOUL personal (2 PF) (Fall inpenalty),"[1627748, 1629605]",1610612765.0,DET,shooting,,,Maker,T. Maker,,,,,,,,,,,202058.0,,,,,,,,2.0,0.0,Fall,1629605.0,,,
661,PT00M52.20S,2019-12-21T02:45:24.2Z,4,REGULAR,freethrow,1of2,[],1629605,,,1610612738,112,90,2019-12-21T02:45:24Z,6400000,,,0,,T. Fall freethrow 1of2 (3 PTS),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
662,PT00M52.20S,2019-12-21T02:45:24.2Z,4,REGULAR,freethrow,2of2,[],1629605,,,1610612738,112,90,2019-12-21T02:45:50Z,6410000,,,0,,MISS T. Fall freethrow 2of2,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M52.20S,2019-12-21T02:45:24.2Z,4,REGULAR,rebound,defensive,[],1627748,,,1610612765,112,90,2019-12-21T02:45:50Z,6420000,,,0,,T. Maker REBOUND (Off:3 Def:4),[1627748],1610612765.0,DET,,,,Maker,T. Maker,,,,,,,,,,,,,,,662.0,7.0,4.0,3.0,,,,,,,
664,PT00M44.40S,2019-12-21T02:45:50.7Z,4,REGULAR,3pt,jumpshot,[],1629004,29.352825229960573,20.029105392156865,1610612765,112,93,2019-12-21T02:45:55Z,6430000,150.0,223.0,1,left,S. Mykhailiuk 27' 3PT  (12 PTS) (T. Frazier 5 AST),"[1629004, 204025]",1610612765.0,DET,,,,Mykhailiuk,S. Mykhailiuk,,,,,27.36,Made,12.0,T. Frazier,204025.0,5.0,,,,,,,,,,,,,,,
666,PT00M32.60S,2019-12-21T02:46:07.9Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1629605,93.47897503285151,50.17616421568628,1610612738,114,93,2019-12-21T02:46:11Z,6450000,1.0,9.0,1,right,T. Fall dunk (5 PTS) (B. Wanamaker 3 AST),"[1629605, 202954]",1610612738.0,BOS,cutting,,,Fall,T. Fall,,,,,1.43,Made,5.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,,,,,
668,PT00M17.90S,2019-12-21T02:46:24.9Z,4,REGULAR,3pt,jumpshot,[],1629635,21.994086727989497,91.59773284313725,1610612765,114,93,2019-12-21T02:46:31Z,6470000,-208.0,154.0,1,left,MISS S. Doumbouya 26' 3PT,[1629635],1610612765.0,DET,,,,Doumbouya,S. Doumbouya,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
669,PT00M16.40S,2019-12-21T02:46:26.4Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,114,93,2019-12-21T02:46:31Z,6480000,,,0,,J. Green REBOUND (Off:1 Def:3),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,668.0,4.0,3.0,1.0,,,,,,,
670,PT00M00.00S,2019-12-21T02:46:43.8Z,4,REGULAR,period,end,[],0,,,1610612738,114,93,2019-12-21T02:46:43Z,6490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2019-12-21T02:51:40.6Z,4,REGULAR,game,end,[],0,,,0,114,93,2019-12-21T02:51:40Z,6500000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
