actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,blockTotal,pointsTotal,assistPlayerName,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,stealTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,subsInPlayerName,subsInPersonId,value
464,PT03M02.00S,2020-03-08T23:40:36.3Z,3,REGULAR,rebound,defensive,[],201568,,,1610612760,76,72,2020-03-08T23:40:43Z,4520000,,[OKC] Gallinari defensive rebound (Off:0 Def:5),[201568],1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,463.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
465,PT02M58.00S,2020-03-08T23:40:42.9Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628369,,,1610612760,76,72,2020-03-08T23:41:01Z,4530000,,[BOS] Tatum foul personal (2 PF) (Schroder inpenalty),"[1628369, 203471]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Schroder,203471.0,,,
467,PT02M58.00S,2020-03-08T23:40:58.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,76,72,2020-03-08T23:40:58Z,4550000,,[OKC] timeout full,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M58.00S,2020-03-08T23:43:32.1Z,3,REGULAR,substitution,out,[],201568,,,1610612760,76,72,2020-03-08T23:43:57Z,4560000,,[OKC] substitution Gallinari replaced by Diallo,"[201568, 1628977]",1610612760.0,OKC,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,,,Diallo,1628977.0,
470,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,freethrow,1of3,[],203471,,,1610612760,76,72,2020-03-08T23:44:46Z,4580000,,[OKC] Schroder freethrow 1of3: Missed,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,76,72,2020-03-08T23:44:46Z,4590000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,470.0,,,,,,,,,,,,,,,,,,,,,,
472,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,freethrow,2of3,[],203471,,,1610612760,76,72,2020-03-08T23:44:46Z,4600000,,[OKC] Schroder freethrow 2of3: Missed,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,76,72,2020-03-08T23:44:46Z,4610000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,472.0,,,,,,,,,,,,,,,,,,,,,,
474,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,freethrow,3of3,[],203471,,,1610612760,76,72,2020-03-08T23:44:46Z,4620000,,[OKC] Schroder freethrow 3of3: Missed,[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M58.00S,2020-03-08T23:44:08.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,76,72,2020-03-08T23:44:46Z,4630000,,[BOS] Williams defensive rebound (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,474.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
476,PT02M40.00S,2020-03-08T23:44:55.9Z,3,REGULAR,2pt,jumpshot,[],1628369,20.630749014454665,65.20373774509804,1610612738,76,72,2020-03-08T23:45:05Z,4640000,left,[BOS] Tatum jumpshot: Missed Block: Nader (3 BLK),"[1628369, 1627846]",1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,16.54,: Missed,,,,,Nader,1627846.0,3.0,,,,,,,,,,,,,,,,
478,PT02M37.00S,2020-03-08T23:44:58.9Z,3,REGULAR,rebound,defensive,[],1627846,,,1610612760,76,72,2020-03-08T23:45:05Z,4660000,,[OKC] Nader defensive rebound (Off:0 Def:2),[1627846],1610612760.0,OKC,,,,Nader,A. Nader,,,,,,,476.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
479,PT02M36.00S,2020-03-08T23:45:01.8Z,3,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627846,93.24901445466492,53.74540441176471,1610612760,76,72,2020-03-08T23:47:02Z,4670000,right,[OKC] Nader layup: Missed,[1627846],1610612760.0,OKC,driving,,,Nader,A. Nader,,,,,2.49,: Missed,,,,,,,,,,,,,,,,,,,,,,,
480,PT02M35.00S,2020-03-08T23:45:02.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,76,72,2020-03-08T23:45:30Z,4680000,,[BOS] Team defensive rebound,[],1610612738.0,BOS,,,,,,,,,,,,479.0,,,,,,,,,,,,,,,,,,,,,,
481,PT02M35.00S,2020-03-08T23:45:11.3Z,3,REGULAR,foul,personal,[],203457,,,1610612738,76,72,2020-03-08T23:45:17Z,4690000,,[OKC] Noel foul personal (2 PF),"[203457, 202330]",1610612760.0,OKC,looseball,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Hayward,202330.0,,,
483,PT02M14.00S,2020-03-08T23:45:39.2Z,3,REGULAR,2pt,jumpshot,[],202330,24.129434954007884,31.196384803921568,1610612738,78,72,2020-03-08T23:45:53Z,4740000,left,[BOS] Hayward jumpshot: Made (20 PTS),[202330],1610612738.0,BOS,fadeaway,,,Hayward,G. Hayward,,,,,20.29,: Made,,,,,,,,20.0,,,,,,,,,,,,,,,
484,PT01M54.00S,2020-03-08T23:45:59.9Z,3,REGULAR,turnover,lostball,[],1629652,,,1610612760,78,72,2020-03-08T23:46:07Z,4750000,,[OKC] Dort lostball turnover (2 TO) Steal: Wanamaker (1 STL),"[1629652, 202954]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,2.0,Wanamaker,202954.0,1.0,,,,,,,,
486,PT01M51.00S,2020-03-08T23:46:06.8Z,3,REGULAR,turnover,outofbounds,[],1628369,,,1610612738,78,72,2020-03-08T23:46:22Z,4770000,,[BOS] Tatum outofbounds turnover (1 TO),[1628369],1610612738.0,BOS,badpass,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,1.0,,,,2715.0,,,,,,,
487,PT01M51.00S,2020-03-08T23:46:11.5Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,78,72,2020-03-08T23:46:20Z,4780000,,[OKC] substitution Dort replaced by Adams,"[1629652, 203500]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,,Adams,203500.0,
488,PT01M51.00S,2020-03-08T23:46:11.5Z,3,REGULAR,substitution,out,[],203457,,,1610612760,78,72,2020-03-08T23:46:20Z,4790000,,[OKC] substitution Noel replaced by Paul,"[203457, 101108]",1610612760.0,OKC,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul,101108.0,
491,PT01M42.00S,2020-03-08T23:46:47.0Z,3,REGULAR,2pt,jumpshot,['fromturnover'],203471,83.13074901445466,76.78462009803921,1610612760,78,74,2020-03-08T23:46:52Z,4820000,right,[OKC] Schroder jumpshot: Made (15 PTS),[203471],1610612760.0,OKC,pullup,,,Schroder,D. Schroder,,,,,17.43,: Made,,,,,,,,15.0,,,,,,,,,,,,,,,
492,PT01M25.00S,2020-03-08T23:47:02.7Z,3,REGULAR,3pt,jumpshot,[],202330,32.933639947437584,23.84344362745098,1610612738,81,74,2020-03-08T23:47:16Z,4830000,left,[BOS] Hayward 3pt shot: Made (23 PTS) assist: Tatum (3 AST),"[202330, 1628369]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,29.34,: Made,,,,,,,,23.0,Tatum,1628369.0,3.0,,,,,,,,,,,,
494,PT01M16.00S,2020-03-08T23:47:19.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202954,,,1610612760,81,74,2020-03-08T23:47:38Z,4850000,,[BOS] Wanamaker foul personal (2 PF) (Paul inpenalty),"[202954, 101108]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Paul,101108.0,,,
496,PT01M16.00S,2020-03-08T23:47:43.6Z,3,REGULAR,freethrow,1of2,[],101108,,,1610612760,81,75,2020-03-08T23:47:43Z,4870000,,[OKC] Paul freethrow 1of2: Made (21 PTS),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,: Made,,,,,,,,21.0,,,,,,,,,,,,,,,
497,PT01M16.00S,2020-03-08T23:48:01.4Z,3,REGULAR,freethrow,2of2,[],101108,,,1610612760,81,76,2020-03-08T23:48:01Z,4880000,,[OKC] Paul freethrow 2of2: Made (22 PTS),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,: Made,,,,,,,,22.0,,,,,,,,,,,,,,,
498,PT01M07.00S,2020-03-08T23:48:14.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,8.623521681997373,55.4610906862745,1610612738,81,76,2020-03-08T23:48:34Z,4890000,left,[BOS] Tatum layup: Missed,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,4.37,: Missed,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M06.00S,2020-03-08T23:48:15.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,81,76,2020-03-08T23:48:34Z,4900000,,[OKC] Team defensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,,,,,,,
500,PT01M06.00S,2020-03-08T23:48:20.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612760,81,76,2020-03-08T23:48:20Z,4910000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M01.00S,2020-03-08T23:48:28.2Z,3,REGULAR,2pt,jumpshot,['fastbreak'],101108,82.47371879106439,24.088541666666664,1610612760,81,78,2020-03-08T23:48:41Z,4920000,right,[OKC] Paul jumpshot: Made (24 PTS),[101108],1610612760.0,OKC,pullup,,,Paul,C. Paul,,,,,17.51,: Made,,,,,,,,24.0,,,,,,,,,,,,,,,
502,PT00M39.60S,2020-03-08T23:48:52.1Z,3,REGULAR,3pt,jumpshot,[],1629684,7.5722733245729295,3.010110294117647,1610612738,84,78,2020-03-08T23:49:01Z,4930000,left,[BOS] Williams 3pt shot: Made (3 PTS),[1629684],1610612738.0,BOS,stepback,,,Williams,G. Williams,,,,,23.61,: Made,,,,,,,,3.0,,,,,,,,,,,,,,,
504,PT00M33.00S,2020-03-08T23:49:17.7Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612760,84,78,2020-03-08T23:49:17Z,4950000,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT00M28.50S,2020-03-08T23:49:31.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612760,84,78,2020-03-08T23:49:48Z,4960000,,[BOS] Williams III foul personal (1 PF) (Schroder inpenalty),"[1629057, 203471]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,2002.0,1.0,0.0,Schroder,203471.0,,,
507,PT00M28.50S,2020-03-08T23:50:01.8Z,3,REGULAR,freethrow,1of2,[],203471,,,1610612760,84,79,2020-03-08T23:50:01Z,4980000,,[OKC] Schroder freethrow 1of2: Made (16 PTS),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,: Made,,,,,,,,16.0,,,,,,,,,,,,,,,
508,PT00M28.50S,2020-03-08T23:50:02.6Z,3,REGULAR,substitution,out,[],202954,,,1610612760,84,79,2020-03-08T23:50:06Z,4990000,,[BOS] substitution Wanamaker replaced by Walker,"[202954, 202689]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,,,Walker,202689.0,
510,PT00M28.50S,2020-03-08T23:50:23.5Z,3,REGULAR,freethrow,2of2,[],203471,,,1610612760,84,80,2020-03-08T23:50:23Z,5010000,,[OKC] Schroder freethrow 2of2: Made (17 PTS),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,: Made,,,,,,,,17.0,,,,,,,,,,,,,,,
511,PT00M08.40S,2020-03-08T23:50:54.3Z,3,REGULAR,3pt,jumpshot,[],1629684,21.632720105124836,90.75520833333334,1610612738,84,80,2020-03-08T23:51:01Z,5020000,left,[BOS] Williams 3pt jumpshot: Missed,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.68,: Missed,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M05.40S,2020-03-08T23:50:57.2Z,3,REGULAR,rebound,defensive,[],101108,,,1610612760,84,80,2020-03-08T23:50:57Z,5030000,,[OKC] Paul defensive rebound (Off:0 Def:5),[101108],1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,511.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
513,PT00M00.40S,2020-03-08T23:51:02.2Z,3,REGULAR,3pt,jumpshot,[],203471,70.64717477003943,71.14736519607843,1610612760,84,83,2020-03-08T23:51:09Z,5040000,right,[OKC] Schroder 3pt shot: Made (20 PTS) assist: Paul (7 AST),"[203471, 101108]",1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,25.21,: Made,,,,,,,,20.0,Paul,101108.0,7.0,,,,,,,,,,,,
517,PT00M00.00S,2020-03-08T23:51:07.1Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,84,83,2020-03-08T23:52:13Z,5055000,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,End Period - Good Basket
515,PT00M00.00S,2020-03-08T23:51:12.0Z,3,REGULAR,period,end,[],0,,,1610612738,84,83,2020-03-08T23:51:12Z,5060000,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2020-03-08T23:53:14.5Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,84,83,2020-03-08T23:53:53Z,5080000,,[BOS] substitution Williams replaced by Smart,"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,Smart,203935.0,
519,PT12M00.00S,2020-03-08T23:53:14.5Z,4,REGULAR,substitution,out,['startperiod'],202330,,,1610612738,84,83,2020-03-08T23:53:53Z,5090000,,[BOS] substitution Hayward replaced by Langford,"[202330, 1629641]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,,Langford,1629641.0,
522,PT12M00.00S,2020-03-08T23:53:59.6Z,4,REGULAR,period,start,[],0,,,1610612760,84,83,2020-03-08T23:53:59Z,5120000,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M53.00S,2020-03-08T23:54:06.4Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],101108,88.51839684625493,46.14736519607843,1610612760,84,83,2020-03-08T23:54:13Z,5130000,right,[OKC] Paul jumpshot: Missed,[101108],1610612760.0,OKC,drivingfloating,,,Paul,C. Paul,,,,,6.39,: Missed,,,,,,,,,,,,,,,,,,,,,,,
524,PT11M51.00S,2020-03-08T23:54:08.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,84,83,2020-03-08T23:54:13Z,5140000,,[BOS] Walker defensive rebound (Off:0 Def:4),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,523.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
525,PT11M29.00S,2020-03-08T23:54:30.5Z,4,REGULAR,2pt,jumpshot,[],202689,26.231931668856767,30.215992647058826,1610612738,86,83,2020-03-08T23:54:39Z,5150000,left,[BOS] Walker jumpshot: Made (14 PTS),[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,22.28,: Made,,,,,,,,14.0,,,,,,,,,,,,,,,
526,PT11M11.00S,2020-03-08T23:54:47.8Z,4,REGULAR,3pt,jumpshot,[],1627846,93.9060446780552,3.2552083333333335,1610612760,86,86,2020-03-08T23:54:53Z,5160000,right,[OKC] Nader 3pt shot: Made (6 PTS) assist: Schroder (5 AST),"[1627846, 203471]",1610612760.0,OKC,,,,Nader,A. Nader,,,,,23.39,: Made,,,,,,,,6.0,Schroder,203471.0,5.0,,,,,,,,,,,,
528,PT10M49.00S,2020-03-08T23:55:09.3Z,4,REGULAR,2pt,layup,[],203935,17.0335085413929,69.43167892156863,1610612738,86,86,2020-03-08T23:55:16Z,5180000,left,[BOS] Smart layup: Missed Block: Nader (4 BLK),"[203935, 1627846]",1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,14.91,: Missed,,,,,Nader,1627846.0,4.0,,,,,,,,,,,,,,,,
530,PT10M47.00S,2020-03-08T23:55:11.3Z,4,REGULAR,rebound,defensive,[],203471,,,1610612760,86,86,2020-03-08T23:55:16Z,5200000,,[OKC] Schroder defensive rebound (Off:0 Def:2),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,,,528.0,2.0,2.0,0.0,,,,,,,,,,,,,,,,,,,
531,PT10M47.00S,2020-03-08T23:55:15.6Z,4,REGULAR,foul,personal,[],202689,,,1610612760,86,86,2020-03-08T23:55:37Z,5210000,,[BOS] Walker foul personal (2 PF),"[202689, 203471]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Schroder,203471.0,,,
533,PT10M39.00S,2020-03-08T23:55:39.7Z,4,REGULAR,2pt,jumpshot,[],203471,75.64060446780552,47.86305147058824,1610612760,86,88,2020-03-08T23:55:46Z,5230000,right,[OKC] Schroder jumpshot: Made (22 PTS),[203471],1610612760.0,OKC,,,,Schroder,D. Schroder,,,,,18.23,: Made,,,,,,,,22.0,,,,,,,,,,,,,,,
534,PT10M17.00S,2020-03-08T23:56:02.2Z,4,REGULAR,2pt,jumpshot,[],202689,18.2161629434954,85.11795343137256,1610612738,86,88,2020-03-08T23:56:13Z,5240000,left,[BOS] Walker jumpshot: Missed,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,21.51,: Missed,,,,,,,,,,,,,,,,,,,,,,,
535,PT10M16.00S,2020-03-08T23:56:03.2Z,4,REGULAR,rebound,defensive,[],1627846,,,1610612760,86,88,2020-03-08T23:56:13Z,5250000,,[OKC] Nader defensive rebound (Off:0 Def:3),[1627846],1610612760.0,OKC,,,,Nader,A. Nader,,,,,,,534.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,
536,PT10M16.00S,2020-03-08T23:56:11.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,86,88,2020-03-08T23:56:11Z,5260000,,[OKC] timeout full,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M52.00S,2020-03-08T23:59:28.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203500,92.06636005256242,56.93167892156863,1610612760,86,88,2020-03-08T23:59:51Z,5270000,right,[OKC] Adams layup: Missed,[203500],1610612760.0,OKC,driving,,,Adams,S. Adams,,,,,4.43,: Missed,,,,,,,,,,,,,,,,,,,,,,,
538,PT09M52.00S,2020-03-08T23:59:28.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612760,86,88,2020-03-09T00:00:33Z,5280000,,[OKC] Team offensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,537.0,,,,,,,,,,,,,,,,,,,,,,
539,PT09M52.00S,2020-03-08T23:59:31.7Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612760,86,88,2020-03-09T00:00:11Z,5290000,,[OKC] Team shotclock turnover,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,,
540,PT09M35.00S,2020-03-08T23:59:59.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",203935,17.821944809461236,44.18658088235294,1610612738,86,88,2020-03-09T00:00:28Z,5300000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,12.4,: Missed,,,,,,,,,,,,,,,,,,,,,,,
541,PT09M34.00S,2020-03-09T00:00:11.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612760,86,88,2020-03-09T00:00:11Z,5310000,,[OKC] Team defensive rebound,[],1610612760.0,OKC,,,,,,,,,,,,540.0,,,,,,,,,,,,,,,,,,,,,,
542,PT09M34.00S,2020-03-09T00:00:13.7Z,4,REGULAR,foul,personal,[],203935,,,1610612760,86,88,2020-03-09T00:00:26Z,5320000,,[BOS] Smart foul personal (3 PF),"[203935, 1628977]",1610612738.0,BOS,looseball,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,Diallo,1628977.0,,,
544,PT09M20.00S,2020-03-09T00:00:34.2Z,4,REGULAR,2pt,jumpshot,[],101108,81.94809461235218,23.108149509803923,1610612760,86,88,2020-03-09T00:00:49Z,5340000,right,[OKC] Paul jumpshot: Missed,[101108],1610612760.0,OKC,pullup,,,Paul,C. Paul,,,,,18.21,: Missed,,,,,,,,,,,,,,,,,,,,,,,
545,PT09M17.00S,2020-03-09T00:00:37.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,86,88,2020-03-09T00:01:06Z,5350000,,[BOS] Smart defensive rebound (Off:2 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,544.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
546,PT09M14.00S,2020-03-09T00:00:41.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",203935,7.835085413929041,47.372855392156865,1610612738,88,88,2020-03-09T00:01:02Z,5360000,left,[BOS] Smart layup: Made (16 PTS),[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,2.97,: Made,,,,,,,,16.0,,,,,,,,,,,,,,,
547,PT09M14.00S,2020-03-09T00:00:49.8Z,4,REGULAR,foul,personal,['1freethrow'],1628977,,,1610612738,88,88,2020-03-09T00:01:05Z,5370000,,[OKC] Diallo foul personal (2 PF) (Smart 1freethrow),"[1628977, 203935]",1610612760.0,OKC,shooting,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,2002.0,2.0,0.0,Smart,203935.0,,,
549,PT09M14.00S,2020-03-09T00:01:21.7Z,4,REGULAR,freethrow,1of1,['fastbreak'],203935,,,1610612738,89,88,2020-03-09T00:01:21Z,5390000,,[BOS] Smart freethrow 1of1: Made (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,: Made,,,,,,,,17.0,,,,,,,,,,,,,,,
550,PT09M01.00S,2020-03-09T00:01:38.5Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612760,89,88,2020-03-09T00:01:53Z,5400000,,[BOS] Williams III foul personal (2 PF) (Adams 2freethrow),"[1629057, 203500]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Adams,203500.0,,,
552,PT09M01.00S,2020-03-09T00:02:01.4Z,4,REGULAR,freethrow,1of2,[],203500,,,1610612760,89,89,2020-03-09T00:02:21Z,5420000,,[OKC] Adams freethrow 1of2: Made (6 PTS),[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,: Made,,,,,,,,6.0,,,,,,,,,,,,,,,
553,PT09M01.00S,2020-03-09T00:02:01.4Z,4,REGULAR,freethrow,2of2,[],203500,,,1610612760,89,89,2020-03-09T00:02:21Z,5430000,,[OKC] Adams freethrow 2of2: Missed,[203500],1610612760.0,OKC,,,,Adams,S. Adams,,,,,,: Missed,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M01.00S,2020-03-09T00:02:01.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,89,89,2020-03-09T00:02:27Z,5440000,,[BOS] Tatum defensive rebound (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,553.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,
555,PT08M42.00S,2020-03-09T00:02:36.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],203935,11.432325886990801,36.47748161764706,1610612738,89,89,2020-03-09T00:02:50Z,5450000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,9.07,: Missed,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M39.00S,2020-03-09T00:02:39.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,89,89,2020-03-09T00:02:50Z,5460000,,[BOS] Williams III offensive rebound (Off:4 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,555.0,5.0,1.0,4.0,,,,,,,,,,,,,,,,,,,
557,PT08M33.00S,2020-03-09T00:02:46.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203935,5.995400788436268,47.61795343137255,1610612738,89,89,2020-03-09T00:03:17Z,5470000,left,[BOS] Smart layup: Missed,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.52,: Missed,,,,,,,,,,,,,,,,,,,,,,,
558,PT08M32.00S,2020-03-09T00:02:47.0Z,4,REGULAR,rebound,offensive,[],1629641,,,1610612738,89,89,2020-03-09T00:03:17Z,5480000,,[BOS] Langford offensive rebound (Off:2 Def:3),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,557.0,5.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
559,PT08M31.00S,2020-03-09T00:02:50.4Z,4,REGULAR,2pt,dunk,"['2ndchance', 'pointsinthepaint']",1629641,5.0,50.0,1610612738,91,89,2020-03-09T00:03:31Z,5490000,left,[BOS] Langford dunk: Made (6 PTS),[1629641],1610612738.0,BOS,tip,,,Langford,R. Langford,,,,,0.0,: Made,,,,,,,,6.0,,,,,,,,,,,,,,,
560,PT08M24.00S,2020-03-09T00:02:59.9Z,4,REGULAR,foul,personal,[],203935,,,1610612760,91,89,2020-03-09T00:03:09Z,5500000,,[BOS] Smart foul personal (4 PF),"[203935, 203471]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,2715.0,4.0,0.0,Schroder,203471.0,,,
562,PT08M24.00S,2020-03-09T00:03:17.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612760,91,89,2020-03-09T00:03:39Z,5520000,,[BOS] substitution Williams III replaced by Theis,"[1629057, 1628464]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,,Theis,1628464.0,
563,PT08M24.00S,2020-03-09T00:03:17.8Z,4,REGULAR,substitution,out,[],101108,,,1610612760,91,89,2020-03-09T00:03:39Z,5530000,,[OKC] substitution Paul replaced by Noel,"[101108, 203457]",1610612760.0,OKC,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,Noel,203457.0,
