actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
448,PT07M28.00S,2020-01-17T02:44:57.9Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203507,15.719448094612352,48.59834558823529,1610612749,83,70,2020-01-17T02:45:02Z,4260000,7.0,95.0,1,left,G. Antetokounmpo 10' jumpshot (18 PTS),[203507],1610612749.0,MIL,fadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,10.1,Made,,,,,,,,,,,,18.0,,,,,,,
449,PT07M14.00S,2020-01-17T02:45:27.7Z,3,REGULAR,foul,personal,['3freethrow'],202339,,,1610612738,83,70,2020-01-17T02:47:59Z,4270000,,,0,,E. Bledsoe FOUL personal (4 PF) (Walker 3freethrow),"[202339, 202689]",1610612749.0,MIL,shooting,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,2534.0,4.0,0.0,Walker,202689.0,,,,,,,,
451,PT07M14.00S,2020-01-17T02:46:03.6Z,3,REGULAR,foul,technical,['1freethrow'],202339,,,1610612738,83,70,2020-01-17T02:46:10Z,4290000,,,0,,E. Bledsoe FOUL technical (1 Tech),[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,2534.0,4.0,1.0,,,,,,,,,,
452,PT07M14.00S,2020-01-17T02:46:11.7Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,83,71,2020-01-17T02:46:11Z,4300000,,,0,,K. Walker technical freethrow 1of1 (27 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,27.0,,,,,,,
453,PT07M14.00S,2020-01-17T02:46:30.5Z,3,REGULAR,freethrow,1of3,[],202689,,,1610612738,83,72,2020-01-17T02:47:06Z,4310000,,,0,,K. Walker freethrow 1of3 (28 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,28.0,,,,,,,
454,PT07M14.00S,2020-01-17T02:46:30.5Z,3,REGULAR,freethrow,2of3,[],202689,,,1610612738,83,73,2020-01-17T02:47:06Z,4320000,,,0,,K. Walker freethrow 2of3 (29 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,29.0,,,,,,,
457,PT07M14.00S,2020-01-17T02:46:30.5Z,3,REGULAR,freethrow,3of3,[],202689,,,1610612738,83,74,2020-01-17T02:47:06Z,4325000,,,0,,K. Walker freethrow 3of3 (30 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,30.0,,,,,,,
455,PT07M14.00S,2020-01-17T02:46:48.0Z,3,REGULAR,substitution,out,[],202339,,,1610612749,83,74,2020-01-17T02:47:06Z,4330000,,,0,,substitution out Bledsoe,[202339],1610612749.0,MIL,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT07M14.00S,2020-01-17T02:46:48.0Z,3,REGULAR,substitution,in,[],201588,,,1610612749,83,74,2020-01-17T02:47:06Z,4340000,,,0,,substitution in Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT07M06.00S,2020-01-17T02:47:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612749,83,74,2020-01-17T02:47:45Z,4350000,,,0,,D. Theis FOUL personal (3 PF) (Antetokounmpo inpenalty),"[1628464, 203507]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,202037.0,3.0,0.0,Antetokounmpo,203507.0,,,,,,,,
460,PT07M06.00S,2020-01-17T02:47:46.3Z,3,REGULAR,freethrow,1of2,[],203507,,,1610612749,84,74,2020-01-17T02:47:46Z,4370000,,,0,,G. Antetokounmpo freethrow 1of2 (19 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,19.0,,,,,,,
461,PT07M06.00S,2020-01-17T02:48:02.4Z,3,REGULAR,freethrow,2of2,[],203507,,,1610612749,85,74,2020-01-17T02:48:02Z,4380000,,,0,,G. Antetokounmpo freethrow 2of2 (20 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,,,,,,20.0,,,,,,,
462,PT06M47.00S,2020-01-17T02:48:22.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,93.51182654402102,51.53952205882353,1610612738,85,76,2020-01-17T02:48:28Z,4390000,8.0,8.0,1,right,J. Tatum layup (10 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,1.6,Made,,,,,,,,,,,,10.0,,,,,,,
463,PT06M39.00S,2020-01-17T02:48:32.2Z,3,REGULAR,3pt,jumpshot,[],201572,30.699737187910642,71.39246323529412,1610612749,85,76,2020-01-17T02:49:06Z,4400000,-107.0,236.0,1,left,MISS B. Lopez 26' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
464,PT06M39.00S,2020-01-17T02:48:32.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,85,76,2020-01-17T02:49:06Z,4410000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,463.0,,,,,,,,,,,,,,,,
465,PT06M39.00S,2020-01-17T02:48:41.6Z,3,REGULAR,foul,personal,[],203507,,,1610612738,85,76,2020-01-17T02:49:15Z,4420000,,,0,,G. Antetokounmpo FOUL personal (2 PF),"[203507, 1628369]",1610612749.0,MIL,looseball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,203591.0,2.0,0.0,Tatum,1628369.0,,,,,,,,
467,PT06M24.00S,2020-01-17T02:49:15.2Z,3,REGULAR,3pt,jumpshot,[],1628464,91.14651773981603,97.86305147058823,1610612738,85,76,2020-01-17T02:49:19Z,4440000,239.0,31.0,1,right,MISS D. Theis 24' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,,
468,PT06M20.00S,2020-01-17T02:49:19.2Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,85,76,2020-01-17T02:49:19Z,4450000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:11),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,467.0,11.0,11.0,0.0,,,,,,,,,,,,,
469,PT06M08.00S,2020-01-17T02:49:30.8Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203507,18.74178712220762,39.03952205882353,1610612749,87,76,2020-01-17T02:49:37Z,4460000,55.0,124.0,1,left,G. Antetokounmpo 14' jumpshot (22 PTS),[203507],1610612749.0,MIL,turnaroundfadeaway,,,Antetokounmpo,G. Antetokounmpo,,,,,14.03,Made,,,,,,,,,,,,22.0,,,,,,,
470,PT05M54.00S,2020-01-17T02:49:45.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,82.7365308804205,41.490502450980394,1610612738,87,78,2020-01-17T02:49:50Z,4470000,-43.0,110.0,1,right,M. Smart 12' jumpshot (18 PTS) (K. Walker 3 AST),"[203935, 202689]",1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,12.29,Made,,,,,,,,,,,,18.0,,,,K. Walker,202689.0,3.0,
471,PT05M41.00S,2020-01-17T02:50:01.1Z,3,REGULAR,turnover,outofbounds,[],203507,,,1610612749,87,78,2020-01-17T02:50:08Z,4480000,,,0,,G. Antetokounmpo TURNOVER outofbounds (3 TOV),[203507],1610612749.0,MIL,lostball,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,203591.0,,,,,,3.0,,,,,,
472,PT05M41.00S,2020-01-17T02:50:06.7Z,3,REGULAR,substitution,out,[],202083,,,1610612738,87,78,2020-01-17T02:50:10Z,4490000,,,0,,substitution out Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT05M41.00S,2020-01-17T02:50:06.7Z,3,REGULAR,substitution,in,[],1628978,,,1610612738,87,78,2020-01-17T02:50:10Z,4500000,,,0,,substitution in DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT05M29.00S,2020-01-17T02:50:23.7Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202330,82.7365308804205,62.07873774509803,1610612738,87,78,2020-01-17T02:50:28Z,4510000,60.0,110.0,1,right,MISS G. Hayward 13' jumpshot,[202330],1610612738.0,BOS,turnaroundfadeaway,,,Hayward,G. Hayward,,,,,13.02,Missed,,,,,,,,,,,,,,,,,,,
475,PT05M26.00S,2020-01-17T02:50:26.7Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,87,78,2020-01-17T02:50:28Z,4520000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,474.0,12.0,12.0,0.0,,,,,,,,,,,,,
476,PT05M23.00S,2020-01-17T02:50:29.3Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203507,31.61957950065703,34.13756127450981,1610612749,87,78,2020-01-17T02:50:33Z,4530000,79.0,245.0,1,left,MISS G. Antetokounmpo 26' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,26.25,Missed,,,,,,,,,,,,,,,,,,,
477,PT05M21.00S,2020-01-17T02:50:31.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612738,87,78,2020-01-17T02:50:33Z,4540000,,,0,,G. Hayward REBOUND (Off:0 Def:4),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,476.0,4.0,4.0,0.0,,,,,,,,,,,,,
478,PT05M16.00S,2020-01-17T02:50:36.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203935,74.32654402102497,8.15716911764706,1610612738,87,81,2020-01-17T02:50:43Z,4550000,-209.0,189.0,1,right,M. Smart 29' 3PT  (21 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.55,Made,,,,,,,,,,,,21.0,,,,,,,
479,PT04M51.00S,2020-01-17T02:51:00.6Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203114,17.95335085413929,41.24540441176471,1610612749,87,81,2020-01-17T02:51:06Z,4560000,44.0,116.0,1,left,MISS K. Middleton 13' jumpshot Blocked,"[203114, 1628369]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,12.94,Missed,Tatum,1628369.0,,,,,,,,,,,,,,,,,
480,PT04M51.00S,2020-01-17T02:51:00.6Z,3,REGULAR,block,,[],1628369,,,1610612749,87,81,2020-01-17T02:51:03Z,4570000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT04M48.00S,2020-01-17T02:51:03.6Z,3,REGULAR,rebound,offensive,[],203507,,,1610612749,87,81,2020-01-17T02:51:06Z,4580000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:12),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,479.0,13.0,12.0,1.0,,,,,,,,,,,,,
482,PT04M47.00S,2020-01-17T02:51:05.0Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",203507,7.178055190538765,51.294424019607845,1610612749,89,81,2020-01-17T02:51:09Z,4590000,-6.0,15.0,1,left,G. Antetokounmpo layup (24 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,2.15,Made,,,,,,,,,,,,24.0,,,,,,,
483,PT04M33.00S,2020-01-17T02:51:18.8Z,3,REGULAR,3pt,jumpshot,[],202689,67.49342969776609,34.13756127450981,1610612738,89,81,2020-01-17T02:51:23Z,4600000,-79.0,253.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,27.05,Missed,,,,,,,,,,,,,,,,,,,
484,PT04M31.00S,2020-01-17T02:51:20.8Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612749,89,81,2020-01-17T02:51:23Z,4610000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:2),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,483.0,3.0,2.0,1.0,,,,,,,,,,,,,
486,PT04M25.00S,2020-01-17T02:51:28.1Z,3,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1628978,6.652431011826544,51.294424019607845,1610612749,89,81,2020-01-17T02:51:32Z,4620000,-6.0,10.0,1,left,MISS D. DiVincenzo layup,[1628978],1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,,
487,PT04M22.00S,2020-01-17T02:51:31.1Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,89,81,2020-01-17T02:51:32Z,4630000,,,0,,D. Theis REBOUND (Off:2 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,486.0,8.0,6.0,2.0,,,,,,,,,,,,,
488,PT04M18.00S,2020-01-17T02:51:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,89,81,2020-01-17T02:51:41Z,4640000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,out,[],201572,,,1610612738,89,81,2020-01-17T02:54:50Z,4650000,,,0,,substitution out Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,out,[],203507,,,1610612738,89,81,2020-01-17T02:54:50Z,4660000,,,0,,substitution out Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,89,81,2020-01-17T02:54:50Z,4670000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,in,[],101141,,,1610612738,89,81,2020-01-17T02:54:50Z,4680000,,,0,,substitution in Ilyasova,[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,in,[],2594,,,1610612738,89,81,2020-01-17T02:54:50Z,4690000,,,0,,substitution in Korver,[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT04M18.00S,2020-01-17T02:54:04.3Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,89,81,2020-01-17T02:54:50Z,4700000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT04M04.00S,2020-01-17T02:55:17.3Z,3,REGULAR,3pt,jumpshot,[],203935,73.40670170827858,14.039522058823529,1610612738,89,81,2020-01-17T02:55:23Z,4710000,-180.0,197.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,,
496,PT04M04.00S,2020-01-17T02:55:17.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612749,89,81,2020-01-17T02:55:23Z,4720000,,,0,,Team defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,
497,PT04M04.00S,2020-01-17T02:55:22.6Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612749,89,81,2020-01-17T02:55:22Z,4730000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT03M47.00S,2020-01-17T02:55:48.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612749,89,81,2020-01-17T02:56:10Z,4740000,,,0,,D. Theis FOUL personal (4 PF) (Middleton inpenalty),"[1628464, 203114]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,2534.0,4.0,0.0,Middleton,203114.0,,,,,,,,
500,PT03M47.00S,2020-01-17T02:56:11.7Z,3,REGULAR,freethrow,1of2,[],203114,,,1610612749,90,81,2020-01-17T02:56:11Z,4760000,,,0,,K. Middleton freethrow 1of2 (17 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,,,17.0,,,,,,,
501,PT03M47.00S,2020-01-17T02:56:14.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612749,90,81,2020-01-17T02:56:22Z,4770000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT03M47.00S,2020-01-17T02:56:14.1Z,3,REGULAR,substitution,out,[],1629684,,,1610612749,90,81,2020-01-17T02:56:22Z,4780000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT03M47.00S,2020-01-17T02:56:14.1Z,3,REGULAR,substitution,in,[],202683,,,1610612749,90,81,2020-01-17T02:56:22Z,4790000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT03M47.00S,2020-01-17T02:56:14.1Z,3,REGULAR,substitution,in,[],1629750,,,1610612749,90,81,2020-01-17T02:56:22Z,4800000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT03M47.00S,2020-01-17T02:56:37.8Z,3,REGULAR,freethrow,2of2,[],203114,,,1610612749,91,81,2020-01-17T02:56:37Z,4810000,,,0,,K. Middleton freethrow 2of2 (18 PTS),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,Made,,,,,,,,,,,,18.0,,,,,,,
506,PT03M30.00S,2020-01-17T02:56:57.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,94.30026281208936,51.294424019607845,1610612738,91,83,2020-01-17T02:57:07Z,4820000,6.0,1.0,1,right,E. Kanter layup (2 PTS),[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,0.93,Made,,,,,,,,,,,,2.0,,,,,,,
507,PT03M19.00S,2020-01-17T02:57:08.4Z,3,REGULAR,3pt,jumpshot,[],2594,19.267411300919843,6.1963848039215685,1610612749,94,83,2020-01-17T02:57:12Z,4830000,219.0,129.0,1,left,K. Korver 26' 3PT  (6 PTS) (G. Hill 2 AST),"[2594, 201588]",1610612749.0,MIL,,,,Korver,K. Korver,,,,,25.68,Made,,,,,,,,,,,,6.0,,,,G. Hill,201588.0,2.0,
509,PT02M54.00S,2020-01-17T02:57:34.7Z,3,REGULAR,turnover,shotclock,['team'],0,,,1610612738,94,83,2020-01-17T02:57:46Z,4850000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,,,
511,PT02M43.00S,2020-01-17T02:57:54.6Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",203114,6.915243101182654,36.58854166666667,1610612749,96,83,2020-01-17T02:58:05Z,4870000,67.0,13.0,1,left,K. Middleton 7' jumpshot (20 PTS),[203114],1610612749.0,MIL,turnaroundfadeaway,,,Middleton,K. Middleton,,,,,6.95,Made,,,,,,,,,,,,20.0,,,,,,,
512,PT02M26.00S,2020-01-17T02:58:17.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201588,,,1610612738,96,83,2020-01-17T02:58:46Z,4880000,,,0,,G. Hill FOUL personal (4 PF) (Walker inpenalty),"[201588, 202689]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,2534.0,4.0,0.0,Walker,202689.0,,,,,,,,
514,PT02M26.00S,2020-01-17T02:58:47.5Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,96,84,2020-01-17T02:59:11Z,4900000,,,0,,K. Walker freethrow 1of2 (31 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,,,31.0,,,,,,,
515,PT02M26.00S,2020-01-17T02:58:48.4Z,3,REGULAR,substitution,out,[],202330,,,1610612738,96,84,2020-01-17T02:58:52Z,4910000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT02M26.00S,2020-01-17T02:58:48.4Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,96,84,2020-01-17T02:58:52Z,4920000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT02M26.00S,2020-01-17T02:58:47.5Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,96,84,2020-01-17T02:59:11Z,4930000,,,0,,MISS K. Walker freethrow 2of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
518,PT02M23.00S,2020-01-17T02:58:50.5Z,3,REGULAR,rebound,defensive,[],101141,,,1610612749,96,84,2020-01-17T02:59:11Z,4940000,,,0,,E. Ilyasova REBOUND (Off:0 Def:5),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,517.0,5.0,5.0,0.0,,,,,,,,,,,,,
519,PT02M11.00S,2020-01-17T02:59:23.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612749,96,84,2020-01-17T02:59:32Z,4950000,,,0,,J. Green FOUL personal (1 PF) (Hill inpenalty),"[1629750, 201588]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,2534.0,1.0,0.0,Hill,201588.0,,,,,,,,
521,PT02M11.00S,2020-01-17T02:59:45.4Z,3,REGULAR,freethrow,1of2,[],201588,,,1610612749,97,84,2020-01-17T02:59:45Z,4970000,,,0,,G. Hill freethrow 1of2 (6 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,,,,,,,,6.0,,,,,,,
522,PT02M11.00S,2020-01-17T02:59:59.9Z,3,REGULAR,freethrow,2of2,[],201588,,,1610612749,98,84,2020-01-17T02:59:59Z,4980000,,,0,,G. Hill freethrow 2of2 (7 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,Made,,,,,,,,,,,,7.0,,,,,,,
523,PT01M48.00S,2020-01-17T03:00:23.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202683,92.19776609724047,52.76501225490197,1610612738,98,84,2020-01-17T03:00:28Z,4990000,14.0,21.0,1,right,MISS E. Kanter layup,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,2.97,Missed,,,,,,,,,,,,,,,,,,,
524,PT01M44.00S,2020-01-17T03:00:27.1Z,3,REGULAR,rebound,defensive,[],101141,,,1610612749,98,84,2020-01-17T03:00:28Z,5000000,,,0,,E. Ilyasova REBOUND (Off:0 Def:6),[101141],1610612749.0,MIL,,,,Ilyasova,E. Ilyasova,,,,,,,,,523.0,6.0,6.0,0.0,,,,,,,,,,,,,
525,PT01M32.00S,2020-01-17T03:00:40.0Z,3,REGULAR,3pt,jumpshot,[],201588,30.699737187910642,18.696384803921568,1610612749,101,84,2020-01-17T03:00:43Z,5010000,157.0,236.0,1,left,G. Hill 29' 3PT  (10 PTS),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,28.79,Made,,,,,,,,,,,,10.0,,,,,,,
526,PT01M18.00S,2020-01-17T03:00:53.4Z,3,REGULAR,3pt,jumpshot,[],202689,68.41327201051249,70.16697303921569,1610612738,101,84,2020-01-17T03:01:02Z,5020000,101.0,244.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.95,Missed,,,,,,,,,,,,,,,,,,,
527,PT01M14.00S,2020-01-17T03:00:57.4Z,3,REGULAR,rebound,defensive,[],201588,,,1610612749,101,84,2020-01-17T03:01:02Z,5030000,,,0,,G. Hill REBOUND (Off:0 Def:2),[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,526.0,2.0,2.0,0.0,,,,,,,,,,,,,
528,PT01M09.00S,2020-01-17T03:01:01.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203114,8.492115637319317,4.235600490196079,1610612749,101,84,2020-01-17T03:01:08Z,5040000,229.0,27.0,1,left,MISS K. Middleton 23' 3PT,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
529,PT01M07.00S,2020-01-17T03:01:03.9Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,101,84,2020-01-17T03:01:50Z,5050000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,528.0,4.0,3.0,1.0,,,,,,,,,,,,,
530,PT00M55.30S,2020-01-17T03:01:17.2Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,101,84,2020-01-17T03:01:24Z,5060000,,,0,,M. Smart TURNOVER badpass (1 TOV) Stolen,"[203935, 2594]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,1.0,Korver,2594.0,,,,
531,PT00M55.30S,2020-01-17T03:01:17.2Z,3,REGULAR,steal,,[],2594,,,1610612749,101,84,2020-01-17T03:01:19Z,5070000,,,0,,K. Korver STEAL (1 STL),[2594],1610612749.0,MIL,,,,Korver,K. Korver,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT00M49.90S,2020-01-17T03:01:25.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629750,,,1610612749,101,84,2020-01-17T03:01:51Z,5080000,,,0,,J. Green FOUL personal (2 PF) (DiVincenzo inpenalty),"[1629750, 1628978]",1610612738.0,BOS,shooting,,,Green,J. Green,,,,,,,,,,,,,203591.0,2.0,0.0,DiVincenzo,1628978.0,,,,,,,,
534,PT00M49.90S,2020-01-17T03:01:53.5Z,3,REGULAR,freethrow,1of3,['fromturnover'],1628978,,,1610612749,102,84,2020-01-17T03:01:53Z,5100000,,,0,,D. DiVincenzo freethrow 1of3 (14 PTS),[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,Made,,,,,,,,,,,,14.0,,,,,,,
