actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
369,PT06M19.00S,2020-09-18T00:41:38.8Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,69,61,2020-09-18T00:41:47Z,3690000,,,0,,B. Adebayo FOUL personal (2 PF) (Smart 2freethrow),"[1628389, 203935]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,2714.0,,,,,2.0,0.0,Smart,203935.0,,,,
371,PT06M19.00S,2020-09-18T00:42:08.4Z,3,REGULAR,freethrow,1of2,[],203935,,,1610612738,70,61,2020-09-18T00:42:08Z,3710000,,,0,,M. Smart freethrow 1of2 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
372,PT06M19.00S,2020-09-18T00:42:28.5Z,3,REGULAR,freethrow,2of2,[],203935,,,1610612738,71,61,2020-09-18T00:42:28Z,3720000,,,0,,M. Smart freethrow 2of2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
373,PT05M56.00S,2020-09-18T00:42:54.9Z,3,REGULAR,turnover,lostball,[],1628389,,,1610612748,71,61,2020-09-18T00:43:03Z,3730000,,,0,,B. Adebayo TURNOVER lostball (1 TOV) Stolen,"[1628389, 202689]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,1.0,,,,,,,,Walker,202689.0,,
374,PT05M56.00S,2020-09-18T00:42:54.9Z,3,REGULAR,steal,,[],202689,,,1610612738,71,61,2020-09-18T00:47:05Z,3740000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
376,PT05M54.00S,2020-09-18T00:43:20.7Z,3,REGULAR,substitution,out,[],201609,,,1610612738,71,61,2020-09-18T00:43:23Z,3750000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M54.00S,2020-09-18T00:43:20.7Z,3,REGULAR,substitution,in,[],1629639,,,1610612738,71,61,2020-09-18T00:43:23Z,3760000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M51.00S,2020-09-18T00:44:03.8Z,3,REGULAR,jumpball,recovered,[],202710,,,1610612738,71,61,2020-09-18T00:44:03Z,3770000,,,0,,Jump Ball B. Adebayo vs. D. Theis: Tip to J. Butler,"[202710, 1628389, 1628464]",1610612748.0,MIA,heldball,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Theis,1628464.0,,,,,,,,,,,,,,,,,,,,
381,PT05M51.00S,2020-09-18T00:44:03.8Z,3,REGULAR,turnover,lostball,[],1628464,,,1610612738,71,61,2020-09-18T00:44:03Z,3800000,,,0,,D. Theis TURNOVER lostball (1 TOV) Stolen,"[1628464, 1628389]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,1.0,,,,,,,,Adebayo,1628389.0,,
382,PT05M51.00S,2020-09-18T00:44:03.8Z,3,REGULAR,steal,,[],1628389,,,1610612748,71,61,2020-09-18T00:44:03Z,3810000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
383,PT05M43.00S,2020-09-18T00:44:12.7Z,3,REGULAR,3pt,jumpshot,['fromturnover'],203109,73.66951379763469,15.755208333333334,1610612748,71,64,2020-09-18T00:44:42Z,3820000,-171.0,195.0,1,right,J. Crowder 26' 3PT  (6 PTS) (D. Robinson 3 AST),"[203109, 1629130]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.36,Made,6.0,,,,,,,D. Robinson,1629130.0,3.0,,,,,,,,
385,PT05M43.00S,2020-09-18T00:44:18.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612748,71,64,2020-09-18T00:44:27Z,3840000,,,0,,J. Brown FOUL personal (3 PF) (Crowder inpenalty),"[1627759, 203109]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,1148.0,,,,,3.0,0.0,Crowder,203109.0,,,,
387,PT05M43.00S,2020-09-18T00:44:50.4Z,3,REGULAR,freethrow,1of1,['fromturnover'],203109,,,1610612748,71,65,2020-09-18T00:44:50Z,3860000,,,0,,J. Crowder freethrow 1of1 (7 PTS),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
388,PT05M25.00S,2020-09-18T00:45:09.1Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628464,5.732588699080158,51.049325980392155,1610612738,71,65,2020-09-18T00:45:19Z,3870000,-5.0,1.0,1,left,MISS D. Theis layup,[1628464],1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,0.86,Missed,,,,,,,,,,,,,,,,,,
389,PT05M23.00S,2020-09-18T00:45:11.1Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,71,65,2020-09-18T00:45:19Z,3880000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,388.0,1.0,1.0,0.0,,,,,,,,,,,,,
390,PT05M18.00S,2020-09-18T00:45:16.4Z,3,REGULAR,3pt,jumpshot,['fastbreak'],203109,74.72076215505913,14.529718137254902,1610612748,71,65,2020-09-18T00:45:22Z,3890000,-177.0,185.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.04,Missed,,,,,,,,,,,,,,,,,,
391,PT05M18.00S,2020-09-18T00:45:16.4Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,71,65,2020-09-18T00:45:22Z,3900000,,,0,,J. Butler REBOUND (Off:1 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,390.0,3.0,2.0,1.0,,,,,,,,,,,,,
393,PT05M12.00S,2020-09-18T00:45:22.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1628389,93.64323258869908,49.82383578431372,1610612748,71,67,2020-09-18T00:45:27Z,3910000,-1.0,7.0,1,right,B. Adebayo dunk (12 PTS) (T. Herro 2 AST),"[1628389, 1629639]",1610612748.0,MIA,alleyoop,,,Adebayo,B. Adebayo,,,,,1.28,Made,12.0,,,,,,,T. Herro,1629639.0,2.0,,,,,,,,
395,PT05M11.00S,2020-09-18T00:45:27.5Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,71,67,2020-09-18T00:45:35Z,3930000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M11.00S,2020-09-18T00:46:29.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,71,67,2020-09-18T00:47:04Z,3940000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
397,PT05M11.00S,2020-09-18T00:46:29.1Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,71,67,2020-09-18T00:47:04Z,3950000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
398,PT05M11.00S,2020-09-18T00:46:29.1Z,3,REGULAR,substitution,in,[],202683,,,1610612738,71,67,2020-09-18T00:47:04Z,3960000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
399,PT05M11.00S,2020-09-18T00:46:29.1Z,3,REGULAR,substitution,in,[],202954,,,1610612738,71,67,2020-09-18T00:47:04Z,3970000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M57.00S,2020-09-18T00:47:16.3Z,3,REGULAR,turnover,badpass,[],203935,,,1610612738,71,67,2020-09-18T00:47:21Z,3980000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 203109]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,2.0,,,,,,,,Crowder,203109.0,,
401,PT04M57.00S,2020-09-18T00:47:16.3Z,3,REGULAR,steal,,[],203109,,,1610612748,71,67,2020-09-18T00:51:29Z,3990000,,,0,,J. Crowder STEAL (3 STL),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
402,PT04M50.00S,2020-09-18T00:47:25.3Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1628389,94.30026281208936,48.353247549019606,1610612748,71,69,2020-09-18T00:47:29Z,4000000,-8.0,1.0,1,right,B. Adebayo dunk (14 PTS) (T. Herro 3 AST),"[1628389, 1629639]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.05,Made,14.0,,,,,,,T. Herro,1629639.0,3.0,,,,,,,,
404,PT04M50.00S,2020-09-18T00:47:28.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202683,,,1610612748,71,69,2020-09-18T00:47:52Z,4020000,,,0,,E. Kanter FOUL personal (2 PF) (Adebayo inpenalty),"[202683, 1628389]",1610612738.0,BOS,shooting,,,Kanter,E. Kanter,,,,,,,,,,,,2714.0,,,,,2.0,0.0,Adebayo,1628389.0,,,,
406,PT04M50.00S,2020-09-18T00:47:42.5Z,3,REGULAR,substitution,out,[],203935,,,1610612748,71,69,2020-09-18T00:47:50Z,4040000,,,0,,substitution out Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M50.00S,2020-09-18T00:47:42.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612748,71,69,2020-09-18T00:47:50Z,4050000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M50.00S,2020-09-18T00:48:07.2Z,3,REGULAR,freethrow,1of1,['fromturnover'],1628389,,,1610612748,71,70,2020-09-18T00:48:07Z,4060000,,,0,,B. Adebayo freethrow 1of1 (15 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
409,PT04M32.00S,2020-09-18T00:48:26.4Z,3,REGULAR,3pt,jumpshot,[],202689,31.882391590013142,56.68658088235294,1610612738,71,70,2020-09-18T00:48:31Z,4070000,-33.0,247.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.49,Missed,,,,,,,,,,,,,,,,,,
410,PT04M28.00S,2020-09-18T00:48:30.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,71,70,2020-09-18T00:48:31Z,4080000,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,409.0,7.0,5.0,2.0,,,,,,,,,,,,,
411,PT04M17.00S,2020-09-18T00:48:40.5Z,3,REGULAR,2pt,jumpshot,[],1628389,86.94152431011827,30.95128676470588,1610612748,71,72,2020-09-18T00:48:49Z,4090000,-95.0,70.0,1,right,B. Adebayo 12' jumpshot (17 PTS) (J. Crowder 2 AST),"[1628389, 203109]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,12.16,Made,17.0,,,,,,,J. Crowder,203109.0,2.0,,,,,,,,
413,PT03M51.00S,2020-09-18T00:49:06.9Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,14.14257555847569,44.43167892156863,1610612738,71,72,2020-09-18T00:49:10Z,4110000,28.0,80.0,1,left,MISS J. Tatum 9' jumpshot,[1628369],1610612738.0,BOS,drivingfloating,,,Tatum,J. Tatum,,,,,9.03,Missed,,,,,,,,,,,,,,,,,,
414,PT03M48.00S,2020-09-18T00:49:09.9Z,3,REGULAR,rebound,defensive,[],1629130,,,1610612748,71,72,2020-09-18T00:49:10Z,4120000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,
415,PT03M31.00S,2020-09-18T00:49:26.9Z,3,REGULAR,turnover,badpass,[],1628389,,,1610612748,71,72,2020-09-18T00:49:30Z,4130000,,,0,,B. Adebayo TURNOVER badpass (2 TOV) Stolen,"[1628389, 202954]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,2.0,,,,,,,,Wanamaker,202954.0,,
416,PT03M31.00S,2020-09-18T00:49:26.9Z,3,REGULAR,steal,,[],202954,,,1610612738,71,72,2020-09-18T00:49:28Z,4140000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M24.00S,2020-09-18T00:49:34.2Z,3,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202689,14.931011826544022,49.333639705882355,1610612738,73,72,2020-09-18T00:49:39Z,4150000,3.0,88.0,1,left,K. Walker 9' jumpshot (16 PTS) (B. Wanamaker 2 AST),"[202689, 202954]",1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,9.35,Made,16.0,,,,,,,B. Wanamaker,202954.0,2.0,,,,,,,,
419,PT03M09.00S,2020-09-18T00:49:51.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628389,93.9060446780552,48.59834558823529,1610612748,73,74,2020-09-18T00:49:55Z,4170000,-7.0,5.0,1,right,B. Adebayo layup (19 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,alleyoop,,,Adebayo,B. Adebayo,,,,,1.25,Made,19.0,,,,,,,T. Herro,1629639.0,4.0,,,,,,,,
421,PT03M09.00S,2020-09-18T00:49:55.0Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202954,,,1610612748,73,74,2020-09-18T00:50:09Z,4190000,,,0,,B. Wanamaker FOUL personal (2 PF) (Adebayo inpenalty),"[202954, 1628389]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,1148.0,,,,,2.0,0.0,Adebayo,1628389.0,,,,
423,PT03M09.00S,2020-09-18T00:50:04.2Z,3,REGULAR,substitution,out,[],203109,,,1610612748,73,74,2020-09-18T00:50:08Z,4210000,,,0,,substitution out Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M09.00S,2020-09-18T00:50:04.2Z,3,REGULAR,substitution,in,[],1627884,,,1610612748,73,74,2020-09-18T00:50:08Z,4220000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M09.00S,2020-09-18T00:50:29.6Z,3,REGULAR,freethrow,1of1,[],1628389,,,1610612748,73,74,2020-09-18T00:50:31Z,4230000,,,0,,MISS B. Adebayo freethrow 1of1,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,
426,PT03M06.00S,2020-09-18T00:50:32.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,73,74,2020-09-18T00:50:31Z,4240000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,425.0,5.0,5.0,0.0,,,,,,,,,,,,,
427,PT02M46.00S,2020-09-18T00:50:52.9Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,73,74,2020-09-18T00:51:01Z,4250000,,,0,,B. Adebayo FOUL personal (3 PF) (Tatum 2freethrow),"[1628389, 1628369]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,2714.0,,,,,3.0,0.0,Tatum,1628369.0,,,,
429,PT02M46.00S,2020-09-18T00:51:25.8Z,3,REGULAR,freethrow,1of2,[],1628369,,,1610612738,74,74,2020-09-18T00:51:25Z,4270000,,,0,,J. Tatum freethrow 1of2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
430,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,74,74,2020-09-18T00:51:47Z,4280000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
431,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,out,[],202683,,,1610612738,74,74,2020-09-18T00:51:47Z,4290000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
432,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,74,74,2020-09-18T00:51:47Z,4300000,,,0,,substitution out Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,74,74,2020-09-18T00:51:47Z,4310000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,74,74,2020-09-18T00:51:47Z,4320000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M46.00S,2020-09-18T00:51:26.7Z,3,REGULAR,substitution,in,[],203482,,,1610612738,74,74,2020-09-18T00:51:47Z,4330000,,,0,,substitution in Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
436,PT02M46.00S,2020-09-18T00:51:58.3Z,3,REGULAR,freethrow,2of2,[],1628369,,,1610612738,75,74,2020-09-18T00:51:58Z,4340000,,,0,,J. Tatum freethrow 2of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
437,PT02M33.00S,2020-09-18T00:52:12.5Z,3,REGULAR,3pt,jumpshot,[],1629639,63.41984231274639,44.43167892156863,1610612748,75,74,2020-09-18T00:52:17Z,4350000,-28.0,291.0,1,right,MISS T. Herro 30' 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,29.82,Missed,,,,,,,,,,,,,,,,,,
438,PT02M30.00S,2020-09-18T00:52:15.9Z,3,REGULAR,rebound,offensive,[],203482,,,1610612748,75,74,2020-09-18T00:52:15Z,4360000,,,0,,K. Olynyk REBOUND (Off:1 Def:0),[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,437.0,1.0,0.0,1.0,,,,,,,,,,,,,
439,PT02M27.00S,2020-09-18T00:52:17.9Z,3,REGULAR,3pt,jumpshot,['2ndchance'],203482,94.1688567674113,94.67677696078431,1610612748,75,74,2020-09-18T00:52:22Z,4370000,223.0,2.0,1,right,MISS K. Olynyk 22' 3PT,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,22.35,Missed,,,,,,,,,,,,,,,,,,
440,PT02M25.00S,2020-09-18T00:52:20.3Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,75,74,2020-09-18T00:52:20Z,4380000,,,0,,T. Herro REBOUND (Off:2 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,439.0,4.0,2.0,2.0,,,,,,,,,,,,,
441,PT02M22.00S,2020-09-18T00:52:22.8Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1629130,93.9060446780552,3.010110294117647,1610612748,75,74,2020-09-18T00:52:26Z,4390000,-235.0,5.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,
442,PT02M20.00S,2020-09-18T00:52:24.8Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,75,74,2020-09-18T00:52:26Z,4400000,,,0,,K. Walker REBOUND (Off:2 Def:5),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,441.0,7.0,5.0,2.0,,,,,,,,,,,,,
443,PT02M14.00S,2020-09-18T00:52:34.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,75,74,2020-09-18T00:52:44Z,4410000,,,0,,J. Butler FOUL personal (2 PF) (Walker inpenalty),"[202710, 202689]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,1148.0,,,,,2.0,0.0,Walker,202689.0,,,,
445,PT02M14.00S,2020-09-18T00:53:00.5Z,3,REGULAR,freethrow,1of2,[],202689,,,1610612738,76,74,2020-09-18T00:53:00Z,4430000,,,0,,K. Walker freethrow 1of2 (17 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
446,PT02M14.00S,2020-09-18T00:53:01.8Z,3,REGULAR,substitution,out,[],202710,,,1610612738,76,74,2020-09-18T00:53:08Z,4440000,,,0,,substitution out Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
447,PT02M14.00S,2020-09-18T00:53:01.8Z,3,REGULAR,substitution,in,[],201609,,,1610612738,76,74,2020-09-18T00:53:08Z,4450000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M14.00S,2020-09-18T00:53:00.5Z,3,REGULAR,freethrow,2of2,[],202689,,,1610612738,76,74,2020-09-18T00:53:24Z,4460000,,,0,,MISS K. Walker freethrow 2of2,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,
449,PT02M11.00S,2020-09-18T00:53:03.5Z,3,REGULAR,rebound,defensive,[],201609,,,1610612748,76,74,2020-09-18T00:53:24Z,4470000,,,0,,G. Dragic REBOUND (Off:0 Def:1),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,448.0,1.0,1.0,0.0,,,,,,,,,,,,,
450,PT01M50.00S,2020-09-18T00:53:42.2Z,3,REGULAR,3pt,jumpshot,[],1629130,67.23061760840999,62.814031862745104,1610612748,76,77,2020-09-18T00:53:46Z,4480000,64.0,256.0,1,right,D. Robinson 27' 3PT  (18 PTS) (G. Dragic 5 AST),"[1629130, 201609]",1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,26.88,Made,18.0,,,,,,,G. Dragic,201609.0,5.0,,,,,,,,
452,PT01M36.00S,2020-09-18T00:53:56.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.046649145860711,50.06893382352941,1610612738,76,77,2020-09-18T00:54:02Z,4500000,0.0,14.0,1,left,MISS K. Walker layup,[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.92,Missed,,,,,,,,,,,,,,,,,,
453,PT01M36.00S,2020-09-18T00:54:00.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,76,77,2020-09-18T00:54:00Z,4510000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,452.0,,,,,,,,,,,,,,,,
454,PT01M36.00S,2020-09-18T00:54:01.9Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,76,77,2020-09-18T00:54:01Z,4520000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT01M36.00S,2020-09-18T00:54:02.5Z,3,REGULAR,substitution,out,[],1629130,,,1610612738,76,77,2020-09-18T00:54:10Z,4530000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
456,PT01M36.00S,2020-09-18T00:54:02.5Z,3,REGULAR,substitution,in,[],203109,,,1610612738,76,77,2020-09-18T00:54:10Z,4540000,,,0,,substitution in Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M30.00S,2020-09-18T00:54:28.5Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612738,76,77,2020-09-18T00:54:28Z,4550000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M27.00S,2020-09-18T00:54:42.6Z,3,REGULAR,3pt,jumpshot,['2ndchance'],1628369,28.86005256241787,19.921875,1610612738,76,77,2020-09-18T00:54:48Z,4560000,150.0,219.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
459,PT01M24.00S,2020-09-18T00:54:45.6Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,76,77,2020-09-18T00:54:48Z,4570000,,,0,,T. Herro REBOUND (Off:2 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,458.0,5.0,3.0,2.0,,,,,,,,,,,,,
460,PT01M08.00S,2020-09-18T00:55:02.7Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],201609,93.24901445466492,58.892463235294116,1610612748,76,79,2020-09-18T00:58:48Z,4580000,44.0,11.0,1,right,G. Dragic jumpshot (14 PTS),[201609],1610612748.0,MIA,pullupbank,,,Dragic,G. Dragic,,,,,4.75,Made,14.0,,,,,,,,,,,,,,,,,
461,PT00M51.80S,2020-09-18T00:55:21.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612738,76,79,2020-09-18T00:55:29Z,4590000,,,0,,D. Jones Jr. FOUL personal (1 PF) (Wanamaker inpenalty),"[1627884, 202954]",1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,1148.0,,,,,1.0,0.0,Wanamaker,202954.0,,,,
463,PT00M51.80S,2020-09-18T00:55:46.5Z,3,REGULAR,freethrow,1of2,[],202954,,,1610612738,77,79,2020-09-18T00:55:46Z,4610000,,,0,,B. Wanamaker freethrow 1of2 (7 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
464,PT00M51.80S,2020-09-18T00:55:46.5Z,3,REGULAR,freethrow,2of2,[],202954,,,1610612738,77,79,2020-09-18T00:56:03Z,4620000,,,0,,MISS B. Wanamaker freethrow 2of2,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Missed,,,,,,,,,,,,,,,,,,
