actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
638,PT01M25.00S,2019-12-12T02:17:06.3Z,4,REGULAR,substitution,in,[],1629035,,,1610612738,114,109,2019-12-12T02:17:10Z,6330000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M21.00S,2019-12-12T02:17:21.9Z,4,REGULAR,foul,personal,['2freethrow'],203200,,,1610612738,114,109,2019-12-12T02:17:31Z,6340000,,,0,,J. Holiday FOUL personal (3 PF) (Tatum 2freethrow),"[203200, 1628369]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Tatum,1628369.0,
641,PT01M21.00S,2019-12-12T02:17:46.4Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,114,110,2019-12-12T02:17:46Z,6360000,,,0,,J. Tatum freethrow 1of2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
642,PT01M21.00S,2019-12-12T02:17:46.9Z,4,REGULAR,substitution,out,[],1626167,,,1610612738,114,110,2019-12-12T02:17:54Z,6370000,,,0,,substitution out Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M21.00S,2019-12-12T02:17:46.9Z,4,REGULAR,substitution,out,[],1629035,,,1610612738,114,110,2019-12-12T02:17:54Z,6380000,,,0,,substitution out Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M21.00S,2019-12-12T02:17:46.9Z,4,REGULAR,substitution,in,[],1627734,,,1610612738,114,110,2019-12-12T02:17:54Z,6390000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M21.00S,2019-12-12T02:17:46.9Z,4,REGULAR,substitution,in,[],1629750,,,1610612738,114,110,2019-12-12T02:17:54Z,6400000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M21.00S,2019-12-12T02:18:08.4Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,114,111,2019-12-12T02:18:08Z,6410000,,,0,,J. Tatum freethrow 2of2 (16 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
647,PT00M59.60S,2019-12-12T02:18:33.0Z,4,REGULAR,3pt,jumpshot,[],203933,92.32917214191852,3.5003063725490198,1610612754,114,111,2019-12-12T02:18:37Z,6420000,-232.0,20.0,1,right,MISS T. Warren 23' 3PT,[203933],1610612754.0,IND,,,,Warren,T. Warren,,,,,23.39,Missed,,,,,,,,,,,,,,,,,,,
648,PT00M56.40S,2019-12-12T02:18:36.2Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,114,111,2019-12-12T02:18:37Z,6430000,,,0,,B. Wanamaker REBOUND (Off:2 Def:4),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,647.0,6.0,4.0,2.0,,,,,,,,,,,
649,PT00M48.60S,2019-12-12T02:18:47.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628988,,,1610612738,114,111,2019-12-12T02:18:57Z,6440000,,,0,,A. Holiday FOUL personal (2 PF) (Wanamaker inpenalty),"[1628988, 202954]",1610612754.0,IND,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,1193.0,2.0,0.0,Wanamaker,202954.0,
651,PT00M48.60S,2019-12-12T02:19:20.8Z,4,REGULAR,freethrow,1of2,[],202954,,,1610612738,114,112,2019-12-12T02:19:20Z,6460000,,,0,,B. Wanamaker freethrow 1of2 (9 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
652,PT00M48.60S,2019-12-12T02:19:35.1Z,4,REGULAR,freethrow,2of2,[],202954,,,1610612738,114,113,2019-12-12T02:19:35Z,6470000,,,0,,B. Wanamaker freethrow 2of2 (10 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
653,PT00M32.40S,2019-12-12T02:19:55.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627734,87.86136662286465,46.392463235294116,1610612754,116,113,2019-12-12T02:20:02Z,6480000,-18.0,62.0,1,right,D. Sabonis 7' jumpshot (15 PTS),[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,6.95,Made,15.0,,,,,,,,,,,,,,,,,,
654,PT00M18.70S,2019-12-12T02:20:11.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,7.5722733245729295,57.91207107843137,1610612738,116,115,2019-12-12T02:20:42Z,6490000,-40.0,19.0,1,left,B. Wanamaker layup (12 PTS),[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,4.64,Made,12.0,,,,,,,,,,,,,,,,,,
656,PT00M17.10S,2019-12-12T02:20:20.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612754,116,115,2019-12-12T02:20:36Z,6510000,,,0,,J. Green FOUL personal (1 PF) (Brogdon inpenalty),"[1629750, 1627763]",1610612738.0,BOS,take,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Brogdon,1627763.0,
658,PT00M17.10S,2019-12-12T02:20:51.8Z,4,REGULAR,freethrow,1of2,[],1627763,,,1610612754,117,115,2019-12-12T02:20:51Z,6530000,,,0,,M. Brogdon freethrow 1of2 (24 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
659,PT00M17.10S,2019-12-12T02:20:52.6Z,4,REGULAR,substitution,out,[],1627734,,,1610612754,117,115,2019-12-12T02:20:55Z,6540000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M17.10S,2019-12-12T02:20:52.6Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,117,115,2019-12-12T02:20:55Z,6550000,,,0,,substitution in Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M17.10S,2019-12-12T02:21:02.2Z,4,REGULAR,substitution,out,[],1629750,,,1610612754,117,115,2019-12-12T02:21:05Z,6560000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M17.10S,2019-12-12T02:21:02.2Z,4,REGULAR,substitution,in,[],1629035,,,1610612754,117,115,2019-12-12T02:21:05Z,6570000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M17.10S,2019-12-12T02:21:21.0Z,4,REGULAR,freethrow,2of2,[],1627763,,,1610612754,118,115,2019-12-12T02:21:21Z,6580000,,,0,,M. Brogdon freethrow 2of2 (25 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
664,PT00M10.20S,2019-12-12T02:21:30.4Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,5.601182654402102,53.01011029411765,1610612738,118,117,2019-12-12T02:21:35Z,6590000,-15.0,0.0,1,left,K. Walker layup (44 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,1.61,Made,44.0,,,,,,,,,,,,,,,,,,
665,PT00M10.20S,2019-12-12T02:21:37.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,118,117,2019-12-12T02:21:37Z,6600000,,,0,,timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M10.20S,2019-12-12T02:22:55.7Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,118,117,2019-12-12T02:23:01Z,6610000,,,0,,substitution out Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M10.20S,2019-12-12T02:22:55.7Z,4,REGULAR,substitution,out,[],1629035,,,1610612754,118,117,2019-12-12T02:23:01Z,6620000,,,0,,substitution out Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M10.20S,2019-12-12T02:22:55.7Z,4,REGULAR,substitution,in,[],1627734,,,1610612754,118,117,2019-12-12T02:23:01Z,6630000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M10.20S,2019-12-12T02:22:55.7Z,4,REGULAR,substitution,in,[],1629750,,,1610612754,118,117,2019-12-12T02:23:01Z,6640000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M10.20S,2019-12-12T02:23:09.6Z,4,REGULAR,substitution,out,[],202954,,,1610612754,118,117,2019-12-12T02:23:14Z,6650000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M10.20S,2019-12-12T02:23:09.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612754,118,117,2019-12-12T02:23:14Z,6660000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M07.00S,2019-12-12T02:23:33.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612754,118,117,2019-12-12T02:23:49Z,6670000,,,0,,D. Theis FOUL personal (6 PF) (Brogdon inpenalty),"[1628464, 1627763]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,2003.0,6.0,1.0,Brogdon,1627763.0,
674,PT00M07.00S,2019-12-12T02:23:41.2Z,4,REGULAR,substitution,out,[],1628464,,,1610612754,118,117,2019-12-12T02:23:47Z,6690000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M07.00S,2019-12-12T02:23:41.2Z,4,REGULAR,substitution,in,[],202683,,,1610612754,118,117,2019-12-12T02:23:47Z,6700000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M07.00S,2019-12-12T02:24:19.9Z,4,REGULAR,freethrow,1of2,[],1627763,,,1610612754,119,117,2019-12-12T02:24:19Z,6710000,,,0,,M. Brogdon freethrow 1of2 (26 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,26.0,,,,,,,,,,,,,,,,,,
677,PT00M07.00S,2019-12-12T02:24:20.5Z,4,REGULAR,substitution,out,[],1627734,,,1610612754,119,117,2019-12-12T02:24:22Z,6720000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M07.00S,2019-12-12T02:24:20.5Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,119,117,2019-12-12T02:24:22Z,6730000,,,0,,substitution in Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M07.00S,2019-12-12T02:24:38.1Z,4,REGULAR,freethrow,2of2,[],1627763,,,1610612754,120,117,2019-12-12T02:24:38Z,6740000,,,0,,M. Brogdon freethrow 2of2 (27 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
680,PT00M07.00S,2019-12-12T02:24:39.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,120,117,2019-12-12T02:24:39Z,6750000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M07.00S,2019-12-12T02:25:44.3Z,4,REGULAR,substitution,out,[],202683,,,1610612738,120,117,2019-12-12T02:26:10Z,6760000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M07.00S,2019-12-12T02:25:44.3Z,4,REGULAR,substitution,out,[],1629750,,,1610612738,120,117,2019-12-12T02:26:10Z,6770000,,,0,,substitution out Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M07.00S,2019-12-12T02:25:44.3Z,4,REGULAR,substitution,in,[],1629035,,,1610612738,120,117,2019-12-12T02:26:10Z,6780000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M07.00S,2019-12-12T02:25:44.3Z,4,REGULAR,substitution,in,[],1628400,,,1610612738,120,117,2019-12-12T02:26:10Z,6790000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M04.20S,2019-12-12T02:26:24.0Z,4,REGULAR,3pt,jumpshot,[],202689,38.18988173455979,27.029718137254903,1610612738,120,117,2019-12-12T02:26:30Z,6800000,115.0,306.0,1,left,MISS K. Walker 33' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,33.25,Missed,,,,,,,,,,,,,,,,,,,
686,PT00M02.70S,2019-12-12T02:26:25.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,120,117,2019-12-12T02:28:04Z,6810000,,,0,,Team defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,685.0,,,,,,,,,,,,,,
687,PT00M02.70S,2019-12-12T02:26:30.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612754,120,117,2019-12-12T02:28:20Z,6820000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT00M02.70S,2019-12-12T02:26:41.6Z,4,REGULAR,instantreplay,request,[],0,,,1610612754,120,117,2019-12-12T02:28:12Z,6830000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2003.0,,,,,Out of Bounds - Support Call
689,PT00M02.70S,2019-12-12T02:28:04.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,120,117,2019-12-12T02:28:04Z,6840000,,,0,,timeout full,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT00M02.70S,2019-12-12T02:29:13.7Z,4,REGULAR,substitution,out,[],1626167,,,1610612754,120,117,2019-12-12T02:29:28Z,6850000,,,0,,substitution out Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M02.70S,2019-12-12T02:29:13.7Z,4,REGULAR,substitution,in,[],1627734,,,1610612754,120,117,2019-12-12T02:29:28Z,6860000,,,0,,substitution in Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M02.00S,2019-12-12T02:29:56.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612754,120,117,2019-12-12T02:30:04Z,6870000,,,0,,G. Williams FOUL personal (5 PF) (Brogdon inpenalty),"[1629684, 1627763]",1610612738.0,BOS,take,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,2003.0,5.0,0.0,Brogdon,1627763.0,
694,PT00M02.00S,2019-12-12T02:30:20.6Z,4,REGULAR,freethrow,1of2,[],1627763,,,1610612754,121,117,2019-12-12T02:30:20Z,6890000,,,0,,M. Brogdon freethrow 1of2 (28 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,28.0,,,,,,,,,,,,,,,,,,
695,PT00M02.00S,2019-12-12T02:30:21.1Z,4,REGULAR,substitution,out,[],1627734,,,1610612754,121,117,2019-12-12T02:30:24Z,6900000,,,0,,substitution out Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M02.00S,2019-12-12T02:30:21.1Z,4,REGULAR,substitution,in,[],1626167,,,1610612754,121,117,2019-12-12T02:30:24Z,6910000,,,0,,substitution in Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M02.00S,2019-12-12T02:30:34.8Z,4,REGULAR,freethrow,2of2,[],1627763,,,1610612754,122,117,2019-12-12T02:30:34Z,6920000,,,0,,M. Brogdon freethrow 2of2 (29 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
698,PT00M00.00S,2019-12-12T02:30:42.2Z,4,REGULAR,3pt,jumpshot,[],202689,57.76938239159002,10.363051470588236,1610612738,122,117,2019-12-12T02:30:48Z,6930000,198.0,491.0,1,left,MISS K. Walker 53' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,53.41,Missed,,,,,,,,,,,,,,,,,,,
699,PT00M00.00S,2019-12-12T02:30:45.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,122,117,2019-12-12T02:30:45Z,6940000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,698.0,,,,,,,,,,,,,,
700,PT00M00.00S,2019-12-12T02:30:45.7Z,4,REGULAR,period,end,[],0,,,1610612738,122,117,2019-12-12T02:30:45Z,6950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,PT00M00.00S,2019-12-12T02:30:47.1Z,4,REGULAR,game,end,[],0,,,0,122,117,2019-12-12T02:30:47Z,6960000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
