actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
363,PT10M47.00S,2019-12-23T00:26:28.8Z,3,REGULAR,3pt,jumpshot,[],1626179,67.7562417871222,21.147365196078432,1610612766,62,58,2019-12-23T00:26:35Z,3580000,-144.0,251.0,1,right,MISS T. Rozier 29' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,29.4,Missed,,,,,,,,,,,,,,
364,PT10M46.00S,2019-12-23T00:26:29.8Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,62,58,2019-12-23T00:26:35Z,3590000,,,0,,J. Brown REBOUND (Off:1 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,363.0,5.0,4.0,1.0,,,,,,,,
365,PT10M31.00S,2019-12-23T00:26:44.3Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1627759,7.178055190538765,45.41207107843137,1610612738,62,58,2019-12-23T00:26:47Z,3600000,23.0,15.0,1,left,MISS J. Brown layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,3.07,Missed,,,,,,,,,,,,,,
366,PT10M30.00S,2019-12-23T00:26:45.3Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,62,58,2019-12-23T00:26:47Z,3610000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,365.0,2.0,1.0,1.0,,,,,,,,
367,PT10M26.00S,2019-12-23T00:26:49.8Z,3,REGULAR,3pt,jumpshot,['fastbreak'],1628984,71.04139290407359,13.794424019607842,1610612766,62,58,2019-12-23T00:26:56Z,3620000,-181.0,220.0,1,right,MISS D. Graham 29' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,28.89,Missed,,,,,,,,,,,,,,
368,PT10M25.00S,2019-12-23T00:26:50.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,58,2019-12-23T00:27:02Z,3630000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,367.0,5.0,5.0,0.0,,,,,,,,
369,PT10M14.00S,2019-12-23T00:27:02.7Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1628400,5.469776609724048,55.951286764705884,1610612738,64,58,2019-12-23T00:27:06Z,3640000,-30.0,-1.0,1,left,S. Ojeleye dunk (2 PTS) (J. Tatum 1 AST),"[1628400, 1628369]",1610612738.0,BOS,cutting,,,Ojeleye,S. Ojeleye,,,,,,,,,,3.01,Made,,,,,,,2.0,J. Tatum,1628369.0,1.0,,,,
371,PT10M03.00S,2019-12-23T00:27:15.1Z,3,REGULAR,foul,personal,[],1627759,,,1610612766,64,58,2019-12-23T00:27:21Z,3660000,,,0,,J. Brown FOUL personal (1 PF),"[1627759, 1628984]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,201639.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
373,PT09M56.00S,2019-12-23T00:27:42.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202687,93.38042049934296,45.166973039215684,1610612766,64,60,2019-12-23T00:28:09Z,3680000,-24.0,10.0,1,right,B. Biyombo layup (10 PTS) (D. Graham 9 AST),"[202687, 1628984]",1610612766.0,CHA,cutting,,,Biyombo,B. Biyombo,,,,,,,,,,2.86,Made,,,,,,,10.0,D. Graham,1628984.0,9.0,,,,
375,PT09M56.00S,2019-12-23T00:27:44.7Z,3,REGULAR,foul,personal,['1freethrow'],1628400,,,1610612766,64,60,2019-12-23T00:28:05Z,3700000,,,0,,S. Ojeleye FOUL personal (1 PF) (Biyombo 1freethrow),"[1628400, 202687]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,1627524.0,1.0,0.0,Biyombo,202687.0,,,,,,,,,,,,,,,,
377,PT09M56.00S,2019-12-23T00:28:13.7Z,3,REGULAR,freethrow,1of1,[],202687,,,1610612766,64,60,2019-12-23T00:28:13Z,3720000,,,0,,MISS B. Biyombo freethrow 1of1,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,Missed,,,,,,,,,,,,,,
378,PT09M56.00S,2019-12-23T00:28:13.7Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,64,60,2019-12-23T00:28:18Z,3730000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,377.0,6.0,6.0,0.0,,,,,,,,
379,PT09M40.00S,2019-12-23T00:28:31.6Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.178055190538765,44.18658088235294,1610612738,66,60,2019-12-23T00:28:35Z,3740000,29.0,15.0,1,left,J. Tatum layup (14 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,,,,,,3.56,Made,,,,,,,14.0,,,,,,,
380,PT09M40.00S,2019-12-23T00:28:33.1Z,3,REGULAR,foul,personal,['1freethrow'],202687,,,1610612738,66,60,2019-12-23T00:28:47Z,3750000,,,0,,B. Biyombo FOUL personal (1 PF) (Tatum 1freethrow),"[202687, 1628369]",1610612766.0,CHA,shooting,,,Biyombo,B. Biyombo,,,,,1627524.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
382,PT09M40.00S,2019-12-23T00:28:58.0Z,3,REGULAR,freethrow,1of1,[],1628369,,,1610612738,67,60,2019-12-23T00:28:58Z,3770000,,,0,,J. Tatum freethrow 1of1 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,Made,,,,,,,15.0,,,,,,,
383,PT09M20.00S,2019-12-23T00:29:19.3Z,3,REGULAR,2pt,hook,['pointsinthepaint'],1628970,86.59658344283837,58.42524509803921,1610612766,67,60,2019-12-23T00:29:24Z,3780000,42.0,73.0,1,right,MISS M. Bridges 9' hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,,,,,,8.95,Missed,,,,,,,,,,,,,,
384,PT09M19.00S,2019-12-23T00:29:20.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,67,60,2019-12-23T00:29:24Z,3790000,,,0,,K. Walker REBOUND (Off:0 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,383.0,1.0,1.0,0.0,,,,,,,,
385,PT09M16.00S,2019-12-23T00:29:23.9Z,3,REGULAR,3pt,jumpshot,['fastbreak'],202689,33.590670170827856,57.421875,1610612738,67,60,2019-12-23T00:31:02Z,3800000,-37.0,263.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,runningpullup,,,Walker,K. Walker,,,,,,,,,,27.13,Missed,,,,,,,,,,,,,,
386,PT09M15.00S,2019-12-23T00:29:24.9Z,3,REGULAR,rebound,defensive,[],201587,,,1610612766,67,60,2019-12-23T00:29:31Z,3810000,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,385.0,3.0,3.0,0.0,,,,,,,,
387,PT08M58.00S,2019-12-23T00:29:41.9Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],202687,92.90407358738501,50.02680759803921,1610612766,67,62,2019-12-23T00:29:49Z,3820000,0.0,14.0,1,right,B. Biyombo dunk (12 PTS) (D. Graham 10 AST),"[202687, 1628984]",1610612766.0,CHA,cutting,,,Biyombo,B. Biyombo,,,,,,,,,,1.97,Made,,,,,,,12.0,D. Graham,1628984.0,10.0,,,,
389,PT08M33.00S,2019-12-23T00:30:06.0Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,17.559132720105126,35.60814950980392,1610612738,69,62,2019-12-23T00:30:10Z,3840000,72.0,113.0,1,left,J. Tatum 14' jumpshot (17 PTS),[1628369],1610612738.0,BOS,turnaroundfadeaway,,,Tatum,J. Tatum,,,,,,,,,,13.83,Made,,,,,,,17.0,,,,,,,
390,PT08M21.00S,2019-12-23T00:30:18.4Z,3,REGULAR,3pt,jumpshot,[],1628984,66.21838042049934,35.35922181372549,1610612766,69,62,2019-12-23T00:31:56Z,3850000,-73.0,265.0,1,right,MISS D. Graham 28' 3PT,[1628984],1610612766.0,CHA,pullup,,,Graham,D. Graham,,,,,,,,,,28.02,Missed,,,,,,,,,,,,,,
391,PT08M20.00S,2019-12-23T00:30:19.4Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612738,69,62,2019-12-23T00:30:27Z,3860000,,,0,,D. Theis REBOUND (Off:1 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,390.0,5.0,4.0,1.0,,,,,,,,
392,PT08M12.00S,2019-12-23T00:30:27.9Z,3,REGULAR,turnover,lostball,[],202689,,,1610612738,69,62,2019-12-23T00:30:30Z,3870000,,,0,,K. Walker TURNOVER lostball (2 TOV) Stolen,"[202689, 1628970]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,2.0,Bridges,1628970.0,
393,PT08M12.00S,2019-12-23T00:30:27.9Z,3,REGULAR,steal,,[],1628970,,,1610612766,69,62,2019-12-23T00:30:29Z,3880000,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT08M10.00S,2019-12-23T00:30:32.9Z,3,REGULAR,foul,personal,[],1628400,,,1610612766,69,62,2019-12-23T00:30:52Z,3890000,,,0,,S. Ojeleye FOUL personal (2 PF),"[1628400, 1628970]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,1627524.0,2.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,,
396,PT08M05.00S,2019-12-23T00:30:59.3Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1626179,75.90341655716163,43.69638480392157,1610612766,69,62,2019-12-23T00:31:05Z,3910000,-32.0,174.0,1,right,MISS T. Rozier 18' jumpshot,[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,,,,,,18.22,Missed,,,,,,,,,,,,,,
397,PT08M04.00S,2019-12-23T00:31:00.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,69,62,2019-12-23T00:31:09Z,3920000,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,396.0,6.0,5.0,1.0,,,,,,,,
398,PT07M49.00S,2019-12-23T00:31:14.8Z,3,REGULAR,3pt,jumpshot,[],1628400,12.828515111695138,2.029718137254902,1610612738,72,62,2019-12-23T00:31:18Z,3930000,240.0,68.0,1,left,S. Ojeleye 25' 3PT  (5 PTS) (J. Tatum 2 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,25.09,Made,,,,,,,5.0,J. Tatum,1628369.0,2.0,,,,
400,PT07M35.00S,2019-12-23T00:31:31.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612766,72,62,2019-12-23T00:31:46Z,3950000,,,0,,D. Theis FOUL personal (4 PF) (Graham inpenalty),"[1628464, 1628984]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,204059.0,4.0,0.0,Graham,1628984.0,,,,,,,,,,,,,,,,
402,PT07M35.00S,2019-12-23T00:32:08.0Z,3,REGULAR,freethrow,1of2,[],1628984,,,1610612766,72,62,2019-12-23T00:32:08Z,3970000,,,0,,MISS D. Graham freethrow 1of2,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,Missed,,,,,,,,,,,,,,
403,PT07M35.00S,2019-12-23T00:32:08.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,72,62,2019-12-23T00:32:08Z,3980000,,,0,,Team offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,402.0,,,,,,,,,,,
404,PT07M35.00S,2019-12-23T00:32:28.6Z,3,REGULAR,freethrow,2of2,[],1628984,,,1610612766,72,63,2019-12-23T00:32:28Z,3990000,,,0,,D. Graham freethrow 2of2 (20 PTS),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,Made,,,,,,,20.0,,,,,,,
405,PT07M21.00S,2019-12-23T00:32:47.3Z,3,REGULAR,turnover,outofbounds,[],1628400,,,1610612738,72,63,2019-12-23T00:32:56Z,4000000,,,0,,S. Ojeleye TURNOVER outofbounds (1 TOV),[1628400],1610612738.0,BOS,badpass,,,Ojeleye,S. Ojeleye,,,,,204059.0,,,,,,,,,,,,,,,,,1.0,,,
406,PT07M04.00S,2019-12-23T00:33:09.9Z,3,REGULAR,3pt,jumpshot,['fromturnover'],201587,78.40013140604468,9.38265931372549,1610612766,72,66,2019-12-23T00:33:15Z,4010000,-203.0,151.0,1,right,N. Batum 26' 3PT  (3 PTS) (T. Rozier 3 AST),"[201587, 1626179]",1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,25.61,Made,,,,,,,3.0,T. Rozier,1626179.0,3.0,,,,
408,PT06M48.00S,2019-12-23T00:33:25.7Z,3,REGULAR,turnover,lostball,[],1628464,,,1610612738,72,66,2019-12-23T00:34:03Z,4030000,,,0,,D. Theis TURNOVER lostball (2 TOV) Stolen,"[1628464, 201587]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,2.0,Batum,201587.0,
409,PT06M48.00S,2019-12-23T00:33:25.7Z,3,REGULAR,steal,,[],201587,,,1610612766,72,66,2019-12-23T00:33:27Z,4040000,,,0,,N. Batum STEAL (1 STL),[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M28.00S,2019-12-23T00:33:46.1Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",202687,94.1688567674113,49.57873774509804,1610612766,72,68,2019-12-23T00:33:50Z,4050000,-2.0,2.0,1,right,B. Biyombo dunk (14 PTS) (M. Bridges 2 AST),"[202687, 1628970]",1610612766.0,CHA,cutting,,,Biyombo,B. Biyombo,,,,,,,,,,0.81,Made,,,,,,,14.0,M. Bridges,1628970.0,2.0,,,,
412,PT06M28.00S,2019-12-23T00:33:50.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,72,68,2019-12-23T00:33:50Z,4070000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M28.00S,2019-12-23T00:36:15.6Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,72,68,2019-12-23T00:36:42Z,4080000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M28.00S,2019-12-23T00:36:15.6Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,72,68,2019-12-23T00:36:42Z,4090000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M28.00S,2019-12-23T00:36:15.6Z,3,REGULAR,substitution,in,[],202683,,,1610612738,72,68,2019-12-23T00:36:42Z,4100000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M28.00S,2019-12-23T00:36:15.6Z,3,REGULAR,substitution,in,[],1629641,,,1610612738,72,68,2019-12-23T00:36:42Z,4110000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M16.00S,2019-12-23T00:36:55.8Z,3,REGULAR,3pt,jumpshot,[],1629641,11.12023653088042,3.010110294117647,1610612738,75,68,2019-12-23T00:37:01Z,4120000,235.0,52.0,1,left,R. Langford 24' 3PT  (8 PTS) (K. Walker 3 AST),"[1629641, 202689]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,24.18,Made,,,,,,,8.0,K. Walker,202689.0,3.0,,,,
419,PT05M48.00S,2019-12-23T00:37:24.2Z,3,REGULAR,turnover,shotclock,['team'],0,,,1610612766,75,68,2019-12-23T00:37:32Z,4140000,,,0,,Team TURNOVER shotclock,[],1610612766.0,CHA,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,,
420,PT05M40.00S,2019-12-23T00:37:46.4Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1628369,6.783837056504599,94.18658088235294,1610612738,75,68,2019-12-23T00:37:54Z,4150000,-221.0,11.0,1,left,MISS J. Tatum 22' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,22.15,Missed,,,,,,,,,,,,,,
421,PT05M39.00S,2019-12-23T00:37:47.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612766,75,68,2019-12-23T00:37:54Z,4160000,,,0,,Team defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,420.0,,,,,,,,,,,
422,PT05M39.00S,2019-12-23T00:37:54.0Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612766,75,68,2019-12-23T00:37:54Z,4170000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M26.00S,2019-12-23T00:38:16.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],201587,92.9862023653088,53.255208333333336,1610612766,75,70,2019-12-23T00:38:19Z,4180000,16.0,13.0,1,right,N. Batum layup (5 PTS) (M. Bridges 3 AST),"[201587, 1628970]",1610612766.0,CHA,cutting,,,Batum,N. Batum,,,,,,,,,,2.5,Made,,,,,,,5.0,M. Bridges,1628970.0,3.0,,,,
425,PT05M26.00S,2019-12-23T00:38:18.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202689,,,1610612766,75,70,2019-12-23T00:38:27Z,4200000,,,0,,K. Walker FOUL personal (3 PF) (Batum inpenalty),"[202689, 201587]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,201639.0,3.0,0.0,Batum,201587.0,,,,,,,,,,,,,,,,
427,PT05M26.00S,2019-12-23T00:38:35.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612766,75,70,2019-12-23T00:39:16Z,4220000,,,0,,substitution out Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M26.00S,2019-12-23T00:38:35.0Z,3,REGULAR,substitution,in,[],1628370,,,1610612766,75,70,2019-12-23T00:39:16Z,4230000,,,0,,substitution in Monk,[1628370],1610612766.0,CHA,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M26.00S,2019-12-23T00:38:54.0Z,3,REGULAR,freethrow,1of1,[],201587,,,1610612766,75,71,2019-12-23T00:38:54Z,4240000,,,0,,N. Batum freethrow 1of1 (6 PTS),[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,Made,,,,,,,6.0,,,,,,,
430,PT05M07.00S,2019-12-23T00:39:14.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.806176084099869,51.53952205882353,1610612738,75,71,2019-12-23T00:39:23Z,4250000,-8.0,40.0,1,left,MISS J. Tatum layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,4.59,Missed,,,,,,,,,,,,,,
431,PT05M05.00S,2019-12-23T00:39:16.4Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612766,75,71,2019-12-23T00:39:23Z,4260000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,430.0,3.0,3.0,0.0,,,,,,,,
432,PT04M56.00S,2019-12-23T00:39:24.6Z,3,REGULAR,3pt,jumpshot,[],1628970,94.82588699080158,3.7454044117647056,1610612766,75,71,2019-12-23T00:39:30Z,4270000,-231.0,-4.0,1,right,MISS M. Bridges 23' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,23.13,Missed,,,,,,,,,,,,,,
433,PT04M55.00S,2019-12-23T00:39:25.6Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,75,71,2019-12-23T00:39:30Z,4280000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,432.0,7.0,6.0,1.0,,,,,,,,
434,PT04M46.00S,2019-12-23T00:39:34.9Z,3,REGULAR,3pt,jumpshot,[],1627759,7.178055190538765,95.65716911764706,1610612738,75,71,2019-12-23T00:39:41Z,4290000,-228.0,15.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,22.92,Missed,,,,,,,,,,,,,,
435,PT04M44.00S,2019-12-23T00:39:36.9Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612766,75,71,2019-12-23T00:39:41Z,4300000,,,0,,D. Graham REBOUND (Off:0 Def:4),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,434.0,4.0,4.0,0.0,,,,,,,,
436,PT04M30.00S,2019-12-23T00:39:51.7Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202687,85.9395532194481,48.4375,1610612766,75,73,2019-12-23T00:39:56Z,4310000,-8.0,80.0,1,right,B. Biyombo 9' hook (16 PTS) (M. Monk 1 AST),"[202687, 1628370]",1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,8.56,Made,,,,,,,16.0,M. Monk,1628370.0,1.0,,,,
438,PT04M24.00S,2019-12-23T00:40:02.6Z,3,REGULAR,foul,personal,[],201587,,,1610612738,75,73,2019-12-23T00:41:41Z,4330000,,,0,,N. Batum FOUL personal (2 PF),"[201587, 202689]",1610612766.0,CHA,take,,,Batum,N. Batum,,,,,1627524.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,,,,
440,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,75,73,2019-12-23T00:40:25Z,4350000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,out,[],1628984,,,1610612738,75,73,2019-12-23T00:40:25Z,4360000,,,0,,substitution out Graham,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,out,[],202687,,,1610612738,75,73,2019-12-23T00:40:25Z,4370000,,,0,,substitution out Biyombo,[202687],1610612766.0,CHA,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,in,[],202954,,,1610612738,75,73,2019-12-23T00:40:25Z,4380000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,in,[],1626179,,,1610612738,75,73,2019-12-23T00:40:25Z,4390000,,,0,,substitution in Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M24.00S,2019-12-23T00:40:10.1Z,3,REGULAR,substitution,in,[],203469,,,1610612738,75,73,2019-12-23T00:40:25Z,4400000,,,0,,substitution in Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT04M05.00S,2019-12-23T00:40:37.3Z,3,REGULAR,3pt,jumpshot,[],202689,11.12023653088042,2.2748161764705883,1610612738,78,73,2019-12-23T00:40:41Z,4410000,239.0,52.0,1,left,K. Walker 25' 3PT  (21 PTS) (J. Brown 5 AST),"[202689, 1627759]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,24.54,Made,,,,,,,21.0,J. Brown,1627759.0,5.0,,,,
448,PT03M47.00S,2019-12-23T00:40:55.8Z,3,REGULAR,3pt,jumpshot,[],201587,74.72076215505913,81.44148284313727,1610612766,78,73,2019-12-23T00:42:06Z,4430000,157.0,185.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612766.0,CHA,pullup,,,Batum,N. Batum,,,,,,,,,,24.71,Missed,,,,,,,,,,,,,,
449,PT03M45.00S,2019-12-23T00:40:57.8Z,3,REGULAR,rebound,defensive,[],1629641,,,1610612738,78,73,2019-12-23T00:41:00Z,4440000,,,0,,R. Langford REBOUND (Off:3 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,448.0,4.0,1.0,3.0,,,,,,,,
450,PT03M28.00S,2019-12-23T00:41:15.2Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,14.14257555847569,55.4610906862745,1610612738,80,73,2019-12-23T00:41:19Z,4450000,-27.0,80.0,1,left,J. Brown 9' jumpshot (14 PTS) (B. Wanamaker 3 AST),"[1627759, 202954]",1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,,,,,,9.01,Made,,,,,,,14.0,B. Wanamaker,202954.0,3.0,,,,
452,PT03M26.00S,2019-12-23T00:41:21.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,80,73,2019-12-23T00:41:21Z,4470000,,,0,,timeout full,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M26.00S,2019-12-23T00:43:12.1Z,3,REGULAR,substitution,out,[],1628970,,,1610612766,80,73,2019-12-23T00:43:58Z,4480000,,,0,,substitution out Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT03M26.00S,2019-12-23T00:43:12.1Z,3,REGULAR,substitution,out,[],201587,,,1610612766,80,73,2019-12-23T00:43:58Z,4490000,,,0,,substitution out Batum,[201587],1610612766.0,CHA,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT03M26.00S,2019-12-23T00:43:12.1Z,3,REGULAR,substitution,in,[],101107,,,1610612766,80,73,2019-12-23T00:43:58Z,4500000,,,0,,substitution in Williams,[101107],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT03M26.00S,2019-12-23T00:43:12.1Z,3,REGULAR,substitution,in,[],1628998,,,1610612766,80,73,2019-12-23T00:43:58Z,4510000,,,0,,substitution in Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
