actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
540,PT11M51.00S,2020-09-20T02:36:37.8Z,4,REGULAR,3pt,jumpshot,[],203482,73.27529566360053,15.510110294117647,1610612748,74,89,2020-09-20T02:36:43Z,5340000,-172.0,199.0,1,right,MISS K. Olynyk 27' 3PT,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
541,PT11M47.00S,2020-09-20T02:36:41.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,74,89,2020-09-20T02:36:43Z,5350000,,,0,,J. Tatum REBOUND (Off:1 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,540.0,11.0,10.0,1.0,,,,,,,,,,,,,,,
542,PT11M26.00S,2020-09-20T02:37:01.8Z,4,REGULAR,3pt,jumpshot,[],202330,27.677398160315374,78.01011029411765,1610612738,74,92,2020-09-20T02:37:06Z,5360000,-140.0,208.0,1,left,G. Hayward 26' 3PT  (6 PTS) (K. Walker 2 AST),"[202330, 202689]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.51,Made,,,,,6.0,K. Walker,202689.0,2.0,,,,,,,,,,,
544,PT11M10.00S,2020-09-20T02:37:18.5Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1628389,88.25558475689881,49.57873774509804,1610612748,76,92,2020-09-20T02:37:23Z,5380000,-2.0,58.0,1,right,B. Adebayo 6' hook (20 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,6.34,Made,,,,,20.0,,,,,,,,,,,,,,
545,PT10M46.00S,2020-09-20T02:37:42.5Z,4,REGULAR,3pt,jumpshot,[],1628369,32.013797634691194,62.56893382352941,1610612738,76,95,2020-09-20T02:37:46Z,5390000,-63.0,248.0,1,left,J. Tatum 26' 3PT  (23 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.16,Made,,,,,23.0,J. Brown,1627759.0,4.0,,,,,,,,,,,
547,PT10M28.00S,2020-09-20T02:37:59.9Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1628389,94.03745072273325,41.24540441176471,1610612748,78,95,2020-09-20T02:38:04Z,5410000,-44.0,4.0,1,right,B. Adebayo hook (22 PTS) (K. Olynyk 1 AST),"[1628389, 203482]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,4.47,Made,,,,,22.0,K. Olynyk,203482.0,1.0,,,,,,,,,,,
549,PT10M09.00S,2020-09-20T02:38:20.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.389618922470433,51.294424019607845,1610612738,78,97,2020-09-20T02:38:23Z,5430000,-6.0,8.0,1,left,J. Tatum layup (25 PTS) (J. Brown 5 AST),"[1628369, 1627759]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.46,Made,,,,,25.0,J. Brown,1627759.0,5.0,,,,,,,,,,,
551,PT09M58.00S,2020-09-20T02:38:33.2Z,4,REGULAR,foul,personal,[],1628369,,,1610612748,78,97,2020-09-20T02:38:40Z,5450000,,,0,,J. Tatum FOUL personal (2 PF),"[1628369, 203482]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2534.0,2.0,1.0,Olynyk,203482.0,,,,,,
553,PT09M58.00S,2020-09-20T02:38:39.7Z,4,REGULAR,substitution,out,[],203482,,,1610612748,78,97,2020-09-20T02:38:48Z,5470000,,,0,,substitution out Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT09M58.00S,2020-09-20T02:38:39.7Z,4,REGULAR,substitution,out,[],202689,,,1610612748,78,97,2020-09-20T02:38:48Z,5480000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT09M58.00S,2020-09-20T02:38:39.7Z,4,REGULAR,substitution,in,[],203109,,,1610612748,78,97,2020-09-20T02:38:48Z,5490000,,,0,,substitution in Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT09M58.00S,2020-09-20T02:38:39.7Z,4,REGULAR,substitution,in,[],202954,,,1610612748,78,97,2020-09-20T02:38:48Z,5500000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M43.00S,2020-09-20T02:39:10.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628389,87.86136662286465,49.57873774509804,1610612748,78,97,2020-09-20T02:39:15Z,5510000,-2.0,62.0,1,right,MISS B. Adebayo 7' jumpshot,[1628389],1610612748.0,MIA,turnaroundfadeaway,,,Adebayo,B. Adebayo,,,,,6.71,Missed,,,,,,,,,,,,,,,,,,,
558,PT09M41.00S,2020-09-20T02:39:12.9Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,78,97,2020-09-20T02:39:15Z,5520000,,,0,,D. Theis REBOUND (Off:4 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,557.0,7.0,3.0,4.0,,,,,,,,,,,,,,,
559,PT09M34.00S,2020-09-20T02:39:22.9Z,4,REGULAR,foul,offensive,[],1628369,,,1610612738,78,97,2020-09-20T02:43:06Z,5530000,,,0,,J. Tatum FOUL offensive (3 PF),"[1628369, 1628389]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2534.0,3.0,1.0,Adebayo,1628389.0,,,,,,
561,PT09M34.00S,2020-09-20T02:39:22.9Z,4,REGULAR,turnover,offensivefoul,[],1628369,,,1610612738,78,97,2020-09-20T02:39:22Z,5550000,,,0,,J. Tatum TURNOVER offensivefoul (2 TOV),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,2534.0,,,,,2.0,,,,,
562,PT09M20.00S,2020-09-20T02:39:50.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],201609,69.20170827858082,35.36305147058824,1610612748,78,97,2020-09-20T02:39:54Z,5560000,-73.0,237.0,1,right,MISS G. Dragic 25' 3PT,[201609],1610612748.0,MIA,stepback,,,Dragic,G. Dragic,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
563,PT09M16.00S,2020-09-20T02:39:54.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,97,2020-09-20T02:39:54Z,5570000,,,0,,J. Tatum REBOUND (Off:1 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,562.0,12.0,11.0,1.0,,,,,,,,,,,,,,,
564,PT09M13.00S,2020-09-20T02:40:00.1Z,4,REGULAR,foul,offensive,[],202330,,,1610612738,78,97,2020-09-20T02:42:43Z,5580000,,,0,,G. Hayward FOUL offensive (2 PF),"[202330, 201609]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2715.0,2.0,0.0,Dragic,201609.0,,,,,,
568,PT09M13.00S,2020-09-20T02:40:00.1Z,4,REGULAR,turnover,offensivefoul,[],202330,,,1610612738,78,97,2020-09-20T02:40:00Z,5595000,,,0,,G. Hayward TURNOVER offensivefoul (1 TOV),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2715.0,,,,,1.0,,,,,
566,PT09M13.00S,2020-09-20T02:40:25.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,78,97,2020-09-20T02:40:00Z,5600000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT09M13.00S,2020-09-20T02:40:36.7Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612748,78,97,2020-09-20T02:40:00Z,5610000,,,0,,,[],1610612748.0,MIA,overturned,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Corrected to Offensive Foul on G. Hayward
569,PT09M13.00S,2020-09-20T02:43:02.3Z,4,REGULAR,substitution,out,[],201609,,,1610612748,78,97,2020-09-20T02:43:41Z,5620000,,,0,,substitution out Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT09M13.00S,2020-09-20T02:43:02.3Z,4,REGULAR,substitution,out,[],202330,,,1610612748,78,97,2020-09-20T02:43:41Z,5630000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT09M13.00S,2020-09-20T02:43:02.3Z,4,REGULAR,substitution,in,[],1629130,,,1610612748,78,97,2020-09-20T02:43:41Z,5640000,,,0,,substitution in Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT09M13.00S,2020-09-20T02:43:02.3Z,4,REGULAR,substitution,in,[],202689,,,1610612748,78,97,2020-09-20T02:43:41Z,5650000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT08M59.00S,2020-09-20T02:44:07.1Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1629130,66.3107752956636,69.18658088235294,1610612748,78,97,2020-09-20T02:44:12Z,5660000,96.0,264.0,1,right,MISS D. Robinson 29' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,28.62,Missed,,,,,,,,,,,,,,,,,,,
574,PT08M56.00S,2020-09-20T02:44:10.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,78,97,2020-09-20T02:44:12Z,5670000,,,0,,B. Adebayo REBOUND (Off:3 Def:10),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,573.0,13.0,10.0,3.0,,,,,,,,,,,,,,,
575,PT08M54.00S,2020-09-20T02:44:11.9Z,4,REGULAR,3pt,jumpshot,"['fromturnover', '2ndchance']",203109,78.26872536136662,10.608149509803921,1610612748,78,97,2020-09-20T02:44:19Z,5680000,-197.0,152.0,1,right,MISS J. Crowder 25' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,,
577,PT08M51.00S,2020-09-20T02:44:14.9Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,78,97,2020-09-20T02:44:19Z,5700000,,,0,,K. Walker REBOUND (Off:0 Def:6),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,575.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
578,PT08M30.00S,2020-09-20T02:44:35.7Z,4,REGULAR,2pt,jumpshot,[],1628369,24.78646517739816,61.34344362745098,1610612738,78,97,2020-09-20T02:44:40Z,5710000,-57.0,180.0,1,left,MISS J. Tatum 19' jumpshot,[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,19.45,Missed,,,,,,,,,,,,,,,,,,,
579,PT08M28.00S,2020-09-20T02:44:37.7Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,78,97,2020-09-20T02:44:40Z,5720000,,,0,,J. Butler REBOUND (Off:2 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,578.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
580,PT08M17.00S,2020-09-20T02:44:49.1Z,4,REGULAR,3pt,jumpshot,[],203109,93.51182654402102,4.4806985294117645,1610612748,78,97,2020-09-20T02:44:53Z,5730000,-228.0,8.0,1,right,MISS J. Crowder 23' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
581,PT08M14.00S,2020-09-20T02:44:52.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,78,97,2020-09-20T02:44:53Z,5740000,,,0,,J. Tatum REBOUND (Off:1 Def:12),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,580.0,13.0,12.0,1.0,,,,,,,,,,,,,,,
582,PT08M06.00S,2020-09-20T02:45:00.0Z,4,REGULAR,3pt,jumpshot,[],202954,7.966491458607096,95.16697303921569,1610612738,78,97,2020-09-20T02:45:05Z,5750000,-226.0,22.0,1,left,MISS B. Wanamaker 23' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,22.75,Missed,,,,,,,,,,,,,,,,,,,
583,PT08M03.00S,2020-09-20T02:45:03.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,78,97,2020-09-20T02:45:05Z,5760000,,,0,,B. Adebayo REBOUND (Off:3 Def:11),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,582.0,14.0,11.0,3.0,,,,,,,,,,,,,,,
584,PT07M55.00S,2020-09-20T02:45:11.1Z,4,REGULAR,3pt,jumpshot,[],1629130,66.83639947437582,51.049325980392155,1610612748,78,97,2020-09-20T02:45:15Z,5770000,5.0,259.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.48,Missed,,,,,,,,,,,,,,,,,,,
585,PT07M53.00S,2020-09-20T02:45:13.1Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,97,2020-09-20T02:45:15Z,5780000,,,0,,J. Brown REBOUND (Off:2 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,584.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
586,PT07M44.00S,2020-09-20T02:45:24.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,9.937582128777924,57.91207107843137,1610612738,78,97,2020-09-20T02:45:33Z,5790000,-40.0,41.0,1,left,MISS J. Tatum 6' layup Blocked,"[1628369, 202710]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,6.1,Missed,,,,,,,,,,,,,,,Butler,202710.0,,,
587,PT07M44.00S,2020-09-20T02:45:24.0Z,4,REGULAR,block,,[],202710,,,1610612738,78,97,2020-09-20T02:45:26Z,5800000,,,0,,J. Butler BLOCK (2 BLK),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT07M43.00S,2020-09-20T02:45:25.0Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,78,97,2020-09-20T02:45:33Z,5810000,,,0,,J. Butler REBOUND (Off:2 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,586.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
590,PT07M41.00S,2020-09-20T02:45:29.0Z,4,REGULAR,foul,personal,[],1628464,,,1610612748,78,97,2020-09-20T02:47:02Z,5830000,,,0,,D. Theis FOUL personal (5 PF),"[1628464, 202710]",1610612738.0,BOS,take,,,Theis,D. Theis,,,,,,,,,,,,,,,2715.0,5.0,0.0,Butler,202710.0,,,,,,
592,PT07M41.00S,2020-09-20T02:45:39.5Z,4,REGULAR,substitution,out,[],1628389,,,1610612748,78,97,2020-09-20T02:45:49Z,5850000,,,0,,substitution out Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
593,PT07M41.00S,2020-09-20T02:45:39.5Z,4,REGULAR,substitution,out,[],1628464,,,1610612748,78,97,2020-09-20T02:45:49Z,5860000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT07M41.00S,2020-09-20T02:45:39.5Z,4,REGULAR,substitution,in,[],203482,,,1610612748,78,97,2020-09-20T02:45:49Z,5870000,,,0,,substitution in Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT07M41.00S,2020-09-20T02:45:39.5Z,4,REGULAR,substitution,in,[],203935,,,1610612748,78,97,2020-09-20T02:45:49Z,5880000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT07M30.00S,2020-09-20T02:46:02.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202710,93.24901445466492,51.53952205882353,1610612748,80,97,2020-09-20T02:46:08Z,5890000,8.0,11.0,1,right,J. Butler layup (12 PTS) (T. Herro 3 AST),"[202710, 1629639]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.82,Made,,,,,12.0,T. Herro,1629639.0,3.0,,,,,,,,,,,
598,PT07M13.00S,2020-09-20T02:46:23.2Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,6.521024967148489,53.01011029411765,1610612738,80,99,2020-09-20T02:46:46Z,5910000,-15.0,9.0,1,left,M. Smart jumpshot (9 PTS) (B. Wanamaker 2 AST),"[203935, 202954]",1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,2.08,Made,,,,,9.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,
600,PT07M13.00S,2020-09-20T02:46:27.4Z,4,REGULAR,foul,personal,['1freethrow'],1629639,,,1610612738,80,99,2020-09-20T02:46:58Z,5930000,,,0,,T. Herro FOUL personal (1 PF) (Smart 1freethrow),"[1629639, 203935]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,,,,,,,,,,,2715.0,1.0,0.0,Smart,203935.0,,,,,,
602,PT07M13.00S,2020-09-20T02:46:48.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,80,99,2020-09-20T02:47:02Z,5950000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT07M13.00S,2020-09-20T02:46:48.3Z,4,REGULAR,substitution,in,[],202330,,,1610612738,80,99,2020-09-20T02:47:02Z,5960000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT07M13.00S,2020-09-20T02:46:59.9Z,4,REGULAR,freethrow,1of1,[],203935,,,1610612738,80,100,2020-09-20T02:46:59Z,5970000,,,0,,M. Smart freethrow 1of1 (10 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
605,PT06M52.00S,2020-09-20T02:47:23.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202710,94.43166885676742,46.392463235294116,1610612748,82,100,2020-09-20T02:47:29Z,5980000,-18.0,0.0,1,right,J. Butler layup (14 PTS) (D. Robinson 1 AST),"[202710, 1629130]",1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.88,Made,,,,,14.0,D. Robinson,1629130.0,1.0,,,,,,,,,,,
607,PT06M52.00S,2020-09-20T02:47:30.0Z,4,REGULAR,foul,personal,['1freethrow'],202954,,,1610612748,82,100,2020-09-20T02:47:37Z,6000000,,,0,,B. Wanamaker FOUL personal (2 PF) (Butler 1freethrow),"[202954, 202710]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2534.0,2.0,0.0,Butler,202710.0,,,,,,
609,PT06M52.00S,2020-09-20T02:47:48.1Z,4,REGULAR,freethrow,1of1,[],202710,,,1610612748,83,100,2020-09-20T02:47:48Z,6020000,,,0,,J. Butler freethrow 1of1 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
610,PT06M37.00S,2020-09-20T02:48:08.7Z,4,REGULAR,turnover,outofbounds,[],202954,,,1610612738,83,100,2020-09-20T02:48:14Z,6030000,,,0,,B. Wanamaker TURNOVER outofbounds (2 TOV),[202954],1610612738.0,BOS,badpass,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2534.0,,,,,2.0,,,,,
611,PT06M28.00S,2020-09-20T02:48:37.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],202710,78.26872536136662,88.05912990196079,1610612748,83,100,2020-09-20T02:48:41Z,6040000,190.0,152.0,1,right,MISS J. Butler 25' 3PT,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,24.69,Missed,,,,,,,,,,,,,,,,,,,
612,PT06M24.00S,2020-09-20T02:48:40.6Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,83,100,2020-09-20T02:48:40Z,6050000,,,0,,B. Wanamaker REBOUND (Off:0 Def:2),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,611.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
613,PT06M14.00S,2020-09-20T02:48:50.8Z,4,REGULAR,3pt,jumpshot,[],202330,19.004599211563733,5.215992647058823,1610612738,83,100,2020-09-20T02:48:55Z,6060000,224.0,126.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
614,PT06M10.00S,2020-09-20T02:48:54.8Z,4,REGULAR,rebound,defensive,[],203109,,,1610612748,83,100,2020-09-20T02:48:55Z,6070000,,,0,,J. Crowder REBOUND (Off:0 Def:5),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,613.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
615,PT06M05.00S,2020-09-20T02:48:59.9Z,4,REGULAR,turnover,badpass,[],203109,,,1610612748,83,100,2020-09-20T02:49:06Z,6080000,,,0,,J. Crowder TURNOVER badpass (1 TOV) Stolen,"[203109, 1627759]",1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,1.0,,,Brown,1627759.0,
616,PT06M05.00S,2020-09-20T02:48:59.9Z,4,REGULAR,steal,,[],1627759,,,1610612738,83,100,2020-09-20T02:49:02Z,6090000,,,0,,J. Brown STEAL (3 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT06M02.00S,2020-09-20T02:49:02.9Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.783837056504599,52.51991421568627,1610612738,83,102,2020-09-20T02:49:11Z,6100000,-13.0,11.0,1,left,J. Brown layup (26 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,2.1,Made,,,,,26.0,,,,,,,,,,,,,,
618,PT05M52.00S,2020-09-20T02:49:15.4Z,4,REGULAR,foul,personal,['2freethrow'],202954,,,1610612748,83,102,2020-09-20T02:49:23Z,6110000,,,0,,B. Wanamaker FOUL personal (3 PF) (Olynyk 2freethrow),"[202954, 203482]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,2003.0,3.0,0.0,Olynyk,203482.0,,,,,,
620,PT05M52.00S,2020-09-20T02:49:37.0Z,4,REGULAR,freethrow,1of2,[],203482,,,1610612748,84,102,2020-09-20T02:49:37Z,6130000,,,0,,K. Olynyk freethrow 1of2 (2 PTS),[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
621,PT05M52.00S,2020-09-20T02:49:38.6Z,4,REGULAR,substitution,out,[],202954,,,1610612748,84,102,2020-09-20T02:49:44Z,6140000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT05M52.00S,2020-09-20T02:49:38.6Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,84,102,2020-09-20T02:49:44Z,6150000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT05M52.00S,2020-09-20T02:49:56.7Z,4,REGULAR,freethrow,2of2,[],203482,,,1610612748,85,102,2020-09-20T02:49:56Z,6160000,,,0,,K. Olynyk freethrow 2of2 (3 PTS),[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
624,PT05M32.00S,2020-09-20T02:50:17.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,10.988830486202366,54.48069852941176,1610612738,85,102,2020-09-20T02:50:22Z,6170000,-22.0,51.0,1,left,MISS J. Brown 6' jumpshot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,6.06,Missed,,,,,,,,,,,,,,,,,,,
625,PT05M30.00S,2020-09-20T02:50:19.6Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,85,102,2020-09-20T02:50:22Z,6180000,,,0,,J. Butler REBOUND (Off:2 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,624.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
626,PT05M26.00S,2020-09-20T02:50:24.2Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1629130,70.90998685939553,15.019914215686276,1610612748,88,102,2020-09-20T02:51:42Z,6190000,-175.0,221.0,1,right,D. Robinson 29' 3PT  (6 PTS) (J. Butler 3 AST),"[1629130, 202710]",1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,28.61,Made,,,,,6.0,J. Butler,202710.0,3.0,,,,,,,,,,,
628,PT05M01.00S,2020-09-20T02:50:50.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,5.601182654402102,49.333639705882355,1610612738,88,104,2020-09-20T02:50:54Z,6210000,3.0,0.0,1,left,K. Walker layup (18 PTS),[202689],1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,0.66,Made,,,,,18.0,,,,,,,,,,,,,,
629,PT04M56.00S,2020-09-20T02:51:06.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,88,104,2020-09-20T02:51:06Z,6220000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT04M56.00S,2020-09-20T02:54:12.3Z,4,REGULAR,substitution,out,[],203482,,,1610612748,88,104,2020-09-20T02:54:33Z,6230000,,,0,,substitution out Olynyk,[203482],1610612748.0,MIA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT04M56.00S,2020-09-20T02:54:12.3Z,4,REGULAR,substitution,out,[],202689,,,1610612748,88,104,2020-09-20T02:54:33Z,6240000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT04M56.00S,2020-09-20T02:54:12.3Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,88,104,2020-09-20T02:54:33Z,6250000,,,0,,substitution in Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT04M56.00S,2020-09-20T02:54:12.3Z,4,REGULAR,substitution,in,[],1629684,,,1610612748,88,104,2020-09-20T02:54:33Z,6260000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
