actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
443,PT00M34.60S,2020-09-06T00:26:49.0Z,3,REGULAR,3pt,jumpshot,[],1628369,33.98488830486202,46.63756127450981,1610612738,73,81,2020-09-06T00:26:53Z,4400000,17.0,267.0,1,left,J. Tatum 27' 3PT  (19 PTS) (M. Smart 5 AST),"[1628369, 203935]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,27.3,Made,,,,,19.0,,,,,M. Smart,203935.0,5.0,,,,,
445,PT00M29.60S,2020-09-06T00:27:02.5Z,3,REGULAR,turnover,badpass,[],200768,,,1610612761,73,81,2020-09-06T00:27:10Z,4420000,,,0,,K. Lowry TURNOVER badpass (5 TOV) Stolen,"[200768, 1627759]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,5.0,,,,,,,,,,,,,,,Brown,1627759.0,,,
446,PT00M29.60S,2020-09-06T00:27:02.5Z,3,REGULAR,steal,,[],1627759,,,1610612738,73,81,2020-09-06T00:27:37Z,4430000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT00M20.80S,2020-09-06T00:27:16.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612738,73,81,2020-09-06T00:27:22Z,4440000,,,0,,F. VanVleet FOUL personal (2 PF) (Tatum inpenalty),"[1627832, 1628369]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,202041.0,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,,,
449,PT00M20.80S,2020-09-06T00:27:45.4Z,3,REGULAR,freethrow,1of2,['fromturnover'],1628369,,,1610612738,73,81,2020-09-06T00:27:45Z,4460000,,,0,,MISS J. Tatum freethrow 1of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,
450,PT00M20.80S,2020-09-06T00:27:45.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,73,81,2020-09-06T00:27:45Z,4470000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,
451,PT00M20.80S,2020-09-06T00:27:46.2Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,73,81,2020-09-06T00:27:52Z,4480000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT00M20.80S,2020-09-06T00:27:46.2Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,73,81,2020-09-06T00:27:52Z,4490000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT00M20.80S,2020-09-06T00:27:45.4Z,3,REGULAR,freethrow,2of2,['fromturnover'],1628369,,,1610612738,73,81,2020-09-06T00:28:14Z,4500000,,,0,,MISS J. Tatum freethrow 2of2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,
454,PT00M20.80S,2020-09-06T00:27:45.4Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,73,81,2020-09-06T00:28:18Z,4510000,,,0,,P. Siakam REBOUND (Off:1 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,453.0,9.0,8.0,1.0,,,,,,,,,,,,,
455,PT00M02.20S,2020-09-06T00:28:30.5Z,3,REGULAR,3pt,jumpshot,[],1627783,66.5735873850197,66.49050245098039,1610612761,73,81,2020-09-06T00:28:34Z,4520000,82.0,262.0,1,right,MISS P. Siakam 28' 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,,,27.96,Missed,,,,,,,,,,,,,,,,,
456,PT00M01.20S,2020-09-06T00:28:31.5Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,73,81,2020-09-06T00:28:37Z,4530000,,,0,,S. Ojeleye REBOUND (Off:0 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,,,,,
457,PT00M00.00S,2020-09-06T00:28:50.2Z,3,REGULAR,period,end,[],0,,,1610612738,73,81,2020-09-06T00:28:50Z,4540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2020-09-06T00:29:59.4Z,4,REGULAR,substitution,out,['startperiod'],1628400,,,1610612738,73,81,2020-09-06T00:31:43Z,4550000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2020-09-06T00:29:59.4Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,73,81,2020-09-06T00:31:43Z,4560000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2020-09-06T00:32:11.8Z,4,REGULAR,period,start,[],0,,,1610612738,73,81,2020-09-06T00:32:11Z,4570000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT11M46.00S,2020-09-06T00:32:28.2Z,4,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,73,81,2020-09-06T00:32:43Z,4580000,,,0,,K. Lowry FOUL personal (3 PF) (Brown 2freethrow),"[200768, 1627759]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,1662.0,,,,,,,,,3.0,0.0,Brown,1627759.0,,,,,,,,
463,PT11M46.00S,2020-09-06T00:32:49.5Z,4,REGULAR,freethrow,1of2,[],1627759,,,1610612738,74,81,2020-09-06T00:32:49Z,4600000,,,0,,J. Brown freethrow 1of2 (5 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
464,PT11M46.00S,2020-09-06T00:33:03.5Z,4,REGULAR,freethrow,2of2,[],1627759,,,1610612738,75,81,2020-09-06T00:33:03Z,4610000,,,0,,J. Brown freethrow 2of2 (6 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
465,PT11M26.00S,2020-09-06T00:33:27.2Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612761,75,81,2020-09-06T00:33:36Z,4620000,,,0,,J. Tatum FOUL personal (1 PF) (Siakam 2freethrow),"[1628369, 1627783]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,1830.0,,,,,,,,,1.0,0.0,Siakam,1627783.0,,,,,,,,
467,PT11M26.00S,2020-09-06T00:34:00.5Z,4,REGULAR,freethrow,1of2,[],1627783,,,1610612761,75,81,2020-09-06T00:34:00Z,4640000,,,0,,MISS P. Siakam freethrow 1of2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,
468,PT11M26.00S,2020-09-06T00:34:00.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,75,81,2020-09-06T00:34:00Z,4650000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,
469,PT11M26.00S,2020-09-06T00:34:19.5Z,4,REGULAR,freethrow,2of2,[],1627783,,,1610612761,75,82,2020-09-06T00:34:19Z,4660000,,,0,,P. Siakam freethrow 2of2 (21 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
470,PT11M13.00S,2020-09-06T00:34:36.0Z,4,REGULAR,foul,offensive,[],203935,,,1610612738,75,82,2020-09-06T00:34:45Z,4670000,,,0,,M. Smart FOUL offensive (3 PF),"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,202041.0,,,,,,,,,3.0,0.0,VanVleet,1627832.0,,,,,,,,
472,PT11M13.00S,2020-09-06T00:34:36.0Z,4,REGULAR,turnover,offensivefoul,[],203935,,,1610612738,75,82,2020-09-06T00:34:36Z,4690000,,,0,,M. Smart TURNOVER offensivefoul (4 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,202041.0,4.0,,,,,,,,,,,,,,,,,,,
473,PT10M53.00S,2020-09-06T00:35:14.0Z,4,REGULAR,3pt,jumpshot,['fromturnover'],200768,72.22404730617609,16.245404411764707,1610612761,75,85,2020-09-06T00:35:17Z,4700000,-169.0,209.0,1,right,K. Lowry 27' 3PT  (17 PTS),[200768],1610612761.0,TOR,stepback,,,Lowry,K. Lowry,,,,,,,27.26,Made,,,,,17.0,,,,,,,,,,,,
474,PT10M30.00S,2020-09-06T00:35:39.3Z,4,REGULAR,turnover,traveling,[],203935,,,1610612738,75,85,2020-09-06T00:35:43Z,4710000,,,0,,M. Smart TURNOVER traveling (5 TOV),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,202041.0,5.0,,,,,,,,,,,,,,,,,,,
475,PT10M08.00S,2020-09-06T00:36:20.8Z,4,REGULAR,2pt,hook,"['pointsinthepaint', 'fromturnover']",1626181,91.80354796320631,62.56893382352941,1610612761,75,85,2020-09-06T00:36:34Z,4720000,63.0,25.0,1,right,MISS N. Powell 7' hook,[1626181],1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,,,6.96,Missed,,,,,,,,,,,,,,,,,
476,PT10M07.00S,2020-09-06T00:36:21.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,75,85,2020-09-06T00:36:34Z,4730000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,
477,PT10M07.00S,2020-09-06T00:36:24.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,75,85,2020-09-06T00:36:24Z,4740000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT10M07.00S,2020-09-06T00:36:26.3Z,4,REGULAR,substitution,out,[],202954,,,1610612738,75,85,2020-09-06T00:36:30Z,4750000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT10M07.00S,2020-09-06T00:36:26.3Z,4,REGULAR,substitution,in,[],202689,,,1610612738,75,85,2020-09-06T00:36:30Z,4760000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT09M57.00S,2020-09-06T00:36:49.8Z,4,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,75,85,2020-09-06T00:37:03Z,4770000,,,0,,K. Lowry FOUL personal (4 PF) (Williams 2freethrow),"[200768, 1629684]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,1830.0,,,,,,,,,4.0,0.0,Williams,1629684.0,,,,,,,,
482,PT09M57.00S,2020-09-06T00:37:14.9Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,76,85,2020-09-06T00:37:14Z,4790000,,,0,,G. Williams freethrow 1of2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
483,PT09M57.00S,2020-09-06T00:37:28.7Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,77,85,2020-09-06T00:37:28Z,4800000,,,0,,G. Williams freethrow 2of2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,
484,PT09M44.00S,2020-09-06T00:37:47.4Z,4,REGULAR,2pt,jumpshot,[],1627832,73.80091984231275,47.372855392156865,1610612761,77,85,2020-09-06T00:37:52Z,4810000,-13.0,194.0,1,right,MISS F. VanVleet 20' jumpshot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,,,19.97,Missed,,,,,,,,,,,,,,,,,
485,PT09M43.00S,2020-09-06T00:37:48.4Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,77,85,2020-09-06T00:37:55Z,4820000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,484.0,5.0,5.0,0.0,,,,,,,,,,,,,
486,PT09M34.00S,2020-09-06T00:37:56.8Z,4,REGULAR,turnover,lostball,[],1628369,,,1610612738,77,85,2020-09-06T00:38:01Z,4830000,,,0,,J. Tatum TURNOVER lostball (4 TOV) Stolen,"[1628369, 1626181]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,4.0,,,,,,,,,,,,,,,Powell,1626181.0,,,
487,PT09M34.00S,2020-09-06T00:37:56.8Z,4,REGULAR,steal,,[],1626181,,,1610612761,77,85,2020-09-06T00:41:12Z,4840000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT09M26.00S,2020-09-06T00:38:05.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1626181,90.88370565045992,53.255208333333336,1610612761,77,85,2020-09-06T00:38:09Z,4850000,16.0,33.0,1,right,MISS N. Powell layup,[1626181],1610612761.0,TOR,driving,,,Powell,N. Powell,,,,,,,4.2,Missed,,,,,,,,,,,,,,,,,
489,PT09M25.00S,2020-09-06T00:38:06.1Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,85,2020-09-06T00:38:12Z,4860000,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,488.0,5.0,5.0,0.0,,,,,,,,,,,,,
490,PT09M18.00S,2020-09-06T00:38:13.2Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1627759,6.783837056504599,54.72579656862745,1610612738,77,85,2020-09-06T00:38:45Z,4870000,-24.0,11.0,1,left,MISS J. Brown layup Blocked,"[1627759, 200768]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,2.9,Missed,,,,,,,,,,,,,,,Lowry,200768.0,
491,PT09M18.00S,2020-09-06T00:38:13.2Z,4,REGULAR,block,,[],200768,,,1610612738,77,85,2020-09-06T00:38:15Z,4880000,,,0,,K. Lowry BLOCK (2 BLK),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT09M17.00S,2020-09-06T00:38:14.2Z,4,REGULAR,rebound,offensive,[],1629684,,,1610612738,77,85,2020-09-06T00:42:46Z,4890000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,490.0,2.0,1.0,1.0,,,,,,,,,,,,,
493,PT09M15.00S,2020-09-06T00:38:16.0Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1629684,6.652431011826544,53.01011029411765,1610612738,79,85,2020-09-06T00:42:55Z,4900000,-15.0,10.0,1,left,G. Williams layup (4 PTS),[1629684],1610612738.0,BOS,putback,,,Williams,G. Williams,,,,,,,2.16,Made,,,,,4.0,,,,,,,,,,,,
495,PT09M00.00S,2020-09-06T00:38:38.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,79,85,2020-09-06T00:38:38Z,4920000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M00.00S,2020-09-06T00:42:18.0Z,4,REGULAR,foul,personal,['1freethrow'],203935,,,1610612761,79,85,2020-09-06T00:42:35Z,4930000,,,0,,M. Smart FOUL personal (4 PF) (VanVleet 1freethrow),"[203935, 1627832]",1610612738.0,BOS,awayfromplay,,,Smart,M. Smart,,,,,202041.0,,,,,,,,,4.0,0.0,VanVleet,1627832.0,,,,,,,,
498,PT09M00.00S,2020-09-06T00:42:41.4Z,4,REGULAR,freethrow,1of1,[],1627832,,,1610612761,79,85,2020-09-06T00:42:41Z,4950000,,,0,,MISS F. VanVleet awayfromplay freethrow 1of1,[1627832],1610612761.0,TOR,awayfromplay,,,VanVleet,F. VanVleet,,,,,,,,Missed,,,,,,,,,,,,,,,,,
499,PT09M00.00S,2020-09-06T00:42:41.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,79,85,2020-09-06T00:42:52Z,4960000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,,,,
500,PT08M47.00S,2020-09-06T00:43:04.6Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",201586,92.19776609724047,50.314031862745104,1610612761,79,87,2020-09-06T00:43:08Z,4970000,2.0,21.0,1,right,S. Ibaka dunk (16 PTS) (K. Lowry 6 AST),"[201586, 200768]",1610612761.0,TOR,cutting,,,Ibaka,S. Ibaka,,,,,,,2.63,Made,,,,,16.0,,,,,K. Lowry,200768.0,6.0,,,,,
502,PT08M24.00S,2020-09-06T00:43:28.2Z,4,REGULAR,3pt,jumpshot,[],1627759,20.844283837056505,91.24540441176471,1610612738,79,87,2020-09-06T00:43:31Z,4990000,-206.0,143.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,25.43,Missed,,,,,,,,,,,,,,,,,
503,PT08M23.00S,2020-09-06T00:43:29.2Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,79,87,2020-09-06T00:43:34Z,5000000,,,0,,P. Siakam REBOUND (Off:1 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,502.0,10.0,9.0,1.0,,,,,,,,,,,,,
504,PT08M02.00S,2020-09-06T00:43:49.7Z,4,REGULAR,3pt,jumpshot,[],1627783,76.16622864651774,7.912071078431373,1610612761,79,87,2020-09-06T00:43:52Z,5010000,-210.0,172.0,1,right,MISS P. Siakam 27' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,27.49,Missed,,,,,,,,,,,,,,,,,
505,PT08M01.00S,2020-09-06T00:43:50.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,79,87,2020-09-06T00:43:52Z,5020000,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,504.0,6.0,6.0,0.0,,,,,,,,,,,,,
506,PT07M52.00S,2020-09-06T00:43:59.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,11.645860709592641,34.627757352941174,1610612738,81,87,2020-09-06T00:44:03Z,5030000,77.0,57.0,1,left,J. Brown 10' jumpshot (8 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,drivingfloatingbank,,,Brown,J. Brown,,,,,,,9.91,Made,,,,,8.0,,,,,J. Tatum,1628369.0,3.0,,,,,
508,PT07M30.00S,2020-09-06T00:44:22.7Z,4,REGULAR,2pt,jumpshot,[],1627783,88.64980289093299,73.35324754901961,1610612761,81,89,2020-09-06T00:44:26Z,5050000,117.0,54.0,1,right,P. Siakam 13' jumpshot (23 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,13.12,Made,,,,,23.0,,,,,,,,,,,,
509,PT07M14.00S,2020-09-06T00:44:37.7Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1628369,18.74178712220762,47.127757352941174,1610612738,83,89,2020-09-06T00:44:41Z,5060000,14.0,124.0,1,left,J. Tatum 13' jumpshot (21 PTS) (K. Walker 6 AST),"[1628369, 202689]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,13.0,Made,,,,,21.0,,,,,K. Walker,202689.0,6.0,,,,,
511,PT06M51.00S,2020-09-06T00:45:01.1Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1626181,90.88370565045992,45.90226715686275,1610612761,83,89,2020-09-06T00:45:38Z,5080000,-20.0,33.0,1,right,MISS N. Powell jumpshot,[1626181],1610612761.0,TOR,drivingfloating,,,Powell,N. Powell,,,,,,,4.38,Missed,,,,,,,,,,,,,,,,,
512,PT06M50.00S,2020-09-06T00:45:02.1Z,4,REGULAR,rebound,offensive,[],201586,,,1610612761,83,89,2020-09-06T00:45:09Z,5090000,,,0,,S. Ibaka REBOUND (Off:2 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,511.0,6.0,4.0,2.0,,,,,,,,,,,,,
513,PT06M49.00S,2020-09-06T00:45:03.8Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",201586,92.59198423127464,53.990502450980394,1610612761,83,91,2020-09-06T00:45:09Z,5100000,20.0,17.0,1,right,S. Ibaka layup (18 PTS),[201586],1610612761.0,TOR,putback,,,Ibaka,S. Ibaka,,,,,,,3.02,Made,,,,,18.0,,,,,,,,,,,,
514,PT06M34.00S,2020-09-06T00:45:18.0Z,4,REGULAR,3pt,jumpshot,[],1627759,28.991458607095925,77.27481617647058,1610612738,83,91,2020-09-06T00:45:21Z,5110000,-136.0,220.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,26.35,Missed,,,,,,,,,,,,,,,,,
515,PT06M33.00S,2020-09-06T00:45:19.0Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,83,91,2020-09-06T00:45:25Z,5120000,,,0,,K. Lowry REBOUND (Off:1 Def:8),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,514.0,9.0,8.0,1.0,,,,,,,,,,,,,
516,PT06M29.00S,2020-09-06T00:45:26.4Z,4,REGULAR,foul,personal,[],202689,,,1610612761,83,91,2020-09-06T00:46:17Z,5130000,,,0,,K. Walker FOUL personal (4 PF),"[202689, 1627783]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,1830.0,,,,,,,,,4.0,0.0,Siakam,1627783.0,,,,,,,,
518,PT06M29.00S,2020-09-06T00:46:19.2Z,4,REGULAR,instantreplay,request,[],0,,,1610612761,83,91,2020-09-06T00:47:14Z,5150000,,,0,,,[],,,support,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,Common Foul Upheld
519,PT06M29.00S,2020-09-06T00:47:16.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612761,83,91,2020-09-06T00:47:37Z,5160000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT06M29.00S,2020-09-06T00:47:16.8Z,4,REGULAR,substitution,out,[],1626181,,,1610612761,83,91,2020-09-06T00:47:37Z,5170000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT06M29.00S,2020-09-06T00:47:16.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612761,83,91,2020-09-06T00:47:37Z,5180000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT06M29.00S,2020-09-06T00:47:16.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612761,83,91,2020-09-06T00:47:37Z,5190000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT06M11.00S,2020-09-06T00:48:00.9Z,4,REGULAR,3pt,jumpshot,[],200768,66.44218134034165,64.03952205882352,1610612761,83,91,2020-09-06T00:48:04Z,5200000,70.0,263.0,1,right,MISS K. Lowry 28' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,,,27.74,Missed,,,,,,,,,,,,,,,,,
524,PT06M10.00S,2020-09-06T00:48:01.9Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,83,91,2020-09-06T00:48:07Z,5210000,,,0,,D. Theis REBOUND (Off:1 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,523.0,6.0,5.0,1.0,,,,,,,,,,,,,
525,PT06M01.00S,2020-09-06T00:48:11.5Z,4,REGULAR,3pt,jumpshot,[],1627759,30.56833114323259,14.529718137254902,1610612738,83,91,2020-09-06T00:48:15Z,5220000,177.0,235.0,1,left,MISS J. Brown 30' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,29.87,Missed,,,,,,,,,,,,,,,,,
526,PT06M00.00S,2020-09-06T00:48:12.5Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,83,91,2020-09-06T00:48:27Z,5230000,,,0,,D. Theis REBOUND (Off:2 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,525.0,7.0,5.0,2.0,,,,,,,,,,,,,
527,PT05M55.00S,2020-09-06T00:48:17.3Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1627759,29.122864651773984,16.00030637254902,1610612738,83,91,2020-09-06T00:48:21Z,5240000,170.0,221.0,1,left,MISS J. Brown 28' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,28.34,Missed,,,,,,,,,,,,,,,,,
528,PT05M54.00S,2020-09-06T00:48:18.3Z,4,REGULAR,rebound,defensive,[],201586,,,1610612761,83,91,2020-09-06T00:48:24Z,5250000,,,0,,S. Ibaka REBOUND (Off:2 Def:5),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,527.0,7.0,5.0,2.0,,,,,,,,,,,,,
529,PT05M36.00S,2020-09-06T00:48:36.4Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1627783,80.6340341655716,51.53952205882353,1610612761,83,91,2020-09-06T00:48:40Z,5260000,8.0,130.0,1,right,MISS P. Siakam 14' hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,13.52,Missed,,,,,,,,,,,,,,,,,
530,PT05M35.00S,2020-09-06T00:48:37.4Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,83,91,2020-09-06T00:48:44Z,5270000,,,0,,M. Smart REBOUND (Off:0 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,529.0,7.0,7.0,0.0,,,,,,,,,,,,,
531,PT05M14.00S,2020-09-06T00:48:58.6Z,4,REGULAR,3pt,jumpshot,[],1627759,16.113666228646515,94.67677696078431,1610612738,86,91,2020-09-06T00:49:01Z,5280000,-223.0,99.0,1,left,J. Brown 25' 3PT  (11 PTS) (K. Walker 7 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,24.66,Made,,,,,11.0,,,,,K. Walker,202689.0,7.0,,,,,
534,PT05M11.00S,2020-09-06T00:49:19.6Z,4,REGULAR,stoppage,courtcleanup,[],0,,,1610612761,86,91,2020-09-06T00:49:19Z,5310000,,,0,,stoppage courtcleanup,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
