actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
449,PT00M57.70S,2019-12-25T18:51:42.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.5722733245729295,48.84344362745098,1610612738,67,86,2019-12-25T18:51:46Z,4470000,6.0,19.0,1,left,J. Tatum layup (7 PTS) (B. Wanamaker 2 AST),"[1628369, 202954]",1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.49,Made,7.0,B. Wanamaker,202954.0,2.0,,,,,,,,,,,,,,,
451,PT00M46.50S,2019-12-25T18:51:55.7Z,3,REGULAR,3pt,jumpshot,[],1628449,65.39093298291722,51.294424019607845,1610612761,67,86,2019-12-25T18:51:59Z,4490000,6.0,273.0,1,right,MISS C. Boucher 28' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.84,Missed,,,,,,,,,,,,,,,,,,,
452,PT00M43.40S,2019-12-25T18:51:58.8Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,86,2019-12-25T18:51:59Z,4500000,,,0,,J. Tatum REBOUND (Off:4 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,451.0,7.0,3.0,4.0,,,,,,,,,,,
453,PT00M31.10S,2019-12-25T18:52:11.0Z,3,REGULAR,2pt,jumpshot,[],1628369,17.821944809461236,73.35324754901961,1610612738,67,86,2019-12-25T18:52:22Z,4510000,-117.0,115.0,1,left,MISS J. Tatum 17' jumpshot,[1628369],1610612738.0,BOS,floating,,,Tatum,J. Tatum,,,,,16.78,Missed,,,,,,,,,,,,,,,,,,,
454,PT00M29.10S,2019-12-25T18:52:13.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,67,86,2019-12-25T18:52:22Z,4520000,,,0,,Team defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,,,
455,PT00M29.10S,2019-12-25T18:52:22.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,67,86,2019-12-25T18:52:38Z,4530000,,,0,,J. Tatum FOUL personal (4 PF) (Lowry inpenalty),"[1628369, 200768]",1610612738.0,BOS,looseball,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,2004.0,4.0,0.0,Lowry,200768.0,,,,
457,PT00M29.10S,2019-12-25T18:52:50.0Z,3,REGULAR,freethrow,1of2,[],200768,,,1610612761,68,86,2019-12-25T18:52:50Z,4550000,,,0,,K. Lowry freethrow 1of2 (13 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
458,PT00M29.10S,2019-12-25T18:52:50.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,68,86,2019-12-25T18:52:54Z,4560000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M29.10S,2019-12-25T18:52:50.7Z,3,REGULAR,substitution,in,[],202689,,,1610612761,68,86,2019-12-25T18:52:54Z,4570000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT00M29.10S,2019-12-25T18:53:08.0Z,3,REGULAR,freethrow,2of2,[],200768,,,1610612761,69,86,2019-12-25T18:53:08Z,4580000,,,0,,K. Lowry freethrow 2of2 (14 PTS),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
461,PT00M05.50S,2019-12-25T18:53:34.8Z,3,REGULAR,2pt,jumpshot,[],1627759,12.959921156373195,79.23560049019608,1610612738,69,88,2019-12-25T18:53:39Z,4590000,-146.0,69.0,1,left,J. Brown 16' jumpshot (27 PTS),[1627759],1610612738.0,BOS,turnaroundfadeaway,,,Brown,J. Brown,,,,,16.42,Made,27.0,,,,,,,,,,,,,,,,,,
462,PT00M00.00S,2019-12-25T18:53:48.4Z,3,REGULAR,turnover,lostball,[],200768,,,1610612761,69,88,2019-12-25T18:53:53Z,4600000,,,0,,K. Lowry TURNOVER lostball (5 TOV) Stolen,"[200768, 1629641]",1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,5.0,Langford,1629641.0,
463,PT00M00.00S,2019-12-25T18:53:48.4Z,3,REGULAR,steal,,[],1629641,,,1610612738,69,88,2019-12-25T18:53:50Z,4610000,,,0,,R. Langford STEAL (1 STL),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT00M00.00S,2019-12-25T18:53:52.5Z,3,REGULAR,period,end,[],0,,,1610612738,69,88,2019-12-25T18:53:52Z,4620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT12M00.00S,2019-12-25T18:56:19.3Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612738,69,88,2019-12-25T18:57:09Z,4630000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT12M00.00S,2019-12-25T18:56:19.3Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,69,88,2019-12-25T18:57:09Z,4640000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2019-12-25T18:56:19.3Z,4,REGULAR,substitution,in,['startperiod'],1627832,,,1610612738,69,88,2019-12-25T18:57:09Z,4650000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2019-12-25T18:56:19.3Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,69,88,2019-12-25T18:57:09Z,4660000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2019-12-25T18:57:26.8Z,4,REGULAR,period,start,[],0,,,1610612761,69,88,2019-12-25T18:57:26Z,4670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M47.00S,2019-12-25T18:57:39.6Z,4,REGULAR,3pt,jumpshot,[],1628449,68.28186596583443,71.14736519607843,1610612761,72,88,2019-12-25T18:57:44Z,4680000,106.0,246.0,1,right,C. Boucher 27' 3PT  (18 PTS) (F. VanVleet 6 AST),"[1628449, 1627832]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,27.25,Made,18.0,F. VanVleet,1627832.0,6.0,,,,,,,,,,,,,,,
472,PT11M32.00S,2019-12-25T18:57:53.2Z,4,REGULAR,3pt,jumpshot,[],1629641,6.1268068331143235,93.94148284313727,1610612738,72,88,2019-12-25T18:57:57Z,4700000,-220.0,5.0,1,left,MISS R. Langford 22' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,22.0,Missed,,,,,,,,,,,,,,,,,,,
473,PT11M30.00S,2019-12-25T18:57:55.2Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,72,88,2019-12-25T18:57:57Z,4710000,,,0,,F. VanVleet REBOUND (Off:0 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,472.0,3.0,3.0,0.0,,,,,,,,,,,
474,PT11M25.00S,2019-12-25T18:58:01.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1627832,93.11760840998686,44.43167892156863,1610612761,74,88,2019-12-25T18:58:07Z,4720000,-28.0,12.0,1,right,F. VanVleet layup (17 PTS),[1627832],1610612761.0,TOR,runningfingerroll,,,VanVleet,F. VanVleet,,,,,3.3,Made,17.0,,,,,,,,,,,,,,,,,,
475,PT11M19.00S,2019-12-25T18:58:11.4Z,4,REGULAR,stoppage,other,[],0,,,1610612738,74,88,2019-12-25T18:58:11Z,4730000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M08.00S,2019-12-25T18:58:29.7Z,4,REGULAR,turnover,badpass,[],202954,,,1610612738,74,88,2019-12-25T19:02:44Z,4740000,,,0,,B. Wanamaker TURNOVER badpass (2 TOV) Stolen,"[202954, 1629056]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,2.0,Davis,1629056.0,
477,PT11M08.00S,2019-12-25T18:58:29.7Z,4,REGULAR,steal,,[],1629056,,,1610612761,74,88,2019-12-25T19:02:21Z,4750000,,,0,,T. Davis STEAL (2 STL),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT11M02.00S,2019-12-25T18:58:35.1Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627775,94.30026281208936,51.53952205882353,1610612761,74,88,2019-12-25T18:59:53Z,4760000,8.0,1.0,1,right,MISS P. McCaw layup,[1627775],1610612761.0,TOR,cutting,,,McCaw,P. McCaw,,,,,1.01,Missed,,,,,,,,,,,,,,,,,,,
479,PT11M01.00S,2019-12-25T18:58:36.1Z,4,REGULAR,rebound,defensive,[],202954,,,1610612738,74,88,2019-12-25T18:59:53Z,4770000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,478.0,1.0,1.0,0.0,,,,,,,,,,,
480,PT10M56.00S,2019-12-25T18:58:44.5Z,4,REGULAR,foul,personal,['2freethrow'],1627775,,,1610612738,74,88,2019-12-25T18:58:56Z,4780000,,,0,,P. McCaw FOUL personal (2 PF) (Wanamaker 2freethrow),"[1627775, 202954]",1610612761.0,TOR,shooting,,,McCaw,P. McCaw,,,,,,,,,,,,,,,,,101284.0,2.0,0.0,Wanamaker,202954.0,,,,
482,PT10M56.00S,2019-12-25T18:59:14.4Z,4,REGULAR,freethrow,1of2,['fastbreak'],202954,,,1610612738,74,89,2019-12-25T18:59:14Z,4800000,,,0,,B. Wanamaker freethrow 1of2 (1 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
483,PT10M56.00S,2019-12-25T18:59:15.2Z,4,REGULAR,substitution,out,[],202683,,,1610612738,74,89,2019-12-25T18:59:26Z,4810000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M56.00S,2019-12-25T18:59:15.2Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,74,89,2019-12-25T18:59:26Z,4820000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT10M56.00S,2019-12-25T18:59:31.7Z,4,REGULAR,freethrow,2of2,['fastbreak'],202954,,,1610612738,74,90,2019-12-25T18:59:31Z,4830000,,,0,,B. Wanamaker freethrow 2of2 (2 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
486,PT10M43.00S,2019-12-25T18:59:48.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1626178,94.43166885676742,50.80422794117647,1610612761,74,90,2019-12-25T18:59:51Z,4840000,4.0,0.0,1,right,MISS R. Hollis-Jefferson layup,[1626178],1610612761.0,TOR,alleyoop,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,0.66,Missed,,,,,,,,,,,,,,,,,,,
487,PT10M40.00S,2019-12-25T18:59:51.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,74,90,2019-12-25T18:59:51Z,4850000,,,0,,J. Tatum REBOUND (Off:4 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,486.0,8.0,4.0,4.0,,,,,,,,,,,
488,PT10M21.00S,2019-12-25T19:00:09.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,7.30946123521682,46.392463235294116,1610612738,74,92,2019-12-25T19:00:59Z,4860000,18.0,16.0,1,left,J. Tatum layup (9 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.82,Made,9.0,,,,,,,,,,,,,,,,,,
489,PT10M13.00S,2019-12-25T19:00:17.8Z,4,REGULAR,turnover,lostball,[],1627832,,,1610612761,74,92,2019-12-25T19:00:22Z,4870000,,,0,,F. VanVleet TURNOVER lostball (4 TOV) Stolen,"[1627832, 202954]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,4.0,Wanamaker,202954.0,
490,PT10M13.00S,2019-12-25T19:00:17.8Z,4,REGULAR,steal,,[],202954,,,1610612738,74,92,2019-12-25T19:00:19Z,4880000,,,0,,B. Wanamaker STEAL (1 STL),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT10M10.00S,2019-12-25T19:00:22.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202954,6.258212877792378,47.86305147058824,1610612738,74,94,2019-12-25T19:00:33Z,4890000,11.0,6.0,1,left,B. Wanamaker layup (4 PTS),[202954],1610612738.0,BOS,running,,,Wanamaker,B. Wanamaker,,,,,1.59,Made,4.0,,,,,,,,,,,,,,,,,,
492,PT10M10.00S,2019-12-25T19:00:27.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,74,94,2019-12-25T19:00:27Z,4900000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M57.00S,2019-12-25T19:03:58.2Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,74,94,2019-12-25T19:04:05Z,4910000,,,0,,G. Williams FOUL personal (4 PF) (Boucher 2freethrow),"[1629684, 1628449]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,101284.0,4.0,0.0,Boucher,1628449.0,,,,
495,PT09M57.00S,2019-12-25T19:04:19.9Z,4,REGULAR,freethrow,1of2,[],1628449,,,1610612761,75,94,2019-12-25T19:04:19Z,4930000,,,0,,C. Boucher freethrow 1of2 (19 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
496,PT09M57.00S,2019-12-25T19:04:27.6Z,4,REGULAR,freethrow,2of2,[],1628449,,,1610612761,76,94,2019-12-25T19:04:27Z,4940000,,,0,,C. Boucher freethrow 2of2 (20 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
497,PT09M37.00S,2019-12-25T19:04:58.8Z,4,REGULAR,3pt,jumpshot,[],202954,32.40801576872536,61.83363970588235,1610612738,76,94,2019-12-25T19:05:04Z,4950000,-59.0,252.0,1,left,MISS B. Wanamaker 26' 3PT,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
498,PT09M34.00S,2019-12-25T19:05:01.8Z,4,REGULAR,rebound,defensive,[],1626178,,,1610612761,76,94,2019-12-25T19:05:04Z,4960000,,,0,,R. Hollis-Jefferson REBOUND (Off:2 Def:1),[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,497.0,3.0,1.0,2.0,,,,,,,,,,,
499,PT09M34.00S,2019-12-25T19:05:04.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,76,94,2019-12-25T19:05:04Z,4970000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT09M19.00S,2019-12-25T19:05:28.1Z,4,REGULAR,foul,personal,[],202954,,,1610612761,76,94,2019-12-25T19:05:37Z,4980000,,,0,,B. Wanamaker FOUL personal (2 PF),"[202954, 1627775]",1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,McCaw,1627775.0,,,,
502,PT09M11.00S,2019-12-25T19:05:52.8Z,4,REGULAR,3pt,jumpshot,[],1627832,67.36202365308804,65.01991421568627,1610612761,76,94,2019-12-25T19:05:57Z,5000000,75.0,254.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
503,PT09M08.00S,2019-12-25T19:05:55.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,76,94,2019-12-25T19:05:57Z,5010000,,,0,,J. Tatum REBOUND (Off:4 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,502.0,9.0,5.0,4.0,,,,,,,,,,,
509,PT08M52.00S,2019-12-25T19:06:31.9Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'defensivegoaltending']",1628369,7.6215505913272015,50.091911764705884,1610612738,76,96,2019-12-25T19:10:15Z,5025000,0.0,19.0,1,left,J. Tatum dunk (11 PTS) (K. Walker 4 AST),"[1628369, 202689]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.46,Made,11.0,K. Walker,202689.0,4.0,,,,,,,,,,,,,,,
511,PT08M52.00S,2019-12-25T19:06:51.4Z,4,REGULAR,violation,defensivegoaltending,[],1628449,,,1610612738,76,96,2019-12-25T19:10:15Z,5036250,,,0,,C. Boucher violation defensivegoaltending,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT08M52.00S,2019-12-25T19:07:11.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,76,96,2019-12-25T19:09:57Z,5040000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT08M52.00S,2019-12-25T19:07:49.2Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612761,76,96,2019-12-25T19:10:55Z,5060000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,Goaltending Violation on C. Boucher
512,PT08M52.00S,2019-12-25T19:10:03.2Z,4,REGULAR,substitution,out,[],1626178,,,1610612761,76,96,2019-12-25T19:10:35Z,5070000,,,0,,substitution out Hollis-Jefferson,[1626178],1610612761.0,TOR,,,,Hollis-Jefferson,R. Hollis-Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT08M52.00S,2019-12-25T19:10:03.2Z,4,REGULAR,substitution,in,[],200768,,,1610612761,76,96,2019-12-25T19:10:35Z,5080000,,,0,,substitution in Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT08M41.00S,2019-12-25T19:10:41.2Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627832,94.43166885676742,53.990502450980394,1610612761,76,96,2019-12-25T19:10:45Z,5090000,20.0,0.0,1,right,MISS F. VanVleet layup,[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,2.07,Missed,,,,,,,,,,,,,,,,,,,
515,PT08M39.00S,2019-12-25T19:10:43.2Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,76,96,2019-12-25T19:10:45Z,5100000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,514.0,1.0,1.0,0.0,,,,,,,,,,,
516,PT08M33.00S,2019-12-25T19:10:52.0Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612738,76,96,2019-12-25T19:11:02Z,5110000,,,0,,C. Boucher FOUL personal (3 PF) (Williams 2freethrow),"[1628449, 1629684]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,2004.0,3.0,0.0,Williams,1629684.0,,,,
518,PT08M33.00S,2019-12-25T19:11:10.2Z,4,REGULAR,freethrow,1of2,[],1629684,,,1610612738,76,97,2019-12-25T19:11:10Z,5130000,,,0,,G. Williams freethrow 1of2 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
519,PT08M33.00S,2019-12-25T19:11:10.9Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,76,97,2019-12-25T19:11:21Z,5140000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M33.00S,2019-12-25T19:11:10.9Z,4,REGULAR,substitution,out,[],202689,,,1610612738,76,97,2019-12-25T19:11:21Z,5150000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M33.00S,2019-12-25T19:11:10.9Z,4,REGULAR,substitution,in,[],202330,,,1610612738,76,97,2019-12-25T19:11:21Z,5160000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M33.00S,2019-12-25T19:11:10.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,76,97,2019-12-25T19:11:21Z,5170000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M33.00S,2019-12-25T19:11:36.2Z,4,REGULAR,freethrow,2of2,[],1629684,,,1610612738,76,98,2019-12-25T19:11:36Z,5180000,,,0,,G. Williams freethrow 2of2 (4 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
524,PT08M19.00S,2019-12-25T19:11:52.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627775,94.30026281208936,49.08854166666667,1610612761,78,98,2019-12-25T19:11:56Z,5190000,-5.0,1.0,1,right,P. McCaw layup (2 PTS) (K. Lowry 8 AST),"[1627775, 200768]",1610612761.0,TOR,cutting,,,McCaw,P. McCaw,,,,,0.8,Made,2.0,K. Lowry,200768.0,8.0,,,,,,,,,,,,,,,
526,PT08M03.00S,2019-12-25T19:12:11.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,78,98,2019-12-25T19:12:11Z,5210000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M55.00S,2019-12-25T19:12:28.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629684,5.995400788436268,42.96109068627451,1610612738,78,98,2019-12-25T19:12:40Z,5220000,35.0,4.0,1,left,MISS G. Williams layup Blocked,"[1629684, 1628449]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,3.64,Missed,,,,,,,,,Boucher,1628449.0,,,,,,,,,
528,PT07M55.00S,2019-12-25T19:12:28.8Z,4,REGULAR,block,,[],1628449,,,1610612738,78,98,2019-12-25T19:12:31Z,5230000,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M51.00S,2019-12-25T19:12:32.8Z,4,REGULAR,rebound,defensive,[],1627775,,,1610612761,78,98,2019-12-25T19:12:40Z,5240000,,,0,,P. McCaw REBOUND (Off:0 Def:2),[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,527.0,2.0,2.0,0.0,,,,,,,,,,,
530,PT07M48.00S,2019-12-25T19:12:36.0Z,4,REGULAR,2pt,jumpshot,"['fastbreak', 'pointsinthepaint']",200768,84.70762155059133,45.166973039215684,1610612761,78,98,2019-12-25T19:13:47Z,5250000,-24.0,91.0,1,right,MISS K. Lowry 10' jumpshot Blocked,"[200768, 1629684]",1610612761.0,TOR,drivingfloating,,,Lowry,K. Lowry,,,,,9.97,Missed,,,,,,,,,Williams,1629684.0,,,,,,,,,
531,PT07M48.00S,2019-12-25T19:12:36.0Z,4,REGULAR,block,,[],1629684,,,1610612761,78,98,2019-12-25T19:12:38Z,5260000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M44.00S,2019-12-25T19:12:40.0Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,78,98,2019-12-25T19:12:50Z,5270000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,530.0,6.0,6.0,0.0,,,,,,,,,,,
533,PT07M42.00S,2019-12-25T19:12:41.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",202330,6.521024967148489,47.86305147058824,1610612738,78,100,2019-12-25T19:12:55Z,5280000,11.0,9.0,1,left,G. Hayward layup (11 PTS) (J. Brown 4 AST),"[202330, 1627759]",1610612738.0,BOS,driving,,,Hayward,G. Hayward,,,,,1.79,Made,11.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
535,PT07M19.00S,2019-12-25T19:13:09.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627832,87.46714848883047,49.57873774509804,1610612761,80,100,2019-12-25T19:13:13Z,5300000,-2.0,65.0,1,right,F. VanVleet 7' layup (19 PTS),[1627832],1610612761.0,TOR,drivingfingerroll,,,VanVleet,F. VanVleet,,,,,7.08,Made,19.0,,,,,,,,,,,,,,,,,,
536,PT07M19.00S,2019-12-25T19:13:12.5Z,4,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612761,80,100,2019-12-25T19:13:18Z,5310000,,,0,,G. Williams FOUL personal (5 PF) (VanVleet 1freethrow),"[1629684, 1627832]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1198.0,5.0,0.0,VanVleet,1627832.0,,,,
538,PT07M19.00S,2019-12-25T19:13:35.1Z,4,REGULAR,freethrow,1of1,[],1627832,,,1610612761,81,100,2019-12-25T19:13:35Z,5330000,,,0,,F. VanVleet freethrow 1of1 (20 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
539,PT07M08.00S,2019-12-25T19:13:47.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202954,5.732588699080158,48.84344362745098,1610612738,81,102,2019-12-25T19:13:52Z,5340000,6.0,1.0,1,left,B. Wanamaker layup (6 PTS),[202954],1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,0.9,Made,6.0,,,,,,,,,,,,,,,,,,
