actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
340,PT00M44.10S,2019-12-19T03:41:26.0Z,2,REGULAR,freethrow,1of2,"['2ndchance', 'fastbreak']",1628467,,,1610612742,51,48,2019-12-19T03:41:26Z,3360000,,,0,,M. Kleber freethrow 1of2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
341,PT00M44.10S,2019-12-19T03:41:26.6Z,2,REGULAR,substitution,out,[],203501,,,1610612742,51,48,2019-12-19T03:41:55Z,3370000,,,0,,substitution out Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M44.10S,2019-12-19T03:41:26.6Z,2,REGULAR,substitution,out,[],1629684,,,1610612742,51,48,2019-12-19T03:41:55Z,3380000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M44.10S,2019-12-19T03:41:26.6Z,2,REGULAR,substitution,in,[],1627827,,,1610612742,51,48,2019-12-19T03:41:55Z,3390000,,,0,,substitution in Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M44.10S,2019-12-19T03:41:26.6Z,2,REGULAR,substitution,in,[],202683,,,1610612742,51,48,2019-12-19T03:41:55Z,3400000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M44.10S,2019-12-19T03:41:56.5Z,2,REGULAR,freethrow,2of2,"['fastbreak', '2ndchance']",1628467,,,1610612742,52,48,2019-12-19T03:41:56Z,3410000,,,0,,M. Kleber freethrow 2of2 (2 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
346,PT00M35.40S,2019-12-19T03:42:10.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203552,,,1610612738,52,48,2019-12-19T03:42:15Z,3420000,,,0,,S. Curry FOUL personal (3 PF) (Brown inpenalty),"[203552, 1627759]",1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,202056.0,,,,,,,,3.0,0.0,Brown,1627759.0,,,
348,PT00M35.40S,2019-12-19T03:42:33.8Z,2,REGULAR,freethrow,1of2,[],1627759,,,1610612738,52,49,2019-12-19T03:42:33Z,3440000,,,0,,J. Brown freethrow 1of2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,11.0,,,,,,,,,,,,
349,PT00M35.40S,2019-12-19T03:42:34.3Z,2,REGULAR,substitution,out,[],203552,,,1610612738,52,49,2019-12-19T03:42:45Z,3450000,,,0,,substitution out Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M35.40S,2019-12-19T03:42:34.3Z,2,REGULAR,substitution,out,[],202683,,,1610612738,52,49,2019-12-19T03:42:45Z,3460000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M35.40S,2019-12-19T03:42:34.3Z,2,REGULAR,substitution,in,[],203501,,,1610612738,52,49,2019-12-19T03:42:45Z,3470000,,,0,,substitution in Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M35.40S,2019-12-19T03:42:34.3Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,52,49,2019-12-19T03:42:45Z,3480000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M35.40S,2019-12-19T03:42:52.1Z,2,REGULAR,freethrow,2of2,[],1627759,,,1610612738,52,50,2019-12-19T03:42:52Z,3490000,,,0,,J. Brown freethrow 2of2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,
354,PT00M17.90S,2019-12-19T03:43:14.1Z,2,REGULAR,3pt,jumpshot,[],203501,25.837713534822605,15.265012254901961,1610612742,55,50,2019-12-19T03:43:22Z,3500000,174.0,190.0,1,left,T. Hardaway Jr. 26' 3PT  (9 PTS) (J. Brunson 5 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.18,Made,,,,,,,9.0,J. Brunson,1628973.0,5.0,,,,,,,,,
356,PT00M17.50S,2019-12-19T03:43:20.8Z,2,REGULAR,stoppage,other,[],0,,,1610612738,55,50,2019-12-19T03:43:20Z,3520000,,,0,,stoppage other,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2019-12-19T03:43:48.1Z,2,REGULAR,period,end,[],0,,,1610612738,55,50,2019-12-19T03:43:48Z,3530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2019-12-19T03:58:54.5Z,3,REGULAR,substitution,out,['startperiod'],1628467,,,1610612738,55,50,2019-12-19T03:59:27Z,3540000,,,0,,substitution out Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2019-12-19T03:58:54.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,55,50,2019-12-19T03:59:27Z,3550000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2019-12-19T03:58:54.5Z,3,REGULAR,substitution,in,['startperiod'],203939,,,1610612738,55,50,2019-12-19T03:59:27Z,3560000,,,0,,substitution in Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2019-12-19T03:58:54.5Z,3,REGULAR,substitution,in,['startperiod'],1628464,,,1610612738,55,50,2019-12-19T03:59:27Z,3570000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2019-12-19T03:59:23.0Z,3,REGULAR,period,start,[],0,,,1610612738,55,50,2019-12-19T03:59:28Z,3580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M47.00S,2019-12-19T03:59:35.6Z,3,REGULAR,2pt,jumpshot,[],1628369,14.931011826544022,31.93167892156863,1610612738,55,52,2019-12-19T03:59:50Z,3590000,90.0,88.0,1,left,J. Tatum 13' jumpshot (11 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,12.99,Made,,,,,,,11.0,,,,,,,,,,,,
364,PT11M26.00S,2019-12-19T03:59:59.9Z,3,REGULAR,turnover,palming,[],1628973,,,1610612742,55,52,2019-12-19T04:00:09Z,3600000,,,0,,J. Brunson TURNOVER palming (1 TOV),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,1146.0,1.0,,,,,,,,,,,,,
365,PT11M06.00S,2019-12-19T04:00:25.5Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1627759,8.360709592641262,3.7454044117647056,1610612738,55,55,2019-12-19T04:00:29Z,3610000,231.0,26.0,1,left,J. Brown 23' 3PT  (15 PTS) (D. Theis 1 AST),"[1627759, 1628464]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.34,Made,,,,,,,15.0,D. Theis,1628464.0,1.0,,,,,,,,,
367,PT10M49.00S,2019-12-19T04:00:43.0Z,3,REGULAR,3pt,jumpshot,[],204001,67.7562417871222,50.80422794117647,1610612742,58,55,2019-12-19T04:00:48Z,3630000,4.0,251.0,1,right,K. Porzingis 26' 3PT  (16 PTS) (J. Brunson 6 AST),"[204001, 1628973]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.61,Made,,,,,,,16.0,J. Brunson,1628973.0,6.0,,,,,,,,,
369,PT10M33.00S,2019-12-19T04:00:58.5Z,3,REGULAR,3pt,jumpshot,[],1628369,32.013797634691194,43.94148284313725,1610612738,58,55,2019-12-19T04:01:02Z,3650000,30.0,248.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
370,PT10M30.00S,2019-12-19T04:01:01.5Z,3,REGULAR,rebound,defensive,[],1628973,,,1610612742,58,55,2019-12-19T04:01:02Z,3660000,,,0,,J. Brunson REBOUND (Off:1 Def:3),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,369.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
371,PT10M24.00S,2019-12-19T04:01:08.3Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],203939,93.69250985545335,49.908088235294116,1610612742,60,55,2019-12-19T04:01:24Z,3670000,0.0,7.0,1,right,D. Powell dunk (5 PTS) (J. Brunson 7 AST),"[203939, 1628973]",1610612742.0,DAL,driving,,,Powell,D. Powell,,,,,1.23,Made,,,,,,,5.0,J. Brunson,1628973.0,7.0,,,,,,,,,
373,PT10M00.00S,2019-12-19T04:01:32.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,7.046649145860711,40.26501225490196,1610612738,60,55,2019-12-19T04:01:36Z,3690000,49.0,14.0,1,left,MISS J. Brown jumpshot,[1627759],1610612738.0,BOS,drivingfloating,,,Brown,J. Brown,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,,
374,PT09M58.00S,2019-12-19T04:01:34.1Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,60,55,2019-12-19T04:01:36Z,3700000,,,0,,K. Porzingis REBOUND (Off:2 Def:8),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,373.0,10.0,8.0,2.0,,,,,,,,,,,,,,,
375,PT09M51.00S,2019-12-19T04:01:41.1Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],203501,92.46057818659659,56.93167892156863,1610612742,62,55,2019-12-19T04:01:47Z,3710000,35.0,18.0,1,right,T. Hardaway Jr. jumpshot (11 PTS) (J. Brunson 8 AST),"[203501, 1628973]",1610612742.0,DAL,drivingfloatingbank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,4.21,Made,,,,,,,11.0,J. Brunson,1628973.0,8.0,,,,,,,,,
377,PT09M42.00S,2019-12-19T04:01:54.3Z,3,REGULAR,foul,technical,['1freethrow'],203501,,,1610612738,62,55,2019-12-19T04:02:26Z,3730000,,,0,,T. Hardaway Jr. FOUL technical (1 Tech),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,202056.0,,,,,,,,1.0,1.0,,,,,
378,PT09M42.00S,2019-12-19T04:02:27.6Z,3,REGULAR,freethrow,1of1,[],202689,,,1610612738,62,55,2019-12-19T04:02:27Z,3740000,,,0,,MISS K. Walker technical freethrow 1of1,[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
379,PT09M42.00S,2019-12-19T04:02:27.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,62,55,2019-12-19T04:02:27Z,3750000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,378.0,,,,,,,,,,,,,,,,,,
380,PT09M36.00S,2019-12-19T04:02:41.4Z,3,REGULAR,3pt,jumpshot,[],202689,32.40801576872536,50.06893382352941,1610612738,62,55,2019-12-19T04:02:48Z,3760000,0.0,252.0,1,left,MISS K. Walker 26' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,,
381,PT09M33.00S,2019-12-19T04:02:43.9Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612738,62,55,2019-12-19T04:02:43Z,3770000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,380.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
382,PT09M31.00S,2019-12-19T04:02:51.2Z,3,REGULAR,turnover,outofbounds,[],202689,,,1610612738,62,55,2019-12-19T04:02:56Z,3780000,,,0,,K. Walker TURNOVER outofbounds (3 TOV),[202689],1610612738.0,BOS,badpass,,,Walker,K. Walker,,,,,,,,,,,1146.0,3.0,,,,,,,,,,,,,
383,PT09M18.00S,2019-12-19T04:03:05.7Z,3,REGULAR,2pt,jumpshot,['fromturnover'],204001,83.26215505913272,26.784620098039213,1610612742,64,55,2019-12-19T04:03:11Z,3790000,-116.0,105.0,1,right,K. Porzingis 16' jumpshot (18 PTS) (J. Brunson 9 AST),"[204001, 1628973]",1610612742.0,DAL,bank,,,Porzingis,K. Porzingis,,,,,16.01,Made,,,,,,,18.0,J. Brunson,1628973.0,9.0,,,,,,,,,
385,PT08M57.00S,2019-12-19T04:03:26.0Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,5.863994743758213,51.294424019607845,1610612738,64,57,2019-12-19T04:03:32Z,3810000,-6.0,3.0,1,left,J. Tatum layup (13 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.04,Made,,,,,,,13.0,,,,,,,,,,,,
386,PT08M40.00S,2019-12-19T04:03:43.0Z,3,REGULAR,2pt,jumpshot,[],204001,82.21090670170827,31.44148284313725,1610612742,64,57,2019-12-19T04:03:48Z,3820000,-93.0,115.0,1,right,MISS K. Porzingis 15' jumpshot,[204001],1610612742.0,DAL,fadeaway,,,Porzingis,K. Porzingis,,,,,15.19,Missed,,,,,,,,,,,,,,,,,,,
387,PT08M38.00S,2019-12-19T04:03:45.0Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,64,57,2019-12-19T04:03:48Z,3830000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,386.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
388,PT08M35.00S,2019-12-19T04:03:49.1Z,3,REGULAR,3pt,jumpshot,['fastbreak'],202689,29.38567674113009,28.745404411764707,1610612738,64,57,2019-12-19T04:03:54Z,3840000,106.0,224.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
389,PT08M31.00S,2019-12-19T04:03:53.1Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,64,57,2019-12-19T04:03:54Z,3850000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,388.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
390,PT08M23.00S,2019-12-19T04:04:08.3Z,3,REGULAR,stoppage,outofbounds,[],0,,,1610612742,64,57,2019-12-19T04:04:08Z,3860000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT08M16.00S,2019-12-19T04:04:37.3Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],203501,92.32917214191852,53.01011029411765,1610612742,64,57,2019-12-19T04:04:46Z,3870000,15.0,20.0,1,right,MISS T. Hardaway Jr. dunk,[203501],1610612742.0,DAL,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2.93,Missed,,,,,,,,,,,,,,,,,,,
392,PT08M14.00S,2019-12-19T04:04:38.9Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,64,57,2019-12-19T04:04:38Z,3880000,,,0,,S. Ojeleye REBOUND (Off:1 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,391.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
393,PT08M06.00S,2019-12-19T04:04:46.7Z,3,REGULAR,3pt,jumpshot,[],202689,30.042706964520367,68.69638480392157,1610612738,64,57,2019-12-19T04:04:50Z,3890000,-93.0,230.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
394,PT08M04.00S,2019-12-19T04:04:48.7Z,3,REGULAR,rebound,defensive,[],204001,,,1610612742,64,57,2019-12-19T04:04:50Z,3900000,,,0,,K. Porzingis REBOUND (Off:2 Def:9),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,393.0,11.0,9.0,2.0,,,,,,,,,,,,,,,
395,PT07M48.00S,2019-12-19T04:05:04.9Z,3,REGULAR,turnover,badpass,[],204001,,,1610612742,64,57,2019-12-19T04:05:11Z,3910000,,,0,,K. Porzingis TURNOVER badpass (1 TOV) Stolen,"[204001, 1628464]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,1.0,,,,,Theis,1628464.0,,,,,,,
396,PT07M48.00S,2019-12-19T04:05:04.9Z,3,REGULAR,steal,,[],1628464,,,1610612738,64,57,2019-12-19T04:05:07Z,3920000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M42.00S,2019-12-19T04:05:11.3Z,3,REGULAR,3pt,jumpshot,"['fromturnover', 'fastbreak']",1627759,22.421156373193167,88.05912990196079,1610612738,64,60,2019-12-19T04:05:15Z,3930000,-190.0,158.0,1,left,J. Brown 25' 3PT  (18 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.11,Made,,,,,,,18.0,,,,,,,,,,,,
398,PT07M19.00S,2019-12-19T04:05:34.8Z,3,REGULAR,2pt,layup,['pointsinthepaint'],204001,91.40932982917214,50.55912990196079,1610612742,66,60,2019-12-19T04:05:44Z,3940000,3.0,28.0,1,right,K. Porzingis layup (20 PTS) (T. Hardaway Jr. 1 AST),"[204001, 203501]",1610612742.0,DAL,driving,,,Porzingis,K. Porzingis,,,,,3.39,Made,,,,,,,20.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,
400,PT07M00.00S,2019-12-19T04:05:52.7Z,3,REGULAR,3pt,jumpshot,[],1627759,23.340998685939553,84.62775735294117,1610612738,66,60,2019-12-19T04:05:57Z,3960000,-173.0,167.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
401,PT06M58.00S,2019-12-19T04:05:54.7Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,66,60,2019-12-19T04:05:57Z,3970000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:4),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,400.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
402,PT06M46.00S,2019-12-19T04:06:07.4Z,3,REGULAR,2pt,layup,['pointsinthepaint'],203939,93.9060446780552,50.55912990196079,1610612742,68,60,2019-12-19T04:06:12Z,3980000,3.0,5.0,1,right,D. Powell layup (7 PTS) (J. Brunson 10 AST),"[203939, 1628973]",1610612742.0,DAL,drivingfingerroll,,,Powell,D. Powell,,,,,1.07,Made,,,,,,,7.0,J. Brunson,1628973.0,10.0,,,,,,,,,
404,PT06M31.00S,2019-12-19T04:06:28.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,68,60,2019-12-19T04:06:28Z,4000000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M31.00S,2019-12-19T04:06:36.5Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,68,60,2019-12-19T04:09:50Z,4010000,,,0,,substitution out Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M31.00S,2019-12-19T04:06:36.5Z,3,REGULAR,substitution,out,[],1628464,,,1610612738,68,60,2019-12-19T04:09:50Z,4020000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M31.00S,2019-12-19T04:06:36.5Z,3,REGULAR,substitution,in,[],202683,,,1610612738,68,60,2019-12-19T04:09:50Z,4030000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M31.00S,2019-12-19T04:06:36.5Z,3,REGULAR,substitution,in,[],1629750,,,1610612738,68,60,2019-12-19T04:09:50Z,4040000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M22.00S,2019-12-19T04:09:56.7Z,3,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.258212877792378,50.314031862745104,1610612738,68,62,2019-12-19T04:10:00Z,4050000,-2.0,6.0,1,left,J. Tatum layup (15 PTS) (E. Kanter 1 AST),"[1628369, 202683]",1610612738.0,BOS,drivingreverse,,,Tatum,J. Tatum,,,,,1.19,Made,,,,,,,15.0,E. Kanter,202683.0,1.0,,,,,,,,,
411,PT06M03.00S,2019-12-19T04:10:15.5Z,3,REGULAR,3pt,jumpshot,[],204001,76.5604467805519,87.32383578431373,1610612742,68,62,2019-12-19T04:10:20Z,4070000,187.0,168.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
412,PT06M01.00S,2019-12-19T04:10:17.5Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,68,62,2019-12-19T04:10:20Z,4080000,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,411.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
413,PT05M54.00S,2019-12-19T04:10:26.1Z,3,REGULAR,2pt,hook,['pointsinthepaint'],202683,10.512483574244415,47.87071078431372,1610612738,68,62,2019-12-19T04:10:33Z,4090000,11.0,46.0,1,left,MISS E. Kanter hook,[202683],1610612738.0,BOS,turnaround,,,Kanter,E. Kanter,,,,,5.29,Missed,,,,,,,,,,,,,,,,,,,
414,PT05M51.00S,2019-12-19T04:10:29.1Z,3,REGULAR,rebound,defensive,[],203501,,,1610612742,68,62,2019-12-19T04:10:33Z,4100000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
415,PT05M46.00S,2019-12-19T04:10:35.8Z,3,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612742,68,62,2019-12-19T04:10:45Z,4110000,,,0,,J. Brown FOUL personal (2 PF) (Porzingis 2freethrow),"[1627759, 204001]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,1146.0,,,,,,,,2.0,0.0,Porzingis,204001.0,,,
417,PT05M46.00S,2019-12-19T04:11:00.1Z,3,REGULAR,freethrow,1of2,[],204001,,,1610612742,68,62,2019-12-19T04:11:00Z,4130000,,,0,,MISS K. Porzingis freethrow 1of2,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
418,PT05M46.00S,2019-12-19T04:11:00.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,68,62,2019-12-19T04:11:00Z,4140000,,,0,,Team offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,417.0,,,,,,,,,,,,,,,,,,
419,PT05M46.00S,2019-12-19T04:11:13.7Z,3,REGULAR,freethrow,2of2,[],204001,,,1610612742,69,62,2019-12-19T04:11:13Z,4150000,,,0,,K. Porzingis freethrow 2of2 (21 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,Made,,,,,,,21.0,,,,,,,,,,,,
420,PT05M21.00S,2019-12-19T04:11:38.5Z,3,REGULAR,3pt,jumpshot,[],1628369,7.046649145860711,95.41207107843137,1610612738,69,65,2019-12-19T04:11:43Z,4160000,-227.0,14.0,1,left,J. Tatum 23' 3PT  (18 PTS),[1628369],1610612738.0,BOS,stepback,,,Tatum,J. Tatum,,,,,22.79,Made,,,,,,,18.0,,,,,,,,,,,,
421,PT05M06.00S,2019-12-19T04:11:53.7Z,3,REGULAR,3pt,jumpshot,[],1628973,73.27529566360053,17.47089460784314,1610612742,69,65,2019-12-19T04:11:58Z,4170000,-163.0,199.0,1,right,MISS J. Brunson 26' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,,
422,PT05M03.00S,2019-12-19T04:11:56.7Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,69,65,2019-12-19T04:11:58Z,4180000,,,0,,J. Green REBOUND (Off:0 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,421.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
423,PT04M56.00S,2019-12-19T04:12:03.9Z,3,REGULAR,3pt,jumpshot,[],1628369,26.10052562417871,17.47089460784314,1610612738,69,65,2019-12-19T04:12:11Z,4190000,163.0,193.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,,
424,PT04M52.00S,2019-12-19T04:12:08.2Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,69,65,2019-12-19T04:12:08Z,4200000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,423.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
425,PT04M50.00S,2019-12-19T04:12:10.6Z,3,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,8.492115637319317,51.78462009803921,1610612738,69,65,2019-12-19T04:12:13Z,4210000,-9.0,27.0,1,left,MISS J. Brown layup Blocked,"[1627759, 204001]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.4,Missed,,,,,,,,,,,,,,,,,Porzingis,204001.0,
426,PT04M50.00S,2019-12-19T04:12:10.6Z,3,REGULAR,block,,[],204001,,,1610612738,69,65,2019-12-19T04:12:12Z,4220000,,,0,,K. Porzingis BLOCK (2 BLK),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M47.00S,2019-12-19T04:12:13.6Z,3,REGULAR,rebound,defensive,[],203939,,,1610612742,69,65,2019-12-19T04:12:13Z,4230000,,,0,,D. Powell REBOUND (Off:2 Def:3),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,425.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
