actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
637,PT03M24.00S,2020-01-09T02:15:27.0Z,4,REGULAR,steal,,[],1629750,,,1610612738,105,122,2020-01-09T02:15:28Z,6200000,,,0,,J. Green STEAL (1 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M22.00S,2020-01-09T02:15:33.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200746,,,1610612738,105,122,2020-01-09T02:15:43Z,6210000,,,0,,L. Aldridge FOUL personal (2 PF) (Green inpenalty),"[200746, 1629750]",1610612759.0,SAS,shooting,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,204059.0,2.0,0.0,Green,1629750.0,,,
640,PT03M22.00S,2020-01-09T02:16:00.5Z,4,REGULAR,freethrow,1of2,"['fromturnover', 'fastbreak']",1629750,,,1610612738,106,122,2020-01-09T02:16:00Z,6230000,,,0,,J. Green freethrow 1of2 (4 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
641,PT03M22.00S,2020-01-09T02:16:15.3Z,4,REGULAR,freethrow,2of2,"['fastbreak', 'fromturnover']",1629750,,,1610612738,107,122,2020-01-09T02:16:15Z,6240000,,,0,,J. Green freethrow 2of2 (5 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
642,PT03M05.00S,2020-01-09T02:16:35.8Z,4,REGULAR,2pt,jumpshot,[],201942,17.95335085413929,26.049325980392158,1610612759,107,122,2020-01-09T02:16:46Z,6250000,120.0,116.0,1,left,MISS D. DeRozan 17' jumpshot,[201942],1610612759.0,SAS,pullup,,,DeRozan,D. DeRozan,,,,,17.08,Missed,,,,,,,,,,,,,,,,,,,
643,PT03M03.00S,2020-01-09T02:16:37.8Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,107,122,2020-01-09T02:16:46Z,6260000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,642.0,2.0,1.0,1.0,,,,,,,,,,,,,,
644,PT02M51.00S,2020-01-09T02:16:48.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629750,94.30026281208936,56.196384803921575,1610612738,107,122,2020-01-09T02:16:55Z,6270000,31.0,1.0,1,right,MISS J. Green layup,[1629750],1610612738.0,BOS,driving,,,Green,J. Green,,,,,3.17,Missed,,,,,,,,,,,,,,,,,,,
645,PT02M49.00S,2020-01-09T02:16:50.9Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612759,107,122,2020-01-09T02:16:55Z,6280000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,644.0,3.0,3.0,0.0,,,,,,,,,,,,,,
646,PT02M38.00S,2020-01-09T02:17:04.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629605,,,1610612759,107,122,2020-01-09T02:17:31Z,6290000,,,0,,T. Fall FOUL personal (1 PF) (DeRozan inpenalty),"[1629605, 201942]",1610612738.0,BOS,shooting,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,DeRozan,201942.0,,,
648,PT02M38.00S,2020-01-09T02:17:30.4Z,4,REGULAR,freethrow,1of2,[],201942,,,1610612759,107,123,2020-01-09T02:17:30Z,6310000,,,0,,D. DeRozan freethrow 1of2 (30 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,30.0,,,,,,,,,,,,,,,,,,
649,PT02M38.00S,2020-01-09T02:17:47.0Z,4,REGULAR,freethrow,2of2,[],201942,,,1610612759,107,124,2020-01-09T02:17:47Z,6320000,,,0,,D. DeRozan freethrow 2of2 (31 PTS),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,Made,31.0,,,,,,,,,,,,,,,,,,
650,PT02M24.00S,2020-01-09T02:18:02.4Z,4,REGULAR,3pt,jumpshot,[],1629035,69.07030223390277,28.010110294117645,1610612738,107,124,2020-01-09T02:18:08Z,6330000,-110.0,238.0,1,right,MISS C. Edwards 27' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
651,PT02M22.00S,2020-01-09T02:18:04.4Z,4,REGULAR,rebound,defensive,[],201942,,,1610612759,107,124,2020-01-09T02:18:08Z,6340000,,,0,,D. DeRozan REBOUND (Off:0 Def:6),[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,650.0,6.0,6.0,0.0,,,,,,,,,,,,,,
652,PT02M16.00S,2020-01-09T02:18:15.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612759,107,124,2020-01-09T02:18:15Z,6350000,,,0,,timeout full,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT02M16.00S,2020-01-09T02:19:01.9Z,4,REGULAR,substitution,out,[],201942,,,1610612759,107,124,2020-01-09T02:19:30Z,6360000,,,0,,substitution out DeRozan,[201942],1610612759.0,SAS,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT02M16.00S,2020-01-09T02:19:01.9Z,4,REGULAR,substitution,out,[],200746,,,1610612759,107,124,2020-01-09T02:19:30Z,6370000,,,0,,substitution out Aldridge,[200746],1610612759.0,SAS,,,,Aldridge,L. Aldridge,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT02M16.00S,2020-01-09T02:19:01.9Z,4,REGULAR,substitution,in,[],201158,,,1610612759,107,124,2020-01-09T02:19:30Z,6380000,,,0,,substitution in Belinelli,[201158],1610612759.0,SAS,,,,Belinelli,M. Belinelli,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT02M16.00S,2020-01-09T02:19:01.9Z,4,REGULAR,substitution,in,[],1629234,,,1610612759,107,124,2020-01-09T02:19:30Z,6390000,,,0,,substitution in Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT02M10.00S,2020-01-09T02:19:47.4Z,4,REGULAR,2pt,jumpshot,[],1627749,14.14257555847569,29.480698529411764,1610612759,107,126,2020-01-09T02:19:52Z,6400000,103.0,80.0,1,left,D. Murray 13' jumpshot (10 PTS),[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,13.38,Made,10.0,,,,,,,,,,,,,,,,,,
658,PT01M51.00S,2020-01-09T02:20:08.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,107,126,2020-01-09T02:20:08Z,6410000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M48.00S,2020-01-09T02:20:25.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629234,,,1610612738,107,126,2020-01-09T02:20:37Z,6420000,,,0,,D. Eubanks FOUL personal (1 PF) (Ojeleye inpenalty),"[1629234, 1628400]",1610612759.0,SAS,shooting,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Ojeleye,1628400.0,,,
661,PT01M48.00S,2020-01-09T02:20:53.2Z,4,REGULAR,freethrow,1of2,[],1628400,,,1610612738,108,126,2020-01-09T02:20:53Z,6440000,,,0,,S. Ojeleye freethrow 1of2 (3 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
662,PT01M48.00S,2020-01-09T02:20:56.0Z,4,REGULAR,substitution,out,[],1627749,,,1610612738,108,126,2020-01-09T02:20:58Z,6450000,,,0,,substitution out Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M48.00S,2020-01-09T02:20:56.0Z,4,REGULAR,substitution,in,[],1629022,,,1610612738,108,126,2020-01-09T02:20:58Z,6460000,,,0,,substitution in Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT01M48.00S,2020-01-09T02:20:56.0Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,108,126,2020-01-09T02:21:43Z,6465000,,,0,,substitution out White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT01M48.00S,2020-01-09T02:20:56.0Z,4,REGULAR,substitution,in,[],201960,,,1610612738,108,126,2020-01-09T02:21:43Z,6467500,,,0,,substitution in Carroll,[201960],1610612759.0,SAS,,,,Carroll,D. Carroll,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M48.00S,2020-01-09T02:21:11.9Z,4,REGULAR,freethrow,2of2,[],1628400,,,1610612738,109,126,2020-01-09T02:21:11Z,6470000,,,0,,S. Ojeleye freethrow 2of2 (4 PTS),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
666,PT01M30.00S,2020-01-09T02:21:33.8Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1629234,6.258212877792378,42.470894607843135,1610612759,109,128,2020-01-09T02:22:14Z,6480000,38.0,6.0,1,left,D. Eubanks dunk (2 PTS) (B. Forbes 6 AST),"[1629234, 1627854]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,3.94,Made,2.0,,,,,B. Forbes,1627854.0,6.0,,,,,,,,,,,
670,PT01M18.00S,2020-01-09T02:21:55.0Z,4,REGULAR,3pt,jumpshot,[],1628400,71.30420499342969,19.921875,1610612738,109,128,2020-01-09T02:22:02Z,6500000,-150.0,217.0,1,right,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.87,Missed,,,,,,,,,,,,,,,,,,,
671,PT01M16.00S,2020-01-09T02:21:57.0Z,4,REGULAR,rebound,defensive,[],201960,,,1610612759,109,128,2020-01-09T02:22:02Z,6510000,,,0,,D. Carroll REBOUND (Off:0 Def:1),[201960],1610612759.0,SAS,,,,Carroll,D. Carroll,,,,,,,,670.0,1.0,1.0,0.0,,,,,,,,,,,,,,
672,PT01M09.00S,2020-01-09T02:22:05.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629035,,,1610612759,109,128,2020-01-09T02:22:13Z,6520000,,,0,,C. Edwards FOUL personal (1 PF) (Carroll inpenalty),"[1629035, 201960]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Carroll,201960.0,,,
674,PT01M09.00S,2020-01-09T02:22:29.1Z,4,REGULAR,freethrow,1of2,[],201960,,,1610612759,109,129,2020-01-09T02:23:02Z,6540000,,,0,,D. Carroll freethrow 1of2 (1 PTS),[201960],1610612759.0,SAS,,,,Carroll,D. Carroll,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
675,PT01M09.00S,2020-01-09T02:22:31.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612759,109,129,2020-01-09T02:22:36Z,6550000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT01M09.00S,2020-01-09T02:22:31.3Z,4,REGULAR,substitution,in,[],202954,,,1610612759,109,129,2020-01-09T02:22:36Z,6560000,,,0,,substitution in Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT01M09.00S,2020-01-09T02:22:29.1Z,4,REGULAR,freethrow,2of2,[],201960,,,1610612759,109,129,2020-01-09T02:23:02Z,6570000,,,0,,MISS D. Carroll freethrow 2of2,[201960],1610612759.0,SAS,,,,Carroll,D. Carroll,,,,,,Missed,,,,,,,,,,,,,,,,,,,
678,PT01M06.00S,2020-01-09T02:22:32.1Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,109,129,2020-01-09T02:23:02Z,6580000,,,0,,S. Ojeleye REBOUND (Off:0 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,677.0,1.0,1.0,0.0,,,,,,,,,,,,,,
679,PT00M59.50S,2020-01-09T02:22:54.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628400,91.5407358738502,43.451286764705884,1610612738,109,129,2020-01-09T02:23:30Z,6590000,-33.0,27.0,1,right,MISS S. Ojeleye layup,[1628400],1610612738.0,BOS,driving,,,Ojeleye,S. Ojeleye,,,,,4.61,Missed,,,,,,,,,,,,,,,,,,,
680,PT00M58.20S,2020-01-09T02:22:56.5Z,4,REGULAR,rebound,offensive,[],1628400,,,1610612738,109,129,2020-01-09T02:22:56Z,6600000,,,0,,S. Ojeleye REBOUND (Off:1 Def:1),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,679.0,2.0,1.0,1.0,,,,,,,,,,,,,,
681,PT00M57.60S,2020-01-09T02:22:58.4Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1629605,92.85479632063075,48.10814950980392,1610612738,111,129,2020-01-09T02:23:27Z,6610000,-9.0,15.0,1,right,T. Fall dunk (4 PTS) (S. Ojeleye 1 AST),"[1629605, 1628400]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,2.23,Made,4.0,,,,,S. Ojeleye,1628400.0,1.0,,,,,,,,,,,
683,PT00M57.60S,2020-01-09T02:23:03.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201960,,,1610612738,111,129,2020-01-09T02:23:21Z,6630000,,,0,,D. Carroll FOUL personal (1 PF) (Fall inpenalty),"[201960, 1629605]",1610612759.0,SAS,shooting,,,Carroll,D. Carroll,,,,,,,,,,,,,,,,,,1628172.0,1.0,0.0,Fall,1629605.0,,,
685,PT00M57.60S,2020-01-09T02:23:22.3Z,4,REGULAR,freethrow,1of1,['2ndchance'],1629605,,,1610612738,111,129,2020-01-09T02:23:38Z,6650000,,,0,,MISS T. Fall freethrow 1of1,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,Missed,,,,,,,,,,,,,,,,,,,
686,PT00M57.60S,2020-01-09T02:23:22.3Z,4,REGULAR,rebound,defensive,[],1627854,,,1610612759,111,129,2020-01-09T02:23:38Z,6660000,,,0,,B. Forbes REBOUND (Off:0 Def:3),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,685.0,3.0,3.0,0.0,,,,,,,,,,,,,,
687,PT00M38.10S,2020-01-09T02:23:40.3Z,4,REGULAR,3pt,jumpshot,[],1627854,25.04927726675427,16.735600490196077,1610612759,111,129,2020-01-09T02:24:20Z,6670000,166.0,183.0,1,left,MISS B. Forbes 25' 3PT,[1627854],1610612759.0,SAS,pullup,,,Forbes,B. Forbes,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
688,PT00M37.10S,2020-01-09T02:23:41.3Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,111,129,2020-01-09T02:27:59Z,6680000,,,0,,T. Fall REBOUND (Off:0 Def:3),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,687.0,3.0,3.0,0.0,,,,,,,,,,,,,,
689,PT00M26.00S,2020-01-09T02:23:52.3Z,4,REGULAR,3pt,jumpshot,[],1628400,78.53153745072274,90.26501225490196,1610612738,114,129,2020-01-09T02:23:57Z,6690000,201.0,149.0,1,right,S. Ojeleye 25' 3PT  (7 PTS) (C. Edwards 1 AST),"[1628400, 1629035]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.39,Made,7.0,,,,,C. Edwards,1629035.0,1.0,,,,,,,,,,,
691,PT00M01.30S,2020-01-09T02:24:21.3Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612759,114,129,2020-01-09T02:26:20Z,6710000,,,0,,Team TURNOVER shotclock,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,204059.0,,,,,,,
692,PT00M00.00S,2020-01-09T02:24:34.7Z,4,REGULAR,period,end,[],0,,,1610612738,114,129,2020-01-09T02:24:34Z,6720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M00.00S,2020-01-09T02:29:10.1Z,4,REGULAR,game,end,[],0,,,0,114,129,2020-01-09T02:29:10Z,6730000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
