actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
439,PT02M41.00S,2020-09-04T00:30:43.3Z,3,REGULAR,substitution,in,[],202689,,,1610612738,68,70,2020-09-04T00:31:14Z,4380000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M31.00S,2020-09-04T00:31:31.2Z,3,REGULAR,2pt,jumpshot,['2ndchance'],1629684,12.302890932982917,29.970894607843135,1610612738,68,70,2020-09-04T00:31:36Z,4390000,100.0,63.0,1,left,MISS G. Williams 12' jumpshot,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,12.14,Missed,,,,,,,,,,,,,,,,,,,
441,PT02M26.00S,2020-09-04T00:31:36.2Z,3,REGULAR,rebound,defensive,[],201586,,,1610612761,68,70,2020-09-04T00:31:36Z,4400000,,,0,,S. Ibaka REBOUND (Off:0 Def:4),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,440.0,4.0,4.0,0.0,,,,,,,,,
442,PT02M17.00S,2020-09-04T00:31:44.3Z,3,REGULAR,2pt,jumpshot,['pointsinthepaint'],200768,79.7634691195795,51.673560049019606,1610612761,68,72,2020-09-04T00:33:35Z,4410000,8.0,138.0,1,right,K. Lowry 14' jumpshot (24 PTS),[200768],1610612761.0,TOR,turnaround,,,Lowry,K. Lowry,,,,,14.34,Made,24.0,,,,,,,,,,,,,,,,,,
443,PT01M58.00S,2020-09-04T00:32:03.2Z,3,REGULAR,3pt,jumpshot,[],1629684,5.995400788436268,3.7454044117647056,1610612738,71,72,2020-09-04T00:32:07Z,4420000,231.0,4.0,1,left,G. Williams 23' 3PT  (3 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.15,Made,3.0,,,,,,,,,,J. Tatum,1628369.0,4.0,,,,,,
445,PT01M39.00S,2020-09-04T00:32:23.0Z,3,REGULAR,2pt,dunk,['pointsinthepaint'],1627783,94.1688567674113,50.06893382352941,1610612761,71,74,2020-09-04T00:32:26Z,4440000,0.0,2.0,1,right,P. Siakam dunk (11 PTS) (S. Ibaka 1 AST),"[1627783, 201586]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,0.78,Made,11.0,,,,,,,,,,S. Ibaka,201586.0,1.0,,,,,,
447,PT01M25.00S,2020-09-04T00:32:37.1Z,3,REGULAR,3pt,jumpshot,[],202689,29.517082785808146,23.598345588235293,1610612738,74,74,2020-09-04T00:32:40Z,4460000,132.0,225.0,1,left,K. Walker 27' 3PT  (24 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.56,Made,24.0,,,,,,,,,,,,,,,,,,
448,PT01M08.00S,2020-09-04T00:32:54.9Z,3,REGULAR,turnover,lostball,[],201586,,,1610612761,74,74,2020-09-04T00:32:58Z,4470000,,,0,,S. Ibaka TURNOVER lostball (2 TOV) Stolen,"[201586, 202689]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,2.0,Walker,202689.0,
449,PT01M08.00S,2020-09-04T00:32:54.9Z,3,REGULAR,steal,,[],202689,,,1610612738,74,74,2020-09-04T00:32:56Z,4480000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M00.00S,2020-09-04T00:33:02.3Z,3,REGULAR,3pt,jumpshot,['fromturnover'],1629684,23.866622864651774,87.32383578431373,1610612738,74,74,2020-09-04T00:33:08Z,4490000,-187.0,172.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
451,PT00M58.90S,2020-09-04T00:33:03.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,74,74,2020-09-04T00:33:08Z,4500000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,
452,PT00M58.90S,2020-09-04T00:33:06.8Z,3,REGULAR,foul,personal,[],201586,,,1610612738,74,74,2020-09-04T00:33:17Z,4510000,,,0,,S. Ibaka FOUL personal (1 PF),"[201586, 202683]",1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,201639.0,1.0,0.0,Kanter,202683.0,,,,,,,,,,,,,
454,PT00M58.90S,2020-09-04T00:33:15.3Z,3,REGULAR,substitution,out,[],202683,,,1610612738,74,74,2020-09-04T00:33:18Z,4530000,,,0,,substitution out Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M58.90S,2020-09-04T00:33:15.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,74,74,2020-09-04T00:33:18Z,4540000,,,0,,substitution in Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M54.50S,2020-09-04T00:33:37.8Z,3,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,6.783837056504599,50.55912990196079,1610612738,76,74,2020-09-04T00:33:45Z,4550000,-3.0,11.0,1,left,R. Williams III dunk (2 PTS) (B. Wanamaker 1 AST),"[1629057, 202954]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.7,Made,2.0,,,,,,,,,,B. Wanamaker,202954.0,1.0,,,,,,
458,PT00M54.50S,2020-09-04T00:33:40.2Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627783,,,1610612738,76,74,2020-09-04T00:36:06Z,4570000,,,0,,P. Siakam FOUL personal (4 PF) (Williams III inpenalty),"[1627783, 1629057]",1610612761.0,TOR,flagranttype1,,,Siakam,P. Siakam,,,,,,,,1179.0,4.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,
460,PT00M54.50S,2020-09-04T00:34:22.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,76,74,2020-09-04T00:36:06Z,4590000,,,0,,,[],,,overturned,,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,Common Foul to Flagrant 1
461,PT00M54.50S,2020-09-04T00:36:46.2Z,3,REGULAR,freethrow,1of1,['fromturnover'],1629057,,,1610612738,77,74,2020-09-04T00:36:56Z,4600000,,,0,,R. Williams III flagrant freethrow 1of1 (3 PTS),[1629057],1610612738.0,BOS,flagrant,,,Williams III,R. Williams III,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
462,PT00M50.50S,2020-09-04T00:37:01.3Z,3,REGULAR,turnover,traveling,[],202954,,,1610612738,77,74,2020-09-04T00:37:05Z,4610000,,,0,,B. Wanamaker TURNOVER traveling (1 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,1148.0,,,,,,,,,,,,,,1.0,,,
463,PT00M28.20S,2020-09-04T00:37:34.9Z,3,REGULAR,2pt,jumpshot,['fromturnover'],1627783,90.88370565045992,30.95128676470588,1610612761,77,76,2020-09-04T00:37:42Z,4620000,-95.0,33.0,1,right,P. Siakam 10' jumpshot (13 PTS) (S. Ibaka 2 AST),"[1627783, 201586]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,10.28,Made,13.0,,,,,,,,,,S. Ibaka,201586.0,2.0,,,,,,
465,PT00M05.20S,2020-09-04T00:38:03.2Z,3,REGULAR,2pt,layup,['pointsinthepaint'],202954,6.652431011826544,53.255208333333336,1610612738,79,76,2020-09-04T00:38:10Z,4640000,-16.0,10.0,1,left,B. Wanamaker layup (4 PTS) (R. Williams III 2 AST),"[202954, 1629057]",1610612738.0,BOS,driving,,,Wanamaker,B. Wanamaker,,,,,2.25,Made,4.0,,,,,,,,,,R. Williams III,1629057.0,2.0,,,,,,
467,PT00M05.20S,2020-09-04T00:38:05.3Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",200768,,,1610612738,79,76,2020-09-04T00:38:50Z,4660000,,,0,,K. Lowry FOUL personal (4 PF) (Wanamaker inpenalty),"[200768, 202954]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,1179.0,4.0,0.0,Wanamaker,202954.0,,,,,,,,,,,,,
469,PT00M05.20S,2020-09-04T00:38:53.4Z,3,REGULAR,instantreplay,request,[],0,,,1610612738,79,76,2020-09-04T00:41:31Z,4680000,,,0,,,[],,,support,,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,Common Foul Upheld
470,PT00M05.20S,2020-09-04T00:41:15.7Z,3,REGULAR,freethrow,1of1,[],202954,,,1610612738,80,76,2020-09-04T00:41:15Z,4690000,,,0,,B. Wanamaker freethrow 1of1 (5 PTS),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
471,PT00M00.50S,2020-09-04T00:41:28.1Z,3,REGULAR,3pt,jumpshot,[],1627832,46.99408672798949,43.94148284313725,1610612761,80,76,2020-09-04T00:41:33Z,4700000,-30.0,446.0,1,right,MISS F. VanVleet 45' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,45.23,Missed,,,,,,,,,,,,,,,,,,,
472,PT00M00.50S,2020-09-04T00:41:28.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,80,76,2020-09-04T00:41:33Z,4710000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,471.0,,,,,,,,,,,,
473,PT00M00.00S,2020-09-04T00:41:32.0Z,3,REGULAR,period,end,[],0,,,1610612761,80,76,2020-09-04T00:41:32Z,4720000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2020-09-04T00:44:19.1Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612761,80,76,2020-09-04T00:44:50Z,4730000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT12M00.00S,2020-09-04T00:44:19.1Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612761,80,76,2020-09-04T00:44:50Z,4740000,,,0,,substitution in Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2020-09-04T00:45:07.2Z,4,REGULAR,period,start,[],0,,,1610612761,80,76,2020-09-04T00:45:07Z,4750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M41.00S,2020-09-04T00:45:25.3Z,4,REGULAR,3pt,jumpshot,[],1627832,70.12155059132719,22.37285539215686,1610612761,80,79,2020-09-04T00:45:29Z,4760000,-138.0,228.0,1,right,F. VanVleet 27' 3PT  (20 PTS) (P. Siakam 1 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.16,Made,20.0,,,,,,,,,,P. Siakam,1627783.0,1.0,,,,,,
479,PT11M23.00S,2020-09-04T00:45:42.8Z,4,REGULAR,2pt,jumpshot,[],202689,14.931011826544022,80.4610906862745,1610612738,80,79,2020-09-04T00:45:51Z,4780000,-152.0,88.0,1,left,MISS K. Walker 18' jumpshot,[202689],1610612738.0,BOS,stepback,,,Walker,K. Walker,,,,,17.87,Missed,,,,,,,,,,,,,,,,,,,
480,PT11M20.00S,2020-09-04T00:45:45.8Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,80,79,2020-09-04T00:45:51Z,4790000,,,0,,O. Anunoby REBOUND (Off:1 Def:8),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,479.0,9.0,8.0,1.0,,,,,,,,,
481,PT11M10.00S,2020-09-04T00:45:56.1Z,4,REGULAR,3pt,jumpshot,[],1627832,67.62483574244416,41.490502450980394,1610612761,80,82,2020-09-04T00:46:00Z,4800000,-43.0,252.0,1,right,F. VanVleet 26' 3PT  (23 PTS) (P. Siakam 2 AST),"[1627832, 1627783]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.08,Made,23.0,,,,,,,,,,P. Siakam,1627783.0,2.0,,,,,,
483,PT10M48.00S,2020-09-04T00:46:20.4Z,4,REGULAR,turnover,traveling,[],202954,,,1610612738,80,82,2020-09-04T00:46:24Z,4820000,,,0,,B. Wanamaker TURNOVER traveling (2 TOV),[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,1179.0,,,,,,,,,,,,,,2.0,,,
484,PT10M36.00S,2020-09-04T00:46:50.7Z,4,REGULAR,foul,personal,[],1629684,,,1610612761,80,82,2020-09-04T00:47:47Z,4830000,,,0,,G. Williams FOUL personal (3 PF),"[1629684, 1627832]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,1148.0,3.0,0.0,VanVleet,1627832.0,,,,,,,,,,,,,
486,PT10M36.00S,2020-09-04T00:46:55.5Z,4,REGULAR,substitution,out,[],202954,,,1610612761,80,82,2020-09-04T00:47:03Z,4850000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT10M36.00S,2020-09-04T00:46:55.5Z,4,REGULAR,substitution,in,[],203935,,,1610612761,80,82,2020-09-04T00:47:03Z,4860000,,,0,,substitution in Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT10M26.00S,2020-09-04T00:47:21.0Z,4,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612761,80,82,2020-09-04T00:47:29Z,4870000,,,0,,G. Williams FOUL personal (4 PF) (Siakam 2freethrow),"[1629684, 1627783]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,201639.0,4.0,0.0,Siakam,1627783.0,,,,,,,,,,,,,
490,PT10M26.00S,2020-09-04T00:47:54.2Z,4,REGULAR,freethrow,1of2,['fromturnover'],1627783,,,1610612761,80,83,2020-09-04T00:48:16Z,4890000,,,0,,P. Siakam freethrow 1of2 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
491,PT10M26.00S,2020-09-04T00:47:54.2Z,4,REGULAR,freethrow,2of2,['fromturnover'],1627783,,,1610612761,80,83,2020-09-04T00:48:16Z,4900000,,,0,,MISS P. Siakam freethrow 2of2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
492,PT10M25.00S,2020-09-04T00:47:55.2Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,80,83,2020-09-04T00:48:16Z,4910000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,491.0,6.0,4.0,2.0,,,,,,,,,
493,PT10M04.00S,2020-09-04T00:48:35.2Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,80,83,2020-09-04T00:48:39Z,4920000,,,0,,M. Smart TURNOVER badpass (3 TOV) Stolen,"[203935, 201586]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,3.0,Ibaka,201586.0,
494,PT10M04.00S,2020-09-04T00:48:35.2Z,4,REGULAR,steal,,[],201586,,,1610612761,80,83,2020-09-04T00:48:37Z,4930000,,,0,,S. Ibaka STEAL (1 STL),[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT10M02.00S,2020-09-04T00:48:41.2Z,4,REGULAR,foul,offensive,[],1627832,,,1610612761,80,83,2020-09-04T00:48:47Z,4940000,,,0,,F. VanVleet FOUL offensive (4 PF),"[1627832, 202689]",1610612761.0,TOR,charge,,,VanVleet,F. VanVleet,,,,,,,,1148.0,4.0,1.0,Walker,202689.0,,,,,,,,,,,,,
497,PT10M02.00S,2020-09-04T00:48:41.2Z,4,REGULAR,turnover,offensivefoul,[],1627832,,,1610612761,80,83,2020-09-04T00:48:41Z,4960000,,,0,,F. VanVleet TURNOVER offensivefoul (4 TOV),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,1148.0,,,,,,,,,,,,,,4.0,,,
498,PT09M47.00S,2020-09-04T00:49:12.9Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', 'fromturnover']",202689,14.14257555847569,41.98069852941176,1610612738,82,83,2020-09-04T00:49:21Z,4970000,40.0,80.0,1,left,K. Walker 9' jumpshot (26 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,9.48,Made,26.0,,,,,,,,,,,,,,,,,,
499,PT09M47.00S,2020-09-04T00:49:14.9Z,4,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612738,82,83,2020-09-04T00:51:31Z,4980000,,,0,,F. VanVleet FOUL personal (5 PF) (Walker 1freethrow),"[1627832, 202689]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,201639.0,5.0,1.0,Walker,202689.0,,,,,,,,,,,,,
501,PT09M47.00S,2020-09-04T00:49:39.5Z,4,REGULAR,freethrow,1of1,['fromturnover'],202689,,,1610612738,83,83,2020-09-04T00:51:34Z,5000000,,,0,,K. Walker freethrow 1of1 (27 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,27.0,,,,,,,,,,,,,,,,,,
502,PT09M27.00S,2020-09-04T00:50:07.0Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,92.9862023653088,56.196384803921575,1610612761,83,85,2020-09-04T00:50:11Z,5010000,31.0,13.0,1,right,P. Siakam jumpshot (16 PTS) (K. Lowry 5 AST),"[1627783, 200768]",1610612761.0,TOR,turnaroundbank,,,Siakam,P. Siakam,,,,,3.63,Made,16.0,,,,,,,,,,K. Lowry,200768.0,5.0,,,,,,
504,PT09M07.00S,2020-09-04T00:50:27.1Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,9.543363994743759,38.549325980392155,1610612738,85,85,2020-09-04T00:50:30Z,5030000,57.0,37.0,1,left,M. Smart 7' jumpshot (11 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,7.15,Made,11.0,,,,,,,,,,,,,,,,,,
505,PT08M53.00S,2020-09-04T00:50:40.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201586,92.9862023653088,47.127757352941174,1610612761,85,85,2020-09-04T00:50:45Z,5040000,-14.0,13.0,1,right,MISS S. Ibaka layup,[201586],1610612761.0,TOR,cutting,,,Ibaka,S. Ibaka,,,,,2.38,Missed,,,,,,,,,,,,,,,,,,,
506,PT08M52.00S,2020-09-04T00:50:41.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,85,85,2020-09-04T00:50:45Z,5050000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,505.0,7.0,5.0,2.0,,,,,,,,,
507,PT08M43.00S,2020-09-04T00:50:51.1Z,4,REGULAR,2pt,jumpshot,[],202689,3.7614980289093296,21.88265931372549,1610612738,87,85,2020-09-04T00:50:54Z,5060000,141.0,-17.0,1,left,K. Walker 14' jumpshot (29 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,14.11,Made,29.0,,,,,,,,,,,,,,,,,,
508,PT08M31.00S,2020-09-04T00:51:06.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,87,85,2020-09-04T00:51:06Z,5070000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT08M31.00S,2020-09-04T00:53:55.8Z,4,REGULAR,substitution,out,[],1627832,,,1610612761,87,85,2020-09-04T00:54:28Z,5080000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT08M31.00S,2020-09-04T00:53:55.8Z,4,REGULAR,substitution,in,[],1626181,,,1610612761,87,85,2020-09-04T00:54:28Z,5090000,,,0,,substitution in Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT08M19.00S,2020-09-04T00:54:57.1Z,4,REGULAR,turnover,badpass,[],1627783,,,1610612761,87,85,2020-09-04T00:55:02Z,5100000,,,0,,P. Siakam TURNOVER badpass (2 TOV) Stolen,"[1627783, 202689]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,2.0,Walker,202689.0,
512,PT08M19.00S,2020-09-04T00:54:57.1Z,4,REGULAR,steal,,[],202689,,,1610612738,87,85,2020-09-04T00:55:00Z,5110000,,,0,,K. Walker STEAL (3 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT07M58.00S,2020-09-04T00:55:18.2Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1629684,6.521024967148489,49.333639705882355,1610612738,89,85,2020-09-04T00:55:21Z,5120000,3.0,9.0,1,left,G. Williams dunk (5 PTS) (R. Williams III 3 AST),"[1629684, 1629057]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,1.47,Made,5.0,,,,,,,,,,R. Williams III,1629057.0,3.0,,,,,,
515,PT07M46.00S,2020-09-04T00:55:32.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1626181,93.64323258869908,49.333639705882355,1610612761,89,87,2020-09-04T00:55:36Z,5140000,-3.0,7.0,1,right,N. Powell layup (5 PTS) (K. Lowry 6 AST),"[1626181, 200768]",1610612761.0,TOR,cuttingfingerroll,,,Powell,N. Powell,,,,,1.32,Made,5.0,,,,,,,,,,K. Lowry,200768.0,6.0,,,,,,
517,PT07M46.00S,2020-09-04T00:55:35.3Z,4,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612761,89,87,2020-09-04T00:56:13Z,5160000,,,0,,R. Williams III FOUL personal (1 PF) (Powell 1freethrow),"[1629057, 1626181]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,1148.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,,,,
519,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,out,[],202689,,,1610612761,89,87,2020-09-04T00:56:15Z,5180000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612761,89,87,2020-09-04T00:56:15Z,5190000,,,0,,substitution out Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,out,[],201586,,,1610612761,89,87,2020-09-04T00:56:15Z,5200000,,,0,,substitution out Ibaka,[201586],1610612761.0,TOR,,,,Ibaka,S. Ibaka,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,in,[],1628464,,,1610612761,89,87,2020-09-04T00:56:15Z,5210000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612761,89,87,2020-09-04T00:56:15Z,5220000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M46.00S,2020-09-04T00:55:41.9Z,4,REGULAR,substitution,in,[],201188,,,1610612761,89,87,2020-09-04T00:56:15Z,5230000,,,0,,substitution in Gasol,[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M46.00S,2020-09-04T00:56:14.6Z,4,REGULAR,freethrow,1of1,[],1626181,,,1610612761,89,87,2020-09-04T00:56:17Z,5240000,,,0,,MISS N. Powell freethrow 1of1,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
526,PT07M43.00S,2020-09-04T00:56:17.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,89,87,2020-09-04T00:56:17Z,5250000,,,0,,J. Brown REBOUND (Off:0 Def:12),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,525.0,12.0,12.0,0.0,,,,,,,,,
527,PT07M32.00S,2020-09-04T00:56:25.9Z,4,REGULAR,3pt,jumpshot,[],203935,32.013797634691194,65.51011029411765,1610612738,89,87,2020-09-04T00:57:22Z,5260000,-78.0,248.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
531,PT07M25.00S,2020-09-04T00:57:19.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,89,87,2020-09-04T00:57:19Z,5270000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,527.0,,,,,,,,,,,,
528,PT07M25.00S,2020-09-04T00:57:19.8Z,4,REGULAR,jumpball,recovered,[],1628464,,,1610612738,89,87,2020-09-04T00:57:19Z,5280000,,,0,,Jump Ball G. Williams vs. M. Gasol: Tip to D. Theis,"[1628464, 1629684, 201188]",1610612738.0,BOS,heldball,D. Theis,1628464.0,Theis,D. Theis,Williams,1629684.0,Gasol,201188.0,,,,,,,,,,,,,,,,,,,,,
532,PT07M24.00S,2020-09-04T00:57:21.5Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1628464,35.167542706964525,46.88265931372549,1610612738,89,87,2020-09-04T00:57:24Z,5310000,16.0,278.0,1,left,MISS D. Theis 28' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,28.4,Missed,,,,,,,,,,,,,,,,,,,
533,PT07M21.00S,2020-09-04T00:57:24.5Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,89,87,2020-09-04T00:57:24Z,5320000,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,532.0,6.0,6.0,0.0,,,,,,,,,
534,PT07M15.00S,2020-09-04T00:57:29.1Z,4,REGULAR,3pt,jumpshot,[],200768,68.01905387647832,27.27481617647059,1610612761,89,90,2020-09-04T00:57:32Z,5330000,-114.0,248.0,1,right,K. Lowry 28' 3PT  (27 PTS),[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,27.79,Made,27.0,,,,,,,,,,,,,,,,,,
