actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
250,PT04M49.00S,2022-05-14T00:37:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,8.754927726675426,96.32352941176471,1610612738,39,42,2022-05-14T00:37:56Z,2490000,-232.0,30.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,,
251,PT04M46.00S,2022-05-14T00:37:55.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,39,42,2022-05-14T00:37:56Z,2500000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,250.0,8.0,6.0,2.0,,,,,,,,,,,,,,
252,PT04M35.00S,2022-05-14T00:38:05.9Z,2,REGULAR,2pt,Jump Shot,[],203507,78.0059132720105,24.019607843137255,1610612749,39,42,2022-05-14T00:40:13Z,2510000,-130.0,154.0,1,right,MISS G. Antetokounmpo 20' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,20.16,Missed,,,,,,,,,,,,,,,,,,,
258,PT04M32.00S,2022-05-14T00:38:08.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,39,42,2022-05-14T00:42:44Z,2515000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,252.0,5.0,5.0,0.0,,,,,,,,,,,,,,
274,PT04M31.00S,2022-05-14T00:38:32.8Z,2,REGULAR,turnover,lost ball,[],1628369,,,1610612738,39,42,2022-05-14T00:43:07Z,2517500,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203507]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,Antetokounmpo,203507.0,,,
275,PT04M31.00S,2022-05-14T00:38:32.8Z,2,REGULAR,steal,,[],203507,,,1610612749,39,42,2022-05-14T00:43:07Z,2518750,,,0,,G. Antetokounmpo STEAL (1 STL),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M31.00S,2022-05-14T00:38:59.8Z,2,REGULAR,substitution,out,[],202083,,,1610612749,39,42,2022-05-14T00:43:07Z,2520000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M31.00S,2022-05-14T00:38:59.8Z,2,REGULAR,substitution,in,[],1628960,,,1610612749,39,42,2022-05-14T00:43:07Z,2530000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M31.00S,2022-05-14T00:39:35.3Z,2,REGULAR,jumpball,recovered,[],1626192,,,1610612749,39,42,2022-05-14T00:43:21Z,2540000,,,0,,Jump Ball G. Antetokounmpo vs. J. Tatum: Tip to P. Connaughton,"[1626192, 203507, 1628369]",1610612749.0,MIL,heldball,P. Connaughton,1626192.0,Connaughton,P. Connaughton,Antetokounmpo,203507.0,Tatum,1628369.0,,,,,,,,,,,,,,,,,,,,,
259,PT04M29.00S,2022-05-14T00:39:45.7Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612749,39,42,2022-05-14T00:43:07Z,2570000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT04M12.00S,2022-05-14T00:40:21.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628960,85.3646517739816,96.56862745098039,1610612749,39,42,2022-05-14T00:45:30Z,2580000,233.0,85.0,1,right,MISS G. Allen 24' pullup 3PT,[1628960],1610612749.0,MIL,pullup,,,Allen,G. Allen,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
261,PT04M12.00S,2022-05-14T00:40:21.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,42,2022-05-14T00:40:29Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
262,PT04M12.00S,2022-05-14T00:40:27.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,39,42,2022-05-14T00:40:27Z,2600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M12.00S,2022-05-14T00:40:34.0Z,2,REGULAR,substitution,out,[],1629684,,,1610612749,39,42,2022-05-14T00:40:43Z,2610000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M12.00S,2022-05-14T00:40:34.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612749,39,42,2022-05-14T00:40:43Z,2620000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M06.00S,2022-05-14T00:40:51.3Z,2,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",201950,66.3107752956636,49.01960784313725,1610612749,39,42,2022-05-14T00:56:53Z,2630000,-5.0,264.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
266,PT04M05.00S,2022-05-14T00:40:53.5Z,2,REGULAR,rebound,offensive,[],1628960,,,1610612749,39,42,2022-05-14T00:40:53Z,2640000,,,0,,G. Allen REBOUND (Off:1 Def:0),[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,265.0,1.0,0.0,1.0,,,,,,,,,,,,,,
267,PT04M05.00S,2022-05-14T00:41:07.8Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612749,39,42,2022-05-14T00:41:07Z,2650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M59.00S,2022-05-14T00:42:45.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,85.49605781865965,52.69607843137255,1610612749,39,42,2022-05-14T00:57:10Z,2660000,13.0,84.0,1,right,MISS G. Antetokounmpo 8' cutting Layup - blocked,"[203507, 201143]",1610612749.0,MIL,cutting,,,Antetokounmpo,G. Antetokounmpo,,,,,8.49,Missed,,,,,,,,,,,,,,,,,Horford,201143.0,
269,PT03M59.00S,2022-05-14T00:42:45.0Z,2,REGULAR,block,,[],201143,,,1610612749,39,42,2022-05-14T00:42:49Z,2670000,,,0,,A. Horford BLOCK (2 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M55.00S,2022-05-14T00:42:49.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,42,2022-05-14T00:43:06Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT03M55.00S,2022-05-14T00:43:05.1Z,2,REGULAR,jumpball,recovered,[],1628960,,,1610612749,39,42,2022-05-14T00:43:05Z,2690000,,,0,,Jump Ball G. Antetokounmpo vs. A. Horford: Tip to G. Allen,"[1628960, 203507, 201143]",1610612749.0,MIL,heldball,G. Allen,1628960.0,Allen,G. Allen,Antetokounmpo,203507.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
276,PT03M49.00S,2022-05-14T00:43:14.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",203507,89.17542706964521,55.88235294117647,1610612749,39,42,2022-05-14T00:47:41Z,2720000,29.0,49.0,1,right,MISS G. Antetokounmpo driving Hook,[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,5.74,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M49.00S,2022-05-14T00:43:14.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,39,42,2022-05-14T00:47:41Z,2730000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,276.0,,,,,,,,,,,,,,,,,
278,PT03M49.00S,2022-05-14T00:43:18.6Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612749,39,42,2022-05-14T00:43:36Z,2740000,,,0,,MIL shot clock Team TURNOVER,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,202027.0,,,,,,,,,,,,,
279,PT03M49.00S,2022-05-14T00:43:22.1Z,2,REGULAR,substitution,out,[],203507,,,1610612738,39,42,2022-05-14T00:43:28Z,2750000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M49.00S,2022-05-14T00:43:22.1Z,2,REGULAR,substitution,in,[],201572,,,1610612738,39,42,2022-05-14T00:43:28Z,2760000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M25.00S,2022-05-14T00:43:54.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.229303547963205,47.30392156862745,1610612738,39,42,2022-05-14T00:48:11Z,2770000,13.0,25.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,2.83,Missed,,,,,,,,,,,,,,,,,,,
282,PT03M23.00S,2022-05-14T00:43:56.9Z,2,REGULAR,rebound,defensive,[],201950,,,1610612749,39,42,2022-05-14T00:44:06Z,2780000,,,0,,J. Holiday REBOUND (Off:0 Def:2),[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,281.0,2.0,2.0,0.0,,,,,,,,,,,,,,
283,PT03M12.00S,2022-05-14T00:44:08.5Z,2,REGULAR,3pt,Jump Shot,[],201950,72.48685939553219,16.911764705882355,1610612749,39,42,2022-05-14T00:48:52Z,2790000,-165.0,206.0,1,right,MISS J. Holiday 26' step back 3PT,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
284,PT03M12.00S,2022-05-14T00:44:08.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,39,42,2022-05-14T00:44:38Z,2800000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,283.0,,,,,,,,,,,,,,,,,
285,PT03M12.00S,2022-05-14T00:44:15.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,39,42,2022-05-14T00:44:15Z,2810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT02M58.00S,2022-05-14T00:44:33.3Z,2,REGULAR,3pt,Jump Shot,[],1628401,34.37910643889619,28.186274509803923,1610612738,39,45,2022-05-14T00:44:41Z,2820000,109.0,271.0,1,left,D. White 29' 3PT  (5 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,29.19,Made,5.0,,,,,,,,,,A. Horford,201143.0,3.0,,,,,,
288,PT02M31.00S,2022-05-14T00:45:00.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,81.2910643889619,34.068627450980394,1610612749,41,45,2022-05-14T00:45:06Z,2840000,-80.0,123.0,1,right,J. Holiday 14' fadeaway Jump Shot (12 PTS),[201950],1610612749.0,MIL,fadeaway,,,Holiday,J. Holiday,,,,,14.69,Made,12.0,,,,,,,,,,,,,,,,,,
289,PT02M21.00S,2022-05-14T00:45:12.0Z,2,REGULAR,2pt,Jump Shot,[],201143,8.229303547963205,25.245098039215684,1610612738,41,45,2022-05-14T00:45:17Z,2850000,124.0,25.0,1,left,MISS A. Horford 12' Jump Shot,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,12.63,Missed,,,,,,,,,,,,,,,,,,,
290,PT02M17.00S,2022-05-14T00:45:16.0Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,41,45,2022-05-14T00:45:17Z,2860000,,,0,,B. Portis REBOUND (Off:1 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,289.0,6.0,5.0,1.0,,,,,,,,,,,,,,
291,PT01M59.00S,2022-05-14T00:45:39.6Z,2,REGULAR,3pt,Jump Shot,[],201572,66.5735873850197,42.40196078431372,1610612749,41,45,2022-05-14T00:49:47Z,2870000,-38.0,262.0,1,right,MISS B. Lopez 26' step back 3PT,[201572],1610612749.0,MIL,step back,,,Lopez,B. Lopez,,,,,26.44,Missed,,,,,,,,,,,,,,,,,,,
292,PT01M59.00S,2022-05-14T00:45:42.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,41,45,2022-05-14T00:45:42Z,2880000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,
293,PT01M59.00S,2022-05-14T00:45:43.4Z,2,REGULAR,foul,personal,[],1626171,,,1610612738,41,45,2022-05-14T00:45:58Z,2890000,,,0,,B. Portis loose ball personal FOUL (1 PF),"[1626171, 203935]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,,202049.0,1.0,0.0,Smart,203935.0,,,,,,,,,
295,PT01M46.00S,2022-05-14T00:46:16.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612738,41,45,2022-05-14T00:46:30Z,2910000,,,0,,G. Allen shooting personal FOUL (1 PF) (Brown 2 FT),"[1628960, 1627759]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,2715.0,1.0,0.0,Brown,1627759.0,,,,,,,,,
297,PT01M46.00S,2022-05-14T00:46:41.5Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,41,46,2022-05-14T00:46:41Z,2930000,,,0,,J. Brown Free Throw 1 of 2 (7 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
298,PT01M46.00S,2022-05-14T00:46:43.2Z,2,REGULAR,substitution,out,[],201950,,,1610612738,41,46,2022-05-14T00:46:53Z,2940000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT01M46.00S,2022-05-14T00:46:43.2Z,2,REGULAR,substitution,out,[],201572,,,1610612738,41,46,2022-05-14T00:46:53Z,2950000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT01M46.00S,2022-05-14T00:46:43.2Z,2,REGULAR,substitution,in,[],201588,,,1610612738,41,46,2022-05-14T00:46:53Z,2960000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT01M46.00S,2022-05-14T00:46:43.2Z,2,REGULAR,substitution,in,[],203507,,,1610612738,41,46,2022-05-14T00:46:53Z,2970000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M46.00S,2022-05-14T00:47:05.8Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,41,47,2022-05-14T00:47:05Z,2980000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
303,PT01M31.00S,2022-05-14T00:47:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628960,92.06636005256242,49.754901960784316,1610612749,41,47,2022-05-14T00:47:27Z,2990000,-1.0,22.0,1,right,MISS G. Allen driving floating Shot,[1628960],1610612749.0,MIL,driving floating,,,Allen,G. Allen,,,,,2.21,Missed,,,,,,,,,,,,,,,,,,,
304,PT01M28.00S,2022-05-14T00:47:26.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,41,47,2022-05-14T00:47:27Z,3000000,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,303.0,2.0,2.0,0.0,,,,,,,,,,,,,,
305,PT01M19.00S,2022-05-14T00:47:35.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,27.205882352941174,1610612738,41,47,2022-05-14T00:47:44Z,3010000,114.0,243.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.89,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M16.00S,2022-05-14T00:47:40.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,41,47,2022-05-14T00:47:40Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,,,,
307,PT01M16.00S,2022-05-14T00:47:45.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,41,47,2022-05-14T00:47:45Z,3030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M16.00S,2022-05-14T00:47:50.6Z,2,REGULAR,substitution,out,[],1628960,,,1610612738,41,47,2022-05-14T00:47:57Z,3040000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M16.00S,2022-05-14T00:47:50.6Z,2,REGULAR,substitution,in,[],202083,,,1610612738,41,47,2022-05-14T00:47:57Z,3050000,,,0,,SUB in: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M08.00S,2022-05-14T00:48:15.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,19.004599211563733,39.705882352941174,1610612738,41,49,2022-05-14T00:48:21Z,3060000,51.0,126.0,1,left,D. White 13' turnaround Jump Shot (7 PTS),[1628401],1610612738.0,BOS,turnaround,,,White,D. White,,,,,13.62,Made,7.0,,,,,,,,,,,,,,,,,,
311,PT01M00.00S,2022-05-14T00:48:24.4Z,2,REGULAR,turnover,out-of-bounds,[],203507,,,1610612749,41,49,2022-05-14T00:51:25Z,3070000,,,0,,G. Antetokounmpo bad pass out-of-bounds TURNOVER (2 TO),[203507],1610612749.0,MIL,bad pass,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,202027.0,,,,,,,,2.0,,,,,
312,PT01M00.00S,2022-05-14T00:48:39.4Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,41,49,2022-05-14T00:48:57Z,3080000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M00.00S,2022-05-14T00:48:39.4Z,2,REGULAR,substitution,in,[],201950,,,1610612738,41,49,2022-05-14T00:48:57Z,3090000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M45.00S,2022-05-14T00:49:09.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,30.56833114323259,79.41176470588235,1610612738,41,49,2022-05-14T00:49:19Z,3100000,-147.0,235.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.71,Missed,,,,,,,,,,,,,,,,,,,
315,PT00M43.10S,2022-05-14T00:49:11.3Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,41,49,2022-05-14T00:49:11Z,3110000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,314.0,2.0,1.0,1.0,,,,,,,,,,,,,,
316,PT00M40.50S,2022-05-14T00:49:14.8Z,2,REGULAR,turnover,traveling,[],201143,,,1610612738,41,49,2022-05-14T00:49:27Z,3120000,,,0,,A. Horford traveling TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,2715.0,,,,,,,,1.0,,,,,
317,PT00M34.50S,2022-05-14T00:49:37.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202083,93.11760840998686,50.73529411764706,1610612749,43,49,2022-05-14T00:49:42Z,3130000,4.0,12.0,1,right,W. Matthews reverse Layup (2 PTS) (G. Antetokounmpo 3 AST),"[202083, 203507]",1610612749.0,MIL,reverse,,,Matthews,W. Matthews,,,,,1.27,Made,2.0,,,,,,,,,,G. Antetokounmpo,203507.0,3.0,,,,,,
319,PT00M27.10S,2022-05-14T00:49:53.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,7.5722733245729295,49.01960784313725,1610612738,43,51,2022-05-14T00:50:02Z,3150000,5.0,19.0,1,left,M. Smart driving Layup (16 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,1.93,Made,16.0,,,,,,,,,,,,,,,,,,
320,PT00M22.10S,2022-05-14T00:50:02.2Z,2,REGULAR,foul,offensive,['inpenalty'],203507,,,1610612749,43,51,2022-05-14T00:50:14Z,3160000,,,0,,G. Antetokounmpo charge offensive FOUL (3 PF),"[203507, 1628401]",1610612749.0,MIL,charge,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2715.0,3.0,0.0,White,1628401.0,,,,,,,,,
322,PT00M22.10S,2022-05-14T00:50:02.2Z,2,REGULAR,turnover,offensive foul,[],203507,,,1610612749,43,51,2022-05-14T00:50:02Z,3180000,,,0,,G. Antetokounmpo offensive foul TURNOVER (3 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,2715.0,,,,,,,,3.0,,,,,
323,PT00M22.10S,2022-05-14T00:50:19.0Z,2,REGULAR,substitution,out,[],203507,,,1610612738,43,51,2022-05-14T00:50:22Z,3190000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M22.10S,2022-05-14T00:50:19.0Z,2,REGULAR,substitution,in,[],201572,,,1610612738,43,51,2022-05-14T00:50:22Z,3200000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M05.50S,2022-05-14T00:50:45.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612738,43,51,2022-05-14T00:50:56Z,3210000,,,0,,P. Connaughton shooting personal FOUL (1 PF) (White 2 FT),"[1626192, 1628401]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,202049.0,1.0,0.0,White,1628401.0,,,,,,,,,
327,PT00M05.50S,2022-05-14T00:51:15.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,43,52,2022-05-14T00:51:15Z,3230000,,,0,,D. White Free Throw 1 of 2 (8 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
328,PT00M05.50S,2022-05-14T00:51:31.7Z,2,REGULAR,substitution,out,[],201588,,,1610612738,43,52,2022-05-14T00:51:41Z,3240000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M05.50S,2022-05-14T00:51:31.7Z,2,REGULAR,substitution,out,[],201572,,,1610612738,43,52,2022-05-14T00:51:41Z,3250000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M05.50S,2022-05-14T00:51:31.7Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,43,52,2022-05-14T00:51:41Z,3260000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M05.50S,2022-05-14T00:51:31.7Z,2,REGULAR,substitution,in,[],1626171,,,1610612738,43,52,2022-05-14T00:51:41Z,3270000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M05.50S,2022-05-14T00:51:44.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,43,53,2022-05-14T00:51:44Z,3280000,,,0,,D. White Free Throw 2 of 2 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
333,PT00M00.00S,2022-05-14T00:51:56.1Z,2,REGULAR,period,end,[],0,,,1610612749,43,53,2022-05-14T00:51:56Z,3290000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,out,['startperiod'],1626192,,,1610612749,43,53,2022-05-14T01:07:14Z,3300000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,out,['startperiod'],1626171,,,1610612749,43,53,2022-05-14T01:07:14Z,3310000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,out,['startperiod'],1628401,,,1610612749,43,53,2022-05-14T01:07:14Z,3320000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,in,['startperiod'],201572,,,1610612749,43,53,2022-05-14T01:07:14Z,3330000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,in,['startperiod'],203507,,,1610612749,43,53,2022-05-14T01:07:14Z,3340000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-05-14T01:06:22.0Z,3,REGULAR,substitution,in,['startperiod'],1629684,,,1610612749,43,53,2022-05-14T01:07:14Z,3350000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
