actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
462,PT01M07.00S,2022-05-22T02:24:02.5Z,3,REGULAR,substitution,in,[],1628997,,,1610612738,70,85,2022-05-22T02:24:17Z,4570000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT01M06.00S,2022-05-22T02:24:43.0Z,3,REGULAR,violation,kicked ball,[],203506,,,1610612738,70,85,2022-05-22T02:24:50Z,4580000,,,0,,V. Oladipo kicked ball VIOLATION,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,1148.0,,,,,,,
464,PT00M58.70S,2022-05-22T02:25:03.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,25.969119579500656,82.84313725490196,1610612738,70,85,2022-05-22T02:25:12Z,4590000,-164.0,192.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,,
465,PT00M56.80S,2022-05-22T02:25:05.7Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,70,85,2022-05-22T02:25:12Z,4600000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,464.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
466,PT00M55.80S,2022-05-22T02:25:07.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,9.937582128777924,39.705882352941174,1610612738,72,85,2022-05-22T02:25:14Z,4610000,51.0,41.0,1,left,M. Smart 6' putback Layup (12 PTS),[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,6.58,Made,,,,,12.0,,,,,,,,,,,,,,
467,PT00M41.90S,2022-05-22T02:25:24.1Z,3,REGULAR,3pt,Jump Shot,[],1628997,92.06636005256242,96.07843137254902,1610612748,72,85,2022-05-22T02:25:30Z,4620000,230.0,22.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,23.15,Missed,,,,,,,,,,,,,,,,,,,
468,PT00M39.00S,2022-05-22T02:25:27.0Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,72,85,2022-05-22T02:25:30Z,4630000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,467.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
469,PT00M31.60S,2022-05-22T02:25:25.1Z,3,REGULAR,jumpball,recovered,[],0,,,1610612738,72,85,2022-05-22T02:44:01Z,4640000,,,0,,Jump Ball V. Oladipo vs. J. Brown: Tip to Team (MIA),"[203506, 1627759]",1610612748.0,MIA,heldball,Team (MIA),,,,Oladipo,203506.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,
508,PT00M26.80S,2022-05-22T02:25:27.8Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,72,85,2022-05-22T02:44:23Z,4675000,,,0,,J. Brown lost ball TURNOVER (6 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,6.0,,,,,,,,,,
526,PT00M26.80S,2022-05-22T02:26:19.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,72,85,2022-05-22T02:41:50Z,4682500,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M26.80S,2022-05-22T02:26:20.9Z,3,REGULAR,substitution,out,[],1628997,,,1610612748,72,85,2022-05-22T02:35:09Z,4690000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT00M26.80S,2022-05-22T02:26:20.9Z,3,REGULAR,substitution,in,[],200768,,,1610612748,72,85,2022-05-22T02:35:09Z,4700000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT00M26.80S,2022-05-22T02:26:20.9Z,3,REGULAR,substitution,out,[],203506,,,1610612748,72,85,2022-05-22T02:35:09Z,4710000,,,0,,SUB out: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT00M26.80S,2022-05-22T02:26:20.9Z,3,REGULAR,substitution,in,[],1629622,,,1610612748,72,85,2022-05-22T02:35:09Z,4720000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT00M06.80S,2022-05-22T02:27:08.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,92.59198423127464,70.58823529411765,1610612748,72,87,2022-05-22T02:34:10Z,4730000,103.0,17.0,1,right,T. Herro 10' driving floating Jump Shot (8 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,10.43,Made,,,,,8.0,,,,,,,,,,,,,,
479,PT00M03.80S,2022-05-22T02:27:16.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,28.465834428383708,79.16666666666666,1610612738,72,87,2022-05-22T02:30:49Z,4740000,-146.0,215.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
480,PT00M00.80S,2022-05-22T02:27:19.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,72,87,2022-05-22T02:27:19Z,4750000,,,0,,B. Adebayo REBOUND (Off:2 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,479.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
481,PT00M00.00S,2022-05-22T02:27:20.8Z,3,REGULAR,3pt,Jump Shot,[],1628389,34.37910643889619,31.61764705882353,1610612748,72,87,2022-05-22T02:30:31Z,4760000,-92.0,564.0,1,right,MISS B. Adebayo 57' pullup 3PT,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,57.17,Missed,,,,,,,,,,,,,,,,,,,
482,PT00M00.00S,2022-05-22T02:27:20.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,72,87,2022-05-22T02:27:43Z,4770000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,481.0,,,,,,,,,,,,,,,,,,
483,PT00M00.00S,2022-05-22T02:27:26.0Z,3,REGULAR,period,end,[],0,,,1610612748,72,87,2022-05-22T02:27:26Z,4780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612748,72,87,2022-05-22T02:31:07Z,4790000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,out,['startperiod'],201143,,,1610612748,72,87,2022-05-22T02:31:07Z,4800000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612748,72,87,2022-05-22T02:31:07Z,4810000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628401,,,1610612748,72,87,2022-05-22T02:31:07Z,4820000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628464,,,1610612748,72,87,2022-05-22T02:31:07Z,4830000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2022-05-22T02:30:38.2Z,4,REGULAR,substitution,in,['startperiod'],1628997,,,1610612748,72,87,2022-05-22T02:31:07Z,4840000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2022-05-22T02:31:07.9Z,4,REGULAR,period,start,[],0,,,1610612738,72,87,2022-05-22T02:31:07Z,4850000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT11M43.00S,2022-05-22T02:31:24.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,30.042706964520367,71.81372549019608,1610612738,72,87,2022-05-22T02:31:30Z,4860000,-109.0,230.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
492,PT11M42.00S,2022-05-22T02:31:25.1Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,72,87,2022-05-22T02:31:30Z,4870000,,,0,,B. Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,491.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
493,PT11M19.00S,2022-05-22T02:31:47.1Z,4,REGULAR,2pt,Jump Shot,[],1628389,87.59855453350855,20.588235294117645,1610612748,72,89,2022-05-22T02:31:52Z,4880000,-147.0,64.0,1,right,B. Adebayo 16' Jump Shot (25 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,16.05,Made,,,,,25.0,,,,,,,,,,,,,,
494,PT11M05.00S,2022-05-22T02:32:04.6Z,4,REGULAR,foul,personal,['2freethrow'],1629622,,,1610612738,72,89,2022-05-22T02:32:13Z,4890000,,,0,,M. Strus shooting personal FOUL (3 PF) (Theis 2 FT),"[1629622, 1628464]",1610612748.0,MIA,shooting,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,1148.0,3.0,0.0,Theis,1628464.0,,,
496,PT11M05.00S,2022-05-22T02:32:31.7Z,4,REGULAR,freethrow,1 of 2,[],1628464,,,1610612738,72,89,2022-05-22T02:32:31Z,4910000,,,0,,MISS D. Theis Free Throw 1 of 2,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
497,PT11M05.00S,2022-05-22T02:32:31.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,72,89,2022-05-22T02:32:31Z,4920000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,496.0,,,,,,,,,,,,,,,,,,
498,PT11M05.00S,2022-05-22T02:32:49.6Z,4,REGULAR,freethrow,2 of 2,[],1628464,,,1610612738,73,89,2022-05-22T02:32:49Z,4930000,,,0,,D. Theis Free Throw 2 of 2 (1 PTS),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
499,PT10M55.00S,2022-05-22T02:33:05.6Z,4,REGULAR,foul,personal,[],1629684,,,1610612748,73,89,2022-05-22T02:33:12Z,4940000,,,0,,G. Williams personal FOUL (4 PF),"[1629684, 1629639]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,202058.0,4.0,0.0,Herro,1629639.0,,,
501,PT10M46.00S,2022-05-22T02:33:26.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,90.09526938239159,95.83333333333334,1610612748,73,89,2022-05-22T02:33:31Z,4960000,229.0,41.0,1,right,MISS T. Herro 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
502,PT10M44.00S,2022-05-22T02:33:28.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,73,89,2022-05-22T02:33:31Z,4970000,,,0,,G. Williams REBOUND (Off:1 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,501.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
503,PT10M35.00S,2022-05-22T02:33:37.6Z,4,REGULAR,3pt,Jump Shot,[],203935,30.962549277266753,63.23529411764706,1610612738,73,89,2022-05-22T02:33:45Z,4980000,-66.0,239.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,,
504,PT10M33.00S,2022-05-22T02:33:39.6Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,73,89,2022-05-22T02:33:45Z,4990000,,,0,,B. Adebayo REBOUND (Off:2 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,503.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
505,PT10M25.00S,2022-05-22T02:33:50.7Z,4,REGULAR,foul,offensive,[],1629216,,,1610612748,73,89,2022-05-22T02:34:27Z,5000000,,,0,,G. Vincent offensive FOUL (2 PF),"[1629216, 1628464]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Theis,1628464.0,,,
507,PT10M25.00S,2022-05-22T02:33:50.7Z,4,REGULAR,turnover,offensive foul,[],1629216,,,1610612748,73,89,2022-05-22T02:33:50Z,5020000,,,0,,G. Vincent offensive foul TURNOVER (2 TO),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2.0,,,1148.0,,,,,,,
509,PT10M12.00S,2022-05-22T02:34:14.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,6.258212877792378,45.09803921568628,1610612738,75,89,2022-05-22T02:34:30Z,5030000,25.0,6.0,1,left,M. Smart driving Layup (14 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,2.53,Made,,,,,14.0,,,,,,,,,,,,,,
510,PT10M03.00S,2022-05-22T02:34:32.4Z,4,REGULAR,foul,personal,[],203935,,,1610612748,75,89,2022-05-22T02:34:44Z,5040000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Adebayo,1628389.0,,,
512,PT09M54.00S,2022-05-22T02:35:04.2Z,4,REGULAR,3pt,Jump Shot,[],1629622,64.07687253613666,44.85294117647059,1610612748,75,89,2022-05-22T02:35:13Z,5060000,-26.0,285.0,1,right,MISS M. Strus 28' step back 3PT,[1629622],1610612748.0,MIA,step back,,,Strus,M. Strus,,,,,28.64,Missed,,,,,,,,,,,,,,,,,,,
513,PT09M52.00S,2022-05-22T02:35:06.2Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,75,89,2022-05-22T02:35:13Z,5070000,,,0,,D. Theis REBOUND (Off:0 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,512.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
514,PT09M36.00S,2022-05-22T02:35:22.5Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,75,89,2022-05-22T02:35:41Z,5080000,,,0,,J. Tatum bad pass TURNOVER (4 TO),"[1628369, 1628997]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,4.0,Martin,1628997.0,,,,,,,,
515,PT09M36.00S,2022-05-22T02:35:22.5Z,4,REGULAR,steal,,[],1628997,,,1610612748,75,89,2022-05-22T02:35:24Z,5090000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT09M34.00S,2022-05-22T02:35:28.5Z,4,REGULAR,foul,offensive,[],1628997,,,1610612748,75,89,2022-05-22T02:35:36Z,5100000,,,0,,C. Martin charge offensive FOUL (1 PF),"[1628997, 203935]",1610612748.0,MIA,charge,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Smart,203935.0,,,
518,PT09M34.00S,2022-05-22T02:35:28.5Z,4,REGULAR,turnover,offensive foul,[],1628997,,,1610612748,75,89,2022-05-22T02:35:28Z,5120000,,,0,,C. Martin offensive foul TURNOVER (1 TO),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,1.0,,,200832.0,,,,,,,
519,PT09M34.00S,2022-05-22T02:35:40.7Z,4,REGULAR,substitution,out,[],1628389,,,1610612738,75,89,2022-05-22T02:35:48Z,5130000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT09M34.00S,2022-05-22T02:35:40.7Z,4,REGULAR,substitution,in,[],203473,,,1610612738,75,89,2022-05-22T02:35:48Z,5140000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M34.00S,2022-05-22T02:35:40.7Z,4,REGULAR,substitution,out,[],203935,,,1610612738,75,89,2022-05-22T02:36:45Z,5145000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M34.00S,2022-05-22T02:35:40.7Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,75,89,2022-05-22T02:36:45Z,5147500,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT09M21.00S,2022-05-22T02:36:12.1Z,4,REGULAR,foul,personal,['2freethrow'],203473,,,1610612738,75,89,2022-05-22T02:36:36Z,5150000,,,0,,D. Dedmon shooting personal FOUL (3 PF) (Brown 2 FT),"[203473, 1627759]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,202058.0,3.0,0.0,Brown,1627759.0,,,
523,PT09M21.00S,2022-05-22T02:36:37.9Z,4,REGULAR,foul,technical,['1freethrow'],1629216,,,1610612738,75,89,2022-05-22T02:36:47Z,5170000,,,0,,G. Vincent technical FOUL (1 Tech),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,202058.0,2.0,1.0,,,,,
527,PT09M21.00S,2022-05-22T02:36:48.3Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,76,89,2022-05-22T02:36:48Z,5180000,,,0,,J. Tatum technical Free Throw 1 of 1 (10 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
528,PT09M21.00S,2022-05-22T02:37:06.5Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,77,89,2022-05-22T02:37:06Z,5190000,,,0,,J. Brown Free Throw 1 of 2 (27 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,27.0,,,,,,,,,,,,,,
529,PT09M21.00S,2022-05-22T02:37:06.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,77,89,2022-05-22T02:37:25Z,5200000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
530,PT09M21.00S,2022-05-22T02:37:06.5Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,77,89,2022-05-22T02:37:25Z,5210000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,529.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
531,PT09M06.00S,2022-05-22T02:37:36.3Z,4,REGULAR,3pt,Jump Shot,[],1629639,63.288436268068324,32.84313725490196,1610612748,77,89,2022-05-22T02:48:55Z,5220000,-86.0,293.0,1,right,MISS T. Herro 30' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,30.49,Missed,,,,,,,,,,,,,,,,,,,
532,PT09M04.00S,2022-05-22T02:37:38.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,89,2022-05-22T02:37:43Z,5230000,,,0,,J. Brown REBOUND (Off:1 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,531.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
533,PT08M53.00S,2022-05-22T02:37:49.0Z,4,REGULAR,3pt,Jump Shot,[],1629684,32.14520367936925,35.049019607843135,1610612738,80,89,2022-05-22T02:37:53Z,5240000,75.0,250.0,1,left,G. Williams 26' 3PT  (5 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.07,Made,,,,,5.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,
535,PT08M52.00S,2022-05-22T02:37:54.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,80,89,2022-05-22T02:37:54Z,5260000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,out,[],1628464,,,1610612748,80,89,2022-05-22T02:41:38Z,5270000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,out,[],1629216,,,1610612748,80,89,2022-05-22T02:41:38Z,5280000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,out,[],1629622,,,1610612748,80,89,2022-05-22T02:41:38Z,5290000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,out,[],1628997,,,1610612748,80,89,2022-05-22T02:41:38Z,5300000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,out,[],203473,,,1610612748,80,89,2022-05-22T02:41:38Z,5310000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,in,[],201143,,,1610612748,80,89,2022-05-22T02:41:38Z,5320000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,in,[],200768,,,1610612748,80,89,2022-05-22T02:41:38Z,5330000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,in,[],203506,,,1610612748,80,89,2022-05-22T02:41:38Z,5340000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,80,89,2022-05-22T02:41:38Z,5350000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M52.00S,2022-05-22T02:41:00.6Z,4,REGULAR,substitution,in,[],200782,,,1610612748,80,89,2022-05-22T02:41:38Z,5360000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M31.00S,2022-05-22T02:41:40.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.70762155059133,47.30392156862745,1610612748,80,89,2022-05-22T02:49:46Z,5375000,-13.0,91.0,1,right,MISS B. Adebayo 9' turnaround Shot - blocked,"[1628389, 1629684]",1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,9.22,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
554,PT08M31.00S,2022-05-22T02:41:40.8Z,4,REGULAR,block,,[],1629684,,,1610612748,80,89,2022-05-22T02:46:36Z,5382500,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M31.00S,2022-05-22T02:41:40.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,80,89,2022-05-22T02:46:36Z,5386250,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,553.0,,,,,,,,,,,,,,,,,,
548,PT08M31.00S,2022-05-22T02:42:21.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,80,89,2022-05-22T02:46:36Z,5390000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M31.00S,2022-05-22T02:42:22.9Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612738,80,89,2022-05-22T02:46:36Z,5400000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,No Foul on G. Williams
550,PT08M31.00S,2022-05-22T02:46:31.0Z,4,REGULAR,jumpball,recovered,[],1629684,,,1610612738,80,89,2022-05-22T02:46:31Z,5410000,,,0,,Jump Ball A. Horford vs. B. Adebayo: Tip to G. Williams,"[1629684, 201143, 1628389]",1610612738.0,BOS,challenge,G. Williams,1629684.0,Williams,G. Williams,Horford,201143.0,Adebayo,1628389.0,,,,,,,,,,,,,,,,,,,,,
556,PT08M13.00S,2022-05-22T02:46:47.6Z,4,REGULAR,2pt,Jump Shot,[],1628369,17.95335085413929,68.87254901960785,1610612738,80,89,2022-05-22T02:51:52Z,5440000,-94.0,116.0,1,left,MISS J. Tatum 14' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,14.98,Missed,,,,,,,,,,,,,,,,,,,
557,PT08M12.00S,2022-05-22T02:46:48.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,80,89,2022-05-22T02:50:28Z,5450000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,556.0,,,,,,,,,,,,,,,,,,
