actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
270,PT01M27.00S,2022-05-18T01:39:22.9Z,2,REGULAR,stoppage,other,[],0,,,1610612748,48,58,2022-05-18T01:39:22Z,2640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M27.00S,2022-05-18T01:39:27.8Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,49,58,2022-05-18T01:39:27Z,2650000,,,0,,J. Butler Free Throw 1 of 2 (11 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
272,PT01M27.00S,2022-05-18T01:39:28.5Z,2,REGULAR,substitution,out,[],1627759,,,1610612748,49,58,2022-05-18T01:39:38Z,2660000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT01M27.00S,2022-05-18T01:39:28.5Z,2,REGULAR,substitution,out,[],1628464,,,1610612748,49,58,2022-05-18T01:39:38Z,2670000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT01M27.00S,2022-05-18T01:39:28.5Z,2,REGULAR,substitution,in,[],1629057,,,1610612748,49,58,2022-05-18T01:39:38Z,2680000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT01M27.00S,2022-05-18T01:39:28.5Z,2,REGULAR,substitution,in,[],1628401,,,1610612748,49,58,2022-05-18T01:39:38Z,2690000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M27.00S,2022-05-18T01:39:54.5Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,50,58,2022-05-18T01:39:54Z,2700000,,,0,,J. Butler Free Throw 2 of 2 (12 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
277,PT01M14.00S,2022-05-18T01:40:10.6Z,2,REGULAR,turnover,bad pass,[],1628401,,,1610612738,50,58,2022-05-18T01:40:17Z,2710000,,,0,,D. White bad pass TURNOVER (2 TO),"[1628401, 1629639]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,2.0,Herro,1629639.0,
278,PT01M14.00S,2022-05-18T01:40:10.6Z,2,REGULAR,steal,,[],1629639,,,1610612748,50,58,2022-05-18T01:40:12Z,2720000,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M10.00S,2022-05-18T01:40:14.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,93.64323258869908,49.754901960784316,1610612748,52,58,2022-05-18T01:40:21Z,2730000,-1.0,7.0,1,right,T. Herro running finger roll Layup (15 PTS),[1629639],1610612748.0,MIA,running finger roll,,,Herro,T. Herro,,,,,0.74,Made,15.0,,,,,,,,,,,,,,,,,,
280,PT00M58.30S,2022-05-18T01:40:32.9Z,2,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,52,58,2022-05-18T01:40:40Z,2740000,,,0,,J. Butler shooting personal FOUL (2 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,,2530.0,2.0,0.0,Tatum,1628369.0,,,,,,
282,PT00M58.30S,2022-05-18T01:40:55.7Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,52,59,2022-05-18T01:40:55Z,2760000,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
283,PT00M58.30S,2022-05-18T01:41:28.0Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,52,60,2022-05-18T01:41:28Z,2770000,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
284,PT00M37.20S,2022-05-18T01:41:51.2Z,2,REGULAR,3pt,Jump Shot,[],202710,91.5407358738502,96.07843137254902,1610612748,52,60,2022-05-18T01:41:59Z,2780000,230.0,27.0,1,right,MISS J. Butler 3PT - blocked,"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,23.2,Missed,,,,,,,,,,,,,,Tatum,1628369.0,,,,
285,PT00M37.20S,2022-05-18T01:41:51.2Z,2,REGULAR,block,,[],1628369,,,1610612748,52,60,2022-05-18T01:41:55Z,2790000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT00M32.60S,2022-05-18T01:41:55.8Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,52,60,2022-05-18T01:42:25Z,2800000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,284.0,5.0,3.0,2.0,,,,,,,,,,,
287,PT00M32.30S,2022-05-18T01:41:58.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628401,6.652431011826544,49.754901960784316,1610612738,52,62,2022-05-18T01:43:24Z,2810000,1.0,10.0,1,left,D. White running Layup (3 PTS),[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,1.01,Made,3.0,,,,,,,,,,,,,,,,,,
288,PT00M18.80S,2022-05-18T01:42:15.1Z,2,REGULAR,2pt,Jump Shot,[],202710,73.53810775295663,52.20588235294118,1610612748,54,62,2022-05-18T01:43:42Z,2820000,11.0,196.0,1,right,J. Butler 19' pullup Jump Shot (14 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,19.65,Made,14.0,,,,,,,,,,,,,,,,,,
289,PT00M00.90S,2022-05-18T01:42:35.3Z,2,REGULAR,3pt,Jump Shot,[],1630202,32.14520367936925,38.72549019607843,1610612738,54,62,2022-05-18T01:43:02Z,2830000,56.0,250.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
290,PT00M00.10S,2022-05-18T01:42:36.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,54,62,2022-05-18T01:43:02Z,2840000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,289.0,,,,,,,,,,,,,,
291,PT00M00.00S,2022-05-18T01:42:41.4Z,2,REGULAR,period,end,[],0,,,1610612738,54,62,2022-05-18T01:42:41Z,2850000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,out,['startperiod'],1629639,,,1610612738,54,62,2022-05-18T01:58:55Z,2860000,,,0,,SUB out: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,out,['startperiod'],1628997,,,1610612738,54,62,2022-05-18T01:58:55Z,2870000,,,0,,SUB out: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,54,62,2022-05-18T01:58:55Z,2880000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,in,['startperiod'],1629622,,,1610612738,54,62,2022-05-18T01:58:55Z,2890000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612738,54,62,2022-05-18T01:58:55Z,2900000,,,0,,SUB in: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2022-05-18T01:42:52.6Z,3,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,54,62,2022-05-18T01:58:55Z,2910000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2022-05-18T01:59:18.7Z,3,REGULAR,period,start,[],0,,,1610612748,54,62,2022-05-18T01:59:18Z,2920000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT11M44.00S,2022-05-18T01:59:37.9Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612748,54,62,2022-05-18T01:59:46Z,2930000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Butler 2 FT),"[1629057, 202710]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1146.0,2.0,0.0,Butler,202710.0,,,,,,
301,PT11M44.00S,2022-05-18T02:00:02.7Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,55,62,2022-05-18T02:00:02Z,2950000,,,0,,J. Butler Free Throw 1 of 2 (15 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
302,PT11M44.00S,2022-05-18T02:00:19.9Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,56,62,2022-05-18T02:00:19Z,2960000,,,0,,J. Butler Free Throw 2 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
303,PT11M26.00S,2022-05-18T02:00:39.4Z,3,REGULAR,3pt,Jump Shot,[],1628369,73.66951379763469,16.911764705882355,1610612738,56,62,2022-05-18T02:00:45Z,2970000,-165.0,195.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
304,PT11M21.00S,2022-05-18T02:00:44.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,56,62,2022-05-18T02:00:45Z,2980000,,,0,,B. Adebayo REBOUND (Off:0 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,303.0,4.0,4.0,0.0,,,,,,,,,,,
305,PT11M07.00S,2022-05-18T02:01:01.0Z,3,REGULAR,3pt,Jump Shot,[],200782,9.411957950065702,97.79411764705883,1610612748,56,62,2022-05-18T02:01:35Z,2990000,-239.0,36.0,1,left,MISS P. Tucker 24' 3PT,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,,
306,PT11M06.00S,2022-05-18T02:01:02.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,56,62,2022-05-18T02:01:35Z,3000000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,305.0,,,,,,,,,,,,,,
307,PT11M05.00S,2022-05-18T02:01:16.6Z,3,REGULAR,foul,personal,[],1629684,,,1610612748,56,62,2022-05-18T02:01:27Z,3010000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 202710]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,,,,,,,,,,,2534.0,2.0,0.0,Butler,202710.0,,,,,,
309,PT10M50.00S,2022-05-18T02:01:36.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,34.641918528252305,40.931372549019606,1610612748,56,62,2022-05-18T02:01:43Z,3030000,45.0,273.0,1,left,MISS M. Strus 27' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,27.68,Missed,,,,,,,,,,,,,,,,,,,
310,PT10M49.00S,2022-05-18T02:01:37.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,56,62,2022-05-18T02:01:43Z,3040000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,309.0,,,,,,,,,,,,,,
311,PT10M49.00S,2022-05-18T02:01:42.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,56,62,2022-05-18T02:02:45Z,3050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT10M48.00S,2022-05-18T02:01:55.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,56,62,2022-05-18T02:01:55Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT10M44.00S,2022-05-18T02:02:18.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628389,6.783837056504599,45.588235294117645,1610612748,58,62,2022-05-18T02:02:35Z,3070000,22.0,11.0,1,left,B. Adebayo driving bank Jump Shot (8 PTS) (J. Butler 3 AST),"[1628389, 202710]",1610612748.0,MIA,driving bank,,,Adebayo,B. Adebayo,,,,,2.48,Made,8.0,J. Butler,202710.0,3.0,,,,,,,,,,,,,,,
314,PT10M44.00S,2022-05-18T02:02:24.4Z,3,REGULAR,foul,personal,['1freethrow'],1629684,,,1610612748,58,62,2022-05-18T02:02:37Z,3080000,,,0,,G. Williams shooting personal FOUL (3 PF) (Adebayo 1 FT),"[1629684, 1628389]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1146.0,3.0,0.0,Adebayo,1628389.0,,,,,,
317,PT10M44.00S,2022-05-18T02:03:15.6Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],1628389,,,1610612748,59,62,2022-05-18T02:03:15Z,3100000,,,0,,B. Adebayo Free Throw 1 of 1 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
318,PT10M31.00S,2022-05-18T02:03:36.0Z,3,REGULAR,foul,personal,[],1629216,,,1610612738,59,62,2022-05-18T02:03:49Z,3110000,,,0,,G. Vincent personal FOUL (1 PF),"[1629216, 1628369]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,1146.0,1.0,0.0,Tatum,1628369.0,,,,,,
320,PT10M16.00S,2022-05-18T02:04:02.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,91.93495400788436,44.6078431372549,1610612738,59,62,2022-05-18T02:04:10Z,3130000,-27.0,23.0,1,right,MISS R. Williams III Layup - blocked,"[1629057, 1629216]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,3.57,Missed,,,,,,,,,,,,,,Vincent,1629216.0,,,,
321,PT10M16.00S,2022-05-18T02:04:02.2Z,3,REGULAR,block,,[],1629216,,,1610612738,59,62,2022-05-18T02:04:06Z,3140000,,,0,,G. Vincent BLOCK (2 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT10M11.00S,2022-05-18T02:04:07.2Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,59,62,2022-05-18T02:04:10Z,3150000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,320.0,1.0,1.0,0.0,,,,,,,,,,,
323,PT10M09.00S,2022-05-18T02:04:09.8Z,3,REGULAR,3pt,Jump Shot,[],1629216,34.37910643889619,45.09803921568628,1610612748,59,62,2022-05-18T02:04:33Z,3160000,25.0,271.0,1,left,MISS G. Vincent 27' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,27.18,Missed,,,,,,,,,,,,,,,,,,,
324,PT10M06.00S,2022-05-18T02:04:12.8Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,59,62,2022-05-18T02:08:40Z,3170000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,323.0,6.0,4.0,2.0,,,,,,,,,,,
325,PT09M53.00S,2022-05-18T02:04:32.0Z,3,REGULAR,foul,personal,['2freethrow'],1628389,,,1610612738,59,62,2022-05-18T02:04:38Z,3180000,,,0,,B. Adebayo shooting personal FOUL (1 PF) (Brown 2 FT),"[1628389, 1627759]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2530.0,1.0,0.0,Brown,1627759.0,,,,,,
327,PT09M53.00S,2022-05-18T02:04:53.4Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,59,62,2022-05-18T02:04:53Z,3200000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
328,PT09M53.00S,2022-05-18T02:04:53.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,59,62,2022-05-18T02:04:53Z,3210000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,327.0,,,,,,,,,,,,,,
329,PT09M53.00S,2022-05-18T02:05:10.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,59,63,2022-05-18T02:05:10Z,3220000,,,0,,J. Brown Free Throw 2 of 2 (8 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
330,PT09M41.00S,2022-05-18T02:05:26.3Z,3,REGULAR,violation,kicked ball,[],1629057,,,1610612748,59,63,2022-05-18T02:05:44Z,3230000,,,0,,R. Williams III kicked ball VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
331,PT09M27.00S,2022-05-18T02:05:56.4Z,3,REGULAR,3pt,Jump Shot,[],1629216,24.655059132720105,85.5392156862745,1610612748,62,63,2022-05-18T02:06:02Z,3240000,-178.0,179.0,1,left,G. Vincent 25' 3PT fadeaway (8 PTS),[1629216],1610612748.0,MIA,fadeaway,,,Vincent,G. Vincent,,,,,25.24,Made,8.0,,,,,,,,,,,,,,,,,,
332,PT09M10.00S,2022-05-18T02:06:13.2Z,3,REGULAR,turnover,bad pass,[],1628369,,,1610612738,62,63,2022-05-18T02:06:18Z,3250000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 200782]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,2.0,Tucker,200782.0,
333,PT09M10.00S,2022-05-18T02:06:13.2Z,3,REGULAR,steal,,[],200782,,,1610612748,62,63,2022-05-18T02:06:15Z,3260000,,,0,,P. Tucker STEAL (1 STL),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT09M03.00S,2022-05-18T02:06:20.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,22.552562417871222,92.15686274509804,1610612748,62,63,2022-05-18T02:08:07Z,3270000,-211.0,159.0,1,left,MISS G. Vincent 26' pullup 3PT,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
335,PT09M02.00S,2022-05-18T02:06:21.5Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,62,63,2022-05-18T02:06:40Z,3280000,,,0,,J. Butler REBOUND (Off:4 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,334.0,6.0,2.0,4.0,,,,,,,,,,,
336,PT09M02.00S,2022-05-18T02:06:25.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,6.389618922470433,49.26470588235294,1610612748,64,63,2022-05-18T02:08:42Z,3290000,4.0,8.0,1,left,J. Butler putback Layup (18 PTS),[202710],1610612748.0,MIA,putback,,,Butler,J. Butler,,,,,0.85,Made,18.0,,,,,,,,,,,,,,,,,,
337,PT09M02.00S,2022-05-18T02:06:31.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,64,63,2022-05-18T02:06:31Z,3300000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT08M39.00S,2022-05-18T02:10:28.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,95.74572930354796,50.73529411764706,1610612738,64,63,2022-05-18T02:10:36Z,3310000,4.0,-13.0,1,right,MISS R. Williams III Layup - blocked,"[1629057, 1629216]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,1.3,Missed,,,,,,,,,,,,,,Vincent,1629216.0,,,,
339,PT08M39.00S,2022-05-18T02:10:28.9Z,3,REGULAR,block,,[],1629216,,,1610612738,64,63,2022-05-18T02:10:32Z,3320000,,,0,,G. Vincent BLOCK (3 BLK),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT08M36.00S,2022-05-18T02:10:31.9Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,64,63,2022-05-18T02:10:36Z,3330000,,,0,,G. Vincent REBOUND (Off:0 Def:2),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,338.0,2.0,2.0,0.0,,,,,,,,,,,
341,PT08M36.00S,2022-05-18T02:10:40.4Z,3,REGULAR,foul,personal,[],1627759,,,1610612748,64,63,2022-05-18T02:10:59Z,3340000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2530.0,3.0,0.0,Butler,202710.0,,,,,,
343,PT08M29.00S,2022-05-18T02:11:07.7Z,3,REGULAR,3pt,Jump Shot,[],1629622,27.677398160315374,81.86274509803921,1610612748,67,63,2022-05-18T02:11:11Z,3360000,-159.0,208.0,1,left,M. Strus 26' 3PT  (3 PTS) (P. Tucker 2 AST),"[1629622, 200782]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,26.18,Made,3.0,P. Tucker,200782.0,2.0,,,,,,,,,,,,,,,
345,PT08M14.00S,2022-05-18T02:11:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,94.1688567674113,50.98039215686274,1610612738,67,63,2022-05-18T02:11:28Z,3380000,5.0,2.0,1,right,MISS G. Williams driving Layup - blocked,"[1629684, 1628389]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,0.54,Missed,,,,,,,,,,,,,,Adebayo,1628389.0,,,,
346,PT08M14.00S,2022-05-18T02:11:23.3Z,3,REGULAR,block,,[],1628389,,,1610612738,67,63,2022-05-18T02:11:26Z,3390000,,,0,,B. Adebayo BLOCK (2 BLK),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M10.00S,2022-05-18T02:11:27.3Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,67,63,2022-05-18T02:13:12Z,3400000,,,0,,P. Tucker REBOUND (Off:0 Def:3),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,345.0,3.0,3.0,0.0,,,,,,,,,,,
348,PT08M07.00S,2022-05-18T02:11:29.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629622,11.383048620236531,3.431372549019608,1610612748,67,63,2022-05-18T02:13:48Z,3410000,233.0,55.0,1,left,MISS M. Strus running 3PT,[1629622],1610612748.0,MIA,running,,,Strus,M. Strus,,,,,23.91,Missed,,,,,,,,,,,,,,,,,,,
349,PT08M04.00S,2022-05-18T02:11:32.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,63,2022-05-18T02:11:48Z,3420000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,348.0,5.0,5.0,0.0,,,,,,,,,,,
350,PT07M58.00S,2022-05-18T02:11:39.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,72.88107752956637,18.38235294117647,1610612738,67,63,2022-05-18T02:11:51Z,3430000,-158.0,202.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,,
351,PT07M52.00S,2022-05-18T02:11:45.6Z,3,REGULAR,rebound,defensive,[],200782,,,1610612748,67,63,2022-05-18T02:11:51Z,3440000,,,0,,P. Tucker REBOUND (Off:0 Def:4),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,350.0,4.0,4.0,0.0,,,,,,,,,,,
352,PT07M43.00S,2022-05-18T02:11:54.7Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,67,63,2022-05-18T02:12:04Z,3450000,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 1628369]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,2.0,Tatum,1628369.0,
353,PT07M43.00S,2022-05-18T02:11:54.7Z,3,REGULAR,steal,,[],1628369,,,1610612738,67,63,2022-05-18T02:19:01Z,3460000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M40.00S,2022-05-18T02:12:02.5Z,3,REGULAR,foul,personal,['2freethrow'],1629216,,,1610612738,67,63,2022-05-18T02:12:12Z,3470000,,,0,,G. Vincent shooting personal FOUL (2 PF) (Brown 2 FT),"[1629216, 1627759]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,1146.0,2.0,0.0,Brown,1627759.0,,,,,,
358,PT07M40.00S,2022-05-18T02:12:19.7Z,3,REGULAR,stoppage,court clean up,[],0,,,1610612738,67,63,2022-05-18T02:12:55Z,3485000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M40.00S,2022-05-18T02:12:36.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,67,63,2022-05-18T02:12:36Z,3490000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
357,PT07M40.00S,2022-05-18T02:12:36.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,67,63,2022-05-18T02:12:36Z,3500000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,356.0,,,,,,,,,,,,,,
