actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
355,PT07M28.00S,2022-05-20T02:09:51.9Z,3,REGULAR,substitution,in,[],203506,,,1610612738,53,80,2022-05-20T02:10:12Z,3480000,,,0,,SUB in: V. Oladipo,[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M28.00S,2022-05-20T02:09:51.9Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,53,80,2022-05-20T02:10:12Z,3490000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
357,PT07M23.00S,2022-05-20T02:10:16.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,92.06636005256242,51.71568627450981,1610612738,53,80,2022-05-20T02:10:22Z,3500000,9.0,22.0,1,right,MISS M. Smart driving finger roll Layup,[203935],1610612738.0,BOS,driving finger roll,,,Smart,M. Smart,,,,,2.37,Missed,,,,,,,,,,,,,,,,,,
358,PT07M23.00S,2022-05-20T02:10:16.3Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,53,80,2022-05-20T02:10:22Z,3510000,,,0,,B. Adebayo REBOUND (Off:3 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,357.0,8.0,5.0,3.0,,,,,,,,,,,,,
359,PT07M23.00S,2022-05-20T02:10:25.4Z,3,REGULAR,foul,personal,[],1629684,,,1610612748,53,80,2022-05-20T02:10:50Z,3520000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 1628389]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,101284.0,3.0,0.0,Adebayo,1628389.0,,,,,
361,PT07M04.00S,2022-05-20T02:10:50.5Z,3,REGULAR,2pt,Jump Shot,[],202710,8.360709592641262,26.47058823529412,1610612748,55,80,2022-05-20T02:10:54Z,3540000,118.0,26.0,1,left,J. Butler 12' turnaround fadeaway Jump Shot (20 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,12.05,Made,20.0,,,,,,,,,,,,,,,,,
362,PT06M45.00S,2022-05-20T02:11:09.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,76.95466491458606,7.352941176470589,1610612738,55,80,2022-05-20T02:11:17Z,3550000,-213.0,164.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
363,PT06M40.00S,2022-05-20T02:11:14.7Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,55,80,2022-05-20T02:11:17Z,3560000,,,0,,M. Strus REBOUND (Off:0 Def:4),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,362.0,4.0,4.0,0.0,,,,,,,,,,,,,
364,PT06M39.00S,2022-05-20T02:11:16.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202710,6.521024967148489,49.754901960784316,1610612748,57,80,2022-05-20T02:11:23Z,3570000,1.0,9.0,1,left,J. Butler running Layup (22 PTS) (M. Strus 2 AST),"[202710, 1629622]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,0.89,Made,22.0,,,,,M. Strus,1629622.0,2.0,,,,,,,,,,
366,PT06M39.00S,2022-05-20T02:11:24.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,80,2022-05-20T02:11:24Z,3590000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M22.00S,2022-05-20T02:15:23.8Z,3,REGULAR,foul,personal,['2freethrow'],202710,,,1610612738,57,80,2022-05-20T02:15:31Z,3600000,,,0,,J. Butler shooting personal FOUL (2 PF) (Tatum 2 FT),"[202710, 1628369]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,,,,,,,,,,,2714.0,2.0,0.0,Tatum,1628369.0,,,,,
369,PT06M22.00S,2022-05-20T02:15:53.8Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,57,81,2022-05-20T02:15:53Z,3620000,,,0,,J. Tatum Free Throw 1 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
370,PT06M22.00S,2022-05-20T02:16:08.7Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,57,82,2022-05-20T02:16:08Z,3630000,,,0,,J. Tatum Free Throw 2 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
371,PT06M08.00S,2022-05-20T02:16:29.2Z,3,REGULAR,turnover,lost ball,[],203506,,,1610612748,57,82,2022-05-20T02:16:36Z,3640000,,,0,,V. Oladipo lost ball TURNOVER (2 TO),"[203506, 203935]",1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,,,,,,,,,,,,,2.0,Smart,203935.0
372,PT06M08.00S,2022-05-20T02:16:29.2Z,3,REGULAR,steal,,[],203935,,,1610612738,57,82,2022-05-20T02:16:31Z,3650000,,,0,,M. Smart STEAL (3 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
373,PT06M08.00S,2022-05-20T02:16:35.6Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,57,82,2022-05-20T02:17:14Z,3660000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,,,,,,,,,,,1662.0,,,,,,,1.0,,
374,PT05M57.00S,2022-05-20T02:17:01.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,8.09789750328515,46.32352941176471,1610612748,57,82,2022-05-20T02:17:11Z,3670000,18.0,24.0,1,left,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,
375,PT05M54.00S,2022-05-20T02:17:04.8Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,57,82,2022-05-20T02:17:04Z,3680000,,,0,,J. Butler REBOUND (Off:4 Def:0),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,374.0,4.0,0.0,4.0,,,,,,,,,,,,,
376,PT05M54.00S,2022-05-20T02:17:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202710,5.590000152587891,50.0,1610612748,59,82,2022-05-20T02:17:04Z,3690000,0.0,0.0,1,left,J. Butler tip Layup (24 PTS),[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,0.0,Made,24.0,,,,,,,,,,,,,,,,,
377,PT05M39.00S,2022-05-20T02:17:19.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,92.59198423127464,3.6764705882352944,1610612738,59,82,2022-05-20T02:17:25Z,3700000,-232.0,17.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.22,Missed,,,,,,,,,,,,,,,,,,
378,PT05M37.00S,2022-05-20T02:17:21.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,59,82,2022-05-20T02:17:25Z,3710000,,,0,,J. Butler REBOUND (Off:4 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,377.0,5.0,1.0,4.0,,,,,,,,,,,,,
383,PT05M29.00S,2022-05-20T02:18:00.0Z,3,REGULAR,turnover,offensive goaltending,[],1628389,,,1610612748,59,82,2022-05-20T02:18:44Z,3760000,,,0,,B. Adebayo offensive goaltending TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,101284.0,,,,,,,1.0,,
384,PT05M05.00S,2022-05-20T02:18:08.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,90.62089356110381,2.450980392156863,1610612738,59,82,2022-05-20T02:18:21Z,3770000,-238.0,36.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.04,Missed,,,,,,,,,,,,,,,,,,
385,PT05M03.00S,2022-05-20T02:18:10.3Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,59,82,2022-05-20T02:18:10Z,3780000,,,0,,G. Williams REBOUND (Off:1 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,384.0,3.0,2.0,1.0,,,,,,,,,,,,,
386,PT05M01.00S,2022-05-20T02:18:12.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629684,94.95729303547962,58.57843137254902,1610612738,59,82,2022-05-20T02:18:25Z,3790000,43.0,-5.0,1,right,MISS G. Williams Layup,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,4.32,Missed,,,,,,,,,,,,,,,,,,
387,PT04M58.00S,2022-05-20T02:18:14.8Z,3,REGULAR,rebound,defensive,[],1629216,,,1610612748,59,82,2022-05-20T02:18:14Z,3800000,,,0,,G. Vincent REBOUND (Off:0 Def:3),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,386.0,3.0,3.0,0.0,,,,,,,,,,,,,
388,PT04M48.00S,2022-05-20T02:18:25.5Z,3,REGULAR,3pt,Jump Shot,[],1629216,32.933639947437584,46.568627450980394,1610612748,62,82,2022-05-20T02:18:30Z,3810000,17.0,257.0,1,left,G. Vincent 25' 3PT  (14 PTS) (J. Butler 3 AST),"[1629216, 202710]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,25.77,Made,14.0,,,,,J. Butler,202710.0,3.0,,,,,,,,,,
390,PT04M20.00S,2022-05-20T02:18:52.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,74.32654402102497,14.950980392156863,1610612738,62,82,2022-05-20T02:19:00Z,3830000,-175.0,189.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.76,Missed,,,,,,,,,,,,,,,,,,
391,PT04M19.00S,2022-05-20T02:18:57.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,62,82,2022-05-20T02:18:57Z,3840000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,,
392,PT04M19.00S,2022-05-20T02:18:59.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,62,82,2022-05-20T02:18:59Z,3850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT04M15.00S,2022-05-20T02:19:44.4Z,3,REGULAR,foul,personal,[],1629622,,,1610612738,62,82,2022-05-20T02:20:47Z,3860000,,,0,,M. Strus personal FOUL (1 PF),"[1629622, 1629684]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,1662.0,1.0,0.0,Williams,1629684.0,,,,,
395,PT03M59.00S,2022-05-20T02:20:18.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,90.88370565045992,51.470588235294116,1610612738,62,82,2022-05-20T02:29:36Z,3880000,7.0,33.0,1,right,MISS J. Brown Layup - blocked,"[1627759, 1629622]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,3.4,Missed,,,,,,,,,,,,,,Strus,1629622.0,,,
396,PT03M59.00S,2022-05-20T02:20:18.7Z,3,REGULAR,block,,[],1629622,,,1610612738,62,82,2022-05-20T02:20:21Z,3890000,,,0,,M. Strus BLOCK (1 BLK),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M55.00S,2022-05-20T02:20:22.7Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,62,82,2022-05-20T02:21:08Z,3900000,,,0,,J. Brown REBOUND (Off:2 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,395.0,8.0,6.0,2.0,,,,,,,,,,,,,
398,PT03M53.00S,2022-05-20T02:20:24.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,92.85479632063075,54.166666666666664,1610612738,62,82,2022-05-20T02:29:51Z,3910000,21.0,15.0,1,right,MISS J. Brown putback Layup,[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,2.55,Missed,,,,,,,,,,,,,,,,,,
399,PT03M52.00S,2022-05-20T02:20:25.8Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,62,82,2022-05-20T02:20:25Z,3920000,,,0,,M. Strus REBOUND (Off:0 Def:5),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,398.0,5.0,5.0,0.0,,,,,,,,,,,,,
400,PT03M46.00S,2022-05-20T02:20:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,6.389618922470433,47.794117647058826,1610612748,64,82,2022-05-20T02:21:16Z,3930000,11.0,8.0,1,left,J. Butler driving Layup (26 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,1.34,Made,26.0,,,,,,,,,,,,,,,,,
403,PT03M46.00S,2022-05-20T02:20:40.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612748,64,82,2022-05-20T02:20:49Z,3940000,,,0,,J. Brown shooting personal FOUL (4 PF) (Butler 1 FT),"[1627759, 202710]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,2714.0,4.0,0.0,Butler,202710.0,,,,,
405,PT03M46.00S,2022-05-20T02:20:50.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612748,64,82,2022-05-20T02:20:53Z,3960000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
406,PT03M46.00S,2022-05-20T02:20:50.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612748,64,82,2022-05-20T02:20:53Z,3970000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
407,PT03M46.00S,2022-05-20T02:21:17.8Z,3,REGULAR,freethrow,1 of 1,[],202710,,,1610612748,65,82,2022-05-20T02:21:17Z,3980000,,,0,,J. Butler Free Throw 1 of 1 (27 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
408,PT03M28.00S,2022-05-20T02:21:43.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612738,65,82,2022-05-20T02:21:53Z,3990000,,,0,,G. Vincent shooting personal FOUL (3 PF) (Tatum 2 FT),"[1629216, 1628369]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,,,,,,,,,,,2714.0,3.0,0.0,Tatum,1628369.0,,,,,
410,PT03M28.00S,2022-05-20T02:22:05.7Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,65,83,2022-05-20T02:22:05Z,4010000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
411,PT03M28.00S,2022-05-20T02:22:06.5Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,65,83,2022-05-20T02:22:13Z,4020000,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M28.00S,2022-05-20T02:22:06.5Z,3,REGULAR,substitution,in,[],1629639,,,1610612738,65,83,2022-05-20T02:22:13Z,4030000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M28.00S,2022-05-20T02:22:30.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,65,84,2022-05-20T02:22:30Z,4040000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
414,PT03M08.00S,2022-05-20T02:22:55.0Z,3,REGULAR,2pt,Jump Shot,[],202710,14.273981603153747,30.637254901960787,1610612748,67,84,2022-05-20T02:22:59Z,4050000,97.0,82.0,1,left,J. Butler 12' driving floating Jump Shot (29 PTS),[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,12.67,Made,29.0,,,,,,,,,,,,,,,,,
415,PT02M55.00S,2022-05-20T02:23:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630202,93.9060446780552,3.1862745098039214,1610612738,67,84,2022-05-20T02:23:21Z,4060000,-234.0,5.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
416,PT02M53.00S,2022-05-20T02:23:10.4Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,67,84,2022-05-20T02:23:21Z,4070000,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,415.0,9.0,6.0,3.0,,,,,,,,,,,,,
417,PT02M41.00S,2022-05-20T02:23:21.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,6.652431011826544,52.94117647058824,1610612748,67,84,2022-05-20T02:32:12Z,4080000,-15.0,10.0,1,left,MISS B. Adebayo cutting Layup - blocked,"[1628389, 203935]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.78,Missed,,,,,,,,,,,,,,Smart,203935.0,,,
418,PT02M41.00S,2022-05-20T02:23:21.8Z,3,REGULAR,block,,[],203935,,,1610612748,67,84,2022-05-20T02:23:24Z,4090000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M38.00S,2022-05-20T02:23:24.8Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,67,84,2022-05-20T02:23:38Z,4100000,,,0,,G. Williams REBOUND (Off:1 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,417.0,4.0,3.0,1.0,,,,,,,,,,,,,
420,PT02M34.00S,2022-05-20T02:23:31.8Z,3,REGULAR,2pt,Jump Shot,[],203935,79.45137976346912,49.754901960784316,1610612738,67,86,2022-05-20T02:24:02Z,4110000,-1.0,141.0,1,right,M. Smart 14' pullup Jump Shot (15 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,14.07,Made,15.0,,,,,,,,,,,,,,,,,
421,PT02M24.00S,2022-05-20T02:23:44.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,67,86,2022-05-20T02:23:44Z,4120000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,out,[],1628389,,,1610612748,67,86,2022-05-20T02:27:19Z,4130000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,out,[],1629622,,,1610612748,67,86,2022-05-20T02:27:19Z,4140000,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,out,[],201143,,,1610612748,67,86,2022-05-20T02:27:19Z,4150000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,in,[],203473,,,1610612748,67,86,2022-05-20T02:27:19Z,4160000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
426,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,in,[],1629130,,,1610612748,67,86,2022-05-20T02:27:19Z,4170000,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
427,PT02M24.00S,2022-05-20T02:23:54.9Z,3,REGULAR,substitution,in,[],1629057,,,1610612748,67,86,2022-05-20T02:27:19Z,4180000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M16.00S,2022-05-20T02:27:31.7Z,3,REGULAR,turnover,lost ball,[],202710,,,1610612748,67,86,2022-05-20T02:27:43Z,4190000,,,0,,J. Butler lost ball TURNOVER (3 TO),"[202710, 1630202]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,3.0,Pritchard,1630202.0
429,PT02M16.00S,2022-05-20T02:27:31.7Z,3,REGULAR,steal,,[],1630202,,,1610612738,67,86,2022-05-20T02:27:34Z,4200000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M12.00S,2022-05-20T02:27:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203473,,,1610612738,67,86,2022-05-20T02:27:52Z,4210000,,,0,,D. Dedmon shooting personal FOUL (1 PF) (Williams 2 FT),"[203473, 1629684]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,101284.0,1.0,0.0,Williams,1629684.0,,,,,
432,PT02M12.00S,2022-05-20T02:28:14.5Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629684,,,1610612738,67,87,2022-05-20T02:28:14Z,4230000,,,0,,G. Williams Free Throw 1 of 2 (13 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
433,PT02M12.00S,2022-05-20T02:28:33.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629684,,,1610612738,67,88,2022-05-20T02:28:33Z,4240000,,,0,,G. Williams Free Throw 2 of 2 (14 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
434,PT01M57.00S,2022-05-20T02:28:49.4Z,3,REGULAR,3pt,Jump Shot,[],1629130,27.94021024967148,81.61764705882352,1610612748,67,88,2022-05-20T02:28:56Z,4250000,-158.0,210.0,1,left,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.29,Missed,,,,,,,,,,,,,,,,,,
435,PT01M54.00S,2022-05-20T02:28:52.2Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,67,88,2022-05-20T02:28:52Z,4260000,,,0,,J. Butler REBOUND (Off:5 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,434.0,6.0,1.0,5.0,,,,,,,,,,,,,
436,PT01M52.00S,2022-05-20T02:28:54.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629130,13.87976346911958,96.56862745098039,1610612748,67,88,2022-05-20T02:28:58Z,4270000,-233.0,78.0,1,left,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,
437,PT01M49.00S,2022-05-20T02:28:57.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,67,88,2022-05-20T02:28:58Z,4280000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,436.0,5.0,5.0,0.0,,,,,,,,,,,,,
438,PT01M38.00S,2022-05-20T02:29:07.9Z,3,REGULAR,3pt,Jump Shot,[],203935,69.85873850197109,22.30392156862745,1610612738,67,91,2022-05-20T02:29:11Z,4290000,-138.0,231.0,1,right,M. Smart 26' 3PT  (18 PTS) (J. Tatum 5 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.92,Made,18.0,,,,,J. Tatum,1628369.0,5.0,,,,,,,,,,
440,PT01M14.00S,2022-05-20T02:29:33.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203506,15.850854139290407,61.76470588235294,1610612748,67,91,2022-05-20T02:29:37Z,4310000,-59.0,96.0,1,left,MISS V. Oladipo 11' pullup Shot,[203506],1610612748.0,MIA,pullup,,,Oladipo,V. Oladipo,,,,,11.3,Missed,,,,,,,,,,,,,,,,,,
441,PT01M11.00S,2022-05-20T02:29:36.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,67,91,2022-05-20T02:29:37Z,4320000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,440.0,4.0,3.0,1.0,,,,,,,,,,,,,
442,PT01M03.00S,2022-05-20T02:29:43.9Z,3,REGULAR,3pt,Jump Shot,[],203935,74.98357424441524,11.029411764705882,1610612738,67,91,2022-05-20T02:29:51Z,4330000,-195.0,183.0,1,right,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
443,PT00M56.50S,2022-05-20T02:29:50.4Z,3,REGULAR,rebound,defensive,[],203473,,,1610612748,67,91,2022-05-20T02:43:33Z,4340000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,442.0,1.0,1.0,0.0,,,,,,,,,,,,,
446,PT00M50.60S,2022-05-20T02:29:57.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629130,7.178055190538765,50.0,1610612748,69,91,2022-05-20T02:30:02Z,4370000,0.0,15.0,1,left,D. Robinson driving finger roll Layup (2 PTS) (T. Herro 2 AST),"[1629130, 1629639]",1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,1.5,Made,2.0,,,,,T. Herro,1629639.0,2.0,,,,,,,,,,
448,PT00M33.40S,2022-05-20T02:30:17.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,43.627450980392155,1610612738,69,94,2022-05-20T02:36:44Z,4390000,-32.0,249.0,1,right,J. Tatum 25' 3PT pullup (27 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.14,Made,27.0,,,,,,,,,,,,,,,,,
