actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
485,PT01M54.00S,2022-06-06T01:59:34.8Z,3,REGULAR,substitution,in,[],1626172,,,1610612738,79,62,2022-06-06T01:59:37Z,4850000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M54.00S,2022-06-06T01:59:54.9Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,79,63,2022-06-06T01:59:54Z,4860000,,,0,,J. Tatum Free Throw 2 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,27.0,,,,,,,,,,,,,,,
487,PT01M41.00S,2022-06-06T02:00:09.6Z,3,REGULAR,3pt,Jump Shot,[],201939,65.1281208935611,69.11764705882352,1610612744,79,63,2022-06-06T02:00:12Z,4870000,96.0,275.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,29.14,Missed,,,,,,,,,,,,,,,,
488,PT01M37.00S,2022-06-06T02:00:13.1Z,3,REGULAR,rebound,offensive,[],203490,,,1610612744,79,63,2022-06-06T02:00:13Z,4880000,,,0,,O. Porter Jr. REBOUND (Off:1 Def:2),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,487.0,3.0,2.0,1.0,,
489,PT01M32.00S,2022-06-06T02:00:21.3Z,3,REGULAR,turnover,out-of-bounds,[],201939,,,1610612744,79,63,2022-06-06T02:00:24Z,4890000,,,0,,S. Curry step out-of-bounds TURNOVER (2 TO),[201939],1610612744.0,GSW,step,,,Curry,S. Curry,,,,,201639.0,2.0,,,,,,,,,,,,,,,,,,
490,PT01M19.00S,2022-06-06T02:00:47.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201939,,,1610612738,79,63,2022-06-06T02:00:55Z,4900000,,,0,,S. Curry shooting personal FOUL (2 PF) (Tatum 2 FT),"[201939, 1628369]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,201639.0,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
492,PT01M19.00S,2022-06-06T02:01:11.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,79,63,2022-06-06T02:01:11Z,4920000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,
493,PT01M19.00S,2022-06-06T02:01:11.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,79,63,2022-06-06T02:01:11Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,
494,PT01M19.00S,2022-06-06T02:01:14.8Z,3,REGULAR,substitution,out,[],1627780,,,1610612738,79,63,2022-06-06T02:01:17Z,4940000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
495,PT01M19.00S,2022-06-06T02:01:14.8Z,3,REGULAR,substitution,in,[],1629673,,,1610612738,79,63,2022-06-06T02:01:17Z,4950000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M19.00S,2022-06-06T02:01:30.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,79,64,2022-06-06T02:01:30Z,4960000,,,0,,J. Tatum Free Throw 2 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,28.0,,,,,,,,,,,,,,,
497,PT01M04.00S,2022-06-06T02:01:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,91.14651773981603,41.42156862745098,1610612744,81,64,2022-06-06T02:01:50Z,4970000,-43.0,31.0,1,right,K. Looney Layup (10 PTS) (J. Poole 3 AST),"[1626172, 1629673]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,5.28,Made,10.0,J. Poole,1629673.0,3.0,,,,,,,,,,,,
499,PT00M38.00S,2022-06-06T02:02:17.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,81,64,2022-06-06T02:02:20Z,4990000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,201639.0,,,,,,,,,,,,,,,,,,,
500,PT00M29.70S,2022-06-06T02:02:44.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,63.81406044678055,58.82352941176471,1610612744,84,64,2022-06-06T02:02:47Z,5000000,44.0,288.0,1,right,J. Poole 29' 3PT step back (6 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,29.1,Made,6.0,,,,,,,,,,,,,,,
501,PT00M06.90S,2022-06-06T02:03:09.9Z,3,REGULAR,3pt,Jump Shot,[],1628401,34.247700394218136,48.03921568627451,1610612738,84,64,2022-06-06T02:03:11Z,5010000,10.0,269.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,,,26.96,Missed,,,,,,,,,,,,,,,,
502,PT00M05.20S,2022-06-06T02:03:11.6Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,84,64,2022-06-06T02:04:54Z,5020000,,,0,,A. Wiggins REBOUND (Off:3 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,501.0,6.0,3.0,3.0,,
503,PT00M01.50S,2022-06-06T02:03:16.1Z,3,REGULAR,3pt,Jump Shot,[],1629673,55.66688567674113,75.49019607843137,1610612744,87,64,2022-06-06T02:04:27Z,5030000,127.0,364.0,1,right,J. Poole 38' 3PT pullup (9 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,38.59,Made,9.0,,,,,,,,,,,,,,,
504,PT00M00.00S,2022-06-06T02:03:27.0Z,3,REGULAR,period,end,[],0,,,1610612738,87,64,2022-06-06T02:03:27Z,5040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],1626172,,,1610612738,87,64,2022-06-06T02:07:30Z,5060000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],203952,,,1610612738,87,64,2022-06-06T02:07:30Z,5070000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],201939,,,1610612738,87,64,2022-06-06T02:07:30Z,5080000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],203490,,,1610612738,87,64,2022-06-06T02:07:30Z,5090000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],1630202,,,1610612738,87,64,2022-06-06T02:07:30Z,5100000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,87,64,2022-06-06T02:07:30Z,5110000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612738,87,64,2022-06-06T02:07:30Z,5120000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],202691,,,1610612738,87,64,2022-06-06T02:07:30Z,5130000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
514,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],202357,,,1610612738,87,64,2022-06-06T02:07:30Z,5140000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],1627780,,,1610612738,87,64,2022-06-06T02:07:30Z,5150000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],203110,,,1610612738,87,64,2022-06-06T02:07:30Z,5160000,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,87,64,2022-06-06T02:07:30Z,5170000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,87,64,2022-06-06T02:07:30Z,5180000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2022-06-06T02:05:09.8Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,87,64,2022-06-06T02:07:30Z,5190000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
520,PT12M00.00S,2022-06-06T02:07:44.0Z,4,REGULAR,period,start,[],0,,,1610612738,87,64,2022-06-06T02:07:44Z,5200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT11M43.00S,2022-06-06T02:08:00.2Z,4,REGULAR,turnover,bad pass,[],1628401,,,1610612738,87,64,2022-06-06T02:08:01Z,5210000,,,0,,D. White bad pass TURNOVER (3 TO),"[1628401, 202357]",1610612738.0,BOS,,,,White,D. White,,,,,,3.0,,,,,,,Bjelica,202357.0,,,,,,,,,,
522,PT11M43.00S,2022-06-06T02:08:00.2Z,4,REGULAR,steal,,[],202357,,,1610612744,87,64,2022-06-06T02:08:02Z,5220000,,,0,,N. Bjelica STEAL (1 STL),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
523,PT11M38.00S,2022-06-06T02:08:04.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,94.43166885676742,2.2058823529411766,1610612744,87,64,2022-06-06T02:09:38Z,5230000,-239.0,0.0,1,right,MISS J. Poole running 3PT,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,23.9,Missed,,,,,,,,,,,,,,,,
524,PT11M35.00S,2022-06-06T02:08:07.7Z,4,REGULAR,rebound,offensive,[],1627780,,,1610612744,87,64,2022-06-06T02:08:15Z,5240000,,,0,,G. Payton II REBOUND (Off:1 Def:0),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,523.0,1.0,0.0,1.0,,
525,PT11M32.00S,2022-06-06T02:08:10.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627780,94.40999984741211,50.0,1610612744,89,64,2022-06-06T02:08:10Z,5250000,0.0,0.0,1,right,G. Payton II putback Layup (7 PTS),[1627780],1610612744.0,GSW,putback,,,Payton II,G. Payton II,,,,,,,0.0,Made,7.0,,,,,,,,,,,,,,,
526,PT11M21.00S,2022-06-06T02:08:28.2Z,4,REGULAR,foul,personal,[],1627780,,,1610612738,89,64,2022-06-06T02:10:13Z,5260000,,,0,,G. Payton II personal FOUL (2 PF),"[1627780, 1628369]",1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,201639.0,,,,,,,,,,2.0,0.0,Tatum,1628369.0,,,,,,
528,PT11M11.00S,2022-06-06T02:08:48.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,11.645860709592641,51.9607843137255,1610612738,89,64,2022-06-06T02:08:51Z,5280000,-10.0,57.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,5.78,Missed,,,,,,,,,,,,,,,,
529,PT11M08.00S,2022-06-06T02:08:51.7Z,4,REGULAR,rebound,defensive,[],202691,,,1610612744,89,64,2022-06-06T02:08:51Z,5290000,,,0,,K. Thompson REBOUND (Off:0 Def:3),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,528.0,3.0,3.0,0.0,,
530,PT11M01.00S,2022-06-06T02:08:58.3Z,4,REGULAR,2pt,Jump Shot,[],1629673,73.53810775295663,55.392156862745104,1610612744,91,64,2022-06-06T02:09:00Z,5300000,27.0,196.0,1,right,J. Poole 19' pullup Jump Shot (11 PTS) (D. Green 7 AST),"[1629673, 203110]",1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,19.8,Made,11.0,D. Green,203110.0,7.0,,,,,,,,,,,,
532,PT10M48.00S,2022-06-06T02:09:11.4Z,4,REGULAR,turnover,lost ball,[],201143,,,1610612738,91,64,2022-06-06T02:09:13Z,5320000,,,0,,A. Horford lost ball TURNOVER (2 TO),"[201143, 202691]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,2.0,,,,,,,Thompson,202691.0,,,,,,,,,,
533,PT10M48.00S,2022-06-06T02:09:11.4Z,4,REGULAR,steal,,[],202691,,,1610612744,91,64,2022-06-06T02:09:14Z,5330000,,,0,,K. Thompson STEAL (2 STL),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
534,PT10M45.00S,2022-06-06T02:09:15.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202357,94.1688567674113,56.61764705882353,1610612744,93,64,2022-06-06T02:12:55Z,5340000,33.0,2.0,1,right,N. Bjelica running Layup (6 PTS) (K. Thompson 1 AST),"[202357, 202691]",1610612744.0,GSW,running,,,Bjelica,N. Bjelica,,,,,,,3.32,Made,6.0,K. Thompson,202691.0,1.0,,,,,,,,,,,,
536,PT10M45.00S,2022-06-06T02:09:22.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,93,64,2022-06-06T02:09:22Z,5360000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,93,64,2022-06-06T02:12:51Z,5370000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,out,[],203935,,,1610612738,93,64,2022-06-06T02:12:51Z,5380000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
539,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,out,[],201143,,,1610612738,93,64,2022-06-06T02:12:51Z,5390000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,
540,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,93,64,2022-06-06T02:12:51Z,5400000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
541,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,93,64,2022-06-06T02:12:51Z,5410000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
542,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,93,64,2022-06-06T02:12:51Z,5420000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
543,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,93,64,2022-06-06T02:12:51Z,5430000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
544,PT10M45.00S,2022-06-06T02:11:13.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,93,64,2022-06-06T02:12:51Z,5440000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
545,PT10M29.00S,2022-06-06T02:13:10.6Z,4,REGULAR,2pt,Jump Shot,[],1630202,29.517082785808146,43.872549019607845,1610612738,93,64,2022-06-06T02:13:13Z,5450000,31.0,225.0,1,left,MISS P. Pritchard 22' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,22.71,Missed,,,,,,,,,,,,,,,,
546,PT10M26.00S,2022-06-06T02:13:13.9Z,4,REGULAR,rebound,offensive,[],1630202,,,1610612738,93,64,2022-06-06T02:13:13Z,5460000,,,0,,P. Pritchard REBOUND (Off:2 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,545.0,3.0,1.0,2.0,,
547,PT10M24.00S,2022-06-06T02:13:14.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,23.866622864651774,9.803921568627452,1610612738,93,64,2022-06-06T02:13:17Z,5470000,201.0,172.0,1,left,MISS A. Nesmith 26' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,26.44,Missed,,,,,,,,,,,,,,,,
548,PT10M21.00S,2022-06-06T02:13:17.7Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,93,64,2022-06-06T02:13:17Z,5480000,,,0,,N. Bjelica REBOUND (Off:0 Def:4),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,547.0,4.0,4.0,0.0,,
549,PT10M07.00S,2022-06-06T02:13:32.4Z,4,REGULAR,turnover,bad pass,[],202691,,,1610612744,93,64,2022-06-06T02:13:38Z,5490000,,,0,,K. Thompson bad pass TURNOVER (2 TO),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,2.0,,,,,,,,,,,,,,,,,,
550,PT10M07.00S,2022-06-06T02:13:41.6Z,4,REGULAR,foul,personal,[],202691,,,1610612738,93,64,2022-06-06T02:13:45Z,5500000,,,0,,K. Thompson loose ball personal FOUL (1 PF),"[202691, 1628401]",1610612744.0,GSW,loose ball,,,Thompson,K. Thompson,,,,,201639.0,,,,,,,,,,1.0,0.0,White,1628401.0,,,,,,
552,PT09M50.00S,2022-06-06T02:14:02.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630174,7.835085413929041,55.88235294117647,1610612738,93,66,2022-06-06T02:14:05Z,5520000,-29.0,21.0,1,left,A. Nesmith cutting Layup (2 PTS) (P. Pritchard 1 AST),"[1630174, 1630202]",1610612738.0,BOS,cutting,,,Nesmith,A. Nesmith,,,,,,,3.62,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,
554,PT09M36.00S,2022-06-06T02:14:18.5Z,4,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,93,66,2022-06-06T02:14:20Z,5540000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,1146.0,2.0,,,,,,,,,,,,,,,,,,
555,PT09M29.00S,2022-06-06T02:14:29.6Z,4,REGULAR,turnover,lost ball,[],1630202,,,1610612738,93,66,2022-06-06T02:14:31Z,5550000,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 1629673]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,1.0,,,,,,,Poole,1629673.0,,,,,,,,,,
556,PT09M29.00S,2022-06-06T02:14:29.6Z,4,REGULAR,steal,,[],1629673,,,1610612744,93,66,2022-06-06T02:14:31Z,5560000,,,0,,J. Poole STEAL (2 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
557,PT09M25.00S,2022-06-06T02:14:33.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629673,91.93495400788436,43.38235294117647,1610612744,93,66,2022-06-06T02:15:34Z,5570000,-33.0,23.0,1,right,MISS J. Poole running Layup,[1629673],1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,4.05,Missed,,,,,,,,,,,,,,,,
558,PT09M24.00S,2022-06-06T02:14:38.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,93,66,2022-06-06T02:14:38Z,5580000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,557.0,,,,,
560,PT09M24.00S,2022-06-06T02:14:46.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,93,66,2022-06-06T02:14:46Z,5600000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT09M10.00S,2022-06-06T02:18:44.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202357,91.14651773981603,42.40196078431372,1610612744,93,66,2022-06-06T02:18:45Z,5610000,-38.0,31.0,1,right,MISS N. Bjelica Layup,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,4.89,Missed,,,,,,,,,,,,,,,,
562,PT09M07.00S,2022-06-06T02:18:47.0Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,93,66,2022-06-06T02:18:48Z,5620000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,561.0,1.0,1.0,0.0,,
563,PT09M01.00S,2022-06-06T02:18:52.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,19.842312746386334,93.16023284313727,1610612738,93,66,2022-06-06T02:23:04Z,5630000,-216.0,134.0,1,left,MISS P. Pritchard 25' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,25.4,Missed,,,,,,,,,,,,,,,,
564,PT08M58.00S,2022-06-06T02:18:55.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612744,93,66,2022-06-06T02:19:11Z,5640000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,563.0,,,,,
566,PT08M38.00S,2022-06-06T02:19:30.4Z,4,REGULAR,2pt,Jump Shot,[],202691,91.67214191852825,18.872549019607842,1610612744,95,66,2022-06-06T02:19:33Z,5660000,-156.0,26.0,1,right,K. Thompson 15' fadeaway Jump Shot (9 PTS),[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,,,15.77,Made,9.0,,,,,,,,,,,,,,,
567,PT08M20.00S,2022-06-06T02:19:53.9Z,4,REGULAR,foul,personal,[],202357,,,1610612738,95,66,2022-06-06T02:19:57Z,5670000,,,0,,N. Bjelica personal FOUL (2 PF),"[202357, 1630202]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,201639.0,,,,,,,,,,2.0,0.0,Pritchard,1630202.0,,,,,,
569,PT08M13.00S,2022-06-06T02:20:09.4Z,4,REGULAR,2pt,Jump Shot,[],1628401,11.12023653088042,25.49019607843137,1610612738,95,66,2022-06-06T02:20:11Z,5690000,123.0,52.0,1,left,MISS D. White 13' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,,,13.31,Missed,,,,,,,,,,,,,,,,
570,PT08M10.00S,2022-06-06T02:20:12.6Z,4,REGULAR,rebound,defensive,[],202357,,,1610612744,95,66,2022-06-06T02:20:12Z,5700000,,,0,,N. Bjelica REBOUND (Off:0 Def:5),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,569.0,5.0,5.0,0.0,,
571,PT08M00.00S,2022-06-06T02:20:22.0Z,4,REGULAR,3pt,Jump Shot,[],202691,66.44218134034165,63.23529411764706,1610612744,95,66,2022-06-06T02:20:25Z,5710000,66.0,263.0,1,right,MISS K. Thompson 27' pullup 3PT - blocked,"[202691, 1629684]",1610612744.0,GSW,pullup,,,Thompson,K. Thompson,,,,,,,27.11,Missed,,,,,,,,,,,,,,,Williams,1629684.0
572,PT08M00.00S,2022-06-06T02:20:22.0Z,4,REGULAR,block,,[],1629684,,,1610612744,95,66,2022-06-06T02:20:27Z,5720000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M58.00S,2022-06-06T02:20:24.0Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,95,66,2022-06-06T02:20:37Z,5730000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,571.0,2.0,2.0,0.0,,
574,PT07M54.00S,2022-06-06T02:20:28.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,7.046649145860711,55.88235294117647,1610612738,95,68,2022-06-06T02:21:23Z,5740000,-29.0,14.0,1,left,P. Pritchard running Layup (2 PTS) (A. Nesmith 1 AST),"[1630202, 1630174]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,,,3.24,Made,2.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,
