actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
660,PT00M10.90S,2022-05-28T03:23:55.1Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,103,109,2022-05-28T03:23:55Z,6470000,,,0,,J. Butler Free Throw 2 of 2 (47 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,Made,,,,,,47.0,,,,,,,,,,
661,PT00M10.90S,2022-05-28T03:23:58.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,103,109,2022-05-28T03:23:58Z,6480000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M10.90S,2022-05-28T03:24:48.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,103,109,2022-05-28T03:25:25Z,6490000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M10.90S,2022-05-28T03:24:48.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,103,109,2022-05-28T03:25:25Z,6500000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M09.40S,2022-05-28T03:25:48.0Z,4,REGULAR,3pt,Jump Shot,[],201143,28.203022339027594,74.01960784313727,1610612738,103,109,2022-05-28T03:25:58Z,6510000,-120.0,213.0,1,left,MISS A. Horford 24' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,24.42,Missed,,,,,,,,,,,,,,,,
665,PT00M08.30S,2022-05-28T03:25:52.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,103,109,2022-05-28T03:25:52Z,6520000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,,
666,PT00M08.30S,2022-05-28T03:25:59.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,103,109,2022-05-28T03:26:24Z,6530000,,,0,,M. Smart loose ball personal FOUL (4 PF) (Vincent 2 FT),"[203935, 1629216]",1610612738.0,BOS,loose ball,,,Smart,M. Smart,,,,,,,,,,,,,,2004.0,,,,,4.0,0.0,Vincent,1629216.0,,,
668,PT00M08.30S,2022-05-28T03:26:26.1Z,4,REGULAR,freethrow,1 of 2,[],1629216,,,1610612748,103,110,2022-05-28T03:26:26Z,6550000,,,0,,G. Vincent Free Throw 1 of 2 (1 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,Made,,,,,,1.0,,,,,,,,,,
669,PT00M08.30S,2022-05-28T03:26:27.0Z,4,REGULAR,substitution,out,[],202710,,,1610612748,103,110,2022-05-28T03:26:33Z,6560000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M08.30S,2022-05-28T03:26:27.0Z,4,REGULAR,substitution,in,[],1628997,,,1610612748,103,110,2022-05-28T03:26:33Z,6570000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M08.30S,2022-05-28T03:26:55.1Z,4,REGULAR,freethrow,2 of 2,[],1629216,,,1610612748,103,111,2022-05-28T03:26:55Z,6580000,,,0,,G. Vincent Free Throw 2 of 2 (2 PTS),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,Made,,,,,,2.0,,,,,,,,,,
672,PT00M05.00S,2022-05-28T03:27:01.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,29.25427069645204,21.813725490196077,1610612738,103,111,2022-05-28T03:27:51Z,6590000,141.0,222.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,,,,26.34,Missed,,,,,,,,,,,,,,,,
673,PT00M02.00S,2022-05-28T03:27:04.8Z,4,REGULAR,rebound,defensive,[],203506,,,1610612748,103,111,2022-05-28T03:27:04Z,6600000,,,0,,V. Oladipo REBOUND (Off:1 Def:4),[203506],1610612748.0,MIA,,,,Oladipo,V. Oladipo,,,,,,,,,,672.0,5.0,4.0,1.0,,,,,,,,,,,,
674,PT00M00.00S,2022-05-28T03:27:09.6Z,4,REGULAR,period,end,[],0,,,1610612748,103,111,2022-05-28T03:27:09Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT00M00.00S,2022-05-28T03:29:25.4Z,4,REGULAR,game,end,[],0,,,0,103,111,2022-05-28T03:29:25Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
