actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
287,PT03M25.00S,2022-06-17T02:00:38.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,71.56701708278581,22.058823529411764,1610612738,33,47,2022-06-17T02:08:55Z,2760000,-140.0,215.0,1,right,MISS G. Williams 25' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,Missed,,25.62,,,,,,,,,,,,
288,PT03M23.00S,2022-06-17T02:00:40.0Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,33,47,2022-06-17T02:00:49Z,2770000,,,0,,D. Green REBOUND (Off:2 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,287.0,6.0,4.0,2.0,,,,,
289,PT03M11.00S,2022-06-17T02:00:53.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,9.067017082785808,48.06602328431372,1610612744,33,49,2022-06-17T02:00:59Z,2780000,10.0,33.0,1,left,S. Curry driving finger roll Layup (12 PTS),[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,,,,,,Made,12.0,3.41,,,,,,,,,,,,
290,PT02M53.00S,2022-06-17T02:01:09.8Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,33,49,2022-06-17T02:01:15Z,2790000,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1627780]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,1.0,Payton II,1627780.0,,
291,PT02M53.00S,2022-06-17T02:01:09.8Z,2,REGULAR,steal,,[],1627780,,,1610612744,33,49,2022-06-17T02:01:11Z,2800000,,,0,,G. Payton II STEAL (2 STL),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M39.00S,2022-06-17T02:01:24.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202691,8.754927726675426,55.392156862745104,1610612744,33,51,2022-06-17T02:01:30Z,2810000,-27.0,30.0,1,left,K. Thompson cutting Layup (9 PTS) (D. Green 5 AST),"[202691, 203110]",1610612744.0,GSW,cutting,,,Thompson,K. Thompson,,,,,,,,,,Made,9.0,4.02,D. Green,203110.0,5.0,,,,,,,,,
294,PT02M39.00S,2022-06-17T02:01:27.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,33,51,2022-06-17T02:01:27Z,2830000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M39.00S,2022-06-17T02:02:20.2Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,33,51,2022-06-17T02:03:06Z,2840000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M39.00S,2022-06-17T02:02:20.2Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,33,51,2022-06-17T02:03:06Z,2850000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M39.00S,2022-06-17T02:02:20.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,33,51,2022-06-17T02:03:06Z,2860000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M39.00S,2022-06-17T02:02:20.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,33,51,2022-06-17T02:03:06Z,2870000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M25.00S,2022-06-17T02:03:27.0Z,2,REGULAR,turnover,double dribble,[],203935,,,1610612738,33,51,2022-06-17T02:03:34Z,2880000,,,0,,M. Smart double dribble TURNOVER (2 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,101284.0,,,,,,,,,,,,,,,2.0,,,,
300,PT02M25.00S,2022-06-17T02:03:37.9Z,2,REGULAR,substitution,out,[],203490,,,1610612744,33,51,2022-06-17T02:03:42Z,2890000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M25.00S,2022-06-17T02:03:37.9Z,2,REGULAR,substitution,in,[],203952,,,1610612744,33,51,2022-06-17T02:03:42Z,2900000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M09.00S,2022-06-17T02:04:07.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202691,32.013797634691194,76.9607843137255,1610612744,33,54,2022-06-17T02:10:19Z,2910000,-135.0,248.0,1,left,K. Thompson 28' 3PT  (12 PTS) (G. Payton II 2 AST),"[202691, 1627780]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,Made,12.0,28.26,G. Payton II,1627780.0,2.0,,,,,,,,,
304,PT01M58.00S,2022-06-17T02:04:17.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,90.22667542706965,39.21568627450981,1610612738,35,54,2022-06-17T02:04:25Z,2930000,-54.0,39.0,1,right,J. Tatum 6' driving floating bank Jump Shot (11 PTS) (M. Smart 3 AST),"[1628369, 203935]",1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,,,,,,Made,11.0,6.68,M. Smart,203935.0,3.0,,,,,,,,,
306,PT01M47.00S,2022-06-17T02:04:28.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,13.222733245729303,38.48039215686275,1610612744,35,54,2022-06-17T02:04:40Z,2950000,58.0,72.0,1,left,MISS S. Curry 9' driving Layup - blocked,"[201939, 1629057]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,Missed,,9.2,,,,,,,,,,,Williams III,1629057.0
307,PT01M47.00S,2022-06-17T02:04:28.5Z,2,REGULAR,block,,[],1629057,,,1610612744,35,54,2022-06-17T02:04:34Z,2960000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M46.00S,2022-06-17T02:04:29.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,35,54,2022-06-17T02:04:40Z,2970000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,306.0,,,,,,,,
310,PT01M34.00S,2022-06-17T02:04:46.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,86.5473061760841,41.17647058823529,1610612738,35,54,2022-06-17T02:04:54Z,2990000,-44.0,74.0,1,right,MISS J. Brown 8' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Missed,,8.61,,,,,,,,,,,,
311,PT01M32.00S,2022-06-17T02:04:48.7Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,35,54,2022-06-17T02:04:54Z,3000000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,310.0,3.0,3.0,0.0,,,,,
313,PT01M27.00S,2022-06-17T02:04:53.2Z,2,REGULAR,turnover,lost ball,[],202691,,,1610612744,35,54,2022-06-17T02:04:59Z,3010000,,,0,,K. Thompson lost ball TURNOVER (1 TO),"[202691, 1627759]",1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,1.0,Brown,1627759.0,,
314,PT01M27.00S,2022-06-17T02:04:53.2Z,2,REGULAR,steal,,[],1627759,,,1610612738,35,54,2022-06-17T02:04:55Z,3020000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
315,PT01M26.00S,2022-06-17T02:04:57.9Z,2,REGULAR,foul,personal,['2freethrow'],201939,,,1610612738,35,54,2022-06-17T02:05:07Z,3030000,,,0,,S. Curry shooting personal FOUL (2 PF) (Brown 2 FT),"[201939, 1627759]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,101284.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
317,PT01M26.00S,2022-06-17T02:05:22.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1627759,,,1610612738,36,54,2022-06-17T02:05:22Z,3050000,,,0,,J. Brown Free Throw 1 of 2 (13 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,13.0,,,,,,,,,,,,,
318,PT01M26.00S,2022-06-17T02:05:36.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1627759,,,1610612738,37,54,2022-06-17T02:05:36Z,3060000,,,0,,J. Brown Free Throw 2 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,14.0,,,,,,,,,,,,,
319,PT01M14.00S,2022-06-17T02:05:50.0Z,2,REGULAR,3pt,Jump Shot,[],203952,31.35676741130092,25.98039215686275,1610612744,37,54,2022-06-17T02:05:54Z,3070000,120.0,242.0,1,left,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,27.04,,,,,,,,,,,,
320,PT01M12.00S,2022-06-17T02:05:52.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,37,54,2022-06-17T02:05:54Z,3080000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,319.0,3.0,3.0,0.0,,,,,
321,PT01M02.00S,2022-06-17T02:06:02.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,79.84559789750328,34.55882352941176,1610612738,37,54,2022-06-17T02:11:57Z,3090000,-77.0,137.0,1,right,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,15.73,,,,,,,,,,,,
322,PT00M59.70S,2022-06-17T02:06:05.5Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,37,54,2022-06-17T02:06:05Z,3100000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,321.0,4.0,4.0,0.0,,,,,
337,PT00M51.50S,2022-06-17T02:06:24.6Z,2,REGULAR,turnover,bad pass,[],203110,,,1610612744,37,54,2022-06-17T02:09:35Z,3110000,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1628369]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0,,
338,PT00M51.50S,2022-06-17T02:06:24.6Z,2,REGULAR,steal,,[],1628369,,,1610612738,37,54,2022-06-17T02:09:35Z,3115000,,,0,,J. Tatum STEAL (3 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M45.00S,2022-06-17T02:06:35.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,94.30026281208936,49.754901960784316,1610612738,37,54,2022-06-17T02:13:22Z,3117500,-1.0,1.0,1,right,MISS J. Tatum running Layup,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,,,,,,Missed,,0.16,,,,,,,,,,,,
340,PT00M41.90S,2022-06-17T02:06:38.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,37,54,2022-06-17T02:10:26Z,3118750,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,339.0,,,,,,,,
325,PT00M41.90S,2022-06-17T02:06:49.2Z,2,REGULAR,substitution,out,[],202691,,,1610612744,37,54,2022-06-17T02:07:20Z,3130000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
326,PT00M41.90S,2022-06-17T02:06:49.2Z,2,REGULAR,substitution,in,[],1629673,,,1610612744,37,54,2022-06-17T02:07:20Z,3140000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M41.90S,2022-06-17T02:06:49.2Z,2,REGULAR,substitution,out,[],201939,,,1610612744,37,54,2022-06-17T02:07:40Z,3145000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M41.90S,2022-06-17T02:06:49.2Z,2,REGULAR,substitution,in,[],203490,,,1610612744,37,54,2022-06-17T02:07:40Z,3147500,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M36.90S,2022-06-17T02:07:22.2Z,2,REGULAR,violation,kicked ball,[],201143,,,1610612744,37,54,2022-06-17T02:10:55Z,3150000,,,0,,A. Horford kicked ball VIOLATION,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,2534.0,,,,,,,,,,,,,,,,,,,
328,PT00M33.70S,2022-06-17T02:07:36.5Z,2,REGULAR,3pt,Jump Shot,[],1629673,25.04927726675427,89.4607843137255,1610612744,37,54,2022-06-17T02:10:29Z,3160000,-197.0,183.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,Missed,,26.91,,,,,,,,,,,,
329,PT00M31.60S,2022-06-17T02:07:38.6Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,37,54,2022-06-17T02:07:46Z,3170000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,328.0,3.0,2.0,1.0,,,,,
332,PT00M23.00S,2022-06-17T02:07:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,93.24901445466492,40.931372549019606,1610612738,39,54,2022-06-17T02:11:26Z,3180000,-45.0,11.0,1,right,R. Williams III cutting Layup (6 PTS) (M. Smart 4 AST),"[1629057, 203935]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,,,,,,Made,6.0,4.66,M. Smart,203935.0,4.0,,,,,,,,,
334,PT00M02.90S,2022-06-17T02:08:11.4Z,2,REGULAR,2pt,Jump Shot,[],203952,10.068988173455978,19.11764705882353,1610612744,39,54,2022-06-17T02:15:34Z,3200000,154.0,42.0,1,left,MISS A. Wiggins 16' turnaround fadeaway Shot,[203952],1610612744.0,GSW,turnaround fadeaway,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,16.0,,,,,,,,,,,,
335,PT00M01.90S,2022-06-17T02:08:12.4Z,2,REGULAR,rebound,offensive,[],203110,,,1610612744,39,54,2022-06-17T02:12:49Z,3210000,,,0,,D. Green REBOUND (Off:3 Def:4),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,334.0,7.0,4.0,3.0,,,,,
342,PT00M00.10S,2022-06-17T02:08:23.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203110,10.988830486202366,44.36274509803921,1610612744,39,54,2022-06-17T02:14:19Z,3215000,28.0,51.0,1,left,MISS D. Green floating Shot - blocked,"[203110, 1629057]",1610612744.0,GSW,floating,,,Green,D. Green,,,,,,,,,,Missed,,5.81,,,,,,,,,,,Williams III,1629057.0
343,PT00M00.10S,2022-06-17T02:08:23.7Z,2,REGULAR,block,,[],1629057,,,1610612744,39,54,2022-06-17T02:14:19Z,3217500,,,0,,R. Williams III BLOCK (4 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M00.10S,2022-06-17T02:08:23.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612744,39,54,2022-06-17T02:14:19Z,3218750,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,342.0,,,,,,,,
336,PT00M00.00S,2022-06-17T02:08:36.1Z,2,REGULAR,period,end,[],0,,,1610612744,39,54,2022-06-17T02:08:36Z,3220000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-06-17T02:23:56.9Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612744,39,54,2022-06-17T02:24:13Z,3230000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-06-17T02:23:56.9Z,3,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,39,54,2022-06-17T02:24:13Z,3240000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-06-17T02:23:56.9Z,3,REGULAR,substitution,in,['startperiod'],202691,,,1610612744,39,54,2022-06-17T02:24:13Z,3250000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-06-17T02:23:56.9Z,3,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,39,54,2022-06-17T02:24:13Z,3260000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-06-17T02:24:46.6Z,3,REGULAR,period,start,[],0,,,1610612744,39,54,2022-06-17T02:24:46Z,3270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M34.00S,2022-06-17T02:25:27.7Z,3,REGULAR,3pt,Jump Shot,[],203110,93.24901445466492,97.05882352941177,1610612744,39,57,2022-06-17T02:25:33Z,3290000,235.0,11.0,1,right,D. Green 3PT  (8 PTS) (A. Wiggins 1 AST),"[203110, 203952]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,Made,8.0,23.56,A. Wiggins,203952.0,1.0,,,,,,,,,
354,PT11M17.00S,2022-06-17T02:25:46.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.329829172141919,58.111213235294116,1610612738,41,57,2022-06-17T02:25:53Z,3310000,-41.0,35.0,1,left,J. Brown driving Layup (16 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,Made,16.0,5.37,R. Williams III,1629057.0,1.0,,,,,,,,,
356,PT11M11.00S,2022-06-17T02:25:52.1Z,3,REGULAR,3pt,Jump Shot,[],203952,80.1084099868594,90.19607843137256,1610612744,41,57,2022-06-17T02:25:57Z,3330000,201.0,134.0,1,right,MISS A. Wiggins 24' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,24.18,,,,,,,,,,,,
357,PT11M08.00S,2022-06-17T02:25:55.1Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,41,57,2022-06-17T02:26:06Z,3340000,,,0,,A. Horford REBOUND (Off:0 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,356.0,6.0,6.0,0.0,,,,,
358,PT10M59.00S,2022-06-17T02:26:02.9Z,3,REGULAR,3pt,Jump Shot,[],201143,34.11629434954008,45.09803921568628,1610612738,41,57,2022-06-17T02:26:12Z,3350000,25.0,268.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Missed,,26.93,,,,,,,,,,,,
359,PT10M56.00S,2022-06-17T02:26:05.9Z,3,REGULAR,rebound,defensive,[],203490,,,1610612744,41,57,2022-06-17T02:26:12Z,3360000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,358.0,1.0,1.0,0.0,,,,,
360,PT10M43.00S,2022-06-17T02:26:19.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,93.29829172141918,57.37591911764706,1610612744,41,57,2022-06-17T02:27:52Z,3370000,37.0,10.0,1,right,MISS A. Wiggins driving Layup,[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,,,,,,Missed,,3.84,,,,,,,,,,,,
361,PT10M41.00S,2022-06-17T02:26:21.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,41,57,2022-06-17T02:26:27Z,3380000,,,0,,A. Horford REBOUND (Off:0 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,360.0,7.0,7.0,0.0,,,,,
362,PT10M22.00S,2022-06-17T02:26:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.278580814717477,41.74325980392157,1610612738,41,57,2022-06-17T02:26:47Z,3390000,41.0,25.0,1,left,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,,,Missed,,4.84,,,,,,,,,,,,
363,PT10M18.00S,2022-06-17T02:26:44.6Z,3,REGULAR,rebound,defensive,[],203952,,,1610612744,41,57,2022-06-17T02:26:47Z,3400000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,362.0,3.0,2.0,1.0,,,,,
364,PT09M57.00S,2022-06-17T02:27:05.0Z,3,REGULAR,2pt,Jump Shot,[],202691,79.05716162943496,31.127450980392158,1610612744,41,57,2022-06-17T02:27:12Z,3410000,-94.0,144.0,1,right,MISS K. Thompson 17' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,,,,,,Missed,,17.25,,,,,,,,,,,,
365,PT09M56.00S,2022-06-17T02:27:06.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612744,41,57,2022-06-17T02:27:55Z,3420000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,364.0,,,,,,,,
368,PT09M56.00S,2022-06-17T02:27:07.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612744,41,57,2022-06-17T02:27:43Z,3425000,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
367,PT09M44.00S,2022-06-17T02:27:41.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,12.565703022339028,97.30392156862744,1610612738,44,57,2022-06-17T02:28:04Z,3440000,-237.0,66.0,1,left,A. Horford 24' 3PT  (7 PTS) (M. Smart 5 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,7.0,24.54,M. Smart,203935.0,5.0,,,,,,,,,
370,PT09M21.00S,2022-06-17T02:28:04.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,87.91064388961892,36.06387867647059,1610612744,44,57,2022-06-17T02:28:11Z,3460000,-70.0,61.0,1,right,MISS K. Thompson 9' driving floating Shot,[202691],1610612744.0,GSW,driving floating,,,Thompson,K. Thompson,,,,,,,,,,Missed,,9.27,,,,,,,,,,,,
371,PT09M19.00S,2022-06-17T02:28:06.2Z,3,REGULAR,rebound,offensive,[],203952,,,1610612744,44,57,2022-06-17T02:28:11Z,3470000,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,370.0,4.0,2.0,2.0,,,,,
372,PT09M16.00S,2022-06-17T02:28:09.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,70.51576872536137,24.509803921568626,1610612744,44,60,2022-06-17T02:30:04Z,3480000,-127.0,225.0,1,right,S. Curry 25' 3PT pullup (15 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,,,,,,Made,15.0,25.84,A. Wiggins,203952.0,2.0,,,,,,,,,
374,PT08M53.00S,2022-06-17T02:28:32.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,16.245072273324574,4.6568627450980395,1610612738,44,60,2022-06-17T02:30:34Z,3500000,227.0,100.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Missed,,24.79,,,,,,,,,,,,
375,PT08M51.00S,2022-06-17T02:28:34.2Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,44,60,2022-06-17T02:28:46Z,3510000,,,0,,A. Horford REBOUND (Off:1 Def:7),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,374.0,8.0,7.0,1.0,,,,,
376,PT08M47.00S,2022-06-17T02:29:08.6Z,3,REGULAR,jumpball,recovered,[],0,,,1610612738,44,60,2022-06-17T02:29:08Z,3520000,,,0,,Jump Ball A. Horford vs. O. Porter Jr.: Tip to Team (BOS),"[201143, 203490]",1610612738.0,BOS,heldball,Team (BOS),,,,Horford,201143.0,Porter Jr.,203490.0,,,,,,,,,,,,,,,,,,,,
380,PT08M33.00S,2022-06-17T02:29:30.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,44,60,2022-06-17T02:29:39Z,3560000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,
381,PT08M15.00S,2022-06-17T02:30:05.9Z,3,REGULAR,turnover,out-of-bounds,[],202691,,,1610612744,44,60,2022-06-17T02:30:12Z,3570000,,,0,,K. Thompson bad pass out-of-bounds TURNOVER (2 TO),[202691],1610612744.0,GSW,bad pass,,,Thompson,K. Thompson,,,,,2714.0,,,,,,,,,,,,,,,2.0,,,,
382,PT08M01.00S,2022-06-17T02:30:34.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201143,16.376478318002626,5.637254901960785,1610612738,47,60,2022-06-17T02:30:38Z,3580000,222.0,101.0,1,left,A. Horford 24' 3PT  (10 PTS) (J. Tatum 4 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,Made,10.0,24.39,J. Tatum,1628369.0,4.0,,,,,,,,,
384,PT07M43.00S,2022-06-17T02:30:51.5Z,3,REGULAR,3pt,Jump Shot,[],203490,86.5473061760841,3.9215686274509802,1610612744,47,63,2022-06-17T02:30:56Z,3600000,-230.0,74.0,1,right,O. Porter Jr. 24' 3PT  (3 PTS) (A. Wiggins 3 AST),"[203490, 203952]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,Made,3.0,24.2,A. Wiggins,203952.0,3.0,,,,,,,,,
