actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
264,PT05M23.00S,2022-05-07T20:29:55.7Z,2,REGULAR,foul,personal,['2freethrow'],1628960,,,1610612738,36,34,2022-05-07T20:30:25Z,2610000,,,0,,G. Allen shooting personal FOUL (2 PF) (Tatum 2 FT),"[1628960, 1628369]",1610612749.0,MIL,shooting,,,Allen,G. Allen,,,,,,,,,,,,,,,,,2534.0,2.0,0.0,Tatum,1628369.0,,,,
267,PT05M23.00S,2022-05-07T20:30:30.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,36,34,2022-05-07T20:30:30Z,2630000,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
268,PT05M23.00S,2022-05-07T20:30:30.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,36,34,2022-05-07T20:30:30Z,2640000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,267.0,,,,,,,,,,,,,,,,,,
269,PT05M23.00S,2022-05-07T20:30:34.2Z,2,REGULAR,substitution,out,[],201572,,,1610612738,36,34,2022-05-07T20:30:41Z,2650000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M23.00S,2022-05-07T20:30:34.2Z,2,REGULAR,substitution,out,[],201950,,,1610612738,36,34,2022-05-07T20:30:41Z,2660000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M23.00S,2022-05-07T20:30:34.2Z,2,REGULAR,substitution,in,[],201588,,,1610612738,36,34,2022-05-07T20:30:41Z,2670000,,,0,,SUB in: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M23.00S,2022-05-07T20:30:34.2Z,2,REGULAR,substitution,in,[],203507,,,1610612738,36,34,2022-05-07T20:30:41Z,2680000,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M23.00S,2022-05-07T20:30:58.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,36,35,2022-05-07T20:30:58Z,2690000,,,0,,J. Tatum Free Throw 2 of 2 (6 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
274,PT05M08.00S,2022-05-07T20:31:14.2Z,2,REGULAR,2pt,Jump Shot,[],203507,75.24638633377135,50.49019607843137,1610612749,38,35,2022-05-07T20:31:21Z,2700000,2.0,180.0,1,right,G. Antetokounmpo 18' Jump Shot (12 PTS) (G. Allen 2 AST),"[203507, 1628960]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,18.02,Made,,,,,,,12.0,G. Allen,1628960.0,2.0,,,,,,,,,
276,PT04M52.00S,2022-05-07T20:31:33.3Z,2,REGULAR,foul,personal,['2freethrow'],201588,,,1610612738,38,35,2022-05-07T20:31:56Z,2720000,,,0,,G. Hill shooting personal FOUL (1 PF) (Brown 2 FT),"[201588, 1627759]",1610612749.0,MIL,shooting,,,Hill,G. Hill,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Brown,1627759.0,,,,
278,PT04M52.00S,2022-05-07T20:32:02.6Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,38,36,2022-05-07T20:32:02Z,2740000,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,9.0,,,,,,,,,,,,
279,PT04M52.00S,2022-05-07T20:32:18.3Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,38,37,2022-05-07T20:32:18Z,2750000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,10.0,,,,,,,,,,,,
280,PT04M41.00S,2022-05-07T20:32:35.2Z,2,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612749,38,37,2022-05-07T20:33:25Z,2760000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1629057, 203507]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Antetokounmpo,203507.0,,,,
282,PT04M41.00S,2022-05-07T20:33:34.2Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,38,37,2022-05-07T20:34:20Z,2780000,,,0,,MISS G. Antetokounmpo Free Throw 1 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
283,PT04M41.00S,2022-05-07T20:33:34.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612749,38,37,2022-05-07T20:34:20Z,2790000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,282.0,,,,,,,,,,,,,,,,,,
284,PT04M41.00S,2022-05-07T20:33:40.9Z,2,REGULAR,substitution,out,[],1629057,,,1610612749,38,37,2022-05-07T20:33:45Z,2800000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M41.00S,2022-05-07T20:33:40.9Z,2,REGULAR,substitution,in,[],201143,,,1610612749,38,37,2022-05-07T20:33:45Z,2810000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M41.00S,2022-05-07T20:33:34.2Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,38,37,2022-05-07T20:34:20Z,2820000,,,0,,MISS G. Antetokounmpo Free Throw 2 of 2,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
287,PT04M41.00S,2022-05-07T20:33:34.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,38,37,2022-05-07T20:34:20Z,2830000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,286.0,,,,,,,,,,,,,,,,,,
288,PT04M41.00S,2022-05-07T20:34:18.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612738,38,37,2022-05-07T20:34:33Z,2840000,,,0,,B. Portis loose ball personal FOUL (1 PF) (Williams 2 FT),"[1626171, 1629684]",1610612749.0,MIL,loose ball,,,Portis,B. Portis,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Williams,1629684.0,,,,
290,PT04M41.00S,2022-05-07T20:34:44.6Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,38,38,2022-05-07T20:34:44Z,2860000,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,1.0,,,,,,,,,,,,
291,PT04M41.00S,2022-05-07T20:34:57.0Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,38,39,2022-05-07T20:34:57Z,2870000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,2.0,,,,,,,,,,,,
292,PT04M22.00S,2022-05-07T20:35:18.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.51182654402102,52.20588235294118,1610612749,40,39,2022-05-07T20:35:24Z,2880000,11.0,8.0,1,right,G. Antetokounmpo driving DUNK (14 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.39,Made,,,,,,,14.0,,,,,,,,,,,,
293,PT03M54.00S,2022-05-07T20:35:46.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.14257555847569,49.754901960784316,1610612738,40,39,2022-05-07T20:35:52Z,2890000,1.0,80.0,1,left,MISS J. Tatum 8' driving floating Shot - blocked,"[1628369, 203507]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,8.04,Missed,,,,,Antetokounmpo,203507.0,,,,,,,,,,,,,
294,PT03M54.00S,2022-05-07T20:35:46.1Z,2,REGULAR,block,,[],203507,,,1610612738,40,39,2022-05-07T20:35:49Z,2900000,,,0,,G. Antetokounmpo BLOCK (1 BLK),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M50.00S,2022-05-07T20:35:50.1Z,2,REGULAR,rebound,offensive,[],1629684,,,1610612738,40,39,2022-05-07T20:35:52Z,2910000,,,0,,G. Williams REBOUND (Off:1 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,293.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
296,PT03M49.00S,2022-05-07T20:35:52.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629684,22.815374507227332,91.17647058823529,1610612738,40,39,2022-05-07T20:35:56Z,2920000,-206.0,162.0,1,left,MISS G. Williams 26' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
297,PT03M47.00S,2022-05-07T20:35:54.7Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,40,39,2022-05-07T20:35:54Z,2930000,,,0,,G. Antetokounmpo REBOUND (Off:0 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,296.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
298,PT03M44.00S,2022-05-07T20:35:56.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202083,86.41590013140605,97.30392156862744,1610612749,40,39,2022-05-07T20:37:11Z,2940000,237.0,75.0,1,right,MISS W. Matthews 24' running 3PT,[202083],1610612749.0,MIL,running,,,Matthews,W. Matthews,,,,,24.82,Missed,,,,,,,,,,,,,,,,,,,
299,PT03M42.00S,2022-05-07T20:35:58.3Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,40,39,2022-05-07T20:36:03Z,2950000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:6),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,298.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
300,PT03M40.00S,2022-05-07T20:36:00.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203507,92.85479632063075,50.98039215686274,1610612749,42,39,2022-05-07T20:36:08Z,2960000,5.0,15.0,1,right,G. Antetokounmpo putback Layup (16 PTS),[203507],1610612749.0,MIL,putback,,,Antetokounmpo,G. Antetokounmpo,,,,,1.55,Made,,,,,,,16.0,,,,,,,,,,,,
301,PT03M26.00S,2022-05-07T20:36:19.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628960,,,1610612738,42,39,2022-05-07T20:36:36Z,2970000,,,0,,G. Allen personal FOUL (3 PF) (Smart 2 FT),"[1628960, 203935]",1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Smart,203935.0,,,,
303,PT03M26.00S,2022-05-07T20:36:40.2Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,42,40,2022-05-07T20:36:40Z,2990000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
304,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,out,[],1628960,,,1610612738,42,40,2022-05-07T20:36:55Z,3000000,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,out,[],1626171,,,1610612738,42,40,2022-05-07T20:36:55Z,3010000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,42,40,2022-05-07T20:36:55Z,3020000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,in,[],201950,,,1610612738,42,40,2022-05-07T20:36:55Z,3030000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,in,[],1626192,,,1610612738,42,40,2022-05-07T20:36:55Z,3040000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M26.00S,2022-05-07T20:36:43.0Z,2,REGULAR,substitution,in,[],1628401,,,1610612738,42,40,2022-05-07T20:36:55Z,3050000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT03M26.00S,2022-05-07T20:37:04.2Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,42,41,2022-05-07T20:37:04Z,3060000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
311,PT03M12.00S,2022-05-07T20:37:23.2Z,2,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612749,42,41,2022-05-07T20:37:36Z,3070000,,,0,,J. Brown shooting personal FOUL (1 PF) (Antetokounmpo 2 FT),"[1627759, 203507]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,2534.0,1.0,0.0,Antetokounmpo,203507.0,,,,
313,PT03M12.00S,2022-05-07T20:38:04.3Z,2,REGULAR,freethrow,1 of 2,[],203507,,,1610612749,43,41,2022-05-07T20:38:04Z,3090000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (17 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,
314,PT03M12.00S,2022-05-07T20:38:08.6Z,2,REGULAR,substitution,out,[],1626192,,,1610612749,43,41,2022-05-07T20:38:13Z,3100000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT03M12.00S,2022-05-07T20:38:08.6Z,2,REGULAR,substitution,in,[],201572,,,1610612749,43,41,2022-05-07T20:38:13Z,3110000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M12.00S,2022-05-07T20:38:34.2Z,2,REGULAR,freethrow,2 of 2,[],203507,,,1610612749,44,41,2022-05-07T20:38:34Z,3120000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (18 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,
317,PT02M57.00S,2022-05-07T20:38:49.3Z,2,REGULAR,2pt,Jump Shot,[],1627759,20.71287779237845,37.745098039215684,1610612738,44,41,2022-05-07T20:38:54Z,3130000,61.0,142.0,1,left,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
318,PT02M55.00S,2022-05-07T20:38:51.3Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,44,41,2022-05-07T20:38:54Z,3140000,,,0,,B. Lopez REBOUND (Off:2 Def:5),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,317.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
319,PT02M48.00S,2022-05-07T20:39:00.0Z,2,REGULAR,3pt,Jump Shot,[],201950,67.23061760840999,38.72549019607843,1610612749,44,41,2022-05-07T20:43:56Z,3150000,-56.0,256.0,1,right,MISS J. Holiday 26' pullup 3PT,[201950],1610612749.0,MIL,pullup,,,Holiday,J. Holiday,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
332,PT02M48.00S,2022-05-07T20:39:00.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,44,41,2022-05-07T20:50:47Z,3152500,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,,
323,PT02M48.00S,2022-05-07T20:39:16.5Z,2,REGULAR,foul,personal,[],203935,,,1610612749,44,41,2022-05-07T20:51:04Z,3158750,,,0,,M. Smart double personal FOUL (3 PF),"[203935, 201572]",1610612738.0,BOS,double,,,Smart,M. Smart,,,,,,,,,,,,,,,,,2882.0,3.0,0.0,Lopez,201572.0,,,,
370,PT02M48.00S,2022-05-07T20:39:16.5Z,2,REGULAR,foul,personal,['inpenalty'],201572,,,1610612749,44,41,2022-05-07T20:51:04Z,3159687,,,0,,B. Lopez double personal FOUL (3 PF),"[201572, 203935]",1610612749.0,MIL,double,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,3.0,0.0,Smart,203935.0,,,,
320,PT02M48.00S,2022-05-07T20:39:44.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,44,41,2022-05-07T20:39:44Z,3160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M48.00S,2022-05-07T20:42:18.2Z,2,REGULAR,substitution,out,[],202083,,,1610612749,44,41,2022-05-07T20:42:59Z,3170000,,,0,,SUB out: W. Matthews,[202083],1610612749.0,MIL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M48.00S,2022-05-07T20:42:18.2Z,2,REGULAR,substitution,out,[],203935,,,1610612749,44,41,2022-05-07T20:42:59Z,3180000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M48.00S,2022-05-07T20:42:18.2Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,44,41,2022-05-07T20:42:59Z,3190000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M48.00S,2022-05-07T20:42:18.2Z,2,REGULAR,substitution,in,[],1628369,,,1610612749,44,41,2022-05-07T20:42:59Z,3200000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M48.00S,2022-05-07T20:43:21.4Z,2,REGULAR,jumpball,recovered,[],201950,,,1610612749,44,41,2022-05-07T20:50:34Z,3210000,,,0,,Jump Ball B. Lopez vs. A. Horford: Tip to J. Holiday,"[201950, 201572, 201143]",1610612749.0,MIL,lodgedball,J. Holiday,201950.0,Holiday,J. Holiday,Lopez,201572.0,Horford,201143.0,,,,,,,,,,,,,,,,,,,,,
333,PT02M31.00S,2022-05-07T20:43:27.4Z,2,REGULAR,3pt,Jump Shot,[],201950,92.72339027595268,3.1862745098039214,1610612749,44,41,2022-05-07T21:03:40Z,3240000,-234.0,16.0,1,right,MISS J. Holiday 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,23.46,Missed,,,,,,,,,,,,,,,,,,,
334,PT02M29.00S,2022-05-07T20:43:29.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,44,41,2022-05-07T20:43:31Z,3250000,,,0,,A. Horford REBOUND (Off:1 Def:6),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,333.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
335,PT02M16.00S,2022-05-07T20:43:42.5Z,2,REGULAR,3pt,Jump Shot,[],1628369,32.14520367936925,69.6078431372549,1610612738,44,41,2022-05-07T20:43:50Z,3260000,-98.0,250.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
336,PT02M13.00S,2022-05-07T20:43:45.0Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,44,41,2022-05-07T20:43:45Z,3270000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:7),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,335.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
337,PT02M06.00S,2022-05-07T20:43:51.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,90.88370565045992,52.69607843137255,1610612749,44,41,2022-05-07T20:43:59Z,3280000,13.0,33.0,1,right,MISS G. Antetokounmpo driving finger roll Layup,[203507],1610612749.0,MIL,driving finger roll,,,Antetokounmpo,G. Antetokounmpo,,,,,3.58,Missed,,,,,,,,,,,,,,,,,,,
338,PT02M04.00S,2022-05-07T20:43:54.0Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,41,2022-05-07T20:43:54Z,3290000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,337.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
339,PT01M57.00S,2022-05-07T20:44:01.7Z,2,REGULAR,2pt,Jump Shot,[],201143,20.45006570302234,64.2156862745098,1610612738,44,43,2022-05-07T20:44:07Z,3300000,-71.0,140.0,1,left,A. Horford 15' floating Jump Shot (8 PTS) (J. Brown 2 AST),"[201143, 1627759]",1610612738.0,BOS,floating,,,Horford,A. Horford,,,,,15.68,Made,,,,,,,8.0,J. Brown,1627759.0,2.0,,,,,,,,,
341,PT01M41.00S,2022-05-07T20:44:17.2Z,2,REGULAR,2pt,Jump Shot,[],201950,79.71419185282524,75.73529411764706,1610612749,44,43,2022-05-07T20:44:25Z,3320000,129.0,138.0,1,right,MISS J. Holiday 18' step back Shot,[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,18.88,Missed,,,,,,,,,,,,,,,,,,,
342,PT01M38.00S,2022-05-07T20:44:20.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,44,43,2022-05-07T20:44:25Z,3330000,,,0,,J. Brown REBOUND (Off:0 Def:7),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,341.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
343,PT01M34.00S,2022-05-07T20:44:24.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,6.783837056504599,98.52941176470588,1610612738,44,43,2022-05-07T20:44:31Z,3340000,-243.0,11.0,1,left,MISS G. Williams 24' running 3PT,[1629684],1610612738.0,BOS,running,,,Williams,G. Williams,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,,
344,PT01M31.00S,2022-05-07T20:44:27.3Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,44,43,2022-05-07T20:44:31Z,3350000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:8),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,343.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
345,PT01M18.00S,2022-05-07T20:44:39.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.9862023653088,51.225490196078425,1610612749,46,43,2022-05-07T20:44:45Z,3360000,6.0,13.0,1,right,G. Antetokounmpo driving DUNK (20 PTS) (G. Hill 1 AST),"[203507, 201588]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,1.47,Made,,,,,,,20.0,G. Hill,201588.0,1.0,,,,,,,,,
347,PT00M57.70S,2022-05-07T20:45:05.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203507,,,1610612738,46,43,2022-05-07T20:45:15Z,3380000,,,0,,G. Antetokounmpo personal FOUL (3 PF) (Williams 2 FT),"[203507, 1629684]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,2003.0,3.0,0.0,Williams,1629684.0,,,,
349,PT00M57.70S,2022-05-07T20:45:31.5Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,46,44,2022-05-07T20:45:31Z,3400000,,,0,,G. Williams Free Throw 1 of 2 (3 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
350,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,out,[],201588,,,1610612738,46,44,2022-05-07T20:45:51Z,3410000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,out,[],201572,,,1610612738,46,44,2022-05-07T20:45:51Z,3420000,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,out,[],203507,,,1610612738,46,44,2022-05-07T20:45:51Z,3430000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,out,[],201143,,,1610612738,46,44,2022-05-07T20:45:51Z,3440000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,in,[],1628960,,,1610612738,46,44,2022-05-07T20:45:51Z,3450000,,,0,,SUB in: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT00M57.70S,2022-05-07T20:45:35.3Z,2,REGULAR,substitution,in,[],1626171,,,1610612738,46,44,2022-05-07T20:45:51Z,3460000,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
