actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
431,PT03M13.00S,2021-05-13T01:33:45.8Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,61,58,2021-05-13T01:33:46Z,4270000,,,0,,A. Nesmith REBOUND (Off:1 Def:5),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,429.0,6.0,5.0,1.0,,,,,,,,,,,,
432,PT03M12.00S,2021-05-13T01:33:46.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,7.966491458607096,51.049325980392155,1610612738,61,60,2021-05-13T01:33:50Z,4280000,-5.0,22.0,1,left,A. Nesmith putback Layup (8 PTS),[1630174],1610612738.0,BOS,putback,,,Nesmith,A. Nesmith,,,,,,,,2.3,Made,,,,,8.0,,,,,,,,,,,
433,PT02M56.00S,2021-05-13T01:34:02.4Z,3,REGULAR,2pt,Hook,[],1628386,91.80354796320631,30.46109068627451,1610612739,61,60,2021-05-13T01:34:07Z,4290000,-98.0,25.0,1,right,MISS J. Allen 10' turnaround Hook,[1628386],1610612739.0,CLE,turnaround,,,Allen,J. Allen,,,,,,,,10.07,Missed,,,,,,,,,,,,,,,,
434,PT02M54.00S,2021-05-13T01:34:04.4Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,61,60,2021-05-13T01:34:07Z,4300000,,,0,,A. Nesmith REBOUND (Off:1 Def:6),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,433.0,7.0,6.0,1.0,,,,,,,,,,,,
435,PT02M46.00S,2021-05-13T01:34:12.6Z,3,REGULAR,3pt,Jump Shot,[],1628436,24.129434954007884,87.56893382352942,1610612738,61,63,2021-05-13T01:34:17Z,4310000,-188.0,174.0,1,left,L. Kornet 25' 3PT  (3 PTS) (P. Pritchard 2 AST),"[1628436, 1630202]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,25.62,Made,,,,,3.0,P. Pritchard,1630202.0,2.0,,,,,,,,
437,PT02M19.00S,2021-05-13T01:34:39.8Z,3,REGULAR,2pt,Jump Shot,[],1628422,82.47371879106439,18.206188725490197,1610612739,63,63,2021-05-13T01:34:45Z,4330000,-159.0,112.0,1,right,D. Dotson 19' step back Jump Shot (2 PTS) (D. Wade 1 AST),"[1628422, 1629731]",1610612739.0,CLE,step back,,,Dotson,D. Dotson,,,,,,,,19.46,Made,,,,,2.0,D. Wade,1629731.0,1.0,,,,,,,,
439,PT01M59.00S,2021-05-13T01:35:05.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,3.892904073587385,51.78462009803921,1610612738,63,65,2021-05-13T01:35:11Z,4350000,-9.0,-16.0,1,left,J. Tatum driving Layup (19 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,1.82,Made,,,,,19.0,,,,,,,,,,,
440,PT01M59.00S,2021-05-13T01:35:08.6Z,3,REGULAR,foul,personal,['1freethrow'],1629731,,,1610612738,63,65,2021-05-13T01:35:18Z,4360000,,,0,,D. Wade shooting personal FOUL (4 PF) (Tatum 1 FT),"[1629731, 1628369]",1610612739.0,CLE,shooting,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,101283.0,4.0,0.0,Tatum,1628369.0,,,
442,PT01M59.00S,2021-05-13T01:35:30.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,63,65,2021-05-13T01:35:30Z,4380000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,out,[],1629012,,,1610612738,63,65,2021-05-13T01:37:56Z,4390000,,,0,,SUB out: C. Sexton,[1629012],1610612739.0,CLE,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,out,[],1628386,,,1610612738,63,65,2021-05-13T01:37:56Z,4400000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,out,[],1629731,,,1610612738,63,65,2021-05-13T01:37:56Z,4410000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,in,[],201567,,,1610612738,63,65,2021-05-13T01:37:56Z,4420000,,,0,,SUB in: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,in,[],1629662,,,1610612738,63,65,2021-05-13T01:37:56Z,4430000,,,0,,SUB in: M. Kabengele,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT01M59.00S,2021-05-13T01:37:12.2Z,3,REGULAR,substitution,in,[],1630171,,,1610612738,63,65,2021-05-13T01:37:56Z,4440000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT01M59.00S,2021-05-13T01:38:16.3Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,63,66,2021-05-13T01:38:16Z,4450000,,,0,,J. Tatum Free Throw 1 of 1 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,
450,PT01M42.00S,2021-05-13T01:38:35.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,83.26215505913272,39.03952205882353,1610612739,65,66,2021-05-13T01:38:40Z,4460000,-55.0,105.0,1,right,K. Love 11' fadeaway Jump Shot (17 PTS),[201567],1610612739.0,CLE,fadeaway,,,Love,K. Love,,,,,,,,11.83,Made,,,,,17.0,,,,,,,,,,,
451,PT01M21.00S,2021-05-13T01:38:57.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,6.783837056504599,71.6375612745098,1610612738,65,66,2021-05-13T01:39:05Z,4470000,-108.0,11.0,1,left,MISS J. Tatum 10' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,10.88,Missed,,,,,,,,,,,,,,,,
452,PT01M15.00S,2021-05-13T01:39:03.3Z,3,REGULAR,rebound,defensive,[],201567,,,1610612739,65,66,2021-05-13T01:39:05Z,4480000,,,0,,K. Love REBOUND (Off:0 Def:8),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,451.0,8.0,8.0,0.0,,,,,,,,,,,,
453,PT01M13.00S,2021-05-13T01:39:11.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612739,65,66,2021-05-13T01:39:21Z,4490000,,,0,,A. Nesmith personal FOUL (4 PF) (Love 2 FT),"[1630174, 201567]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1626301.0,4.0,0.0,Love,201567.0,,,
455,PT01M13.00S,2021-05-13T01:39:31.3Z,3,REGULAR,freethrow,1 of 2,[],201567,,,1610612739,66,66,2021-05-13T01:39:31Z,4510000,,,0,,K. Love Free Throw 1 of 2 (18 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,,,,,18.0,,,,,,,,,,,
456,PT01M13.00S,2021-05-13T01:39:32.1Z,3,REGULAR,substitution,out,[],1630174,,,1610612739,66,66,2021-05-13T01:39:37Z,4520000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M13.00S,2021-05-13T01:39:32.1Z,3,REGULAR,substitution,in,[],1629684,,,1610612739,66,66,2021-05-13T01:39:37Z,4530000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M13.00S,2021-05-13T01:39:52.5Z,3,REGULAR,freethrow,2 of 2,[],201567,,,1610612739,67,66,2021-05-13T01:39:52Z,4540000,,,0,,K. Love Free Throw 2 of 2 (19 PTS),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,Made,,,,,19.0,,,,,,,,,,,
459,PT00M51.50S,2021-05-13T01:40:18.3Z,3,REGULAR,3pt,Jump Shot,[],1630202,33.196452036793694,70.90226715686273,1610612738,67,69,2021-05-13T01:40:26Z,4550000,-105.0,260.0,1,left,P. Pritchard 27' 3PT  (12 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,27.98,Made,,,,,12.0,,,,,,,,,,,
460,PT00M32.40S,2021-05-13T01:40:40.1Z,3,REGULAR,2pt,Jump Shot,[],201567,85.62746386333771,70.90226715686273,1610612739,67,69,2021-05-13T01:40:44Z,4560000,105.0,83.0,1,right,MISS K. Love 13' Jump Shot,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,13.32,Missed,,,,,,,,,,,,,,,,
461,PT00M30.40S,2021-05-13T01:40:42.1Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,67,69,2021-05-13T01:40:44Z,4570000,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,460.0,4.0,3.0,1.0,,,,,,,,,,,,
462,PT00M10.50S,2021-05-13T01:41:01.9Z,3,REGULAR,3pt,Jump Shot,[],1630202,6.915243101182654,95.16697303921569,1610612738,67,69,2021-05-13T01:41:05Z,4580000,-226.0,13.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,22.61,Missed,,,,,,,,,,,,,,,,
463,PT00M07.90S,2021-05-13T01:41:04.5Z,3,REGULAR,rebound,defensive,[],1630271,,,1610612739,67,69,2021-05-13T01:41:05Z,4590000,,,0,,B. Thomas REBOUND (Off:0 Def:8),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,462.0,8.0,8.0,0.0,,,,,,,,,,,,
464,PT00M00.00S,2021-05-13T01:41:14.3Z,3,REGULAR,2pt,Jump Shot,[],1630171,87.72996057818659,25.06893382352941,1610612739,67,69,2021-05-13T01:41:18Z,4600000,-125.0,63.0,1,right,MISS I. Okoro 13' Jump Shot,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,13.96,Missed,,,,,,,,,,,,,,,,
465,PT00M00.00S,2021-05-13T01:41:14.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612739,67,69,2021-05-13T01:41:18Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,464.0,,,,,,,,,,,,,,,
466,PT00M00.00S,2021-05-13T01:41:17.4Z,3,REGULAR,period,end,[],0,,,1610612739,67,69,2021-05-13T01:41:17Z,4620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT12M00.00S,2021-05-13T01:41:41.7Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612739,67,69,2021-05-13T01:43:38Z,4630000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT12M00.00S,2021-05-13T01:41:41.7Z,4,REGULAR,substitution,in,['startperiod'],203095,,,1610612739,67,69,2021-05-13T01:43:38Z,4640000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT12M00.00S,2021-05-13T01:43:48.9Z,4,REGULAR,period,start,[],0,,,1610612739,67,69,2021-05-13T01:43:48Z,4650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT11M43.00S,2021-05-13T01:44:05.4Z,4,REGULAR,3pt,Jump Shot,[],1629662,70.90998685939553,76.78462009803921,1610612739,67,69,2021-05-13T01:44:10Z,4660000,134.0,221.0,1,right,MISS M. Kabengele 25' 3PT,[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,25.83,Missed,,,,,,,,,,,,,,,,
471,PT11M41.00S,2021-05-13T01:44:07.4Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,67,69,2021-05-13T01:44:10Z,4670000,,,0,,P. Pritchard REBOUND (Off:1 Def:6),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,470.0,7.0,6.0,1.0,,,,,,,,,,,,
472,PT11M29.00S,2021-05-13T01:44:19.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,21.632720105124836,6.1963848039215685,1610612738,67,69,2021-05-13T01:44:24Z,4680000,219.0,151.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,26.59,Missed,,,,,,,,,,,,,,,,
473,PT11M25.00S,2021-05-13T01:44:23.7Z,4,REGULAR,rebound,defensive,[],1629662,,,1610612739,67,69,2021-05-13T01:44:24Z,4690000,,,0,,M. Kabengele REBOUND (Off:1 Def:3),[1629662],1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,,,472.0,4.0,3.0,1.0,,,,,,,,,,,,
474,PT11M11.00S,2021-05-13T01:44:37.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630171,93.24901445466492,51.78462009803921,1610612739,69,69,2021-05-13T01:44:42Z,4700000,9.0,11.0,1,right,I. Okoro driving floating bank Jump Shot (13 PTS) (K. Love 1 AST),"[1630171, 201567]",1610612739.0,CLE,driving floating bank,,,Okoro,I. Okoro,,,,,,,,1.41,Made,,,,,13.0,K. Love,201567.0,1.0,,,,,,,,
476,PT10M57.00S,2021-05-13T01:44:50.7Z,4,REGULAR,3pt,Jump Shot,[],203095,33.459264126149804,50.55912990196079,1610612738,69,69,2021-05-13T01:44:53Z,4720000,-3.0,262.0,1,left,MISS E. Fournier 26' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,26.2,Missed,,,,,,,,,,,,,,,,
477,PT10M55.00S,2021-05-13T01:44:52.7Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,69,69,2021-05-13T01:44:53Z,4730000,,,0,,K. Love REBOUND (Off:0 Def:9),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,476.0,9.0,9.0,0.0,,,,,,,,,,,,
478,PT10M47.00S,2021-05-13T01:45:01.1Z,4,REGULAR,3pt,Jump Shot,[],1630271,78.0059132720105,6.1963848039215685,1610612739,69,69,2021-05-13T01:45:04Z,4740000,-219.0,154.0,1,right,MISS B. Thomas 26' 3PT,[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,26.78,Missed,,,,,,,,,,,,,,,,
479,PT10M44.00S,2021-05-13T01:45:04.1Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,69,69,2021-05-13T01:45:04Z,4750000,,,0,,L. Kornet REBOUND (Off:1 Def:4),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,478.0,5.0,4.0,1.0,,,,,,,,,,,,
480,PT10M34.00S,2021-05-13T01:45:14.2Z,4,REGULAR,3pt,Jump Shot,[],1628436,25.837713534822605,11.833639705882353,1610612738,69,69,2021-05-13T01:45:21Z,4760000,191.0,190.0,1,left,MISS L. Kornet 26' 3PT,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,26.95,Missed,,,,,,,,,,,,,,,,
481,PT10M30.00S,2021-05-13T01:45:18.2Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,69,69,2021-05-13T01:45:21Z,4770000,,,0,,K. Love REBOUND (Off:0 Def:10),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,480.0,10.0,10.0,0.0,,,,,,,,,,,,
482,PT10M21.00S,2021-05-13T01:45:26.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,93.9060446780552,51.78462009803921,1610612739,69,69,2021-05-13T01:45:31Z,4780000,9.0,5.0,1,right,MISS I. Okoro driving Layup - blocked,"[1630171, 1628436]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,,,,1.01,Missed,,,,,,,,,,,,,,Kornet,1628436.0,
483,PT10M21.00S,2021-05-13T01:45:26.6Z,4,REGULAR,block,,[],1628436,,,1610612739,69,69,2021-05-13T01:45:29Z,4790000,,,0,,L. Kornet BLOCK (2 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT10M17.00S,2021-05-13T01:45:30.6Z,4,REGULAR,rebound,defensive,[],203095,,,1610612738,69,69,2021-05-13T01:45:31Z,4800000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,482.0,4.0,3.0,1.0,,,,,,,,,,,,
485,PT10M12.00S,2021-05-13T01:45:36.7Z,4,REGULAR,3pt,Jump Shot,[],203095,33.590670170827856,54.970894607843135,1610612738,69,72,2021-05-13T01:48:22Z,4810000,-25.0,263.0,1,left,E. Fournier 26' 3PT pullup (12 PTS),[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,26.45,Made,,,,,12.0,,,,,,,,,,,
486,PT09M49.00S,2021-05-13T01:45:58.4Z,4,REGULAR,2pt,Jump Shot,[],1628422,76.42904073587385,60.11795343137255,1610612739,71,72,2021-05-13T01:46:02Z,4820000,51.0,169.0,1,right,D. Dotson 17' Jump Shot (4 PTS) (K. Love 2 AST),"[1628422, 201567]",1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,17.65,Made,,,,,4.0,K. Love,201567.0,2.0,,,,,,,,
488,PT09M35.00S,2021-05-13T01:46:12.9Z,4,REGULAR,3pt,Jump Shot,[],203095,30.436925098554536,71.14736519607843,1610612738,71,72,2021-05-13T01:46:17Z,4840000,-106.0,234.0,1,left,MISS E. Fournier 25' pullup 3PT,[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,,,,25.64,Missed,,,,,,,,,,,,,,,,
489,PT09M32.00S,2021-05-13T01:46:15.9Z,4,REGULAR,rebound,defensive,[],1628422,,,1610612739,71,72,2021-05-13T01:46:17Z,4850000,,,0,,D. Dotson REBOUND (Off:0 Def:2),[1628422],1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,,,488.0,2.0,2.0,0.0,,,,,,,,,,,,
490,PT09M26.00S,2021-05-13T01:46:21.5Z,4,REGULAR,3pt,Jump Shot,[],201567,60.13469119579501,27.519914215686274,1610612739,74,72,2021-05-13T01:46:26Z,4860000,-112.0,322.0,1,right,K. Love 34' 3PT  (22 PTS) (D. Dotson 1 AST),"[201567, 1628422]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,34.12,Made,,,,,22.0,D. Dotson,1628422.0,1.0,,,,,,,,
492,PT09M26.00S,2021-05-13T01:46:29.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,72,2021-05-13T01:46:29Z,4880000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT09M26.00S,2021-05-13T01:48:44.9Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,74,72,2021-05-13T01:49:00Z,4890000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT09M26.00S,2021-05-13T01:48:44.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,74,72,2021-05-13T01:49:00Z,4900000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT09M07.00S,2021-05-13T01:49:39.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,74,72,2021-05-13T01:49:39Z,4910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M01.00S,2021-05-13T01:49:59.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,18.084756898817346,55.21599264705882,1610612738,74,72,2021-05-13T01:50:02Z,4920000,-26.0,117.0,1,left,MISS G. Williams 12' Jump Shot,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,12.04,Missed,,,,,,,,,,,,,,,,
497,PT08M58.00S,2021-05-13T01:50:01.8Z,4,REGULAR,rebound,defensive,[],1630271,,,1610612739,74,72,2021-05-13T01:50:01Z,4930000,,,0,,B. Thomas REBOUND (Off:0 Def:9),[1630271],1610612739.0,CLE,,,,Thomas,B. Thomas,,,,,,,,,,496.0,9.0,9.0,0.0,,,,,,,,,,,,
498,PT08M39.00S,2021-05-13T01:50:22.5Z,4,REGULAR,3pt,Jump Shot,[],201567,74.85216819973719,91.00030637254902,1610612739,74,72,2021-05-13T01:50:25Z,4940000,205.0,184.0,1,right,MISS K. Love 27' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,27.54,Missed,,,,,,,,,,,,,,,,
499,PT08M36.00S,2021-05-13T01:50:25.5Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,74,72,2021-05-13T01:50:25Z,4950000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,498.0,1.0,1.0,0.0,,,,,,,,,,,,
500,PT08M21.00S,2021-05-13T01:50:39.1Z,4,REGULAR,2pt,Jump Shot,[],203095,7.046649145860711,28.255208333333332,1610612738,74,72,2021-05-13T01:50:43Z,4960000,109.0,14.0,1,left,MISS E. Fournier 10' driving floating Shot,[203095],1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,,,,10.96,Missed,,,,,,,,,,,,,,,,
501,PT08M19.00S,2021-05-13T01:50:41.0Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,74,72,2021-05-13T01:50:41Z,4970000,,,0,,K. Love REBOUND (Off:0 Def:11),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,500.0,11.0,11.0,0.0,,,,,,,,,,,,
502,PT08M12.00S,2021-05-13T01:50:49.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629662,93.64323258869908,50.80422794117647,1610612739,74,72,2021-05-13T01:50:57Z,4980000,4.0,7.0,1,right,MISS M. Kabengele Layup - blocked,"[1629662, 1628436]",1610612739.0,CLE,,,,Kabengele,M. Kabengele,,,,,,,,0.83,Missed,,,,,,,,,,,,,,Kornet,1628436.0,
503,PT08M12.00S,2021-05-13T01:50:49.0Z,4,REGULAR,block,,[],1628436,,,1610612739,74,72,2021-05-13T01:50:52Z,4990000,,,0,,L. Kornet BLOCK (3 BLK),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M07.00S,2021-05-13T01:50:54.0Z,4,REGULAR,rebound,defensive,[],1628436,,,1610612738,74,72,2021-05-13T01:50:57Z,5000000,,,0,,L. Kornet REBOUND (Off:1 Def:5),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,502.0,6.0,5.0,1.0,,,,,,,,,,,,
505,PT08M03.00S,2021-05-13T01:50:57.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,8.09789750328515,49.57873774509804,1610612738,74,72,2021-05-13T01:53:22Z,5010000,2.0,24.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,,2.37,Missed,,,,,,,,,,,,,,,,
506,PT08M00.00S,2021-05-13T01:51:00.0Z,4,REGULAR,rebound,defensive,[],201567,,,1610612739,74,72,2021-05-13T01:51:09Z,5020000,,,0,,K. Love REBOUND (Off:0 Def:12),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,505.0,12.0,12.0,0.0,,,,,,,,,,,,
507,PT07M52.00S,2021-05-13T01:51:08.5Z,4,REGULAR,3pt,Jump Shot,[],1628422,76.69185282522996,5.706188725490196,1610612739,77,72,2021-05-13T01:51:14Z,5030000,-221.0,167.0,1,right,D. Dotson 27' 3PT  (7 PTS) (K. Love 3 AST),"[1628422, 201567]",1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,27.72,Made,,,,,7.0,K. Love,201567.0,3.0,,,,,,,,
509,PT07M34.00S,2021-05-13T01:51:26.1Z,4,REGULAR,3pt,Jump Shot,[],1629684,7.046649145860711,95.90226715686273,1610612738,77,72,2021-05-13T01:51:31Z,5050000,-230.0,14.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,22.99,Missed,,,,,,,,,,,,,,,,
510,PT07M32.00S,2021-05-13T01:51:28.1Z,4,REGULAR,rebound,defensive,[],1628422,,,1610612739,77,72,2021-05-13T01:51:31Z,5060000,,,0,,D. Dotson REBOUND (Off:0 Def:3),[1628422],1610612739.0,CLE,,,,Dotson,D. Dotson,,,,,,,,,,509.0,3.0,3.0,0.0,,,,,,,,,,,,
511,PT07M25.00S,2021-05-13T01:51:36.5Z,4,REGULAR,3pt,Jump Shot,[],201567,66.5735873850197,37.07873774509804,1610612739,80,72,2021-05-13T01:51:40Z,5070000,-65.0,262.0,1,right,K. Love 26' 3PT  (25 PTS) (D. Dotson 2 AST),"[201567, 1628422]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,,26.96,Made,,,,,25.0,D. Dotson,1628422.0,2.0,,,,,,,,
513,PT07M25.00S,2021-05-13T01:51:41.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,80,72,2021-05-13T01:51:41Z,5090000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT07M25.00S,2021-05-13T01:52:16.4Z,4,REGULAR,memo,,[],0,,,1610612738,80,72,2021-05-13T02:06:37Z,5100000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Love sets season high in points 
515,PT07M25.00S,2021-05-13T01:52:28.3Z,4,REGULAR,memo,,[],0,,,1610612738,80,72,2021-05-13T01:52:28Z,5110000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin Love sets season high in rebounds
516,PT07M25.00S,2021-05-13T01:53:50.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,80,72,2021-05-13T01:54:28Z,5120000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
