actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
469,PT01M16.00S,2021-03-05T01:48:23.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,96,87,2021-03-05T01:48:23Z,4600000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M16.00S,2021-03-05T01:48:25.5Z,3,REGULAR,substitution,out,[],1628449,,,1610612761,96,87,2021-03-05T01:48:29Z,4610000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M16.00S,2021-03-05T01:48:25.5Z,3,REGULAR,substitution,in,[],1626169,,,1610612761,96,87,2021-03-05T01:48:29Z,4620000,,,0,,SUB in: S. Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
472,PT01M13.00S,2021-03-05T01:48:49.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629056,92.85479632063075,44.921875,1610612761,96,89,2021-03-05T01:48:55Z,4630000,-25.0,15.0,1,right,T. Davis cutting Layup (15 PTS) (K. Lowry 12 AST),"[1629056, 200768]",1610612761.0,TOR,cutting,,,Davis,T. Davis,,,,,2.93,Made,15.0,K. Lowry,200768.0,12.0,,,,,,,,,,,,,,
474,PT00M51.20S,2021-03-05T01:49:11.5Z,3,REGULAR,3pt,Jump Shot,[],1629684,6.783837056504599,96.14736519607843,1610612738,99,89,2021-03-05T01:49:16Z,4650000,-231.0,11.0,1,left,G. Williams 3PT  (11 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.1,Made,11.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,
476,PT00M39.20S,2021-03-05T01:49:37.3Z,3,REGULAR,3pt,Jump Shot,[],200768,69.99014454664915,80.7061887254902,1610612761,99,89,2021-03-05T01:49:48Z,4670000,154.0,230.0,1,right,MISS K. Lowry 27' step back 3PT,[200768],1610612761.0,TOR,step back,,,Lowry,K. Lowry,,,,,27.62,Missed,,,,,,,,,,,,,,,,,,
478,PT00M37.20S,2021-03-05T01:49:39.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,99,89,2021-03-05T01:49:48Z,4680000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,476.0,5.0,4.0,1.0,,,,,,,,,,
479,PT00M14.70S,2021-03-05T01:49:59.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,13.091327201051248,78.74540441176471,1610612738,99,89,2021-03-05T01:50:14Z,4690000,-144.0,71.0,1,left,MISS J. Tatum 16' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,
480,PT00M13.80S,2021-03-05T01:50:00.7Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,99,89,2021-03-05T01:50:14Z,4700000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,479.0,3.0,1.0,2.0,,,,,,,,,,
481,PT00M13.70S,2021-03-05T01:50:04.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629684,5.590000152587891,50.0,1610612738,101,89,2021-03-05T01:50:19Z,4710000,0.0,0.0,1,left,G. Williams tip Layup (13 PTS),[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,
482,PT00M04.80S,2021-03-05T01:50:16.0Z,3,REGULAR,3pt,Jump Shot,[],1629056,71.43561103810775,17.96109068627451,1610612761,101,92,2021-03-05T01:50:23Z,4720000,-160.0,216.0,1,right,T. Davis 26' 3PT  (18 PTS) (K. Lowry 13 AST),"[1629056, 200768]",1610612761.0,TOR,,,,Davis,T. Davis,,,,,26.89,Made,18.0,K. Lowry,200768.0,13.0,,,,,,,,,,,,,,
484,PT00M01.00S,2021-03-05T01:50:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.703679369250986,54.23560049019608,1610612738,101,92,2021-03-05T01:50:42Z,4740000,-21.0,20.0,1,left,MISS G. Williams driving finger roll Layup - blocked,"[1629684, 1629056]",1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,2.91,Missed,,,,,,,,,,,,,,,Davis,1629056.0,,
485,PT00M01.00S,2021-03-05T01:50:25.0Z,3,REGULAR,block,,[],1629056,,,1610612738,101,92,2021-03-05T01:50:26Z,4750000,,,0,,T. Davis BLOCK (1 BLK),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,
486,PT00M00.60S,2021-03-05T01:50:25.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,101,92,2021-03-05T01:50:42Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,484.0,,,,,,,,,,,,,
487,PT00M00.00S,2021-03-05T01:50:28.5Z,3,REGULAR,period,end,[],0,,,1610612738,101,92,2021-03-05T01:50:28Z,4770000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,101,92,2021-03-05T01:53:00Z,4780000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,out,['startperiod'],201952,,,1610612738,101,92,2021-03-05T01:53:00Z,4790000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,out,['startperiod'],200768,,,1610612738,101,92,2021-03-05T01:53:00Z,4800000,,,0,,SUB out: K. Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,out,['startperiod'],203382,,,1610612738,101,92,2021-03-05T01:53:00Z,4810000,,,0,,SUB out: A. Baynes,[203382],1610612761.0,TOR,,,,Baynes,A. Baynes,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,101,92,2021-03-05T01:53:00Z,4820000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,in,['startperiod'],202689,,,1610612738,101,92,2021-03-05T01:53:00Z,4830000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,in,['startperiod'],1628449,,,1610612738,101,92,2021-03-05T01:53:00Z,4840000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
495,PT12M00.00S,2021-03-05T01:52:44.8Z,4,REGULAR,substitution,in,['startperiod'],1627761,,,1610612738,101,92,2021-03-05T01:53:00Z,4850000,,,0,,SUB in: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
496,PT12M00.00S,2021-03-05T01:53:08.3Z,4,REGULAR,period,start,[],0,,,1610612738,101,92,2021-03-05T01:53:08Z,4860000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT11M47.00S,2021-03-05T01:53:20.9Z,4,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,101,92,2021-03-05T01:53:26Z,4870000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (4 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,,,,201638.0,,,,,4.0,,,,
498,PT11M36.00S,2021-03-05T01:53:49.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629056,91.5407358738502,44.921875,1610612761,101,94,2021-03-05T01:54:01Z,4880000,-25.0,27.0,1,right,T. Davis cutting Layup (20 PTS) (N. Powell 3 AST),"[1629056, 1626181]",1610612761.0,TOR,cutting,,,Davis,T. Davis,,,,,3.71,Made,20.0,N. Powell,1626181.0,3.0,,,,,,,,,,,,,,
500,PT11M16.00S,2021-03-05T01:54:08.6Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,10.90670170827858,50.85018382352941,1610612738,103,94,2021-03-05T01:54:17Z,4900000,-4.0,50.0,1,left,G. Williams driving Hook (15 PTS),[1629684],1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,5.02,Made,15.0,,,,,,,,,,,,,,,,,
501,PT11M02.00S,2021-03-05T01:54:26.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,92.19776609724047,48.59834558823529,1610612761,103,94,2021-03-05T01:54:39Z,4910000,-7.0,21.0,1,right,MISS S. Johnson Layup - blocked,"[1626169, 202689]",1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,2.19,Missed,,,,,,,,,,,,,,,Walker,202689.0,,
502,PT11M02.00S,2021-03-05T01:54:26.7Z,4,REGULAR,block,,[],202689,,,1610612761,103,94,2021-03-05T01:55:37Z,4920000,,,0,,K. Walker BLOCK (2 BLK),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
503,PT11M00.00S,2021-03-05T01:54:28.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,103,94,2021-03-05T01:54:39Z,4930000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,501.0,,,,,,,,,,,,,
504,PT11M00.00S,2021-03-05T01:54:34.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,103,94,2021-03-05T01:54:34Z,4940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M49.00S,2021-03-05T01:54:52.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627761,84.97043363994744,62.32383578431373,1610612761,103,94,2021-03-05T01:55:01Z,4950000,62.0,89.0,1,right,MISS D. Bembry 10' driving floating Shot,[1627761],1610612761.0,TOR,driving floating,,,Bembry,D. Bembry,,,,,10.81,Missed,,,,,,,,,,,,,,,,,,
506,PT10M47.00S,2021-03-05T01:54:54.9Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,103,94,2021-03-05T01:55:01Z,4960000,,,0,,P. Pritchard REBOUND (Off:1 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,505.0,2.0,1.0,1.0,,,,,,,,,,
507,PT10M31.00S,2021-03-05T01:55:10.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,8.278580814717477,96.66053921568627,1610612738,103,94,2021-03-05T01:55:19Z,4970000,-233.0,25.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
508,PT10M29.00S,2021-03-05T01:55:12.9Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,103,94,2021-03-05T01:55:19Z,4980000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,507.0,6.0,4.0,2.0,,,,,,,,,,
509,PT10M23.00S,2021-03-05T01:55:21.3Z,4,REGULAR,foul,personal,['2freethrow'],1628449,,,1610612738,103,94,2021-03-05T01:55:32Z,4990000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Brown 2 FT),"[1628449, 1627759]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,201638.0,3.0,0.0,Brown,1627759.0,,,,,
511,PT10M23.00S,2021-03-05T01:55:47.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,104,94,2021-03-05T01:55:47Z,5010000,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
512,PT10M23.00S,2021-03-05T01:56:02.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,105,94,2021-03-05T01:56:02Z,5020000,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
513,PT10M12.00S,2021-03-05T01:56:15.1Z,4,REGULAR,3pt,Jump Shot,[],1626181,74.77003942181341,10.876225490196079,1610612761,105,94,2021-03-05T02:06:51Z,5030000,-196.0,185.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
514,PT10M10.00S,2021-03-05T01:56:17.1Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,105,94,2021-03-05T02:06:51Z,5040000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,513.0,4.0,3.0,1.0,,,,,,,,,,
515,PT10M08.00S,2021-03-05T01:56:18.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,92.85479632063075,47.61795343137255,1610612761,105,96,2021-03-05T01:56:26Z,5050000,-12.0,15.0,1,right,C. Boucher putback Layup (18 PTS),[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,1.89,Made,18.0,,,,,,,,,,,,,,,,,
516,PT09M58.00S,2021-03-05T01:56:31.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,105,96,2021-03-05T01:56:31Z,5060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M49.00S,2021-03-05T01:56:52.0Z,4,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,105,96,2021-03-05T01:57:11Z,5070000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (5 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,,,,,201638.0,,,,,5.0,,,,
518,PT09M38.00S,2021-03-05T01:57:17.3Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612761,105,96,2021-03-05T01:57:33Z,5080000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Powell 2 FT),"[1629057, 1626181]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,202049.0,2.0,0.0,Powell,1626181.0,,,,,
520,PT09M38.00S,2021-03-05T01:57:42.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1626181,,,1610612761,105,97,2021-03-05T01:57:42Z,5100000,,,0,,N. Powell Free Throw 1 of 2 (24 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
521,PT09M38.00S,2021-03-05T01:57:57.8Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1626181,,,1610612761,105,98,2021-03-05T01:57:57Z,5110000,,,0,,N. Powell Free Throw 2 of 2 (25 PTS),[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
522,PT09M22.00S,2021-03-05T01:58:16.5Z,4,REGULAR,foul,personal,['2freethrow'],1629056,,,1610612738,105,98,2021-03-05T01:58:23Z,5120000,,,0,,T. Davis shooting personal FOUL (2 PF) (Pritchard 2 FT),"[1629056, 1630202]",1610612761.0,TOR,shooting,,,Davis,T. Davis,,,,,,,,,,,,,,,1162.0,2.0,0.0,Pritchard,1630202.0,,,,,
524,PT09M22.00S,2021-03-05T01:58:42.1Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,106,98,2021-03-05T01:58:42Z,5140000,,,0,,P. Pritchard Free Throw 1 of 2 (9 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
525,PT09M22.00S,2021-03-05T01:58:42.6Z,4,REGULAR,substitution,out,[],1626181,,,1610612738,106,98,2021-03-05T01:58:53Z,5150000,,,0,,SUB out: N. Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M22.00S,2021-03-05T01:58:42.6Z,4,REGULAR,substitution,out,[],1627761,,,1610612738,106,98,2021-03-05T01:58:53Z,5160000,,,0,,SUB out: D. Bembry,[1627761],1610612761.0,TOR,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
527,PT09M22.00S,2021-03-05T01:58:42.6Z,4,REGULAR,substitution,in,[],1628778,,,1610612738,106,98,2021-03-05T01:58:53Z,5170000,,,0,,SUB in: P. Watson,[1628778],1610612761.0,TOR,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M22.00S,2021-03-05T01:58:42.6Z,4,REGULAR,substitution,in,[],200768,,,1610612738,106,98,2021-03-05T01:58:53Z,5180000,,,0,,SUB in: K. Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M22.00S,2021-03-05T01:59:03.4Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,107,98,2021-03-05T01:59:03Z,5190000,,,0,,P. Pritchard Free Throw 2 of 2 (10 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
530,PT09M08.00S,2021-03-05T01:59:19.2Z,4,REGULAR,3pt,Jump Shot,[],1626169,90.01314060446781,95.68014705882352,1610612761,107,101,2021-03-05T01:59:27Z,5200000,228.0,41.0,1,right,S. Johnson 3PT  (5 PTS) (K. Lowry 14 AST),"[1626169, 200768]",1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,23.21,Made,5.0,K. Lowry,200768.0,14.0,,,,,,,,,,,,,,
532,PT08M51.00S,2021-03-05T01:59:36.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,7.440867279894875,46.14736519607843,1610612738,109,101,2021-03-05T01:59:42Z,5220000,19.0,17.0,1,left,R. Williams III Layup (10 PTS) (P. Pritchard 3 AST),"[1629057, 1630202]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.6,Made,10.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,,,
534,PT08M32.00S,2021-03-05T01:59:55.3Z,4,REGULAR,3pt,Jump Shot,[],1629056,67.09921156373193,67.47089460784314,1610612761,109,101,2021-03-05T02:02:43Z,5240000,87.0,257.0,1,right,MISS T. Davis 27' 3PT,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,
535,PT08M30.00S,2021-03-05T01:59:57.3Z,4,REGULAR,rebound,offensive,[],1629056,,,1610612761,109,101,2021-03-05T02:00:00Z,5250000,,,0,,T. Davis REBOUND (Off:1 Def:1),[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,534.0,2.0,1.0,1.0,,,,,,,,,,
536,PT08M28.00S,2021-03-05T02:00:00.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629056,93.24901445466492,42.96109068627451,1610612761,109,103,2021-03-05T02:00:05Z,5260000,-35.0,11.0,1,right,T. Davis driving reverse Layup (22 PTS),[1629056],1610612761.0,TOR,driving reverse,,,Davis,T. Davis,,,,,3.69,Made,22.0,,,,,,,,,,,,,,,,,
537,PT08M15.00S,2021-03-05T02:00:17.8Z,4,REGULAR,foul,offensive,[],1629684,,,1610612738,109,103,2021-03-05T02:00:23Z,5270000,,,0,,G. Williams offensive FOUL (3 PF),"[1629684, 1626169]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1162.0,3.0,0.0,Johnson,1626169.0,,,,,
539,PT08M15.00S,2021-03-05T02:00:17.8Z,4,REGULAR,turnover,offensive foul,[],1629684,,,1610612738,109,103,2021-03-05T02:00:17Z,5290000,,,0,,G. Williams offensive foul TURNOVER (1 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,1162.0,,,,,1.0,,,,
540,PT08M15.00S,2021-03-05T02:00:27.5Z,4,REGULAR,substitution,out,[],202689,,,1610612761,109,103,2021-03-05T02:00:38Z,5300000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M15.00S,2021-03-05T02:00:27.5Z,4,REGULAR,substitution,out,[],1629057,,,1610612761,109,103,2021-03-05T02:00:38Z,5310000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M15.00S,2021-03-05T02:00:27.5Z,4,REGULAR,substitution,in,[],1628369,,,1610612761,109,103,2021-03-05T02:00:38Z,5320000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M15.00S,2021-03-05T02:00:27.5Z,4,REGULAR,substitution,in,[],202684,,,1610612761,109,103,2021-03-05T02:00:38Z,5330000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M09.00S,2021-03-05T02:00:50.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],200768,74.58935611038108,84.87285539215686,1610612761,109,103,2021-03-05T02:00:56Z,5340000,174.0,186.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
545,PT08M05.00S,2021-03-05T02:00:54.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,109,103,2021-03-05T02:00:56Z,5350000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,544.0,6.0,6.0,0.0,,,,,,,,,,
546,PT08M02.00S,2021-03-05T02:00:57.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629684,6.521024967148489,53.74540441176471,1610612738,111,103,2021-03-05T02:01:06Z,5360000,-19.0,9.0,1,left,G. Williams running alley-oop Layup (17 PTS) (J. Brown 4 AST),"[1629684, 1627759]",1610612738.0,BOS,running alley-oop,,,Williams,G. Williams,,,,,2.07,Made,17.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
548,PT07M52.00S,2021-03-05T02:01:06.9Z,4,REGULAR,3pt,Jump Shot,[],1629056,65.52233902759527,41.73560049019608,1610612761,111,103,2021-03-05T02:01:15Z,5380000,-41.0,272.0,1,right,MISS T. Davis 27' pullup 3PT,[1629056],1610612761.0,TOR,pullup,,,Davis,T. Davis,,,,,27.47,Missed,,,,,,,,,,,,,,,,,,
549,PT07M50.00S,2021-03-05T02:01:08.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,111,103,2021-03-05T02:01:15Z,5390000,,,0,,J. Tatum REBOUND (Off:1 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,548.0,10.0,9.0,1.0,,,,,,,,,,
550,PT07M32.00S,2021-03-05T02:01:27.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,19.793035479632064,91.73560049019608,1610612738,114,103,2021-03-05T02:01:32Z,5400000,-209.0,134.0,1,left,J. Brown 24' 3PT  (15 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.78,Made,15.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,,,,,
552,PT07M12.00S,2021-03-05T02:01:47.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628449,91.93495400788436,52.51991421568627,1610612761,114,105,2021-03-05T02:01:53Z,5420000,13.0,23.0,1,right,C. Boucher cutting DUNK (20 PTS) (K. Lowry 15 AST),"[1628449, 200768]",1610612761.0,TOR,cutting,,,Boucher,C. Boucher,,,,,2.65,Made,20.0,K. Lowry,200768.0,15.0,,,,,,,,,,,,,,
554,PT07M10.00S,2021-03-05T02:01:55.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,114,105,2021-03-05T02:01:55Z,5440000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT06M48.00S,2021-03-05T02:05:16.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,56.196384803921575,1610612738,116,105,2021-03-05T02:05:21Z,5450000,-31.0,21.0,1,left,J. Tatum driving finger roll Layup (22 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,3.75,Made,22.0,,,,,,,,,,,,,,,,,
556,PT06M34.00S,2021-03-05T02:05:29.8Z,4,REGULAR,3pt,Jump Shot,[],1626169,65.91655716162943,54.23560049019608,1610612761,116,108,2021-03-05T02:05:34Z,5460000,21.0,268.0,1,right,S. Johnson 26' 3PT  (8 PTS) (K. Lowry 16 AST),"[1626169, 200768]",1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,26.87,Made,8.0,K. Lowry,200768.0,16.0,,,,,,,,,,,,,,
558,PT06M16.00S,2021-03-05T02:05:50.3Z,4,REGULAR,foul,personal,[],1628449,,,1610612738,116,108,2021-03-05T02:05:56Z,5480000,,,0,,C. Boucher personal FOUL (4 PF),"[1628449, 1628369]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,202049.0,4.0,0.0,Tatum,1628369.0,,,,,
560,PT06M07.00S,2021-03-05T02:06:19.4Z,4,REGULAR,turnover,traveling,[],1630202,,,1610612738,116,108,2021-03-05T02:06:25Z,5500000,,,0,,P. Pritchard traveling TURNOVER (1 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,201638.0,,,,,1.0,,,,
561,PT06M07.00S,2021-03-05T02:06:36.8Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612761,116,108,2021-03-05T02:06:36Z,5510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
