actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
366,PT06M15.00S,2021-02-10T04:46:13.1Z,3,REGULAR,substitution,in,[],1628400,,,1610612762,68,58,2021-02-10T04:46:28Z,3590000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
367,PT06M15.00S,2021-02-10T04:46:13.1Z,3,REGULAR,substitution,in,[],1629057,,,1610612762,68,58,2021-02-10T04:46:28Z,3600000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
368,PT06M15.00S,2021-02-10T04:46:13.1Z,3,REGULAR,substitution,in,[],1629684,,,1610612762,68,58,2021-02-10T04:46:28Z,3610000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M15.00S,2021-02-10T04:47:49.4Z,3,REGULAR,freethrow,1 of 2,[],202711,,,1610612762,69,58,2021-02-10T04:47:49Z,3620000,,,0,,B. Bogdanovic Free Throw 1 of 2 (12 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
370,PT06M15.00S,2021-02-10T04:48:04.5Z,3,REGULAR,freethrow,2 of 2,[],202711,,,1610612762,70,58,2021-02-10T04:48:04Z,3630000,,,0,,B. Bogdanovic Free Throw 2 of 2 (13 PTS),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
371,PT06M06.00S,2021-02-10T04:48:18.3Z,3,REGULAR,foul,personal,[],202324,,,1610612738,70,58,2021-02-10T04:48:27Z,3640000,,,0,,D. Favors personal FOUL (2 PF),"[202324, 1627759]",1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,1188.0,,,,,,2.0,0.0,Brown,1627759.0
373,PT05M56.00S,2021-02-10T04:48:44.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,8.360709592641262,47.372855392156865,1610612738,70,60,2021-02-10T04:48:50Z,3660000,13.0,26.0,1,left,R. Williams III cutting DUNK (2 PTS) (K. Walker 5 AST),"[1629057, 202689]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.92,Made,,,,,2.0,K. Walker,202689.0,5.0,,,,,,,,,,
375,PT05M46.00S,2021-02-10T04:48:57.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612762,70,60,2021-02-10T04:49:03Z,3680000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Favors 2 FT),"[1629057, 202324]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1188.0,,,,,,2.0,0.0,Favors,202324.0
377,PT05M46.00S,2021-02-10T04:49:23.6Z,3,REGULAR,freethrow,1 of 2,[],202324,,,1610612762,71,60,2021-02-10T04:49:23Z,3700000,,,0,,D. Favors Free Throw 1 of 2 (3 PTS),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
378,PT05M46.00S,2021-02-10T04:49:42.6Z,3,REGULAR,freethrow,2 of 2,[],202324,,,1610612762,72,60,2021-02-10T04:49:42Z,3710000,,,0,,D. Favors Free Throw 2 of 2 (4 PTS),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
379,PT05M31.00S,2021-02-10T04:49:59.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,8.09789750328515,51.294424019607845,1610612738,72,62,2021-02-10T04:50:05Z,3720000,-6.0,24.0,1,left,K. Walker driving floating Jump Shot (7 PTS),[202689],1610612738.0,BOS,driving floating,,,Walker,K. Walker,,,,,2.45,Made,,,,,7.0,,,,,,,,,,,,,
380,PT05M25.00S,2021-02-10T04:50:07.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612762,72,62,2021-02-10T04:50:12Z,3730000,,,0,,K. Walker personal FOUL (2 PF) (Mitchell 2 FT),"[202689, 1628378]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,2148.0,,,,,,2.0,0.0,Mitchell,1628378.0
382,PT05M25.00S,2021-02-10T04:50:41.7Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,73,62,2021-02-10T04:50:41Z,3750000,,,0,,D. Mitchell Free Throw 1 of 2 (23 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
383,PT05M25.00S,2021-02-10T04:50:56.4Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,74,62,2021-02-10T04:50:56Z,3760000,,,0,,D. Mitchell Free Throw 2 of 2 (24 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
384,PT05M01.00S,2021-02-10T04:51:22.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,10.5946123521682,51.53952205882353,1610612738,74,64,2021-02-10T04:51:28Z,3770000,-8.0,47.0,1,left,G. Williams floating Jump Shot (2 PTS) (K. Walker 6 AST),"[1629684, 202689]",1610612738.0,BOS,floating,,,Williams,G. Williams,,,,,4.77,Made,,,,,2.0,K. Walker,202689.0,6.0,,,,,,,,,,
386,PT04M47.00S,2021-02-10T04:51:36.5Z,3,REGULAR,3pt,Jump Shot,[],1628378,68.15045992115637,61.34344362745098,1610612762,74,64,2021-02-10T04:51:43Z,3790000,57.0,247.0,1,right,MISS D. Mitchell 25' pullup 3PT,[1628378],1610612762.0,UTA,pullup,,,Mitchell,D. Mitchell,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,
387,PT04M42.00S,2021-02-10T04:51:41.5Z,3,REGULAR,rebound,offensive,[],203903,,,1610612762,74,64,2021-02-10T04:51:43Z,3800000,,,0,,J. Clarkson REBOUND (Off:1 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,386.0,2.0,1.0,1.0,,,,,,,,,,,,,,
388,PT04M40.00S,2021-02-10T04:51:42.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,75.1149802890933,13.794424019607842,1610612762,77,64,2021-02-10T04:51:48Z,3810000,-181.0,181.0,1,right,R. O'Neale 25' 3PT  (9 PTS) (J. Clarkson 5 AST),"[1626220, 203903]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,25.63,Made,,,,,9.0,J. Clarkson,203903.0,5.0,,,,,,,,,,
390,PT04M33.00S,2021-02-10T04:51:49.5Z,3,REGULAR,3pt,Jump Shot,[],1627759,28.728646517739815,74.82383578431373,1610612738,77,64,2021-02-10T04:53:33Z,3830000,-124.0,218.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
391,PT04M31.00S,2021-02-10T04:51:51.5Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,77,64,2021-02-10T04:51:55Z,3840000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:4),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,390.0,4.0,4.0,0.0,,,,,,,,,,,,,,
392,PT04M23.00S,2021-02-10T04:52:00.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202324,91.80354796320631,52.27481617647059,1610612762,77,64,2021-02-10T04:52:04Z,3850000,11.0,25.0,1,right,MISS D. Favors Layup,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
393,PT04M20.00S,2021-02-10T04:52:03.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,77,64,2021-02-10T04:52:04Z,3860000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,392.0,3.0,2.0,1.0,,,,,,,,,,,,,,
394,PT04M18.00S,2021-02-10T04:52:08.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202324,,,1610612738,77,64,2021-02-10T04:54:17Z,3870000,,,0,,D. Favors take personal FOUL (3 PF) (Brown 2 FT),"[202324, 1627759]",1610612762.0,UTA,take,,,Favors,D. Favors,,,,,,,,,,,,,,,2529.0,,,,,,3.0,0.0,Brown,1627759.0
396,PT04M18.00S,2021-02-10T04:52:32.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,77,64,2021-02-10T04:52:32Z,3890000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
397,PT04M18.00S,2021-02-10T04:52:32.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,77,64,2021-02-10T04:52:32Z,3900000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,396.0,,,,,,,,,,,,,,,,,
398,PT04M18.00S,2021-02-10T04:52:44.7Z,3,REGULAR,substitution,out,[],202689,,,1610612738,77,64,2021-02-10T04:52:46Z,3910000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M18.00S,2021-02-10T04:52:44.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,77,64,2021-02-10T04:52:46Z,3920000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M18.00S,2021-02-10T04:52:54.8Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,77,65,2021-02-10T04:52:54Z,3930000,,,0,,J. Brown Free Throw 2 of 2 (25 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
401,PT04M01.00S,2021-02-10T04:53:19.3Z,3,REGULAR,foul,offensive,['inpenalty'],1626220,,,1610612762,77,65,2021-02-10T04:53:43Z,3940000,,,0,,R. O'Neale offensive FOUL (3 PF),"[1626220, 1629684]",1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,2529.0,,,,,,3.0,0.0,Williams,1629684.0
403,PT04M01.00S,2021-02-10T04:53:19.3Z,3,REGULAR,turnover,offensive foul,[],1626220,,,1610612762,77,65,2021-02-10T04:53:19Z,3960000,,,0,,R. O'Neale offensive foul TURNOVER (1 TO),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,2529.0,1.0,,,,,,,,
404,PT04M01.00S,2021-02-10T04:53:30.0Z,3,REGULAR,substitution,out,[],202711,,,1610612738,77,65,2021-02-10T04:53:41Z,3970000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
405,PT04M01.00S,2021-02-10T04:53:30.0Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,77,65,2021-02-10T04:53:41Z,3980000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
406,PT04M01.00S,2021-02-10T04:53:30.0Z,3,REGULAR,substitution,in,[],1627777,,,1610612738,77,65,2021-02-10T04:53:41Z,3990000,,,0,,SUB in: G. Niang,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M01.00S,2021-02-10T04:53:30.0Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,77,65,2021-02-10T04:53:41Z,4000000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M42.00S,2021-02-10T04:54:00.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,24.52365308804205,15.755208333333334,1610612738,77,68,2021-02-10T04:54:04Z,4010000,171.0,178.0,1,left,G. Williams 24' 3PT  (5 PTS) (P. Pritchard 1 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.7,Made,,,,,5.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,
410,PT03M34.00S,2021-02-10T04:54:10.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612762,77,68,2021-02-10T04:54:29Z,4030000,,,0,,G. Williams shooting personal FOUL (4 PF) (Mitchell 2 FT),"[1629684, 1628378]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2529.0,,,,,,4.0,0.0,Mitchell,1628378.0
412,PT03M34.00S,2021-02-10T04:54:46.3Z,3,REGULAR,freethrow,1 of 2,[],1628378,,,1610612762,78,68,2021-02-10T04:54:46Z,4050000,,,0,,D. Mitchell Free Throw 1 of 2 (25 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
413,PT03M34.00S,2021-02-10T04:55:05.2Z,3,REGULAR,freethrow,2 of 2,[],1628378,,,1610612762,79,68,2021-02-10T04:55:05Z,4060000,,,0,,D. Mitchell Free Throw 2 of 2 (26 PTS),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
414,PT03M20.00S,2021-02-10T04:55:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.5722733245729295,40.01991421568628,1610612738,79,68,2021-02-10T04:55:31Z,4070000,50.0,19.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,5.33,Missed,,,,,,,,,,,,,,,,,,
415,PT03M19.00S,2021-02-10T04:55:23.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,79,68,2021-02-10T04:55:31Z,4080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,414.0,,,,,,,,,,,,,,,,,
416,PT03M19.00S,2021-02-10T04:55:27.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628378,,,1610612738,79,68,2021-02-10T04:55:37Z,4090000,,,0,,D. Mitchell loose ball personal FOUL (2 PF) (Williams III 2 FT),"[1628378, 1629057]",1610612762.0,UTA,loose ball,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,2529.0,,,,,,2.0,0.0,Williams III,1629057.0
418,PT03M19.00S,2021-02-10T04:55:58.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,79,69,2021-02-10T04:55:58Z,4110000,,,0,,R. Williams III Free Throw 1 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
419,PT03M19.00S,2021-02-10T04:56:00.3Z,3,REGULAR,substitution,out,[],202324,,,1610612738,79,69,2021-02-10T04:56:06Z,4120000,,,0,,SUB out: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
420,PT03M19.00S,2021-02-10T04:56:00.3Z,3,REGULAR,substitution,out,[],1626220,,,1610612738,79,69,2021-02-10T04:56:06Z,4130000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
421,PT03M19.00S,2021-02-10T04:56:00.3Z,3,REGULAR,substitution,in,[],204060,,,1610612738,79,69,2021-02-10T04:56:06Z,4140000,,,0,,SUB in: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
422,PT03M19.00S,2021-02-10T04:56:00.3Z,3,REGULAR,substitution,in,[],203497,,,1610612738,79,69,2021-02-10T04:56:06Z,4150000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
423,PT03M19.00S,2021-02-10T04:56:23.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,79,70,2021-02-10T04:56:23Z,4160000,,,0,,R. Williams III Free Throw 2 of 2 (4 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
424,PT03M05.00S,2021-02-10T04:56:43.3Z,3,REGULAR,violation,kicked ball,[],1629057,,,1610612762,79,70,2021-02-10T04:57:00Z,4170000,,,0,,R. Williams III kicked ball VIOLATION,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,2529.0,,,,,,,,,
425,PT02M55.00S,2021-02-10T04:57:04.8Z,3,REGULAR,3pt,Jump Shot,[],1628378,93.24901445466492,96.39246323529412,1610612762,79,70,2021-02-10T04:57:11Z,4180000,232.0,11.0,1,right,MISS D. Mitchell 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
426,PT02M50.00S,2021-02-10T04:57:09.8Z,3,REGULAR,rebound,offensive,[],1628378,,,1610612762,79,70,2021-02-10T04:57:11Z,4190000,,,0,,D. Mitchell REBOUND (Off:1 Def:2),[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,,,,,
427,PT02M47.00S,2021-02-10T04:57:11.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203903,66.17936925098554,45.90226715686275,1610612762,79,70,2021-02-10T04:57:18Z,4200000,-20.0,265.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,
428,PT02M41.00S,2021-02-10T04:57:17.5Z,3,REGULAR,rebound,offensive,[],1627777,,,1610612762,79,70,2021-02-10T04:57:18Z,4210000,,,0,,G. Niang REBOUND (Off:2 Def:0),[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,427.0,2.0,0.0,2.0,,,,,,,,,,,,,,
429,PT02M41.00S,2021-02-10T04:57:17.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627777,94.40999984741211,50.0,1610612762,81,70,2021-02-10T04:57:17Z,4220000,0.0,0.0,1,right,G. Niang putback Layup (2 PTS),[1627777],1610612762.0,UTA,putback,,,Niang,G. Niang,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,
430,PT02M38.00S,2021-02-10T04:57:32.0Z,3,REGULAR,turnover,double dribble,[],1629684,,,1610612738,81,70,2021-02-10T04:57:40Z,4230000,,,0,,G. Williams double dribble TURNOVER (2 TO),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2529.0,2.0,,,,,,,,
431,PT02M24.00S,2021-02-10T04:57:58.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203497,92.85479632063075,53.255208333333336,1610612762,83,70,2021-02-10T04:58:03Z,4240000,16.0,15.0,1,right,R. Gobert alley-oop DUNK (11 PTS) (J. Ingles 3 AST),"[203497, 204060]",1610612762.0,UTA,alley-oop,,,Gobert,R. Gobert,,,,,2.19,Made,,,,,11.0,J. Ingles,204060.0,3.0,,,,,,,,,,
433,PT02M07.00S,2021-02-10T04:58:19.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612738,83,70,2021-02-10T04:58:35Z,4260000,,,0,,J. Ingles personal FOUL (2 PF) (Tatum 2 FT),"[204060, 1628369]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,2529.0,,,,,,2.0,0.0,Tatum,1628369.0
435,PT02M07.00S,2021-02-10T04:58:42.2Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,83,71,2021-02-10T04:58:42Z,4280000,,,0,,J. Tatum Free Throw 1 of 2 (9 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
436,PT02M07.00S,2021-02-10T04:58:42.8Z,3,REGULAR,substitution,out,[],1628378,,,1610612738,83,71,2021-02-10T04:58:51Z,4290000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
437,PT02M07.00S,2021-02-10T04:58:42.8Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,83,71,2021-02-10T04:58:51Z,4300000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
438,PT02M07.00S,2021-02-10T04:58:42.8Z,3,REGULAR,substitution,in,[],1629671,,,1610612738,83,71,2021-02-10T04:58:51Z,4310000,,,0,,SUB in: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M07.00S,2021-02-10T04:58:42.8Z,3,REGULAR,substitution,in,[],1628464,,,1610612738,83,71,2021-02-10T04:58:51Z,4320000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M07.00S,2021-02-10T04:59:09.2Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,83,72,2021-02-10T04:59:09Z,4330000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
441,PT01M53.00S,2021-02-10T04:59:25.3Z,3,REGULAR,3pt,Jump Shot,[],203903,70.51576872536137,72.86305147058823,1610612762,83,72,2021-02-10T05:00:52Z,4340000,114.0,225.0,1,right,MISS J. Clarkson 25' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,25.21,Missed,,,,,,,,,,,,,,,,,,
442,PT01M49.00S,2021-02-10T04:59:29.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,72,2021-02-10T04:59:35Z,4350000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,441.0,,,,,,,,,,,,,,,,,
443,PT01M49.00S,2021-02-10T04:59:36.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,83,72,2021-02-10T04:59:36Z,4360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT01M40.00S,2021-02-10T04:59:47.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612738,83,72,2021-02-10T04:59:58Z,4370000,,,0,,G. Niang personal FOUL (2 PF) (Tatum 2 FT),"[1627777, 1628369]",1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,1188.0,,,,,,2.0,0.0,Tatum,1628369.0
446,PT01M40.00S,2021-02-10T05:00:15.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,83,73,2021-02-10T05:00:15Z,4390000,,,0,,J. Tatum Free Throw 1 of 2 (11 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
447,PT01M40.00S,2021-02-10T05:00:32.4Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,83,74,2021-02-10T05:00:32Z,4400000,,,0,,J. Tatum Free Throw 2 of 2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
448,PT01M25.00S,2021-02-10T05:00:49.9Z,3,REGULAR,turnover,traveling,[],203903,,,1610612762,83,74,2021-02-10T05:01:00Z,4410000,,,0,,J. Clarkson traveling TURNOVER (1 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,1188.0,1.0,,,,,,,,
449,PT01M08.00S,2021-02-10T05:01:15.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,31.750985545335087,41.73560049019608,1610612738,83,74,2021-02-10T05:01:21Z,4420000,41.0,246.0,1,left,MISS P. Pritchard 24' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,
450,PT01M05.00S,2021-02-10T05:01:18.9Z,3,REGULAR,rebound,defensive,[],1629671,,,1610612762,83,74,2021-02-10T05:01:21Z,4430000,,,0,,M. Oni REBOUND (Off:1 Def:3),[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,449.0,4.0,3.0,1.0,,,,,,,,,,,,,,
451,PT00M56.80S,2021-02-10T05:01:26.9Z,3,REGULAR,3pt,Jump Shot,[],204060,67.49342969776609,55.70618872549019,1610612762,83,74,2021-02-10T05:02:09Z,4440000,29.0,253.0,1,right,MISS J. Ingles 25' step back 3PT,[204060],1610612762.0,UTA,step back,,,Ingles,J. Ingles,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
452,PT00M55.00S,2021-02-10T05:01:28.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,83,74,2021-02-10T05:01:33Z,4450000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,451.0,,,,,,,,,,,,,,,,,
453,PT00M55.00S,2021-02-10T05:01:31.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,83,74,2021-02-10T05:01:31Z,4460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT00M53.30S,2021-02-10T05:01:49.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203903,91.93495400788436,95.16697303921569,1610612762,86,74,2021-02-10T05:05:27Z,4470000,226.0,23.0,1,right,J. Clarkson 3PT  (7 PTS) (J. Ingles 4 AST),"[203903, 204060]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,22.7,Made,,,,,7.0,J. Ingles,204060.0,4.0,,,,,,,,,,
456,PT00M53.30S,2021-02-10T05:01:53.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628400,,,1610612762,86,74,2021-02-10T05:02:07Z,4490000,,,0,,S. Ojeleye shooting personal FOUL (2 PF) (Clarkson 1 FT),"[1628400, 203903]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,1188.0,,,,,,2.0,0.0,Clarkson,203903.0
458,PT00M53.30S,2021-02-10T05:02:21.7Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203903,,,1610612762,87,74,2021-02-10T05:02:21Z,4510000,,,0,,J. Clarkson Free Throw 1 of 1 (8 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
