actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
339,PT10M06.00S,2021-05-06T00:20:18.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628369,91.5407358738502,4.4806985294117645,1610612738,49,65,2021-05-06T00:20:24Z,3370000,-228.0,27.0,1,right,MISS J. Tatum running 3PT,[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
340,PT10M03.00S,2021-05-06T00:20:21.8Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,49,65,2021-05-06T00:20:21Z,3380000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,339.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
341,PT10M00.00S,2021-05-06T00:20:24.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,78.79434954007884,89.77481617647058,1610612738,49,65,2021-05-06T00:20:29Z,3390000,199.0,147.0,1,right,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
342,PT09M59.00S,2021-05-06T00:20:25.2Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,49,65,2021-05-06T00:39:38Z,3400000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,341.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
466,PT09M54.00S,2021-05-06T00:20:29.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203914,8.459264126149804,52.13694852941176,1610612753,49,65,2021-05-06T00:41:33Z,3405000,-11.0,27.0,1,left,MISS G. Harris running Layup,[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,,
467,PT09M54.00S,2021-05-06T00:20:29.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,49,65,2021-05-06T00:41:33Z,3407500,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,466.0,,,,,,,,,,,,,,,,,,
344,PT09M54.00S,2021-05-06T00:20:34.2Z,3,REGULAR,foul,personal,[],1628964,,,1610612738,49,65,2021-05-06T00:43:54Z,3423750,,,0,,M. Bamba loose ball personal FOUL (1 PF),"[1628964, 1629057]",1610612753.0,ORL,loose ball,,,Bamba,M. Bamba,,,,,,,,,,,,1188.0,1.0,0.0,Williams III,1629057.0,,,,,,,,,
347,PT09M39.00S,2021-05-06T00:21:14.2Z,3,REGULAR,3pt,Jump Shot,[],203095,64.60249671484888,55.951286764705884,1610612738,49,65,2021-05-06T00:43:54Z,3440000,30.0,280.0,1,right,MISS E. Fournier 28' step back 3PT,[203095],1610612738.0,BOS,step back,,,Fournier,E. Fournier,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,,
348,PT09M35.00S,2021-05-06T00:21:18.2Z,3,REGULAR,rebound,defensive,[],203914,,,1610612753,49,65,2021-05-06T00:21:18Z,3450000,,,0,,G. Harris REBOUND (Off:0 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,347.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
349,PT09M31.00S,2021-05-06T00:21:21.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203914,6.652431011826544,54.48069852941176,1610612753,49,65,2021-05-06T00:27:40Z,3460000,-22.0,10.0,1,left,MISS G. Harris running finger roll Layup,[203914],1610612753.0,ORL,running finger roll,,,Harris,G. Harris,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
350,PT09M31.00S,2021-05-06T00:21:21.9Z,3,REGULAR,rebound,offensive,[],203914,,,1610612753,49,65,2021-05-06T00:27:40Z,3470000,,,0,,G. Harris REBOUND (Off:1 Def:2),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,349.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
351,PT09M26.00S,2021-05-06T00:21:27.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628407,20.97568988173456,92.47089460784314,1610612753,49,65,2021-05-06T00:21:35Z,3480000,-212.0,145.0,1,left,MISS D. Bacon 25' 3PT,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
352,PT09M26.00S,2021-05-06T00:21:27.6Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,49,65,2021-05-06T00:45:20Z,3490000,,,0,,M. Bamba REBOUND (Off:2 Def:6),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,351.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
353,PT09M26.00S,2021-05-06T00:21:33.3Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612753,49,65,2021-05-06T00:21:45Z,3500000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Bamba 2 FT),"[1629057, 1628964]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,202007.0,2.0,0.0,Bamba,1628964.0,,,,,,,,,
355,PT09M26.00S,2021-05-06T00:21:48.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1628964,,,1610612753,49,65,2021-05-06T00:21:48Z,3520000,,,0,,MISS M. Bamba Free Throw 1 of 2,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Missed,,,,,,,,,,,,,,,,,,,
356,PT09M26.00S,2021-05-06T00:21:48.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,49,65,2021-05-06T00:21:48Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,
357,PT09M26.00S,2021-05-06T00:22:01.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1628964,,,1610612753,50,65,2021-05-06T00:22:01Z,3540000,,,0,,M. Bamba Free Throw 2 of 2 (6 PTS),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
358,PT09M18.00S,2021-05-06T00:22:11.2Z,3,REGULAR,3pt,Jump Shot,[],202689,68.80749014454665,76.53952205882352,1610612738,50,68,2021-05-06T00:30:27Z,3550000,133.0,241.0,1,right,K. Walker 27' 3PT pullup (21 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,27.49,Made,,,,,21.0,,,,,,,,,,,,,,
359,PT09M00.00S,2021-05-06T00:22:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628964,32.013797634691194,42.96109068627451,1610612753,50,68,2021-05-06T00:22:39Z,3560000,35.0,248.0,1,left,MISS M. Bamba 25' 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
360,PT08M57.00S,2021-05-06T00:22:32.2Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,50,68,2021-05-06T00:22:32Z,3570000,,,0,,K. Walker REBOUND (Off:1 Def:1),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,359.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
361,PT08M53.00S,2021-05-06T00:22:35.7Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],202689,79.84559789750328,33.40226715686275,1610612738,50,70,2021-05-06T00:31:43Z,3580000,-83.0,137.0,1,right,K. Walker 16' pullup Jump Shot (23 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,16.02,Made,,,,,23.0,,,,,,,,,,,,,,
362,PT08M39.00S,2021-05-06T00:22:50.1Z,3,REGULAR,3pt,Jump Shot,[],1630175,22.28975032851511,12.568933823529413,1610612753,50,70,2021-05-06T00:23:04Z,3590000,187.0,157.0,1,left,MISS C. Anthony 24' 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.43,Missed,,,,,,,,,,,,,,,,,,,
363,PT08M36.00S,2021-05-06T00:22:53.1Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,50,70,2021-05-06T00:23:04Z,3600000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
364,PT08M29.00S,2021-05-06T00:23:00.8Z,3,REGULAR,foul,personal,['3freethrow'],1630175,,,1610612738,50,70,2021-05-06T00:23:10Z,3610000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Walker 3 FT),"[1630175, 202689]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,1188.0,1.0,0.0,Walker,202689.0,,,,,,,,,
366,PT08M29.00S,2021-05-06T00:23:30.2Z,3,REGULAR,freethrow,1 of 3,[],202689,,,1610612738,50,71,2021-05-06T00:23:30Z,3630000,,,0,,K. Walker Free Throw 1 of 3 (24 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,24.0,,,,,,,,,,,,,,
367,PT08M29.00S,2021-05-06T00:23:45.4Z,3,REGULAR,freethrow,2 of 3,[],202689,,,1610612738,50,72,2021-05-06T00:23:45Z,3640000,,,0,,K. Walker Free Throw 2 of 3 (25 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,25.0,,,,,,,,,,,,,,
368,PT08M29.00S,2021-05-06T00:24:01.7Z,3,REGULAR,freethrow,3 of 3,[],202689,,,1610612738,50,73,2021-05-06T00:24:01Z,3650000,,,0,,K. Walker Free Throw 3 of 3 (26 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,26.0,,,,,,,,,,,,,,
369,PT08M12.00S,2021-05-06T00:24:19.7Z,3,REGULAR,2pt,Jump Shot,[],1628407,20.45006570302234,41.98069852941176,1610612753,50,73,2021-05-06T00:24:25Z,3660000,40.0,140.0,1,left,MISS D. Bacon 14' pullup Shot,[1628407],1610612753.0,ORL,pullup,,,Bacon,D. Bacon,,,,,14.53,Missed,,,,,,,,,,,,,,,,,,,
370,PT08M11.00S,2021-05-06T00:24:20.7Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,50,73,2021-05-06T00:24:25Z,3670000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,369.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
371,PT08M06.00S,2021-05-06T00:24:26.6Z,3,REGULAR,3pt,Jump Shot,[],1628369,66.83639947437582,53.74540441176471,1610612738,50,73,2021-05-06T00:24:34Z,3680000,19.0,259.0,1,right,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
372,PT08M02.00S,2021-05-06T00:24:30.6Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,50,73,2021-05-06T00:24:34Z,3690000,,,0,,M. Bamba REBOUND (Off:2 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,371.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
373,PT07M54.00S,2021-05-06T00:24:38.9Z,3,REGULAR,2pt,Jump Shot,[],1630175,21.107095926412615,69.18658088235294,1610612753,50,73,2021-05-06T00:24:43Z,3700000,-96.0,146.0,1,left,MISS C. Anthony 17' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,17.46,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M51.00S,2021-05-06T00:24:41.9Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,50,73,2021-05-06T00:24:43Z,3710000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,373.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
375,PT07M33.00S,2021-05-06T00:24:59.1Z,3,REGULAR,3pt,Jump Shot,[],202689,69.07030223390277,72.86305147058823,1610612738,50,76,2021-05-06T00:25:04Z,3720000,114.0,238.0,1,right,K. Walker 26' 3PT  (29 PTS) (M. Smart 7 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.42,Made,,,,,29.0,,,,,,,M. Smart,203935.0,7.0,,,,,
377,PT07M19.00S,2021-05-06T00:25:21.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612753,50,76,2021-05-06T00:25:21Z,3740000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M19.00S,2021-05-06T00:27:22.2Z,3,REGULAR,substitution,out,[],1629021,,,1610612753,50,76,2021-05-06T00:28:08Z,3750000,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT07M19.00S,2021-05-06T00:27:22.2Z,3,REGULAR,substitution,in,[],1629649,,,1610612753,50,76,2021-05-06T00:28:08Z,3760000,,,0,,SUB in: I. Brazdeikis,[1629649],1610612753.0,ORL,,,,Brazdeikis,I. Brazdeikis,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT07M10.00S,2021-05-06T00:28:22.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628407,8.229303547963205,41.98069852941176,1610612753,52,76,2021-05-06T00:28:26Z,3770000,40.0,25.0,1,left,D. Bacon driving Layup (14 PTS),[1628407],1610612753.0,ORL,driving,,,Bacon,D. Bacon,,,,,4.72,Made,,,,,14.0,,,,,,,,,,,,,,
382,PT06M56.00S,2021-05-06T00:28:35.8Z,3,REGULAR,turnover,bad pass,[],202689,,,1610612738,52,76,2021-05-06T00:28:40Z,3780000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1628964]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,1.0,,,,Bamba,1628964.0,,,
383,PT06M56.00S,2021-05-06T00:28:35.8Z,3,REGULAR,steal,,[],1628964,,,1610612753,52,76,2021-05-06T00:28:38Z,3790000,,,0,,M. Bamba STEAL (2 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M53.00S,2021-05-06T00:28:41.3Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612753,52,76,2021-05-06T00:29:01Z,3800000,,,0,,E. Fournier shooting personal FOUL (3 PF) (Harris 2 FT),"[203095, 203914]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,202007.0,3.0,0.0,Harris,203914.0,,,,,,,,,
386,PT06M53.00S,2021-05-06T00:29:06.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203914,,,1610612753,53,76,2021-05-06T00:29:06Z,3820000,,,0,,G. Harris Free Throw 1 of 2 (3 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
387,PT06M53.00S,2021-05-06T00:29:18.4Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203914,,,1610612753,54,76,2021-05-06T00:29:18Z,3830000,,,0,,G. Harris Free Throw 2 of 2 (4 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
388,PT06M37.00S,2021-05-06T00:29:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.85479632063075,55.21599264705882,1610612738,54,78,2021-05-06T00:29:43Z,3840000,26.0,15.0,1,right,J. Tatum driving Layup (16 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.0,Made,,,,,16.0,,,,,,,,,,,,,,
389,PT06M25.00S,2021-05-06T00:29:48.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.835085413929041,41.73560049019608,1610612753,54,78,2021-05-06T00:29:56Z,3850000,41.0,21.0,1,left,MISS C. Anthony Layup - blocked,"[1630175, 1629057]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,4.64,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
405,PT06M25.00S,2021-05-06T00:29:48.7Z,3,REGULAR,block,,[],1629057,,,1610612753,54,78,2021-05-06T00:32:51Z,3855000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M24.00S,2021-05-06T00:29:49.7Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,54,78,2021-05-06T00:29:56Z,3860000,,,0,,M. Bamba REBOUND (Off:3 Def:7),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,389.0,10.0,7.0,3.0,,,,,,,,,,,,,,,
391,PT06M22.00S,2021-05-06T00:29:52.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,7.046649145860711,50.314031862745104,1610612753,56,78,2021-05-06T00:46:40Z,3870000,-2.0,14.0,1,left,M. Bamba putback DUNK (8 PTS),[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,1.38,Made,,,,,8.0,,,,,,,,,,,,,,
392,PT06M16.00S,2021-05-06T00:29:57.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,92.06636005256242,58.40226715686274,1610612738,56,78,2021-05-06T00:30:07Z,3880000,42.0,22.0,1,right,MISS K. Walker Layup - blocked,"[202689, 1628407]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,4.75,Missed,,,,,,,,,,,,,,,,,Bacon,1628407.0,
393,PT06M16.00S,2021-05-06T00:29:57.3Z,3,REGULAR,block,,[],1628407,,,1610612738,56,78,2021-05-06T00:29:59Z,3890000,,,0,,D. Bacon BLOCK (1 BLK),[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT06M16.00S,2021-05-06T00:29:57.3Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,56,78,2021-05-06T00:30:07Z,3900000,,,0,,M. Bamba REBOUND (Off:3 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,392.0,11.0,8.0,3.0,,,,,,,,,,,,,,,
395,PT06M09.00S,2021-05-06T00:30:04.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628407,7.046649145860711,54.48069852941176,1610612753,58,78,2021-05-06T00:30:11Z,3910000,-22.0,14.0,1,left,D. Bacon running Layup (16 PTS),[1628407],1610612753.0,ORL,running,,,Bacon,D. Bacon,,,,,2.63,Made,,,,,16.0,,,,,,,,,,,,,,
396,PT05M47.00S,2021-05-06T00:30:26.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,83.65637319316689,51.294424019607845,1610612738,58,80,2021-05-06T00:30:30Z,3920000,6.0,101.0,1,right,E. Fournier 10' pullup Jump Shot (14 PTS),[203095],1610612738.0,BOS,pullup,,,Fournier,E. Fournier,,,,,10.13,Made,,,,,14.0,,,,,,,,,,,,,,
397,PT05M29.00S,2021-05-06T00:30:44.5Z,3,REGULAR,2pt,Jump Shot,[],1628407,20.581471747700395,38.30422794117647,1610612753,58,80,2021-05-06T00:30:56Z,3930000,58.0,141.0,1,left,MISS D. Bacon 15' Jump Shot,[1628407],1610612753.0,ORL,,,,Bacon,D. Bacon,,,,,15.27,Missed,,,,,,,,,,,,,,,,,,,
398,PT05M22.00S,2021-05-06T00:30:51.3Z,3,REGULAR,rebound,offensive,[],1628964,,,1610612753,58,80,2021-05-06T00:30:51Z,3940000,,,0,,M. Bamba REBOUND (Off:4 Def:8),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,397.0,12.0,8.0,4.0,,,,,,,,,,,,,,,
399,PT05M22.00S,2021-05-06T00:30:51.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628964,5.590000152587891,50.0,1610612753,60,80,2021-05-06T00:30:51Z,3950000,0.0,0.0,1,left,M. Bamba putback DUNK (10 PTS),[1628964],1610612753.0,ORL,putback,,,Bamba,M. Bamba,,,,,0.0,Made,,,,,10.0,,,,,,,,,,,,,,
400,PT05M05.00S,2021-05-06T00:31:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,91.5407358738502,64.03952205882352,1610612738,60,80,2021-05-06T00:31:18Z,3960000,70.0,27.0,1,right,MISS J. Tatum 7' Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
402,PT05M01.00S,2021-05-06T00:31:12.9Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,60,80,2021-05-06T00:32:39Z,3980000,,,0,,M. Bamba REBOUND (Off:4 Def:9),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,400.0,13.0,9.0,4.0,,,,,,,,,,,,,,,
403,PT04M58.00S,2021-05-06T00:31:16.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628407,8.754927726675426,47.61795343137255,1610612753,62,80,2021-05-06T00:31:22Z,3990000,12.0,30.0,1,left,D. Bacon running Layup (18 PTS),[1628407],1610612753.0,ORL,running,,,Bacon,D. Bacon,,,,,3.21,Made,,,,,18.0,,,,,,,,,,,,,,
404,PT04M58.00S,2021-05-06T00:31:20.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,62,80,2021-05-06T00:31:23Z,4000000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,out,[],203914,,,1610612738,62,80,2021-05-06T00:34:16Z,4010000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,out,[],1630175,,,1610612738,62,80,2021-05-06T00:34:16Z,4020000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,out,[],202689,,,1610612738,62,80,2021-05-06T00:34:16Z,4030000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,out,[],1629057,,,1610612738,62,80,2021-05-06T00:34:16Z,4040000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,out,[],203095,,,1610612738,62,80,2021-05-06T00:34:16Z,4050000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,in,[],1626184,,,1610612738,62,80,2021-05-06T00:34:16Z,4060000,,,0,,SUB in: C. Randle,[1626184],1610612753.0,ORL,,,,Randle,C. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,in,[],1630181,,,1610612738,62,80,2021-05-06T00:34:16Z,4070000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,62,80,2021-05-06T00:34:16Z,4080000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,in,[],1628436,,,1610612738,62,80,2021-05-06T00:34:16Z,4090000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M58.00S,2021-05-06T00:31:28.2Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,62,80,2021-05-06T00:34:16Z,4100000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M43.00S,2021-05-06T00:34:31.5Z,3,REGULAR,turnover,bad pass,[],1628436,,,1610612738,62,80,2021-05-06T00:34:35Z,4110000,,,0,,L. Kornet bad pass TURNOVER (2 TO),"[1628436, 1628964]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,2.0,,,,Bamba,1628964.0,,,
421,PT04M43.00S,2021-05-06T00:34:31.5Z,3,REGULAR,steal,,[],1628964,,,1610612753,62,80,2021-05-06T00:34:32Z,4120000,,,0,,M. Bamba STEAL (3 STL),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M41.00S,2021-05-06T00:34:33.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628407,7.966491458607096,48.59834558823529,1610612753,64,80,2021-05-06T00:34:43Z,4130000,7.0,22.0,1,left,D. Bacon running DUNK (20 PTS),[1628407],1610612753.0,ORL,running,,,Bacon,D. Bacon,,,,,2.35,Made,,,,,20.0,,,,,,,,,,,,,,
423,PT04M30.00S,2021-05-06T00:34:44.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,91.80354796320631,55.70618872549019,1610612738,64,80,2021-05-06T00:49:15Z,4140000,29.0,25.0,1,right,MISS J. Tatum driving DUNK - blocked,"[1628369, 1628964]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,3.76,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0,
424,PT04M30.00S,2021-05-06T00:34:44.1Z,3,REGULAR,block,,[],1628964,,,1610612738,64,80,2021-05-06T00:34:45Z,4150000,,,0,,M. Bamba BLOCK (3 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M30.00S,2021-05-06T00:34:44.1Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,64,80,2021-05-06T00:34:52Z,4160000,,,0,,M. Bamba REBOUND (Off:4 Def:10),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,423.0,14.0,10.0,4.0,,,,,,,,,,,,,,,
