actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
432,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,in,[],201565,,,1610612752,66,66,2021-04-08T01:16:14Z,4240000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,in,[],202692,,,1610612752,66,66,2021-04-08T01:16:14Z,4250000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M37.00S,2021-04-08T01:16:00.1Z,3,REGULAR,substitution,in,[],201959,,,1610612752,66,66,2021-04-08T01:16:14Z,4260000,,,0,,SUB in: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M37.00S,2021-04-08T01:16:17.7Z,3,REGULAR,jumpball,recovered,[],203944,,,1610612752,66,66,2021-04-08T01:22:58Z,4265000,,,0,,Jump Ball T. Gibson vs. R. Williams III: Tip to J. Randle,"[203944, 201959, 1629057]",1610612752.0,NYK,heldball,J. Randle,203944.0,Randle,J. Randle,Gibson,201959.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,
435,PT03M20.00S,2021-04-08T01:16:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,91.93495400788436,56.93167892156863,1610612752,66,66,2021-04-08T01:16:45Z,4270000,35.0,23.0,1,right,MISS R. Barrett driving finger roll Layup,[1629628],1610612752.0,NYK,driving finger roll,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,4.18,,,,,,,,,
436,PT03M17.00S,2021-04-08T01:16:38.3Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,66,66,2021-04-08T01:16:45Z,4280000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,435.0,2.0,2.0,0.0,,,,,,,,,,
437,PT03M10.00S,2021-04-08T01:16:45.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,8.229303547963205,41.98069852941176,1610612738,68,66,2021-04-08T01:16:51Z,4290000,40.0,25.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,,,,,,Made,6.0,,,,,4.72,J. Brown,1627759.0,2.0,,,,,,
439,PT02M48.00S,2021-04-08T01:17:06.7Z,3,REGULAR,3pt,Jump Shot,[],203944,92.85479632063075,1.5395220588235294,1610612752,68,69,2021-04-08T01:17:26Z,4310000,-242.0,15.0,1,right,J. Randle 24' 3PT  (16 PTS) (A. Burks 3 AST),"[203944, 202692]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,16.0,,,,,24.27,A. Burks,202692.0,3.0,,,,,,
441,PT02M35.00S,2021-04-08T01:17:20.7Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,68,69,2021-04-08T01:17:29Z,4330000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 203944]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,1.0,,,Randle,203944.0,
442,PT02M35.00S,2021-04-08T01:17:20.7Z,3,REGULAR,steal,,[],203944,,,1610612752,68,69,2021-04-08T01:17:23Z,4340000,,,0,,J. Randle STEAL (3 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT02M29.00S,2021-04-08T01:17:25.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203944,91.93495400788436,53.255208333333336,1610612752,68,71,2021-04-08T01:17:59Z,4350000,16.0,23.0,1,right,J. Randle running finger roll Layup (18 PTS),[203944],1610612752.0,NYK,running finger roll,,,Randle,J. Randle,,,,,,,,,,Made,18.0,,,,,2.84,,,,,,,,,
444,PT02M15.00S,2021-04-08T01:17:42.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,9.674770039421814,42.22579656862745,1610612738,68,71,2021-04-08T01:17:56Z,4360000,39.0,38.0,1,left,MISS G. Williams driving Layup - blocked,"[1629684, 201959]",1610612738.0,BOS,driving,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,,5.47,,,,,Gibson,201959.0,,,
445,PT02M15.00S,2021-04-08T01:17:42.2Z,3,REGULAR,block,,[],201959,,,1610612738,68,71,2021-04-08T01:17:44Z,4370000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M14.00S,2021-04-08T01:17:43.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,71,2021-04-08T01:17:56Z,4380000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,444.0,,,,,,,,,,,,,
447,PT02M14.00S,2021-04-08T01:17:47.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,71,2021-04-08T01:17:47Z,4390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M02.00S,2021-04-08T01:18:13.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,32.14520367936925,82.17677696078431,1610612738,68,71,2021-04-08T01:22:06Z,4400000,-161.0,250.0,1,left,MISS J. Brown 29' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,29.71,,,,,,,,,
449,PT02M01.00S,2021-04-08T01:18:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,71,2021-04-08T01:22:06Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,448.0,,,,,,,,,,,,,
450,PT02M01.00S,2021-04-08T01:18:22.9Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,68,71,2021-04-08T01:19:22Z,4420000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,
451,PT01M44.00S,2021-04-08T01:18:49.2Z,3,REGULAR,foul,personal,[],203935,,,1610612752,68,71,2021-04-08T01:19:05Z,4430000,,,0,,M. Smart personal FOUL (3 PF),"[203935, 1629628]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1628484.0,3.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
456,PT01M44.00S,2021-04-08T01:19:07.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612752,68,71,2021-04-08T01:19:12Z,4450000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT01M44.00S,2021-04-08T01:19:07.5Z,3,REGULAR,substitution,out,[],203935,,,1610612752,68,71,2021-04-08T01:19:12Z,4460000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT01M44.00S,2021-04-08T01:19:07.5Z,3,REGULAR,substitution,in,[],1628369,,,1610612752,68,71,2021-04-08T01:19:12Z,4470000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M44.00S,2021-04-08T01:19:07.5Z,3,REGULAR,substitution,in,[],1629641,,,1610612752,68,71,2021-04-08T01:19:12Z,4480000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M37.00S,2021-04-08T01:19:25.0Z,3,REGULAR,turnover,bad pass,[],201959,,,1610612752,68,71,2021-04-08T01:27:36Z,4505000,,,0,,T. Gibson bad pass TURNOVER (1 TO),"[201959, 1628369]",1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,1.0,,,Tatum,1628369.0,
505,PT01M37.00S,2021-04-08T01:19:25.0Z,3,REGULAR,steal,,[],1628369,,,1610612738,68,71,2021-04-08T01:27:36Z,4507500,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT01M36.00S,2021-04-08T01:19:27.4Z,3,REGULAR,foul,personal,[],203944,,,1610612738,68,71,2021-04-08T01:19:35Z,4510000,,,0,,J. Randle take personal FOUL (3 PF),"[203944, 1628369]",1610612752.0,NYK,take,,,Randle,J. Randle,,,,,1146.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
464,PT01M27.00S,2021-04-08T01:19:57.6Z,3,REGULAR,turnover,out-of-bounds,[],1628369,,,1610612738,68,71,2021-04-08T01:20:45Z,4530000,,,0,,J. Tatum bad pass out-of-bounds TURNOVER (7 TO),[1628369],1610612738.0,BOS,bad pass,,,Tatum,J. Tatum,,,,,1146.0,,,,,,,,,,,,,,,7.0,,,,,
465,PT01M11.00S,2021-04-08T01:20:22.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203944,89.43823915900131,42.96109068627451,1610612752,68,71,2021-04-08T01:21:18Z,4540000,-35.0,47.0,1,right,MISS J. Randle driving Layup,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,5.86,,,,,,,,,
466,PT01M10.00S,2021-04-08T01:20:23.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,68,71,2021-04-08T01:21:18Z,4550000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,465.0,,,,,,,,,,,,,
467,PT01M10.00S,2021-04-08T01:20:27.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,68,71,2021-04-08T01:21:42Z,4560000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT01M07.00S,2021-04-08T01:20:45.3Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",203944,79.45137976346912,67.9610906862745,1610612752,68,71,2021-04-08T01:20:57Z,4570000,90.0,141.0,1,right,MISS J. Randle 16' Jump Shot,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,,,,,16.69,,,,,,,,,
469,PT01M01.00S,2021-04-08T01:20:51.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,68,71,2021-04-08T01:20:57Z,4580000,,,0,,J. Tatum REBOUND (Off:0 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,468.0,8.0,8.0,0.0,,,,,,,,,,
470,PT00M53.10S,2021-04-08T01:21:00.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,5.863994743758213,97.12775735294117,1610612738,68,71,2021-04-08T01:21:22Z,4590000,-236.0,3.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,Missed,,,,,,23.56,,,,,,,,,
471,PT00M50.20S,2021-04-08T01:21:03.3Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,68,71,2021-04-08T01:21:03Z,4600000,,,0,,J. Randle REBOUND (Off:0 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,470.0,8.0,8.0,0.0,,,,,,,,,,
472,PT00M47.80S,2021-04-08T01:21:07.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203944,90.09526938239159,50.55912990196079,1610612752,68,73,2021-04-08T01:21:25Z,4610000,3.0,41.0,1,right,J. Randle running finger roll Layup (20 PTS),[203944],1610612752.0,NYK,running finger roll,,,Randle,J. Randle,,,,,,,,,,Made,20.0,,,,,4.07,,,,,,,,,
473,PT00M33.70S,2021-04-08T01:21:25.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.178055190538765,44.676776960784316,1610612738,70,73,2021-04-08T01:21:37Z,4620000,27.0,15.0,1,left,J. Tatum driving finger roll Layup (18 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,,,,,,Made,18.0,,,,,3.05,,,,,,,,,
474,PT00M25.40S,2021-04-08T01:21:39.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,90.75229960578186,64.03952205882352,1610612752,70,73,2021-04-08T01:21:45Z,4630000,70.0,34.0,1,right,MISS D. Rose 7' driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,Missed,,,,,,7.82,,,,,,,,,
475,PT00M23.00S,2021-04-08T01:21:41.4Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,73,2021-04-08T01:21:41Z,4640000,,,0,,R. Williams III REBOUND (Off:5 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,474.0,9.0,4.0,5.0,,,,,,,,,,
476,PT00M00.60S,2021-04-08T01:22:03.8Z,3,REGULAR,2pt,Jump Shot,[],1629057,6.1268068331143235,73.10814950980392,1610612738,70,73,2021-04-08T01:22:19Z,4650000,-116.0,5.0,1,left,MISS R. Williams III 11' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,,11.56,,,,,,,,,
477,PT00M00.60S,2021-04-08T01:22:03.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,70,73,2021-04-08T01:22:19Z,4660000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,476.0,,,,,,,,,,,,,
478,PT00M00.00S,2021-04-08T01:22:15.2Z,3,REGULAR,period,end,[],0,,,1610612738,70,73,2021-04-08T01:22:15Z,4670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,70,73,2021-04-08T01:24:44Z,4680000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,out,['startperiod'],1629628,,,1610612738,70,73,2021-04-08T01:24:44Z,4690000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,out,['startperiod'],203944,,,1610612738,70,73,2021-04-08T01:24:44Z,4700000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,70,73,2021-04-08T01:24:44Z,4710000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,in,['startperiod'],1630167,,,1610612738,70,73,2021-04-08T01:24:44Z,4720000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2021-04-08T01:23:56.2Z,4,REGULAR,substitution,in,['startperiod'],1630193,,,1610612738,70,73,2021-04-08T01:24:44Z,4730000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-04-08T01:24:41.6Z,4,REGULAR,period,start,[],0,,,1610612752,70,73,2021-04-08T01:24:44Z,4740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT11M43.00S,2021-04-08T01:25:02.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,70,73,2021-04-08T01:25:02Z,4750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M42.00S,2021-04-08T01:25:22.8Z,4,REGULAR,turnover,traveling,[],201959,,,1610612752,70,73,2021-04-08T01:30:31Z,4760000,,,0,,T. Gibson traveling TURNOVER (2 TO),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,1151.0,,,,,,,,,,,,,,,2.0,,,,,
489,PT11M25.00S,2021-04-08T01:25:50.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,31.61957950065703,30.46109068627451,1610612738,70,73,2021-04-08T01:25:55Z,4770000,98.0,245.0,1,left,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,,,,,26.35,,,,,,,,,
490,PT11M22.00S,2021-04-08T01:25:53.5Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,70,73,2021-04-08T01:25:55Z,4780000,,,0,,A. Burks REBOUND (Off:0 Def:5),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,489.0,5.0,5.0,0.0,,,,,,,,,,
492,PT11M14.00S,2021-04-08T01:26:00.8Z,4,REGULAR,3pt,Jump Shot,[],202692,66.70499342969777,29.480698529411764,1610612752,70,73,2021-04-08T01:26:08Z,4800000,-103.0,260.0,1,right,MISS A. Burks 28' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,,28.0,,,,,,,,,
493,PT11M10.00S,2021-04-08T01:26:05.6Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,73,2021-04-08T01:26:05Z,4810000,,,0,,R. Williams III REBOUND (Off:5 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,492.0,10.0,5.0,5.0,,,,,,,,,,
494,PT11M03.00S,2021-04-08T01:26:12.6Z,4,REGULAR,3pt,Jump Shot,[],1628400,7.835085413929041,3.010110294117647,1610612738,70,73,2021-04-08T01:26:17Z,4820000,235.0,21.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,Missed,,,,,,23.58,,,,,,,,,
495,PT11M00.00S,2021-04-08T01:26:15.6Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,70,73,2021-04-08T01:26:17Z,4830000,,,0,,A. Burks REBOUND (Off:0 Def:6),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,494.0,6.0,6.0,0.0,,,,,,,,,,
496,PT10M46.00S,2021-04-08T01:26:29.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202692,89.04402102496715,59.13756127450981,1610612752,70,73,2021-04-08T01:26:35Z,4840000,46.0,50.0,1,right,MISS A. Burks 6' driving finger roll Layup,[202692],1610612752.0,NYK,driving finger roll,,,Burks,A. Burks,,,,,,,,,,Missed,,,,,,6.81,,,,,,,,,
497,PT10M44.00S,2021-04-08T01:26:31.8Z,4,REGULAR,rebound,offensive,[],201959,,,1610612752,70,73,2021-04-08T01:26:35Z,4850000,,,0,,T. Gibson REBOUND (Off:1 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,496.0,3.0,2.0,1.0,,,,,,,,,,
498,PT10M41.00S,2021-04-08T01:26:34.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,71.04139290407359,81.44148284313727,1610612752,70,73,2021-04-08T01:26:45Z,4860000,157.0,220.0,1,right,MISS I. Quickley 27' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,,,,,27.01,,,,,,,,,
499,PT10M39.00S,2021-04-08T01:26:36.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,70,73,2021-04-08T01:26:45Z,4870000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,498.0,,,,,,,,,,,,,
500,PT10M39.00S,2021-04-08T01:26:41.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,70,73,2021-04-08T01:26:41Z,4880000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT10M21.00S,2021-04-08T01:27:03.6Z,4,REGULAR,3pt,Jump Shot,[],1628369,32.14520367936925,25.06893382352941,1610612738,70,73,2021-04-08T01:27:07Z,4890000,125.0,250.0,1,left,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,,27.91,,,,,,,,,
502,PT10M18.00S,2021-04-08T01:27:05.9Z,4,REGULAR,rebound,defensive,[],202692,,,1610612752,70,73,2021-04-08T01:27:05Z,4900000,,,0,,A. Burks REBOUND (Off:0 Def:7),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,501.0,7.0,7.0,0.0,,,,,,,,,,
503,PT10M09.00S,2021-04-08T01:27:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201565,89.83245729303549,52.27481617647059,1610612752,70,75,2021-04-08T01:27:45Z,4910000,11.0,43.0,1,right,D. Rose driving Layup (7 PTS),[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,,,,,,Made,7.0,,,,,4.46,,,,,,,,,
506,PT09M47.00S,2021-04-08T01:27:39.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.459264126149804,66.73560049019608,1610612738,70,75,2021-04-08T01:27:50Z,4920000,-84.0,262.0,1,left,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,,,,,27.5,,,,,,,,,
507,PT09M45.00S,2021-04-08T01:27:41.0Z,4,REGULAR,rebound,defensive,[],201959,,,1610612752,70,75,2021-04-08T01:27:50Z,4930000,,,0,,T. Gibson REBOUND (Off:1 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,506.0,4.0,3.0,1.0,,,,,,,,,,
508,PT09M28.00S,2021-04-08T01:27:56.3Z,4,REGULAR,3pt,Jump Shot,[],1630167,93.64323258869908,2.5199142156862746,1610612752,70,75,2021-04-08T01:28:00Z,4940000,-237.0,7.0,1,right,MISS O. Toppin 3PT,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,Missed,,,,,,23.75,,,,,,,,,
509,PT09M25.00S,2021-04-08T01:27:59.3Z,4,REGULAR,rebound,defensive,[],1629641,,,1610612738,70,75,2021-04-08T01:28:00Z,4950000,,,0,,R. Langford REBOUND (Off:4 Def:1),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,508.0,5.0,1.0,4.0,,,,,,,,,,
510,PT09M17.00S,2021-04-08T01:28:07.3Z,4,REGULAR,3pt,Jump Shot,[],1629641,31.35676741130092,22.61795343137255,1610612738,73,75,2021-04-08T01:28:11Z,4960000,137.0,242.0,1,left,R. Langford 27' 3PT  (6 PTS) (P. Pritchard 3 AST),"[1629641, 1630202]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,Made,6.0,,,,,27.83,P. Pritchard,1630202.0,3.0,,,,,,
512,PT08M55.00S,2021-04-08T01:28:29.3Z,4,REGULAR,3pt,Jump Shot,[],202692,64.99671484888306,58.40226715686274,1610612752,73,78,2021-04-08T01:28:33Z,4980000,42.0,277.0,1,right,A. Burks 27' 3PT  (8 PTS) (T. Gibson 1 AST),"[202692, 201959]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,Made,8.0,,,,,27.97,T. Gibson,201959.0,1.0,,,,,,
514,PT08M31.00S,2021-04-08T01:29:06.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,73,78,2021-04-08T01:29:06Z,5000000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,73,78,2021-04-08T01:31:43Z,5010000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,73,78,2021-04-08T01:31:43Z,5020000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,73,78,2021-04-08T01:31:43Z,5030000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,out,[],201959,,,1610612738,73,78,2021-04-08T01:31:43Z,5040000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,73,78,2021-04-08T01:31:43Z,5050000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,in,[],202684,,,1610612738,73,78,2021-04-08T01:31:43Z,5060000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,in,[],203935,,,1610612738,73,78,2021-04-08T01:31:43Z,5070000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M31.00S,2021-04-08T01:31:22.9Z,4,REGULAR,substitution,in,[],203457,,,1610612738,73,78,2021-04-08T01:31:43Z,5080000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M30.00S,2021-04-08T01:32:01.5Z,4,REGULAR,3pt,Jump Shot,[],1627759,3.3672798948751645,96.39246323529412,1610612738,73,78,2021-04-08T01:32:45Z,5090000,-232.0,-21.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Missed,,,,,,23.29,,,,,,,,,
