actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
423,PT03M21.00S,2021-03-28T02:36:07.7Z,3,REGULAR,substitution,out,[],203935,,,1610612760,72,69,2021-03-28T02:36:27Z,4190000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
424,PT03M21.00S,2021-03-28T02:36:07.7Z,3,REGULAR,substitution,in,[],1629004,,,1610612760,72,69,2021-03-28T02:36:27Z,4200000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,
425,PT03M21.00S,2021-03-28T02:36:07.7Z,3,REGULAR,substitution,in,[],1628369,,,1610612760,72,69,2021-03-28T02:36:27Z,4210000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M11.00S,2021-03-28T02:36:56.3Z,3,REGULAR,3pt,Jump Shot,[],1629660,28.203022339027594,73.84344362745098,1610612760,75,69,2021-03-28T02:37:02Z,4220000,-119.0,213.0,1,left,T. Jerome 24' 3PT  (5 PTS) (S. Mykhailiuk 1 AST),"[1629660, 1629004]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,24.37,Made,,,,,5.0,S. Mykhailiuk,1629004.0,1.0,,,,,,,,,,
428,PT02M52.00S,2021-03-28T02:37:14.8Z,3,REGULAR,turnover,bad pass,[],1629057,,,1610612738,75,69,2021-03-28T02:37:18Z,4240000,,,0,,R. Williams III bad pass TURNOVER (1 TO),"[1629057, 1629026]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629026.0
429,PT02M52.00S,2021-03-28T02:37:14.8Z,3,REGULAR,steal,,[],1629026,,,1610612760,75,69,2021-03-28T02:37:16Z,4250000,,,0,,K. Williams STEAL (2 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M46.00S,2021-03-28T02:37:21.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629660,7.440867279894875,4.970894607843137,1610612760,75,69,2021-03-28T02:37:25Z,4260000,225.0,17.0,1,left,MISS T. Jerome 3PT,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,22.58,Missed,,,,,,,,,,,,,,,,,,
431,PT02M42.00S,2021-03-28T02:37:25.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,75,69,2021-03-28T02:37:25Z,4270000,,,0,,R. Williams III REBOUND (Off:5 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,430.0,14.0,9.0,5.0,,,,,,,,,,,,,,
432,PT02M33.00S,2021-03-28T02:37:33.4Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,75,69,2021-03-28T02:37:38Z,4280000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1629660]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,3.0,Jerome,1629660.0
433,PT02M33.00S,2021-03-28T02:37:33.4Z,3,REGULAR,steal,,[],1629660,,,1610612760,75,69,2021-03-28T02:37:36Z,4290000,,,0,,T. Jerome STEAL (1 STL),[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M29.00S,2021-03-28T02:37:39.9Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612760,75,69,2021-03-28T02:37:47Z,4300000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Hall 2 FT),"[1629057, 1630221]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Hall,1630221.0,,,,,
436,PT02M29.00S,2021-03-28T02:38:14.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1630221,,,1610612760,75,69,2021-03-28T02:38:39Z,4320000,,,0,,MISS J. Hall Free Throw 1 of 2,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Missed,,,,,,,,,,,,,,,,,,
437,PT02M29.00S,2021-03-28T02:38:14.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612760,75,69,2021-03-28T02:38:39Z,4330000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,
438,PT02M29.00S,2021-03-28T02:38:14.7Z,3,REGULAR,substitution,out,[],1629676,,,1610612760,75,69,2021-03-28T02:38:33Z,4340000,,,0,,SUB out: I. Roby,[1629676],1610612760.0,OKC,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,
439,PT02M29.00S,2021-03-28T02:38:14.7Z,3,REGULAR,substitution,in,[],1629650,,,1610612760,75,69,2021-03-28T02:38:33Z,4350000,,,0,,SUB in: M. Brown,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M29.00S,2021-03-28T02:38:14.7Z,3,REGULAR,substitution,out,[],1629057,,,1610612760,75,69,2021-03-28T02:42:21Z,4355000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M29.00S,2021-03-28T02:38:14.7Z,3,REGULAR,substitution,in,[],1628436,,,1610612760,75,69,2021-03-28T02:42:21Z,4357500,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M29.00S,2021-03-28T02:38:14.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1630221,,,1610612760,75,69,2021-03-28T02:38:39Z,4360000,,,0,,MISS J. Hall Free Throw 2 of 2,[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,Missed,,,,,,,,,,,,,,,,,,
441,PT02M29.00S,2021-03-28T02:38:14.0Z,3,REGULAR,rebound,offensive,[],1629004,,,1610612760,75,69,2021-03-28T02:48:10Z,4370000,,,0,,S. Mykhailiuk REBOUND (Off:1 Def:1),[1629004],1610612760.0,OKC,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,440.0,2.0,1.0,1.0,,,,,,,,,,,,,,
481,PT02M29.00S,2021-03-28T02:38:14.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629004,5.995400788436268,53.255208333333336,1610612760,75,69,2021-03-28T02:48:10Z,4375000,-16.0,4.0,1,left,MISS S. Mykhailiuk tip Layup,[1629004],1610612760.0,OKC,tip,,,Mykhailiuk,S. Mykhailiuk,,,,,1.68,Missed,,,,,,,,,,,,,,,,,,
482,PT02M29.00S,2021-03-28T02:38:14.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,75,69,2021-03-28T02:48:28Z,4377500,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,481.0,3.0,3.0,0.0,,,,,,,,,,,,,,
442,PT02M22.00S,2021-03-28T02:38:42.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629035,93.11760840998686,51.049325980392155,1610612738,75,71,2021-03-28T02:38:56Z,4380000,5.0,12.0,1,right,C. Edwards cutting Layup (7 PTS) (P. Pritchard 2 AST),"[1629035, 1630202]",1610612738.0,BOS,cutting,,,Edwards,C. Edwards,,,,,1.33,Made,,,,,7.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,
444,PT02M22.00S,2021-03-28T02:38:48.7Z,3,REGULAR,violation,defensive goaltending,[],1629650,,,1610612738,75,71,2021-03-28T02:38:56Z,4400000,,,0,,M. Brown defensive goaltending VIOLATION,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,1627524.0,,,,,,,,,
445,PT02M11.00S,2021-03-28T02:39:02.1Z,3,REGULAR,3pt,Jump Shot,[],1629026,10.068988173455978,5.951286764705882,1610612760,78,71,2021-03-28T02:39:07Z,4410000,220.0,42.0,1,left,K. Williams 3PT  (9 PTS) (T. Jerome 1 AST),"[1629026, 1629660]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,22.42,Made,,,,,9.0,T. Jerome,1629660.0,1.0,,,,,,,,,,
447,PT01M54.00S,2021-03-28T02:39:21.1Z,3,REGULAR,foul,offensive,[],1627759,,,1610612738,78,71,2021-03-28T02:39:29Z,4430000,,,0,,J. Brown charge offensive FOUL (4 PF),"[1627759, 1629026]",1610612738.0,BOS,charge,,,Brown,J. Brown,,,,,,,,,,,,,,,1627541.0,4.0,0.0,Williams,1629026.0,,,,,
449,PT01M54.00S,2021-03-28T02:39:21.1Z,3,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,78,71,2021-03-28T02:39:21Z,4450000,,,0,,J. Brown offensive foul TURNOVER (4 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1627541.0,,,,,,,4.0,,
450,PT01M33.00S,2021-03-28T02:40:04.7Z,3,REGULAR,turnover,3-second-violation,[],1629650,,,1610612760,78,71,2021-03-28T02:40:24Z,4460000,,,0,,M. Brown 3-second-violation TURNOVER (2 TO),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,,,,,,,,,1151.0,,,,,,,2.0,,
451,PT01M33.00S,2021-03-28T02:40:10.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,78,71,2021-03-28T02:40:17Z,4470000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
452,PT01M33.00S,2021-03-28T02:40:10.3Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,78,71,2021-03-28T02:40:17Z,4480000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
453,PT01M22.00S,2021-03-28T02:40:24.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,87.72996057818659,59.62775735294118,1610612738,78,73,2021-03-28T02:45:15Z,4490000,48.0,63.0,1,right,J. Tatum 7' driving floating Jump Shot (14 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,7.91,Made,,,,,14.0,,,,,,,,,,,,,
454,PT01M13.00S,2021-03-28T02:40:33.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,10.5946123521682,34.13756127450981,1610612760,78,73,2021-03-28T02:40:39Z,4500000,79.0,47.0,1,left,MISS S. Mykhailiuk 9' driving floating Shot,[1629004],1610612760.0,OKC,driving floating,,,Mykhailiuk,S. Mykhailiuk,,,,,9.22,Missed,,,,,,,,,,,,,,,,,,
455,PT01M09.00S,2021-03-28T02:40:37.8Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,78,73,2021-03-28T02:40:39Z,4510000,,,0,,P. Pritchard REBOUND (Off:1 Def:5),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,454.0,6.0,5.0,1.0,,,,,,,,,,,,,,
456,PT01M05.00S,2021-03-28T02:40:41.2Z,3,REGULAR,2pt,Jump Shot,[],1630202,78.66294349540078,47.86305147058824,1610612738,78,73,2021-03-28T02:40:51Z,4520000,-11.0,148.0,1,right,MISS P. Pritchard 14' floating Shot,[1630202],1610612738.0,BOS,floating,,,Pritchard,P. Pritchard,,,,,14.85,Missed,,,,,,,,,,,,,,,,,,
457,PT01M01.00S,2021-03-28T02:40:45.2Z,3,REGULAR,rebound,defensive,[],1630221,,,1610612760,78,73,2021-03-28T02:40:51Z,4530000,,,0,,J. Hall REBOUND (Off:0 Def:3),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,456.0,3.0,3.0,0.0,,,,,,,,,,,,,,
458,PT00M55.60S,2021-03-28T02:40:51.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,7.966491458607096,39.03952205882353,1610612760,78,73,2021-03-28T02:40:59Z,4540000,55.0,22.0,1,left,MISS M. Brown Layup,[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,
459,PT00M53.50S,2021-03-28T02:40:53.4Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,78,73,2021-03-28T02:40:59Z,4550000,,,0,,P. Pritchard REBOUND (Off:1 Def:6),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,458.0,7.0,6.0,1.0,,,,,,,,,,,,,,
460,PT00M41.70S,2021-03-28T02:41:05.2Z,3,REGULAR,3pt,Jump Shot,[],1629035,95.0886990801577,5.215992647058823,1610612738,78,76,2021-03-28T02:41:09Z,4560000,-224.0,-6.0,1,right,C. Edwards 3PT  (10 PTS) (A. Nesmith 2 AST),"[1629035, 1630174]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,22.4,Made,,,,,10.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,
462,PT00M28.80S,2021-03-28T02:41:21.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,8.229303547963205,61.588541666666664,1610612760,80,76,2021-03-28T02:41:28Z,4580000,-58.0,25.0,1,left,T. Jerome 6' fadeaway Jump Shot (7 PTS),[1629660],1610612760.0,OKC,fadeaway,,,Jerome,T. Jerome,,,,,6.3,Made,,,,,7.0,,,,,,,,,,,,,
463,PT00M05.60S,2021-03-28T02:41:46.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,76.95466491458606,73.59834558823529,1610612738,80,76,2021-03-28T02:41:53Z,4590000,118.0,164.0,1,right,MISS J. Tatum 20' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,20.21,Missed,,,,,,,,,,,,,,,,,,
464,PT00M02.90S,2021-03-28T02:41:49.3Z,3,REGULAR,rebound,defensive,[],1630221,,,1610612760,80,76,2021-03-28T02:41:53Z,4600000,,,0,,J. Hall REBOUND (Off:0 Def:4),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,463.0,4.0,4.0,0.0,,,,,,,,,,,,,,
465,PT00M00.00S,2021-03-28T02:41:52.2Z,3,REGULAR,3pt,Jump Shot,[],1630221,32.802233902759525,49.08854166666667,1610612760,80,76,2021-03-28T02:42:01Z,4610000,5.0,256.0,1,left,MISS J. Hall 25' running pullup 3PT,[1630221],1610612760.0,OKC,running pullup,,,Hall,J. Hall,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
466,PT00M00.00S,2021-03-28T02:41:52.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,80,76,2021-03-28T02:42:01Z,4620000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,465.0,,,,,,,,,,,,,,,,,
469,PT00M00.00S,2021-03-28T02:42:42.9Z,3,REGULAR,period,end,[],0,,,1610612760,80,76,2021-03-28T02:42:42Z,4630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-03-28T02:43:34.1Z,4,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,80,76,2021-03-28T02:44:26Z,4640000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-03-28T02:43:34.1Z,4,REGULAR,substitution,out,['startperiod'],1630202,,,1610612760,80,76,2021-03-28T02:44:26Z,4650000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-03-28T02:43:34.1Z,4,REGULAR,substitution,in,['startperiod'],1630177,,,1610612760,80,76,2021-03-28T02:44:26Z,4660000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,
473,PT12M00.00S,2021-03-28T02:43:34.1Z,4,REGULAR,substitution,in,['startperiod'],203935,,,1610612760,80,76,2021-03-28T02:44:26Z,4670000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
474,PT12M00.00S,2021-03-28T02:44:35.4Z,4,REGULAR,period,start,[],0,,,1610612738,80,76,2021-03-28T02:44:35Z,4680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT11M48.00S,2021-03-28T02:44:46.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628369,93.38042049934296,50.80422794117647,1610612738,80,78,2021-03-28T02:50:13Z,4690000,4.0,10.0,1,right,J. Tatum cutting DUNK (16 PTS) (L. Kornet 1 AST),"[1628369, 1628436]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,1.05,Made,,,,,16.0,L. Kornet,1628436.0,1.0,,,,,,,,,,
477,PT11M34.00S,2021-03-28T02:45:03.1Z,4,REGULAR,foul,personal,['2freethrow'],1629035,,,1610612760,80,78,2021-03-28T02:45:27Z,4710000,,,0,,C. Edwards shooting personal FOUL (1 PF) (Maledon 2 FT),"[1629035, 1630177]",1610612738.0,BOS,shooting,,,Edwards,C. Edwards,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Maledon,1630177.0,,,,,
479,PT11M34.00S,2021-03-28T02:45:27.7Z,4,REGULAR,freethrow,1 of 2,[],1630177,,,1610612760,81,78,2021-03-28T02:45:27Z,4730000,,,0,,T. Maledon Free Throw 1 of 2 (18 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
480,PT11M34.00S,2021-03-28T02:45:42.7Z,4,REGULAR,freethrow,2 of 2,[],1630177,,,1610612760,82,78,2021-03-28T02:45:42Z,4740000,,,0,,T. Maledon Free Throw 2 of 2 (19 PTS),[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
483,PT11M21.00S,2021-03-28T02:46:07.0Z,4,REGULAR,foul,personal,['3freethrow'],1630177,,,1610612738,82,78,2021-03-28T02:46:18Z,4750000,,,0,,T. Maledon shooting personal FOUL (1 PF) (Smart 3 FT),"[1630177, 203935]",1610612760.0,OKC,shooting,,,Maledon,T. Maledon,,,,,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,,,,,
485,PT11M21.00S,2021-03-28T02:46:28.6Z,4,REGULAR,freethrow,1 of 3,[],203935,,,1610612738,82,78,2021-03-28T02:46:28Z,4770000,,,0,,MISS M. Smart Free Throw 1 of 3,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
486,PT11M21.00S,2021-03-28T02:46:28.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,82,78,2021-03-28T02:46:28Z,4780000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,485.0,,,,,,,,,,,,,,,,,
487,PT11M21.00S,2021-03-28T02:46:28.6Z,4,REGULAR,freethrow,2 of 3,[],203935,,,1610612738,82,79,2021-03-28T02:47:02Z,4790000,,,0,,M. Smart Free Throw 2 of 3 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
488,PT11M21.00S,2021-03-28T02:46:41.7Z,4,REGULAR,substitution,out,[],1629035,,,1610612738,82,79,2021-03-28T02:46:45Z,4800000,,,0,,SUB out: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
489,PT11M21.00S,2021-03-28T02:46:41.7Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,82,79,2021-03-28T02:46:45Z,4810000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M21.00S,2021-03-28T02:46:28.6Z,4,REGULAR,freethrow,3 of 3,[],203935,,,1610612738,82,79,2021-03-28T02:47:02Z,4820000,,,0,,MISS M. Smart Free Throw 3 of 3,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT11M13.00S,2021-03-28T02:46:36.6Z,4,REGULAR,rebound,offensive,[],1628436,,,1610612738,82,79,2021-03-28T02:47:02Z,4830000,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,490.0,1.0,0.0,1.0,,,,,,,,,,,,,,
492,PT11M13.00S,2021-03-28T02:47:01.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612738,82,79,2021-03-28T02:47:01Z,4840000,0.0,0.0,1,right,MISS L. Kornet tip Layup,[1628436],1610612738.0,BOS,tip,,,Kornet,L. Kornet,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
493,PT11M12.00S,2021-03-28T02:47:01.9Z,4,REGULAR,rebound,defensive,[],1630221,,,1610612760,82,79,2021-03-28T02:47:01Z,4850000,,,0,,J. Hall REBOUND (Off:0 Def:5),[1630221],1610612760.0,OKC,,,,Hall,J. Hall,,,,,,,492.0,5.0,5.0,0.0,,,,,,,,,,,,,,
494,PT11M02.00S,2021-03-28T02:47:11.6Z,4,REGULAR,turnover,bad pass,[],1629660,,,1610612760,82,79,2021-03-28T02:47:16Z,4860000,,,0,,T. Jerome bad pass TURNOVER (2 TO),"[1629660, 1629684]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,2.0,Williams,1629684.0
495,PT11M02.00S,2021-03-28T02:47:11.6Z,4,REGULAR,steal,,[],1629684,,,1610612738,82,79,2021-03-28T02:47:13Z,4870000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
497,PT10M54.00S,2021-03-28T02:47:27.0Z,4,REGULAR,foul,technical,['1freethrow'],1629650,,,1610612738,82,79,2021-03-28T02:50:06Z,4890000,,,0,,M. Brown defensive-3-second technical FOUL (1 Tech),[1629650],1610612760.0,OKC,defensive-3-second,,,Brown,M. Brown,,,,,,,,,,,,,,,1151.0,0.0,1.0,,,,,,,
498,PT10M54.00S,2021-03-28T02:47:51.4Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,82,80,2021-03-28T02:47:51Z,4900000,,,0,,J. Tatum technical Free Throw 1 of 1 (17 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
499,PT10M47.00S,2021-03-28T02:47:59.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,86.28449408672799,76.53952205882352,1610612738,82,80,2021-03-28T02:48:08Z,4910000,133.0,76.0,1,right,MISS J. Tatum 15' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,15.31,Missed,,,,,,,,,,,,,,,,,,
500,PT10M42.00S,2021-03-28T02:48:04.0Z,4,REGULAR,rebound,defensive,[],1629650,,,1610612760,82,80,2021-03-28T02:48:08Z,4920000,,,0,,M. Brown REBOUND (Off:6 Def:15),[1629650],1610612760.0,OKC,,,,Brown,M. Brown,,,,,,,499.0,21.0,15.0,6.0,,,,,,,,,,,,,,
501,PT10M37.00S,2021-03-28T02:48:08.2Z,4,REGULAR,turnover,bad pass,[],1629660,,,1610612760,82,80,2021-03-28T02:48:12Z,4930000,,,0,,T. Jerome bad pass TURNOVER (3 TO),"[1629660, 1628369]",1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,,,,,3.0,Tatum,1628369.0
502,PT10M37.00S,2021-03-28T02:48:08.2Z,4,REGULAR,steal,,[],1628369,,,1610612738,82,80,2021-03-28T02:48:09Z,4940000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M35.00S,2021-03-28T02:48:10.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,93.9060446780552,49.82383578431372,1610612738,82,82,2021-03-28T02:48:17Z,4950000,-1.0,5.0,1,right,J. Tatum running Layup (19 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,0.49,Made,,,,,19.0,,,,,,,,,,,,,
504,PT10M25.00S,2021-03-28T02:48:21.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629660,10.068988173455978,63.05912990196079,1610612760,82,82,2021-03-28T02:48:28Z,4960000,-65.0,42.0,1,left,MISS T. Jerome 7' Jump Shot,[1629660],1610612760.0,OKC,,,,Jerome,T. Jerome,,,,,7.77,Missed,,,,,,,,,,,,,,,,,,
505,PT10M21.00S,2021-03-28T02:48:25.0Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,82,82,2021-03-28T02:48:28Z,4970000,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,504.0,3.0,3.0,0.0,,,,,,,,,,,,,,
506,PT10M16.00S,2021-03-28T02:48:29.4Z,4,REGULAR,3pt,Jump Shot,[],1628436,73.27529566360053,80.21599264705883,1610612738,82,85,2021-03-28T02:48:39Z,4980000,151.0,199.0,1,right,L. Kornet 24' 3PT  (3 PTS) (M. Smart 7 AST),"[1628436, 203935]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,24.96,Made,,,,,3.0,M. Smart,203935.0,7.0,,,,,,,,,,
508,PT09M56.00S,2021-03-28T02:48:49.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629650,8.360709592641262,50.314031862745104,1610612760,82,85,2021-03-28T02:56:00Z,5000000,-2.0,26.0,1,left,MISS M. Brown cutting Layup,[1629650],1610612760.0,OKC,cutting,,,Brown,M. Brown,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,
509,PT09M54.00S,2021-03-28T02:48:51.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,82,85,2021-03-28T02:48:51Z,5010000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,508.0,4.0,4.0,0.0,,,,,,,,,,,,,,
