actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
457,PT03M15.00S,2021-02-25T02:14:16.7Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,94,70,2021-02-25T02:14:41Z,4560000,,,0,,MISS T. Thompson Free Throw 2 of 2,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Missed,,,,,,,,,,,,,,,,,,
458,PT03M12.00S,2021-02-25T02:14:19.7Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,94,70,2021-02-25T02:14:41Z,4570000,,,0,,D. Gallinari REBOUND (Off:0 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,457.0,,,,,,,4.0,4.0,0.0,,,,,,,,
459,PT02M54.00S,2021-02-25T02:15:00.4Z,3,REGULAR,turnover,traveling,[],201568,,,1610612737,94,70,2021-02-25T02:15:05Z,4580000,,,0,,D. Gallinari traveling TURNOVER (3 TO),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,1627963.0,,,,,3.0,,
460,PT02M54.00S,2021-02-25T02:15:04.2Z,3,REGULAR,substitution,out,[],203991,,,1610612738,94,70,2021-02-25T02:15:12Z,4590000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
461,PT02M54.00S,2021-02-25T02:15:04.2Z,3,REGULAR,substitution,out,[],202684,,,1610612738,94,70,2021-02-25T02:15:12Z,4600000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
462,PT02M54.00S,2021-02-25T02:15:04.2Z,3,REGULAR,substitution,in,[],1630168,,,1610612738,94,70,2021-02-25T02:15:12Z,4610000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
463,PT02M54.00S,2021-02-25T02:15:04.2Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,94,70,2021-02-25T02:15:12Z,4620000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M39.00S,2021-02-25T02:15:30.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,13.222733245729303,46.63756127450981,1610612738,94,72,2021-02-25T02:24:41Z,4630000,17.0,72.0,1,left,J. Brown 7' driving floating Jump Shot (13 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.37,Made,,13.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,
466,PT02M14.00S,2021-02-25T02:15:54.7Z,3,REGULAR,3pt,Jump Shot,[],203524,77.7431011826544,89.28462009803921,1610612737,94,72,2021-02-25T02:16:01Z,4650000,196.0,157.0,1,right,MISS S. Hill 25' 3PT,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,
467,PT02M09.00S,2021-02-25T02:15:59.7Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,94,72,2021-02-25T02:16:01Z,4660000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,466.0,,,,,,,2.0,2.0,0.0,,,,,,,,
468,PT02M07.00S,2021-02-25T02:16:02.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.831143232588698,64.03952205882352,1610612738,94,72,2021-02-25T02:16:09Z,4670000,-70.0,237.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.75,Missed,,,,,,,,,,,,,,,,,,
469,PT02M02.00S,2021-02-25T02:16:07.8Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,94,72,2021-02-25T02:16:09Z,4680000,,,0,,O. Okongwu REBOUND (Off:0 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,468.0,,,,,,,2.0,2.0,0.0,,,,,,,,
470,PT01M58.00S,2021-02-25T02:16:15.3Z,3,REGULAR,foul,personal,[],1630202,,,1610612737,94,72,2021-02-25T02:16:21Z,4690000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 200765]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Rondo,200765.0,,,
472,PT01M51.00S,2021-02-25T02:16:36.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,94,72,2021-02-25T02:16:36Z,4710000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT01M45.00S,2021-02-25T02:16:58.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203503,81.2910643889619,45.65716911764706,1610612737,94,72,2021-02-25T02:17:04Z,4720000,-22.0,123.0,1,right,MISS T. Snell 12' driving floating Shot,[203503],1610612737.0,ATL,driving floating,,,Snell,T. Snell,,,,,12.53,Missed,,,,,,,,,,,,,,,,,,
474,PT01M41.00S,2021-02-25T02:17:02.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,94,72,2021-02-25T02:17:04Z,4730000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,473.0,,,,,,,1.0,1.0,0.0,,,,,,,,
475,PT01M30.00S,2021-02-25T02:17:12.9Z,3,REGULAR,3pt,Jump Shot,[],1629684,25.969119579500656,81.19638480392157,1610612738,94,72,2021-02-25T02:17:19Z,4740000,-156.0,192.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,
476,PT01M29.00S,2021-02-25T02:17:13.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612737,94,72,2021-02-25T02:17:19Z,4750000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,475.0,,,,,,,,,,,,,,,,,
477,PT01M29.00S,2021-02-25T02:17:19.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,94,72,2021-02-25T02:17:19Z,4760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT01M13.00S,2021-02-25T02:17:36.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,83.919185282523,46.14736519607843,1610612737,94,72,2021-02-25T02:17:42Z,4770000,-19.0,99.0,1,right,MISS O. Okongwu 10' Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,10.06,Missed,,,,,,,,,,,,,,,,,,
479,PT01M10.00S,2021-02-25T02:17:39.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,94,72,2021-02-25T02:17:42Z,4780000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,478.0,,,,,,,2.0,2.0,0.0,,,,,,,,
480,PT01M04.00S,2021-02-25T02:17:49.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203503,,,1610612738,94,72,2021-02-25T02:18:07Z,4790000,,,0,,T. Snell personal FOUL (3 PF) (Brown 2 FT),"[203503, 1627759]",1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,1627963.0,3.0,0.0,Brown,1627759.0,,,
482,PT01M04.00S,2021-02-25T02:18:12.4Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,94,73,2021-02-25T02:18:12Z,4810000,,,0,,J. Brown Free Throw 1 of 2 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
483,PT01M04.00S,2021-02-25T02:18:15.2Z,3,REGULAR,substitution,out,[],203524,,,1610612738,94,73,2021-02-25T02:18:44Z,4820000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
484,PT01M04.00S,2021-02-25T02:18:15.2Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,94,73,2021-02-25T02:18:44Z,4830000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
485,PT01M04.00S,2021-02-25T02:18:15.2Z,3,REGULAR,substitution,in,[],1629027,,,1610612738,94,73,2021-02-25T02:18:44Z,4840000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
486,PT01M04.00S,2021-02-25T02:18:15.2Z,3,REGULAR,substitution,in,[],201952,,,1610612738,94,73,2021-02-25T02:18:44Z,4850000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
487,PT01M04.00S,2021-02-25T02:18:45.5Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,94,74,2021-02-25T02:18:45Z,4860000,,,0,,J. Brown Free Throw 2 of 2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,15.0,,,,,,,,,,,,,,,,
488,PT00M40.30S,2021-02-25T02:19:04.7Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,94,74,2021-02-25T02:19:10Z,4870000,,,0,,T. Young bad pass TURNOVER (4 TO),"[1629027, 1629684]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,4.0,Williams,1629684.0
489,PT00M40.30S,2021-02-25T02:19:04.7Z,3,REGULAR,steal,,[],1629684,,,1610612738,94,74,2021-02-25T02:19:06Z,4880000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M37.30S,2021-02-25T02:19:08.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,5.732588699080158,50.55912990196079,1610612738,94,76,2021-02-25T02:19:17Z,4890000,-3.0,1.0,1,left,R. Williams III running DUNK (4 PTS) (J. Brown 5 AST),"[1629057, 1627759]",1610612738.0,BOS,running,,,Williams III,R. Williams III,,,,,0.31,Made,,4.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,
492,PT00M34.60S,2021-02-25T02:19:22.6Z,3,REGULAR,3pt,Jump Shot,[],1629027,65.65374507227332,12.568933823529413,1610612737,97,76,2021-02-25T02:19:27Z,4910000,-187.0,270.0,1,right,T. Young 32' 3PT  (30 PTS) (R. Rondo 2 AST),"[1629027, 200765]",1610612737.0,ATL,,,,Young,T. Young,,,,,32.89,Made,,30.0,R. Rondo,200765.0,2.0,,,,,,,,,,,,,
494,PT00M18.80S,2021-02-25T02:19:41.2Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,97,76,2021-02-25T02:19:45Z,4930000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 200765]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,2.0,Rondo,200765.0
495,PT00M18.80S,2021-02-25T02:19:41.2Z,3,REGULAR,steal,,[],200765,,,1610612737,97,76,2021-02-25T02:19:43Z,4940000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612737.0,ATL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M11.40S,2021-02-25T02:19:49.7Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201568,93.64323258869908,51.049325980392155,1610612737,99,76,2021-02-25T02:21:56Z,4950000,5.0,7.0,1,right,D. Gallinari Layup (32 PTS),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,0.9,Made,,32.0,,,,,,,,,,,,,,,,
498,PT00M04.80S,2021-02-25T02:20:02.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200765,,,1610612738,99,76,2021-02-25T02:20:23Z,4970000,,,0,,R. Rondo personal FOUL (3 PF) (Brown 2 FT),"[200765, 1627759]",1610612737.0,ATL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Brown,1627759.0,,,
500,PT00M04.80S,2021-02-25T02:20:28.5Z,3,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,99,77,2021-02-25T02:20:28Z,4990000,,,0,,J. Brown Free Throw 1 of 2 (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,16.0,,,,,,,,,,,,,,,,
501,PT00M04.80S,2021-02-25T02:20:46.0Z,3,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,99,78,2021-02-25T02:20:46Z,5000000,,,0,,J. Brown Free Throw 2 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
502,PT00M00.40S,2021-02-25T02:20:52.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200765,92.59198423127464,50.55912990196079,1610612737,99,78,2021-02-25T02:20:59Z,5010000,3.0,17.0,1,right,MISS R. Rondo running Layup - blocked,"[200765, 1629057]",1610612737.0,ATL,running,,,Rondo,R. Rondo,,,,,1.73,Missed,,,,,,Williams III,1629057.0,,,,,,,,,,,
503,PT00M00.40S,2021-02-25T02:20:52.5Z,3,REGULAR,block,,[],1629057,,,1610612737,99,78,2021-02-25T02:20:55Z,5020000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
504,PT00M00.40S,2021-02-25T02:20:52.5Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,99,78,2021-02-25T02:20:59Z,5030000,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,502.0,,,,,,,3.0,3.0,0.0,,,,,,,,
505,PT00M00.00S,2021-02-25T02:20:57.4Z,3,REGULAR,period,end,[],0,,,1610612738,99,78,2021-02-25T02:20:57Z,5040000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,out,['startperiod'],200765,,,1610612738,99,78,2021-02-25T02:23:37Z,5050000,,,0,,SUB out: R. Rondo,[200765],1610612737.0,ATL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,out,['startperiod'],1630168,,,1610612738,99,78,2021-02-25T02:23:37Z,5060000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
508,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,99,78,2021-02-25T02:23:37Z,5070000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
509,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,in,['startperiod'],1628381,,,1610612738,99,78,2021-02-25T02:23:37Z,5080000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
510,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,in,['startperiod'],1630219,,,1610612738,99,78,2021-02-25T02:23:37Z,5090000,,,0,,SUB in: S. Mays,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2021-02-25T02:22:23.4Z,4,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,99,78,2021-02-25T02:23:37Z,5100000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2021-02-25T02:23:36.5Z,4,REGULAR,period,start,[],0,,,1610612737,99,78,2021-02-25T02:23:38Z,5110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT11M44.00S,2021-02-25T02:23:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201568,93.9060446780552,49.333639705882355,1610612737,101,78,2021-02-25T02:23:57Z,5120000,-3.0,5.0,1,right,D. Gallinari Layup (34 PTS) (S. Mays 3 AST),"[201568, 1630219]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,0.58,Made,,34.0,S. Mays,1630219.0,3.0,,,,,,,,,,,,,
515,PT11M34.00S,2021-02-25T02:24:01.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.521024967148489,50.80422794117647,1610612738,101,78,2021-02-25T02:24:06Z,5140000,-4.0,9.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 203503]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.97,Missed,,,,,,Snell,203503.0,,,,,,,,,,,
516,PT11M34.00S,2021-02-25T02:24:01.5Z,4,REGULAR,block,,[],203503,,,1610612738,101,78,2021-02-25T02:24:04Z,5150000,,,0,,T. Snell BLOCK (1 BLK),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
517,PT11M31.00S,2021-02-25T02:24:04.5Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,101,78,2021-02-25T02:24:12Z,5160000,,,0,,J. Collins REBOUND (Off:1 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,515.0,,,,,,,8.0,7.0,1.0,,,,,,,,
518,PT11M12.00S,2021-02-25T02:24:23.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,92.72339027595268,62.07873774509803,1610612737,101,78,2021-02-25T02:24:31Z,5170000,60.0,16.0,1,right,MISS J. Collins 6' turnaround Shot,[1628381],1610612737.0,ATL,turnaround,,,Collins,J. Collins,,,,,6.25,Missed,,,,,,,,,,,,,,,,,,
519,PT11M09.00S,2021-02-25T02:24:26.7Z,4,REGULAR,rebound,offensive,[],1630219,,,1610612737,101,78,2021-02-25T02:24:26Z,5180000,,,0,,S. Mays REBOUND (Off:1 Def:1),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,,518.0,,,,,,,2.0,1.0,1.0,,,,,,,,
520,PT11M07.00S,2021-02-25T02:24:28.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203503,80.23981603153744,6.1963848039215685,1610612737,104,78,2021-02-25T02:24:34Z,5190000,-219.0,133.0,1,right,T. Snell 25' 3PT  (12 PTS) (S. Mays 4 AST),"[203503, 1630219]",1610612737.0,ATL,,,,Snell,T. Snell,,,,,25.63,Made,,12.0,S. Mays,1630219.0,4.0,,,,,,,,,,,,,
522,PT10M52.00S,2021-02-25T02:24:46.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201952,5.995400788436268,49.82383578431372,1610612738,104,80,2021-02-25T02:24:51Z,5210000,1.0,4.0,1,left,J. Teague driving Layup (13 PTS),[201952],1610612738.0,BOS,driving,,,Teague,J. Teague,,,,,0.4,Made,,13.0,,,,,,,,,,,,,,,,
523,PT10M52.00S,2021-02-25T02:24:58.8Z,4,REGULAR,foul,personal,['1freethrow'],1630219,,,1610612738,104,80,2021-02-25T02:25:06Z,5220000,,,0,,S. Mays shooting personal FOUL (1 PF) (Teague 1 FT),"[1630219, 201952]",1610612737.0,ATL,shooting,,,Mays,S. Mays,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Teague,201952.0,,,
525,PT10M52.00S,2021-02-25T02:25:07.8Z,4,REGULAR,freethrow,1 of 1,[],201952,,,1610612738,104,81,2021-02-25T02:25:07Z,5240000,,,0,,J. Teague Free Throw 1 of 1 (14 PTS),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
526,PT10M30.00S,2021-02-25T02:25:29.6Z,4,REGULAR,turnover,bad pass,[],201568,,,1610612737,104,81,2021-02-25T02:25:35Z,5250000,,,0,,D. Gallinari bad pass TURNOVER (4 TO),"[201568, 1628369]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,4.0,Tatum,1628369.0
527,PT10M30.00S,2021-02-25T02:25:29.6Z,4,REGULAR,steal,,[],1628369,,,1610612738,104,81,2021-02-25T02:25:32Z,5260000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
528,PT10M16.00S,2021-02-25T02:25:42.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629057,9.543363994743759,70.90226715686273,1610612738,104,83,2021-02-25T02:25:46Z,5270000,-105.0,37.0,1,left,R. Williams III 11' Jump Shot (6 PTS) (J. Teague 5 AST),"[1629057, 201952]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,11.09,Made,,6.0,J. Teague,201952.0,5.0,,,,,,,,,,,,,
530,PT09M57.00S,2021-02-25T02:26:05.8Z,4,REGULAR,foul,personal,[],201952,,,1610612737,104,83,2021-02-25T02:26:12Z,5290000,,,0,,J. Teague personal FOUL (1 PF),"[201952, 1628381]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Collins,1628381.0,,,
532,PT09M52.00S,2021-02-25T02:26:26.4Z,4,REGULAR,3pt,Jump Shot,[],1630219,68.41327201051249,65.75520833333334,1610612737,104,83,2021-02-25T02:26:31Z,5310000,79.0,244.0,1,right,MISS S. Mays 25' 3PT,[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,25.68,Missed,,,,,,,,,,,,,,,,,,
533,PT09M49.00S,2021-02-25T02:26:30.2Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,104,83,2021-02-25T02:26:30Z,5320000,,,0,,J. Collins REBOUND (Off:2 Def:7),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,532.0,,,,,,,9.0,7.0,2.0,,,,,,,,
534,PT09M46.00S,2021-02-25T02:26:32.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201568,67.49342969776609,39.5297181372549,1610612737,107,83,2021-02-25T02:26:37Z,5330000,-52.0,253.0,1,right,D. Gallinari 25' 3PT  (37 PTS) (J. Collins 1 AST),"[201568, 1628381]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,25.85,Made,,37.0,J. Collins,1628381.0,1.0,,,,,,,,,,,,,
536,PT09M32.00S,2021-02-25T02:26:47.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.732588699080158,50.314031862745104,1610612738,107,83,2021-02-25T02:27:04Z,5350000,-2.0,1.0,1,left,MISS J. Tatum driving Layup - blocked,"[1628369, 1628381]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.21,Missed,,,,,,Collins,1628381.0,,,,,,,,,,,
610,PT09M32.00S,2021-02-25T02:26:47.6Z,4,REGULAR,block,,[],1628381,,,1610612738,107,83,2021-02-25T02:39:40Z,5355000,,,0,,J. Collins BLOCK (1 BLK),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
537,PT09M31.00S,2021-02-25T02:26:48.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,107,83,2021-02-25T02:41:03Z,5360000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,536.0,,,,,,,,,,,,,,,,,
538,PT09M31.00S,2021-02-25T02:27:04.7Z,4,REGULAR,foul,personal,[],1629057,,,1610612737,107,83,2021-02-25T02:27:12Z,5370000,,,0,,R. Williams III loose ball personal FOUL (1 PF),"[1629057, 201568]",1610612738.0,BOS,loose ball,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Gallinari,201568.0,,,
540,PT09M31.00S,2021-02-25T02:27:13.9Z,4,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612737,107,83,2021-02-25T02:27:22Z,5390000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,1627963.0,1.0,1.0,,,,,
541,PT09M31.00S,2021-02-25T02:27:23.0Z,4,REGULAR,freethrow,1 of 1,[],201568,,,1610612737,108,83,2021-02-25T02:27:23Z,5400000,,,0,,D. Gallinari technical Free Throw 1 of 1 (38 PTS),[201568],1610612737.0,ATL,technical,,,Gallinari,D. Gallinari,,,,,,Made,,38.0,,,,,,,,,,,,,,,,
542,PT09M15.00S,2021-02-25T02:27:48.8Z,4,REGULAR,turnover,lost ball,[],1628381,,,1610612737,108,83,2021-02-25T02:27:53Z,5410000,,,0,,J. Collins lost ball TURNOVER (1 TO),"[1628381, 201952]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,1.0,Teague,201952.0
543,PT09M15.00S,2021-02-25T02:27:48.8Z,4,REGULAR,steal,,[],201952,,,1610612738,108,83,2021-02-25T02:27:51Z,5420000,,,0,,J. Teague STEAL (1 STL),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
544,PT09M10.00S,2021-02-25T02:27:54.3Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629684,9.017739816031538,94.921875,1610612738,108,83,2021-02-25T02:27:59Z,5430000,-225.0,32.0,1,left,MISS G. Williams 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,22.69,Missed,,,,,,,,,,,,,,,,,,
545,PT09M06.00S,2021-02-25T02:27:58.3Z,4,REGULAR,rebound,defensive,[],1628381,,,1610612737,108,83,2021-02-25T02:27:59Z,5440000,,,0,,J. Collins REBOUND (Off:2 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,544.0,,,,,,,10.0,8.0,2.0,,,,,,,,
546,PT09M00.00S,2021-02-25T02:28:11.9Z,4,REGULAR,foul,offensive,[],203503,,,1610612737,108,83,2021-02-25T02:28:20Z,5450000,,,0,,T. Snell off-the-ball offensive FOUL (4 PF),"[203503, 1629684]",1610612737.0,ATL,off-the-ball,,,Snell,T. Snell,,,,,,,,,,,,,,,,,1627963.0,4.0,0.0,Williams,1629684.0,,,
548,PT09M00.00S,2021-02-25T02:28:11.9Z,4,REGULAR,turnover,offensive foul,[],203503,,,1610612737,108,83,2021-02-25T02:28:11Z,5470000,,,0,,T. Snell offensive foul TURNOVER (1 TO),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,1627963.0,,,,,1.0,,
