actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
634,PT02M27.00S,2021-02-20T02:37:27.6Z,4,REGULAR,foul,personal,[],201568,,,1610612738,117,104,2021-02-20T02:37:45Z,6020000,,,0,,D. Gallinari personal FOUL (3 PF),"[201568, 202689]",1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,1188.0,,,,3.0,0.0,Walker,202689.0,
636,PT02M14.00S,2021-02-20T02:38:05.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,10.463206307490145,64.5297181372549,1610612738,117,104,2021-02-20T02:38:14Z,6040000,-73.0,46.0,1,left,MISS J. Tatum 8' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,8.59,Missed,,,,,,,,,,,,,,,,,,,
637,PT02M10.00S,2021-02-20T02:38:09.1Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,117,104,2021-02-20T02:38:14Z,6050000,,,0,,T. Young REBOUND (Off:0 Def:4),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,636.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
638,PT02M04.00S,2021-02-20T02:38:15.5Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629027,91.72141918528253,56.70955882352941,1610612737,117,106,2021-02-20T02:38:23Z,6060000,34.0,25.0,1,right,T. Young running finger roll Layup (31 PTS),[1629027],1610612737.0,ATL,running finger roll,,,Young,T. Young,,,,,4.2,Made,,,,,31.0,,,,,,,,,,,,,,
639,PT01M42.00S,2021-02-20T02:38:37.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.30535479632063,44.623161764705884,1610612738,117,106,2021-02-20T02:38:46Z,6070000,27.0,251.0,1,left,MISS J. Brown 25' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
640,PT01M40.00S,2021-02-20T02:38:39.1Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,117,106,2021-02-20T02:38:46Z,6080000,,,0,,D. Theis REBOUND (Off:2 Def:6),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,639.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
641,PT01M38.00S,2021-02-20T02:38:44.4Z,4,REGULAR,foul,personal,[],1629629,,,1610612738,117,106,2021-02-20T02:38:51Z,6090000,,,0,,C. Reddish personal FOUL (2 PF),"[1629629, 1627759]",1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,1188.0,,,,2.0,0.0,Brown,1627759.0,
643,PT01M38.00S,2021-02-20T02:38:57.4Z,4,REGULAR,substitution,out,[],1628381,,,1610612738,117,106,2021-02-20T02:39:05Z,6110000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M38.00S,2021-02-20T02:38:57.4Z,4,REGULAR,substitution,in,[],203991,,,1610612738,117,106,2021-02-20T02:39:05Z,6120000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M32.00S,2021-02-20T02:39:16.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628464,8.015768725361367,47.606464460784316,1610612738,119,106,2021-02-20T02:39:24Z,6130000,12.0,23.0,1,left,D. Theis alley-oop DUNK (12 PTS) (T. Thompson 3 AST),"[1628464, 202684]",1610612738.0,BOS,alley-oop,,,Theis,D. Theis,,,,,2.58,Made,,,,,12.0,T. Thompson,202684.0,3.0,,,,,,,,,,,
647,PT01M21.00S,2021-02-20T02:39:34.2Z,4,REGULAR,3pt,Jump Shot,[],1628989,94.87516425755584,3.278186274509804,1610612737,119,109,2021-02-20T02:39:41Z,6150000,-234.0,-4.0,1,right,K. Huerter 3PT  (5 PTS) (D. Gallinari 3 AST),"[1628989, 201568]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,23.36,Made,,,,,5.0,D. Gallinari,201568.0,3.0,,,,,,,,,,,
649,PT01M05.00S,2021-02-20T02:39:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,20.18725361366623,35.11795343137255,1610612738,119,109,2021-02-20T02:40:00Z,6170000,74.0,137.0,1,left,MISS K. Walker 15' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,15.62,Missed,,,,,,,,,,,,,,,,,,,
650,PT01M03.00S,2021-02-20T02:39:55.4Z,4,REGULAR,rebound,defensive,[],1629629,,,1610612737,119,109,2021-02-20T02:40:00Z,6180000,,,0,,C. Reddish REBOUND (Off:1 Def:4),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,649.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
651,PT01M00.00S,2021-02-20T02:40:00.7Z,4,REGULAR,foul,offensive,[],1629027,,,1610612737,119,109,2021-02-20T02:40:19Z,6190000,,,0,,T. Young charge offensive FOUL (1 PF),"[1629027, 202689]",1610612737.0,ATL,charge,,,Young,T. Young,,,,,,,,,,,,,,,,,101283.0,,,,1.0,0.0,Walker,202689.0,
653,PT01M00.00S,2021-02-20T02:40:00.7Z,4,REGULAR,turnover,offensive foul,[],1629027,,,1610612737,119,109,2021-02-20T02:40:00Z,6210000,,,0,,T. Young offensive foul TURNOVER (6 TO),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,101283.0,6.0,,,,,,,
654,PT00M43.80S,2021-02-20T02:40:46.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1628464,7.30946123521682,43.69638480392157,1610612738,121,109,2021-02-20T02:40:59Z,6220000,32.0,16.0,1,left,D. Theis cutting Layup (14 PTS) (J. Brown 6 AST),"[1628464, 1627759]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,3.54,Made,,,,,14.0,J. Brown,1627759.0,6.0,,,,,,,,,,,
656,PT00M43.80S,2021-02-20T02:40:51.3Z,4,REGULAR,violation,defensive goaltending,[],203991,,,1610612738,121,109,2021-02-20T02:40:59Z,6240000,,,0,,C. Capela defensive goaltending VIOLATION,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,101283.0,,,,,,,,
657,PT00M43.80S,2021-02-20T02:41:01.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,121,109,2021-02-20T02:41:01Z,6250000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M43.80S,2021-02-20T02:42:01.9Z,4,REGULAR,substitution,out,[],203991,,,1610612737,121,109,2021-02-20T02:43:05Z,6260000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M43.80S,2021-02-20T02:42:01.9Z,4,REGULAR,substitution,in,[],1628381,,,1610612737,121,109,2021-02-20T02:43:05Z,6270000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M39.00S,2021-02-20T02:43:23.2Z,4,REGULAR,2pt,Jump Shot,[],201568,77.61169513797634,46.88265931372549,1610612737,121,109,2021-02-20T02:44:22Z,6280000,-16.0,158.0,1,right,MISS D. Gallinari 15' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,15.88,Missed,,,,,,,,,,,,,,,,,,,
663,PT00M37.00S,2021-02-20T02:43:25.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,121,109,2021-02-20T02:46:41Z,6285000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,660.0,,,,,,,,,,,,,,,,,,
662,PT00M37.00S,2021-02-20T02:44:00.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,121,109,2021-02-20T02:46:58Z,6300000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,101283.0,,,,,,,,Out of Bounds - Overturn Call
664,PT00M37.00S,2021-02-20T02:46:54.7Z,4,REGULAR,substitution,out,[],1629629,,,1610612738,121,109,2021-02-20T02:47:00Z,6310000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M37.00S,2021-02-20T02:46:54.7Z,4,REGULAR,substitution,in,[],203503,,,1610612738,121,109,2021-02-20T02:47:00Z,6320000,,,0,,SUB in: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M13.00S,2021-02-20T02:47:15.2Z,4,REGULAR,3pt,Jump Shot,[],1627759,26.018396846254927,82.68995098039215,1610612738,121,109,2021-02-20T02:48:58Z,6325000,-163.0,192.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
669,PT00M12.70S,2021-02-20T02:47:15.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612737,121,109,2021-02-20T02:50:19Z,6327500,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,
670,PT00M12.00S,2021-02-20T02:47:29.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,121,109,2021-02-20T02:50:32Z,6333750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M00.00S,2021-02-20T02:47:43.3Z,4,REGULAR,period,end,[],0,,,1610612737,121,109,2021-02-20T02:50:19Z,6340000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M00.00S,2021-02-20T02:50:55.2Z,4,REGULAR,game,end,[],0,,,0,121,109,2021-02-20T02:50:55Z,6350000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
