actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
284,PT04M49.00S,2021-04-29T00:22:33.0Z,2,REGULAR,substitution,in,[],1628997,,,1610612766,51,34,2021-04-29T00:24:05Z,2647500,,,0,,SUB in: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M35.00S,2021-04-29T00:22:54.8Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612766,51,34,2021-04-29T00:22:59Z,2650000,,,0,,D. Graham bad pass TURNOVER (2 TO),"[1628984, 1629057]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,2.0,Williams III,1629057.0
272,PT04M35.00S,2021-04-29T00:22:54.8Z,2,REGULAR,steal,,[],1629057,,,1610612738,51,34,2021-04-29T00:22:56Z,2660000,,,0,,R. Williams III STEAL (2 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M24.00S,2021-04-29T00:23:05.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629682,89.70105124835742,45.41207107843137,1610612738,51,34,2021-04-29T00:23:49Z,2670000,-23.0,44.0,1,right,MISS T. Waters driving Layup,[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,4.99,Missed,,,,,,,,,,,,,,,,,,
274,PT04M22.00S,2021-04-29T00:23:07.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,51,34,2021-04-29T00:23:07Z,2680000,,,0,,R. Williams III REBOUND (Off:2 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,273.0,3.0,1.0,2.0,,,,,,,,,,,,,,
275,PT04M22.00S,2021-04-29T00:23:09.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630174,94.30026281208936,1.5395220588235294,1610612738,51,34,2021-04-29T00:23:17Z,2690000,-242.0,1.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,
276,PT04M20.00S,2021-04-29T00:23:11.7Z,2,REGULAR,rebound,defensive,[],203469,,,1610612766,51,34,2021-04-29T00:23:17Z,2700000,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,275.0,2.0,1.0,1.0,,,,,,,,,,,,,,
278,PT04M07.00S,2021-04-29T00:23:33.7Z,2,REGULAR,violation,kicked ball,[],1629682,,,1610612766,51,34,2021-04-29T00:23:39Z,2720000,,,0,,T. Waters kicked ball VIOLATION,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,202035.0,,,,,,,,,,
279,PT04M00.00S,2021-04-29T00:23:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,7.703679369250986,54.23560049019608,1610612766,51,34,2021-04-29T00:23:58Z,2730000,-21.0,20.0,1,left,MISS D. Graham Layup - blocked,"[1628984, 1629057]",1610612766.0,CHA,,,,Graham,D. Graham,,,,,2.91,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,
280,PT04M00.00S,2021-04-29T00:23:47.4Z,2,REGULAR,block,,[],1629057,,,1610612766,51,34,2021-04-29T00:23:50Z,2740000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M58.00S,2021-04-29T00:23:49.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,51,34,2021-04-29T00:23:58Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,279.0,,,,,,,,,,,,,,,,,
282,PT03M58.00S,2021-04-29T00:23:56.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,51,34,2021-04-29T00:23:56Z,2760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M54.00S,2021-04-29T00:24:09.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,18.74178712220762,91.98069852941177,1610612766,51,34,2021-04-29T00:24:14Z,2770000,-210.0,124.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,24.36,Missed,,,,,,,,,,,,,,,,,,
286,PT03M52.00S,2021-04-29T00:24:11.4Z,2,REGULAR,rebound,defensive,[],203095,,,1610612738,51,34,2021-04-29T00:24:14Z,2780000,,,0,,E. Fournier REBOUND (Off:1 Def:2),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT03M46.00S,2021-04-29T00:24:17.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203095,68.80749014454665,76.04932598039215,1610612738,51,34,2021-04-29T00:24:27Z,2790000,130.0,241.0,1,right,MISS E. Fournier 27' running pullup 3PT,[203095],1610612738.0,BOS,running pullup,,,Fournier,E. Fournier,,,,,27.37,Missed,,,,,,,,,,,,,,,,,,
288,PT03M44.00S,2021-04-29T00:24:19.2Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612766,51,34,2021-04-29T00:24:27Z,2800000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,287.0,1.0,1.0,0.0,,,,,,,,,,,,,,
289,PT03M37.00S,2021-04-29T00:24:34.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612766,51,34,2021-04-29T00:24:48Z,2810000,,,0,,E. Fournier personal FOUL (3 PF) (Zeller 2 FT),"[203095, 203469]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,1155.0,3.0,0.0,Zeller,203469.0,,,,,,
291,PT03M37.00S,2021-04-29T00:24:55.0Z,2,REGULAR,freethrow,1 of 2,[],203469,,,1610612766,51,35,2021-04-29T00:24:55Z,2830000,,,0,,C. Zeller Free Throw 1 of 2 (4 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
292,PT03M37.00S,2021-04-29T00:24:56.9Z,2,REGULAR,substitution,out,[],203095,,,1610612766,51,35,2021-04-29T00:25:04Z,2840000,,,0,,SUB out: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M37.00S,2021-04-29T00:24:56.9Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,51,35,2021-04-29T00:25:04Z,2850000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M37.00S,2021-04-29T00:24:56.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612766,51,35,2021-04-29T00:25:04Z,2860000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M37.00S,2021-04-29T00:24:56.9Z,2,REGULAR,substitution,in,[],1628970,,,1610612766,51,35,2021-04-29T00:25:04Z,2870000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M37.00S,2021-04-29T00:25:17.1Z,2,REGULAR,freethrow,2 of 2,[],203469,,,1610612766,51,36,2021-04-29T00:25:17Z,2880000,,,0,,C. Zeller Free Throw 2 of 2 (5 PTS),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
297,PT03M26.00S,2021-04-29T00:25:37.9Z,2,REGULAR,3pt,Jump Shot,[],1630174,93.24901445466492,95.90226715686273,1610612738,54,36,2021-04-29T00:25:42Z,2890000,230.0,11.0,1,right,A. Nesmith 3PT  (3 PTS) (T. Waters 4 AST),"[1630174, 1629682]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.98,Made,,,,,,,3.0,,,,,,T. Waters,1629682.0,4.0,,,
303,PT03M19.00S,2021-04-29T00:25:43.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,10.068988173455978,41.73560049019608,1610612766,54,38,2021-04-29T00:28:29Z,2905000,41.0,42.0,1,left,M. Bridges driving Layup (8 PTS) (C. Martin 1 AST),"[1628970, 1628997]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,5.9,Made,,,,,,,8.0,,,,,,C. Martin,1628997.0,1.0,,,
299,PT03M19.00S,2021-04-29T00:25:49.7Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630174,,,1610612766,54,38,2021-04-29T00:28:01Z,2910000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Bridges 1 FT),"[1630174, 1628970]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,202049.0,3.0,0.0,Bridges,1628970.0,,,,,,
301,PT03M19.00S,2021-04-29T00:26:17.5Z,2,REGULAR,instantreplay,challenge,[],0,,,1610612766,54,38,2021-04-29T00:29:17Z,2930000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,
302,PT03M19.00S,2021-04-29T00:26:24.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,54,38,2021-04-29T00:26:24Z,2940000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M19.00S,2021-04-29T00:29:26.0Z,2,REGULAR,freethrow,1 of 1,[],1628970,,,1610612766,54,39,2021-04-29T00:29:26Z,2970000,,,0,,M. Bridges Free Throw 1 of 1 (9 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Made,,,,,,,9.0,,,,,,,,,,,
308,PT02M55.00S,2021-04-29T00:29:51.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,90.22667542706965,45.65716911764706,1610612738,56,39,2021-04-29T00:29:58Z,2980000,-22.0,39.0,1,right,A. Nesmith driving floating bank Jump Shot (5 PTS) (T. Waters 5 AST),"[1630174, 1629682]",1610612738.0,BOS,driving floating bank,,,Nesmith,A. Nesmith,,,,,4.5,Made,,,,,,,5.0,,,,,,T. Waters,1629682.0,5.0,,,
310,PT02M41.00S,2021-04-29T00:30:08.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612766,56,39,2021-04-29T00:30:23Z,3000000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Martin 2 FT),"[1629057, 1628997]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,202035.0,1.0,0.0,Martin,1628997.0,,,,,,
312,PT02M41.00S,2021-04-29T00:30:33.7Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612766,56,40,2021-04-29T00:30:33Z,3020000,,,0,,C. Martin Free Throw 1 of 2 (2 PTS),[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
313,PT02M41.00S,2021-04-29T00:30:47.6Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612766,56,41,2021-04-29T00:30:47Z,3030000,,,0,,C. Martin Free Throw 2 of 2 (3 PTS),[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
314,PT02M23.00S,2021-04-29T00:31:07.9Z,2,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612738,56,41,2021-04-29T00:31:16Z,3040000,,,0,,C. Martin shooting personal FOUL (1 PF) (Tatum 2 FT),"[1628997, 1628369]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,,,,202049.0,1.0,0.0,Tatum,1628369.0,,,,,,
316,PT02M23.00S,2021-04-29T00:31:34.5Z,2,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,57,41,2021-04-29T00:31:34Z,3060000,,,0,,J. Tatum Free Throw 1 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
317,PT02M23.00S,2021-04-29T00:31:35.4Z,2,REGULAR,substitution,out,[],1629682,,,1610612738,57,41,2021-04-29T00:31:39Z,3070000,,,0,,SUB out: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
318,PT02M23.00S,2021-04-29T00:31:35.4Z,2,REGULAR,substitution,in,[],1630202,,,1610612738,57,41,2021-04-29T00:31:39Z,3080000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
319,PT02M23.00S,2021-04-29T00:31:49.9Z,2,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,58,41,2021-04-29T00:31:49Z,3090000,,,0,,J. Tatum Free Throw 2 of 2 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,,,15.0,,,,,,,,,,,
320,PT02M02.00S,2021-04-29T00:32:11.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203469,8.754927726675426,51.049325980392155,1610612766,58,43,2021-04-29T00:32:21Z,3100000,-5.0,30.0,1,left,C. Zeller cutting finger roll Layup (7 PTS) (D. Graham 2 AST),"[203469, 1628984]",1610612766.0,CHA,cutting finger roll,,,Zeller,C. Zeller,,,,,3.03,Made,,,,,,,7.0,,,,,,D. Graham,1628984.0,2.0,,,
322,PT01M47.00S,2021-04-29T00:32:25.9Z,2,REGULAR,3pt,Jump Shot,[],1630202,64.60249671484888,46.63756127450981,1610612738,58,43,2021-04-29T00:32:33Z,3120000,-17.0,280.0,1,right,MISS P. Pritchard 28' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,28.07,Missed,,,,,,,,,,,,,,,,,,
323,PT01M46.00S,2021-04-29T00:32:26.9Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,43,2021-04-29T00:32:33Z,3130000,,,0,,R. Williams III REBOUND (Off:3 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,322.0,4.0,1.0,3.0,,,,,,,,,,,,,,
324,PT01M45.00S,2021-04-29T00:32:30.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629057,94.40999984741211,50.0,1610612738,58,43,2021-04-29T00:32:50Z,3140000,0.0,0.0,1,right,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
325,PT01M43.00S,2021-04-29T00:32:32.2Z,2,REGULAR,rebound,defensive,[],203469,,,1610612766,58,43,2021-04-29T00:32:50Z,3150000,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,324.0,3.0,2.0,1.0,,,,,,,,,,,,,,
326,PT01M38.00S,2021-04-29T00:32:35.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203469,9.017739816031538,46.88265931372549,1610612766,58,43,2021-04-29T00:33:16Z,3160000,16.0,32.0,1,left,MISS C. Zeller cutting finger roll Layup,[203469],1610612766.0,CHA,cutting finger roll,,,Zeller,C. Zeller,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
327,PT01M36.00S,2021-04-29T00:32:37.7Z,2,REGULAR,rebound,defensive,[],1629057,,,1610612738,58,43,2021-04-29T00:33:07Z,3170000,,,0,,R. Williams III REBOUND (Off:3 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,326.0,5.0,2.0,3.0,,,,,,,,,,,,,,
328,PT01M34.00S,2021-04-29T00:32:42.2Z,2,REGULAR,foul,personal,[],1628997,,,1610612738,58,43,2021-04-29T00:32:48Z,3180000,,,0,,C. Martin personal FOUL (2 PF),"[1628997, 1627759]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,202035.0,2.0,0.0,Brown,1627759.0,,,,,,
330,PT01M22.00S,2021-04-29T00:33:08.6Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,58,43,2021-04-29T00:33:11Z,3200000,,,0,,J. Tatum bad pass TURNOVER (1 TO),"[1628369, 1629023]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,1.0,Washington,1629023.0
331,PT01M22.00S,2021-04-29T00:33:08.6Z,2,REGULAR,steal,,[],1629023,,,1610612766,58,43,2021-04-29T00:33:10Z,3210000,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
332,PT01M06.00S,2021-04-29T00:33:24.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,6.258212877792378,47.372855392156865,1610612766,58,45,2021-04-29T00:33:29Z,3220000,13.0,6.0,1,left,P. Washington driving Layup (10 PTS) (C. Zeller 1 AST),"[1629023, 203469]",1610612766.0,CHA,driving,,,Washington,P. Washington,,,,,1.45,Made,,,,,,,10.0,,,,,,C. Zeller,203469.0,1.0,,,
334,PT00M45.20S,2021-04-29T00:33:46.2Z,2,REGULAR,3pt,Jump Shot,[],1630202,66.17936925098554,43.20618872549019,1610612738,58,45,2021-04-29T00:33:54Z,3240000,-34.0,265.0,1,right,MISS P. Pritchard 26' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,26.76,Missed,,,,,,,,,,,,,,,,,,
335,PT00M43.70S,2021-04-29T00:33:47.7Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,58,45,2021-04-29T00:34:14Z,3250000,,,0,,R. Williams III REBOUND (Off:4 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,334.0,6.0,2.0,4.0,,,,,,,,,,,,,,
336,PT00M40.60S,2021-04-29T00:33:51.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,88.91261498028909,47.61795343137255,1610612738,58,45,2021-04-29T00:33:58Z,3260000,-12.0,52.0,1,right,MISS A. Nesmith Layup - blocked,"[1630174, 1629023]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,5.31,Missed,,,,,Washington,1629023.0,,,,,,,,,,,,
351,PT00M40.60S,2021-04-29T00:33:51.7Z,2,REGULAR,block,,[],1629023,,,1610612738,58,45,2021-04-29T00:36:54Z,3265000,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M38.70S,2021-04-29T00:33:53.6Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612766,58,45,2021-04-29T00:33:53Z,3270000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612766.0,CHA,,,,Graham,D. Graham,,,,,,,336.0,3.0,3.0,0.0,,,,,,,,,,,,,,
338,PT00M36.80S,2021-04-29T00:33:58.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628984,7.178055190538765,53.50030637254902,1610612766,58,45,2021-04-29T00:34:09Z,3280000,-18.0,15.0,1,left,MISS D. Graham running Layup - blocked,"[1628984, 1629057]",1610612766.0,CHA,running,,,Graham,D. Graham,,,,,2.3,Missed,,,,,Williams III,1629057.0,,,,,,,,,,,,
339,PT00M36.80S,2021-04-29T00:33:58.2Z,2,REGULAR,block,,[],1629057,,,1610612766,58,45,2021-04-29T00:34:00Z,3290000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M35.80S,2021-04-29T00:33:59.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,58,45,2021-04-29T00:34:09Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,
341,PT00M35.80S,2021-04-29T00:34:13.1Z,2,REGULAR,substitution,out,[],1630202,,,1610612766,58,45,2021-04-29T00:34:25Z,3310000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
342,PT00M35.80S,2021-04-29T00:34:13.1Z,2,REGULAR,substitution,out,[],1628997,,,1610612766,58,45,2021-04-29T00:34:25Z,3320000,,,0,,SUB out: C. Martin,[1628997],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
343,PT00M35.80S,2021-04-29T00:34:13.1Z,2,REGULAR,substitution,in,[],1629684,,,1610612766,58,45,2021-04-29T00:34:25Z,3330000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M35.80S,2021-04-29T00:34:13.1Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,58,45,2021-04-29T00:34:25Z,3340000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M22.80S,2021-04-29T00:34:44.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203469,9.149145860709593,49.08854166666667,1610612766,58,47,2021-04-29T00:34:50Z,3350000,5.0,34.0,1,left,C. Zeller cutting DUNK (9 PTS) (T. Rozier 1 AST),"[203469, 1626179]",1610612766.0,CHA,cutting,,,Zeller,C. Zeller,,,,,3.38,Made,,,,,,,9.0,,,,,,T. Rozier,1626179.0,1.0,,,
347,PT00M06.40S,2021-04-29T00:35:06.7Z,2,REGULAR,turnover,out-of-bounds,[],1629057,,,1610612738,58,47,2021-04-29T00:35:14Z,3370000,,,0,,R. Williams III bad pass out-of-bounds TURNOVER (2 TO),[1629057],1610612738.0,BOS,bad pass,,,Williams III,R. Williams III,,,,,,,,,,,,,,1155.0,,,,,,,,2.0,,
348,PT00M01.00S,2021-04-29T00:35:26.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,6.1268068331143235,90.01991421568627,1610612766,58,47,2021-04-29T00:35:37Z,3380000,-200.0,5.0,1,left,MISS P. Washington 20' Jump Shot,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,20.02,Missed,,,,,,,,,,,,,,,,,,
349,PT00M00.60S,2021-04-29T00:35:26.9Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612738,58,47,2021-04-29T00:35:37Z,3390000,,,0,,A. Nesmith REBOUND (Off:1 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,348.0,3.0,2.0,1.0,,,,,,,,,,,,,,
350,PT00M00.00S,2021-04-29T00:35:36.1Z,2,REGULAR,period,end,[],0,,,1610612738,58,47,2021-04-29T00:35:36Z,3400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,58,47,2021-04-29T00:50:52Z,3410000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,58,47,2021-04-29T00:50:52Z,3420000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,58,47,2021-04-29T00:50:52Z,3430000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,58,47,2021-04-29T00:50:52Z,3440000,,,0,,SUB out: C. Zeller,[203469],1610612766.0,CHA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,in,['startperiod'],202684,,,1610612738,58,47,2021-04-29T00:50:52Z,3450000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,in,['startperiod'],1629682,,,1610612738,58,47,2021-04-29T00:50:52Z,3460000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612738,58,47,2021-04-29T00:50:52Z,3470000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2021-04-29T00:50:28.2Z,3,REGULAR,substitution,in,['startperiod'],1628998,,,1610612738,58,47,2021-04-29T00:50:52Z,3480000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2021-04-29T00:51:10.1Z,3,REGULAR,period,start,[],0,,,1610612766,58,47,2021-04-29T00:51:10Z,3490000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT11M42.00S,2021-04-29T00:51:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.67214191852825,54.970894607843135,1610612766,58,47,2021-04-29T00:51:38Z,3500000,25.0,26.0,1,right,MISS M. Bridges alley-oop Layup,[1628970],1610612766.0,CHA,alley-oop,,,Bridges,M. Bridges,,,,,3.59,Missed,,,,,,,,,,,,,,,,,,
362,PT11M40.00S,2021-04-29T00:51:29.3Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,58,47,2021-04-29T00:51:38Z,3510000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,361.0,4.0,3.0,1.0,,,,,,,,,,,,,,
363,PT11M36.00S,2021-04-29T00:51:33.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,9.806176084099869,3.010110294117647,1610612738,58,47,2021-04-29T00:51:55Z,3520000,235.0,40.0,1,left,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,
