actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
350,PT08M17.00S,2021-02-24T02:03:26.3Z,3,REGULAR,substitution,in,[],203501,,,1610612742,60,63,2021-02-24T02:03:38Z,3470000,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT08M06.00S,2021-02-24T02:03:48.5Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,60,63,2021-02-24T02:03:53Z,3480000,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 202684]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,1.0,,,,Thompson,202684.0
352,PT08M06.00S,2021-02-24T02:03:48.5Z,3,REGULAR,steal,,[],202684,,,1610612738,60,63,2021-02-24T02:03:50Z,3490000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT08M01.00S,2021-02-24T02:03:53.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628369,93.77463863337714,50.80422794117647,1610612738,60,65,2021-02-24T02:07:59Z,3500000,4.0,6.0,1,right,J. Tatum cutting Layup (17 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,0.72,Made,17.0,,,,,J. Brown,1627759.0,4.0,,,,,,,,,,,
355,PT08M00.00S,2021-02-24T02:03:58.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,60,65,2021-02-24T02:03:58Z,3520000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT07M41.00S,2021-02-24T02:07:44.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627827,10.33180026281209,43.94148284313725,1610612742,60,65,2021-02-24T02:07:51Z,3530000,30.0,45.0,1,left,MISS D. Finney-Smith driving Hook,[1627827],1610612742.0,DAL,driving,,,Finney-Smith,D. Finney-Smith,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,,
357,PT07M39.00S,2021-02-24T02:07:46.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,60,65,2021-02-24T02:07:51Z,3540000,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,356.0,5.0,5.0,0.0,,,,,,,,,,,,,,
358,PT07M30.00S,2021-02-24T02:07:55.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,87.59855453350855,74.08854166666666,1610612738,60,65,2021-02-24T02:08:01Z,3550000,120.0,64.0,1,right,MISS J. Tatum 13' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,13.64,Missed,,,,,,,,,,,,,,,,,,,
359,PT07M26.00S,2021-02-24T02:07:59.3Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612742,60,65,2021-02-24T02:08:01Z,3560000,,,0,,J. Richardson REBOUND (Off:0 Def:2),[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,358.0,2.0,2.0,0.0,,,,,,,,,,,,,,
360,PT07M16.00S,2021-02-24T02:08:09.4Z,3,REGULAR,turnover,bad pass,[],1626196,,,1610612742,60,65,2021-02-24T02:08:13Z,3570000,,,0,,J. Richardson bad pass TURNOVER (1 TO),"[1626196, 1627759]",1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,1.0,,,,Brown,1627759.0
361,PT07M16.00S,2021-02-24T02:08:09.4Z,3,REGULAR,steal,,[],1627759,,,1610612738,60,65,2021-02-24T02:08:11Z,3580000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT07M08.00S,2021-02-24T02:08:17.0Z,3,REGULAR,turnover,bad pass,[],1627759,,,1610612738,60,65,2021-02-24T02:08:22Z,3590000,,,0,,J. Brown bad pass TURNOVER (1 TO),"[1627759, 1627827]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,1.0,,,,Finney-Smith,1627827.0
363,PT07M08.00S,2021-02-24T02:08:17.0Z,3,REGULAR,steal,,[],1627827,,,1610612742,60,65,2021-02-24T02:08:19Z,3600000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT06M54.00S,2021-02-24T02:08:31.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,30.305519053876477,24.57873774509804,1610612742,60,65,2021-02-24T02:08:37Z,3610000,127.0,232.0,1,left,MISS J. Richardson 26' 3PT,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,26.49,Missed,,,,,,,,,,,,,,,,,,,
365,PT06M49.00S,2021-02-24T02:08:36.2Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,60,65,2021-02-24T02:08:37Z,3620000,,,0,,T. Thompson REBOUND (Off:2 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,364.0,8.0,6.0,2.0,,,,,,,,,,,,,,
366,PT06M35.00S,2021-02-24T02:08:49.3Z,3,REGULAR,3pt,Jump Shot,[],1628369,70.25295663600527,22.863051470588236,1610612738,60,65,2021-02-24T02:08:53Z,3630000,-136.0,227.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.46,Missed,,,,,,,,,,,,,,,,,,,
367,PT06M32.00S,2021-02-24T02:08:52.3Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612742,60,65,2021-02-24T02:08:53Z,3640000,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,366.0,3.0,3.0,0.0,,,,,,,,,,,,,,
368,PT06M23.00S,2021-02-24T02:09:05.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612742,60,65,2021-02-24T02:09:11Z,3650000,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 203501]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,1627964.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,
370,PT06M18.00S,2021-02-24T02:09:29.2Z,3,REGULAR,foul,personal,[],1627759,,,1610612742,60,65,2021-02-24T02:09:41Z,3670000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 203501]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,101284.0,3.0,0.0,Hardaway Jr.,203501.0,,,,,,
372,PT06M04.00S,2021-02-24T02:09:56.3Z,3,REGULAR,2pt,Jump Shot,[],1626196,8.492115637319317,26.049325980392158,1610612742,60,65,2021-02-24T02:11:36Z,3690000,120.0,27.0,1,left,MISS J. Richardson 12' pullup Shot,[1626196],1610612742.0,DAL,pullup,,,Richardson,J. Richardson,,,,,12.29,Missed,,,,,,,,,,,,,,,,,,,
373,PT06M04.00S,2021-02-24T02:09:56.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,60,65,2021-02-24T02:10:01Z,3700000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,372.0,,,,,,,,,,,,,,,,,
374,PT06M04.00S,2021-02-24T02:10:01.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612742,60,65,2021-02-24T02:10:11Z,3710000,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,,
375,PT05M41.00S,2021-02-24T02:10:32.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202689,71.04139290407359,22.863051470588236,1610612738,60,65,2021-02-24T02:10:48Z,3720000,-136.0,220.0,1,right,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
376,PT05M38.00S,2021-02-24T02:10:35.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,60,65,2021-02-24T02:10:48Z,3730000,,,0,,T. Thompson REBOUND (Off:3 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,375.0,9.0,6.0,3.0,,,,,,,,,,,,,,
377,PT05M32.00S,2021-02-24T02:11:18.1Z,3,REGULAR,jumpball,recovered,[],1626196,,,1610612738,60,65,2021-02-24T02:11:18Z,3740000,,,0,,Jump Ball D. Finney-Smith vs. T. Thompson: Tip to J. Richardson,"[1626196, 1627827, 202684]",1610612742.0,DAL,heldball,J. Richardson,1626196.0,Richardson,J. Richardson,Finney-Smith,1627827.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,,,,
380,PT05M32.00S,2021-02-24T02:11:18.1Z,3,REGULAR,turnover,lost ball,[],202684,,,1610612738,60,65,2021-02-24T02:11:18Z,3770000,,,0,,T. Thompson lost ball TURNOVER (1 TO),"[202684, 1627827]",1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,1.0,,,,Finney-Smith,1627827.0
381,PT05M32.00S,2021-02-24T02:11:18.1Z,3,REGULAR,steal,,[],1627827,,,1610612742,60,65,2021-02-24T02:11:18Z,3780000,,,0,,D. Finney-Smith STEAL (2 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M17.00S,2021-02-24T02:11:33.1Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203501,9.674770039421814,48.59834558823529,1610612742,60,65,2021-02-24T02:11:37Z,3790000,7.0,38.0,1,left,MISS T. Hardaway Jr. Hook,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,3.9,Missed,,,,,,,,,,,,,,,,,,,
383,PT05M13.00S,2021-02-24T02:11:36.1Z,3,REGULAR,rebound,offensive,[],203501,,,1610612742,60,65,2021-02-24T02:11:36Z,3800000,,,0,,T. Hardaway Jr. REBOUND (Off:1 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,382.0,2.0,1.0,1.0,,,,,,,,,,,,,,
384,PT05M13.00S,2021-02-24T02:11:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203501,5.590000152587891,50.0,1610612742,62,65,2021-02-24T02:11:36Z,3810000,0.0,0.0,1,left,T. Hardaway Jr. tip Layup (8 PTS),[203501],1610612742.0,DAL,tip,,,Hardaway Jr.,T. Hardaway Jr.,,,,,0.0,Made,8.0,,,,,,,,,,,,,,,,,,
385,PT05M00.00S,2021-02-24T02:11:50.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.30026281208936,52.029718137254896,1610612738,62,67,2021-02-24T02:11:54Z,3820000,10.0,1.0,1,right,J. Tatum driving Layup (19 PTS) (T. Thompson 2 AST),"[1628369, 202684]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.02,Made,19.0,,,,,T. Thompson,202684.0,2.0,,,,,,,,,,,
387,PT04M49.00S,2021-02-24T02:12:00.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626161,6.915243101182654,45.41207107843137,1610612742,64,67,2021-02-24T02:12:04Z,3840000,23.0,13.0,1,left,W. Cauley-Stein cutting Layup (4 PTS) (L. Doncic 6 AST),"[1626161, 1629029]",1610612742.0,DAL,cutting,,,Cauley-Stein,W. Cauley-Stein,,,,,2.61,Made,4.0,,,,,L. Doncic,1629029.0,6.0,,,,,,,,,,,
389,PT04M30.00S,2021-02-24T02:12:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202684,89.43823915900131,47.61795343137255,1610612738,64,67,2021-02-24T02:12:39Z,3860000,-12.0,47.0,1,right,MISS T. Thompson driving floating Shot - blocked,"[202684, 1626161]",1610612738.0,BOS,driving floating,,,Thompson,T. Thompson,,,,,4.83,Missed,,,,,,,,,,,,,,,Cauley-Stein,1626161.0,,,
390,PT04M30.00S,2021-02-24T02:12:18.6Z,3,REGULAR,block,,[],1626161,,,1610612738,64,67,2021-02-24T02:12:20Z,3870000,,,0,,W. Cauley-Stein BLOCK (1 BLK),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT04M29.00S,2021-02-24T02:12:19.6Z,3,REGULAR,rebound,offensive,[],202684,,,1610612738,64,67,2021-02-24T02:12:31Z,3880000,,,0,,T. Thompson REBOUND (Off:4 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,389.0,10.0,6.0,4.0,,,,,,,,,,,,,,
392,PT04M29.00S,2021-02-24T02:12:22.5Z,3,REGULAR,foul,personal,['2freethrow'],1626161,,,1610612738,64,67,2021-02-24T02:12:33Z,3890000,,,0,,W. Cauley-Stein shooting personal FOUL (2 PF) (Thompson 2 FT),"[1626161, 202684]",1610612742.0,DAL,shooting,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,101284.0,2.0,0.0,Thompson,202684.0,,,,,,
394,PT04M29.00S,2021-02-24T02:12:54.9Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202684,,,1610612738,64,68,2021-02-24T02:12:54Z,3910000,,,0,,T. Thompson Free Throw 1 of 2 (7 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
395,PT04M29.00S,2021-02-24T02:12:55.5Z,3,REGULAR,substitution,out,[],1626161,,,1610612738,64,68,2021-02-24T02:13:23Z,3920000,,,0,,SUB out: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M29.00S,2021-02-24T02:12:55.5Z,3,REGULAR,substitution,out,[],202689,,,1610612738,64,68,2021-02-24T02:13:23Z,3930000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M29.00S,2021-02-24T02:12:55.5Z,3,REGULAR,substitution,in,[],1626246,,,1610612738,64,68,2021-02-24T02:13:23Z,3940000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M29.00S,2021-02-24T02:12:55.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,64,68,2021-02-24T02:13:23Z,3950000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M29.00S,2021-02-24T02:13:24.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202684,,,1610612738,64,69,2021-02-24T02:13:24Z,3960000,,,0,,T. Thompson Free Throw 2 of 2 (8 PTS),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
400,PT04M19.00S,2021-02-24T02:13:37.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626246,6.521024967148489,50.314031862745104,1610612742,66,69,2021-02-24T02:13:43Z,3970000,-2.0,9.0,1,left,B. Marjanovic DUNK (8 PTS) (L. Doncic 7 AST),"[1626246, 1629029]",1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,0.89,Made,8.0,,,,,L. Doncic,1629029.0,7.0,,,,,,,,,,,
402,PT03M55.00S,2021-02-24T02:14:00.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,84.70762155059133,49.57873774509804,1610612738,66,69,2021-02-24T02:14:12Z,3990000,-2.0,91.0,1,right,MISS J. Tatum 9' step back Shot,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,,
403,PT03M52.00S,2021-02-24T02:14:03.8Z,3,REGULAR,rebound,defensive,[],1626196,,,1610612742,66,69,2021-02-24T02:14:12Z,4000000,,,0,,J. Richardson REBOUND (Off:0 Def:4),[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,402.0,4.0,4.0,0.0,,,,,,,,,,,,,,
404,PT03M41.00S,2021-02-24T02:14:14.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,8.886333771353483,49.82383578431372,1610612742,66,69,2021-02-24T02:14:20Z,4010000,1.0,31.0,1,left,MISS B. Marjanovic turnaround Shot,[1626246],1610612742.0,DAL,turnaround,,,Marjanovic,B. Marjanovic,,,,,3.1,Missed,,,,,,,,,,,,,,,,,,,
405,PT03M39.00S,2021-02-24T02:14:18.0Z,3,REGULAR,rebound,offensive,[],1626246,,,1610612742,66,69,2021-02-24T02:14:18Z,4020000,,,0,,B. Marjanovic REBOUND (Off:3 Def:4),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,404.0,7.0,4.0,3.0,,,,,,,,,,,,,,
406,PT03M39.00S,2021-02-24T02:14:18.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626246,5.590000152587891,50.0,1610612742,68,69,2021-02-24T02:16:19Z,4030000,0.0,0.0,1,left,B. Marjanovic putback Layup (10 PTS),[1626246],1610612742.0,DAL,putback,,,Marjanovic,B. Marjanovic,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,,,,
407,PT03M39.00S,2021-02-24T02:14:22.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,68,69,2021-02-24T02:14:22Z,4040000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT03M39.00S,2021-02-24T02:17:13.0Z,3,REGULAR,substitution,out,[],1626196,,,1610612738,68,69,2021-02-24T02:17:48Z,4050000,,,0,,SUB out: J. Richardson,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT03M39.00S,2021-02-24T02:17:13.0Z,3,REGULAR,substitution,out,[],202684,,,1610612738,68,69,2021-02-24T02:17:48Z,4060000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT03M39.00S,2021-02-24T02:17:13.0Z,3,REGULAR,substitution,in,[],1628973,,,1610612738,68,69,2021-02-24T02:17:48Z,4070000,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT03M39.00S,2021-02-24T02:17:13.0Z,3,REGULAR,substitution,in,[],1628400,,,1610612738,68,69,2021-02-24T02:17:48Z,4080000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT03M27.00S,2021-02-24T02:18:01.5Z,3,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612738,68,69,2021-02-24T02:18:07Z,4090000,,,0,,D. Finney-Smith shooting personal FOUL (1 PF) (Tatum 2 FT),"[1627827, 1628369]",1610612742.0,DAL,shooting,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,2882.0,1.0,0.0,Tatum,1628369.0,,,,,,
414,PT03M27.00S,2021-02-24T02:18:23.9Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,68,70,2021-02-24T02:18:23Z,4110000,,,0,,J. Tatum Free Throw 1 of 2 (20 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
415,PT03M27.00S,2021-02-24T02:18:28.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,68,70,2021-02-24T02:18:42Z,4120000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M27.00S,2021-02-24T02:18:28.5Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,68,70,2021-02-24T02:18:42Z,4130000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M27.00S,2021-02-24T02:18:46.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,68,71,2021-02-24T02:18:46Z,4140000,,,0,,J. Tatum Free Throw 2 of 2 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
418,PT03M08.00S,2021-02-24T02:19:09.7Z,3,REGULAR,3pt,Jump Shot,[],1628973,10.5946123521682,4.235600490196079,1610612742,71,71,2021-02-24T02:19:16Z,4150000,229.0,47.0,1,left,J. Brunson 3PT  (6 PTS) (T. Hardaway Jr. 3 AST),"[1628973, 203501]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.36,Made,6.0,,,,,T. Hardaway Jr.,203501.0,3.0,,,,,,,,,,,
420,PT02M44.00S,2021-02-24T02:19:32.9Z,3,REGULAR,3pt,Jump Shot,[],1628464,73.9323258869908,16.245404411764707,1610612738,71,71,2021-02-24T02:19:37Z,4170000,-169.0,193.0,1,right,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,25.6,Missed,,,,,,,,,,,,,,,,,,,
421,PT02M42.00S,2021-02-24T02:19:34.9Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,71,71,2021-02-24T02:19:37Z,4180000,,,0,,L. Doncic REBOUND (Off:2 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,420.0,6.0,4.0,2.0,,,,,,,,,,,,,,
422,PT02M36.00S,2021-02-24T02:19:41.8Z,3,REGULAR,turnover,bad pass,[],1629029,,,1610612742,71,71,2021-02-24T02:19:45Z,4190000,,,0,,L. Doncic bad pass TURNOVER (2 TO),"[1629029, 1628464]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,2.0,,,,Theis,1628464.0
423,PT02M36.00S,2021-02-24T02:19:41.8Z,3,REGULAR,steal,,[],1628464,,,1610612738,71,71,2021-02-24T02:19:43Z,4200000,,,0,,D. Theis STEAL (1 STL),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M31.00S,2021-02-24T02:19:47.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,87.46714848883047,52.51991421568627,1610612738,71,71,2021-02-24T02:19:55Z,4210000,13.0,65.0,1,right,MISS J. Tatum 6' driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,6.65,Missed,,,,,,,,,,,,,,,,,,,
425,PT02M28.00S,2021-02-24T02:19:50.6Z,3,REGULAR,rebound,defensive,[],1627827,,,1610612742,71,71,2021-02-24T02:19:55Z,4220000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:3),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,,
426,PT02M16.00S,2021-02-24T02:20:03.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,9.937582128777924,42.22579656862745,1610612742,71,71,2021-02-24T02:20:17Z,4230000,39.0,41.0,1,left,MISS T. Hardaway Jr. driving floating Shot - blocked,"[203501, 1630174]",1610612742.0,DAL,driving floating,,,Hardaway Jr.,T. Hardaway Jr.,,,,,5.64,Missed,,,,,,,,,,,,,,,Nesmith,1630174.0,,,
427,PT02M16.00S,2021-02-24T02:20:03.5Z,3,REGULAR,block,,[],1630174,,,1610612742,71,71,2021-02-24T02:20:05Z,4240000,,,0,,A. Nesmith BLOCK (1 BLK),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT02M15.00S,2021-02-24T02:20:04.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,71,71,2021-02-24T02:20:17Z,4250000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,,,,
429,PT02M15.00S,2021-02-24T02:20:07.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,71,71,2021-02-24T02:20:07Z,4260000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT02M06.00S,2021-02-24T02:20:31.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203501,26.231931668856767,44.676776960784316,1610612742,73,71,2021-02-24T02:20:36Z,4270000,27.0,194.0,1,left,T. Hardaway Jr. 19' pullup Jump Shot (10 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,19.59,Made,10.0,,,,,,,,,,,,,,,,,,
431,PT01M38.00S,2021-02-24T02:20:59.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,92.06636005256242,3.7454044117647056,1610612738,73,71,2021-02-24T02:21:04Z,4280000,-231.0,22.0,1,right,MISS J. Tatum step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,,
432,PT01M35.00S,2021-02-24T02:21:02.5Z,3,REGULAR,rebound,defensive,[],1629029,,,1610612742,73,71,2021-02-24T02:21:04Z,4290000,,,0,,L. Doncic REBOUND (Off:2 Def:5),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,431.0,7.0,5.0,2.0,,,,,,,,,,,,,,
433,PT01M31.00S,2021-02-24T02:21:07.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203501,5.732588699080158,47.61795343137255,1610612742,75,71,2021-02-24T02:21:13Z,4300000,12.0,1.0,1,left,T. Hardaway Jr. running DUNK (12 PTS) (D. Finney-Smith 1 AST),"[203501, 1627827]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,1.2,Made,12.0,,,,,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,
435,PT01M15.00S,2021-02-24T02:21:23.0Z,3,REGULAR,3pt,Jump Shot,[],1628400,72.22404730617609,79.23560049019608,1610612738,75,74,2021-02-24T02:21:28Z,4320000,146.0,209.0,1,right,S. Ojeleye 25' 3PT  (8 PTS) (J. Tatum 2 AST),"[1628400, 1628369]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,25.47,Made,8.0,,,,,J. Tatum,1628369.0,2.0,,,,,,,,,,,
