actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
636,PT02M12.00S,2020-12-16T02:38:46.9Z,4,REGULAR,3pt,Jump Shot,[],1626147,91.37647831800263,3.1173406862745026,1610612755,104,97,2020-12-16T02:38:52Z,6310000,-234.0,29.0,1,right,MISS J. Anderson 3PT,[1626147],1610612755.0,PHI,,,,Anderson,J. Anderson,,,,,,,,23.61,Missed,,,,,,,,,,,,,,,
637,PT02M08.00S,2020-12-16T02:38:50.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,104,97,2020-12-16T02:38:52Z,6320000,,,0,,G. Williams REBOUND (Off:3 Def:3),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,636.0,6.0,3.0,3.0,,,,,,,,,,,
638,PT02M00.00S,2020-12-16T02:38:58.2Z,4,REGULAR,3pt,Jump Shot,[],1629035,33.163600525624176,50.17616421568628,1610612738,104,97,2020-12-16T02:39:04Z,6330000,-1.0,259.0,1,left,MISS C. Edwards 25' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,25.92,Missed,,,,,,,,,,,,,,,
639,PT01M57.00S,2020-12-16T02:39:01.4Z,4,REGULAR,rebound,offensive,[],1630174,,,1610612738,104,97,2020-12-16T02:39:01Z,6340000,,,0,,A. Nesmith REBOUND (Off:2 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,638.0,4.0,2.0,2.0,,,,,,,,,,,
640,PT01M55.00S,2020-12-16T02:39:03.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630174,8.853482260183966,47.48008578431373,1610612738,104,97,2020-12-16T02:39:10Z,6350000,13.0,31.0,1,left,MISS A. Nesmith putback Layup,[1630174],1610612738.0,BOS,putback,,,Nesmith,A. Nesmith,,,,,,,,3.32,Missed,,,,,,,,,,,,,,,
641,PT01M53.00S,2020-12-16T02:39:05.8Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612755,104,97,2020-12-16T02:39:10Z,6360000,,,0,,V. Poirier REBOUND (Off:2 Def:1),[1629738],1610612755.0,PHI,,,,Poirier,V. Poirier,,,,,,,,,,640.0,3.0,1.0,2.0,,,,,,,,,,,
642,PT01M47.00S,2020-12-16T02:39:14.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612755,104,97,2020-12-16T02:39:32Z,6370000,,,0,,A. Nesmith personal FOUL (2 PF) (Poirier 2 FT),"[1630174, 1629738]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Poirier,1629738.0,,
644,PT01M47.00S,2020-12-16T02:39:40.6Z,4,REGULAR,freethrow,1 of 2,[],1629738,,,1610612755,105,97,2020-12-16T02:39:40Z,6390000,,,0,,V. Poirier Free Throw 1 of 2 (1 PTS),[1629738],1610612755.0,PHI,,,,Poirier,V. Poirier,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
645,PT01M47.00S,2020-12-16T02:39:54.0Z,4,REGULAR,freethrow,2 of 2,[],1629738,,,1610612755,106,97,2020-12-16T02:39:54Z,6400000,,,0,,V. Poirier Free Throw 2 of 2 (2 PTS),[1629738],1610612755.0,PHI,,,,Poirier,V. Poirier,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
646,PT01M24.00S,2020-12-16T02:40:19.4Z,4,REGULAR,3pt,Jump Shot,[],1630174,11.350197109067011,96.25459558823529,1610612738,106,97,2020-12-16T02:40:25Z,6410000,-231.0,54.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,23.76,Missed,,,,,,,,,,,,,,,
647,PT01M22.00S,2020-12-16T02:40:21.4Z,4,REGULAR,rebound,defensive,[],1630198,,,1610612755,106,97,2020-12-16T02:40:25Z,6420000,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,,646.0,1.0,1.0,0.0,,,,,,,,,,,
648,PT01M22.00S,2020-12-16T02:40:25.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612755,106,97,2020-12-16T02:40:34Z,6430000,,,0,,G. Williams personal FOUL (5 PF) (Joe 2 FT),"[1629684, 1630198]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,201639.0,5.0,0.0,Joe,1630198.0,,
650,PT01M22.00S,2020-12-16T02:40:56.1Z,4,REGULAR,freethrow,1 of 2,[],1630198,,,1610612755,107,97,2020-12-16T02:40:56Z,6450000,,,0,,I. Joe Free Throw 1 of 2 (1 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,Made,,,,,1.0,,,,,,,,,,
651,PT01M22.00S,2020-12-16T02:40:57.9Z,4,REGULAR,substitution,out,[],1629684,,,1610612755,107,97,2020-12-16T02:41:00Z,6460000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M22.00S,2020-12-16T02:40:57.9Z,4,REGULAR,substitution,in,[],1629605,,,1610612755,107,97,2020-12-16T02:41:00Z,6470000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
653,PT01M22.00S,2020-12-16T02:41:13.9Z,4,REGULAR,freethrow,2 of 2,[],1630198,,,1610612755,108,97,2020-12-16T02:41:13Z,6480000,,,0,,I. Joe Free Throw 2 of 2 (2 PTS),[1630198],1610612755.0,PHI,,,,Joe,I. Joe,,,,,,,,,Made,,,,,2.0,,,,,,,,,,
655,PT01M04.00S,2020-12-16T02:41:40.6Z,4,REGULAR,foul,offensive,['inpenalty'],1629682,,,1610612738,108,97,2020-12-16T02:41:49Z,6500000,,,0,,T. Waters offensive FOUL (1 PF),"[1629682, 1630198]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Joe,1630198.0,,
657,PT01M04.00S,2020-12-16T02:41:40.6Z,4,REGULAR,turnover,offensive foul,[],1629682,,,1610612738,108,97,2020-12-16T02:41:40Z,6520000,,,0,,T. Waters offensive foul TURNOVER (1 TO),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,1.0,,,,,,,,,,,,,201639.0,,,,,,
658,PT00M53.70S,2020-12-16T02:42:01.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630178,86.64586070959264,57.77420343137255,1610612755,108,97,2020-12-16T02:42:06Z,6530000,39.0,73.0,1,right,MISS T. Maxey 8' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,,,,8.27,Missed,,,,,,,,,,,,,,,
659,PT00M51.90S,2020-12-16T02:42:03.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,108,97,2020-12-16T02:42:06Z,6540000,,,0,,P. Pritchard REBOUND (Off:0 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,658.0,4.0,4.0,0.0,,,,,,,,,,,
660,PT00M47.40S,2020-12-16T02:42:08.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,8.065045992115643,53.11734068627451,1610612738,108,99,2020-12-16T02:42:18Z,6550000,-16.0,23.0,1,left,P. Pritchard running Layup (16 PTS) (C. Edwards 1 AST),"[1630202, 1629035]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,,,,2.8,Made,,,,,16.0,C. Edwards,1629035.0,1.0,,,,,,,
662,PT00M34.00S,2020-12-16T02:42:25.4Z,4,REGULAR,3pt,Jump Shot,[],1629751,69.30026281208936,28.852634803921575,1610612755,108,99,2020-12-16T02:42:31Z,6570000,-106.0,236.0,1,right,MISS D. Mathias 25' 3PT,[1629751],1610612755.0,PHI,,,,Mathias,D. Mathias,,,,,,,,25.87,Missed,,,,,,,,,,,,,,,
663,PT00M30.20S,2020-12-16T02:42:29.2Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,108,99,2020-12-16T02:42:31Z,6580000,,,0,,A. Nesmith REBOUND (Off:2 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,662.0,5.0,3.0,2.0,,,,,,,,,,,
664,PT00M16.90S,2020-12-16T02:42:42.3Z,4,REGULAR,3pt,Jump Shot,[],1629035,8.065045992115643,95.02910539215686,1610612738,108,99,2020-12-16T02:42:50Z,6590000,-225.0,23.0,1,left,MISS C. Edwards 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,22.63,Missed,,,,,,,,,,,,,,,
665,PT00M12.50S,2020-12-16T02:42:46.8Z,4,REGULAR,rebound,defensive,[],1629738,,,1610612755,108,99,2020-12-16T02:42:46Z,6600000,,,0,,V. Poirier REBOUND (Off:2 Def:2),[1629738],1610612755.0,PHI,,,,Poirier,V. Poirier,,,,,,,,,,664.0,4.0,2.0,2.0,,,,,,,,,,,
666,PT00M00.00S,2020-12-16T02:43:02.8Z,4,REGULAR,period,end,[],0,,,1610612755,108,99,2020-12-16T02:43:02Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M00.00S,2020-12-16T02:43:07.1Z,4,REGULAR,game,end,[],0,,,0,108,99,2020-12-16T02:43:07Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
