actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
351,PT06M48.00S,2021-03-17T01:05:38.3Z,3,REGULAR,block,,[],201144,,,1610612738,63,66,2021-03-17T01:05:43Z,3490000,,,0,,M. Conley BLOCK (1 BLK),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT06M47.00S,2021-03-17T01:05:39.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,63,66,2021-03-17T01:06:22Z,3500000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,,
353,PT06M47.00S,2021-03-17T01:05:50.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,63,66,2021-03-17T01:05:50Z,3510000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,out,[],1628464,,,1610612762,63,66,2021-03-17T01:08:44Z,3520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,out,[],201144,,,1610612762,63,66,2021-03-17T01:08:44Z,3530000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,out,[],203497,,,1610612762,63,66,2021-03-17T01:08:44Z,3540000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,in,[],1629057,,,1610612762,63,66,2021-03-17T01:08:44Z,3550000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,in,[],203903,,,1610612762,63,66,2021-03-17T01:08:44Z,3560000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT06M47.00S,2021-03-17T01:08:02.3Z,3,REGULAR,substitution,in,[],202324,,,1610612762,63,66,2021-03-17T01:08:44Z,3570000,,,0,,SUB in: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT06M25.00S,2021-03-17T01:09:30.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,9.806176084099869,50.06893382352941,1610612762,63,66,2021-03-17T01:09:38Z,3580000,0.0,40.0,1,left,MISS B. Bogdanovic fadeaway Shot,[202711],1610612762.0,UTA,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,3.97,Missed,,,,,,,,,,,,,,,,,,,
361,PT06M21.00S,2021-03-17T01:09:34.8Z,3,REGULAR,rebound,defensive,[],201952,,,1610612738,63,66,2021-03-17T01:09:38Z,3590000,,,0,,J. Teague REBOUND (Off:0 Def:2),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,360.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
362,PT06M12.00S,2021-03-17T01:09:42.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,88.51839684625493,48.10814950980392,1610612738,63,66,2021-03-17T01:10:47Z,3600000,-9.0,55.0,1,right,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,5.62,Missed,,,,,,,,,,,,,,,,,,,
363,PT06M11.00S,2021-03-17T01:09:43.7Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,63,66,2021-03-17T01:10:47Z,3610000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,362.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
364,PT06M09.00S,2021-03-17T01:09:46.1Z,3,REGULAR,turnover,lost ball,[],1629057,,,1610612738,63,66,2021-03-17T01:10:20Z,3620000,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 202324]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,1.0,Favors,202324.0,,,,,,,,
365,PT06M09.00S,2021-03-17T01:09:46.1Z,3,REGULAR,steal,,[],202324,,,1610612762,63,66,2021-03-17T01:10:27Z,3630000,,,0,,D. Favors STEAL (2 STL),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT06M06.00S,2021-03-17T01:09:52.9Z,3,REGULAR,foul,personal,[],201952,,,1610612762,63,66,2021-03-17T01:09:56Z,3640000,,,0,,J. Teague personal FOUL (1 PF),"[201952, 1628378]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Mitchell,1628378.0,
368,PT06M06.00S,2021-03-17T01:10:02.9Z,3,REGULAR,substitution,out,[],202689,,,1610612762,63,66,2021-03-17T01:10:11Z,3660000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M06.00S,2021-03-17T01:10:02.9Z,3,REGULAR,substitution,in,[],203935,,,1610612762,63,66,2021-03-17T01:10:11Z,3670000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT05M59.00S,2021-03-17T01:10:28.9Z,3,REGULAR,foul,personal,[],203935,,,1610612762,63,66,2021-03-17T01:10:44Z,3680000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 204060]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Ingles,204060.0,
372,PT05M50.00S,2021-03-17T01:10:58.8Z,3,REGULAR,foul,offensive,[],202324,,,1610612762,63,66,2021-03-17T01:14:40Z,3700000,,,0,,D. Favors charge offensive FOUL (1 PF),"[202324, 203935]",1610612762.0,UTA,charge,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,1155.0,,,1.0,0.0,Smart,203935.0,
374,PT05M50.00S,2021-03-17T01:10:58.8Z,3,REGULAR,turnover,offensive foul,[],202324,,,1610612762,63,66,2021-03-17T01:10:58Z,3720000,,,0,,D. Favors offensive foul TURNOVER (1 TO),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,1.0,,,1155.0,,,,,,,
375,PT05M37.00S,2021-03-17T01:11:26.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203935,93.11760840998686,57.421875,1610612738,63,66,2021-03-17T01:11:33Z,3730000,37.0,12.0,1,right,MISS M. Smart driving Layup,[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,,
376,PT05M35.00S,2021-03-17T01:11:28.2Z,3,REGULAR,rebound,defensive,[],202324,,,1610612762,63,66,2021-03-17T01:11:33Z,3740000,,,0,,D. Favors REBOUND (Off:3 Def:1),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,375.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
377,PT05M26.00S,2021-03-17T01:11:37.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203903,12.697109067017081,39.77481617647059,1610612762,63,66,2021-03-17T01:11:43Z,3750000,51.0,67.0,1,left,MISS J. Clarkson 8' driving Layup,[203903],1610612762.0,UTA,driving,,,Clarkson,J. Clarkson,,,,,8.42,Missed,,,,,,,,,,,,,,,,,,,
378,PT05M22.00S,2021-03-17T01:11:41.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,63,66,2021-03-17T01:11:43Z,3760000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,377.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
379,PT05M15.00S,2021-03-17T01:11:48.1Z,3,REGULAR,2pt,Jump Shot,[],1629057,75.50919842312747,55.4610906862745,1610612738,63,66,2021-03-17T01:11:55Z,3770000,27.0,178.0,1,right,MISS R. Williams III 17' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,17.98,Missed,,,,,,,,,,,,,,,,,,,
380,PT05M12.00S,2021-03-17T01:11:51.1Z,3,REGULAR,rebound,defensive,[],202711,,,1610612762,63,66,2021-03-17T01:11:55Z,3780000,,,0,,B. Bogdanovic REBOUND (Off:1 Def:2),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,379.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
381,PT05M00.00S,2021-03-17T01:12:03.5Z,3,REGULAR,3pt,Jump Shot,[],204060,22.026938239159,88.54932598039215,1610612762,63,66,2021-03-17T01:12:08Z,3790000,-193.0,155.0,1,left,MISS J. Ingles 24' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,24.71,Missed,,,,,,,,,,,,,,,,,,,
382,PT04M57.00S,2021-03-17T01:12:06.5Z,3,REGULAR,rebound,defensive,[],201952,,,1610612738,63,66,2021-03-17T01:12:08Z,3800000,,,0,,J. Teague REBOUND (Off:0 Def:3),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,381.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
383,PT04M53.00S,2021-03-17T01:12:10.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203935,74.85216819973719,8.402267156862745,1610612738,63,66,2021-03-17T01:12:18Z,3810000,-208.0,184.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,,
384,PT04M51.00S,2021-03-17T01:12:13.8Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,63,66,2021-03-17T01:12:13Z,3820000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,383.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
385,PT04M51.00S,2021-03-17T01:12:15.9Z,3,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,63,66,2021-03-17T01:12:24Z,3830000,,,0,,J. Brown step out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,step,,,Brown,J. Brown,,,,,,,,,,,,,,,3.0,,,1155.0,,,,,,,
386,PT04M38.00S,2021-03-17T01:12:42.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628378,22.601839684625492,32.104013480392155,1610612762,63,68,2021-03-17T01:12:50Z,3840000,89.0,160.0,1,left,D. Mitchell 18' step back Jump Shot (13 PTS),[1628378],1610612762.0,UTA,step back,,,Mitchell,D. Mitchell,,,,,18.33,Made,,,,,13.0,,,,,,,,,,,,,,
387,PT04M17.00S,2021-03-17T01:13:03.0Z,3,REGULAR,2pt,Jump Shot,[],1628369,90.62089356110381,87.07873774509804,1610612738,63,68,2021-03-17T01:13:09Z,3850000,185.0,36.0,1,right,MISS J. Tatum 18' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,18.88,Missed,,,,,,,,,,,,,,,,,,,
388,PT04M14.00S,2021-03-17T01:13:06.0Z,3,REGULAR,rebound,defensive,[],204060,,,1610612762,63,68,2021-03-17T01:13:09Z,3860000,,,0,,J. Ingles REBOUND (Off:0 Def:4),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,387.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
389,PT04M04.00S,2021-03-17T01:13:15.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,8.623521681997373,40.01991421568628,1610612762,63,70,2021-03-17T01:13:21Z,3870000,50.0,29.0,1,left,B. Bogdanovic turnaround bank Jump Shot (5 PTS),[202711],1610612762.0,UTA,turnaround bank,,,Bogdanovic,B. Bogdanovic,,,,,5.75,Made,,,,,5.0,,,,,,,,,,,,,,
390,PT03M43.00S,2021-03-17T01:13:37.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.80354796320631,49.333639705882355,1610612738,65,70,2021-03-17T01:17:59Z,3880000,-3.0,25.0,1,right,R. Williams III cutting DUNK (8 PTS) (J. Teague 2 AST),"[1629057, 201952]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,2.47,Made,,,,,8.0,J. Teague,201952.0,2.0,,,,,,,,,,,
392,PT03M26.00S,2021-03-17T01:13:54.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,9.149145860709593,44.921875,1610612762,65,70,2021-03-17T01:14:09Z,3900000,25.0,34.0,1,left,MISS D. Mitchell driving finger roll Layup,[1628378],1610612762.0,UTA,driving finger roll,,,Mitchell,D. Mitchell,,,,,4.2,Missed,,,,,,,,,,,,,,,,,,,
393,PT03M24.00S,2021-03-17T01:13:56.7Z,3,REGULAR,rebound,offensive,[],202324,,,1610612762,65,70,2021-03-17T01:14:09Z,3910000,,,0,,D. Favors REBOUND (Off:4 Def:1),[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,392.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
394,PT03M23.00S,2021-03-17T01:14:00.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202324,5.590000152587891,50.0,1610612762,65,72,2021-03-17T01:14:19Z,3920000,0.0,0.0,1,left,D. Favors putback Layup (6 PTS),[202324],1610612762.0,UTA,putback,,,Favors,D. Favors,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
395,PT03M01.00S,2021-03-17T01:14:18.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,77.21747700394218,89.03952205882352,1610612738,68,72,2021-03-17T01:14:24Z,3930000,195.0,162.0,1,right,J. Tatum 25' 3PT  (17 PTS) (J. Brown 4 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.35,Made,,,,,17.0,J. Brown,1627759.0,4.0,,,,,,,,,,,
397,PT02M35.00S,2021-03-17T01:14:45.5Z,3,REGULAR,foul,personal,['3freethrow'],1627759,,,1610612762,68,72,2021-03-17T01:15:31Z,3950000,,,0,,J. Brown shooting personal FOUL (1 PF) (Clarkson 3 FT),"[1627759, 203903]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Clarkson,203903.0,
399,PT02M35.00S,2021-03-17T01:15:12.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,68,72,2021-03-17T01:22:42Z,3970000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT02M35.00S,2021-03-17T01:16:35.6Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612762,68,72,2021-03-17T01:19:49Z,3990000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,,,,,,,,202027.0,,,,,,,On player J. Brown
402,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,out,[],1627759,,,1610612762,68,72,2021-03-17T01:18:45Z,4000000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,out,[],202324,,,1610612762,68,72,2021-03-17T01:18:45Z,4010000,,,0,,SUB out: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,out,[],202711,,,1610612762,68,72,2021-03-17T01:18:45Z,4020000,,,0,,SUB out: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,out,[],1628378,,,1610612762,68,72,2021-03-17T01:18:45Z,4030000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,in,[],202689,,,1610612762,68,72,2021-03-17T01:18:45Z,4040000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,in,[],1627777,,,1610612762,68,72,2021-03-17T01:18:45Z,4050000,,,0,,SUB in: G. Niang,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,in,[],203497,,,1610612762,68,72,2021-03-17T01:18:45Z,4060000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M35.00S,2021-03-17T01:18:24.6Z,3,REGULAR,substitution,in,[],201144,,,1610612762,68,72,2021-03-17T01:18:45Z,4070000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M35.00S,2021-03-17T01:18:50.9Z,3,REGULAR,freethrow,1 of 3,[],203903,,,1610612762,68,73,2021-03-17T01:18:50Z,4080000,,,0,,J. Clarkson Free Throw 1 of 3 (15 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
411,PT02M35.00S,2021-03-17T01:19:09.3Z,3,REGULAR,freethrow,2 of 3,[],203903,,,1610612762,68,74,2021-03-17T01:19:09Z,4090000,,,0,,J. Clarkson Free Throw 2 of 3 (16 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
412,PT02M35.00S,2021-03-17T01:19:24.5Z,3,REGULAR,freethrow,3 of 3,[],203903,,,1610612762,68,75,2021-03-17T01:19:24Z,4100000,,,0,,J. Clarkson Free Throw 3 of 3 (17 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
413,PT02M22.00S,2021-03-17T01:19:40.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,87.33574244415243,31.93167892156863,1610612738,70,75,2021-03-17T01:19:57Z,4110000,-90.0,67.0,1,right,J. Tatum 11' fadeaway Jump Shot (19 PTS),[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,11.21,Made,,,,,19.0,,,,,,,,,,,,,,
414,PT02M04.00S,2021-03-17T01:19:58.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203497,4.944152431011826,59.3826593137255,1610612762,70,75,2021-03-17T01:20:04Z,4120000,-47.0,-6.0,1,left,MISS R. Gobert driving finger roll Layup,[203497],1610612762.0,UTA,driving finger roll,,,Gobert,R. Gobert,,,,,4.73,Missed,,,,,,,,,,,,,,,,,,,
415,PT02M02.00S,2021-03-17T01:20:00.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,70,75,2021-03-17T01:20:04Z,4130000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,414.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
416,PT01M58.00S,2021-03-17T01:20:04.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629057,91.67214191852825,48.10814950980392,1610612738,72,75,2021-03-17T01:20:11Z,4140000,-9.0,26.0,1,right,R. Williams III running alley-oop DUNK (10 PTS) (J. Tatum 3 AST),"[1629057, 1628369]",1610612738.0,BOS,running alley-oop,,,Williams III,R. Williams III,,,,,2.75,Made,,,,,10.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,
418,PT01M46.00S,2021-03-17T01:20:23.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,72,75,2021-03-17T01:20:23Z,4160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT01M46.00S,2021-03-17T01:20:25.6Z,3,REGULAR,substitution,out,[],201952,,,1610612762,72,75,2021-03-17T01:20:32Z,4170000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT01M46.00S,2021-03-17T01:20:25.6Z,3,REGULAR,substitution,in,[],1629684,,,1610612762,72,75,2021-03-17T01:20:32Z,4180000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT01M43.00S,2021-03-17T01:20:40.9Z,3,REGULAR,foul,offensive,[],203497,,,1610612762,72,75,2021-03-17T01:20:53Z,4190000,,,0,,R. Gobert offensive FOUL (1 PF),"[203497, 203935]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,202027.0,,,1.0,0.0,Smart,203935.0,
423,PT01M43.00S,2021-03-17T01:20:40.9Z,3,REGULAR,turnover,offensive foul,[],203497,,,1610612762,72,75,2021-03-17T01:20:40Z,4210000,,,0,,R. Gobert offensive foul TURNOVER (3 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,3.0,,,202027.0,,,,,,,
424,PT01M29.00S,2021-03-17T01:21:12.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,70.64717477003943,18.206188725490197,1610612738,75,75,2021-03-17T01:21:19Z,4220000,-159.0,223.0,1,right,J. Tatum 27' 3PT  (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.42,Made,,,,,22.0,,,,,,,,,,,,,,
425,PT01M29.00S,2021-03-17T01:21:17.6Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",204060,,,1610612738,75,75,2021-03-17T01:21:34Z,4230000,,,0,,J. Ingles shooting personal FOUL (2 PF) (Tatum 1 FT),"[204060, 1628369]",1610612762.0,UTA,shooting,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,202027.0,,,2.0,0.0,Tatum,1628369.0,
427,PT01M29.00S,2021-03-17T01:21:55.4Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,76,75,2021-03-17T01:21:55Z,4250000,,,0,,J. Tatum Free Throw 1 of 1 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
429,PT01M17.00S,2021-03-17T01:22:09.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,15.982260183968464,40.75520833333333,1610612762,76,77,2021-03-17T01:22:15Z,4260000,46.0,98.0,1,left,M. Conley 10' floating Jump Shot (9 PTS),[201144],1610612762.0,UTA,floating,,,Conley,M. Conley,,,,,10.81,Made,,,,,9.0,,,,,,,,,,,,,,
430,PT01M04.00S,2021-03-17T01:22:28.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,76,77,2021-03-17T01:22:28Z,4270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT00M57.30S,2021-03-17T01:22:47.6Z,3,REGULAR,3pt,Jump Shot,[],202689,64.60249671484888,55.21599264705882,1610612738,76,77,2021-03-17T01:22:54Z,4280000,26.0,280.0,1,right,MISS K. Walker 28' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.14,Missed,,,,,,,,,,,,,,,,,,,
432,PT00M54.50S,2021-03-17T01:22:50.4Z,3,REGULAR,rebound,offensive,[],1629684,,,1610612738,76,77,2021-03-17T01:22:54Z,4290000,,,0,,G. Williams REBOUND (Off:2 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,431.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
433,PT00M52.60S,2021-03-17T01:22:52.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,74.19513797634691,88.79442401960785,1610612738,79,77,2021-03-17T01:22:57Z,4300000,194.0,190.0,1,right,M. Smart 27' 3PT  (5 PTS) (G. Williams 1 AST),"[203935, 1629684]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.16,Made,,,,,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,,
435,PT00M43.40S,2021-03-17T01:23:04.4Z,3,REGULAR,3pt,Jump Shot,[],204060,32.14520367936925,45.90226715686275,1610612762,79,77,2021-03-17T01:23:11Z,4320000,20.0,250.0,1,left,MISS J. Ingles 25' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,25.05,Missed,,,,,,,,,,,,,,,,,,,
436,PT00M40.10S,2021-03-17T01:23:07.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,79,77,2021-03-17T01:23:11Z,4330000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,435.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
437,PT00M30.70S,2021-03-17T01:23:17.1Z,3,REGULAR,2pt,Jump Shot,[],1628369,87.77923784494087,77.29779411764706,1610612738,79,77,2021-03-17T01:23:26Z,4340000,136.0,62.0,1,right,MISS J. Tatum 15' turnaround fadeaway Shot,[1628369],1610612738.0,BOS,turnaround fadeaway,,,Tatum,J. Tatum,,,,,15.01,Missed,,,,,,,,,,,,,,,,,,,
438,PT00M27.30S,2021-03-17T01:23:20.5Z,3,REGULAR,rebound,defensive,[],203497,,,1610612762,79,77,2021-03-17T01:23:26Z,4350000,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,437.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
439,PT00M05.40S,2021-03-17T01:23:42.6Z,3,REGULAR,3pt,Jump Shot,[],203903,23.603810775295663,11.588541666666668,1610612762,79,77,2021-03-17T01:23:51Z,4360000,192.0,169.0,1,left,MISS J. Clarkson 25' fadeaway 3PT,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
