actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
355,PT10M54.00S,2021-04-24T00:58:53.3Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,65,54,2021-04-24T00:58:57Z,3520000,,,0,,A. Nesmith REBOUND (Off:1 Def:5),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,354.0,6.0,5.0,1.0,,,,,,,,
356,PT10M44.00S,2021-04-24T00:59:03.4Z,3,REGULAR,3pt,Jump Shot,[],203935,32.933639947437584,49.333639705882355,1610612738,65,54,2021-04-24T00:59:08Z,3530000,3.0,257.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,25.71,Missed,,,,,,,,,,,,,,,,
357,PT10M40.00S,2021-04-24T00:59:07.4Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,65,54,2021-04-24T00:59:08Z,3540000,,,0,,K. Irving REBOUND (Off:0 Def:3),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,356.0,3.0,3.0,0.0,,,,,,,,
358,PT10M30.00S,2021-04-24T00:59:18.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203925,92.19776609724047,51.049325980392155,1610612751,65,54,2021-04-24T00:59:22Z,3550000,5.0,21.0,1,right,MISS J. Harris driving Layup,[203925],1610612751.0,BKN,driving,,,Harris,J. Harris,,,,,,,,2.14,Missed,,,,,,,,,,,,,,,,
359,PT10M27.00S,2021-04-24T00:59:21.4Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,65,54,2021-04-24T00:59:22Z,3560000,,,0,,M. Smart REBOUND (Off:1 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,358.0,5.0,4.0,1.0,,,,,,,,
361,PT10M19.00S,2021-04-24T00:59:36.5Z,3,REGULAR,foul,personal,[],202681,,,1610612738,65,54,2021-04-24T00:59:45Z,3580000,,,0,,K. Irving personal FOUL (1 PF),"[202681, 202684]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Thompson,202684.0,
363,PT10M14.00S,2021-04-24T00:59:58.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,18.347568988173457,45.90226715686275,1610612738,65,56,2021-04-24T01:00:10Z,3600000,20.0,120.0,1,left,M. Smart 12' pullup Jump Shot (7 PTS),[203935],1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,12.17,Made,7.0,,,,,,,,,,,,,,,
364,PT10M00.00S,2021-04-24T01:00:12.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202681,94.95729303547962,48.84344362745098,1610612751,67,56,2021-04-24T01:00:16Z,3610000,-6.0,-5.0,1,right,K. Irving driving Layup (11 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,,,,0.77,Made,11.0,,,,,,,,,,,,,,,
365,PT09M46.00S,2021-04-24T01:00:26.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203935,8.229303547963205,44.921875,1610612738,67,58,2021-04-24T01:00:31Z,3620000,25.0,25.0,1,left,M. Smart driving Layup (9 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,,,,3.56,Made,9.0,,,,,,,,,,,,,,,
366,PT09M21.00S,2021-04-24T01:01:24.3Z,3,REGULAR,jumpball,recovered,[],1630174,,,1610612751,67,58,2021-04-24T01:01:24Z,3630000,,,0,,Jump Ball T. Thompson vs. D. Jordan: Tip to A. Nesmith,"[1630174, 202684, 201599]",1610612738.0,BOS,heldball,A. Nesmith,1630174.0,Nesmith,A. Nesmith,Thompson,202684.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,,
369,PT09M21.00S,2021-04-24T01:01:24.3Z,3,REGULAR,turnover,bad pass,[],202681,,,1610612751,67,58,2021-04-24T01:04:14Z,3660000,,,0,,K. Irving bad pass TURNOVER (3 TO),"[202681, 202684]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,3.0,Thompson,202684.0,,,,,,,,,,,,,,,,,,
370,PT09M21.00S,2021-04-24T01:01:24.3Z,3,REGULAR,steal,,[],202684,,,1610612738,67,58,2021-04-24T01:01:24Z,3670000,,,0,,T. Thompson STEAL (1 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M03.00S,2021-04-24T01:01:42.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,10.068988173455978,50.80422794117647,1610612738,67,60,2021-04-24T01:06:24Z,3680000,-4.0,42.0,1,left,M. Smart driving floating Jump Shot (11 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,4.23,Made,11.0,,,,,,,,,,,,,,,
372,PT08M49.00S,2021-04-24T01:01:59.0Z,3,REGULAR,foul,offensive,[],201599,,,1610612751,67,60,2021-04-24T01:02:05Z,3690000,,,0,,D. Jordan offensive FOUL (1 PF),"[201599, 203935]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,201638.0,1.0,1.0,Smart,203935.0,
374,PT08M49.00S,2021-04-24T01:01:59.0Z,3,REGULAR,turnover,offensive foul,[],201599,,,1610612751,67,60,2021-04-24T01:01:59Z,3710000,,,0,,D. Jordan offensive foul TURNOVER (2 TO),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,2.0,,,,,,,,,,,,,,,201638.0,,,,,
375,PT08M32.00S,2021-04-24T01:02:26.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630174,6.1268068331143235,46.63756127450981,1610612738,67,60,2021-04-24T01:02:32Z,3720000,17.0,5.0,1,left,MISS A. Nesmith cutting DUNK,[1630174],1610612738.0,BOS,cutting,,,Nesmith,A. Nesmith,,,,,,,,1.76,Missed,,,,,,,,,,,,,,,,
376,PT08M31.00S,2021-04-24T01:02:27.9Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612738,67,60,2021-04-24T01:02:32Z,3730000,,,0,,S. Ojeleye REBOUND (Off:1 Def:0),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,375.0,1.0,0.0,1.0,,,,,,,,
377,PT08M29.00S,2021-04-24T01:02:29.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628400,21.23850197109067,89.77481617647058,1610612738,67,60,2021-04-24T01:02:35Z,3740000,-199.0,147.0,1,left,MISS S. Ojeleye 24' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,24.74,Missed,,,,,,,,,,,,,,,,
378,PT08M27.00S,2021-04-24T01:02:31.9Z,3,REGULAR,rebound,offensive,[],1630174,,,1610612738,67,60,2021-04-24T01:04:46Z,3750000,,,0,,A. Nesmith REBOUND (Off:2 Def:5),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,377.0,7.0,5.0,2.0,,,,,,,,
379,PT08M19.00S,2021-04-24T01:02:40.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628369,30.831143232588698,30.46109068627451,1610612738,67,60,2021-04-24T01:02:45Z,3760000,98.0,237.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,25.66,Missed,,,,,,,,,,,,,,,,
380,PT08M14.00S,2021-04-24T01:02:45.8Z,3,REGULAR,rebound,defensive,[],201599,,,1610612751,67,60,2021-04-24T01:02:45Z,3770000,,,0,,D. Jordan REBOUND (Off:1 Def:6),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,379.0,7.0,6.0,1.0,,,,,,,,
381,PT08M12.00S,2021-04-24T01:02:49.6Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612751,67,60,2021-04-24T01:03:06Z,3780000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Harris 2 FT),"[1630174, 203925]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Harris,203925.0,
383,PT08M12.00S,2021-04-24T01:03:11.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203925,,,1610612751,68,60,2021-04-24T01:03:11Z,3800000,,,0,,J. Harris Free Throw 1 of 2 (6 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
384,PT08M12.00S,2021-04-24T01:03:23.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203925,,,1610612751,69,60,2021-04-24T01:03:23Z,3810000,,,0,,J. Harris Free Throw 2 of 2 (7 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
385,PT08M02.00S,2021-04-24T01:03:36.7Z,3,REGULAR,3pt,Jump Shot,[],203935,29.911300919842315,68.69638480392157,1610612738,69,63,2021-04-24T01:03:41Z,3820000,-93.0,229.0,1,left,M. Smart 24' 3PT pullup (14 PTS) (A. Nesmith 2 AST),"[203935, 1630174]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,,,,24.71,Made,14.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,
386,PT07M51.00S,2021-04-24T01:03:47.5Z,3,REGULAR,3pt,Jump Shot,[],202681,66.5735873850197,51.78462009803921,1610612751,69,63,2021-04-24T01:03:53Z,3830000,9.0,262.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,26.19,Missed,,,,,,,,,,,,,,,,
387,PT07M46.00S,2021-04-24T01:03:52.5Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,69,63,2021-04-24T01:11:06Z,3840000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,386.0,8.0,5.0,3.0,,,,,,,,
388,PT07M33.00S,2021-04-24T01:04:05.6Z,3,REGULAR,2pt,Jump Shot,[],1628369,14.668199737187912,81.93167892156863,1610612738,69,63,2021-04-24T01:04:11Z,3850000,-160.0,85.0,1,left,MISS J. Tatum 18' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,18.11,Missed,,,,,,,,,,,,,,,,
389,PT07M28.00S,2021-04-24T01:04:10.6Z,3,REGULAR,rebound,defensive,[],1629013,,,1610612751,69,63,2021-04-24T01:04:11Z,3860000,,,0,,L. Shamet REBOUND (Off:0 Def:3),[1629013],1610612751.0,BKN,,,,Shamet,L. Shamet,,,,,,,,,,,,,,388.0,3.0,3.0,0.0,,,,,,,,
390,PT07M25.00S,2021-04-24T01:04:16.0Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612751,69,63,2021-04-24T01:04:25Z,3870000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Harris 2 FT),"[1630174, 203925]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Harris,203925.0,
392,PT07M25.00S,2021-04-24T01:04:43.3Z,3,REGULAR,freethrow,1 of 2,[],203925,,,1610612751,70,63,2021-04-24T01:04:43Z,3890000,,,0,,J. Harris Free Throw 1 of 2 (8 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
393,PT07M25.00S,2021-04-24T01:04:44.1Z,3,REGULAR,substitution,out,[],202684,,,1610612751,70,63,2021-04-24T01:04:50Z,3900000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M25.00S,2021-04-24T01:04:44.1Z,3,REGULAR,substitution,in,[],1628436,,,1610612751,70,63,2021-04-24T01:04:50Z,3910000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M25.00S,2021-04-24T01:05:02.8Z,3,REGULAR,freethrow,2 of 2,[],203925,,,1610612751,71,63,2021-04-24T01:05:02Z,3920000,,,0,,J. Harris Free Throw 2 of 2 (9 PTS),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
396,PT07M09.00S,2021-04-24T01:05:21.4Z,3,REGULAR,turnover,lost ball,[],203935,,,1610612738,71,63,2021-04-24T01:05:25Z,3930000,,,0,,M. Smart lost ball TURNOVER (3 TO),"[203935, 202681]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,3.0,Irving,202681.0,,,,,,,,,,,,,,,,,,
397,PT07M09.00S,2021-04-24T01:05:21.4Z,3,REGULAR,steal,,[],202681,,,1610612751,71,63,2021-04-24T01:05:23Z,3940000,,,0,,K. Irving STEAL (4 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M01.00S,2021-04-24T01:05:31.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628436,,,1610612751,71,63,2021-04-24T01:05:48Z,3950000,,,0,,L. Kornet shooting personal FOUL (1 PF) (Jordan 2 FT),"[1628436, 201599]",1610612738.0,BOS,shooting,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,2148.0,1.0,0.0,Jordan,201599.0,
400,PT07M01.00S,2021-04-24T01:06:05.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201599,,,1610612751,71,63,2021-04-24T01:06:05Z,3970000,,,0,,MISS D. Jordan Free Throw 1 of 2,[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,Missed,,,,,,,,,,,,,,,,
401,PT07M01.00S,2021-04-24T01:06:05.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,71,63,2021-04-24T01:06:05Z,3980000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,
402,PT07M01.00S,2021-04-24T01:06:29.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201599,,,1610612751,72,63,2021-04-24T01:06:29Z,3990000,,,0,,D. Jordan Free Throw 2 of 2 (8 PTS),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
403,PT06M44.00S,2021-04-24T01:06:50.6Z,3,REGULAR,turnover,bad pass,[],1628400,,,1610612738,72,63,2021-04-24T01:06:55Z,4000000,,,0,,S. Ojeleye bad pass TURNOVER (1 TO),"[1628400, 201145]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,1.0,Green,201145.0,,,,,,,,,,,,,,,,,,
404,PT06M44.00S,2021-04-24T01:06:50.6Z,3,REGULAR,steal,,[],201145,,,1610612751,72,63,2021-04-24T01:06:53Z,4010000,,,0,,J. Green STEAL (2 STL),[201145],1610612751.0,BKN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M40.00S,2021-04-24T01:06:54.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201145,94.82588699080158,50.80422794117647,1610612751,74,63,2021-04-24T01:07:05Z,4020000,4.0,-4.0,1,right,J. Green running DUNK (17 PTS),[201145],1610612751.0,BKN,running,,,Green,J. Green,,,,,,,,0.56,Made,17.0,,,,,,,,,,,,,,,
406,PT06M23.00S,2021-04-24T01:07:10.3Z,3,REGULAR,3pt,Jump Shot,[],1628400,3.1044678055190538,95.41207107843137,1610612738,74,63,2021-04-24T01:07:14Z,4030000,-227.0,-23.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,22.83,Missed,,,,,,,,,,,,,,,,
407,PT06M21.00S,2021-04-24T01:07:12.3Z,3,REGULAR,rebound,defensive,[],201599,,,1610612751,74,63,2021-04-24T01:07:14Z,4040000,,,0,,D. Jordan REBOUND (Off:1 Def:7),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,406.0,8.0,7.0,1.0,,,,,,,,
408,PT06M17.00S,2021-04-24T01:07:17.1Z,3,REGULAR,turnover,bad pass,[],202681,,,1610612751,74,63,2021-04-24T01:07:22Z,4050000,,,0,,K. Irving bad pass TURNOVER (4 TO),"[202681, 1628400]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,4.0,Ojeleye,1628400.0,,,,,,,,,,,,,,,,,,
409,PT06M17.00S,2021-04-24T01:07:17.1Z,3,REGULAR,steal,,[],1628400,,,1610612738,74,63,2021-04-24T01:07:20Z,4060000,,,0,,S. Ojeleye STEAL (2 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M11.00S,2021-04-24T01:07:26.8Z,3,REGULAR,foul,personal,[],202681,,,1610612738,74,63,2021-04-24T01:09:20Z,4070000,,,0,,K. Irving personal FOUL (2 PF),"[202681, 1628369]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,2148.0,2.0,0.0,Tatum,1628369.0,
412,PT06M11.00S,2021-04-24T01:07:46.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,74,63,2021-04-24T01:07:46Z,4090000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT06M11.00S,2021-04-24T01:07:49.0Z,3,REGULAR,substitution,out,[],203925,,,1610612738,74,63,2021-04-24T01:10:38Z,4100000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M11.00S,2021-04-24T01:07:49.0Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,74,63,2021-04-24T01:10:38Z,4110000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT06M11.00S,2021-04-24T01:07:49.0Z,3,REGULAR,substitution,in,[],1628971,,,1610612738,74,63,2021-04-24T01:10:38Z,4120000,,,0,,SUB in: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M11.00S,2021-04-24T01:07:49.0Z,3,REGULAR,substitution,in,[],203095,,,1610612738,74,63,2021-04-24T01:10:38Z,4130000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M05.00S,2021-04-24T01:11:01.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.652431011826544,47.86305147058824,1610612738,74,65,2021-04-24T01:11:16Z,4140000,11.0,10.0,1,left,J. Tatum cutting Layup (27 PTS) (E. Fournier 3 AST),"[1628369, 203095]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,,,,1.46,Made,27.0,E. Fournier,203095.0,3.0,,,,,,,,,,,,
420,PT05M50.00S,2021-04-24T01:11:19.3Z,3,REGULAR,foul,offensive,[],201599,,,1610612751,74,65,2021-04-24T01:11:55Z,4160000,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 203935]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,201640.0,2.0,1.0,Smart,203935.0,
422,PT05M50.00S,2021-04-24T01:11:19.3Z,3,REGULAR,turnover,offensive foul,[],201599,,,1610612751,74,65,2021-04-24T01:11:19Z,4180000,,,0,,D. Jordan offensive foul TURNOVER (3 TO),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,3.0,,,,,,,,,,,,,,,201640.0,,,,,
423,PT05M28.00S,2021-04-24T01:11:54.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,32.670827858081466,50.314031862745104,1610612738,74,65,2021-04-24T01:11:59Z,4190000,-2.0,255.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,25.46,Missed,,,,,,,,,,,,,,,,
424,PT05M25.00S,2021-04-24T01:11:57.6Z,3,REGULAR,rebound,defensive,[],201599,,,1610612751,74,65,2021-04-24T01:11:59Z,4200000,,,0,,D. Jordan REBOUND (Off:1 Def:8),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,423.0,9.0,8.0,1.0,,,,,,,,
425,PT05M17.00S,2021-04-24T01:12:08.2Z,3,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612751,74,65,2021-04-24T01:12:14Z,4210000,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612751.0,BKN,bad pass,,,Shamet,L. Shamet,,,,,1.0,,,,,,,,,,,,,,,2148.0,,,,,
426,PT05M02.00S,2021-04-24T01:12:30.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203095,27.414586070959263,79.48069852941177,1610612738,74,65,2021-04-24T01:12:35Z,4220000,-147.0,205.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,25.27,Missed,,,,,,,,,,,,,,,,
427,PT04M58.00S,2021-04-24T01:12:34.9Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612751,74,65,2021-04-24T01:12:35Z,4230000,,,0,,B. Brown REBOUND (Off:0 Def:5),[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,426.0,5.0,5.0,0.0,,,,,,,,
428,PT04M53.00S,2021-04-24T01:12:39.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629013,84.97043363994744,50.06893382352941,1610612751,74,65,2021-04-24T01:12:50Z,4240000,0.0,89.0,1,right,MISS L. Shamet 8' pullup Shot,[1629013],1610612751.0,BKN,pullup,,,Shamet,L. Shamet,,,,,,,,8.88,Missed,,,,,,,,,,,,,,,,
429,PT04M48.00S,2021-04-24T01:12:44.6Z,3,REGULAR,rebound,offensive,[],201599,,,1610612751,74,65,2021-04-24T01:22:53Z,4250000,,,0,,D. Jordan REBOUND (Off:2 Def:8),[201599],1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,428.0,10.0,8.0,2.0,,,,,,,,
499,PT04M46.00S,2021-04-24T01:12:46.2Z,3,REGULAR,turnover,bad pass,[],201599,,,1610612751,74,65,2021-04-24T01:24:55Z,4255000,,,0,,D. Jordan bad pass TURNOVER (4 TO),"[201599, 203935]",1610612751.0,BKN,,,,Jordan,D. Jordan,,,,,4.0,Smart,203935.0,,,,,,,,,,,,,,,,,,
500,PT04M46.00S,2021-04-24T01:12:46.2Z,3,REGULAR,steal,,[],203935,,,1610612738,74,65,2021-04-24T01:24:38Z,4257500,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT04M40.00S,2021-04-24T01:12:52.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628436,6.915243101182654,50.06893382352941,1610612738,74,67,2021-04-24T01:24:38Z,4260000,0.0,13.0,1,left,L. Kornet reverse DUNK (2 PTS) (M. Smart 2 AST),"[1628436, 203935]",1610612738.0,BOS,reverse,,,Kornet,L. Kornet,,,,,,,,1.25,Made,2.0,M. Smart,203935.0,2.0,,,,,,,,,,,,
432,PT04M27.00S,2021-04-24T01:13:06.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628971,94.56307490144546,51.78462009803921,1610612751,76,67,2021-04-24T01:13:10Z,4280000,9.0,-1.0,1,right,B. Brown cutting DUNK (11 PTS) (K. Irving 6 AST),"[1628971, 202681]",1610612751.0,BKN,cutting,,,Brown,B. Brown,,,,,,,,0.9,Made,11.0,K. Irving,202681.0,6.0,,,,,,,,,,,,
434,PT04M06.00S,2021-04-24T01:13:26.2Z,3,REGULAR,3pt,Jump Shot,[],1630174,2.447437582128778,96.14736519607843,1610612738,76,67,2021-04-24T01:13:31Z,4300000,-231.0,-29.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,23.26,Missed,,,,,,,,,,,,,,,,
435,PT04M03.00S,2021-04-24T01:13:29.2Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,76,67,2021-04-24T01:13:31Z,4310000,,,0,,K. Irving REBOUND (Off:0 Def:4),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,434.0,4.0,4.0,0.0,,,,,,,,
436,PT03M58.00S,2021-04-24T01:13:34.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201145,93.24901445466492,50.55912990196079,1610612751,76,67,2021-04-24T01:13:39Z,4320000,3.0,11.0,1,right,MISS J. Green driving Layup,[201145],1610612751.0,BKN,driving,,,Green,J. Green,,,,,,,,1.14,Missed,,,,,,,,,,,,,,,,
437,PT03M56.00S,2021-04-24T01:13:36.7Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,76,67,2021-04-24T01:13:39Z,4330000,,,0,,A. Nesmith REBOUND (Off:2 Def:6),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,436.0,8.0,6.0,2.0,,,,,,,,
438,PT03M40.00S,2021-04-24T01:13:52.9Z,3,REGULAR,3pt,Jump Shot,[],203935,28.465834428383708,24.333639705882355,1610612738,76,70,2021-04-24T01:13:58Z,4340000,128.0,215.0,1,left,M. Smart 25' 3PT  (17 PTS) (E. Fournier 4 AST),"[203935, 203095]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,25.05,Made,17.0,E. Fournier,203095.0,4.0,,,,,,,,,,,,
440,PT03M18.00S,2021-04-24T01:14:14.9Z,3,REGULAR,3pt,Jump Shot,[],202681,67.49342969776609,57.666973039215684,1610612751,76,70,2021-04-24T01:14:21Z,4360000,38.0,253.0,1,right,MISS K. Irving 25' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,25.6,Missed,,,,,,,,,,,,,,,,
441,PT03M14.00S,2021-04-24T01:14:18.9Z,3,REGULAR,rebound,defensive,[],203095,,,1610612738,76,70,2021-04-24T01:14:21Z,4370000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,440.0,1.0,1.0,0.0,,,,,,,,
