actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
461,PT02M54.00S,2021-04-14T03:52:24.9Z,3,REGULAR,foul,personal,['1freethrow'],202689,,,1610612757,84,82,2021-04-14T03:52:40Z,4570000,,,0,,K. Walker shooting personal FOUL (2 PF) (Kanter 1 FT),"[202689, 202683]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,2002.0,2.0,0.0,Kanter,202683.0,,,,,,,,,,
463,PT02M54.00S,2021-04-14T03:53:02.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,84,82,2021-04-14T03:53:02Z,4590000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT02M54.00S,2021-04-14T03:55:29.4Z,3,REGULAR,substitution,out,[],203468,,,1610612757,84,82,2021-04-14T03:55:55Z,4600000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M54.00S,2021-04-14T03:55:29.4Z,3,REGULAR,substitution,in,[],1626181,,,1610612757,84,82,2021-04-14T03:55:55Z,4610000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M54.00S,2021-04-14T03:56:13.7Z,3,REGULAR,freethrow,1 of 1,[],202683,,,1610612757,85,82,2021-04-14T03:56:13Z,4620000,,,0,,E. Kanter Free Throw 1 of 1 (7 PTS),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
467,PT02M43.00S,2021-04-14T03:56:29.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,4.02431011826544,48.10814950980392,1610612738,85,84,2021-04-14T03:56:33Z,4630000,9.0,-15.0,1,left,K. Walker driving Layup (16 PTS) (R. Williams III 3 AST),"[202689, 1629057]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,1.75,Made,16.0,R. Williams III,1629057.0,3.0,,,,,,,,,,,,,,,
468,PT02M29.00S,2021-04-14T03:56:45.4Z,3,REGULAR,turnover,traveling,[],2546,,,1610612757,85,84,2021-04-14T03:56:49Z,4640000,,,0,,C. Anthony traveling TURNOVER (1 TO),[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,2002.0,,,,,1.0,,,,,,,,,
469,PT02M15.00S,2021-04-14T03:57:09.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,17.69053876478318,92.71599264705883,1610612738,85,84,2021-04-14T03:57:13Z,4650000,-214.0,114.0,1,left,MISS J. Tatum 24' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.2,Missed,,,,,,,,,,,,,,,,,,,
470,PT02M13.00S,2021-04-14T03:57:11.8Z,3,REGULAR,rebound,defensive,[],202683,,,1610612757,85,84,2021-04-14T03:57:13Z,4660000,,,0,,E. Kanter REBOUND (Off:2 Def:6),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,469.0,8.0,6.0,2.0,,,,,
471,PT02M05.00S,2021-04-14T03:57:20.3Z,3,REGULAR,2pt,Jump Shot,[],203081,72.35545335085413,61.34344362745098,1610612757,85,84,2021-04-14T03:57:24Z,4670000,57.0,207.0,1,right,MISS D. Lillard 21' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,21.5,Missed,,,,,,,,,,,,,,,,,,,
472,PT02M02.00S,2021-04-14T03:57:23.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,85,84,2021-04-14T03:57:24Z,4680000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,471.0,5.0,4.0,1.0,,,,,
473,PT01M47.00S,2021-04-14T03:57:37.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.273981603153747,54.48069852941176,1610612738,85,86,2021-04-14T03:57:41Z,4690000,-22.0,82.0,1,left,J. Tatum 8' driving floating Jump Shot (22 PTS) (R. Williams III 4 AST),"[1628369, 1629057]",1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,8.47,Made,22.0,R. Williams III,1629057.0,4.0,,,,,,,,,,,,,,,
476,PT01M25.00S,2021-04-14T03:57:59.4Z,3,REGULAR,2pt,Jump Shot,[],2546,92.72339027595268,82.66697303921569,1610612757,87,86,2021-04-14T03:58:02Z,4710000,163.0,16.0,1,right,C. Anthony 16' turnaround fadeaway Jump Shot (18 PTS),[2546],1610612757.0,POR,turnaround fadeaway,,,Anthony,C. Anthony,,,,,16.41,Made,18.0,,,,,,,,,,,,,,,,,,
477,PT01M07.00S,2021-04-14T03:58:18.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.732588699080158,52.029718137254896,1610612738,87,88,2021-04-14T03:58:22Z,4720000,-10.0,1.0,1,left,R. Williams III alley-oop DUNK (12 PTS) (G. Williams 1 AST),"[1629057, 1629684]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.02,Made,12.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,,
479,PT00M53.40S,2021-04-14T03:58:31.4Z,3,REGULAR,3pt,Jump Shot,[],203081,65.52233902759527,17.22579656862745,1610612757,87,88,2021-04-14T03:58:36Z,4740000,-164.0,272.0,1,right,MISS D. Lillard 31' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,31.72,Missed,,,,,,,,,,,,,,,,,,,
480,PT00M50.30S,2021-04-14T03:58:34.5Z,3,REGULAR,rebound,defensive,[],202689,,,1610612738,87,88,2021-04-14T03:58:36Z,4750000,,,0,,K. Walker REBOUND (Off:0 Def:7),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,479.0,7.0,7.0,0.0,,,,,
481,PT00M48.20S,2021-04-14T03:58:38.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202689,6.652431011826544,47.372855392156865,1610612738,87,90,2021-04-14T03:58:42Z,4760000,13.0,10.0,1,left,K. Walker running Layup (18 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,1.65,Made,18.0,,,,,,,,,,,,,,,,,,
482,PT00M35.20S,2021-04-14T03:58:53.3Z,3,REGULAR,turnover,bad pass,[],203081,,,1610612757,87,90,2021-04-14T03:58:57Z,4770000,,,0,,D. Lillard bad pass TURNOVER (5 TO),"[203081, 1628369]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,5.0,,,,,Tatum,1628369.0,,,
483,PT00M35.20S,2021-04-14T03:58:53.3Z,3,REGULAR,steal,,[],1628369,,,1610612738,87,90,2021-04-14T03:58:54Z,4780000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT00M33.20S,2021-04-14T03:58:56.8Z,3,REGULAR,foul,personal,['2freethrow'],203081,,,1610612738,87,90,2021-04-14T03:59:09Z,4790000,,,0,,D. Lillard shooting personal FOUL (3 PF) (Tatum 2 FT),"[203081, 1628369]",1610612757.0,POR,shooting,,,Lillard,D. Lillard,,,,,,,,,,,2002.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,
486,PT00M33.20S,2021-04-14T03:59:55.1Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,87,91,2021-04-14T03:59:55Z,4810000,,,0,,J. Tatum Free Throw 1 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,23.0,,,,,,,,,,,,,,,,,,
487,PT00M33.20S,2021-04-14T04:00:04.5Z,3,REGULAR,substitution,out,[],1627884,,,1610612738,87,91,2021-04-14T04:00:15Z,4820000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612757.0,POR,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT00M33.20S,2021-04-14T04:00:04.5Z,3,REGULAR,substitution,in,[],203468,,,1610612738,87,91,2021-04-14T04:00:15Z,4830000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M33.20S,2021-04-14T04:00:21.3Z,3,REGULAR,substitution,out,[],1629684,,,1610612738,87,91,2021-04-14T04:00:28Z,4840000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT00M33.20S,2021-04-14T04:00:21.3Z,3,REGULAR,substitution,in,[],1627759,,,1610612738,87,91,2021-04-14T04:00:28Z,4850000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT00M33.20S,2021-04-14T04:00:49.5Z,3,REGULAR,stoppage,other,[],0,,,1610612738,87,91,2021-04-14T04:00:49Z,4860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT00M33.20S,2021-04-14T04:00:57.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,87,92,2021-04-14T04:00:57Z,4870000,,,0,,J. Tatum Free Throw 2 of 2 (24 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
493,PT00M27.90S,2021-04-14T04:01:09.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,83.26215505913272,50.55912990196079,1610612757,87,92,2021-04-14T04:01:12Z,4880000,3.0,105.0,1,right,MISS C. McCollum 10' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,10.48,Missed,,,,,,,,,,,,,,,,,,,
494,PT00M25.90S,2021-04-14T04:01:11.0Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,87,92,2021-04-14T04:01:12Z,4890000,,,0,,R. Williams III REBOUND (Off:1 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,493.0,6.0,5.0,1.0,,,,,
495,PT00M03.00S,2021-04-14T04:01:35.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612738,87,92,2021-04-14T04:01:48Z,4900000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M03.00S,2021-04-14T04:01:51.5Z,3,REGULAR,substitution,out,[],202683,,,1610612757,87,92,2021-04-14T04:02:03Z,4910000,,,0,,SUB out: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT00M03.00S,2021-04-14T04:01:51.5Z,3,REGULAR,substitution,in,[],203496,,,1610612757,87,92,2021-04-14T04:02:03Z,4920000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT00M00.00S,2021-04-14T04:02:21.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,41.343626806833115,56.196384803921575,1610612757,87,92,2021-04-14T04:02:28Z,4930000,31.0,499.0,1,right,MISS D. Lillard 49' pullup bank 3PT,[203081],1610612757.0,POR,pullup bank,,,Lillard,D. Lillard,,,,,49.99,Missed,,,,,,,,,,,,,,,,,,,
499,PT00M00.00S,2021-04-14T04:02:24.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,87,92,2021-04-14T04:02:24Z,4940000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,498.0,,,,,,,,
500,PT00M00.00S,2021-04-14T04:02:25.7Z,3,REGULAR,period,end,[],0,,,1610612757,87,92,2021-04-14T04:02:25Z,4950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,87,92,2021-04-14T04:05:43Z,4960000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,out,['startperiod'],202689,,,1610612757,87,92,2021-04-14T04:05:43Z,4970000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612757,87,92,2021-04-14T04:05:43Z,4980000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,in,['startperiod'],202683,,,1610612757,87,92,2021-04-14T04:05:43Z,4990000,,,0,,SUB in: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612757,87,92,2021-04-14T04:05:43Z,5000000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT12M00.00S,2021-04-14T04:04:53.4Z,4,REGULAR,substitution,in,['startperiod'],1630202,,,1610612757,87,92,2021-04-14T04:05:43Z,5010000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT12M00.00S,2021-04-14T04:05:59.3Z,4,REGULAR,period,start,[],0,,,1610612738,87,92,2021-04-14T04:05:59Z,5020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT11M45.00S,2021-04-14T04:06:13.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,15.193823915900131,48.84344362745098,1610612738,87,94,2021-04-14T04:06:16Z,5030000,6.0,90.0,1,left,J. Brown 9' turnaround Jump Shot (22 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,9.05,Made,22.0,,,,,,,,,,,,,,,,,,
509,PT11M30.00S,2021-04-14T04:06:28.2Z,4,REGULAR,2pt,Jump Shot,[],203468,78.66294349540078,49.08854166666667,1610612757,87,94,2021-04-14T04:06:33Z,5040000,-5.0,148.0,1,right,MISS C. McCollum 14' turnaround fadeaway Shot,[203468],1610612757.0,POR,turnaround fadeaway,,,McCollum,C. McCollum,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
510,PT11M26.00S,2021-04-14T04:06:32.2Z,4,REGULAR,rebound,offensive,[],202683,,,1610612757,87,94,2021-04-14T04:06:33Z,5050000,,,0,,E. Kanter REBOUND (Off:3 Def:6),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,509.0,9.0,6.0,3.0,,,,,
511,PT11M26.00S,2021-04-14T04:06:32.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,94.40999984741211,50.0,1610612757,89,94,2021-04-14T04:06:32Z,5060000,0.0,0.0,1,right,E. Kanter tip Layup (9 PTS),[202683],1610612757.0,POR,tip,,,Kanter,E. Kanter,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,,
512,PT11M09.00S,2021-04-14T04:06:49.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.354139290407357,52.029718137254896,1610612738,89,94,2021-04-14T04:06:54Z,5070000,-10.0,73.0,1,left,MISS J. Brown 7' driving floating Shot,[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,,
513,PT11M09.00S,2021-04-14T04:06:49.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,89,94,2021-04-14T04:06:54Z,5080000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,512.0,,,,,,,,
514,PT11M09.00S,2021-04-14T04:06:55.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,89,94,2021-04-14T04:06:55Z,5090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M00.00S,2021-04-14T04:07:13.4Z,4,REGULAR,foul,personal,[],2546,,,1610612738,89,94,2021-04-14T04:07:21Z,5100000,,,0,,C. Anthony personal FOUL (1 PF),"[2546, 1627759]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,2715.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
517,PT10M48.00S,2021-04-14T04:07:44.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630202,18.478975032851512,92.22579656862744,1610612738,89,94,2021-04-14T04:07:47Z,5120000,-211.0,121.0,1,left,MISS P. Pritchard 24' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,24.34,Missed,,,,,,,,,,,,,,,,,,,
518,PT10M46.00S,2021-04-14T04:07:46.0Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,89,94,2021-04-14T04:07:47Z,5130000,,,0,,R. Covington REBOUND (Off:0 Def:5),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,517.0,5.0,5.0,0.0,,,,,
519,PT10M40.00S,2021-04-14T04:07:52.1Z,4,REGULAR,3pt,Jump Shot,[],2546,75.1149802890933,13.549325980392158,1610612757,89,94,2021-04-14T04:07:56Z,5140000,-182.0,181.0,1,right,MISS C. Anthony 25' pullup 3PT,[2546],1610612757.0,POR,pullup,,,Anthony,C. Anthony,,,,,25.72,Missed,,,,,,,,,,,,,,,,,,,
520,PT10M36.00S,2021-04-14T04:07:56.1Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,89,94,2021-04-14T04:07:56Z,5150000,,,0,,P. Pritchard REBOUND (Off:0 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,519.0,2.0,2.0,0.0,,,,,
521,PT10M24.00S,2021-04-14T04:08:08.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.601182654402102,52.51991421568627,1610612738,89,96,2021-04-14T04:08:11Z,5160000,-13.0,0.0,1,left,P. Pritchard driving Layup (2 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,1.26,Made,2.0,,,,,,,,,,,,,,,,,,
522,PT10M07.00S,2021-04-14T04:08:27.4Z,4,REGULAR,foul,personal,[],1630202,,,1610612757,89,96,2021-04-14T04:08:33Z,5170000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1626181]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,2002.0,1.0,0.0,Powell,1626181.0,,,,,,,,,,
524,PT10M05.00S,2021-04-14T04:08:53.0Z,4,REGULAR,foul,personal,[],1627759,,,1610612757,89,96,2021-04-14T04:09:00Z,5190000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1626181]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2002.0,3.0,0.0,Powell,1626181.0,,,,,,,,,,
526,PT09M55.00S,2021-04-14T04:09:18.1Z,4,REGULAR,2pt,Jump Shot,[],2546,89.04402102496715,85.36305147058823,1610612757,91,96,2021-04-14T04:09:22Z,5210000,177.0,50.0,1,right,C. Anthony 18' step back Jump Shot (20 PTS) (N. Powell 2 AST),"[2546, 1626181]",1610612757.0,POR,step back,,,Anthony,C. Anthony,,,,,18.39,Made,20.0,N. Powell,1626181.0,2.0,,,,,,,,,,,,,,,
527,PT09M26.00S,2021-04-14T04:09:46.3Z,4,REGULAR,2pt,Jump Shot,[],1630202,10.726018396846255,91.24540441176471,1610612738,91,96,2021-04-14T04:09:50Z,5220000,-206.0,48.0,1,left,MISS P. Pritchard 21' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,21.18,Missed,,,,,,,,,,,,,,,,,,,
528,PT09M24.00S,2021-04-14T04:09:48.3Z,4,REGULAR,rebound,defensive,[],202683,,,1610612757,91,96,2021-04-14T04:09:50Z,5230000,,,0,,E. Kanter REBOUND (Off:3 Def:7),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,527.0,10.0,7.0,3.0,,,,,
529,PT09M18.00S,2021-04-14T04:09:57.9Z,4,REGULAR,foul,offensive,[],202683,,,1610612757,91,96,2021-04-14T04:10:03Z,5240000,,,0,,E. Kanter offensive FOUL (2 PF),"[202683, 1629684]",1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,2715.0,2.0,0.0,Williams,1629684.0,,,,,,,,,,
531,PT09M18.00S,2021-04-14T04:09:57.9Z,4,REGULAR,turnover,offensive foul,[],202683,,,1610612757,91,96,2021-04-14T04:09:57Z,5260000,,,0,,E. Kanter offensive foul TURNOVER (3 TO),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,2715.0,,,,,3.0,,,,,,,,,
532,PT09M07.00S,2021-04-14T04:10:22.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,19.004599211563733,91.00030637254902,1610612738,91,99,2021-04-14T04:10:26Z,5270000,-205.0,126.0,1,left,J. Tatum 24' 3PT pullup (27 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.07,Made,27.0,,,,,,,,,,,,,,,,,,
534,PT08M48.00S,2021-04-14T04:10:40.9Z,4,REGULAR,2pt,Jump Shot,[],2546,85.89027595269383,66.73560049019608,1610612757,93,99,2021-04-14T04:10:44Z,5280000,84.0,80.0,1,right,C. Anthony 11' pullup Jump Shot (22 PTS),[2546],1610612757.0,POR,pullup,,,Anthony,C. Anthony,,,,,11.59,Made,22.0,,,,,,,,,,,,,,,,,,
535,PT08M29.00S,2021-04-14T04:11:00.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,10.068988173455978,95.16697303921569,1610612738,93,99,2021-04-14T04:11:04Z,5290000,-226.0,42.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
536,PT08M26.00S,2021-04-14T04:11:03.5Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,93,99,2021-04-14T04:11:04Z,5300000,,,0,,R. Covington REBOUND (Off:0 Def:6),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,535.0,6.0,6.0,0.0,,,,,
537,PT08M22.00S,2021-04-14T04:11:07.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],2546,76.95466491458606,11.34344362745098,1610612757,96,99,2021-04-14T04:11:12Z,5310000,-193.0,164.0,1,right,C. Anthony 25' 3PT running (25 PTS) (N. Powell 3 AST),"[2546, 1626181]",1610612757.0,POR,running,,,Anthony,C. Anthony,,,,,25.36,Made,25.0,N. Powell,1626181.0,3.0,,,,,,,,,,,,,,,
539,PT08M22.00S,2021-04-14T04:11:16.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,99,2021-04-14T04:11:16Z,5330000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT08M22.00S,2021-04-14T04:12:17.4Z,4,REGULAR,substitution,out,[],202683,,,1610612738,96,99,2021-04-14T04:14:20Z,5340000,,,0,,SUB out: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M22.00S,2021-04-14T04:12:17.4Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,96,99,2021-04-14T04:14:20Z,5350000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M22.00S,2021-04-14T04:12:17.4Z,4,REGULAR,substitution,in,[],203081,,,1610612738,96,99,2021-04-14T04:14:20Z,5360000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M22.00S,2021-04-14T04:12:17.4Z,4,REGULAR,substitution,in,[],202684,,,1610612738,96,99,2021-04-14T04:14:20Z,5370000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M10.00S,2021-04-14T04:14:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.258212877792378,46.63756127450981,1610612738,96,101,2021-04-14T04:14:49Z,5380000,17.0,6.0,1,left,J. Brown driving Layup (24 PTS) (T. Thompson 2 AST),"[1627759, 202684]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.79,Made,24.0,T. Thompson,202684.0,2.0,,,,,,,,,,,,,,,
545,PT07M44.00S,2021-04-14T04:15:10.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,93.11760840998686,53.50030637254902,1610612757,96,101,2021-04-14T04:15:14Z,5390000,18.0,12.0,1,right,MISS N. Powell driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.13,Missed,,,,,,,,,,,,,,,,,,,
546,PT07M43.00S,2021-04-14T04:15:11.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,101,2021-04-14T04:15:14Z,5400000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,545.0,8.0,7.0,1.0,,,,,
548,PT07M38.00S,2021-04-14T04:15:17.5Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1627759,18.347568988173457,47.61795343137255,1610612738,96,101,2021-04-14T04:15:40Z,5410000,12.0,120.0,1,left,MISS J. Brown 12' running pullup Shot - blocked,"[1627759, 203496]",1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,12.06,Missed,,,,,,,,,,,,,,,,,Covington,203496.0,
549,PT07M38.00S,2021-04-14T04:15:17.5Z,4,REGULAR,block,,[],203496,,,1610612738,96,101,2021-04-14T04:15:19Z,5420000,,,0,,R. Covington BLOCK (3 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
