actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
229,PT09M02.00S,2021-03-27T00:21:50.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629684,5.590000152587891,50.0,1610612738,33,38,2021-03-27T00:22:00Z,2280000,0.0,0.0,1,left,G. Williams tip Layup (4 PTS),[1629684],1610612738.0,BOS,tip,,,Williams,G. Williams,,,,,,,,,,Made,4.0,,,,0.0,,,,,,,,,
230,PT08M56.00S,2021-03-27T00:21:56.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,69.72733245729303,75.06893382352942,1610612749,33,38,2021-03-27T00:22:03Z,2290000,125.0,232.0,1,right,MISS D. DiVincenzo 26' pullup 3PT,[1628978],1610612749.0,MIL,pullup,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Missed,,,,,26.38,,,,,,,,,
231,PT08M56.00S,2021-03-27T00:21:56.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,38,2021-03-27T00:22:03Z,2300000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,230.0,2.0,2.0,0.0,,
232,PT08M48.00S,2021-03-27T00:22:04.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628369,32.013797634691194,60.60814950980392,1610612738,33,41,2021-03-27T00:22:38Z,2310000,-53.0,248.0,1,left,J. Tatum 25' 3PT pullup (15 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,,,,,,Made,15.0,,,,25.4,,,,,,,,,
233,PT08M47.00S,2021-03-27T00:22:14.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,33,41,2021-03-27T00:22:14Z,2320000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M47.00S,2021-03-27T00:24:23.3Z,2,REGULAR,substitution,out,[],1627854,,,1610612749,33,41,2021-03-27T00:25:36Z,2330000,,,0,,SUB out: B. Forbes,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M47.00S,2021-03-27T00:24:23.3Z,2,REGULAR,substitution,out,[],1630241,,,1610612749,33,41,2021-03-27T00:25:36Z,2340000,,,0,,SUB out: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M47.00S,2021-03-27T00:24:23.3Z,2,REGULAR,substitution,in,[],201572,,,1610612749,33,41,2021-03-27T00:25:36Z,2350000,,,0,,SUB in: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
237,PT08M47.00S,2021-03-27T00:24:23.3Z,2,REGULAR,substitution,in,[],1626192,,,1610612749,33,41,2021-03-27T00:25:36Z,2360000,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,
238,PT08M38.00S,2021-03-27T00:25:47.1Z,2,REGULAR,turnover,bad pass,[],203114,,,1610612749,33,41,2021-03-27T00:25:53Z,2370000,,,0,,K. Middleton bad pass TURNOVER (1 TO),"[203114, 203935]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,1.0,Smart,203935.0,,,,,,,,,,
239,PT08M38.00S,2021-03-27T00:25:47.1Z,2,REGULAR,steal,,[],203935,,,1610612738,33,41,2021-03-27T00:25:50Z,2380000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
240,PT08M30.00S,2021-03-27T00:25:54.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,10.068988173455978,3.2552083333333335,1610612738,33,41,2021-03-27T00:26:00Z,2390000,234.0,42.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,,,,23.75,,,,,,,,,
241,PT08M26.00S,2021-03-27T00:25:58.8Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,33,41,2021-03-27T00:26:00Z,2400000,,,0,,G. Antetokounmpo REBOUND (Off:1 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,240.0,5.0,4.0,1.0,,
242,PT08M20.00S,2021-03-27T00:26:12.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,33,41,2021-03-27T00:26:12Z,2410000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT08M20.00S,2021-03-27T00:28:26.3Z,2,REGULAR,substitution,out,[],203114,,,1610612749,33,41,2021-03-27T00:29:21Z,2420000,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
244,PT08M20.00S,2021-03-27T00:28:26.3Z,2,REGULAR,substitution,in,[],1630241,,,1610612749,33,41,2021-03-27T00:29:21Z,2430000,,,0,,SUB in: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
245,PT08M06.00S,2021-03-27T00:29:50.5Z,2,REGULAR,turnover,traveling,[],203507,,,1610612749,33,41,2021-03-27T00:29:57Z,2440000,,,0,,G. Antetokounmpo traveling TURNOVER (2 TO),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,2530.0,,,,,,,2.0,,,,,,,,,,,,
246,PT07M55.00S,2021-03-27T00:30:13.0Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612738,33,41,2021-03-27T00:30:20Z,2450000,,,0,,M. Smart bad pass TURNOVER (2 TO),"[203935, 1630241]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,2.0,Merrill,1630241.0,,,,,,,,,,
247,PT07M55.00S,2021-03-27T00:30:13.0Z,2,REGULAR,steal,,[],1630241,,,1610612749,33,41,2021-03-27T00:30:16Z,2460000,,,0,,S. Merrill STEAL (1 STL),[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M50.00S,2021-03-27T00:30:18.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630241,93.64323258869908,48.84344362745098,1610612749,35,41,2021-03-27T00:30:26Z,2470000,-6.0,7.0,1,right,S. Merrill running DUNK (2 PTS) (P. Connaughton 1 AST),"[1630241, 1626192]",1610612749.0,MIL,running,,,Merrill,S. Merrill,,,,,,,,,,Made,2.0,,,,0.93,P. Connaughton,1626192.0,1.0,,,,,,
250,PT07M36.00S,2021-03-27T00:30:30.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203935,6.258212877792378,49.82383578431372,1610612738,35,41,2021-03-27T00:30:36Z,2490000,1.0,6.0,1,left,MISS M. Smart driving reverse Layup,[203935],1610612738.0,BOS,driving reverse,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,0.64,,,,,,,,,
251,PT07M33.00S,2021-03-27T00:30:33.8Z,2,REGULAR,rebound,defensive,[],201572,,,1610612749,35,41,2021-03-27T00:30:36Z,2500000,,,0,,B. Lopez REBOUND (Off:4 Def:2),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,250.0,6.0,2.0,4.0,,
252,PT07M25.00S,2021-03-27T00:30:42.1Z,2,REGULAR,3pt,Jump Shot,[],1628978,67.7562417871222,57.176776960784316,1610612749,38,41,2021-03-27T00:30:47Z,2510000,36.0,251.0,1,right,D. DiVincenzo 25' 3PT  (8 PTS) (G. Antetokounmpo 5 AST),"[1628978, 203507]",1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Made,8.0,,,,25.32,G. Antetokounmpo,203507.0,5.0,,,,,,
254,PT07M11.00S,2021-03-27T00:30:56.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,14.011169513797633,35.853247549019606,1610612738,38,41,2021-03-27T00:31:13Z,2530000,71.0,79.0,1,left,MISS J. Tatum 10' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,Missed,,,,,10.62,,,,,,,,,
255,PT07M09.00S,2021-03-27T00:30:58.2Z,2,REGULAR,rebound,offensive,[],1629057,,,1610612738,38,41,2021-03-27T00:31:13Z,2540000,,,0,,R. Williams III REBOUND (Off:1 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,254.0,4.0,3.0,1.0,,
256,PT07M09.00S,2021-03-27T00:31:03.4Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629057,5.590000152587891,50.0,1610612738,38,41,2021-03-27T00:31:20Z,2550000,0.0,0.0,1,left,MISS R. Williams III tip DUNK,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,Missed,,,,,0.0,,,,,,,,,
258,PT07M09.00S,2021-03-27T00:31:03.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,41,2021-03-27T00:31:20Z,2570000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,256.0,,,,,
259,PT07M09.00S,2021-03-27T00:31:09.8Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,38,41,2021-03-27T00:31:09Z,2580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,38,41,2021-03-27T00:31:23Z,2590000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,38,41,2021-03-27T00:31:23Z,2600000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
262,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,out,[],1629057,,,1610612738,38,41,2021-03-27T00:31:23Z,2610000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
263,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,38,41,2021-03-27T00:31:23Z,2620000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
264,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,in,[],202689,,,1610612738,38,41,2021-03-27T00:31:23Z,2630000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M09.00S,2021-03-27T00:31:13.6Z,2,REGULAR,substitution,in,[],1629605,,,1610612738,38,41,2021-03-27T00:31:23Z,2640000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
266,PT07M02.00S,2021-03-27T00:31:44.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],202689,7.30946123521682,95.65716911764706,1610612738,38,44,2021-03-27T00:31:50Z,2650000,-228.0,16.0,1,left,K. Walker 3PT  (13 PTS) (M. Smart 2 AST),"[202689, 203935]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Made,13.0,,,,22.89,M. Smart,203935.0,2.0,,,,,,
268,PT06M43.00S,2021-03-27T00:32:02.2Z,2,REGULAR,2pt,Jump Shot,[],203507,73.14388961892247,49.57873774509804,1610612749,38,44,2021-03-27T00:32:08Z,2670000,-2.0,200.0,1,right,MISS G. Antetokounmpo 19' Jump Shot,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,19.99,,,,,,,,,
269,PT06M42.00S,2021-03-27T00:32:03.2Z,2,REGULAR,rebound,offensive,[],203507,,,1610612749,38,44,2021-03-27T00:32:08Z,2680000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:4),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,268.0,6.0,4.0,2.0,,
270,PT06M42.00S,2021-03-27T00:32:09.5Z,2,REGULAR,foul,personal,[],1629605,,,1610612749,38,44,2021-03-27T00:32:20Z,2690000,,,0,,T. Fall personal FOUL (1 PF),"[1629605, 203507]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,201246.0,1.0,0.0,Antetokounmpo,203507.0,,,,,,,,,,,,,,,
272,PT06M37.00S,2021-03-27T00:32:29.4Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630241,80.6340341655716,92.71599264705883,1610612749,41,44,2021-03-27T00:32:34Z,2710000,214.0,130.0,1,right,S. Merrill 24' 3PT  (5 PTS) (D. DiVincenzo 1 AST),"[1630241, 1628978]",1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,Made,5.0,,,,24.98,D. DiVincenzo,1628978.0,1.0,,,,,,
274,PT06M16.00S,2021-03-27T00:32:51.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629605,5.863994743758213,48.59834558823529,1610612738,41,46,2021-03-27T00:32:55Z,2730000,7.0,3.0,1,left,T. Fall alley-oop DUNK (2 PTS) (J. Brown 1 AST),"[1629605, 1627759]",1610612738.0,BOS,alley-oop,,,Fall,T. Fall,,,,,,,,,,Made,2.0,,,,0.75,J. Brown,1627759.0,1.0,,,,,,
276,PT06M02.00S,2021-03-27T00:33:04.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,93.51182654402102,50.80422794117647,1610612749,43,46,2021-03-27T00:33:09Z,2750000,4.0,8.0,1,right,G. Antetokounmpo driving DUNK (4 PTS),[203507],1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Made,4.0,,,,0.94,,,,,,,,,
277,PT05M54.00S,2021-03-27T00:33:11.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,16.507884362680684,42.96109068627451,1610612738,43,48,2021-03-27T00:33:18Z,2760000,35.0,103.0,1,left,J. Brown 10' driving floating Jump Shot (8 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,,,,,,Made,8.0,,,,10.86,,,,,,,,,
278,PT05M40.00S,2021-03-27T00:33:25.7Z,2,REGULAR,3pt,Jump Shot,[],203507,71.30420499342969,79.23560049019608,1610612749,43,48,2021-03-27T00:33:31Z,2770000,146.0,217.0,1,right,MISS G. Antetokounmpo 26' pullup 3PT,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,Missed,,,,,26.18,,,,,,,,,
279,PT05M37.00S,2021-03-27T00:33:28.7Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,43,48,2021-03-27T00:33:31Z,2780000,,,0,,G. Williams REBOUND (Off:3 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,278.0,4.0,1.0,3.0,,
280,PT05M27.00S,2021-03-27T00:33:39.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629605,12.040078843626807,48.10814950980392,1610612738,43,48,2021-03-27T00:33:47Z,2790000,9.0,61.0,1,left,MISS T. Fall 6' driving Hook,[1629605],1610612738.0,BOS,driving,,,Fall,T. Fall,,,,,,,,,,Missed,,,,,6.14,,,,,,,,,
281,PT05M24.00S,2021-03-27T00:33:42.1Z,2,REGULAR,rebound,defensive,[],203507,,,1610612749,43,48,2021-03-27T00:33:47Z,2800000,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:5),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,280.0,7.0,5.0,2.0,,
282,PT05M19.00S,2021-03-27T00:33:47.4Z,2,REGULAR,3pt,Jump Shot,[],201572,75.64060446780552,6.686580882352941,1610612749,43,48,2021-03-27T00:33:54Z,2810000,-217.0,176.0,1,right,MISS B. Lopez 27' 3PT,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,Missed,,,,,27.94,,,,,,,,,
283,PT05M15.00S,2021-03-27T00:33:51.4Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,43,48,2021-03-27T00:33:54Z,2820000,,,0,,J. Brown REBOUND (Off:0 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,282.0,1.0,1.0,0.0,,
284,PT05M11.00S,2021-03-27T00:33:55.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203935,7.440867279894875,49.57873774509804,1610612738,43,48,2021-03-27T00:34:04Z,2830000,2.0,17.0,1,left,MISS M. Smart running Layup,[203935],1610612738.0,BOS,running,,,Smart,M. Smart,,,,,,,,,,Missed,,,,,1.75,,,,,,,,,
285,PT05M08.00S,2021-03-27T00:33:58.4Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,43,48,2021-03-27T00:34:04Z,2840000,,,0,,P. Connaughton REBOUND (Off:2 Def:3),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,284.0,5.0,3.0,2.0,,
286,PT05M05.00S,2021-03-27T00:34:01.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628978,93.24901445466492,48.10814950980392,1610612749,45,48,2021-03-27T00:34:08Z,2850000,-9.0,11.0,1,right,D. DiVincenzo running Layup (10 PTS),[1628978],1610612749.0,MIL,running,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,Made,10.0,,,,1.45,,,,,,,,,
287,PT04M49.00S,2021-03-27T00:34:17.0Z,2,REGULAR,2pt,Jump Shot,[],202689,14.4053876478318,32.91207107843137,1610612738,45,48,2021-03-27T00:34:24Z,2860000,85.0,83.0,1,left,MISS K. Walker 11' fadeaway Shot,[202689],1610612738.0,BOS,fadeaway,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,11.9,,,,,,,,,
288,PT04M47.00S,2021-03-27T00:34:19.0Z,2,REGULAR,rebound,defensive,[],1626192,,,1610612749,45,48,2021-03-27T00:34:24Z,2870000,,,0,,P. Connaughton REBOUND (Off:2 Def:4),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,287.0,6.0,4.0,2.0,,
289,PT04M45.00S,2021-03-27T00:34:24.4Z,2,REGULAR,foul,personal,[],202689,,,1610612749,45,48,2021-03-27T00:34:43Z,2880000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 1628978]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,1198.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,,,
291,PT04M45.00S,2021-03-27T00:34:37.2Z,2,REGULAR,substitution,out,[],1628978,,,1610612749,45,48,2021-03-27T00:34:47Z,2900000,,,0,,SUB out: D. DiVincenzo,[1628978],1610612749.0,MIL,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M45.00S,2021-03-27T00:34:37.2Z,2,REGULAR,substitution,out,[],203507,,,1610612749,45,48,2021-03-27T00:34:47Z,2910000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,
293,PT04M45.00S,2021-03-27T00:34:37.2Z,2,REGULAR,substitution,in,[],1627854,,,1610612749,45,48,2021-03-27T00:34:47Z,2920000,,,0,,SUB in: B. Forbes,[1627854],1610612749.0,MIL,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
294,PT04M45.00S,2021-03-27T00:34:37.2Z,2,REGULAR,substitution,in,[],201950,,,1610612749,45,48,2021-03-27T00:34:47Z,2930000,,,0,,SUB in: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
295,PT04M38.00S,2021-03-27T00:34:59.2Z,2,REGULAR,turnover,bad pass,[],201950,,,1610612749,45,48,2021-03-27T00:35:05Z,2940000,,,0,,J. Holiday bad pass TURNOVER (3 TO),"[201950, 202689]",1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,3.0,Walker,202689.0,,,,,,,,,,
296,PT04M38.00S,2021-03-27T00:34:59.2Z,2,REGULAR,steal,,[],202689,,,1610612738,45,48,2021-03-27T00:35:03Z,2950000,,,0,,K. Walker STEAL (2 STL),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
297,PT04M32.00S,2021-03-27T00:35:05.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202689,5.995400788436268,49.333639705882355,1610612738,45,50,2021-03-27T00:35:13Z,2960000,3.0,4.0,1,left,K. Walker running Layup (15 PTS),[202689],1610612738.0,BOS,running,,,Walker,K. Walker,,,,,,,,,,Made,15.0,,,,0.51,,,,,,,,,
298,PT04M21.00S,2021-03-27T00:35:16.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201950,85.49605781865965,36.09834558823529,1610612749,47,50,2021-03-27T00:35:20Z,2970000,-70.0,84.0,1,right,J. Holiday 10' driving floating Jump Shot (9 PTS),[201950],1610612749.0,MIL,driving floating,,,Holiday,J. Holiday,,,,,,,,,,Made,9.0,,,,10.89,,,,,,,,,
299,PT04M00.00S,2021-03-27T00:35:38.6Z,2,REGULAR,foul,personal,['2freethrow'],1626192,,,1610612738,47,50,2021-03-27T00:35:53Z,2980000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Brown 2 FT),"[1626192, 1627759]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,1198.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,
301,PT04M00.00S,2021-03-27T00:36:08.9Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,47,51,2021-03-27T00:36:08Z,3000000,,,0,,J. Brown Free Throw 1 of 2 (9 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
302,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,out,[],1630241,,,1610612738,47,51,2021-03-27T00:36:26Z,3010000,,,0,,SUB out: S. Merrill,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,
303,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612738,47,51,2021-03-27T00:36:26Z,3020000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,out,[],1629605,,,1610612738,47,51,2021-03-27T00:36:26Z,3030000,,,0,,SUB out: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,in,[],203114,,,1610612738,47,51,2021-03-27T00:36:26Z,3040000,,,0,,SUB in: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,47,51,2021-03-27T00:36:26Z,3050000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M00.00S,2021-03-27T00:36:10.9Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,47,51,2021-03-27T00:36:26Z,3060000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M00.00S,2021-03-27T00:36:38.3Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,47,52,2021-03-27T00:36:38Z,3070000,,,0,,J. Brown Free Throw 2 of 2 (10 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
309,PT03M40.00S,2021-03-27T00:36:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627854,94.03745072273325,48.59834558823529,1610612749,47,52,2021-03-27T00:37:03Z,3080000,-7.0,4.0,1,right,MISS B. Forbes driving reverse Layup,[1627854],1610612749.0,MIL,driving reverse,,,Forbes,B. Forbes,,,,,,,,,,Missed,,,,,0.78,,,,,,,,,
310,PT03M37.00S,2021-03-27T00:37:01.8Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,47,52,2021-03-27T00:37:03Z,3090000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,309.0,4.0,4.0,0.0,,
311,PT03M28.00S,2021-03-27T00:37:13.5Z,2,REGULAR,foul,personal,[],203114,,,1610612738,47,52,2021-03-27T00:37:25Z,3100000,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 203935]",1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,201246.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,
313,PT03M18.00S,2021-03-27T00:38:00.6Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,47,52,2021-03-27T00:38:10Z,3120000,,,0,,M. Smart step out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,step,,,Smart,M. Smart,,,,,2530.0,,,,,,,3.0,,,,,,,,,,,,
314,PT03M05.00S,2021-03-27T00:38:22.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626192,90.62089356110381,5.215992647058823,1610612749,47,52,2021-03-27T00:38:27Z,3130000,-224.0,36.0,1,right,MISS P. Connaughton 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,Missed,,,,,22.67,,,,,,,,,
315,PT03M01.00S,2021-03-27T00:38:26.0Z,2,REGULAR,rebound,defensive,[],203935,,,1610612738,47,52,2021-03-27T00:38:27Z,3140000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,314.0,5.0,5.0,0.0,,
