actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
263,PT05M27.00S,2021-04-11T19:52:20.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,38,29,2021-04-11T19:52:30Z,2620000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,,
264,PT05M08.00S,2021-04-11T19:52:47.4Z,2,REGULAR,2pt,Hook,[],203999,10.33180026281209,33.64736519607843,1610612743,38,29,2021-04-11T19:52:53Z,2630000,82.0,45.0,1,left,MISS N. Jokic 9' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,9.32,Missed,,,,,,,,,,,,,,,,,,,
265,PT05M05.00S,2021-04-11T19:52:50.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,38,29,2021-04-11T19:52:53Z,2640000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
266,PT05M02.00S,2021-04-11T19:52:55.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,92.32917214191852,55.951286764705884,1610612738,38,29,2021-04-11T19:53:06Z,2650000,30.0,20.0,1,right,MISS J. Tatum running Layup - blocked,"[1628369, 1630267]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,3.57,Missed,,,,,,,,,,,,,,Campazzo,1630267.0,,,,
312,PT05M02.00S,2021-04-11T19:52:55.2Z,2,REGULAR,block,,[],1630267,,,1610612738,38,29,2021-04-11T20:00:40Z,2660000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M02.00S,2021-04-11T19:52:55.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,38,29,2021-04-11T19:53:06Z,2670000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,266.0,,,,,,,,,,,,,,,,,,
270,PT05M02.00S,2021-04-11T19:53:07.8Z,2,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612738,38,29,2021-04-11T19:53:23Z,2690000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,201245.0,0.0,1.0,,,,,,,,,,,,
271,PT05M02.00S,2021-04-11T19:53:13.7Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,38,29,2021-04-11T19:53:18Z,2700000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M02.00S,2021-04-11T19:53:13.7Z,2,REGULAR,substitution,in,[],1629684,,,1610612738,38,29,2021-04-11T19:53:18Z,2710000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M02.00S,2021-04-11T19:53:27.0Z,2,REGULAR,freethrow,1 of 1,[],203115,,,1610612738,39,29,2021-04-11T19:53:27Z,2720000,,,0,,W. Barton technical Free Throw 1 of 1 (8 PTS),[203115],1610612743.0,DEN,technical,,,Barton,W. Barton,,,,,,Made,,,,,,,,,,8.0,,,,,,,,,
274,PT04M56.00S,2021-04-11T19:53:45.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202684,86.41590013140605,44.18658088235294,1610612738,39,31,2021-04-11T19:53:50Z,2730000,-29.0,75.0,1,right,T. Thompson 8' turnaround Hook (7 PTS) (M. Smart 2 AST),"[202684, 203935]",1610612738.0,BOS,turnaround,,,Thompson,T. Thompson,,,,,8.06,Made,,,,,,,,,,7.0,M. Smart,203935.0,2.0,,,,,,
276,PT04M35.00S,2021-04-11T19:54:07.1Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203999,12.565703022339028,49.333639705882355,1610612743,41,31,2021-04-11T19:54:12Z,2750000,3.0,66.0,1,left,N. Jokic 6' turnaround Hook (2 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,6.57,Made,,,,,,,,,,2.0,,,,,,,,,
277,PT04M22.00S,2021-04-11T19:54:19.4Z,2,REGULAR,3pt,Jump Shot,[],203935,70.12155059132719,80.4610906862745,1610612738,41,31,2021-04-11T19:54:23Z,2760000,152.0,228.0,1,right,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
278,PT04M20.00S,2021-04-11T19:54:21.4Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,41,31,2021-04-11T19:54:23Z,2770000,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,277.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
279,PT04M04.00S,2021-04-11T19:54:38.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,6.521024967148489,54.970894607843135,1610612743,43,31,2021-04-11T19:54:41Z,2780000,-25.0,9.0,1,left,F. Campazzo driving finger roll Layup (8 PTS),[1630267],1610612743.0,DEN,driving finger roll,,,Campazzo,F. Campazzo,,,,,2.64,Made,,,,,,,,,,8.0,,,,,,,,,
280,PT03M56.00S,2021-04-11T19:54:50.9Z,2,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,43,31,2021-04-11T19:54:56Z,2790000,,,0,,K. Walker step out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,step,,,Walker,K. Walker,,,,,,,,,,,2715.0,,,,,,,,,,,1.0,,,
281,PT03M45.00S,2021-04-11T19:55:13.8Z,2,REGULAR,turnover,traveling,[],203999,,,1610612743,43,31,2021-04-11T19:55:19Z,2800000,,,0,,N. Jokic traveling TURNOVER (1 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,201245.0,,,,,,,,,,,1.0,,,
282,PT03M45.00S,2021-04-11T19:55:16.1Z,2,REGULAR,substitution,out,[],1628369,,,1610612738,43,31,2021-04-11T19:55:20Z,2810000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M45.00S,2021-04-11T19:55:16.1Z,2,REGULAR,substitution,in,[],1627759,,,1610612738,43,31,2021-04-11T19:55:20Z,2820000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M31.00S,2021-04-11T19:55:45.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203999,,,1610612738,43,31,2021-04-11T19:56:00Z,2830000,,,0,,N. Jokic shooting personal FOUL (1 PF) (Smart 2 FT),"[203999, 203935]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,,,,,,,201245.0,1.0,0.0,Smart,203935.0,,,,,,,,,,
286,PT03M31.00S,2021-04-11T19:56:02.8Z,2,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203999,,,1610612738,43,31,2021-04-11T19:56:16Z,2850000,,,0,,N. Jokic technical FOUL (1 Tech),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,2715.0,1.0,1.0,,,,,,,,,,,,
287,PT03M31.00S,2021-04-11T19:56:17.7Z,2,REGULAR,freethrow,1 of 1,[],202689,,,1610612738,43,32,2021-04-11T19:56:17Z,2860000,,,0,,K. Walker technical Free Throw 1 of 1 (5 PTS),[202689],1610612738.0,BOS,technical,,,Walker,K. Walker,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
288,PT03M31.00S,2021-04-11T19:56:46.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203935,,,1610612738,43,33,2021-04-11T19:56:46Z,2870000,,,0,,M. Smart Free Throw 1 of 2 (5 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,5.0,,,,,,,,,
289,PT03M31.00S,2021-04-11T19:57:00.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203935,,,1610612738,43,34,2021-04-11T19:57:00Z,2880000,,,0,,M. Smart Free Throw 2 of 2 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,,,,,,6.0,,,,,,,,,
290,PT03M18.00S,2021-04-11T19:57:16.9Z,2,REGULAR,foul,personal,['2freethrow'],202684,,,1610612743,43,34,2021-04-11T19:57:27Z,2890000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Jokic 2 FT),"[202684, 203999]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,201245.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,
292,PT03M18.00S,2021-04-11T19:57:39.8Z,2,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,43,34,2021-04-11T19:57:39Z,2910000,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
293,PT03M18.00S,2021-04-11T19:57:39.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,43,34,2021-04-11T19:57:39Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,292.0,,,,,,,,,,,,,,,,,,
294,PT03M18.00S,2021-04-11T19:57:41.2Z,2,REGULAR,substitution,out,[],202684,,,1610612743,43,34,2021-04-11T19:57:46Z,2930000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M18.00S,2021-04-11T19:57:41.2Z,2,REGULAR,substitution,in,[],1629057,,,1610612743,43,34,2021-04-11T19:57:46Z,2940000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M18.00S,2021-04-11T19:57:56.4Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,44,34,2021-04-11T19:57:56Z,2950000,,,0,,N. Jokic Free Throw 2 of 2 (3 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
297,PT03M03.00S,2021-04-11T19:58:17.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203932,,,1610612738,44,34,2021-04-11T19:58:25Z,2960000,,,0,,A. Gordon personal FOUL (1 PF) (Brown 2 FT),"[203932, 1627759]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,1363.0,1.0,0.0,Brown,1627759.0,,,,,,,,,,
299,PT03M03.00S,2021-04-11T19:58:45.3Z,2,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,44,35,2021-04-11T19:58:45Z,2980000,,,0,,J. Brown Free Throw 1 of 2 (3 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,3.0,,,,,,,,,
300,PT03M03.00S,2021-04-11T19:58:58.7Z,2,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,44,36,2021-04-11T19:58:58Z,2990000,,,0,,J. Brown Free Throw 2 of 2 (4 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,,,,,,,,,,4.0,,,,,,,,,
301,PT02M54.00S,2021-04-11T19:59:09.0Z,2,REGULAR,3pt,Jump Shot,[],203999,32.53942181340342,45.166973039215684,1610612743,44,36,2021-04-11T19:59:16Z,3000000,24.0,253.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,,
302,PT02M50.00S,2021-04-11T19:59:12.2Z,2,REGULAR,rebound,offensive,[],1630267,,,1610612743,44,36,2021-04-11T19:59:12Z,3010000,,,0,,F. Campazzo REBOUND (Off:1 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
303,PT02M48.00S,2021-04-11T19:59:14.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203932,6.521024967148489,50.55912990196079,1610612743,46,36,2021-04-11T19:59:23Z,3020000,-3.0,9.0,1,left,A. Gordon cutting DUNK (4 PTS) (F. Campazzo 2 AST),"[203932, 1630267]",1610612743.0,DEN,cutting,,,Gordon,A. Gordon,,,,,0.92,Made,,,,,,,,,,4.0,F. Campazzo,1630267.0,2.0,,,,,,
305,PT02M31.00S,2021-04-11T19:59:31.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,91.80354796320631,52.27481617647059,1610612738,46,38,2021-04-11T19:59:39Z,3040000,11.0,25.0,1,right,R. Williams III DUNK (4 PTS) (K. Walker 3 AST),"[1629057, 202689]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.7,Made,,,,,,,,,,4.0,K. Walker,202689.0,3.0,,,,,,
307,PT02M09.00S,2021-04-11T19:59:53.4Z,2,REGULAR,3pt,Jump Shot,[],1629008,9.149145860709593,96.6375612745098,1610612743,46,38,2021-04-11T19:59:57Z,3060000,-233.0,34.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.56,Missed,,,,,,,,,,,,,,,,,,,
308,PT02M07.00S,2021-04-11T19:59:55.4Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,46,38,2021-04-11T19:59:57Z,3070000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,307.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
309,PT01M53.00S,2021-04-11T20:00:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,84.1819973718791,58.15716911764706,1610612738,46,40,2021-04-11T20:00:16Z,3080000,41.0,96.0,1,right,M. Smart 10' driving floating Jump Shot (8 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,10.45,Made,,,,,,,,,,8.0,,,,,,,,,
310,PT01M39.00S,2021-04-11T20:00:23.1Z,2,REGULAR,3pt,Jump Shot,[],203932,10.726018396846255,3.7454044117647056,1610612743,49,40,2021-04-11T20:00:26Z,3090000,231.0,48.0,1,left,A. Gordon 3PT  (7 PTS) (F. Campazzo 3 AST),"[203932, 1630267]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.63,Made,,,,,,,,,,7.0,F. Campazzo,1630267.0,3.0,,,,,,
313,PT01M17.00S,2021-04-11T20:00:45.3Z,2,REGULAR,turnover,bad pass,[],1629684,,,1610612738,49,40,2021-04-11T20:00:52Z,3110000,,,0,,G. Williams bad pass TURNOVER (1 TO),"[1629684, 203999]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,1.0,Jokic,203999.0,
314,PT01M17.00S,2021-04-11T20:00:45.3Z,2,REGULAR,steal,,[],203999,,,1610612743,49,40,2021-04-11T20:00:46Z,3120000,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT01M11.00S,2021-04-11T20:00:56.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203115,7.046649145860711,49.82383578431372,1610612743,49,40,2021-04-11T20:06:49Z,3145000,1.0,14.0,1,left,MISS W. Barton Jump Shot - blocked,"[203115, 1627759]",1610612743.0,DEN,,,,Barton,W. Barton,,,,,1.37,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
339,PT01M11.00S,2021-04-11T20:00:56.5Z,2,REGULAR,block,,[],1627759,,,1610612743,49,40,2021-04-11T20:06:41Z,3147500,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT01M11.00S,2021-04-11T20:00:56.5Z,2,REGULAR,rebound,defensive,[],202689,,,1610612738,49,40,2021-04-11T20:06:41Z,3148750,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
317,PT01M01.00S,2021-04-11T20:01:01.2Z,2,REGULAR,3pt,Jump Shot,[],202689,69.99014454664915,22.37285539215686,1610612738,49,40,2021-04-11T20:06:41Z,3150000,-138.0,230.0,1,right,MISS K. Walker 26' pullup 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
318,PT00M59.10S,2021-04-11T20:01:03.1Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,49,40,2021-04-11T20:01:07Z,3160000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,317.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
319,PT00M50.60S,2021-04-11T20:01:14.3Z,2,REGULAR,foul,personal,[],1629057,,,1610612743,49,40,2021-04-11T20:01:30Z,3170000,,,0,,R. Williams III personal FOUL (2 PF),"[1629057, 203999]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,2715.0,2.0,0.0,Jokic,203999.0,,,,,,,,,,
321,PT00M50.60S,2021-04-11T20:01:30.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,49,40,2021-04-11T20:01:30Z,3190000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT00M50.60S,2021-04-11T20:03:21.1Z,2,REGULAR,substitution,out,[],1629684,,,1610612743,49,40,2021-04-11T20:03:36Z,3200000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M50.60S,2021-04-11T20:03:21.1Z,2,REGULAR,substitution,in,[],1628369,,,1610612743,49,40,2021-04-11T20:03:36Z,3210000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT00M44.80S,2021-04-11T20:04:18.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612743,49,40,2021-04-11T20:04:26Z,3220000,,,0,,J. Brown shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1627759, 1629008]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,,,,,,,201245.0,1.0,0.0,Porter Jr.,1629008.0,,,,,,,,,,
329,PT00M44.80S,2021-04-11T20:04:39.2Z,2,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,50,40,2021-04-11T20:04:39Z,3240000,,,0,,M. Porter Jr. Free Throw 1 of 2 (12 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Made,,,,,,,,,,12.0,,,,,,,,,
330,PT00M44.80S,2021-04-11T20:04:54.8Z,2,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,51,40,2021-04-11T20:04:54Z,3250000,,,0,,M. Porter Jr. Free Throw 2 of 2 (13 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,Made,,,,,,,,,,13.0,,,,,,,,,
331,PT00M35.90S,2021-04-11T20:05:11.9Z,2,REGULAR,3pt,Jump Shot,[],203935,68.80749014454665,31.93167892156863,1610612738,51,43,2021-04-11T20:05:22Z,3260000,-90.0,241.0,1,right,M. Smart 25' 3PT step back (11 PTS),[203935],1610612738.0,BOS,step back,,,Smart,M. Smart,,,,,25.71,Made,,,,,,,,,,11.0,,,,,,,,,
332,PT00M19.10S,2021-04-11T20:05:32.1Z,2,REGULAR,3pt,Jump Shot,[],1629008,8.623521681997373,3.7454044117647056,1610612743,51,43,2021-04-11T20:05:36Z,3270000,231.0,29.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.31,Missed,,,,,,,,,,,,,,,,,,,
333,PT00M16.40S,2021-04-11T20:05:34.8Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,51,43,2021-04-11T20:05:34Z,3280000,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,332.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
334,PT00M11.80S,2021-04-11T20:05:39.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,69.85873850197109,25.80422794117647,1610612738,51,43,2021-04-11T20:05:53Z,3290000,-121.0,231.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,,
335,PT00M08.90S,2021-04-11T20:05:42.3Z,2,REGULAR,rebound,offensive,[],1628369,,,1610612738,51,43,2021-04-11T20:05:53Z,3300000,,,0,,J. Tatum REBOUND (Off:1 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,334.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
336,PT00M00.90S,2021-04-11T20:05:50.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628369,82.47371879106439,42.470894607843135,1610612738,51,45,2021-04-11T20:05:59Z,3310000,-38.0,112.0,1,right,J. Tatum 11' driving floating Jump Shot (11 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,11.83,Made,,,,,,,,,,11.0,,,,,,,,,
337,PT00M00.00S,2021-04-11T20:06:00.7Z,2,REGULAR,period,end,[],0,,,1610612743,51,45,2021-04-11T20:06:00Z,3320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-04-11T20:21:26.5Z,3,REGULAR,period,start,[],0,,,1610612738,51,45,2021-04-11T20:21:32Z,3330000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT11M43.00S,2021-04-11T20:21:49.9Z,3,REGULAR,turnover,offensive goaltending,[],1629057,,,1610612738,51,45,2021-04-11T20:22:03Z,3360000,,,0,,R. Williams III offensive goaltending TURNOVER (2 TO),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,2715.0,,,,,,,,,,,2.0,,,
346,PT11M43.00S,2021-04-11T20:21:59.0Z,3,REGULAR,timeout,full,['team'],0,,,1610612743,51,45,2021-04-11T20:22:59Z,3365000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT11M43.00S,2021-04-11T20:22:08.2Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612743,51,45,2021-04-11T20:23:59Z,3370000,,,0,,,[],1610612738.0,BOS,stands,,,,,,,,,,,,,,,2715.0,,,,,,,,,,,,,,Corrected to Basket Interference on R. Williams III
347,PT11M22.00S,2021-04-11T20:25:00.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203999,84.44480946123521,21.88265931372549,1610612743,53,45,2021-04-11T20:25:06Z,3380000,-141.0,94.0,1,right,N. Jokic 16' Jump Shot (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,16.9,Made,,,,,,,,,,5.0,,,,,,,,,
348,PT11M01.00S,2021-04-11T20:25:20.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,5.601182654402102,51.78462009803921,1610612738,53,47,2021-04-11T20:25:25Z,3390000,-9.0,0.0,1,left,R. Williams III alley-oop DUNK (6 PTS) (J. Brown 1 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.89,Made,,,,,,,,,,6.0,J. Brown,1627759.0,1.0,,,,,,
350,PT10M42.00S,2021-04-11T20:25:39.1Z,3,REGULAR,3pt,Jump Shot,[],203932,66.70499342969777,38.30422794117647,1610612743,53,47,2021-04-11T20:25:46Z,3410000,-58.0,260.0,1,right,MISS A. Gordon 26' step back 3PT,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
351,PT10M40.00S,2021-04-11T20:25:41.1Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,53,47,2021-04-11T20:25:46Z,3420000,,,0,,R. Williams III REBOUND (Off:2 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,350.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
352,PT10M27.00S,2021-04-11T20:25:55.1Z,3,REGULAR,3pt,Jump Shot,[],1627759,28.07161629434954,78.25520833333334,1610612738,53,50,2021-04-11T20:26:58Z,3430000,-141.0,211.0,1,left,J. Brown 25' 3PT  (7 PTS) (R. Williams III 1 AST),"[1627759, 1629057]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.43,Made,,,,,,,,,,7.0,R. Williams III,1629057.0,1.0,,,,,,
354,PT10M11.00S,2021-04-11T20:26:10.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,87.86136662286465,45.90226715686275,1610612743,53,50,2021-04-11T20:26:14Z,3450000,-20.0,62.0,1,right,MISS N. Jokic 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,6.49,Missed,,,,,,,,,,,,,,,,,,,
355,PT10M10.00S,2021-04-11T20:26:11.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,53,50,2021-04-11T20:26:14Z,3460000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,354.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
356,PT10M06.00S,2021-04-11T20:26:16.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628369,8.492115637319317,58.892463235294116,1610612738,53,50,2021-04-11T20:26:35Z,3470000,-44.0,27.0,1,left,MISS J. Tatum running finger roll Layup - blocked,"[1628369, 1629008]",1610612738.0,BOS,running finger roll,,,Tatum,J. Tatum,,,,,5.22,Missed,,,,,,,,,,,,,,Porter Jr.,1629008.0,,,,
358,PT10M06.00S,2021-04-11T20:26:16.2Z,3,REGULAR,block,,[],1629008,,,1610612738,53,50,2021-04-11T20:26:26Z,3475000,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
