actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
444,PT03M11.00S,2021-03-30T01:14:48.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627742,89.70105124835742,47.372855392156865,1610612740,76,85,2021-03-30T01:14:53Z,4410000,-13.0,44.0,1,right,B. Ingram cutting DUNK (20 PTS) (J. Hayes 2 AST),"[1627742, 1629637]",1610612740.0,NOP,cutting,,,Ingram,B. Ingram,,,,,4.62,Made,,20.0,J. Hayes,1629637.0,2.0,,,,,,,,,,,,,,
446,PT03M11.00S,2021-03-30T01:15:02.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,85,2021-03-30T01:15:02Z,4430000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M11.00S,2021-03-30T01:16:57.8Z,3,REGULAR,substitution,out,[],202689,,,1610612738,76,85,2021-03-30T01:17:27Z,4440000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M11.00S,2021-03-30T01:16:57.8Z,3,REGULAR,substitution,out,[],203935,,,1610612738,76,85,2021-03-30T01:17:27Z,4450000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M11.00S,2021-03-30T01:16:57.8Z,3,REGULAR,substitution,in,[],1628369,,,1610612738,76,85,2021-03-30T01:17:27Z,4460000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M11.00S,2021-03-30T01:16:57.8Z,3,REGULAR,substitution,in,[],1630174,,,1610612738,76,85,2021-03-30T01:17:27Z,4470000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M49.00S,2021-03-30T01:18:06.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,5.469776609724048,46.14736519607843,1610612738,78,85,2021-03-30T01:18:37Z,4480000,19.0,-1.0,1,left,A. Nesmith driving reverse Layup (2 PTS),[1630174],1610612738.0,BOS,driving reverse,,,Nesmith,A. Nesmith,,,,,1.93,Made,,2.0,,,,,,,,,,,,,,,,,
454,PT02M34.00S,2021-03-30T01:18:20.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,89.17542706964521,82.421875,1610612740,78,85,2021-03-30T01:18:39Z,4490000,162.0,49.0,1,right,MISS B. Ingram 16' Jump Shot,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,16.94,Missed,,,,,,,,,,,,,,,,,,,
455,PT02M34.00S,2021-03-30T01:18:20.5Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,78,85,2021-03-30T01:18:39Z,4500000,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,454.0,,,,,,,,,,3.0,2.0,1.0,,,,,,
456,PT02M25.00S,2021-03-30T01:18:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.206964520367937,51.294424019607845,1610612738,78,85,2021-03-30T01:18:43Z,4510000,-6.0,-4.0,1,left,MISS P. Pritchard driving Layup,[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,0.74,Missed,,,,,,,,,,,,,,,,,,,
457,PT02M23.00S,2021-03-30T01:18:32.4Z,3,REGULAR,rebound,defensive,[],202339,,,1610612740,78,85,2021-03-30T01:18:43Z,4520000,,,0,,E. Bledsoe REBOUND (Off:0 Def:3),[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,456.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
458,PT02M00.00S,2021-03-30T01:18:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628404,69.46452036793693,77.76501225490196,1610612740,78,85,2021-03-30T01:19:03Z,4530000,139.0,235.0,1,right,MISS J. Hart 27' 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
459,PT01M58.00S,2021-03-30T01:18:57.6Z,3,REGULAR,rebound,defensive,[],1628436,,,1610612738,78,85,2021-03-30T01:19:03Z,4540000,,,0,,L. Kornet REBOUND (Off:1 Def:3),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,458.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
460,PT01M44.00S,2021-03-30T01:19:10.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.1268068331143235,48.10814950980392,1610612738,78,85,2021-03-30T01:19:16Z,4550000,9.0,5.0,1,left,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,1.08,Missed,,,,,,,,,,,,,,,,,,,
461,PT01M42.00S,2021-03-30T01:19:12.9Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,78,85,2021-03-30T01:19:16Z,4560000,,,0,,J. Hart REBOUND (Off:1 Def:9),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,460.0,,,,,,,,,,10.0,9.0,1.0,,,,,,
462,PT01M36.00S,2021-03-30T01:19:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,80.89684625492772,35.36305147058824,1610612740,78,85,2021-03-30T01:19:28Z,4570000,-73.0,127.0,1,right,MISS E. Bledsoe 14' driving bank Shot,[202339],1610612740.0,NOP,driving bank,,,Bledsoe,E. Bledsoe,,,,,14.67,Missed,,,,,,,,,,,,,,,,,,,
463,PT01M34.00S,2021-03-30T01:19:20.3Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612738,78,85,2021-03-30T01:19:28Z,4580000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,462.0,,,,,,,,,,2.0,1.0,1.0,,,,,,
464,PT01M30.00S,2021-03-30T01:19:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630174,6.258212877792378,52.51991421568627,1610612738,78,85,2021-03-30T01:19:32Z,4590000,-13.0,6.0,1,left,MISS A. Nesmith running Layup,[1630174],1610612738.0,BOS,running,,,Nesmith,A. Nesmith,,,,,1.41,Missed,,,,,,,,,,,,,,,,,,,
465,PT01M27.00S,2021-03-30T01:19:28.1Z,3,REGULAR,rebound,defensive,[],1630184,,,1610612740,78,85,2021-03-30T01:19:32Z,4600000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,464.0,,,,,,,,,,2.0,2.0,0.0,,,,,,
466,PT01M14.00S,2021-03-30T01:19:45.3Z,3,REGULAR,foul,personal,['2freethrow'],203095,,,1610612740,78,85,2021-03-30T01:19:56Z,4610000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Ingram 2 FT),"[203095, 1627742]",1610612738.0,BOS,shooting,,,Fournier,E. Fournier,,,,,,,,,,,,203591.0,1.0,0.0,Ingram,1627742.0,,,,,,,,,
468,PT01M14.00S,2021-03-30T01:20:19.8Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,78,86,2021-03-30T01:20:46Z,4630000,,,0,,B. Ingram Free Throw 1 of 2 (21 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,21.0,,,,,,,,,,,,,,,,,
469,PT01M14.00S,2021-03-30T01:20:20.5Z,3,REGULAR,substitution,out,[],202339,,,1610612740,78,86,2021-03-30T01:20:32Z,4640000,,,0,,SUB out: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT01M14.00S,2021-03-30T01:20:20.5Z,3,REGULAR,substitution,in,[],1629638,,,1610612740,78,86,2021-03-30T01:20:32Z,4650000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT01M14.00S,2021-03-30T01:20:19.8Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,78,86,2021-03-30T01:20:46Z,4660000,,,0,,MISS B. Ingram Free Throw 2 of 2,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Missed,,,,,,,,,,,,,,,,,,,
472,PT01M12.00S,2021-03-30T01:20:21.8Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,78,86,2021-03-30T01:20:46Z,4670000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,471.0,,,,,,,,,,4.0,2.0,2.0,,,,,,
473,PT00M59.90S,2021-03-30T01:20:57.9Z,3,REGULAR,3pt,Jump Shot,[],1630174,5.469776609724048,3.7454044117647056,1610612738,81,86,2021-03-30T01:21:06Z,4680000,231.0,-1.0,1,left,A. Nesmith 3PT  (5 PTS) (L. Kornet 2 AST),"[1630174, 1628436]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.13,Made,,5.0,L. Kornet,1628436.0,2.0,,,,,,,,,,,,,,
475,PT00M50.00S,2021-03-30T01:21:10.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,89.56964520367937,79.97089460784314,1610612740,81,86,2021-03-30T01:21:20Z,4700000,150.0,46.0,1,right,MISS B. Ingram 15' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,15.67,Missed,,,,,,,,,,,,,,,,,,,
476,PT00M46.90S,2021-03-30T01:21:14.0Z,3,REGULAR,rebound,defensive,[],1630202,,,1610612738,81,86,2021-03-30T01:21:20Z,4710000,,,0,,P. Pritchard REBOUND (Off:2 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,475.0,,,,,,,,,,5.0,3.0,2.0,,,,,,
477,PT00M35.40S,2021-03-30T01:21:28.0Z,3,REGULAR,foul,personal,[],1628404,,,1610612738,81,86,2021-03-30T01:21:38Z,4720000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 1628369]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,203591.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,
479,PT00M35.40S,2021-03-30T01:21:40.4Z,3,REGULAR,substitution,out,[],1627742,,,1610612738,81,86,2021-03-30T01:21:43Z,4740000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT00M35.40S,2021-03-30T01:21:40.4Z,3,REGULAR,substitution,in,[],1629627,,,1610612738,81,86,2021-03-30T01:21:43Z,4750000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT00M28.90S,2021-03-30T01:22:03.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.440867279894875,54.48069852941176,1610612738,81,86,2021-03-30T02:02:46Z,4760000,-22.0,17.0,1,left,MISS J. Tatum driving floating Shot,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,2.84,Missed,,,,,,,,,,,,,,,,,,,
482,PT00M26.50S,2021-03-30T01:22:05.5Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,81,86,2021-03-30T01:32:30Z,4770000,,,0,,J. Hart REBOUND (Off:1 Def:10),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,481.0,,,,,,,,,,11.0,10.0,1.0,,,,,,
483,PT00M23.80S,2021-03-30T01:22:08.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630184,87.20433639947439,38.549325980392155,1610612740,81,86,2021-03-30T01:22:15Z,4780000,-57.0,68.0,1,right,MISS K. Lewis Jr. 8' running Layup - blocked,"[1630184, 1630202]",1610612740.0,NOP,running,,,Lewis Jr.,K. Lewis Jr.,,,,,8.88,Missed,,,,,,,,,,,,,,Pritchard,1630202.0,,,,
484,PT00M23.80S,2021-03-30T01:22:08.2Z,3,REGULAR,block,,[],1630202,,,1610612740,81,86,2021-03-30T01:22:10Z,4790000,,,0,,P. Pritchard BLOCK (1 BLK),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT00M21.10S,2021-03-30T01:22:10.9Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,81,86,2021-03-30T01:22:10Z,4800000,,,0,,Z. Williamson REBOUND (Off:4 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,483.0,,,,,,,,,,5.0,1.0,4.0,,,,,,
486,PT00M12.00S,2021-03-30T01:22:20.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629627,90.75229960578186,44.43167892156863,1610612740,81,88,2021-03-30T01:22:25Z,4810000,-28.0,34.0,1,right,Z. Williamson driving Layup (20 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,4.42,Made,,20.0,,,,,,,,,,,,,,,,,
487,PT00M03.20S,2021-03-30T01:22:34.3Z,3,REGULAR,turnover,lost ball,[],1630202,,,1610612738,81,88,2021-03-30T01:22:39Z,4820000,,,0,,P. Pritchard lost ball TURNOVER (1 TO),"[1630202, 1630184]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,1.0,Lewis Jr.,1630184.0,
488,PT00M03.20S,2021-03-30T01:22:34.3Z,3,REGULAR,steal,,[],1630184,,,1610612740,81,88,2021-03-30T01:22:36Z,4830000,,,0,,K. Lewis Jr. STEAL (1 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT00M00.50S,2021-03-30T01:22:37.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,79.188567674113,92.22579656862744,1610612740,81,88,2021-03-30T01:22:48Z,4840000,211.0,143.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
490,PT00M00.10S,2021-03-30T01:22:38.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,88,2021-03-30T01:22:48Z,4850000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,489.0,,,,,,,,,,,,,,,,,,
491,PT00M00.00S,2021-03-30T01:22:41.8Z,3,REGULAR,period,end,[],0,,,1610612740,81,88,2021-03-30T01:22:41Z,4860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2021-03-30T01:24:30.2Z,4,REGULAR,substitution,out,['startperiod'],1630174,,,1610612740,81,88,2021-03-30T01:25:12Z,4870000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT12M00.00S,2021-03-30T01:24:30.2Z,4,REGULAR,substitution,in,['startperiod'],1629684,,,1610612740,81,88,2021-03-30T01:25:12Z,4880000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT12M00.00S,2021-03-30T01:25:21.6Z,4,REGULAR,period,start,[],0,,,1610612740,81,88,2021-03-30T01:25:21Z,4890000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT11M44.00S,2021-03-30T01:25:35.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.93495400788436,45.90226715686275,1610612740,81,90,2021-03-30T01:25:41Z,4900000,-20.0,23.0,1,right,Z. Williamson driving Layup (22 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,3.1,Made,,22.0,,,,,,,,,,,,,,,,,
496,PT11M27.00S,2021-03-30T01:25:53.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,17.69053876478318,50.06893382352941,1610612738,81,90,2021-03-30T01:25:58Z,4910000,0.0,114.0,1,left,MISS E. Fournier 11' driving floating Shot,[203095],1610612738.0,BOS,driving floating,,,Fournier,E. Fournier,,,,,11.38,Missed,,,,,,,,,,,,,,,,,,,
497,PT11M26.00S,2021-03-30T01:25:54.0Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,81,90,2021-03-30T01:26:28Z,4920000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,496.0,,,,,,,,,,5.0,4.0,1.0,,,,,,
499,PT11M24.00S,2021-03-30T01:26:03.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,4.28712220762155,97.61795343137256,1610612738,81,90,2021-03-30T01:26:23Z,4940000,-238.0,-12.0,1,left,MISS J. Tatum 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,23.84,Missed,,,,,,,,,,,,,,,,,,,
500,PT11M23.00S,2021-03-30T01:26:04.0Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,81,90,2021-03-30T01:26:23Z,4950000,,,0,,Z. Williamson REBOUND (Off:4 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,499.0,,,,,,,,,,6.0,2.0,4.0,,,,,,
501,PT11M20.00S,2021-03-30T01:26:07.7Z,4,REGULAR,foul,personal,[],203095,,,1610612740,81,90,2021-03-30T01:26:11Z,4960000,,,0,,E. Fournier personal FOUL (2 PF),"[203095, 1629627]",1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,201639.0,2.0,0.0,Williamson,1629627.0,,,,,,,,,
503,PT11M11.00S,2021-03-30T01:26:29.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.46057818659659,44.676776960784316,1610612740,81,92,2021-03-30T01:26:34Z,4980000,-27.0,18.0,1,right,Z. Williamson driving Layup (24 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,3.23,Made,,24.0,,,,,,,,,,,,,,,,,
504,PT10M53.00S,2021-03-30T01:26:50.3Z,4,REGULAR,turnover,out-of-bounds,[],1628436,,,1610612738,81,92,2021-03-30T01:26:57Z,4990000,,,0,,L. Kornet lost ball out-of-bounds TURNOVER (1 TO),[1628436],1610612738.0,BOS,lost ball,,,Kornet,L. Kornet,,,,,,,,,,,,201639.0,,,,,,,,,,1.0,,,
505,PT10M53.00S,2021-03-30T01:26:54.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612740,81,92,2021-03-30T01:27:02Z,5000000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT10M53.00S,2021-03-30T01:26:54.1Z,4,REGULAR,substitution,in,[],203935,,,1610612740,81,92,2021-03-30T01:27:02Z,5010000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT10M43.00S,2021-03-30T01:27:23.4Z,4,REGULAR,foul,offensive,[],1629637,,,1610612740,81,92,2021-03-30T01:27:30Z,5020000,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 1628369]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,201639.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,
509,PT10M43.00S,2021-03-30T01:27:23.4Z,4,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,81,92,2021-03-30T01:27:23Z,5040000,,,0,,J. Hayes offensive foul TURNOVER (1 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,201639.0,,,,,,,,,,1.0,,,
510,PT10M43.00S,2021-03-30T01:27:32.9Z,4,REGULAR,substitution,out,[],1628436,,,1610612738,81,92,2021-03-30T01:27:38Z,5050000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M43.00S,2021-03-30T01:27:32.9Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,81,92,2021-03-30T01:27:38Z,5060000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M30.00S,2021-03-30T01:27:54.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,20.45006570302234,63.30422794117647,1610612738,81,92,2021-03-30T01:27:59Z,5070000,-67.0,140.0,1,left,MISS J. Tatum 15' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,15.47,Missed,,,,,,,,,,,,,,,,,,,
513,PT10M27.00S,2021-03-30T01:27:57.6Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,81,92,2021-03-30T01:27:59Z,5080000,,,0,,J. Hayes REBOUND (Off:1 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,512.0,,,,,,,,,,4.0,3.0,1.0,,,,,,
514,PT10M22.00S,2021-03-30T01:28:07.9Z,4,REGULAR,foul,offensive,[],1629637,,,1610612740,81,92,2021-03-30T01:28:20Z,5090000,,,0,,J. Hayes charge offensive FOUL (2 PF),"[1629637, 203935]",1610612740.0,NOP,charge,,,Hayes,J. Hayes,,,,,,,,,,,,202056.0,2.0,0.0,Smart,203935.0,,,,,,,,,
516,PT10M22.00S,2021-03-30T01:28:07.9Z,4,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,81,92,2021-03-30T01:28:07Z,5110000,,,0,,J. Hayes offensive foul TURNOVER (2 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,202056.0,,,,,,,,,,2.0,,,
517,PT10M08.00S,2021-03-30T01:28:34.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203935,20.844283837056505,60.853247549019606,1610612738,83,92,2021-03-30T01:28:40Z,5120000,-54.0,143.0,1,left,M. Smart 15' turnaround Jump Shot (13 PTS),[203935],1610612738.0,BOS,turnaround,,,Smart,M. Smart,,,,,15.33,Made,,13.0,,,,,,,,,,,,,,,,,
518,PT09M43.00S,2021-03-30T01:28:59.6Z,4,REGULAR,3pt,Jump Shot,[],1630184,69.99014454664915,75.55912990196079,1610612740,83,92,2021-03-30T01:29:06Z,5130000,128.0,230.0,1,right,MISS K. Lewis Jr. 26' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,,
519,PT09M41.00S,2021-03-30T01:29:01.6Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,83,92,2021-03-30T01:29:06Z,5140000,,,0,,R. Williams III REBOUND (Off:2 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,518.0,,,,,,,,,,5.0,3.0,2.0,,,,,,
520,PT09M32.00S,2021-03-30T01:29:12.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.389618922470433,53.990502450980394,1610612738,83,92,2021-03-30T01:29:35Z,5150000,-20.0,8.0,1,left,MISS R. Williams III Layup,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,2.14,Missed,,,,,,,,,,,,,,,,,,,
521,PT09M31.00S,2021-03-30T01:29:13.1Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,83,92,2021-03-30T01:29:35Z,5160000,,,0,,R. Williams III REBOUND (Off:3 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,520.0,,,,,,,,,,6.0,3.0,3.0,,,,,,
522,PT09M31.00S,2021-03-30T01:29:20.5Z,4,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612738,83,92,2021-03-30T01:29:32Z,5170000,,,0,,J. Hart shooting personal FOUL (4 PF) (Williams III 2 FT),"[1628404, 1629057]",1610612740.0,NOP,shooting,,,Hart,J. Hart,,,,,,,,,,,,202056.0,4.0,0.0,Williams III,1629057.0,,,,,,,,,
524,PT09M31.00S,2021-03-30T01:30:01.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629057,,,1610612738,84,92,2021-03-30T01:30:01Z,5190000,,,0,,R. Williams III Free Throw 1 of 2 (7 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,7.0,,,,,,,,,,,,,,,,,
525,PT09M31.00S,2021-03-30T01:30:01.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629057,,,1610612738,84,92,2021-03-30T01:30:21Z,5200000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
526,PT09M31.00S,2021-03-30T01:30:01.5Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,84,92,2021-03-30T01:30:21Z,5210000,,,0,,Z. Williamson REBOUND (Off:4 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,525.0,,,,,,,,,,7.0,3.0,4.0,,,,,,
527,PT09M14.00S,2021-03-30T01:30:32.4Z,4,REGULAR,3pt,Jump Shot,[],1629638,76.69185282522996,90.26501225490196,1610612740,84,95,2021-03-30T01:30:37Z,5220000,201.0,167.0,1,right,N. Alexander-Walker 26' 3PT  (14 PTS) (Z. Williamson 2 AST),"[1629638, 1629627]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.13,Made,,14.0,Z. Williamson,1629627.0,2.0,,,,,,,,,,,,,,
529,PT08M49.00S,2021-03-30T01:30:58.3Z,4,REGULAR,3pt,Jump Shot,[],203095,26.363337713534822,81.68658088235294,1610612738,84,95,2021-03-30T01:31:10Z,5240000,-158.0,195.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
530,PT08M48.00S,2021-03-30T01:30:59.3Z,4,REGULAR,rebound,defensive,[],1630184,,,1610612740,84,95,2021-03-30T01:31:10Z,5250000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:3),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,529.0,,,,,,,,,,3.0,3.0,0.0,,,,,,
