actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
350,PT09M27.00S,2021-02-18T01:55:06.2Z,3,REGULAR,foul,personal,['2freethrow'],203991,,,1610612738,60,67,2021-02-18T01:55:14Z,3410000,,,0,,C. Capela shooting personal FOUL (2 PF) (Green 2 FT),"[203991, 1629750]",1610612737.0,ATL,shooting,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Green,1629750.0,,
352,PT09M27.00S,2021-02-18T01:55:35.6Z,3,REGULAR,freethrow,1 of 2,[],1629750,,,1610612738,61,67,2021-02-18T01:55:35Z,3430000,,,0,,J. Green Free Throw 1 of 2 (8 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
353,PT09M27.00S,2021-02-18T01:55:38.5Z,3,REGULAR,substitution,out,[],203991,,,1610612738,61,67,2021-02-18T01:55:42Z,3440000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
354,PT09M27.00S,2021-02-18T01:55:38.5Z,3,REGULAR,substitution,in,[],201568,,,1610612738,61,67,2021-02-18T01:55:42Z,3450000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
355,PT09M27.00S,2021-02-18T01:55:58.8Z,3,REGULAR,freethrow,2 of 2,[],1629750,,,1610612738,62,67,2021-02-18T01:55:58Z,3460000,,,0,,J. Green Free Throw 2 of 2 (9 PTS),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
356,PT09M15.00S,2021-02-18T01:56:11.5Z,3,REGULAR,3pt,Jump Shot,[],1628989,69.07030223390277,19.676776960784316,1610612737,62,70,2021-02-18T01:56:18Z,3470000,-152.0,238.0,1,right,K. Huerter 28' 3PT turnaround (7 PTS) (T. Young 5 AST),"[1628989, 1629027]",1610612737.0,ATL,turnaround,,,Huerter,K. Huerter,,,,,28.24,Made,,,,,7.0,T. Young,1629027.0,5.0,,,,,,,,,,
358,PT09M03.00S,2021-02-18T01:56:22.4Z,3,REGULAR,3pt,Jump Shot,[],1627759,29.25427069645204,68.94148284313727,1610612738,65,70,2021-02-18T01:56:31Z,3490000,-95.0,222.0,1,left,J. Brown 24' 3PT turnaround (9 PTS) (J. Tatum 1 AST),"[1627759, 1628369]",1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,24.18,Made,,,,,9.0,J. Tatum,1628369.0,1.0,,,,,,,,,,
360,PT08M52.00S,2021-02-18T01:56:40.0Z,3,REGULAR,foul,personal,[],1628400,,,1610612737,65,70,2021-02-18T01:56:48Z,3510000,,,0,,S. Ojeleye personal FOUL (3 PF),"[1628400, 1628381]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,101283.0,3.0,0.0,Collins,1628381.0,,
362,PT08M52.00S,2021-02-18T01:56:46.4Z,3,REGULAR,substitution,out,[],1628381,,,1610612737,65,70,2021-02-18T01:57:00Z,3530000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M52.00S,2021-02-18T01:56:46.4Z,3,REGULAR,substitution,out,[],1629629,,,1610612737,65,70,2021-02-18T01:57:00Z,3540000,,,0,,SUB out: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M52.00S,2021-02-18T01:56:46.4Z,3,REGULAR,substitution,in,[],203991,,,1610612737,65,70,2021-02-18T01:57:00Z,3550000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M52.00S,2021-02-18T01:56:46.4Z,3,REGULAR,substitution,in,[],203503,,,1610612737,65,70,2021-02-18T01:57:00Z,3560000,,,0,,SUB in: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
366,PT08M41.00S,2021-02-18T01:57:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629027,78.40013140604468,92.47089460784314,1610612737,65,70,2021-02-18T01:57:19Z,3570000,212.0,151.0,1,right,MISS T. Young 26' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
367,PT08M38.00S,2021-02-18T01:57:15.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,65,70,2021-02-18T01:57:19Z,3580000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,366.0,2.0,2.0,0.0,,,,,,,,,,,,,,
368,PT08M29.00S,2021-02-18T01:57:24.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.440867279894875,51.78462009803921,1610612738,65,70,2021-02-18T01:57:31Z,3590000,-9.0,17.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.95,Missed,,,,,,,,,,,,,,,,,,
369,PT08M25.00S,2021-02-18T01:57:28.3Z,3,REGULAR,rebound,defensive,[],201568,,,1610612737,65,70,2021-02-18T01:57:31Z,3600000,,,0,,D. Gallinari REBOUND (Off:0 Def:1),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,368.0,1.0,1.0,0.0,,,,,,,,,,,,,,
370,PT08M15.00S,2021-02-18T01:57:37.5Z,3,REGULAR,2pt,Jump Shot,[],1629027,73.66951379763469,74.57873774509804,1610612737,65,72,2021-02-18T01:57:45Z,3610000,123.0,195.0,1,right,T. Young 23' pullup Jump Shot (22 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,23.05,Made,,,,,22.0,,,,,,,,,,,,,
371,PT08M01.00S,2021-02-18T01:57:51.8Z,3,REGULAR,2pt,Jump Shot,[],1628369,9.674770039421814,78.50030637254902,1610612738,67,72,2021-02-18T01:58:01Z,3620000,-143.0,38.0,1,left,J. Tatum 14' step back Jump Shot (21 PTS),[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,14.76,Made,,,,,21.0,,,,,,,,,,,,,
372,PT07M41.00S,2021-02-18T01:58:11.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203503,87.20433639947439,48.84344362745098,1610612737,67,74,2021-02-18T01:58:18Z,3630000,-6.0,68.0,1,right,T. Snell 6' pullup Jump Shot (2 PTS) (T. Young 6 AST),"[203503, 1629027]",1610612737.0,ATL,pullup,,,Snell,T. Snell,,,,,6.8,Made,,,,,2.0,T. Young,1629027.0,6.0,,,,,,,,,,
374,PT07M22.00S,2021-02-18T01:58:31.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.674770039421814,52.76501225490197,1610612738,67,74,2021-02-18T01:58:36Z,3650000,-14.0,38.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,4.08,Missed,,,,,,,,,,,,,,,,,,
375,PT07M20.00S,2021-02-18T01:58:33.3Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,67,74,2021-02-18T01:58:33Z,3660000,,,0,,C. Capela REBOUND (Off:1 Def:8),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,374.0,9.0,8.0,1.0,,,,,,,,,,,,,,
376,PT07M13.00S,2021-02-18T01:58:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,91.93495400788436,52.27481617647059,1610612737,67,76,2021-02-18T02:00:34Z,3670000,11.0,23.0,1,right,T. Young driving Layup (24 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.59,Made,,,,,24.0,,,,,,,,,,,,,
377,PT07M11.00S,2021-02-18T01:58:45.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,67,76,2021-02-18T01:58:45Z,3680000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT07M11.00S,2021-02-18T02:01:16.5Z,3,REGULAR,substitution,out,[],1628400,,,1610612738,67,76,2021-02-18T02:01:30Z,3690000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
379,PT07M11.00S,2021-02-18T02:01:16.5Z,3,REGULAR,substitution,in,[],201952,,,1610612738,67,76,2021-02-18T02:01:30Z,3700000,,,0,,SUB in: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M59.00S,2021-02-18T02:01:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.046649145860711,47.86305147058824,1610612738,69,76,2021-02-18T02:01:57Z,3710000,11.0,14.0,1,left,J. Brown cutting Layup (11 PTS) (J. Tatum 2 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.74,Made,,,,,11.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
382,PT06M41.00S,2021-02-18T02:02:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201568,87.99277266754271,53.990502450980394,1610612737,69,76,2021-02-18T02:02:19Z,3730000,20.0,60.0,1,right,MISS D. Gallinari 6' driving Layup,[201568],1610612737.0,ATL,driving,,,Gallinari,D. Gallinari,,,,,6.36,Missed,,,,,,,,,,,,,,,,,,
384,PT06M39.00S,2021-02-18T02:02:12.2Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,69,76,2021-02-18T02:02:44Z,3750000,,,0,,T. Thompson REBOUND (Off:3 Def:2),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,382.0,5.0,2.0,3.0,,,,,,,,,,,,,,
385,PT06M27.00S,2021-02-18T02:02:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202684,5.338370565045992,49.82383578431372,1610612738,71,76,2021-02-18T02:02:29Z,3760000,1.0,-2.0,1,left,T. Thompson cutting Layup (12 PTS) (J. Brown 5 AST),"[202684, 1627759]",1610612738.0,BOS,cutting,,,Thompson,T. Thompson,,,,,0.25,Made,,,,,12.0,J. Brown,1627759.0,5.0,,,,,,,,,,
387,PT06M11.00S,2021-02-18T02:02:44.6Z,3,REGULAR,foul,personal,[],201952,,,1610612737,71,76,2021-02-18T02:02:50Z,3780000,,,0,,J. Teague personal FOUL (1 PF),"[201952, 201568]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Gallinari,201568.0,,
389,PT06M11.00S,2021-02-18T02:02:56.4Z,3,REGULAR,substitution,out,[],1628989,,,1610612737,71,76,2021-02-18T02:02:58Z,3800000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M11.00S,2021-02-18T02:02:56.4Z,3,REGULAR,substitution,in,[],1629629,,,1610612737,71,76,2021-02-18T02:02:58Z,3810000,,,0,,SUB in: C. Reddish,[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M08.00S,2021-02-18T02:03:05.9Z,3,REGULAR,turnover,lost ball,[],1629027,,,1610612737,71,76,2021-02-18T02:06:12Z,3815000,,,0,,T. Young lost ball TURNOVER (6 TO),"[1629027, 1629750]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,6.0,Green,1629750.0,,,,,,,
399,PT06M08.00S,2021-02-18T02:03:05.9Z,3,REGULAR,steal,,[],1629750,,,1610612738,71,76,2021-02-18T02:04:28Z,3817500,,,0,,J. Green STEAL (2 STL),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M05.00S,2021-02-18T02:03:10.6Z,3,REGULAR,turnover,bad pass,[],1629750,,,1610612738,71,76,2021-02-18T02:06:21Z,3818750,,,0,,J. Green bad pass TURNOVER (1 TO),"[1629750, 1629027]",1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,,,
413,PT06M05.00S,2021-02-18T02:03:10.6Z,3,REGULAR,steal,,[],1629027,,,1610612737,71,76,2021-02-18T02:05:30Z,3819375,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
391,PT06M01.00S,2021-02-18T02:03:15.4Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,71,76,2021-02-18T02:07:27Z,3820000,,,0,,T. Young bad pass TURNOVER (7 TO),"[1629027, 202684]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,7.0,Thompson,202684.0,,,,,,,
392,PT06M01.00S,2021-02-18T02:03:15.4Z,3,REGULAR,steal,,[],202684,,,1610612738,71,76,2021-02-18T02:03:25Z,3830000,,,0,,T. Thompson STEAL (3 STL),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
393,PT05M46.00S,2021-02-18T02:03:33.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612738,71,76,2021-02-18T02:03:51Z,3840000,,,0,,T. Young shooting personal FOUL (1 PF) (Tatum 2 FT),"[1629027, 1628369]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,Tatum,1628369.0,,
395,PT05M46.00S,2021-02-18T02:03:59.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,72,76,2021-02-18T02:03:59Z,3860000,,,0,,J. Tatum Free Throw 1 of 2 (22 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
396,PT05M46.00S,2021-02-18T02:04:14.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,73,76,2021-02-18T02:04:14Z,3870000,,,0,,J. Tatum Free Throw 2 of 2 (23 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
397,PT05M33.00S,2021-02-18T02:04:27.8Z,3,REGULAR,3pt,Jump Shot,[],1629629,64.99671484888306,42.22579656862745,1610612737,73,76,2021-02-18T02:04:33Z,3880000,-39.0,277.0,1,right,MISS C. Reddish 27' pullup 3PT,[1629629],1610612737.0,ATL,pullup,,,Reddish,C. Reddish,,,,,27.92,Missed,,,,,,,,,,,,,,,,,,
400,PT05M30.00S,2021-02-18T02:04:30.1Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,73,76,2021-02-18T02:04:30Z,3890000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,397.0,6.0,3.0,3.0,,,,,,,,,,,,,,
687,PT05M18.00S,2021-02-18T02:04:34.9Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,73,76,2021-02-18T03:08:55Z,3895000,,,0,,J. Tatum lost ball TURNOVER (1 TO),"[1628369, 1629629]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,1.0,Reddish,1629629.0,,,,,,,
688,PT05M18.00S,2021-02-18T02:04:34.9Z,3,REGULAR,steal,,[],1629629,,,1610612737,73,76,2021-02-18T03:08:55Z,3897500,,,0,,C. Reddish STEAL (2 STL),[1629629],1610612737.0,ATL,,,,Reddish,C. Reddish,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M13.00S,2021-02-18T02:04:47.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",203991,91.93495400788436,49.82383578431372,1610612737,73,78,2021-02-18T03:08:58Z,3930000,-1.0,23.0,1,right,C. Capela driving Layup (14 PTS),[203991],1610612737.0,ATL,driving,,,Capela,C. Capela,,,,,2.33,Made,,,,,14.0,,,,,,,,,,,,,
405,PT05M05.00S,2021-02-18T02:04:56.2Z,3,REGULAR,3pt,Jump Shot,[],1627759,31.35676741130092,51.294424019607845,1610612738,73,78,2021-02-18T02:05:06Z,3940000,-6.0,242.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.24,Missed,,,,,,,,,,,,,,,,,,
406,PT05M04.00S,2021-02-18T02:04:57.2Z,3,REGULAR,rebound,defensive,[],203991,,,1610612737,73,78,2021-02-18T02:05:06Z,3950000,,,0,,C. Capela REBOUND (Off:1 Def:9),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,405.0,10.0,9.0,1.0,,,,,,,,,,,,,,
407,PT04M53.00S,2021-02-18T02:05:08.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,91.40932982917214,49.333639705882355,1610612737,73,80,2021-02-18T02:05:12Z,3960000,-3.0,28.0,1,right,C. Capela reverse Layup (16 PTS) (T. Young 7 AST),"[203991, 1629027]",1610612737.0,ATL,reverse,,,Capela,C. Capela,,,,,2.85,Made,,,,,16.0,T. Young,1629027.0,7.0,,,,,,,,,,
409,PT04M41.00S,2021-02-18T02:05:19.7Z,3,REGULAR,3pt,Jump Shot,[],201952,28.33442838370565,19.186580882352942,1610612738,73,80,2021-02-18T02:05:36Z,3980000,154.0,214.0,1,left,MISS J. Teague 26' 3PT,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
410,PT04M37.00S,2021-02-18T02:05:24.8Z,3,REGULAR,rebound,offensive,[],201952,,,1610612738,73,80,2021-02-18T02:05:24Z,3990000,,,0,,J. Teague REBOUND (Off:1 Def:0),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,409.0,1.0,0.0,1.0,,,,,,,,,,,,,,
411,PT04M34.00S,2021-02-18T02:05:27.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,20.71287779237845,6.686580882352941,1610612738,73,80,2021-02-18T02:05:39Z,4000000,217.0,142.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
414,PT04M31.00S,2021-02-18T02:05:30.5Z,3,REGULAR,rebound,defensive,[],1629027,,,1610612737,73,80,2021-02-18T02:05:39Z,4010000,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,411.0,3.0,3.0,0.0,,,,,,,,,,,,,,
415,PT04M26.00S,2021-02-18T02:05:35.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201568,66.5735873850197,36.833639705882355,1610612737,73,80,2021-02-18T02:05:43Z,4020000,-66.0,262.0,1,right,MISS D. Gallinari 26' 3PT,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,26.98,Missed,,,,,,,,,,,,,,,,,,
416,PT04M22.00S,2021-02-18T02:05:39.2Z,3,REGULAR,rebound,defensive,[],1629750,,,1610612738,73,80,2021-02-18T02:05:43Z,4030000,,,0,,J. Green REBOUND (Off:1 Def:2),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,415.0,3.0,2.0,1.0,,,,,,,,,,,,,,
417,PT04M19.00S,2021-02-18T02:05:41.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,6.1268068331143235,48.10814950980392,1610612738,75,80,2021-02-18T02:05:52Z,4040000,9.0,5.0,1,left,J. Tatum running alley-oop DUNK (25 PTS) (J. Brown 6 AST),"[1628369, 1627759]",1610612738.0,BOS,running alley-oop,,,Tatum,J. Tatum,,,,,1.08,Made,,,,,25.0,J. Brown,1627759.0,6.0,,,,,,,,,,
419,PT04M19.00S,2021-02-18T02:05:47.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,75,80,2021-02-18T02:05:47Z,4060000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,out,[],1628369,,,1610612737,75,80,2021-02-18T02:08:37Z,4070000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,out,[],202684,,,1610612737,75,80,2021-02-18T02:08:37Z,4080000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,out,[],1629750,,,1610612737,75,80,2021-02-18T02:08:37Z,4090000,,,0,,SUB out: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,out,[],203991,,,1610612737,75,80,2021-02-18T02:08:37Z,4100000,,,0,,SUB out: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,in,[],1629684,,,1610612737,75,80,2021-02-18T02:08:37Z,4110000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,in,[],1630174,,,1610612737,75,80,2021-02-18T02:08:37Z,4120000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612737,75,80,2021-02-18T02:08:37Z,4130000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M19.00S,2021-02-18T02:08:15.7Z,3,REGULAR,substitution,in,[],1628381,,,1610612737,75,80,2021-02-18T02:08:37Z,4140000,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M00.00S,2021-02-18T02:09:03.1Z,3,REGULAR,2pt,Jump Shot,[],1628381,90.88370565045992,20.902267156862745,1610612737,75,82,2021-02-18T02:09:09Z,4150000,-145.0,33.0,1,right,J. Collins 14' Jump Shot (14 PTS) (C. Reddish 3 AST),"[1628381, 1629629]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,14.92,Made,,,,,14.0,C. Reddish,1629629.0,3.0,,,,,,,,,,
430,PT03M42.00S,2021-02-18T02:09:20.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.178055190538765,48.59834558823529,1610612738,77,82,2021-02-18T02:09:28Z,4170000,7.0,15.0,1,left,R. Williams III alley-oop DUNK (4 PTS) (J. Brown 7 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,1.66,Made,,,,,4.0,J. Brown,1627759.0,7.0,,,,,,,,,,
432,PT03M14.00S,2021-02-18T02:09:48.3Z,3,REGULAR,2pt,Jump Shot,[],201568,81.2910643889619,85.11795343137256,1610612737,77,82,2021-02-18T02:09:55Z,4190000,176.0,123.0,1,right,MISS D. Gallinari 21' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,21.46,Missed,,,,,,,,,,,,,,,,,,
433,PT03M12.00S,2021-02-18T02:09:50.3Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,77,82,2021-02-18T02:09:55Z,4200000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,432.0,1.0,1.0,0.0,,,,,,,,,,,,,,
434,PT03M02.00S,2021-02-18T02:10:01.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,11.514454664914586,44.43167892156863,1610612738,77,82,2021-02-18T02:10:10Z,4210000,28.0,56.0,1,left,MISS J. Brown 6' floating Shot,[1627759],1610612738.0,BOS,floating,,,Brown,J. Brown,,,,,6.23,Missed,,,,,,,,,,,,,,,,,,
435,PT02M59.00S,2021-02-18T02:10:04.0Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,77,82,2021-02-18T02:10:10Z,4220000,,,0,,J. Collins REBOUND (Off:2 Def:1),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,434.0,3.0,1.0,2.0,,,,,,,,,,,,,,
436,PT02M53.00S,2021-02-18T02:10:09.6Z,3,REGULAR,3pt,Jump Shot,[],1629027,63.9454664914586,45.41207107843137,1610612737,77,82,2021-02-18T02:10:15Z,4230000,-23.0,286.0,1,right,MISS T. Young 28' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,28.73,Missed,,,,,,,,,,,,,,,,,,
437,PT02M50.00S,2021-02-18T02:10:12.6Z,3,REGULAR,rebound,defensive,[],201952,,,1610612738,77,82,2021-02-18T02:10:15Z,4240000,,,0,,J. Teague REBOUND (Off:1 Def:1),[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,436.0,2.0,1.0,1.0,,,,,,,,,,,,,,
438,PT02M44.00S,2021-02-18T02:10:19.1Z,3,REGULAR,turnover,bad pass,[],201952,,,1610612738,77,82,2021-02-18T02:10:24Z,4250000,,,0,,J. Teague bad pass TURNOVER (1 TO),"[201952, 1629027]",1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,,,
439,PT02M44.00S,2021-02-18T02:10:19.1Z,3,REGULAR,steal,,[],1629027,,,1610612737,77,82,2021-02-18T02:10:20Z,4260000,,,0,,T. Young STEAL (2 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
440,PT02M37.00S,2021-02-18T02:10:27.8Z,3,REGULAR,foul,personal,[],1630174,,,1610612737,77,82,2021-02-18T02:10:38Z,4270000,,,0,,A. Nesmith personal FOUL (2 PF),"[1630174, 1629027]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Young,1629027.0,,
442,PT02M37.00S,2021-02-18T02:10:39.0Z,3,REGULAR,substitution,out,[],1629027,,,1610612737,77,82,2021-02-18T02:10:43Z,4290000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
