actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,stealPlayerName,stealPersonId
637,PT00M18.70S,2021-02-27T03:04:29.9Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,115,112,2021-02-27T03:04:41Z,6190000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M18.70S,2021-02-27T03:04:29.9Z,4,REGULAR,substitution,in,[],204456,,,1610612738,115,112,2021-02-27T03:04:41Z,6200000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M18.70S,2021-02-27T03:04:47.8Z,4,REGULAR,substitution,out,[],203926,,,1610612738,115,112,2021-02-27T03:04:52Z,6210000,,,0,,SUB out: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M18.70S,2021-02-27T03:04:47.8Z,4,REGULAR,substitution,in,[],1628410,,,1610612738,115,112,2021-02-27T03:04:52Z,6220000,,,0,,SUB in: E. Sumner,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M11.60S,2021-02-27T03:05:20.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612738,115,112,2021-02-27T03:05:26Z,6240000,,,0,,M. Brogdon personal FOUL (4 PF) (Walker 2 FT),"[1627763, 202689]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,200834.0,,,,,,4.0,0.0,Walker,202689.0,,,
644,PT00M11.60S,2021-02-27T03:06:18.0Z,4,REGULAR,freethrow,1 of 2,[],202689,,,1610612738,116,112,2021-02-27T03:06:18Z,6260000,,,0,,K. Walker Free Throw 1 of 2 (31 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,31.0,,,,,,,,,,,
645,PT00M11.60S,2021-02-27T03:06:20.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,116,112,2021-02-27T03:06:25Z,6270000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M11.60S,2021-02-27T03:06:20.2Z,4,REGULAR,substitution,out,[],204456,,,1610612738,116,112,2021-02-27T03:06:25Z,6280000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M11.60S,2021-02-27T03:06:20.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,116,112,2021-02-27T03:06:25Z,6290000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M11.60S,2021-02-27T03:06:20.2Z,4,REGULAR,substitution,in,[],1626167,,,1610612738,116,112,2021-02-27T03:06:25Z,6300000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M11.60S,2021-02-27T03:06:46.1Z,4,REGULAR,freethrow,2 of 2,[],202689,,,1610612738,117,112,2021-02-27T03:06:46Z,6310000,,,0,,K. Walker Free Throw 2 of 2 (32 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Made,,,,,,,,32.0,,,,,,,,,,,
650,PT00M11.60S,2021-02-27T03:06:50.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,117,112,2021-02-27T03:06:50Z,6320000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M11.60S,2021-02-27T03:07:51.3Z,4,REGULAR,substitution,out,[],1628410,,,1610612754,117,112,2021-02-27T03:08:05Z,6330000,,,0,,SUB out: E. Sumner,[1628410],1610612754.0,IND,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M11.60S,2021-02-27T03:07:51.3Z,4,REGULAR,substitution,in,[],203926,,,1610612754,117,112,2021-02-27T03:08:05Z,6340000,,,0,,SUB in: D. McDermott,[203926],1610612754.0,IND,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M06.30S,2021-02-27T03:08:26.8Z,4,REGULAR,3pt,Jump Shot,[],1626167,68.15045992115637,25.314031862745097,1610612754,117,112,2021-02-27T03:08:36Z,6350000,-123.0,247.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,27.6,Missed,,,,,,,,,,,,,,,,,,,
656,PT00M02.90S,2021-02-27T03:08:30.2Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,117,112,2021-02-27T03:10:17Z,6360000,,,0,,R. Williams III REBOUND (Off:3 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,655.0,11.0,8.0,3.0,,,,,,,,,,,,,
657,PT00M02.90S,2021-02-27T03:08:32.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203200,,,1610612738,117,112,2021-02-27T03:08:50Z,6370000,,,0,,J. Holiday personal FOUL (2 PF) (Williams III 2 FT),"[203200, 1629057]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,1626302.0,,,,,,2.0,0.0,Williams III,1629057.0,,,
659,PT00M02.90S,2021-02-27T03:09:08.9Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,118,112,2021-02-27T03:09:08Z,6390000,,,0,,R. Williams III Free Throw 1 of 2 (14 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
660,PT00M02.90S,2021-02-27T03:09:08.9Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,118,112,2021-02-27T03:09:52Z,6400000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
661,PT00M02.00S,2021-02-27T03:09:09.8Z,4,REGULAR,rebound,defensive,[],203200,,,1610612754,118,112,2021-02-27T03:09:52Z,6410000,,,0,,J. Holiday REBOUND (Off:0 Def:5),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,660.0,5.0,5.0,0.0,,,,,,,,,,,,,
662,PT00M02.00S,2021-02-27T03:09:28.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,118,112,2021-02-27T03:09:28Z,6420000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M00.60S,2021-02-27T03:10:59.3Z,4,REGULAR,3pt,Jump Shot,[],1626167,65.39093298291722,57.91207107843137,1610612754,118,112,2021-02-27T03:11:49Z,6430000,40.0,273.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,27.57,Missed,,,,,,,,,,,,,,,,,,,
665,PT00M00.60S,2021-02-27T03:10:59.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,118,112,2021-02-27T03:11:49Z,6440000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,664.0,,,,,,,,,,,,,,,,
666,PT00M00.00S,2021-02-27T03:11:05.8Z,4,REGULAR,period,end,[],0,,,1610612754,118,112,2021-02-27T03:11:05Z,6450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M00.00S,2021-02-27T03:11:18.9Z,4,REGULAR,game,end,[],0,,,0,118,112,2021-02-27T03:11:19Z,6460000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
