actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
450,PT00M38.70S,2021-05-03T01:11:21.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612757,98,103,2021-05-03T01:11:56Z,4410000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,
451,PT00M38.10S,2021-05-03T01:11:25.7Z,3,REGULAR,foul,personal,[],1630174,,,1610612757,98,103,2021-05-03T01:12:08Z,4420000,,,0,,A. Nesmith loose ball personal FOUL (4 PF),"[1630174, 203496]",1610612738.0,BOS,loose ball,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,2882.0,4.0,0.0,Covington,203496.0,
453,PT00M38.10S,2021-05-03T01:11:36.3Z,3,REGULAR,substitution,out,[],1627759,,,1610612757,98,103,2021-05-03T01:11:40Z,4440000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT00M38.10S,2021-05-03T01:11:36.3Z,3,REGULAR,substitution,in,[],1628369,,,1610612757,98,103,2021-05-03T01:11:40Z,4450000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT00M38.10S,2021-05-03T01:11:50.7Z,3,REGULAR,substitution,out,[],1629057,,,1610612757,98,103,2021-05-03T01:12:04Z,4460000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT00M38.10S,2021-05-03T01:11:50.7Z,3,REGULAR,substitution,out,[],202683,,,1610612757,98,103,2021-05-03T01:12:04Z,4470000,,,0,,SUB out: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT00M38.10S,2021-05-03T01:11:50.7Z,3,REGULAR,substitution,in,[],1629641,,,1610612757,98,103,2021-05-03T01:12:04Z,4480000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT00M38.10S,2021-05-03T01:11:50.7Z,3,REGULAR,substitution,in,[],203468,,,1610612757,98,103,2021-05-03T01:12:04Z,4490000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT00M33.20S,2021-05-03T01:12:16.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203468,67.23061760840999,30.95128676470588,1610612757,98,103,2021-05-03T01:12:25Z,4500000,-95.0,256.0,1,right,MISS C. McCollum 27' step back 3PT,[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,,
460,PT00M30.70S,2021-05-03T01:12:19.2Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,98,103,2021-05-03T01:12:25Z,4510000,,,0,,M. Smart REBOUND (Off:1 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,459.0,6.0,5.0,1.0,,,,,,,,
461,PT00M11.20S,2021-05-03T01:12:38.7Z,3,REGULAR,3pt,Jump Shot,[],203935,22.158344283837057,88.05912990196079,1610612738,98,103,2021-05-03T01:12:50Z,4520000,-190.0,156.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,24.59,Missed,,,,,,,,,,,,,,,,,,,
462,PT00M07.20S,2021-05-03T01:12:42.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,103,2021-05-03T01:15:16Z,4530000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,461.0,,,,,,,,,,,
465,PT00M06.10S,2021-05-03T01:12:48.7Z,3,REGULAR,foul,personal,[],1629014,,,1610612738,98,103,2021-05-03T01:13:24Z,4560000,,,0,,A. Simons loose ball personal FOUL (1 PF),"[1629014, 1630174]",1610612757.0,POR,loose ball,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,204058.0,1.0,0.0,Nesmith,1630174.0,
467,PT00M06.10S,2021-05-03T01:13:01.6Z,3,REGULAR,substitution,out,[],1629641,,,1610612738,98,103,2021-05-03T01:13:09Z,4580000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
468,PT00M06.10S,2021-05-03T01:13:01.6Z,3,REGULAR,substitution,out,[],203468,,,1610612738,98,103,2021-05-03T01:13:09Z,4590000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
469,PT00M06.10S,2021-05-03T01:13:01.6Z,3,REGULAR,substitution,in,[],1629057,,,1610612738,98,103,2021-05-03T01:13:09Z,4600000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT00M06.10S,2021-05-03T01:13:01.6Z,3,REGULAR,substitution,in,[],202683,,,1610612738,98,103,2021-05-03T01:13:09Z,4610000,,,0,,SUB in: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT00M02.30S,2021-05-03T01:13:21.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629057,17.16491458607096,78.01011029411765,1610612738,98,103,2021-05-03T01:13:31Z,4620000,-140.0,109.0,1,left,MISS R. Williams III 17' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,17.74,Missed,,,,,,,,,,,,,,,,,,,
472,PT00M02.30S,2021-05-03T01:13:21.2Z,3,REGULAR,rebound,offensive,[],203935,,,1610612738,98,103,2021-05-03T01:13:31Z,4630000,,,0,,M. Smart REBOUND (Off:2 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,471.0,7.0,5.0,2.0,,,,,,,,
473,PT00M00.00S,2021-05-03T01:13:26.3Z,3,REGULAR,2pt,Layup,['2ndchance'],203935,7.046649145860711,33.40226715686275,1610612738,98,103,2021-05-03T01:15:17Z,4640000,83.0,14.0,1,left,MISS M. Smart 8' reverse Layup,[203935],1610612738.0,BOS,reverse,,,Smart,M. Smart,,,,,8.41,Missed,,,,,,,,,,,,,,,,,,,
474,PT00M00.00S,2021-05-03T01:13:26.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,103,2021-05-03T01:13:38Z,4650000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,473.0,,,,,,,,,,,
475,PT00M00.00S,2021-05-03T01:13:35.7Z,3,REGULAR,period,end,[],0,,,1610612738,98,103,2021-05-03T01:13:35Z,4660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,98,103,2021-05-03T01:15:47Z,4670000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,out,['startperiod'],203081,,,1610612738,98,103,2021-05-03T01:15:47Z,4680000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,out,['startperiod'],203496,,,1610612738,98,103,2021-05-03T01:15:47Z,4690000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,in,['startperiod'],1629641,,,1610612738,98,103,2021-05-03T01:15:47Z,4700000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,in,['startperiod'],203468,,,1610612738,98,103,2021-05-03T01:15:47Z,4710000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2021-05-03T01:15:29.5Z,4,REGULAR,substitution,in,['startperiod'],1626181,,,1610612738,98,103,2021-05-03T01:15:47Z,4720000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2021-05-03T01:16:02.8Z,4,REGULAR,period,start,[],0,,,1610612757,98,103,2021-05-03T01:16:02Z,4730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT11M43.00S,2021-05-03T01:16:19.1Z,4,REGULAR,2pt,Jump Shot,[],203468,74.32654402102497,31.196384803921568,1610612757,98,105,2021-05-03T01:16:25Z,4740000,-94.0,189.0,1,right,C. McCollum 21' pullup Jump Shot (25 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,21.09,Made,25.0,,,,,,,,,,,,,,,,,,
484,PT11M20.00S,2021-05-03T01:16:41.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.196452036793694,82.17677696078431,1610612738,98,105,2021-05-03T01:16:46Z,4750000,-161.0,260.0,1,left,MISS P. Pritchard 30' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,30.53,Missed,,,,,,,,,,,,,,,,,,,
485,PT11M19.00S,2021-05-03T01:16:42.0Z,4,REGULAR,rebound,defensive,[],203468,,,1610612757,98,105,2021-05-03T01:16:46Z,4760000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,484.0,4.0,4.0,0.0,,,,,,,,
486,PT11M08.00S,2021-05-03T01:16:55.5Z,4,REGULAR,foul,personal,[],1629641,,,1610612757,98,105,2021-05-03T01:17:06Z,4770000,,,0,,R. Langford personal FOUL (1 PF),"[1629641, 2546]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Anthony,2546.0,
488,PT11M06.00S,2021-05-03T01:17:21.7Z,4,REGULAR,2pt,Jump Shot,[],203468,90.48948751642575,12.568933823529413,1610612757,98,105,2021-05-03T01:19:10Z,4790000,-187.0,37.0,1,right,MISS C. McCollum 19' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,19.08,Missed,,,,,,,,,,,,,,,,,,,
489,PT11M03.00S,2021-05-03T01:17:24.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,105,2021-05-03T01:17:28Z,4800000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,488.0,2.0,2.0,0.0,,,,,,,,
490,PT11M00.00S,2021-05-03T01:17:29.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.30946123521682,48.59834558823529,1610612738,100,105,2021-05-03T01:17:37Z,4810000,7.0,16.0,1,left,J. Tatum running Layup (28 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,1.76,Made,28.0,,,,,,,,,,,,,,,,,,
491,PT11M00.00S,2021-05-03T01:17:31.8Z,4,REGULAR,foul,personal,['1freethrow'],2546,,,1610612738,100,105,2021-05-03T01:17:42Z,4820000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Tatum 1 FT),"[2546, 1628369]",1610612757.0,POR,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,2882.0,3.0,0.0,Tatum,1628369.0,
493,PT11M00.00S,2021-05-03T01:17:57.1Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628369,,,1610612738,101,105,2021-05-03T01:17:57Z,4840000,,,0,,J. Tatum Free Throw 1 of 1 (29 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,29.0,,,,,,,,,,,,,,,,,,
494,PT10M43.00S,2021-05-03T01:18:16.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202683,91.27792378449409,55.4610906862745,1610612757,101,105,2021-05-03T01:18:23Z,4850000,27.0,29.0,1,right,MISS E. Kanter Layup,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,4.02,Missed,,,,,,,,,,,,,,,,,,,
495,PT10M42.00S,2021-05-03T01:18:17.1Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,101,105,2021-05-03T01:19:48Z,4860000,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,494.0,4.0,3.0,1.0,,,,,,,,
496,PT10M35.00S,2021-05-03T01:18:26.4Z,4,REGULAR,foul,personal,[],2546,,,1610612738,101,105,2021-05-03T01:18:42Z,4870000,,,0,,C. Anthony personal FOUL (4 PF),"[2546, 1628369]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,204058.0,4.0,0.0,Tatum,1628369.0,
498,PT10M20.00S,2021-05-03T01:19:03.4Z,4,REGULAR,2pt,Jump Shot,[],1630174,18.478975032851512,32.421875,1610612738,101,105,2021-05-03T01:22:42Z,4890000,88.0,121.0,1,left,MISS A. Nesmith 14' driving floating Shot,[1630174],1610612738.0,BOS,driving floating,,,Nesmith,A. Nesmith,,,,,14.97,Missed,,,,,,,,,,,,,,,,,,,
499,PT10M19.00S,2021-05-03T01:19:04.4Z,4,REGULAR,rebound,defensive,[],2546,,,1610612757,101,105,2021-05-03T01:19:21Z,4900000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,498.0,2.0,2.0,0.0,,,,,,,,
500,PT10M08.00S,2021-05-03T01:19:16.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,92.19776609724047,64.5297181372549,1610612757,101,105,2021-05-03T01:19:41Z,4910000,73.0,21.0,1,right,MISS C. McCollum 7' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,7.55,Missed,,,,,,,,,,,,,,,,,,,
501,PT10M06.00S,2021-05-03T01:19:18.4Z,4,REGULAR,rebound,offensive,[],202683,,,1610612757,101,105,2021-05-03T01:19:41Z,4920000,,,0,,E. Kanter REBOUND (Off:2 Def:3),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,500.0,5.0,3.0,2.0,,,,,,,,
502,PT10M06.00S,2021-05-03T01:19:18.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202683,94.40999984741211,50.0,1610612757,101,105,2021-05-03T01:19:18Z,4930000,0.0,0.0,1,right,MISS E. Kanter tip Layup - blocked,"[202683, 1629057]",1610612757.0,POR,tip,,,Kanter,E. Kanter,,,,,0.0,Missed,,,,,,,,,,,,Williams III,1629057.0,,,,,,
503,PT10M06.00S,2021-05-03T01:19:18.5Z,4,REGULAR,block,,[],1629057,,,1610612757,101,105,2021-05-03T01:19:19Z,4940000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT10M04.00S,2021-05-03T01:19:20.1Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,101,105,2021-05-03T01:19:20Z,4950000,,,0,,P. Pritchard REBOUND (Off:1 Def:4),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,502.0,5.0,4.0,1.0,,,,,,,,
505,PT10M01.00S,2021-05-03T01:19:27.8Z,4,REGULAR,foul,personal,[],1629014,,,1610612738,101,105,2021-05-03T01:19:43Z,4960000,,,0,,A. Simons personal FOUL (2 PF),"[1629014, 1628369]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Tatum,1628369.0,
507,PT09M49.00S,2021-05-03T01:19:58.1Z,4,REGULAR,2pt,Jump Shot,[],1628369,10.200394218134035,77.51991421568627,1610612738,101,105,2021-05-03T01:24:51Z,4980000,-138.0,43.0,1,left,MISS J. Tatum 14' turnaround Shot,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,14.43,Missed,,,,,,,,,,,,,,,,,,,
508,PT09M46.00S,2021-05-03T01:20:01.1Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,101,105,2021-05-03T01:20:06Z,4990000,,,0,,R. Williams III REBOUND (Off:1 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,507.0,5.0,4.0,1.0,,,,,,,,
509,PT09M43.00S,2021-05-03T01:20:03.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,30.699737187910642,21.637561274509803,1610612738,104,105,2021-05-03T01:20:09Z,5000000,142.0,236.0,1,left,A. Nesmith 27' 3PT  (14 PTS) (R. Williams III 4 AST),"[1630174, 1629057]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,27.54,Made,14.0,R. Williams III,1629057.0,4.0,,,,,,,,,,,,,,,
511,PT09M18.00S,2021-05-03T01:20:31.8Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612757,104,105,2021-05-03T01:20:56Z,5020000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Kanter 2 FT),"[1629057, 202683]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,Kanter,202683.0,
513,PT09M18.00S,2021-05-03T01:20:58.5Z,4,REGULAR,freethrow,1 of 2,[],202683,,,1610612757,104,106,2021-05-03T01:20:58Z,5040000,,,0,,E. Kanter Free Throw 1 of 2 (4 PTS),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
514,PT09M18.00S,2021-05-03T01:21:16.2Z,4,REGULAR,freethrow,2 of 2,[],202683,,,1610612757,104,107,2021-05-03T01:21:16Z,5050000,,,0,,E. Kanter Free Throw 2 of 2 (5 PTS),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
553,PT09M00.00S,2021-05-03T01:21:17.0Z,4,REGULAR,turnover,offensive goaltending,[],1630174,,,1610612738,104,107,2021-05-03T01:29:13Z,5055000,,,0,,A. Nesmith offensive goaltending TURNOVER (1 TO),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,1.0,,,,,,,,,204058.0,,,,,
518,PT08M48.00S,2021-05-03T01:22:01.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],2546,74.29369250985545,16.842830882352942,1610612757,104,107,2021-05-03T01:33:40Z,5090000,-166.0,189.0,1,right,MISS C. Anthony 25' 3PT,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
519,PT08M43.00S,2021-05-03T01:22:06.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,104,107,2021-05-03T01:29:01Z,5100000,,,0,,P. Pritchard REBOUND (Off:1 Def:5),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,518.0,6.0,5.0,1.0,,,,,,,,
520,PT08M39.00S,2021-05-03T01:22:10.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,12.697109067017081,34.872855392156865,1610612738,106,107,2021-05-03T01:33:29Z,5110000,76.0,67.0,1,left,A. Nesmith 10' floating Jump Shot (16 PTS) (R. Williams III 5 AST),"[1630174, 1629057]",1610612738.0,BOS,floating,,,Nesmith,A. Nesmith,,,,,10.1,Made,16.0,R. Williams III,1629057.0,5.0,,,,,,,,,,,,,,,
521,PT08M11.00S,2021-05-03T01:22:40.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612757,106,107,2021-05-03T01:22:57Z,5120000,,,0,,POR shot clock Team TURNOVER,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,
522,PT07M57.00S,2021-05-03T01:23:06.7Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,106,107,2021-05-03T01:23:13Z,5130000,,,0,,J. Tatum lost ball TURNOVER (5 TO),"[1628369, 202683]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,5.0,Kanter,202683.0,,,,,,,,,,,,
523,PT07M57.00S,2021-05-03T01:23:06.7Z,4,REGULAR,steal,,[],202683,,,1610612757,106,107,2021-05-03T01:23:08Z,5140000,,,0,,E. Kanter STEAL (2 STL),[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT07M56.00S,2021-05-03T01:23:10.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,106,107,2021-05-03T01:23:10Z,5150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,out,[],1629057,,,1610612757,106,107,2021-05-03T01:23:29Z,5160000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,out,[],1629014,,,1610612757,106,107,2021-05-03T01:23:29Z,5170000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,out,[],202683,,,1610612757,106,107,2021-05-03T01:23:29Z,5180000,,,0,,SUB out: E. Kanter,[202683],1610612757.0,POR,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,in,[],202684,,,1610612757,106,107,2021-05-03T01:23:29Z,5190000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,in,[],203994,,,1610612757,106,107,2021-05-03T01:23:29Z,5200000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT07M56.00S,2021-05-03T01:23:12.9Z,4,REGULAR,substitution,in,[],203081,,,1610612757,106,107,2021-05-03T01:23:29Z,5210000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M45.00S,2021-05-03T01:23:47.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626181,83.39356110381078,30.95128676470588,1610612757,106,107,2021-05-03T01:23:56Z,5220000,-95.0,104.0,1,right,MISS N. Powell 14' driving floating Shot,[1626181],1610612757.0,POR,driving floating,,,Powell,N. Powell,,,,,14.07,Missed,,,,,,,,,,,,,,,,,,,
532,PT07M45.00S,2021-05-03T01:23:47.6Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,106,107,2021-05-03T01:23:56Z,5230000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,531.0,4.0,3.0,1.0,,,,,,,,
604,PT07M27.00S,2021-05-03T01:24:25.8Z,4,REGULAR,turnover,offensive goaltending,[],202684,,,1610612738,106,107,2021-05-03T01:44:50Z,5250000,,,0,,T. Thompson offensive goaltending TURNOVER (2 TO),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,2.0,,,,,,,,,1627534.0,,,,,
536,PT07M19.00S,2021-05-03T01:25:04.1Z,4,REGULAR,foul,personal,[],1629641,,,1610612757,106,107,2021-05-03T01:44:50Z,5270000,,,0,,R. Langford personal FOUL (2 PF),"[1629641, 203081]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,204058.0,2.0,0.0,Lillard,203081.0,
538,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,out,[],1630202,,,1610612757,106,107,2021-05-03T01:25:04Z,5290000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,out,[],1629641,,,1610612757,106,107,2021-05-03T01:25:04Z,5300000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,out,[],202684,,,1610612757,106,107,2021-05-03T01:25:04Z,5310000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,in,[],203935,,,1610612757,106,107,2021-05-03T01:25:04Z,5320000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,in,[],203095,,,1610612757,106,107,2021-05-03T01:25:04Z,5330000,,,0,,SUB in: E. Fournier,[203095],1610612738.0,BOS,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M19.00S,2021-05-03T01:25:15.9Z,4,REGULAR,substitution,in,[],1627759,,,1610612757,106,107,2021-05-03T01:25:04Z,5340000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT07M19.00S,2021-05-03T01:25:32.4Z,4,REGULAR,substitution,out,[],1630174,,,1610612757,106,107,2021-05-03T01:25:04Z,5350000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT07M19.00S,2021-05-03T01:25:32.4Z,4,REGULAR,substitution,in,[],202684,,,1610612757,106,107,2021-05-03T01:25:04Z,5360000,,,0,,SUB in: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
