actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
274,PT02M31.00S,2021-02-17T01:00:01.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,5.601182654402102,45.65716911764706,1610612743,54,46,2021-02-17T01:00:05Z,2720000,22.0,0.0,1,left,F. Campazzo driving reverse Layup (2 PTS),[1630267],1610612743.0,DEN,driving reverse,,,Campazzo,F. Campazzo,,,,,2.17,Made,,,,,,,,,,2.0,,,,,,,,
275,PT02M19.00S,2021-02-17T01:00:13.1Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612738,54,46,2021-02-17T01:00:17Z,2730000,,,0,,K. Walker bad pass TURNOVER (1 TO),"[202689, 1627750]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,1.0,Murray,1627750.0,,
276,PT02M19.00S,2021-02-17T01:00:13.1Z,2,REGULAR,steal,,[],1627750,,,1610612743,54,46,2021-02-17T01:00:15Z,2740000,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
277,PT02M15.00S,2021-02-17T01:00:17.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630267,18.347568988173457,4.235600490196079,1610612743,54,49,2021-02-17T01:00:27Z,2750000,229.0,120.0,1,left,F. Campazzo 25' 3PT  (5 PTS) (M. Porter Jr. 3 AST),"[1630267, 1629008]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,25.84,Made,,,,,,,,,,5.0,M. Porter Jr.,1629008.0,3.0,,,,,
279,PT02M13.00S,2021-02-17T01:00:25.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612738,54,49,2021-02-17T01:00:25Z,2770000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT02M13.00S,2021-02-17T01:01:19.5Z,2,REGULAR,substitution,out,[],1628400,,,1610612738,54,49,2021-02-17T01:01:52Z,2780000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M13.00S,2021-02-17T01:01:19.5Z,2,REGULAR,substitution,out,[],1630202,,,1610612738,54,49,2021-02-17T01:01:52Z,2790000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
282,PT02M13.00S,2021-02-17T01:01:19.5Z,2,REGULAR,substitution,in,[],1628369,,,1610612738,54,49,2021-02-17T01:01:52Z,2800000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
283,PT02M13.00S,2021-02-17T01:01:19.5Z,2,REGULAR,substitution,in,[],1630174,,,1610612738,54,49,2021-02-17T01:01:52Z,2810000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M12.00S,2021-02-17T01:02:04.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,54,49,2021-02-17T01:02:04Z,2820000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT01M59.00S,2021-02-17T01:02:19.5Z,2,REGULAR,turnover,bad pass,[],1627759,,,1610612738,54,49,2021-02-17T01:02:56Z,2830000,,,0,,J. Brown bad pass TURNOVER (3 TO),"[1627759, 1627750]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,3.0,Murray,1627750.0,,
286,PT01M59.00S,2021-02-17T01:02:19.5Z,2,REGULAR,steal,,[],1627750,,,1610612743,54,49,2021-02-17T01:02:21Z,2840000,,,0,,J. Murray STEAL (3 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,
287,PT01M54.00S,2021-02-17T01:02:24.9Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203210,25.18068331143233,81.68658088235294,1610612743,54,49,2021-02-17T01:03:06Z,2850000,-158.0,184.0,1,left,MISS J. Green 24' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,24.29,Missed,,,,,,,,,,,,,,,,,,
288,PT01M51.00S,2021-02-17T01:02:28.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,54,49,2021-02-17T01:02:28Z,2860000,,,0,,T. Thompson REBOUND (Off:2 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,287.0,5.0,3.0,2.0,,,,,,,,,,,,,,
289,PT01M37.00S,2021-02-17T01:02:42.1Z,2,REGULAR,3pt,Jump Shot,[],1627759,66.17936925098554,42.715992647058826,1610612738,54,49,2021-02-17T01:03:09Z,2870000,-36.0,265.0,1,right,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,
290,PT01M33.00S,2021-02-17T01:02:46.1Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,54,49,2021-02-17T01:03:09Z,2880000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,289.0,5.0,5.0,0.0,,,,,,,,,,,,,,
291,PT01M22.00S,2021-02-17T01:02:56.2Z,2,REGULAR,3pt,Jump Shot,[],1627750,8.492115637319317,3.5003063725490198,1610612743,54,52,2021-02-17T01:03:12Z,2890000,232.0,27.0,1,left,J. Murray 3PT  (12 PTS) (N. Jokic 1 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,23.41,Made,,,,,,,,,,12.0,N. Jokic,203999.0,1.0,,,,,
293,PT01M10.00S,2021-02-17T01:03:08.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,65.65374507227332,35.11795343137255,1610612738,54,52,2021-02-17T01:03:16Z,2910000,-74.0,270.0,1,right,MISS J. Tatum 28' 3PT - blocked,"[1628369, 1630267]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,28.04,Missed,,,,,,,,,,,,,,,,,Campazzo,1630267.0
294,PT01M10.00S,2021-02-17T01:03:08.6Z,2,REGULAR,block,,[],1630267,,,1610612738,54,52,2021-02-17T01:03:11Z,2920000,,,0,,F. Campazzo BLOCK (1 BLK),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M10.00S,2021-02-17T01:03:08.6Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,54,52,2021-02-17T01:03:16Z,2930000,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,,
296,PT01M07.00S,2021-02-17T01:03:16.1Z,2,REGULAR,turnover,bad pass,[],1627750,,,1610612743,54,52,2021-02-17T01:04:04Z,2940000,,,0,,J. Murray bad pass TURNOVER (6 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,6.0,,,,
297,PT00M58.60S,2021-02-17T01:03:43.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,74.06373193166885,13.304227941176471,1610612738,57,52,2021-02-17T01:04:09Z,2950000,-183.0,191.0,1,right,A. Nesmith 26' 3PT  (7 PTS) (J. Tatum 3 AST),"[1630174, 1628369]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.51,Made,,,,,,,,,,7.0,J. Tatum,1628369.0,3.0,,,,,
301,PT00M44.20S,2021-02-17T01:04:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,18.347568988173457,57.666973039215684,1610612743,57,54,2021-02-17T01:08:12Z,2970000,-38.0,120.0,1,left,N. Jokic 12' floating Jump Shot (29 PTS) (F. Campazzo 2 AST),"[203999, 1630267]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,12.6,Made,,,,,,,,,,29.0,F. Campazzo,1630267.0,2.0,,,,,
303,PT00M35.60S,2021-02-17T01:04:17.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,88.12417871222075,64.03952205882352,1610612738,57,54,2021-02-17T01:04:24Z,2990000,70.0,59.0,1,right,MISS J. Tatum 9' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,9.18,Missed,,,,,,,,,,,,,,,,,,
304,PT00M32.60S,2021-02-17T01:04:19.8Z,2,REGULAR,rebound,offensive,[],202684,,,1610612738,57,54,2021-02-17T01:04:19Z,3000000,,,0,,T. Thompson REBOUND (Off:3 Def:3),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,303.0,6.0,3.0,3.0,,,,,,,,,,,,,,
305,PT00M20.00S,2021-02-17T01:04:33.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627759,91.5407358738502,49.08854166666667,1610612738,59,54,2021-02-17T01:04:39Z,3010000,-5.0,27.0,1,right,J. Brown cutting DUNK (11 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,2.74,Made,,,,,,,,,,11.0,J. Tatum,1628369.0,4.0,,,,,
307,PT00M03.20S,2021-02-17T01:04:56.0Z,2,REGULAR,3pt,Jump Shot,[],1629008,26.888961892247043,17.22579656862745,1610612743,59,54,2021-02-17T01:05:06Z,3030000,164.0,200.0,1,left,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,25.88,Missed,,,,,,,,,,,,,,,,,,
308,PT00M03.20S,2021-02-17T01:04:56.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612738,59,54,2021-02-17T01:05:06Z,3040000,,,0,,T. Thompson REBOUND (Off:3 Def:4),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,307.0,7.0,4.0,3.0,,,,,,,,,,,,,,
309,PT00M01.00S,2021-02-17T01:05:02.6Z,2,REGULAR,3pt,Jump Shot,[],202684,28.728646517739815,31.93167892156863,1610612738,59,54,2021-02-17T01:09:36Z,3050000,-90.0,617.0,1,right,MISS T. Thompson 62' running 3PT,[202684],1610612738.0,BOS,running,,,Thompson,T. Thompson,,,,,62.41,Missed,,,,,,,,,,,,,,,,,,
310,PT00M00.60S,2021-02-17T01:05:03.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,59,54,2021-02-17T01:05:34Z,3060000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,309.0,,,,,,,,,,,,,,,,,
311,PT00M00.00S,2021-02-17T01:05:07.5Z,2,REGULAR,period,end,[],0,,,1610612738,59,54,2021-02-17T01:05:07Z,3070000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2021-02-17T01:19:08.4Z,3,REGULAR,substitution,out,['startperiod'],1630174,,,1610612738,59,54,2021-02-17T01:20:11Z,3080000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2021-02-17T01:19:08.4Z,3,REGULAR,substitution,in,['startperiod'],1628400,,,1610612738,59,54,2021-02-17T01:20:11Z,3090000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2021-02-17T01:20:24.5Z,3,REGULAR,period,start,[],0,,,1610612738,59,54,2021-02-17T01:20:24Z,3100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT11M45.00S,2021-02-17T01:20:39.2Z,3,REGULAR,3pt,Jump Shot,[],202689,31.488173455978973,56.44148284313726,1610612738,62,54,2021-02-17T01:20:44Z,3110000,-32.0,243.0,1,left,K. Walker 24' 3PT  (15 PTS) (J. Tatum 5 AST),"[202689, 1628369]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.56,Made,,,,,,,,,,15.0,J. Tatum,1628369.0,5.0,,,,,
317,PT11M26.00S,2021-02-17T01:20:56.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,80.3712220762155,41.00030637254902,1610612743,62,56,2021-02-17T01:21:03Z,3130000,-45.0,132.0,1,right,J. Murray 13' fadeaway Jump Shot (14 PTS) (N. Jokic 2 AST),"[1627750, 203999]",1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,13.95,Made,,,,,,,,,,14.0,N. Jokic,203999.0,2.0,,,,,
319,PT11M18.00S,2021-02-17T01:21:06.8Z,3,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,62,56,2021-02-17T01:21:13Z,3150000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (2 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,2530.0,,,,,,,,,2.0,,,,
320,PT11M04.00S,2021-02-17T01:21:30.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,75.50919842312747,60.60814950980392,1610612743,62,58,2021-02-17T01:21:35Z,3160000,53.0,178.0,1,right,J. Murray 18' step back Jump Shot (16 PTS) (N. Jokic 3 AST),"[1627750, 203999]",1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,18.54,Made,,,,,,,,,,16.0,N. Jokic,203999.0,3.0,,,,,
321,PT10M45.00S,2021-02-17T01:21:49.0Z,3,REGULAR,2pt,Jump Shot,[],202689,14.4053876478318,30.46109068627451,1610612738,62,58,2021-02-17T01:24:27Z,3170000,98.0,83.0,1,left,MISS K. Walker 12' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,12.81,Missed,,,,,,,,,,,,,,,,,,
322,PT10M40.00S,2021-02-17T01:21:54.0Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,62,58,2021-02-17T01:22:28Z,3180000,,,0,,J. Murray REBOUND (Off:0 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,321.0,4.0,4.0,0.0,,,,,,,,,,,,,,
323,PT10M35.00S,2021-02-17T01:21:59.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,93.11760840998686,3.010110294117647,1610612743,62,58,2021-02-17T01:22:08Z,3190000,-235.0,12.0,1,right,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
324,PT10M31.00S,2021-02-17T01:22:03.5Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,62,58,2021-02-17T01:22:08Z,3200000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,323.0,8.0,5.0,3.0,,,,,,,,,,,,,,
325,PT10M16.00S,2021-02-17T01:22:18.5Z,3,REGULAR,3pt,Jump Shot,[],1628400,6.258212877792378,3.2552083333333335,1610612738,62,58,2021-02-17T01:22:25Z,3210000,234.0,6.0,1,left,MISS S. Ojeleye 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,23.38,Missed,,,,,,,,,,,,,,,,,,
326,PT10M11.00S,2021-02-17T01:22:23.5Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,62,58,2021-02-17T01:22:25Z,3220000,,,0,,N. Jokic REBOUND (Off:3 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,325.0,5.0,2.0,3.0,,,,,,,,,,,,,,
327,PT10M02.00S,2021-02-17T01:22:32.3Z,3,REGULAR,3pt,Jump Shot,[],203210,69.20170827858082,24.088541666666664,1610612743,62,58,2021-02-17T01:22:37Z,3230000,-130.0,237.0,1,right,MISS J. Green 27' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
328,PT09M59.00S,2021-02-17T01:22:35.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,62,58,2021-02-17T01:22:37Z,3240000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,327.0,2.0,2.0,0.0,,,,,,,,,,,,,,
329,PT09M50.00S,2021-02-17T01:22:44.6Z,3,REGULAR,3pt,Jump Shot,[],1628400,23.340998685939553,9.627757352941178,1610612738,65,58,2021-02-17T01:22:49Z,3250000,202.0,167.0,1,left,S. Ojeleye 26' 3PT  (3 PTS) (J. Brown 5 AST),"[1628400, 1627759]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.2,Made,,,,,,,,,,3.0,J. Brown,1627759.0,5.0,,,,,
331,PT09M39.00S,2021-02-17T01:22:56.1Z,3,REGULAR,3pt,Jump Shot,[],1627750,67.09921156373193,55.4610906862745,1610612743,65,58,2021-02-17T01:23:00Z,3270000,27.0,257.0,1,right,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,
332,PT09M34.00S,2021-02-17T01:23:01.1Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,65,58,2021-02-17T01:23:00Z,3280000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,331.0,6.0,5.0,1.0,,,,,,,,,,,,,,
333,PT09M34.00S,2021-02-17T01:23:13.0Z,3,REGULAR,stoppage,equipment issue,[],0,,,1610612743,65,58,2021-02-17T01:23:13Z,3290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT09M23.00S,2021-02-17T01:23:42.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203999,75.90341655716163,53.255208333333336,1610612743,65,60,2021-02-17T01:23:48Z,3300000,16.0,174.0,1,right,N. Jokic 17' turnaround Jump Shot (31 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,17.48,Made,,,,,,,,,,31.0,,,,,,,,
336,PT09M14.00S,2021-02-17T01:23:55.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,65,60,2021-02-17T01:23:55Z,3310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT09M04.00S,2021-02-17T01:26:59.8Z,3,REGULAR,3pt,Jump Shot,[],202689,31.488173455978973,53.01011029411765,1610612738,65,60,2021-02-17T01:27:06Z,3320000,-15.0,243.0,1,left,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.4,Missed,,,,,,,,,,,,,,,,,,
338,PT09M00.00S,2021-02-17T01:27:03.8Z,3,REGULAR,rebound,offensive,[],1628400,,,1610612738,65,60,2021-02-17T01:27:06Z,3330000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,337.0,3.0,2.0,1.0,,,,,,,,,,,,,,
339,PT08M59.00S,2021-02-17T01:27:04.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628400,7.440867279894875,45.90226715686275,1610612738,67,60,2021-02-17T01:27:12Z,3340000,20.0,17.0,1,left,S. Ojeleye putback Layup (5 PTS),[1628400],1610612738.0,BOS,putback,,,Ojeleye,S. Ojeleye,,,,,2.69,Made,,,,,,,,,,5.0,,,,,,,,
340,PT08M49.00S,2021-02-17T01:27:15.1Z,3,REGULAR,3pt,Jump Shot,[],1630267,65.52233902759527,46.63756127450981,1610612743,67,60,2021-02-17T01:27:20Z,3350000,-17.0,272.0,1,right,MISS F. Campazzo 27' 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,27.21,Missed,,,,,,,,,,,,,,,,,,
341,PT08M45.00S,2021-02-17T01:27:19.1Z,3,REGULAR,rebound,defensive,[],202684,,,1610612738,67,60,2021-02-17T01:27:20Z,3360000,,,0,,T. Thompson REBOUND (Off:3 Def:6),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,340.0,9.0,6.0,3.0,,,,,,,,,,,,,,
342,PT08M39.00S,2021-02-17T01:27:27.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.652431011826544,44.18658088235294,1610612738,67,60,2021-02-17T01:27:57Z,3370000,29.0,10.0,1,left,MISS J. Brown driving Layup - blocked,"[1627759, 1629008]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,3.08,Missed,,,,,,,,,,,,,,,,,Porter Jr.,1629008.0
343,PT08M39.00S,2021-02-17T01:27:27.0Z,3,REGULAR,block,,[],1629008,,,1610612738,67,60,2021-02-17T01:27:30Z,3380000,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
344,PT08M38.00S,2021-02-17T01:27:28.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,67,60,2021-02-17T01:27:57Z,3390000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,342.0,,,,,,,,,,,,,,,,,
345,PT08M37.00S,2021-02-17T01:27:33.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,67,60,2021-02-17T01:27:33Z,3400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT08M23.00S,2021-02-17T01:27:52.4Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,67,60,2021-02-17T01:28:06Z,3410000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1630267]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,2.0,Campazzo,1630267.0,,
347,PT08M23.00S,2021-02-17T01:27:52.4Z,3,REGULAR,steal,,[],1630267,,,1610612743,67,60,2021-02-17T01:27:54Z,3420000,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M20.00S,2021-02-17T01:27:56.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630267,92.85479632063075,51.78462009803921,1610612743,67,62,2021-02-17T01:29:50Z,3430000,9.0,15.0,1,right,F. Campazzo running Layup (7 PTS) (J. Green 1 AST),"[1630267, 203210]",1610612743.0,DEN,running,,,Campazzo,F. Campazzo,,,,,1.72,Made,,,,,,,,,,7.0,J. Green,203210.0,1.0,,,,,
350,PT08M05.00S,2021-02-17T01:28:11.3Z,3,REGULAR,turnover,bad pass,[],202689,,,1610612738,67,62,2021-02-17T01:36:19Z,3450000,,,0,,K. Walker bad pass TURNOVER (3 TO),"[202689, 1630267]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,3.0,Campazzo,1630267.0,,
351,PT08M05.00S,2021-02-17T01:28:11.3Z,3,REGULAR,steal,,[],1630267,,,1610612743,67,62,2021-02-17T01:36:01Z,3460000,,,0,,F. Campazzo STEAL (2 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
352,PT08M00.00S,2021-02-17T01:28:16.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627750,73.80091984231275,11.098345588235293,1610612743,67,65,2021-02-17T01:28:28Z,3470000,-195.0,194.0,1,right,J. Murray 27' 3PT  (19 PTS) (N. Jokic 4 AST),"[1627750, 203999]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,27.46,Made,,,,,,,,,,19.0,N. Jokic,203999.0,4.0,,,,,
354,PT07M39.00S,2021-02-17T01:28:36.5Z,3,REGULAR,2pt,Jump Shot,[],1628369,20.581471747700395,24.823835784313726,1610612738,69,65,2021-02-17T01:28:41Z,3490000,126.0,141.0,1,left,J. Tatum 18' turnaround Jump Shot (11 PTS),[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,18.9,Made,,,,,,,,,,11.0,,,,,,,,
355,PT07M15.00S,2021-02-17T01:29:00.1Z,3,REGULAR,2pt,Jump Shot,[],1627750,86.67871222076215,27.029718137254903,1610612743,69,67,2021-02-17T01:29:04Z,3500000,-115.0,73.0,1,right,J. Murray 13' turnaround fadeaway Jump Shot (21 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,13.6,Made,,,,,,,,,,21.0,,,,,,,,
356,PT06M56.00S,2021-02-17T01:29:21.7Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,69,67,2021-02-17T01:29:33Z,3510000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1627750]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,204058.0,2.0,0.0,Murray,1627750.0,,,,,,,,,
358,PT06M56.00S,2021-02-17T01:29:21.7Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,69,67,2021-02-17T01:29:21Z,3530000,,,0,,J. Tatum offensive foul TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,204058.0,,,,,,,,,3.0,,,,
359,PT06M42.00S,2021-02-17T01:29:49.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627750,66.44218134034165,59.3826593137255,1610612743,69,67,2021-02-17T01:32:21Z,3540000,47.0,263.0,1,right,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,26.71,Missed,,,,,,,,,,,,,,,,,,
360,PT06M39.00S,2021-02-17T01:29:52.3Z,3,REGULAR,rebound,defensive,[],1628400,,,1610612738,69,67,2021-02-17T01:29:54Z,3550000,,,0,,S. Ojeleye REBOUND (Off:1 Def:3),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,359.0,4.0,3.0,1.0,,,,,,,,,,,,,,
361,PT06M30.00S,2021-02-17T01:30:01.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.1268068331143235,52.51991421568627,1610612738,71,67,2021-02-17T01:30:05Z,3560000,-13.0,5.0,1,left,J. Brown driving finger roll Layup (13 PTS) (K. Walker 4 AST),"[1627759, 202689]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,1.36,Made,,,,,,,,,,13.0,K. Walker,202689.0,4.0,,,,,
