actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
77,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,out,[],1629627,,,1610612740,19,19,2021-02-21T20:56:20Z,740000,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,out,[],202339,,,1610612740,19,19,2021-02-21T20:56:20Z,750000,,,0,,SUB out: E. Bledsoe,[202339],1610612740.0,NOP,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,in,[],1628404,,,1610612740,19,19,2021-02-21T20:56:20Z,760000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,in,[],200755,,,1610612740,19,19,2021-02-21T20:56:20Z,770000,,,0,,SUB in: J. Redick,[200755],1610612740.0,NOP,,,,Redick,J. Redick,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,out,[],202684,,,1610612740,19,19,2021-02-21T20:56:59Z,775000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M19.00S,2021-02-21T20:56:11.7Z,1,REGULAR,substitution,in,[],1628400,,,1610612740,19,19,2021-02-21T20:56:59Z,777500,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M03.00S,2021-02-21T20:56:51.0Z,1,REGULAR,turnover,bad pass,[],1628366,,,1610612740,19,19,2021-02-21T20:57:11Z,780000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1628366, 1628400]",1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,2.0,Ojeleye,1628400.0,,,,,,,,
82,PT05M03.00S,2021-02-21T20:56:51.0Z,1,REGULAR,steal,,[],1628400,,,1610612738,19,19,2021-02-21T20:56:54Z,790000,,,0,,S. Ojeleye STEAL (1 STL),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M00.00S,2021-02-21T20:57:05.0Z,1,REGULAR,foul,personal,[],1628404,,,1610612738,19,19,2021-02-21T20:57:12Z,800000,,,0,,J. Hart personal FOUL (1 PF),"[1628404, 1627759]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Brown,1627759.0,,,
87,PT04M50.00S,2021-02-21T20:57:27.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,74.19513797634691,17.47089460784314,1610612738,19,19,2021-02-21T20:57:33Z,820000,-163.0,190.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.02,Missed,,,,,,,,,,,,,,,,,,,
88,PT04M45.00S,2021-02-21T20:57:32.3Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,19,19,2021-02-21T20:57:33Z,830000,,,0,,W. Hernangomez REBOUND (Off:0 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,
89,PT04M37.00S,2021-02-21T20:57:40.1Z,1,REGULAR,2pt,Jump Shot,[],1627742,6.258212877792378,67.47089460784314,1610612740,19,19,2021-02-21T20:57:44Z,840000,-87.0,6.0,1,left,MISS B. Ingram 8' turnaround Shot,[1627742],1610612740.0,NOP,turnaround,,,Ingram,B. Ingram,,,,,8.76,Missed,,,,,,,,,,,,,,,,,,,
90,PT04M34.00S,2021-02-21T20:57:43.1Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,19,19,2021-02-21T20:57:44Z,850000,,,0,,J. Brown REBOUND (Off:1 Def:1),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,89.0,2.0,1.0,1.0,,,,,,,,,,,
91,PT04M13.00S,2021-02-21T20:58:05.5Z,1,REGULAR,3pt,Jump Shot,[],202689,65.91655716162943,28.500306372549016,1610612738,19,19,2021-02-21T20:59:58Z,860000,-107.0,268.0,1,right,MISS K. Walker 28' pullup 3PT - blocked,"[202689, 1628404]",1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,28.87,Missed,,,,,,,,,,,,,,,,,Hart,1628404.0,
92,PT04M13.00S,2021-02-21T20:58:05.5Z,1,REGULAR,block,,[],1628404,,,1610612738,19,19,2021-02-21T20:58:10Z,870000,,,0,,J. Hart BLOCK (1 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M12.00S,2021-02-21T20:58:06.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,19,19,2021-02-21T20:58:26Z,880000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,
94,PT04M12.00S,2021-02-21T20:58:12.1Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612738,19,19,2021-02-21T20:58:20Z,890000,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,
114,PT04M12.00S,2021-02-21T20:58:23.0Z,1,REGULAR,substitution,out,[],1628464,,,1610612740,19,19,2021-02-21T21:01:39Z,895000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M12.00S,2021-02-21T20:58:23.0Z,1,REGULAR,substitution,in,[],1629057,,,1610612740,19,19,2021-02-21T21:01:39Z,897500,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M01.00S,2021-02-21T20:58:33.9Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,22.946780551905388,43.20618872549019,1610612740,19,19,2021-02-21T20:58:40Z,900000,34.0,163.0,1,left,MISS B. Ingram 16' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,16.67,Missed,,,,,,,,,,,,,,,,,,,
96,PT03M58.00S,2021-02-21T20:58:36.9Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,19,19,2021-02-21T20:58:40Z,910000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,
97,PT03M51.00S,2021-02-21T20:58:44.0Z,1,REGULAR,3pt,Jump Shot,[],1628400,66.83639947437582,45.41207107843137,1610612738,19,22,2021-02-21T20:58:48Z,920000,-23.0,259.0,1,right,S. Ojeleye 26' 3PT  (3 PTS) (J. Brown 3 AST),"[1628400, 1627759]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,26.02,Made,3.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,,
99,PT03M40.00S,2021-02-21T20:58:57.8Z,1,REGULAR,foul,personal,['2freethrow'],1628400,,,1610612740,19,22,2021-02-21T20:59:11Z,940000,,,0,,S. Ojeleye shooting personal FOUL (1 PF) (Ingram 2 FT),"[1628400, 1627742]",1610612738.0,BOS,shooting,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,1155.0,1.0,0.0,Ingram,1627742.0,,,
101,PT03M40.00S,2021-02-21T20:59:25.2Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,20,22,2021-02-21T20:59:25Z,960000,,,0,,B. Ingram Free Throw 1 of 2 (3 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2021-02-21T20:59:27.0Z,1,REGULAR,substitution,out,[],1626195,,,1610612740,20,22,2021-02-21T20:59:33Z,970000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2021-02-21T20:59:27.0Z,1,REGULAR,substitution,out,[],202689,,,1610612740,20,22,2021-02-21T20:59:33Z,980000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2021-02-21T20:59:27.0Z,1,REGULAR,substitution,in,[],1629637,,,1610612740,20,22,2021-02-21T20:59:33Z,990000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2021-02-21T20:59:27.0Z,1,REGULAR,substitution,in,[],1630202,,,1610612740,20,22,2021-02-21T20:59:33Z,1000000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2021-02-21T20:59:43.2Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,21,22,2021-02-21T20:59:43Z,1010000,,,0,,B. Ingram Free Throw 2 of 2 (4 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
107,PT03M24.00S,2021-02-21T21:00:02.2Z,1,REGULAR,2pt,Jump Shot,[],1630202,70.64717477003943,61.588541666666664,1610612738,21,24,2021-02-21T21:00:08Z,1020000,58.0,223.0,1,right,P. Pritchard 23' step back Jump Shot (2 PTS) (J. Brown 4 AST),"[1630202, 1627759]",1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,23.08,Made,2.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,,
109,PT03M13.00S,2021-02-21T21:00:14.1Z,1,REGULAR,turnover,lost ball,[],1627742,,,1610612740,21,24,2021-02-21T21:02:51Z,1040000,,,0,,B. Ingram lost ball TURNOVER (1 TO),"[1627742, 1630174]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0,,,,,,,,
110,PT03M13.00S,2021-02-21T21:00:14.1Z,1,REGULAR,steal,,[],1630174,,,1610612738,21,24,2021-02-21T21:00:16Z,1050000,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M07.00S,2021-02-21T21:00:19.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629057,94.03745072273325,50.314031862745104,1610612738,21,26,2021-02-21T21:01:25Z,1060000,2.0,4.0,1,right,R. Williams III alley-oop DUNK (2 PTS) (J. Brown 5 AST),"[1629057, 1627759]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,0.38,Made,2.0,J. Brown,1627759.0,5.0,,,,,,,,,,,,,,,
113,PT02M57.00S,2021-02-21T21:00:44.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,21,26,2021-02-21T21:00:44Z,1080000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M57.00S,2021-02-21T21:01:37.9Z,1,REGULAR,substitution,out,[],1628366,,,1610612740,21,26,2021-02-21T21:01:56Z,1090000,,,0,,SUB out: L. Ball,[1628366],1610612740.0,NOP,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M57.00S,2021-02-21T21:01:37.9Z,1,REGULAR,substitution,in,[],1630184,,,1610612740,21,26,2021-02-21T21:01:56Z,1110000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M42.00S,2021-02-21T21:02:30.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.863994743758213,52.51991421568627,1610612740,21,26,2021-02-21T21:02:46Z,1130000,-13.0,3.0,1,left,MISS B. Ingram driving Layup - blocked,"[1627742, 1629057]",1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,1.29,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
121,PT02M42.00S,2021-02-21T21:02:30.0Z,1,REGULAR,block,,[],1629057,,,1610612740,21,26,2021-02-21T21:02:42Z,1140000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M42.00S,2021-02-21T21:02:30.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,21,26,2021-02-21T21:02:46Z,1150000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,
123,PT02M42.00S,2021-02-21T21:02:47.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,21,26,2021-02-21T21:02:47Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M26.00S,2021-02-21T21:03:03.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,74.58935611038108,47.127757352941174,1610612738,21,26,2021-02-21T21:03:09Z,1170000,-14.0,186.0,1,right,MISS J. Brown 18' step back Shot,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,18.7,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M22.00S,2021-02-21T21:03:07.0Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,21,26,2021-02-21T21:03:09Z,1180000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,,,,
126,PT02M09.00S,2021-02-21T21:03:19.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,26.231931668856767,13.794424019607842,1610612740,21,26,2021-02-21T21:03:23Z,1190000,181.0,194.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M06.00S,2021-02-21T21:03:22.0Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,21,26,2021-02-21T21:03:23Z,1200000,,,0,,J. Brown REBOUND (Off:1 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,126.0,3.0,2.0,1.0,,,,,,,,,,,
128,PT01M59.00S,2021-02-21T21:03:30.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,88.38699080157687,47.61795343137255,1610612738,21,26,2021-02-21T21:03:36Z,1210000,-12.0,57.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,5.79,Missed,,,,,,,,,,,,,,,,,,,
130,PT01M55.00S,2021-02-21T21:03:34.1Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,21,26,2021-02-21T21:03:36Z,1230000,,,0,,R. Williams III REBOUND (Off:1 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,128.0,1.0,0.0,1.0,,,,,,,,,,,
131,PT01M53.00S,2021-02-21T21:03:36.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,70.64717477003943,28.500306372549016,1610612738,21,26,2021-02-21T21:03:46Z,1240000,-107.0,223.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,24.79,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M51.00S,2021-02-21T21:03:38.1Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612740,21,26,2021-02-21T21:03:46Z,1250000,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,
133,PT01M37.00S,2021-02-21T21:03:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629637,5.995400788436268,52.76501225490197,1610612740,23,26,2021-02-21T21:04:02Z,1260000,-14.0,4.0,1,left,J. Hayes bank Jump Shot (2 PTS) (K. Lewis Jr. 1 AST),"[1629637, 1630184]",1610612740.0,NOP,bank,,,Hayes,J. Hayes,,,,,1.43,Made,2.0,K. Lewis Jr.,1630184.0,1.0,,,,,,,,,,,,,,,
135,PT01M23.00S,2021-02-21T21:04:06.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.9060446780552,54.48069852941176,1610612738,23,26,2021-02-21T21:04:11Z,1280000,22.0,5.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M21.00S,2021-02-21T21:04:08.3Z,1,REGULAR,rebound,offensive,[],1629057,,,1610612738,23,26,2021-02-21T21:04:11Z,1290000,,,0,,R. Williams III REBOUND (Off:2 Def:0),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,135.0,2.0,0.0,2.0,,,,,,,,,,,
137,PT01M21.00S,2021-02-21T21:04:08.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,93.11760840998686,44.43167892156863,1610612738,23,26,2021-02-21T21:04:28Z,1300000,-28.0,12.0,1,right,MISS R. Williams III putback Layup - blocked,"[1629057, 1628404]",1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,3.04,Missed,,,,,,,,,,,,,,,,,Hart,1628404.0,
138,PT01M21.00S,2021-02-21T21:04:08.8Z,1,REGULAR,block,,[],1628404,,,1610612738,23,26,2021-02-21T21:04:12Z,1310000,,,0,,J. Hart BLOCK (2 BLK),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M20.00S,2021-02-21T21:04:09.8Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,23,26,2021-02-21T21:04:28Z,1320000,,,0,,B. Ingram REBOUND (Off:0 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,137.0,2.0,2.0,0.0,,,,,,,,,,,
140,PT01M13.00S,2021-02-21T21:04:16.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628404,7.178055190538765,44.676776960784316,1610612740,25,26,2021-02-21T21:04:43Z,1330000,27.0,15.0,1,left,J. Hart driving Layup (2 PTS) (B. Ingram 1 AST),"[1628404, 1627742]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,3.05,Made,2.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,,
142,PT00M58.00S,2021-02-21T21:04:30.9Z,1,REGULAR,2pt,Jump Shot,[],1627759,77.34888304862024,52.76501225490197,1610612738,25,28,2021-02-21T21:04:36Z,1350000,14.0,160.0,1,right,J. Brown 16' step back Jump Shot (11 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,16.1,Made,11.0,,,,,,,,,,,,,,,,,,
143,PT00M49.10S,2021-02-21T21:04:43.5Z,1,REGULAR,3pt,Jump Shot,[],1627742,5.732588699080158,94.921875,1610612740,28,28,2021-02-21T21:04:47Z,1360000,-225.0,1.0,1,left,B. Ingram 3PT  (7 PTS) (K. Lewis Jr. 2 AST),"[1627742, 1630184]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,22.46,Made,7.0,K. Lewis Jr.,1630184.0,2.0,,,,,,,,,,,,,,,
145,PT00M34.50S,2021-02-21T21:05:04.5Z,1,REGULAR,3pt,Jump Shot,[],1627759,69.07030223390277,29.970894607843135,1610612738,28,28,2021-02-21T21:05:17Z,1380000,-100.0,238.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M33.70S,2021-02-21T21:05:05.3Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612738,28,28,2021-02-21T21:05:17Z,1390000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,
147,PT00M33.70S,2021-02-21T21:05:13.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630174,94.40999984741211,50.0,1610612738,28,30,2021-02-21T21:05:21Z,1400000,0.0,0.0,1,right,A. Nesmith putback Layup (2 PTS),[1630174],1610612738.0,BOS,putback,,,Nesmith,A. Nesmith,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
148,PT00M20.00S,2021-02-21T21:05:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628404,12.697109067017081,5.951286764705882,1610612740,28,30,2021-02-21T21:05:31Z,1410000,220.0,67.0,1,left,MISS J. Hart 3PT,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M16.60S,2021-02-21T21:05:30.3Z,1,REGULAR,rebound,defensive,[],1627759,,,1610612738,28,30,2021-02-21T21:05:30Z,1420000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,148.0,4.0,3.0,1.0,,,,,,,,,,,
150,PT00M00.00S,2021-02-21T21:05:47.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,93.11760840998686,52.51991421568627,1610612738,28,30,2021-02-21T21:06:07Z,1430000,13.0,12.0,1,right,MISS J. Brown driving Layup - blocked,"[1627759, 1629637]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.75,Missed,,,,,,,,,,,,,,,,,Hayes,1629637.0,
151,PT00M00.00S,2021-02-21T21:05:47.0Z,1,REGULAR,block,,[],1629637,,,1610612738,28,30,2021-02-21T21:05:50Z,1440000,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2021-02-21T21:05:47.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,28,30,2021-02-21T21:06:07Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,,,
153,PT00M00.00S,2021-02-21T21:06:04.2Z,1,REGULAR,period,end,[],0,,,1610612738,28,30,2021-02-21T21:06:04Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-02-21T21:08:44.9Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612738,28,30,2021-02-21T21:09:16Z,1470000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-02-21T21:08:44.9Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,28,30,2021-02-21T21:09:16Z,1480000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-02-21T21:08:44.9Z,2,REGULAR,substitution,in,['startperiod'],1629627,,,1610612738,28,30,2021-02-21T21:09:16Z,1490000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-02-21T21:08:44.9Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,28,30,2021-02-21T21:09:16Z,1500000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-02-21T21:09:24.3Z,2,REGULAR,period,start,[],0,,,1610612738,28,30,2021-02-21T21:09:24Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M47.00S,2021-02-21T21:09:37.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,95.0886990801577,3.7454044117647056,1610612738,28,33,2021-02-21T21:09:42Z,1520000,-231.0,-6.0,1,right,A. Nesmith 3PT  (5 PTS) (R. Williams III 1 AST),"[1630174, 1629057]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,23.14,Made,5.0,R. Williams III,1629057.0,1.0,,,,,,,,,,,,,,,
161,PT11M18.00S,2021-02-21T21:10:05.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,10.5946123521682,49.08854166666667,1610612740,28,33,2021-02-21T21:10:10Z,1540000,5.0,47.0,1,left,MISS J. Hart driving Layup - blocked,"[1628404, 1629057]",1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,4.73,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0,
162,PT11M18.00S,2021-02-21T21:10:05.4Z,2,REGULAR,block,,[],1629057,,,1610612740,28,33,2021-02-21T21:10:08Z,1550000,,,0,,R. Williams III BLOCK (2 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M15.00S,2021-02-21T21:10:08.4Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,28,33,2021-02-21T21:10:10Z,1560000,,,0,,J. Tatum REBOUND (Off:0 Def:2),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,
164,PT11M05.00S,2021-02-21T21:10:18.8Z,2,REGULAR,3pt,Jump Shot,[],1628369,66.17936925098554,36.34344362745098,1610612738,28,33,2021-02-21T21:10:23Z,1570000,-68.0,265.0,1,right,MISS J. Tatum 27' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,27.4,Missed,,,,,,,,,,,,,,,,,,,
165,PT11M01.00S,2021-02-21T21:10:22.8Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,28,33,2021-02-21T21:10:23Z,1580000,,,0,,Z. Williamson REBOUND (Off:0 Def:1),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,,,,,,
