actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
342,PT00M05.20S,2023-05-06T00:55:50.7Z,2,REGULAR,3pt,Jump Shot,[],1629001,34.346254927726676,24.019607843137265,1610612755,50,54,2023-05-06T00:57:32Z,3375000,False,130.0,270.0,1,left,D. Melton 30' 3PT  (8 PTS) (P. Tucker 1 AST),"[1629001, 200782]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,30.0,Made,8.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,
339,PT00M00.30S,2023-05-06T00:55:51.5Z,2,REGULAR,3pt,Jump Shot,[],201143,72.05978975032852,88.72549019607843,1610612738,50,57,2023-05-06T01:01:45Z,3378750,False,194.0,210.0,1,right,A. Horford 28' 3PT  (8 PTS) (J. Brown 4 AST),"[201143, 1627759]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,28.57,Made,8.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,,,
341,PT00M00.00S,2023-05-06T00:56:01.0Z,2,REGULAR,period,end,[],0,,,1610612755,50,57,2023-05-06T00:57:21Z,3380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2023-05-06T01:05:54.5Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612755,50,57,2023-05-06T01:11:39Z,3390000,False,,,0,,SUB out: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-05-06T01:05:54.5Z,3,REGULAR,substitution,in,['startperiod'],202699,,,1610612755,50,57,2023-05-06T01:11:39Z,3400000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-05-06T01:12:17.7Z,3,REGULAR,period,start,[],0,,,1610612738,50,57,2023-05-06T01:12:17Z,3410000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M48.00S,2023-05-06T01:12:30.0Z,3,REGULAR,foul,personal,[],201935,,,1610612738,50,57,2023-05-06T01:12:35Z,3420000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 203935]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,,,,,,,,,200834.0,2.0,0.0,Smart,203935.0,,,,,
350,PT11M42.00S,2023-05-06T01:12:50.7Z,3,REGULAR,3pt,Jump Shot,[],201143,33.952036793692514,34.31372549019608,1610612738,50,60,2023-05-06T01:12:55Z,3440000,False,78.0,267.0,1,left,A. Horford 27' 3PT  (11 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.79,Made,11.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
352,PT11M17.00S,2023-05-06T01:13:16.3Z,3,REGULAR,3pt,Jump Shot,[],1630178,88.87976346911958,97.30392156862744,1610612755,53,60,2023-05-06T01:13:22Z,3460000,False,237.0,52.0,1,right,T. Maxey 24' 3PT  (10 PTS) (P. Tucker 2 AST),"[1630178, 200782]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,24.21,Made,10.0,P. Tucker,200782.0,2.0,,,,,,,,,,,,,,
354,PT10M56.00S,2023-05-06T01:13:37.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.356767411300922,45.09803921568627,1610612738,53,62,2023-05-06T01:13:41Z,3480000,False,25.0,7.0,1,left,J. Tatum driving Layup (15 PTS) (M. Smart 4 AST),"[1628369, 203935]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.56,Made,15.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
356,PT10M49.00S,2023-05-06T01:13:44.5Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.24901445466492,35.78431372549019,1610612755,53,62,2023-05-06T01:13:49Z,3500000,False,-71.0,246.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,25.61,Missed,,,,,,,,,,,,,,,,,,
357,PT10M45.00S,2023-05-06T01:13:48.5Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,53,62,2023-05-06T01:13:49Z,3510000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,356.0,3.0,2.0,1.0,,,,,,,,,,
358,PT10M36.00S,2023-05-06T01:13:59.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.145203679369246,51.71568627450981,1610612738,53,64,2023-05-06T01:14:10Z,3520000,False,-9.0,15.0,1,left,J. Brown driving reverse Layup (13 PTS),[1627759],1610612738.0,BOS,driving reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.7,Made,13.0,,,,,,,,,,,,,,,,,
359,PT10M36.00S,2023-05-06T01:14:02.2Z,3,REGULAR,foul,personal,['1freethrow'],203954,,,1610612738,53,64,2023-05-06T01:14:07Z,3530000,False,,,0,,J. Embiid shooting personal FOUL (2 PF) (Brown 1 FT),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,2.0,0.0,Brown,1627759.0,,,,,
361,PT10M36.00S,2023-05-06T01:14:35.1Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,53,65,2023-05-06T01:14:35Z,3550000,False,,,0,,J. Brown Free Throw 1 of 1 (14 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
362,PT10M23.00S,2023-05-06T01:14:43.4Z,3,REGULAR,3pt,Jump Shot,[],1630178,66.80354796320631,53.18627450980392,1610612755,56,65,2023-05-06T01:14:48Z,3560000,False,16.0,260.0,1,right,T. Maxey 26' 3PT pullup (13 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.0,Made,13.0,,,,,,,,,,,,,,,,,
363,PT09M54.00S,2023-05-06T01:15:11.1Z,3,REGULAR,3pt,Jump Shot,[],1628369,29.09001314060447,21.813725490196077,1610612738,56,65,2023-05-06T01:15:17Z,3570000,False,141.0,221.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.2,Missed,,,,,,,,,,,,,,,,,,
364,PT09M51.00S,2023-05-06T01:15:14.1Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,56,65,2023-05-06T01:15:17Z,3580000,False,,,0,,T. Maxey REBOUND (Off:0 Def:6),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,363.0,6.0,6.0,0.0,,,,,,,,,,
365,PT09M41.00S,2023-05-06T01:15:23.9Z,3,REGULAR,2pt,Jump Shot,[],203954,74.55650459921156,37.254901960784316,1610612755,56,65,2023-05-06T01:15:29Z,3590000,False,-64.0,187.0,1,right,MISS J. Embiid 19' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,19.73,Missed,,,,,,,,,,,,,,,,,,
366,PT09M39.00S,2023-05-06T01:15:25.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,56,65,2023-05-06T01:15:29Z,3600000,False,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,365.0,4.0,4.0,0.0,,,,,,,,,,
367,PT09M27.00S,2023-05-06T01:15:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.459264126149804,44.11764705882353,1610612738,56,65,2023-05-06T01:15:42Z,3610000,False,29.0,27.0,1,left,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
368,PT09M26.00S,2023-05-06T01:15:39.9Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,56,65,2023-05-06T01:15:42Z,3620000,False,,,0,,J. Embiid REBOUND (Off:2 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,367.0,5.0,3.0,2.0,,,,,,,,,,
369,PT09M23.00S,2023-05-06T01:15:43.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,71.40275952693824,77.94117647058823,1610612755,56,65,2023-05-06T01:15:53Z,3630000,False,140.0,216.0,1,right,MISS T. Maxey 25' running 3PT,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,25.75,Missed,,,,,,,,,,,,,,,,,,
370,PT09M19.00S,2023-05-06T01:15:47.3Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,56,65,2023-05-06T01:15:53Z,3640000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,,,,,369.0,5.0,5.0,0.0,,,,,,,,,,
371,PT09M10.00S,2023-05-06T01:15:55.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,13.84691195795007,49.754901960784316,1610612738,56,67,2023-05-06T01:16:00Z,3650000,False,1.0,78.0,1,left,J. Tatum 7' driving floating Jump Shot (17 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,7.77,Made,17.0,,,,,,,,,,,,,,,,,
372,PT08M52.00S,2023-05-06T01:16:12.8Z,3,REGULAR,3pt,Jump Shot,[],203954,65.3580814717477,55.63725490196079,1610612755,59,67,2023-05-06T01:16:17Z,3660000,False,28.0,273.0,1,right,J. Embiid 27' 3PT  (17 PTS) (J. Harden 6 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,27.46,Made,17.0,J. Harden,201935.0,6.0,,,,,,,,,,,,,,
374,PT08M30.00S,2023-05-06T01:16:37.3Z,3,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,59,67,2023-05-06T01:16:43Z,3680000,False,,,0,,M. Smart lost ball out-of-bounds TURNOVER (1 TO),[203935],1610612738.0,BOS,lost ball,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202049.0,,,,,1.0,,,,
375,PT08M17.00S,2023-05-06T01:16:52.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200782,94.00459921156373,3.1862745098039227,1610612755,62,67,2023-05-06T01:16:57Z,3690000,False,-234.0,4.0,1,right,P. Tucker 3PT  (6 PTS) (T. Harris 1 AST),"[200782, 202699]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.41,Made,6.0,T. Harris,202699.0,1.0,,,,,,,,,,,,,,
377,PT08M02.00S,2023-05-06T01:17:08.4Z,3,REGULAR,3pt,Jump Shot,[],203935,12.270039421813408,2.205882352941174,1610612738,62,70,2023-05-06T01:17:13Z,3710000,False,239.0,63.0,1,left,M. Smart 24' 3PT  (13 PTS) (J. Tatum 2 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,24.71,Made,13.0,J. Tatum,1628369.0,2.0,,,,,,,,,,,,,,
379,PT07M54.00S,2023-05-06T01:17:17.6Z,3,REGULAR,foul,personal,['2freethrow'],201143,,,1610612755,62,70,2023-05-06T01:17:22Z,3730000,False,,,0,,A. Horford shooting personal FOUL (3 PF) (Harris 2 FT),"[201143, 202699]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,3.0,0.0,Harris,202699.0,,,,,
381,PT07M54.00S,2023-05-06T01:17:40.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,62,70,2023-05-06T01:17:40Z,3750000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT07M54.00S,2023-05-06T01:21:27.8Z,3,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,62,70,2023-05-06T01:21:27Z,3770000,False,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
384,PT07M54.00S,2023-05-06T01:21:27.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,62,70,2023-05-06T01:21:27Z,3780000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,383.0,,,,,,,,,,,,,
385,PT07M54.00S,2023-05-06T01:21:50.0Z,3,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,63,70,2023-05-06T01:21:50Z,3790000,False,,,0,,T. Harris Free Throw 2 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
386,PT07M41.00S,2023-05-06T01:22:07.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,30.404073587385014,78.43137254901961,1610612738,63,70,2023-05-06T01:22:13Z,3800000,False,-142.0,233.0,1,left,MISS J. Brown 27' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.32,Missed,,,,,,,,,,,,,,,,,,
387,PT07M38.00S,2023-05-06T01:22:10.8Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,63,70,2023-05-06T01:22:13Z,3810000,False,,,0,,T. Harris REBOUND (Off:1 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,,386.0,4.0,3.0,1.0,,,,,,,,,,
388,PT07M27.00S,2023-05-06T01:22:23.9Z,3,REGULAR,foul,personal,[],1627759,,,1610612755,63,70,2023-05-06T01:22:29Z,3820000,False,,,0,,J. Brown personal FOUL (2 PF),"[1627759, 201935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1162.0,2.0,0.0,Harden,201935.0,,,,,
390,PT07M19.00S,2023-05-06T01:22:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,93.61038107752957,41.666666666666664,1610612755,65,70,2023-05-06T01:22:58Z,3840000,False,-42.0,8.0,1,right,T. Harris driving floating Jump Shot (7 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,4.24,Made,7.0,J. Embiid,203954.0,2.0,,,,,,,,,,,,,,
392,PT07M11.00S,2023-05-06T01:23:01.4Z,3,REGULAR,2pt,Jump Shot,[],203935,29.221419185282528,44.36274509803921,1610612738,65,70,2023-05-06T01:23:05Z,3860000,False,28.0,222.0,1,left,MISS M. Smart 22' pullup Shot - blocked,"[203935, 203954]",1610612738.0,BOS,pullup,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,22.4,Missed,,,,,,,,,,,,,,,Embiid,203954.0,,
393,PT07M11.00S,2023-05-06T01:23:01.4Z,3,REGULAR,block,,[],203954,,,1610612738,65,70,2023-05-06T01:23:03Z,3870000,False,,,0,,J. Embiid BLOCK (4 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
394,PT07M08.00S,2023-05-06T01:23:04.4Z,3,REGULAR,rebound,offensive,[],1627759,,,1610612738,65,70,2023-05-06T01:23:05Z,3880000,False,,,0,,J. Brown REBOUND (Off:2 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,392.0,5.0,3.0,2.0,,,,,,,,,,
395,PT07M08.00S,2023-05-06T01:23:04.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627759,24.490801576872528,52.205882352941174,1610612738,65,72,2023-05-06T01:23:15Z,3890000,False,-11.0,178.0,1,left,J. Brown 17' Jump Shot (16 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,17.8,Made,16.0,,,,,,,,,,,,,,,,,
397,PT06M55.00S,2023-05-06T01:23:26.2Z,3,REGULAR,substitution,out,[],203935,,,1610612755,65,72,2023-05-06T01:23:30Z,3910000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M55.00S,2023-05-06T01:23:26.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612755,65,72,2023-05-06T01:23:30Z,3920000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT06M46.00S,2023-05-06T01:23:53.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,93.47897503285151,52.94117647058824,1610612755,67,72,2023-05-06T01:23:58Z,3930000,False,15.0,9.0,1,right,J. Embiid driving finger roll Layup (19 PTS),[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.71,Made,19.0,,,,,,,,,,,,,,,,,
400,PT06M31.00S,2023-05-06T01:24:08.1Z,3,REGULAR,2pt,Jump Shot,[],1627759,24.359395532194483,49.26470588235294,1610612738,67,72,2023-05-06T01:24:14Z,3940000,False,4.0,176.0,1,left,MISS J. Brown 17' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,17.65,Missed,,,,,,,,,,,,,,,,,,
401,PT06M27.00S,2023-05-06T01:24:12.1Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,67,72,2023-05-06T01:24:14Z,3950000,False,,,0,,J. Harden REBOUND (Off:0 Def:6),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,,,,,,,400.0,6.0,6.0,0.0,,,,,,,,,,
402,PT06M12.00S,2023-05-06T01:24:26.9Z,3,REGULAR,2pt,Jump Shot,[],203954,75.87056504599212,38.48039215686274,1610612755,69,72,2023-05-06T01:24:33Z,3960000,False,-58.0,174.0,1,right,J. Embiid 18' pullup Jump Shot (21 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.36,Made,21.0,,,,,,,,,,,,,,,,,
403,PT05M48.00S,2023-05-06T01:24:51.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.276609724047319,48.774509803921575,1610612738,69,74,2023-05-06T01:25:03Z,3970000,False,6.0,16.0,1,left,J. Brown driving finger roll Layup (18 PTS) (J. Tatum 3 AST),"[1627759, 1628369]",1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.7,Made,18.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
405,PT05M25.00S,2023-05-06T01:25:13.1Z,3,REGULAR,3pt,Jump Shot,[],200782,88.2227332457293,98.03921568627452,1610612755,72,74,2023-05-06T01:25:17Z,3990000,False,240.0,58.0,1,right,P. Tucker 24' 3PT  (9 PTS) (J. Harden 7 AST),"[200782, 201935]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Right Corner 3,24+ Right,24.72,Made,9.0,J. Harden,201935.0,7.0,,,,,,,,,,,,,,
407,PT05M02.00S,2023-05-06T01:25:37.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,8.984888304862025,97.05882352941177,1610612738,72,74,2023-05-06T01:25:42Z,4010000,False,-235.0,32.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.75,Missed,,,,,,,,,,,,,,,,,,
408,PT04M59.00S,2023-05-06T01:25:40.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,72,74,2023-05-06T01:25:42Z,4020000,False,,,0,,J. Embiid REBOUND (Off:2 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,407.0,6.0,4.0,2.0,,,,,,,,,,
409,PT04M46.00S,2023-05-06T01:25:52.7Z,3,REGULAR,3pt,Jump Shot,[],201935,66.40932982917215,49.754901960784316,1610612755,72,74,2023-05-06T01:25:58Z,4030000,False,-1.0,263.0,1,right,MISS J. Harden 26' step back 3PT,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
410,PT04M44.00S,2023-05-06T01:25:54.7Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,72,74,2023-05-06T01:25:58Z,4040000,False,,,0,,D. White REBOUND (Off:1 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,409.0,6.0,5.0,1.0,,,,,,,,,,
411,PT04M32.00S,2023-05-06T01:26:03.0Z,3,REGULAR,3pt,Jump Shot,[],201143,26.19908015768725,14.460784313725497,1610612738,72,77,2023-05-06T01:27:15Z,4050000,False,178.0,194.0,1,left,A. Horford 26' 3PT  (14 PTS) (G. Williams 1 AST),"[201143, 1629684]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.29,Made,14.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,,,
413,PT04M05.00S,2023-05-06T01:26:34.0Z,3,REGULAR,2pt,Jump Shot,[],201935,77.18462549277267,52.450980392156865,1610612755,72,77,2023-05-06T01:26:38Z,4070000,False,12.0,162.0,1,right,MISS J. Harden 16' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,16.25,Missed,,,,,,,,,,,,,,,,,,
414,PT04M03.00S,2023-05-06T01:26:36.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,72,77,2023-05-06T01:26:38Z,4080000,False,,,0,,J. Tatum REBOUND (Off:0 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,,,,,413.0,5.0,5.0,0.0,,,,,,,,,,
415,PT04M00.00S,2023-05-06T01:26:42.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,11.613009198423129,51.22549019607843,1610612738,72,79,2023-05-06T01:26:49Z,4090000,False,-6.0,57.0,1,left,J. Brown running Layup (20 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.7,Made,20.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
417,PT04M00.00S,2023-05-06T01:26:47.3Z,3,REGULAR,foul,personal,['1freethrow'],201935,,,1610612738,72,79,2023-05-06T01:26:55Z,4110000,False,,,0,,J. Harden shooting personal FOUL (3 PF) (Brown 1 FT),"[201935, 1627759]",1610612755.0,PHI,shooting,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,200834.0,3.0,0.0,Brown,1627759.0,,,,,
419,PT04M00.00S,2023-05-06T01:26:57.8Z,3,REGULAR,substitution,out,[],1628369,,,1610612738,72,79,2023-05-06T01:27:15Z,4130000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M00.00S,2023-05-06T01:26:57.8Z,3,REGULAR,substitution,in,[],1627763,,,1610612738,72,79,2023-05-06T01:27:15Z,4140000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M00.00S,2023-05-06T01:27:24.1Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,72,80,2023-05-06T01:27:24Z,4150000,False,,,0,,J. Brown Free Throw 1 of 1 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
422,PT03M48.00S,2023-05-06T01:27:39.8Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612755,72,80,2023-05-06T01:27:48Z,4160000,False,,,0,,G. Williams shooting personal FOUL (2 PF) (Embiid 2 FT),"[1629684, 203954]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,2.0,0.0,Embiid,203954.0,,,,,
424,PT03M48.00S,2023-05-06T01:28:06.1Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,73,80,2023-05-06T01:28:06Z,4180000,False,,,0,,J. Embiid Free Throw 1 of 2 (22 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
425,PT03M48.00S,2023-05-06T01:28:07.7Z,3,REGULAR,substitution,out,[],201143,,,1610612755,73,80,2023-05-06T01:28:10Z,4190000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT03M48.00S,2023-05-06T01:28:07.7Z,3,REGULAR,substitution,in,[],1629057,,,1610612755,73,80,2023-05-06T01:28:10Z,4200000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT03M48.00S,2023-05-06T01:28:12.3Z,3,REGULAR,substitution,out,[],201935,,,1610612755,73,80,2023-05-06T01:28:14Z,4210000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT03M48.00S,2023-05-06T01:28:12.3Z,3,REGULAR,substitution,in,[],1629001,,,1610612755,73,80,2023-05-06T01:28:14Z,4220000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT03M48.00S,2023-05-06T01:28:34.4Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,74,80,2023-05-06T01:28:34Z,4230000,False,,,0,,J. Embiid Free Throw 2 of 2 (23 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
