actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
331,PT08M20.00S,2023-05-07T21:01:13.9Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,67,58,2023-05-07T21:01:24Z,3250000,False,,,0,,M. Smart shooting personal FOUL (2 PF) (Harris 2 FT),"[203935, 202699]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Harris,202699.0,,
333,PT08M20.00S,2023-05-07T21:01:48.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202699,,,1610612755,68,58,2023-05-07T21:01:48Z,3270000,False,,,0,,T. Harris Free Throw 1 of 2 (5 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
334,PT08M20.00S,2023-05-07T21:02:16.4Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202699,,,1610612755,69,58,2023-05-07T21:02:16Z,3280000,False,,,0,,T. Harris Free Throw 2 of 2 (6 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
335,PT08M12.00S,2023-05-07T21:02:27.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,13.18988173455979,40.931372549019606,1610612738,69,58,2023-05-07T21:02:35Z,3290000,False,45.0,71.0,1,left,MISS D. White 8' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,8.46,Missed,,,,,,,,,,,,,,,,,,
336,PT08M10.00S,2023-05-07T21:02:29.6Z,3,REGULAR,rebound,defensive,[],200782,,,1610612755,69,58,2023-05-07T21:02:35Z,3300000,False,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,335.0,2.0,1.0,1.0,,,,,,,,,,
337,PT07M54.00S,2023-05-07T21:02:45.2Z,3,REGULAR,2pt,Jump Shot,[],201935,77.973061760841,54.411764705882355,1610612755,71,58,2023-05-07T21:02:50Z,3310000,False,22.0,155.0,1,right,J. Harden 15' step back Jump Shot (26 PTS),[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,8-16 Center,15.62,Made,26.0,,,,,,,,,,,,,,,,,
338,PT07M35.00S,2023-05-07T21:03:03.3Z,3,REGULAR,3pt,Jump Shot,[],201143,31.586727989487514,71.07843137254902,1610612738,71,61,2023-05-07T21:03:08Z,3320000,False,-105.0,244.0,1,left,A. Horford 26' 3PT  (8 PTS) (M. Smart 3 AST),"[201143, 203935]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.62,Made,8.0,M. Smart,203935.0,3.0,,,,,,,,,,,,,,
340,PT07M06.00S,2023-05-07T21:03:34.0Z,3,REGULAR,2pt,Jump Shot,[],203954,84.54336399474376,77.69607843137254,1610612755,73,61,2023-05-07T21:04:19Z,3340000,False,138.0,93.0,1,right,J. Embiid 16' Jump Shot (23 PTS) (J. Harden 7 AST),"[203954, 201935]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right,16.67,Made,23.0,J. Harden,201935.0,7.0,,,,,,,,,,,,,,
342,PT06M57.00S,2023-05-07T21:03:41.4Z,3,REGULAR,3pt,Jump Shot,[],1628401,28.301576872536145,18.137254901960787,1610612738,73,61,2023-05-07T21:03:47Z,3360000,False,159.0,214.0,1,left,MISS D. White 26' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
343,PT06M53.00S,2023-05-07T21:03:45.4Z,3,REGULAR,rebound,defensive,[],201935,,,1610612755,73,61,2023-05-07T21:03:47Z,3370000,False,,,0,,J. Harden REBOUND (Off:0 Def:4),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,,,342.0,4.0,4.0,0.0,,,,,,,,,,
344,PT06M48.00S,2023-05-07T21:03:50.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201935,71.53416557161628,80.88235294117646,1610612755,76,61,2023-05-07T21:04:50Z,3380000,False,154.0,215.0,1,right,J. Harden 26' 3PT running pullup (29 PTS),[201935],1610612755.0,PHI,running pullup,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,26.48,Made,29.0,,,,,,,,,,,,,,,,,
345,PT06M47.00S,2023-05-07T21:04:01.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,76,61,2023-05-07T21:04:01Z,3390000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT06M47.00S,2023-05-07T21:07:02.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,76,61,2023-05-07T21:07:14Z,3400000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT06M47.00S,2023-05-07T21:07:02.5Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,76,61,2023-05-07T21:07:14Z,3410000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT06M25.00S,2023-05-07T21:08:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,8.327858081471746,48.774509803921575,1610612738,76,63,2023-05-07T21:08:05Z,3420000,False,6.0,26.0,1,left,G. Williams reverse Layup (2 PTS) (J. Tatum 3 AST),"[1629684, 1628369]",1610612738.0,BOS,reverse,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.65,Made,2.0,J. Tatum,1628369.0,3.0,,,,,,,,,,,,,,
350,PT06M02.00S,2023-05-07T21:08:26.2Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612755,76,63,2023-05-07T21:08:32Z,3440000,False,,,0,,M. Smart shooting personal FOUL (3 PF) (Embiid 2 FT),"[203935, 203954]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,202058.0,3.0,0.0,Embiid,203954.0,,
352,PT06M02.00S,2023-05-07T21:09:02.0Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,77,63,2023-05-07T21:09:02Z,3460000,False,,,0,,J. Embiid Free Throw 1 of 2 (24 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
353,PT06M02.00S,2023-05-07T21:09:02.7Z,3,REGULAR,substitution,out,[],202699,,,1610612755,77,63,2023-05-07T21:09:09Z,3470000,False,,,0,,SUB out: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT06M02.00S,2023-05-07T21:09:02.7Z,3,REGULAR,substitution,out,[],203935,,,1610612755,77,63,2023-05-07T21:09:09Z,3480000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT06M02.00S,2023-05-07T21:09:02.7Z,3,REGULAR,substitution,in,[],1629001,,,1610612755,77,63,2023-05-07T21:09:09Z,3490000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT06M02.00S,2023-05-07T21:09:02.7Z,3,REGULAR,substitution,in,[],1627763,,,1610612755,77,63,2023-05-07T21:09:09Z,3500000,False,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT06M02.00S,2023-05-07T21:09:23.9Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,78,63,2023-05-07T21:09:23Z,3510000,False,,,0,,J. Embiid Free Throw 2 of 2 (25 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
358,PT05M45.00S,2023-05-07T21:09:44.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.853482260183966,48.774509803921575,1610612738,78,65,2023-05-07T21:09:49Z,3520000,False,6.0,31.0,1,left,J. Tatum driving finger roll Layup (8 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.13,Made,8.0,,,,,,,,,,,,,,,,,
359,PT05M22.00S,2023-05-07T21:10:06.8Z,3,REGULAR,3pt,Jump Shot,[],1630178,68.64323258869908,69.11764705882354,1610612755,81,65,2023-05-07T21:10:12Z,3530000,False,96.0,242.0,1,right,T. Maxey 26' 3PT  (10 PTS) (P. Tucker 1 AST),"[1630178, 200782]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,26.05,Made,10.0,P. Tucker,200782.0,1.0,,,,,,,,,,,,,,
361,PT05M05.00S,2023-05-07T21:10:23.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,7.802233902759525,50.0,1610612738,81,67,2023-05-07T21:10:28Z,3550000,False,0.0,21.0,1,left,J. Brown driving finger roll Layup (20 PTS),[1627759],1610612738.0,BOS,driving finger roll,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.08,Made,20.0,,,,,,,,,,,,,,,,,
363,PT04M41.00S,2023-05-07T21:10:50.2Z,3,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612755,81,67,2023-05-07T21:10:59Z,3570000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629684, 203954]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Embiid,203954.0,,
365,PT04M41.00S,2023-05-07T21:11:30.5Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,82,67,2023-05-07T21:11:30Z,3590000,False,,,0,,J. Embiid Free Throw 1 of 2 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
366,PT04M41.00S,2023-05-07T21:11:32.8Z,3,REGULAR,substitution,out,[],201143,,,1610612755,82,67,2023-05-07T21:11:35Z,3600000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT04M41.00S,2023-05-07T21:11:32.8Z,3,REGULAR,substitution,in,[],1629057,,,1610612755,82,67,2023-05-07T21:11:35Z,3610000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT04M41.00S,2023-05-07T21:11:57.6Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,83,67,2023-05-07T21:11:57Z,3620000,False,,,0,,J. Embiid Free Throw 2 of 2 (27 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
369,PT04M31.00S,2023-05-07T21:12:10.2Z,3,REGULAR,3pt,Jump Shot,[],1627763,24.227989487516425,9.068627450980387,1610612738,83,70,2023-05-07T21:12:15Z,3630000,False,205.0,175.0,1,left,M. Brogdon 26' 3PT  (16 PTS) (J. Brown 3 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.94,Made,16.0,J. Brown,1627759.0,3.0,,,,,,,,,,,,,,
371,PT04M16.00S,2023-05-07T21:12:24.0Z,3,REGULAR,3pt,Jump Shot,[],1630178,71.92838370565046,20.09803921568627,1610612755,83,70,2023-05-07T21:12:32Z,3650000,False,-150.0,211.0,1,right,MISS T. Maxey 25' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
372,PT04M15.00S,2023-05-07T21:12:25.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,83,70,2023-05-07T21:12:32Z,3660000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,371.0,,,,,,,,,,,,,
374,PT04M15.00S,2023-05-07T21:12:30.1Z,3,REGULAR,substitution,out,[],200782,,,1610612738,83,70,2023-05-07T21:12:34Z,3680000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT04M15.00S,2023-05-07T21:12:30.1Z,3,REGULAR,substitution,in,[],1627777,,,1610612738,83,70,2023-05-07T21:12:34Z,3690000,False,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT04M03.00S,2023-05-07T21:12:57.0Z,3,REGULAR,foul,personal,['2freethrow'],1627777,,,1610612738,83,70,2023-05-07T21:13:04Z,3700000,False,,,0,,G. Niang shooting personal FOUL (2 PF) (Williams III 2 FT),"[1627777, 1629057]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,202058.0,2.0,0.0,Williams III,1629057.0,,
378,PT04M03.00S,2023-05-07T21:13:29.3Z,3,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,83,70,2023-05-07T21:13:29Z,3720000,False,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
379,PT04M03.00S,2023-05-07T21:13:29.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,83,70,2023-05-07T21:13:29Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,378.0,,,,,,,,,,,,,
380,PT04M03.00S,2023-05-07T21:13:48.1Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,83,70,2023-05-07T21:13:50Z,3740000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT04M03.00S,2023-05-07T21:13:48.1Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,83,70,2023-05-07T21:13:50Z,3750000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT04M03.00S,2023-05-07T21:14:06.8Z,3,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,83,71,2023-05-07T21:14:06Z,3760000,False,,,0,,R. Williams III Free Throw 2 of 2 (2 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
383,PT03M49.00S,2023-05-07T21:14:21.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,88.61695137976346,39.70588235294118,1610612755,83,71,2023-05-07T21:14:25Z,3770000,False,-51.0,55.0,1,right,MISS J. Embiid 7' turnaround Shot,[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
384,PT03M48.00S,2023-05-07T21:14:22.9Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,83,71,2023-05-07T21:14:25Z,3780000,False,,,0,,J. Tatum REBOUND (Off:3 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,383.0,11.0,8.0,3.0,,,,,,,,,,
385,PT03M27.00S,2023-05-07T21:15:17.2Z,3,REGULAR,jumpball,recovered,[],1627777,,,1610612738,83,71,2023-05-07T21:15:17Z,3790000,False,,,0,,Jump Ball J. Harden vs. G. Williams: Tip to G. Niang,"[1627777, 201935, 1629684]",1610612755.0,PHI,heldball,G. Niang,1627777.0,Niang,G. Niang,Harden,201935.0,Williams,1629684.0,,,,,,,,,,,,,,,,,,,,,,
388,PT03M27.00S,2023-05-07T21:15:17.2Z,3,REGULAR,turnover,lost ball,[],1629684,,,1610612738,83,71,2023-05-07T21:15:17Z,3820000,False,,,0,,G. Williams lost ball TURNOVER (1 TO),"[1629684, 201935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1.0,Harden,201935.0,,,,,,,
389,PT03M27.00S,2023-05-07T21:15:17.2Z,3,REGULAR,steal,,[],201935,,,1610612755,83,71,2023-05-07T21:15:17Z,3830000,False,,,0,,J. Harden STEAL (1 STL),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PT03M21.00S,2023-05-07T21:15:22.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630178,92.69053876478318,49.50980392156863,1610612755,83,71,2023-05-07T21:17:26Z,3850000,False,-2.0,16.0,1,right,MISS T. Maxey running Layup - blocked,"[1630178, 1629057]",1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
392,PT03M21.00S,2023-05-07T21:15:22.5Z,3,REGULAR,block,,[],1629057,,,1610612755,83,71,2023-05-07T21:15:26Z,3860000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT03M17.00S,2023-05-07T21:15:26.5Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612738,83,71,2023-05-07T21:15:29Z,3870000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:4),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,,,,,,,391.0,6.0,4.0,2.0,,,,,,,,,,
394,PT03M09.00S,2023-05-07T21:15:34.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.539421813403408,49.754901960784316,1610612738,83,73,2023-05-07T21:15:48Z,3880000,False,1.0,18.0,1,left,J. Tatum driving Layup (10 PTS) (M. Brogdon 2 AST),"[1628369, 1627763]",1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.84,Made,10.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,,,,,
396,PT03M07.00S,2023-05-07T21:15:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,83,73,2023-05-07T21:15:41Z,3900000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT03M07.00S,2023-05-07T21:19:00.4Z,3,REGULAR,substitution,out,[],1629684,,,1610612755,83,73,2023-05-07T21:19:06Z,3910000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M07.00S,2023-05-07T21:19:00.4Z,3,REGULAR,substitution,in,[],203935,,,1610612755,83,73,2023-05-07T21:19:06Z,3920000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M07.00S,2023-05-07T21:19:11.5Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,83,73,2023-05-07T21:19:14Z,3930000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M07.00S,2023-05-07T21:19:11.5Z,3,REGULAR,substitution,in,[],202699,,,1610612755,83,73,2023-05-07T21:19:14Z,3940000,False,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT02M52.00S,2023-05-07T21:19:37.1Z,3,REGULAR,foul,personal,[],1627763,,,1610612755,83,73,2023-05-07T21:19:49Z,3950000,False,,,0,,M. Brogdon personal FOUL (1 PF),"[1627763, 201935]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,101284.0,1.0,0.0,Harden,201935.0,,
404,PT02M52.00S,2023-05-07T21:19:46.4Z,3,REGULAR,substitution,out,[],201935,,,1610612755,83,73,2023-05-07T21:19:52Z,3970000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M52.00S,2023-05-07T21:19:46.4Z,3,REGULAR,substitution,in,[],1630178,,,1610612755,83,73,2023-05-07T21:19:52Z,3980000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M41.00S,2023-05-07T21:20:16.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612755,83,73,2023-05-07T21:20:20Z,3990000,False,,,0,,R. Williams III shooting personal FOUL (1 PF) (Embiid 2 FT),"[1629057, 203954]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,202058.0,1.0,0.0,Embiid,203954.0,,
408,PT02M41.00S,2023-05-07T21:20:46.6Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,83,73,2023-05-07T21:20:46Z,4010000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
409,PT02M41.00S,2023-05-07T21:20:46.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,83,73,2023-05-07T21:20:46Z,4020000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,408.0,,,,,,,,,,,,,
410,PT02M41.00S,2023-05-07T21:21:07.8Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,84,73,2023-05-07T21:21:07Z,4030000,False,,,0,,J. Embiid Free Throw 2 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
411,PT02M27.00S,2023-05-07T21:21:26.2Z,3,REGULAR,2pt,Jump Shot,[],1627763,22.519710906701704,50.49019607843137,1610612738,84,73,2023-05-07T21:21:31Z,4040000,False,-2.0,159.0,1,left,MISS M. Brogdon 15' pullup Shot,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,15.92,Missed,,,,,,,,,,,,,,,,,,
412,PT02M23.00S,2023-05-07T21:21:30.2Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,84,73,2023-05-07T21:21:31Z,4050000,False,,,0,,D. Melton REBOUND (Off:0 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Mid-Range,8-16 Center,,,,,,,411.0,2.0,2.0,0.0,,,,,,,,,,
413,PT02M13.00S,2023-05-07T21:21:39.8Z,3,REGULAR,3pt,Jump Shot,[],1627777,88.61695137976346,97.30392156862744,1610612755,87,73,2023-05-07T21:21:44Z,4060000,False,237.0,55.0,1,right,G. Niang 24' 3PT  (9 PTS) (T. Harris 2 AST),"[1627777, 202699]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Right Corner 3,24+ Right,24.27,Made,9.0,T. Harris,202699.0,2.0,,,,,,,,,,,,,,
415,PT01M51.00S,2023-05-07T21:22:02.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,6.619579500657039,48.774509803921575,1610612738,87,75,2023-05-07T21:22:29Z,4080000,False,6.0,10.0,1,left,R. Williams III cutting DUNK (4 PTS) (J. Tatum 4 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.15,Made,4.0,J. Tatum,1628369.0,4.0,,,,,,,,,,,,,,
417,PT01M37.00S,2023-05-07T21:22:16.0Z,3,REGULAR,3pt,Jump Shot,[],202699,69.1688567674113,30.882352941176478,1610612755,90,75,2023-05-07T21:22:20Z,4100000,False,-96.0,237.0,1,right,T. Harris 25' 3PT  (9 PTS) (J. Embiid 3 AST),"[202699, 203954]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,25.58,Made,9.0,J. Embiid,203954.0,3.0,,,,,,,,,,,,,,
419,PT01M18.00S,2023-05-07T21:22:34.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,12.13863337713535,97.05882352941177,1610612738,90,78,2023-05-07T21:22:40Z,4120000,False,-235.0,62.0,1,left,D. White 24' 3PT  (10 PTS) (M. Smart 4 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,24.32,Made,10.0,M. Smart,203935.0,4.0,,,,,,,,,,,,,,
421,PT01M02.00S,2023-05-07T21:22:50.6Z,3,REGULAR,2pt,Jump Shot,[],203954,75.08212877792378,47.79411764705882,1610612755,90,78,2023-05-07T21:22:54Z,4140000,False,-11.0,182.0,1,right,MISS J. Embiid 18' pullup Shot,[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.2,Missed,,,,,,,,,,,,,,,,,,
422,PT01M00.00S,2023-05-07T21:22:52.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,90,78,2023-05-07T21:22:54Z,4150000,False,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,421.0,3.0,3.0,0.0,,,,,,,,,,
423,PT00M51.80S,2023-05-07T21:23:04.1Z,3,REGULAR,foul,personal,[],1627777,,,1610612738,90,78,2023-05-07T21:23:08Z,4160000,False,,,0,,G. Niang personal FOUL (3 PF),"[1627777, 1627763]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,204058.0,3.0,0.0,Brogdon,1627763.0,,
425,PT00M47.00S,2023-05-07T21:23:33.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,8.722076215505908,45.09803921568627,1610612738,90,80,2023-05-07T21:23:41Z,4180000,False,25.0,29.0,1,left,J. Tatum driving floating bank Jump Shot (12 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.83,Made,12.0,,,,,,,,,,,,,,,,,
