actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
567,PT06M06.00S,2023-05-10T01:40:52.6Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,89,104,2023-05-10T01:41:12Z,5650000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
568,PT06M04.00S,2023-05-10T01:40:54.6Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,89,104,2023-05-10T01:41:12Z,5660000,False,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,567.0,8.0,8.0,0.0,,,,,,,,,,,,,,
570,PT05M42.00S,2023-05-10T01:41:54.5Z,4,REGULAR,turnover,lost ball,[],203954,,,1610612755,89,104,2023-05-10T01:43:38Z,5680000,False,,,0,,J. Embiid lost ball TURNOVER (4 TO),"[203954, 201143]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,4.0,Horford,201143.0
571,PT05M42.00S,2023-05-10T01:41:54.5Z,4,REGULAR,steal,,[],201143,,,1610612738,89,104,2023-05-10T01:43:26Z,5690000,False,,,0,,A. Horford STEAL (2 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
572,PT05M38.00S,2023-05-10T01:41:58.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,6.1268068331143235,50.98039215686274,1610612738,89,104,2023-05-10T01:42:06Z,5700000,False,-5.0,5.0,1,left,MISS J. Brown running Layup - blocked,"[1627759, 203954]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.71,Missed,,,,,,,,,,,,,,Embiid,203954.0,,,
573,PT05M38.00S,2023-05-10T01:41:58.8Z,4,REGULAR,block,,[],203954,,,1610612738,89,104,2023-05-10T01:42:00Z,5710000,False,,,0,,J. Embiid BLOCK (4 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
574,PT05M35.00S,2023-05-10T01:42:01.8Z,4,REGULAR,rebound,defensive,[],1630178,,,1610612755,89,104,2023-05-10T01:42:06Z,5720000,False,,,0,,T. Maxey REBOUND (Off:0 Def:6),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,572.0,6.0,6.0,0.0,,,,,,,,,,,,,,
575,PT05M23.00S,2023-05-10T01:42:14.9Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612755,89,104,2023-05-10T01:42:30Z,5730000,False,,,0,,J. Brown shooting personal FOUL (5 PF) (Embiid 2 FT),"[1627759, 203954]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,1830.0,5.0,0.0,Embiid,203954.0,,,,,,,,
577,PT05M23.00S,2023-05-10T01:42:51.4Z,4,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,89,104,2023-05-10T01:42:51Z,5750000,False,,,0,,MISS J. Embiid Free Throw 1 of 2,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
578,PT05M23.00S,2023-05-10T01:42:51.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,89,104,2023-05-10T01:42:51Z,5760000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,577.0,,,,,,,,,,,,,,,,,
579,PT05M23.00S,2023-05-10T01:42:53.0Z,4,REGULAR,substitution,out,[],201143,,,1610612755,89,104,2023-05-10T01:42:57Z,5770000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT05M23.00S,2023-05-10T01:42:53.0Z,4,REGULAR,substitution,in,[],1629057,,,1610612755,89,104,2023-05-10T01:42:57Z,5780000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT05M23.00S,2023-05-10T01:43:18.4Z,4,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,89,105,2023-05-10T01:43:18Z,5790000,False,,,0,,J. Embiid Free Throw 2 of 2 (33 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
582,PT05M14.00S,2023-05-10T01:43:30.0Z,4,REGULAR,3pt,Jump Shot,[],1627759,22.815374507227332,88.72549019607843,1610612738,89,105,2023-05-10T01:43:42Z,5800000,False,-194.0,162.0,1,left,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,25.24,Missed,,,,,,,,,,,,,,,,,,
583,PT05M11.00S,2023-05-10T01:43:33.0Z,4,REGULAR,rebound,defensive,[],202699,,,1610612755,89,105,2023-05-10T01:43:33Z,5810000,False,,,0,,T. Harris REBOUND (Off:2 Def:9),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,582.0,11.0,9.0,2.0,,,,,,,,,,,,,,
584,PT05M07.00S,2023-05-10T01:43:41.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,89,105,2023-05-10T01:43:41Z,5820000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M00.00S,2023-05-10T01:45:44.5Z,4,REGULAR,2pt,Jump Shot,[],1630178,79.31997371879106,35.294117647058826,1610612755,89,105,2023-05-10T01:45:52Z,5830000,False,-74.0,142.0,1,right,MISS T. Maxey 15' driving floating Shot,[1630178],1610612755.0,PHI,driving floating,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,15.98,Missed,,,,,,,,,,,,,,,,,,
586,PT04M59.00S,2023-05-10T01:45:45.5Z,4,REGULAR,rebound,offensive,[],1630178,,,1610612755,89,105,2023-05-10T01:45:52Z,5840000,False,,,0,,T. Maxey REBOUND (Off:1 Def:6),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Center,,,585.0,7.0,6.0,1.0,,,,,,,,,,,,,,
587,PT04M59.00S,2023-05-10T01:45:49.4Z,4,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612755,89,105,2023-05-10T01:45:56Z,5850000,False,,,0,,R. Williams III shooting personal FOUL (2 PF) (Maxey 2 FT),"[1629057, 1630178]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1830.0,2.0,0.0,Maxey,1630178.0,,,,,,,,
589,PT04M59.00S,2023-05-10T01:46:12.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630178,,,1610612755,89,106,2023-05-10T01:46:12Z,5870000,False,,,0,,T. Maxey Free Throw 1 of 2 (26 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
590,PT04M59.00S,2023-05-10T01:46:30.0Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630178,,,1610612755,89,107,2023-05-10T01:46:30Z,5880000,False,,,0,,T. Maxey Free Throw 2 of 2 (27 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
591,PT04M42.00S,2023-05-10T01:46:49.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.863994743758213,48.77450980392157,1610612738,91,107,2023-05-10T01:46:56Z,5890000,False,6.0,3.0,1,left,J. Tatum driving finger roll Layup (36 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,0.66,Made,,,,,36.0,,,,,,,,,,,,,
592,PT04M29.00S,2023-05-10T01:47:02.5Z,4,REGULAR,3pt,Jump Shot,[],200782,87.33574244415243,4.6568627450980395,1610612755,91,110,2023-05-10T01:47:07Z,5900000,False,-227.0,67.0,1,right,P. Tucker 3PT  (3 PTS) (T. Maxey 3 AST),"[200782, 1630178]",1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Left Corner 3,24+ Left,23.63,Made,,,,,3.0,,,,,,T. Maxey,1630178.0,3.0,,,,,
594,PT04M11.00S,2023-05-10T01:47:22.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203954,,,1610612738,91,110,2023-05-10T01:47:27Z,5920000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Brown 2 FT),"[203954, 1627759]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,3.0,0.0,Brown,1627759.0,,,,,,,,
596,PT04M11.00S,2023-05-10T01:47:47.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,91,110,2023-05-10T01:47:47Z,5940000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
597,PT04M11.00S,2023-05-10T01:47:47.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,91,110,2023-05-10T01:47:47Z,5950000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,596.0,,,,,,,,,,,,,,,,,
598,PT04M11.00S,2023-05-10T01:48:06.8Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,92,110,2023-05-10T01:48:06Z,5960000,False,,,0,,J. Brown Free Throw 2 of 2 (24 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,,
599,PT03M57.00S,2023-05-10T01:48:24.1Z,4,REGULAR,3pt,Jump Shot,[],1630178,66.96780551905388,69.6078431372549,1610612755,92,113,2023-05-10T01:48:39Z,5970000,False,98.0,258.0,1,right,T. Maxey 27' 3PT pullup (30 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.6,Made,,,,,30.0,,,,,,,,,,,,,
600,PT03M55.00S,2023-05-10T01:48:33.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,92,113,2023-05-10T01:48:33Z,5980000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,92,113,2023-05-10T01:49:42Z,5990000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612738,92,113,2023-05-10T01:49:42Z,6000000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,92,113,2023-05-10T01:49:42Z,6010000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],203935,,,1610612738,92,113,2023-05-10T01:49:42Z,6020000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,92,113,2023-05-10T01:49:42Z,6030000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,out,[],203954,,,1610612738,92,113,2023-05-10T01:49:42Z,6040000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,92,113,2023-05-10T01:49:42Z,6050000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,92,113,2023-05-10T01:49:42Z,6060000,False,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],1630573,,,1610612738,92,113,2023-05-10T01:49:42Z,6070000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],1628436,,,1610612738,92,113,2023-05-10T01:49:42Z,6080000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],203488,,,1610612738,92,113,2023-05-10T01:49:42Z,6090000,False,,,0,,SUB in: M. Muscala,[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M55.00S,2023-05-10T01:49:18.6Z,4,REGULAR,substitution,in,[],1627863,,,1610612738,92,113,2023-05-10T01:49:42Z,6100000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M47.00S,2023-05-10T01:50:04.8Z,4,REGULAR,3pt,Jump Shot,[],1630573,25.706307490144546,82.59803921568627,1610612738,95,113,2023-05-10T01:50:09Z,6110000,False,-163.0,189.0,1,left,S. Hauser 24' 3PT  (3 PTS) (P. Pritchard 1 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,24.97,Made,,,,,3.0,,,,,,P. Pritchard,1630202.0,1.0,,,,,
615,PT03M19.00S,2023-05-10T01:50:33.2Z,4,REGULAR,3pt,Jump Shot,[],1630178,63.6826544021025,38.970588235294116,1610612755,95,113,2023-05-10T01:51:04Z,6130000,False,-55.0,289.0,1,right,MISS T. Maxey 29' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,29.41,Missed,,,,,,,,,,,,,,,,,,
616,PT03M17.00S,2023-05-10T01:50:35.2Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,95,113,2023-05-10T01:50:37Z,6140000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,615.0,1.0,1.0,0.0,,,,,,,,,,,,,,
617,PT03M04.00S,2023-05-10T01:50:48.7Z,4,REGULAR,3pt,Jump Shot,[],1630202,26.757555847568987,80.14705882352942,1610612738,98,113,2023-05-10T01:51:21Z,6150000,False,-151.0,199.0,1,left,P. Pritchard 24' 3PT pullup (3 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,24.96,Made,,,,,3.0,,,,,,,,,,,,,
618,PT02M34.00S,2023-05-10T01:51:19.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200782,82.86793692509855,53.92156862745098,1610612755,98,113,2023-05-10T01:53:16Z,6160000,False,20.0,109.0,1,right,MISS P. Tucker 11' floating Shot,[200782],1610612755.0,PHI,floating,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Center,11.03,Missed,,,,,,,,,,,,,,,,,,
619,PT02M30.00S,2023-05-10T01:51:23.6Z,4,REGULAR,rebound,defensive,[],203488,,,1610612738,98,113,2023-05-10T01:53:16Z,6170000,False,,,0,,M. Muscala REBOUND (Off:0 Def:1),[203488],1610612738.0,BOS,,,,Muscala,M. Muscala,,,,,In The Paint (Non-RA),8-16 Center,,,618.0,1.0,1.0,0.0,,,,,,,,,,,,,,
620,PT02M22.00S,2023-05-10T01:51:30.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,14.4053876478318,34.55882352941176,1610612738,98,113,2023-05-10T01:52:01Z,6180000,False,77.0,83.0,1,left,MISS P. Pritchard 11' driving floating Shot,[1630202],1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Right,11.33,Missed,,,,,,,,,,,,,,,,,,
621,PT02M17.00S,2023-05-10T01:51:35.9Z,4,REGULAR,rebound,defensive,[],200782,,,1610612755,98,113,2023-05-10T01:51:35Z,6190000,False,,,0,,P. Tucker REBOUND (Off:1 Def:6),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Right,,,620.0,7.0,6.0,1.0,,,,,,,,,,,,,,
622,PT02M11.00S,2023-05-10T01:51:45.2Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612755,98,113,2023-05-10T01:51:52Z,6200000,False,,,0,,PHI 8-second-violation Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,204059.0,,,,,,,,,,,,
623,PT02M11.00S,2023-05-10T01:52:09.3Z,4,REGULAR,substitution,out,[],200782,,,1610612738,98,113,2023-05-10T01:52:13Z,6210000,False,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M11.00S,2023-05-10T01:52:09.3Z,4,REGULAR,substitution,in,[],1629003,,,1610612738,98,113,2023-05-10T01:52:13Z,6220000,False,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT02M02.00S,2023-05-10T01:52:29.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,35.8245729303548,27.450980392156865,1610612738,101,113,2023-05-10T01:53:37Z,6230000,False,113.0,284.0,1,left,P. Pritchard 30' 3PT pullup (6 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,30.58,Made,,,,,6.0,,,,,,,,,,,,,
626,PT01M54.00S,2023-05-10T01:52:43.6Z,4,REGULAR,turnover,out-of-bounds,[],1629003,,,1610612755,101,113,2023-05-10T01:52:53Z,6240000,False,,,0,,S. Milton bad pass out-of-bounds TURNOVER (1 TO),[1629003],1610612755.0,PHI,bad pass,,,Milton,S. Milton,,,,,Above the Break 3,24+ Right Center,,,,,,,,1830.0,,,,,,,,,,1.0,,
627,PT01M49.00S,2023-05-10T01:52:56.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630202,22.470433639947437,78.20925245098039,1610612738,101,113,2023-05-10T01:55:44Z,6250000,False,-141.0,159.0,1,left,MISS P. Pritchard 21' step back Shot,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,21.23,Missed,,,,,,,,,,,,,,,,,,
628,PT01M46.00S,2023-05-10T01:52:59.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612755,101,113,2023-05-10T01:53:02Z,6260000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,627.0,,,,,,,,,,,,,,,,,
630,PT01M46.00S,2023-05-10T01:53:18.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,101,113,2023-05-10T01:53:18Z,6280000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT01M38.00S,2023-05-10T01:55:05.2Z,4,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,101,113,2023-05-10T01:55:15Z,6290000,False,,,0,,T. Harris step out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,step,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201639.0,,,,,,,,,,1.0,,
632,PT01M38.00S,2023-05-10T01:55:13.9Z,4,REGULAR,substitution,out,[],1629003,,,1610612738,101,113,2023-05-10T01:55:24Z,6300000,False,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT01M38.00S,2023-05-10T01:55:13.9Z,4,REGULAR,substitution,in,[],1629001,,,1610612738,101,113,2023-05-10T01:55:24Z,6310000,False,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT01M31.00S,2023-05-10T01:55:37.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,27.020367936925098,80.63725490196079,1610612738,101,113,2023-05-10T01:55:41Z,6320000,False,-153.0,201.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
635,PT01M28.00S,2023-05-10T01:55:40.3Z,4,REGULAR,rebound,defensive,[],1627863,,,1610612755,101,113,2023-05-10T01:55:48Z,6330000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:4),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Left Center,,,634.0,4.0,4.0,0.0,,,,,,,,,,,,,,
637,PT01M27.00S,2023-05-10T01:55:48.9Z,4,REGULAR,foul,personal,[],1628436,,,1610612755,101,113,2023-05-10T01:55:58Z,6350000,False,,,0,,L. Kornet personal FOUL (1 PF),"[1628436, 201935]",1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1830.0,1.0,0.0,Harden,201935.0,,,,,,,,
639,PT01M04.00S,2023-05-10T01:56:26.3Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629001,87.59855453350855,46.81372549019608,1610612755,101,113,2023-05-10T01:57:17Z,6370000,False,-16.0,64.0,1,right,MISS D. Melton 6' turnaround Hook,[1629001],1610612755.0,PHI,turnaround,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,6.6,Missed,,,,,,,,,,,,,,,,,,
640,PT01M03.00S,2023-05-10T01:56:27.3Z,4,REGULAR,rebound,offensive,[],1629001,,,1610612755,101,113,2023-05-10T01:56:37Z,6380000,False,,,0,,D. Melton REBOUND (Off:2 Def:2),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,639.0,4.0,2.0,2.0,,,,,,,,,,,,,,
641,PT01M03.00S,2023-05-10T01:56:28.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629001,94.40999984741211,50.0,1610612755,101,115,2023-05-10T01:56:28Z,6390000,False,0.0,0.0,1,right,D. Melton tip Layup (4 PTS),[1629001],1610612755.0,PHI,tip,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
642,PT00M53.50S,2023-05-10T01:56:38.4Z,4,REGULAR,3pt,Jump Shot,[],1629684,33.196452036793694,27.450980392156865,1610612738,101,115,2023-05-10T01:56:45Z,6400000,False,113.0,260.0,1,left,MISS G. Williams 28' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,28.29,Missed,,,,,,,,,,,,,,,,,,
643,PT00M49.40S,2023-05-10T01:56:42.5Z,4,REGULAR,rebound,defensive,[],1627863,,,1610612755,101,115,2023-05-10T01:56:45Z,6410000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:5),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,642.0,5.0,5.0,0.0,,,,,,,,,,,,,,
644,PT00M26.90S,2023-05-10T01:57:08.7Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612755,101,115,2023-05-10T01:57:15Z,6420000,False,,,0,,PHI shot clock Team TURNOVER,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,204059.0,,,,,,,,,,,,
646,PT00M21.10S,2023-05-10T01:57:25.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630202,5.863994743758213,48.529411764705884,1610612738,103,115,2023-05-10T01:57:29Z,6440000,False,7.0,3.0,1,left,P. Pritchard driving Layup (8 PTS) (G. Williams 1 AST),"[1630202, 1629684]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,0.78,Made,,,,,8.0,,,,,,G. Williams,1629684.0,1.0,,,,,
648,PT00M00.00S,2023-05-10T01:57:54.4Z,4,REGULAR,period,end,[],0,,,1610612755,103,115,2023-05-10T01:57:54Z,6460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2023-05-10T01:57:57.5Z,4,REGULAR,game,end,[],0,,,0,103,115,2023-05-10T01:57:57Z,6470000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
