actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
433,PT03M31.00S,2023-05-18T02:04:52.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.360709592641262,55.88235294117647,1610612738,84,88,2023-05-18T02:04:56Z,4260000,False,-29.0,26.0,1,left,J. Tatum driving finger roll Layup (22 PTS),[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.93,Made,,,,,,,22.0,,,,,,,,,,,
434,PT03M17.00S,2023-05-18T02:05:07.0Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612748,84,88,2023-05-18T02:07:24Z,4270000,False,,,0,,D. White shooting personal FOUL (3 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,shooting,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,3.0,0.0,Butler,202710.0,,,,
436,PT03M17.00S,2023-05-18T02:05:37.1Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,84,89,2023-05-18T02:07:31Z,4290000,False,,,0,,J. Butler Free Throw 1 of 2 (21 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,21.0,,,,,,,,,,,
439,PT03M17.00S,2023-05-18T02:05:37.1Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,84,90,2023-05-18T02:07:31Z,4320000,False,,,0,,J. Butler Free Throw 2 of 2 (22 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
437,PT03M17.00S,2023-05-18T02:05:38.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,84,90,2023-05-18T02:07:36Z,4325000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M17.00S,2023-05-18T02:05:38.5Z,3,REGULAR,substitution,in,[],203469,,,1610612738,84,90,2023-05-18T02:07:36Z,4327500,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M06.00S,2023-05-18T02:06:17.0Z,3,REGULAR,3pt,Jump Shot,[],1627763,23.603810775295663,9.558823529411764,1610612738,84,90,2023-05-18T02:06:29Z,4330000,False,202.0,169.0,1,left,MISS M. Brogdon 26' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,26.38,Missed,,,,,,,,,,,,,,,,,,
441,PT03M04.00S,2023-05-18T02:06:19.8Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,84,90,2023-05-18T02:06:19Z,4340000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Right Center,,,440.0,2.0,2.0,0.0,,,,,,,,,,,,,,
444,PT02M52.00S,2023-05-18T02:06:31.0Z,3,REGULAR,2pt,Jump Shot,[],202710,91.5407358738502,77.45098039215686,1610612748,84,90,2023-05-18T02:06:41Z,4350000,False,137.0,27.0,1,right,MISS J. Butler 13' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,13.99,Missed,,,,,,,,,,,,,,,,,,
445,PT02M50.00S,2023-05-18T02:06:33.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,84,90,2023-05-18T02:06:41Z,4360000,False,,,0,,J. Tatum REBOUND (Off:0 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,444.0,6.0,6.0,0.0,,,,,,,,,,,,,,
446,PT02M46.00S,2023-05-18T02:06:39.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,84,90,2023-05-18T02:09:48Z,4370000,False,,,0,,J. Butler personal FOUL (3 PF) (Smart 2 FT),"[202710, 203935]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,1179.0,,,,,,3.0,0.0,Smart,203935.0,,,,
448,PT02M46.00S,2023-05-18T02:06:52.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,84,90,2023-05-18T02:06:52Z,4390000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M46.00S,2023-05-18T02:10:39.3Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,84,90,2023-05-18T02:10:39Z,4400000,False,,,0,,MISS M. Smart Free Throw 1 of 2,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
450,PT02M46.00S,2023-05-18T02:10:39.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,84,90,2023-05-18T02:10:39Z,4410000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,,,,,
451,PT02M46.00S,2023-05-18T02:10:53.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,85,90,2023-05-18T02:10:53Z,4420000,False,,,0,,M. Smart Free Throw 2 of 2 (11 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
452,PT02M33.00S,2023-05-18T02:11:08.1Z,3,REGULAR,3pt,Jump Shot,[],1629622,66.83639947437582,49.754901960784316,1610612748,85,90,2023-05-18T02:11:17Z,4430000,False,-1.0,259.0,1,right,MISS M. Strus 25' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Center,25.92,Missed,,,,,,,,,,,,,,,,,,
453,PT02M32.00S,2023-05-18T02:11:09.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,85,90,2023-05-18T02:11:17Z,4440000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Center,,,452.0,,,,,,,,,,,,,,,,,
454,PT02M32.00S,2023-05-18T02:11:14.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612748,85,90,2023-05-18T02:11:22Z,4450000,False,,,0,,D. White loose ball personal FOUL (4 PF) (Butler 2 FT),"[1628401, 202710]",1610612738.0,BOS,loose ball,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,1179.0,,,,,,4.0,0.0,Butler,202710.0,,,,
456,PT02M32.00S,2023-05-18T02:11:43.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,85,91,2023-05-18T02:11:43Z,4470000,False,,,0,,J. Butler Free Throw 1 of 2 (23 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
457,PT02M32.00S,2023-05-18T02:11:43.7Z,3,REGULAR,substitution,out,[],203935,,,1610612748,85,91,2023-05-18T02:11:50Z,4480000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT02M32.00S,2023-05-18T02:11:43.7Z,3,REGULAR,substitution,in,[],1630202,,,1610612748,85,91,2023-05-18T02:11:50Z,4490000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT02M32.00S,2023-05-18T02:12:10.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,85,92,2023-05-18T02:12:10Z,4500000,False,,,0,,J. Butler Free Throw 2 of 2 (24 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
460,PT02M16.00S,2023-05-18T02:12:30.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,19.398817345597898,35.78431372549019,1610612738,87,92,2023-05-18T02:12:35Z,4510000,False,71.0,130.0,1,left,M. Brogdon 14' driving floating Jump Shot (14 PTS) (P. Pritchard 1 AST),"[1627763, 1630202]",1610612738.0,BOS,driving floating,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,14.8,Made,,,,,,,14.0,P. Pritchard,1630202.0,1.0,,,,,,,,
462,PT02M16.00S,2023-05-18T02:12:33.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628997,,,1610612738,87,92,2023-05-18T02:12:42Z,4530000,False,,,0,,C. Martin shooting personal FOUL (3 PF) (Brogdon 1 FT),"[1628997, 1627763]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,2530.0,,,,,,3.0,0.0,Brogdon,1627763.0,,,,
464,PT02M16.00S,2023-05-18T02:12:52.8Z,3,REGULAR,freethrow,1 of 1,[],1627763,,,1610612738,87,92,2023-05-18T02:12:56Z,4550000,False,,,0,,MISS M. Brogdon Free Throw 1 of 1,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
465,PT02M16.00S,2023-05-18T02:12:52.8Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612748,87,92,2023-05-18T02:12:56Z,4560000,False,,,0,,C. Martin REBOUND (Off:0 Def:3),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,464.0,3.0,3.0,0.0,,,,,,,,,,,,,,
466,PT02M03.00S,2023-05-18T02:13:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,89.70105124835742,48.77450980392157,1610612748,87,92,2023-05-18T02:13:10Z,4570000,False,-6.0,44.0,1,right,MISS J. Butler driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,,,,,,,,,,,,,,,,,,
468,PT02M02.00S,2023-05-18T02:13:05.7Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,87,92,2023-05-18T02:13:10Z,4590000,False,,,0,,J. Butler REBOUND (Off:3 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,466.0,5.0,2.0,3.0,,,,,,,,,,,,,,
469,PT01M56.00S,2023-05-18T02:13:12.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202710,92.59198423127464,94.36274509803921,1610612748,87,95,2023-05-18T02:13:19Z,4600000,False,222.0,17.0,1,right,J. Butler 3PT  (27 PTS) (C. Martin 2 AST),"[202710, 1628997]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,22.25,Made,,,,,,,27.0,C. Martin,1628997.0,2.0,,,,,,,,
471,PT01M27.00S,2023-05-18T02:13:40.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,9.198423127463863,50.390625,1610612738,89,95,2023-05-18T02:15:15Z,4620000,False,-2.0,34.0,1,left,D. White driving floating Jump Shot (5 PTS) (M. Brogdon 1 AST),"[1628401, 1627763]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,5.0,M. Brogdon,1627763.0,1.0,,,,,,,,
473,PT01M02.00S,2023-05-18T02:14:05.1Z,3,REGULAR,3pt,Jump Shot,[],1628997,76.21550591327201,12.522977941176471,1610612748,89,98,2023-05-18T02:16:04Z,4640000,False,-187.0,171.0,1,right,C. Martin 25' 3PT  (10 PTS) (J. Butler 5 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Left Center,25.38,Made,,,,,,,10.0,J. Butler,202710.0,5.0,,,,,,,,
475,PT00M41.00S,2023-05-18T02:14:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,10.726018396846255,49.50980392156863,1610612738,91,98,2023-05-18T02:14:34Z,4660000,False,2.0,48.0,1,left,J. Tatum driving Layup (24 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,,,,,,,24.0,,,,,,,,,,,
476,PT00M31.40S,2023-05-18T02:14:41.0Z,3,REGULAR,2pt,Jump Shot,[],200768,78.40013140604468,28.676470588235293,1610612748,91,100,2023-05-18T02:14:44Z,4670000,False,-107.0,151.0,1,right,K. Lowry 18' pullup Jump Shot (15 PTS),[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,18.44,Made,,,,,,,15.0,,,,,,,,,,,
477,PT00M26.40S,2023-05-18T02:15:00.8Z,3,REGULAR,3pt,Jump Shot,[],201143,31.225361366622867,25.245098039215684,1610612738,91,100,2023-05-18T02:15:13Z,4680000,False,124.0,241.0,1,left,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
478,PT00M24.20S,2023-05-18T02:15:03.0Z,3,REGULAR,rebound,defensive,[],1629622,,,1610612748,91,100,2023-05-18T02:15:13Z,4690000,False,,,0,,M. Strus REBOUND (Off:1 Def:1),[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Above the Break 3,24+ Right Center,,,477.0,2.0,1.0,1.0,,,,,,,,,,,,,,
479,PT00M07.60S,2023-05-18T02:15:19.5Z,3,REGULAR,3pt,Jump Shot,[],1629622,95.28991458607095,2.9641544117647056,1610612748,91,103,2023-05-18T02:15:25Z,4700000,False,-235.0,-8.0,1,right,M. Strus 3PT  (15 PTS) (K. Lowry 3 AST),"[1629622, 200768]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,Left Corner 3,24+ Left,23.53,Made,,,,,,,15.0,K. Lowry,200768.0,3.0,,,,,,,,
481,PT00M01.10S,2023-05-18T02:15:33.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,13.797634691195796,44.35125612745098,1610612738,91,103,2023-05-18T02:15:58Z,4720000,False,28.0,77.0,1,left,MISS M. Brogdon 8' driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,8.22,Missed,,,,,,,,,,,,,,,,,,
482,PT00M01.10S,2023-05-18T02:15:33.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,91,103,2023-05-18T02:15:58Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,481.0,,,,,,,,,,,,,,,,,
483,PT00M00.00S,2023-05-18T02:15:39.5Z,3,REGULAR,period,end,[],0,,,1610612738,91,103,2023-05-18T02:15:39Z,4740000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,91,103,2023-05-18T02:19:02Z,4750000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,out,['startperiod'],201143,,,1610612738,91,103,2023-05-18T02:19:02Z,4760000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,out,['startperiod'],1629622,,,1610612738,91,103,2023-05-18T02:19:02Z,4770000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,91,103,2023-05-18T02:19:02Z,4780000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612738,91,103,2023-05-18T02:19:02Z,4790000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2023-05-18T02:18:33.9Z,4,REGULAR,substitution,in,['startperiod'],1629216,,,1610612738,91,103,2023-05-18T02:19:02Z,4800000,False,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT12M00.00S,2023-05-18T02:19:11.7Z,4,REGULAR,period,start,[],0,,,1610612738,91,103,2023-05-18T02:19:11Z,4810000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT11M42.00S,2023-05-18T02:19:28.8Z,4,REGULAR,3pt,Jump Shot,[],1628401,30.17411300919842,20.098039215686274,1610612738,94,103,2023-05-18T02:19:33Z,4820000,False,150.0,231.0,1,left,D. White 27' 3PT  (8 PTS) (J. Brown 3 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,27.52,Made,,,,,,,8.0,J. Brown,1627759.0,3.0,,,,,,,,
495,PT11M15.00S,2023-05-18T02:19:54.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,87.86136662286465,57.107843137254896,1610612748,94,103,2023-05-18T02:20:20Z,4840000,False,36.0,62.0,1,right,MISS C. Zeller 7' driving floating Shot - blocked,"[203469, 1629057]",1610612748.0,MIA,driving floating,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,7.11,Missed,,,,,,,,,,,,,,,,,Williams III,1629057.0
496,PT11M15.00S,2023-05-18T02:19:54.8Z,4,REGULAR,block,,[],1629057,,,1610612748,94,103,2023-05-18T02:19:56Z,4850000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
497,PT11M13.00S,2023-05-18T02:19:56.8Z,4,REGULAR,rebound,defensive,[],1627763,,,1610612738,94,103,2023-05-18T02:19:59Z,4860000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,495.0,1.0,1.0,0.0,,,,,,,,,,,,,,
498,PT11M07.00S,2023-05-18T02:20:04.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,15.325229960578188,56.372549019607845,1610612738,96,103,2023-05-18T02:20:54Z,4870000,False,-32.0,92.0,1,left,M. Brogdon 9' step back Jump Shot (16 PTS) (J. Brown 4 AST),"[1627763, 1627759]",1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Center,9.7,Made,,,,,,,16.0,J. Brown,1627759.0,4.0,,,,,,,,
500,PT10M41.00S,2023-05-18T02:20:33.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202710,86.81011826544021,41.17647058823529,1610612748,96,103,2023-05-18T02:20:44Z,4890000,False,-44.0,71.0,1,right,MISS J. Butler 8' driving Layup,[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,8.4,Missed,,,,,,,,,,,,,,,,,,
501,PT10M40.00S,2023-05-18T02:20:34.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,96,103,2023-05-18T02:20:44Z,4900000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,500.0,,,,,,,,,,,,,,,,,
502,PT10M40.00S,2023-05-18T02:20:38.9Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612748,96,103,2023-05-18T02:20:47Z,4910000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1179.0,,,,,,,,,,,,,
503,PT10M27.00S,2023-05-18T02:20:56.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627759,15.456636005256241,41.911764705882355,1610612738,98,103,2023-05-18T02:21:02Z,4920000,False,40.0,93.0,1,left,J. Brown 10' driving floating Jump Shot (18 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,10.12,Made,,,,,,,18.0,,,,,,,,,,,
504,PT10M26.00S,2023-05-18T02:21:01.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,98,103,2023-05-18T02:21:01Z,4930000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT10M26.00S,2023-05-18T02:23:38.7Z,4,REGULAR,substitution,out,[],203469,,,1610612748,98,103,2023-05-18T02:24:22Z,4940000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT10M26.00S,2023-05-18T02:23:38.7Z,4,REGULAR,substitution,in,[],1628389,,,1610612748,98,103,2023-05-18T02:24:22Z,4950000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT10M02.00S,2023-05-18T02:25:02.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],200768,85.10183968462549,51.71568627450981,1610612748,98,103,2023-05-18T02:25:07Z,4960000,False,9.0,88.0,1,right,MISS K. Lowry 8' driving floating Shot,[200768],1610612748.0,MIA,driving floating,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),8-16 Center,8.79,Missed,,,,,,,,,,,,,,,,,,
508,PT10M00.00S,2023-05-18T02:25:04.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,98,103,2023-05-18T02:25:11Z,4970000,False,,,0,,J. Brown REBOUND (Off:1 Def:8),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,507.0,9.0,8.0,1.0,,,,,,,,,,,,,,
509,PT09M51.00S,2023-05-18T02:25:19.6Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,98,103,2023-05-18T02:25:53Z,4980000,False,,,0,,J. Brown lost ball TURNOVER (5 TO),"[1627759, 1628997]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,5.0,,,,,,,,,Martin,1628997.0,,
510,PT09M51.00S,2023-05-18T02:25:19.6Z,4,REGULAR,steal,,[],1628997,,,1610612748,98,103,2023-05-18T02:25:23Z,4990000,False,,,0,,C. Martin STEAL (2 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
511,PT09M48.00S,2023-05-18T02:26:19.2Z,4,REGULAR,jumpball,recovered,[],202710,,,1610612748,98,103,2023-05-18T02:26:37Z,5000000,False,,,0,,Jump Ball B. Adebayo vs. R. Williams III: Tip to J. Butler,"[202710, 1628389, 1629057]",1610612748.0,MIA,heldball,J. Butler,202710.0,Butler,J. Butler,Adebayo,1628389.0,Williams III,1629057.0,,,,,,,,,,,,,,,,,,,,,,
514,PT09M32.00S,2023-05-18T02:26:31.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629216,66.96780551905388,46.32352941176471,1610612748,98,106,2023-05-18T02:26:37Z,5030000,False,-18.0,258.0,1,right,G. Vincent 25' 3PT  (13 PTS) (C. Martin 3 AST),"[1629216, 1628997]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Center,25.87,Made,,,,,,,13.0,C. Martin,1628997.0,3.0,,,,,,,,
516,PT09M08.00S,2023-05-18T02:26:56.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.724047306176084,47.33072916666667,1610612738,100,106,2023-05-18T02:27:04Z,5050000,False,13.0,39.0,1,left,J. Brown driving Layup (20 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,4.11,Made,,,,,,,20.0,,,,,,,,,,,
517,PT09M08.00S,2023-05-18T02:27:02.3Z,4,REGULAR,foul,personal,['1freethrow'],1629216,,,1610612738,100,106,2023-05-18T02:27:10Z,5060000,False,,,0,,G. Vincent shooting personal FOUL (3 PF) (Brown 1 FT),"[1629216, 1627759]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1830.0,,,,,,3.0,0.0,Brown,1627759.0,,,,
519,PT09M08.00S,2023-05-18T02:27:29.2Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,100,106,2023-05-18T02:27:29Z,5080000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
520,PT09M06.00S,2023-05-18T02:27:34.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,100,106,2023-05-18T02:27:34Z,5090000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,519.0,,,,,,,,,,,,,,,,,
522,PT08M49.00S,2023-05-18T02:27:57.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.85479632063075,54.166666666666664,1610612748,100,108,2023-05-18T02:28:01Z,5110000,False,21.0,15.0,1,right,C. Martin driving Layup (12 PTS) (B. Adebayo 5 AST),"[1628997, 1628389]",1610612748.0,MIA,driving,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.55,Made,,,,,,,12.0,B. Adebayo,1628389.0,5.0,,,,,,,,
524,PT08M30.00S,2023-05-18T02:28:16.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,10.988830486202366,96.07843137254902,1610612738,100,108,2023-05-18T02:28:24Z,5130000,False,-230.0,51.0,1,left,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Left Corner 3,24+ Left,23.59,Missed,,,,,,,,,,,,,,,,,,
525,PT08M28.00S,2023-05-18T02:28:18.0Z,4,REGULAR,rebound,defensive,[],200768,,,1610612748,100,108,2023-05-18T02:28:24Z,5140000,False,,,0,,K. Lowry REBOUND (Off:0 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,,,524.0,3.0,3.0,0.0,,,,,,,,,,,,,,
