actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT03M19.00S,2023-05-24T00:51:36.8Z,1,REGULAR,3pt,Jump Shot,[],1627763,30.699737187910642,71.32352941176471,1610612738,22,18,2023-05-24T00:53:45Z,880000,False,-107.0,236.0,1,left,MISS M. Brogdon 25' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
89,PT03M15.00S,2023-05-24T00:51:40.8Z,1,REGULAR,rebound,defensive,[],200768,,,1610612748,22,18,2023-05-24T00:51:44Z,890000,False,,,0,,K. Lowry REBOUND (Off:0 Def:1),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
90,PT03M13.00S,2023-05-24T00:51:48.0Z,1,REGULAR,foul,personal,[],1628369,,,1610612748,22,18,2023-05-24T00:52:04Z,900000,False,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 200768]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2004.0,1.0,0.0,Lowry,200768.0,,,,,
92,PT02M59.00S,2023-05-24T00:52:27.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,92.72339027595268,54.90196078431373,1610612748,22,18,2023-05-24T00:54:43Z,920000,False,25.0,16.0,1,right,MISS J. Butler driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
93,PT02M59.00S,2023-05-24T00:52:27.7Z,1,REGULAR,rebound,defensive,[],1628369,,,1610612738,22,18,2023-05-24T00:52:32Z,930000,False,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,92.0,5.0,4.0,1.0,,,,,,,,,,,,,,
94,PT02M59.00S,2023-05-24T00:52:34.3Z,1,REGULAR,foul,personal,[],203469,,,1610612738,22,18,2023-05-24T00:53:00Z,940000,False,,,0,,C. Zeller personal FOUL (1 PF),"[203469, 1628369]",1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,1.0,0.0,Tatum,1628369.0,,,,,
97,PT02M36.00S,2023-05-24T00:53:32.2Z,1,REGULAR,3pt,Jump Shot,[],1628369,30.436925098554536,81.37254901960785,1610612738,22,18,2023-05-24T00:53:49Z,970000,False,-157.0,234.0,1,left,MISS J. Tatum 28' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.14,Missed,,,,,,,,,,,,,,,,,,
98,PT02M32.00S,2023-05-24T00:53:36.2Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,22,18,2023-05-24T00:53:49Z,980000,False,,,0,,J. Butler REBOUND (Off:0 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Left Center,,,97.0,2.0,2.0,0.0,,,,,,,,,,,,,,
100,PT02M29.00S,2023-05-24T00:54:00.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,22,18,2023-05-24T00:54:13Z,1000000,False,,,0,,G. Williams personal FOUL (1 PF) (Zeller 2 FT),"[1629684, 203469]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,1.0,0.0,Zeller,203469.0,,,,,
102,PT02M29.00S,2023-05-24T00:54:13.8Z,1,REGULAR,freethrow,1 of 2,[],203469,,,1610612748,23,18,2023-05-24T00:54:13Z,1020000,False,,,0,,C. Zeller Free Throw 1 of 2 (1 PTS),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
117,PT02M29.00S,2023-05-24T00:54:32.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612748,23,18,2023-05-24T00:56:18Z,1025000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M29.00S,2023-05-24T00:54:32.8Z,1,REGULAR,substitution,in,[],203935,,,1610612748,23,18,2023-05-24T00:56:18Z,1027500,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M29.00S,2023-05-24T00:54:13.8Z,1,REGULAR,freethrow,2 of 2,[],203469,,,1610612748,24,18,2023-05-24T00:56:22Z,1030000,False,,,0,,C. Zeller Free Throw 2 of 2 (2 PTS),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
104,PT02M13.00S,2023-05-24T00:54:51.8Z,1,REGULAR,3pt,Jump Shot,[],203935,9.806176084099869,97.54901960784314,1610612738,24,18,2023-05-24T00:55:00Z,1040000,False,-238.0,40.0,1,left,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,24.1,Missed,,,,,,,,,,,,,,,,,,
105,PT02M09.00S,2023-05-24T00:54:55.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,24,18,2023-05-24T00:55:00Z,1050000,False,,,0,,J. Butler REBOUND (Off:0 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Left Corner 3,24+ Left,,,104.0,3.0,3.0,0.0,,,,,,,,,,,,,,
106,PT02M01.00S,2023-05-24T00:55:07.6Z,1,REGULAR,2pt,Jump Shot,[],202710,93.77463863337714,30.88235294117647,1610612748,24,18,2023-05-24T00:55:23Z,1060000,False,-96.0,6.0,1,right,MISS J. Butler 9' pullup Shot - blocked,"[202710, 1629057]",1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Left,9.58,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,
107,PT02M01.00S,2023-05-24T00:55:07.6Z,1,REGULAR,block,,[],1629057,,,1610612748,24,18,2023-05-24T00:55:10Z,1070000,False,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
108,PT02M01.00S,2023-05-24T00:55:07.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,24,18,2023-05-24T00:55:23Z,1080000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Mid-Range,8-16 Left,,,106.0,,,,,,,,,,,,,,,,,
110,PT02M01.00S,2023-05-24T00:55:17.2Z,1,REGULAR,substitution,out,[],1629622,,,1610612748,24,18,2023-05-24T00:55:20Z,1100000,False,,,0,,SUB out: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M01.00S,2023-05-24T00:55:17.2Z,1,REGULAR,substitution,in,[],1629130,,,1610612748,24,18,2023-05-24T00:55:20Z,1110000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M53.00S,2023-05-24T00:55:39.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627763,,,1610612748,24,18,2023-05-24T00:55:46Z,1130000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Butler 2 FT),"[1627763, 202710]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Butler,202710.0,,,,,
115,PT01M53.00S,2023-05-24T00:56:01.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202710,,,1610612748,25,18,2023-05-24T00:56:01Z,1150000,False,,,0,,J. Butler Free Throw 1 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
116,PT01M53.00S,2023-05-24T00:56:18.1Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202710,,,1610612748,26,18,2023-05-24T00:56:18Z,1160000,False,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
119,PT01M33.00S,2023-05-24T00:56:38.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.703679369250986,49.26470588235294,1610612738,26,20,2023-05-24T00:56:44Z,1170000,False,4.0,20.0,1,left,R. Williams III cutting DUNK (2 PTS) (J. Brown 2 AST),"[1629057, 1627759]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,2.0,J. Brown,1627759.0,2.0,,,,,,,,,,
121,PT01M10.00S,2023-05-24T00:57:02.0Z,1,REGULAR,3pt,Jump Shot,[],1628997,86.28449408672799,95.58823529411765,1610612748,29,20,2023-05-24T01:01:31Z,1190000,False,228.0,76.0,1,right,C. Martin 24' 3PT  (3 PTS) (J. Butler 2 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.04,Made,,,,,3.0,J. Butler,202710.0,2.0,,,,,,,,,,
122,PT00M52.70S,2023-05-24T00:57:20.2Z,1,REGULAR,turnover,lost ball,[],1629057,,,1610612738,29,20,2023-05-24T00:57:24Z,1200000,False,,,0,,R. Williams III lost ball TURNOVER (1 TO),"[1629057, 200768]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,1.0,,,Lowry,200768.0
123,PT00M52.70S,2023-05-24T00:57:20.2Z,1,REGULAR,steal,,[],200768,,,1610612748,29,20,2023-05-24T00:57:22Z,1210000,False,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
124,PT00M48.50S,2023-05-24T00:57:24.6Z,1,REGULAR,turnover,bad pass,[],1629130,,,1610612748,29,20,2023-05-24T00:57:29Z,1220000,False,,,0,,D. Robinson bad pass TURNOVER (1 TO),"[1629130, 203935]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1.0,,,Smart,203935.0
125,PT00M48.50S,2023-05-24T00:57:24.6Z,1,REGULAR,steal,,[],203935,,,1610612738,29,20,2023-05-24T00:57:26Z,1230000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
126,PT00M45.80S,2023-05-24T00:57:30.2Z,1,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,29,20,2023-05-24T00:57:39Z,1240000,False,,,0,,K. Lowry shooting personal FOUL (1 PF) (Williams III 2 FT),"[200768, 1629057]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1162.0,1.0,0.0,Williams III,1629057.0,,,,,
129,PT00M45.80S,2023-05-24T00:58:06.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629057,,,1610612738,29,20,2023-05-24T00:58:06Z,1260000,False,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
130,PT00M45.80S,2023-05-24T00:58:06.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,29,20,2023-05-24T00:58:06Z,1270000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,129.0,,,,,,,,,,,,,,,,,
131,PT00M45.80S,2023-05-24T00:58:27.6Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629057,,,1610612738,29,21,2023-05-24T00:58:27Z,1280000,False,,,0,,R. Williams III Free Throw 2 of 2 (3 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
132,PT00M31.60S,2023-05-24T00:58:44.2Z,1,REGULAR,3pt,Jump Shot,[],200768,68.01905387647832,30.14705882352941,1610612748,29,21,2023-05-24T00:58:50Z,1290000,False,-99.0,248.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
133,PT00M29.60S,2023-05-24T00:58:46.2Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612738,29,21,2023-05-24T00:58:50Z,1300000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Left Center,,,132.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT00M13.30S,2023-05-24T00:59:02.6Z,1,REGULAR,3pt,Jump Shot,[],1627759,6.915243101182654,2.941176470588235,1610612738,29,21,2023-05-24T00:59:12Z,1310000,False,235.0,13.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.56,Missed,,,,,,,,,,,,,,,,,,
135,PT00M09.00S,2023-05-24T00:59:06.9Z,1,REGULAR,rebound,offensive,[],1629684,,,1610612738,29,21,2023-05-24T00:59:12Z,1320000,False,,,0,,G. Williams REBOUND (Off:1 Def:0),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,,,134.0,1.0,0.0,1.0,,,,,,,,,,,,,,
136,PT00M09.00S,2023-05-24T00:59:11.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200768,,,1610612738,29,21,2023-05-24T00:59:50Z,1330000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Williams 2 FT),"[200768, 1629684]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,2.0,0.0,Williams,1629684.0,,,,,
139,PT00M09.00S,2023-05-24T01:01:01.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629684,,,1610612738,29,22,2023-05-24T01:01:01Z,1360000,False,,,0,,G. Williams Free Throw 1 of 2 (1 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
140,PT00M09.00S,2023-05-24T01:01:21.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629684,,,1610612738,29,23,2023-05-24T01:01:21Z,1370000,False,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
141,PT00M02.20S,2023-05-24T01:01:30.3Z,1,REGULAR,3pt,Jump Shot,[],200768,67.88764783180025,34.068627450980394,1610612748,29,23,2023-05-24T01:03:25Z,1380000,False,-80.0,249.0,1,right,MISS K. Lowry 26' pullup 3PT,[200768],1610612748.0,MIA,pullup,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Center,26.18,Missed,,,,,,,,,,,,,,,,,,
142,PT00M02.20S,2023-05-24T01:01:30.3Z,1,REGULAR,rebound,offensive,[],203469,,,1610612748,29,23,2023-05-24T01:01:37Z,1390000,False,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Above the Break 3,24+ Center,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT00M00.90S,2023-05-24T01:01:34.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203469,94.40999984741211,50.0,1610612748,29,23,2023-05-24T01:02:07Z,1400000,False,0.0,0.0,1,right,MISS C. Zeller tip Layup,[203469],1610612748.0,MIA,tip,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.20S,2023-05-24T01:01:35.5Z,1,REGULAR,rebound,defensive,[],203935,,,1610612738,29,23,2023-05-24T01:02:07Z,1410000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT00M00.00S,2023-05-24T01:01:39.5Z,1,REGULAR,period,end,[],0,,,1610612738,29,23,2023-05-24T01:01:39Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612738,29,23,2023-05-24T01:04:58Z,1430000,False,,,0,,SUB out: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,29,23,2023-05-24T01:04:58Z,1440000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,29,23,2023-05-24T01:04:58Z,1450000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612738,29,23,2023-05-24T01:04:58Z,1460000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,in,['startperiod'],1628389,,,1610612738,29,23,2023-05-24T01:04:58Z,1470000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,29,23,2023-05-24T01:04:58Z,1480000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,in,['startperiod'],1628369,,,1610612738,29,23,2023-05-24T01:04:58Z,1490000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-05-24T01:02:42.3Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,29,23,2023-05-24T01:04:58Z,1500000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-05-24T01:05:12.3Z,2,REGULAR,period,start,[],0,,,1610612738,29,23,2023-05-24T01:05:12Z,1510000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT11M45.00S,2023-05-24T01:05:27.0Z,2,REGULAR,2pt,Jump Shot,[],1628369,24.26084099868594,70.58823529411765,1610612738,29,23,2023-05-24T01:05:32Z,1520000,False,-103.0,176.0,1,left,MISS J. Tatum 20' Jump Shot,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,20.35,Missed,,,,,,,,,,,,,,,,,,
156,PT11M42.00S,2023-05-24T01:05:30.0Z,2,REGULAR,rebound,defensive,[],200768,,,1610612748,29,23,2023-05-24T01:05:32Z,1530000,False,,,0,,K. Lowry REBOUND (Off:0 Def:2),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Mid-Range,16-24 Left Center,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,,,
157,PT11M37.00S,2023-05-24T01:05:34.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.72339027595268,47.30392156862745,1610612748,31,23,2023-05-24T01:05:43Z,1540000,False,-13.0,16.0,1,right,C. Martin driving reverse Layup (5 PTS) (K. Lowry 2 AST),"[1628997, 200768]",1610612748.0,MIA,driving reverse,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,5.0,K. Lowry,200768.0,2.0,,,,,,,,,,
159,PT11M22.00S,2023-05-24T01:05:49.3Z,2,REGULAR,3pt,Jump Shot,[],201143,10.988830486202366,95.34313725490196,1610612738,31,26,2023-05-24T01:05:55Z,1560000,False,-227.0,51.0,1,left,A. Horford 3PT  (6 PTS) (M. Brogdon 2 AST),"[201143, 1627763]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,23.23,Made,,,,,6.0,M. Brogdon,1627763.0,2.0,,,,,,,,,,
161,PT10M59.00S,2023-05-24T01:06:11.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,93.9060446780552,48.28431372549019,1610612748,33,26,2023-05-24T01:06:16Z,1580000,False,-9.0,5.0,1,right,B. Adebayo alley-oop DUNK (2 PTS) (K. Lowry 3 AST),"[1628389, 200768]",1610612748.0,MIA,alley-oop,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,2.0,K. Lowry,200768.0,3.0,,,,,,,,,,
163,PT10M49.00S,2023-05-24T01:06:22.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.703679369250986,52.20588235294118,1610612738,33,26,2023-05-24T01:06:30Z,1600000,False,-11.0,20.0,1,left,MISS M. Brogdon driving reverse Layup,[1627763],1610612738.0,BOS,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,,,,,,,,,,,,,
164,PT10M46.00S,2023-05-24T01:06:25.8Z,2,REGULAR,rebound,defensive,[],1628997,,,1610612748,33,26,2023-05-24T01:06:30Z,1610000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,
165,PT10M26.00S,2023-05-24T01:06:45.8Z,2,REGULAR,3pt,Jump Shot,[],200768,86.15308804204993,97.54901960784314,1610612748,33,26,2023-05-24T01:06:50Z,1620000,False,238.0,78.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,25.01,Missed,,,,,,,,,,,,,,,,,,
166,PT10M24.00S,2023-05-24T01:06:47.8Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612738,33,26,2023-05-24T01:06:50Z,1630000,False,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Right Corner 3,24+ Right,,,165.0,3.0,3.0,0.0,,,,,,,,,,,,,,
167,PT10M17.00S,2023-05-24T01:06:54.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.178055190538765,48.529411764705884,1610612738,33,26,2023-05-24T01:06:59Z,1640000,False,7.0,15.0,1,left,MISS M. Brogdon driving Layup,[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
168,PT10M15.00S,2023-05-24T01:06:56.4Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,33,26,2023-05-24T01:06:59Z,1650000,False,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT09M56.00S,2023-05-24T01:07:15.6Z,2,REGULAR,3pt,Jump Shot,[],1629130,82.7365308804205,94.11764705882352,1610612748,33,26,2023-05-24T01:07:19Z,1660000,False,221.0,110.0,1,right,MISS D. Robinson 24' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Right Center,24.64,Missed,,,,,,,,,,,,,,,,,,
170,PT09M54.00S,2023-05-24T01:07:17.6Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,33,26,2023-05-24T01:07:19Z,1670000,False,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,169.0,6.0,5.0,1.0,,,,,,,,,,,,,,
171,PT09M50.00S,2023-05-24T01:07:21.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201143,21.895532194480946,92.64705882352942,1610612738,33,29,2023-05-24T01:10:25Z,1680000,False,-213.0,153.0,1,left,A. Horford 26' 3PT running (9 PTS) (J. Tatum 2 AST),"[201143, 1628369]",1610612738.0,BOS,running,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.26,Made,,,,,9.0,J. Tatum,1628369.0,2.0,,,,,,,,,,
173,PT09M27.00S,2023-05-24T01:07:48.1Z,2,REGULAR,foul,offensive,[],1628389,,,1610612748,33,29,2023-05-24T01:08:02Z,1700000,False,,,0,,B. Adebayo off-the-ball offensive FOUL (1 PF),"[1628389, 1628401]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1162.0,1.0,0.0,White,1628401.0,,,,,
175,PT09M27.00S,2023-05-24T01:07:48.1Z,2,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,33,29,2023-05-24T01:07:48Z,1720000,False,,,0,,B. Adebayo offensive foul TURNOVER (1 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1162.0,,,,,1.0,,,,
176,PT09M27.00S,2023-05-24T01:07:56.5Z,2,REGULAR,substitution,out,[],200768,,,1610612738,33,29,2023-05-24T01:08:04Z,1730000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
