actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
256,PT07M16.00S,2022-10-02T17:52:34.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,93.51182654402102,46.32352941176471,1610612766,45,32,2022-10-02T17:52:41Z,2540000,-18.0,8.0,1,right,K. Oubre Jr. driving reverse Layup (10 PTS) (L. Ball 2 AST),"[1626162, 1630163]",1610612766.0,CHA,driving reverse,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,10.0,,,,L. Ball,1630163.0,2.0,,,,,,,
258,PT06M58.00S,2022-10-02T17:52:52.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,13.485545335085414,97.30392156862744,1610612738,45,32,2022-10-02T17:52:56Z,2560000,-237.0,74.0,1,left,MISS G. Williams 24' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,24.79,Missed,,,,,,,,,,,,,,,,,,
259,PT06M56.00S,2022-10-02T17:52:54.0Z,2,REGULAR,rebound,offensive,[],201143,,,1610612738,45,32,2022-10-02T17:52:56Z,2570000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Left Corner 3,24+ Left,,,258.0,2.0,1.0,1.0,,,,,,,,,,,,,,
260,PT06M54.00S,2022-10-02T17:52:56.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628401,30.436925098554536,27.696078431372552,1610612738,45,32,2022-10-02T17:53:06Z,2580000,112.0,234.0,1,left,MISS D. White 25' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
261,PT06M51.00S,2022-10-02T17:52:59.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,45,32,2022-10-02T17:53:06Z,2590000,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,260.0,,,,,,,,,,,,,,,,,
262,PT06M51.00S,2022-10-02T17:53:07.0Z,2,REGULAR,foul,personal,[],1629684,,,1610612766,45,32,2022-10-02T17:53:15Z,2600000,,,0,,G. Williams loose ball personal FOUL (2 PF),"[1629684, 1626162]",1610612738.0,BOS,loose ball,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1628482.0,2.0,0.0,Oubre Jr.,1626162.0,,
264,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,out,[],1629684,,,1610612766,45,32,2022-10-02T17:53:26Z,2620000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,out,[],1627763,,,1610612766,45,32,2022-10-02T17:53:26Z,2630000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,45,32,2022-10-02T17:53:26Z,2640000,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,in,[],203935,,,1610612766,45,32,2022-10-02T17:53:26Z,2650000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,in,[],1627759,,,1610612766,45,32,2022-10-02T17:53:26Z,2660000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M51.00S,2022-10-02T17:53:15.9Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,45,32,2022-10-02T17:53:26Z,2670000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M37.00S,2022-10-02T17:53:36.1Z,2,REGULAR,2pt,Jump Shot,[],1629023,92.72339027595268,75.24509803921569,1610612766,45,32,2022-10-02T18:06:31Z,2680000,126.0,16.0,1,right,MISS P. Washington 12' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,8-16 Right,12.72,Missed,,,,,,,,,,,,,,,,,,
271,PT06M34.00S,2022-10-02T17:53:39.1Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,45,32,2022-10-02T17:53:42Z,2690000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Right,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,,,
272,PT06M29.00S,2022-10-02T17:53:43.3Z,2,REGULAR,3pt,Jump Shot,[],201143,31.225361366622867,75.73529411764706,1610612738,48,32,2022-10-02T17:53:53Z,2700000,-129.0,241.0,1,left,A. Horford 27' 3PT  (6 PTS) (D. White 1 AST),"[201143, 1628401]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,27.32,Made,,,,,6.0,,,,D. White,1628401.0,1.0,,,,,,,
274,PT06M14.00S,2022-10-02T17:53:58.8Z,2,REGULAR,3pt,Jump Shot,[],1631121,72.7496714848883,78.43137254901961,1610612766,48,32,2022-10-02T17:54:03Z,2720000,142.0,204.0,1,right,MISS B. McGowens 24' 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Right Center,24.84,Missed,,,,,,,,,,,,,,,,,,
275,PT06M11.00S,2022-10-02T17:54:01.8Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,48,32,2022-10-02T17:54:03Z,2730000,,,0,,D. White REBOUND (Off:0 Def:4),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,274.0,4.0,4.0,0.0,,,,,,,,,,,,,,
276,PT06M07.00S,2022-10-02T17:54:07.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628369,8.623521681997373,55.14705882352941,1610612738,50,32,2022-10-02T17:54:18Z,2740000,-26.0,29.0,1,left,J. Tatum running Layup (4 PTS) (D. White 2 AST),"[1628369, 1628401]",1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.85,Made,,,,,4.0,,,,D. White,1628401.0,2.0,,,,,,,
278,PT06M07.00S,2022-10-02T17:54:11.0Z,2,REGULAR,foul,personal,['1freethrow'],1629023,,,1610612738,50,32,2022-10-02T17:54:19Z,2760000,,,0,,P. Washington shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629023, 1628369]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Tatum,1628369.0,,
280,PT06M07.00S,2022-10-02T17:54:42.3Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,51,32,2022-10-02T17:54:42Z,2780000,,,0,,J. Tatum Free Throw 1 of 1 (5 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
281,PT05M55.00S,2022-10-02T17:54:55.9Z,2,REGULAR,3pt,Jump Shot,[],1629023,93.24901445466492,97.30392156862744,1610612766,51,32,2022-10-02T17:55:01Z,2790000,237.0,11.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Right Corner 3,24+ Right,23.68,Missed,,,,,,,,,,,,,,,,,,
282,PT05M51.00S,2022-10-02T17:54:59.9Z,2,REGULAR,rebound,offensive,[],1626162,,,1610612766,51,32,2022-10-02T17:55:01Z,2800000,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:0),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,281.0,2.0,0.0,2.0,,,,,,,,,,,,,,
283,PT05M51.00S,2022-10-02T17:55:00.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,94.82588699080158,51.71568627450981,1610612766,51,34,2022-10-02T17:55:05Z,2810000,9.0,-4.0,1,right,K. Oubre Jr. putback Layup (12 PTS),[1626162],1610612766.0,CHA,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.94,Made,,,,,12.0,,,,,,,,,,,,,
284,PT05M43.00S,2022-10-02T17:55:11.0Z,2,REGULAR,turnover,out-of-bounds,[],203935,,,1610612738,51,34,2022-10-02T17:55:18Z,2820000,,,0,,M. Smart bad pass out-of-bounds TURNOVER (3 TO),[203935],1610612738.0,BOS,bad pass,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,,,,,,1627961.0,,,,,,
285,PT05M28.00S,2022-10-02T17:55:35.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203486,85.49605781865965,49.26470588235294,1610612766,51,34,2022-10-02T17:55:41Z,2830000,-4.0,84.0,1,right,MISS M. Plumlee 8' driving Hook,[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,8.39,Missed,,,,,,,,,,,,,,,,,,
286,PT05M25.00S,2022-10-02T17:55:38.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,51,34,2022-10-02T17:55:41Z,2840000,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Center,,,285.0,3.0,2.0,1.0,,,,,,,,,,,,,,
287,PT05M17.00S,2022-10-02T17:55:45.9Z,2,REGULAR,3pt,Jump Shot,[],1628369,30.962549277266753,74.50980392156863,1610612738,51,34,2022-10-02T17:55:51Z,2850000,-123.0,239.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.81,Missed,,,,,,,,,,,,,,,,,,
288,PT05M15.00S,2022-10-02T17:55:47.9Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,51,34,2022-10-02T17:55:51Z,2860000,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,287.0,4.0,2.0,2.0,,,,,,,,,,,,,,
289,PT05M07.00S,2022-10-02T17:55:59.0Z,2,REGULAR,foul,personal,['2freethrow'],201143,,,1610612766,51,34,2022-10-02T17:56:06Z,2870000,,,0,,A. Horford shooting personal FOUL (3 PF) (McGowens 2 FT),"[201143, 1631121]",1610612738.0,BOS,shooting,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1151.0,3.0,0.0,McGowens,1631121.0,,
291,PT05M07.00S,2022-10-02T17:56:36.1Z,2,REGULAR,freethrow,1 of 2,[],1631121,,,1610612766,51,34,2022-10-02T17:56:36Z,2890000,,,0,,MISS B. McGowens Free Throw 1 of 2,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT05M07.00S,2022-10-02T17:56:36.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,51,34,2022-10-02T17:56:36Z,2900000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,291.0,,,,,,,,,,,,,,,,,
293,PT05M07.00S,2022-10-02T17:56:38.5Z,2,REGULAR,freethrow,2 of 2,[],1631121,,,1610612766,51,35,2022-10-02T17:56:38Z,2910000,,,0,,B. McGowens Free Throw 2 of 2 (1 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
294,PT04M56.00S,2022-10-02T17:56:53.0Z,2,REGULAR,3pt,Jump Shot,[],1627759,30.436925098554536,80.88235294117648,1610612738,54,35,2022-10-02T17:56:57Z,2920000,-154.0,234.0,1,left,J. Brown 28' 3PT  (16 PTS) (D. White 3 AST),"[1627759, 1628401]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,28.0,Made,,,,,16.0,,,,D. White,1628401.0,3.0,,,,,,,
296,PT04M46.00S,2022-10-02T17:57:05.9Z,2,REGULAR,turnover,traveling,[],1630163,,,1610612766,54,35,2022-10-02T17:57:13Z,2940000,,,0,,L. Ball traveling TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,2.0,,,,,,1151.0,,,,,,
297,PT04M38.00S,2022-10-02T17:57:26.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,31.61957950065703,30.392156862745097,1610612738,54,35,2022-10-02T18:10:34Z,2950000,98.0,245.0,1,left,MISS D. White 26' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.36,Missed,,,,,,,,,,,,,,,,,,
298,PT04M35.00S,2022-10-02T17:57:29.7Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,54,35,2022-10-02T17:57:39Z,2960000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,297.0,1.0,1.0,0.0,,,,,,,,,,,,,,
299,PT04M15.00S,2022-10-02T17:57:49.9Z,2,REGULAR,turnover,bad pass,[],1626162,,,1610612766,54,35,2022-10-02T17:57:53Z,2970000,,,0,,K. Oubre Jr. bad pass TURNOVER (1 TO),"[1626162, 1628369]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Tatum,1628369.0,,,,,,,,,,
300,PT04M15.00S,2022-10-02T17:57:49.9Z,2,REGULAR,steal,,[],1628369,,,1610612738,54,35,2022-10-02T17:57:51Z,2980000,,,0,,J. Tatum STEAL (2 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
301,PT04M08.00S,2022-10-02T17:57:56.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,12.302890932982917,2.941176470588235,1610612738,57,35,2022-10-02T17:58:04Z,2990000,235.0,63.0,1,left,D. White 24' 3PT  (3 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.36,Made,,,,,3.0,,,,A. Horford,201143.0,3.0,,,,,,,
303,PT03M57.00S,2022-10-02T17:58:10.8Z,2,REGULAR,foul,personal,[],1627759,,,1610612766,57,35,2022-10-02T17:58:18Z,3010000,,,0,,J. Brown personal FOUL (3 PF),"[1627759, 1630163]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,1151.0,3.0,0.0,Ball,1630163.0,,
305,PT03M57.00S,2022-10-02T17:58:18.3Z,2,REGULAR,substitution,out,[],201143,,,1610612766,57,35,2022-10-02T17:58:25Z,3030000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M57.00S,2022-10-02T17:58:18.3Z,2,REGULAR,substitution,out,[],1631121,,,1610612766,57,35,2022-10-02T17:58:25Z,3040000,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT03M57.00S,2022-10-02T17:58:18.3Z,2,REGULAR,substitution,in,[],1627763,,,1610612766,57,35,2022-10-02T17:58:25Z,3050000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M57.00S,2022-10-02T17:58:18.3Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,57,35,2022-10-02T17:58:25Z,3060000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT03M46.00S,2022-10-02T17:58:47.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,82.86793692509855,39.950980392156865,1610612766,57,35,2022-10-02T18:12:12Z,3070000,-50.0,109.0,1,right,MISS P. Washington 11' driving floating Shot,[1629023],1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Center,11.96,Missed,,,,,,,,,,,,,,,,,,
310,PT03M43.00S,2022-10-02T17:58:50.3Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,57,35,2022-10-02T17:58:54Z,3080000,,,0,,J. Tatum REBOUND (Off:0 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,309.0,4.0,4.0,0.0,,,,,,,,,,,,,,
311,PT03M40.00S,2022-10-02T17:58:53.5Z,2,REGULAR,turnover,bad pass,[],1628369,,,1610612738,57,35,2022-10-02T17:59:26Z,3090000,,,0,,J. Tatum bad pass TURNOVER (3 TO),"[1628369, 1626179]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,Rozier,1626179.0,,,,,,,,,,
312,PT03M40.00S,2022-10-02T17:58:53.5Z,2,REGULAR,steal,,[],1626179,,,1610612766,57,35,2022-10-02T17:58:56Z,3100000,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
313,PT03M38.00S,2022-10-02T17:59:01.1Z,2,REGULAR,turnover,out-of-bounds,[],203486,,,1610612766,57,35,2022-10-02T18:15:27Z,3110000,,,0,,M. Plumlee bad pass out-of-bounds TURNOVER (1 TO),[203486],1610612766.0,CHA,bad pass,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Right,,,,,,,,1.0,,,,,,1151.0,,,,,,
314,PT03M27.00S,2022-10-02T17:59:24.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,32.40801576872536,33.82352941176471,1610612738,57,35,2022-10-02T18:13:41Z,3120000,81.0,252.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
315,PT03M23.00S,2022-10-02T17:59:28.6Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,57,35,2022-10-02T17:59:30Z,3130000,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,314.0,2.0,2.0,0.0,,,,,,,,,,,,,,
316,PT03M17.00S,2022-10-02T17:59:33.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,90.3580814717477,3.9215686274509802,1610612766,57,35,2022-10-02T17:59:38Z,3140000,-230.0,38.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.35,Missed,,,,,,,,,,,,,,,,,,
317,PT03M16.00S,2022-10-02T17:59:34.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,57,35,2022-10-02T17:59:38Z,3150000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,316.0,,,,,,,,,,,,,,,,,
319,PT03M04.00S,2022-10-02T18:00:01.6Z,2,REGULAR,turnover,lost ball,[],1627759,,,1610612738,57,35,2022-10-02T18:00:06Z,3170000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 1626179]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,Rozier,1626179.0,,,,,,,,,,
320,PT03M04.00S,2022-10-02T18:00:01.6Z,2,REGULAR,steal,,[],1626179,,,1610612766,57,35,2022-10-02T18:00:03Z,3180000,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
321,PT03M04.00S,2022-10-02T18:00:04.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612766,57,35,2022-10-02T18:00:10Z,3190000,,,0,,J. Brown personal FOUL (4 PF) (Rozier 2 FT),"[1627759, 1626179]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1151.0,4.0,0.0,Rozier,1626179.0,,
323,PT03M04.00S,2022-10-02T18:00:38.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626179,,,1610612766,57,36,2022-10-02T18:00:38Z,3210000,,,0,,T. Rozier Free Throw 1 of 2 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
324,PT03M04.00S,2022-10-02T18:00:39.9Z,2,REGULAR,substitution,out,[],1627759,,,1610612766,57,36,2022-10-02T18:00:46Z,3220000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT03M04.00S,2022-10-02T18:00:39.9Z,2,REGULAR,substitution,in,[],1630573,,,1610612766,57,36,2022-10-02T18:00:46Z,3230000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT03M04.00S,2022-10-02T18:01:09.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626179,,,1610612766,57,37,2022-10-02T18:01:09Z,3240000,,,0,,T. Rozier Free Throw 2 of 2 (7 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
327,PT02M53.00S,2022-10-02T18:01:22.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,35.167542706964525,63.725490196078425,1610612738,57,37,2022-10-02T18:01:28Z,3250000,-69.0,278.0,1,left,MISS M. Brogdon 28' 3PT,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,28.64,Missed,,,,,,,,,,,,,,,,,,
328,PT02M48.00S,2022-10-02T18:01:27.6Z,2,REGULAR,rebound,offensive,[],203935,,,1610612738,57,37,2022-10-02T18:01:27Z,3260000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,327.0,2.0,1.0,1.0,,,,,,,,,,,,,,
329,PT02M46.00S,2022-10-02T18:01:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612738,57,37,2022-10-02T18:01:40Z,3270000,,,0,,P. Washington shooting personal FOUL (2 PF) (Brogdon 2 FT),"[1629023, 1627763]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1151.0,2.0,0.0,Brogdon,1627763.0,,
331,PT02M46.00S,2022-10-02T18:01:45.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,57,37,2022-10-02T18:01:45Z,3290000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M46.00S,2022-10-02T18:04:40.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627763,,,1610612738,58,37,2022-10-02T18:04:40Z,3300000,,,0,,M. Brogdon Free Throw 1 of 2 (1 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
333,PT02M46.00S,2022-10-02T18:04:54.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627763,,,1610612738,58,37,2022-10-02T18:04:54Z,3310000,,,0,,MISS M. Brogdon Free Throw 2 of 2,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
334,PT02M44.00S,2022-10-02T18:04:54.7Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,58,37,2022-10-02T18:04:54Z,3320000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,333.0,5.0,3.0,2.0,,,,,,,,,,,,,,
335,PT02M31.00S,2022-10-02T18:05:12.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612766,58,37,2022-10-02T18:05:25Z,3330000,,,0,,J. Tatum personal FOUL (1 PF) (Washington 2 FT),"[1628369, 1629023]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1151.0,1.0,0.0,Washington,1629023.0,,
337,PT02M31.00S,2022-10-02T18:05:35.8Z,2,REGULAR,freethrow,1 of 2,[],1629023,,,1610612766,58,38,2022-10-02T18:05:35Z,3350000,,,0,,P. Washington Free Throw 1 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
338,PT02M31.00S,2022-10-02T18:05:52.0Z,2,REGULAR,freethrow,2 of 2,[],1629023,,,1610612766,58,39,2022-10-02T18:05:52Z,3360000,,,0,,P. Washington Free Throw 2 of 2 (2 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
339,PT02M15.00S,2022-10-02T18:06:08.7Z,2,REGULAR,3pt,Jump Shot,[],1628369,28.33442838370565,82.84313725490196,1610612738,58,39,2022-10-02T18:06:15Z,3370000,-164.0,214.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
340,PT02M13.00S,2022-10-02T18:06:11.3Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,58,39,2022-10-02T18:06:11Z,3380000,,,0,,M. Plumlee REBOUND (Off:2 Def:4),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,339.0,6.0,4.0,2.0,,,,,,,,,,,,,,
