actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
432,PT01M40.00S,2023-04-26T01:05:46.0Z,3,REGULAR,2pt,Jump Shot,[],1630573,23.866622864651774,43.872549019607845,1610612738,88,80,2023-04-26T01:06:04Z,4200000,False,31.0,172.0,1,left,S. Hauser 17' pullup Jump Shot (5 PTS),[1630573],1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,17.45,Made,5.0,,,,,,,,,,,,,,,,,
434,PT01M24.00S,2023-04-26T01:06:02.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629027,89.22470433639947,53.573069852941174,1610612737,88,82,2023-04-26T01:13:57Z,4220000,False,18.0,49.0,1,right,T. Young driving floating Jump Shot (22 PTS),[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.2,Made,22.0,,,,,,,,,,,,,,,,,
435,PT01M07.00S,2023-04-26T01:06:19.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,30.042706964520367,23.03921568627451,1610612738,88,82,2023-04-26T01:06:25Z,4230000,False,135.0,230.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,,,,,,,,,,,,,,,,,
436,PT01M04.00S,2023-04-26T01:06:22.7Z,3,REGULAR,rebound,offensive,[],1630573,,,1610612738,88,82,2023-04-26T01:06:25Z,4240000,False,,,0,,S. Hauser REBOUND (Off:1 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,,435.0,2.0,1.0,1.0,,,,,,,,,,,,,
437,PT01M01.00S,2023-04-26T01:06:25.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,17.559132720105126,43.872549019607845,1610612738,90,82,2023-04-26T01:14:19Z,4250000,False,31.0,113.0,1,left,D. White 11' driving floating Jump Shot (12 PTS) (S. Hauser 1 AST),"[1628401, 1630573]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,11.67,Made,12.0,,,,,,,S. Hauser,1630573.0,1.0,,,,,,,,
439,PT00M41.70S,2023-04-26T01:06:52.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.67214191852825,44.36274509803921,1610612737,90,82,2023-04-26T01:07:03Z,4270000,False,-28.0,26.0,1,right,MISS S. Bey driving Layup,[1630180],1610612737.0,ATL,driving,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.82,Missed,,,,,,,,,,,,,,,,,,
440,PT00M40.10S,2023-04-26T01:06:53.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,90,82,2023-04-26T01:10:05Z,4280000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,439.0,,,,,,,,,,,,,,,,
442,PT00M40.10S,2023-04-26T01:07:04.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,90,82,2023-04-26T01:10:05Z,4300000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT00M40.10S,2023-04-26T01:10:04.2Z,3,REGULAR,substitution,out,[],1629631,,,1610612738,90,82,2023-04-26T01:10:17Z,4320000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT00M40.10S,2023-04-26T01:10:04.2Z,3,REGULAR,substitution,in,[],203992,,,1610612738,90,82,2023-04-26T01:10:17Z,4330000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT00M27.10S,2023-04-26T01:10:59.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,7.835085413929041,46.07843137254902,1610612738,92,82,2023-04-26T01:11:05Z,4340000,False,20.0,21.0,1,left,J. Tatum cutting Layup (17 PTS) (S. Hauser 2 AST),"[1628369, 1630573]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.88,Made,17.0,,,,,,,S. Hauser,1630573.0,2.0,,,,,,,,
448,PT00M08.20S,2023-04-26T01:11:22.2Z,3,REGULAR,3pt,Jump Shot,[],1630552,70.12155059132719,19.852941176470587,1610612737,92,82,2023-04-26T01:11:29Z,4360000,False,-151.0,228.0,1,right,MISS J. Johnson 27' 3PT,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
449,PT00M04.70S,2023-04-26T01:11:25.9Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,92,82,2023-04-26T01:11:25Z,4370000,False,,,0,,R. Williams III REBOUND (Off:0 Def:3),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Above the Break 3,24+ Left Center,,,,448.0,3.0,3.0,0.0,,,,,,,,,,,,,
450,PT00M00.00S,2023-04-26T01:11:31.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.53942181340342,71.81372549019608,1610612738,92,82,2023-04-26T01:12:03Z,4380000,False,-109.0,253.0,1,left,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.59,Missed,,,,,,,,,,,,,,,,,,
451,PT00M00.00S,2023-04-26T01:11:32.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,92,82,2023-04-26T01:11:32Z,4390000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,450.0,,,,,,,,,,,,,,,,
452,PT00M00.00S,2023-04-26T01:11:33.7Z,3,REGULAR,period,end,[],0,,,1610612738,92,82,2023-04-26T01:11:33Z,4400000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612738,92,82,2023-04-26T01:15:05Z,4410000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,out,['startperiod'],1628401,,,1610612738,92,82,2023-04-26T01:15:05Z,4420000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,out,['startperiod'],1629057,,,1610612738,92,82,2023-04-26T01:15:05Z,4430000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,out,['startperiod'],1630180,,,1610612738,92,82,2023-04-26T01:15:05Z,4440000,False,,,0,,SUB out: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612738,92,82,2023-04-26T01:15:05Z,4450000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,in,['startperiod'],203935,,,1610612738,92,82,2023-04-26T01:15:05Z,4460000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,in,['startperiod'],201143,,,1610612738,92,82,2023-04-26T01:15:05Z,4470000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2023-04-26T01:14:16.6Z,4,REGULAR,substitution,in,['startperiod'],1629631,,,1610612738,92,82,2023-04-26T01:15:05Z,4480000,False,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2023-04-26T01:15:15.5Z,4,REGULAR,period,start,[],0,,,1610612737,92,82,2023-04-26T01:15:15Z,4490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M44.00S,2023-04-26T01:15:31.3Z,4,REGULAR,2pt,Jump Shot,[],203992,75.3777923784494,35.049019607843135,1610612737,92,84,2023-04-26T01:15:39Z,4500000,False,-75.0,179.0,1,right,B. Bogdanovic 19' step back Jump Shot (13 PTS) (J. Johnson 1 AST),"[203992, 1630552]",1610612737.0,ATL,step back,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Left Center,19.39,Made,13.0,,,,,,,J. Johnson,1630552.0,1.0,,,,,,,,
464,PT11M27.00S,2023-04-26T01:15:47.3Z,4,REGULAR,3pt,Jump Shot,[],1630573,23.340998685939553,13.23529411764706,1610612738,92,84,2023-04-26T01:15:54Z,4520000,False,184.0,167.0,1,left,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.83,Missed,,,,,,,,,,,,,,,,,,
465,PT11M23.00S,2023-04-26T01:15:51.3Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,92,84,2023-04-26T01:15:54Z,4530000,False,,,0,,J. Johnson REBOUND (Off:0 Def:3),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Right Center,,,,464.0,3.0,3.0,0.0,,,,,,,,,,,,,
466,PT11M15.00S,2023-04-26T01:15:59.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,94.1688567674113,49.50980392156863,1610612737,92,86,2023-04-26T01:16:03Z,4540000,False,-2.0,2.0,1,right,O. Okongwu alley-oop DUNK (7 PTS) (J. Johnson 2 AST),"[1630168, 1630552]",1610612737.0,ATL,alley-oop,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,0.34,Made,7.0,,,,,,,J. Johnson,1630552.0,2.0,,,,,,,,
468,PT10M54.00S,2023-04-26T01:16:20.1Z,4,REGULAR,3pt,Jump Shot,[],1630573,18.2161629434954,7.107843137254902,1610612738,95,86,2023-04-26T01:16:24Z,4560000,False,214.0,119.0,1,left,S. Hauser 24' 3PT  (8 PTS) (J. Brown 4 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,24.52,Made,8.0,,,,,,,J. Brown,1627759.0,4.0,,,,,,,,
470,PT10M40.00S,2023-04-26T01:16:34.1Z,4,REGULAR,3pt,Jump Shot,[],1629631,75.1149802890933,11.76470588235294,1610612737,95,89,2023-04-26T01:16:39Z,4580000,False,-191.0,181.0,1,right,D. Hunter 26' 3PT  (13 PTS) (B. Bogdanovic 3 AST),"[1629631, 203992]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,26.36,Made,13.0,,,,,,,B. Bogdanovic,203992.0,3.0,,,,,,,,
472,PT10M24.00S,2023-04-26T01:16:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.068988173455978,40.44117647058824,1610612738,97,89,2023-04-26T01:16:56Z,4600000,False,48.0,42.0,1,left,J. Brown 6' cutting Layup (29 PTS) (M. Smart 2 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.37,Made,29.0,,,,,,,M. Smart,203935.0,2.0,,,,,,,,
474,PT10M24.00S,2023-04-26T01:16:54.6Z,4,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612738,97,89,2023-04-26T01:17:03Z,4620000,False,,,0,,D. Hunter shooting personal FOUL (2 PF) (Brown 1 FT),"[1629631, 1627759]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201639.0,,2.0,0.0,Brown,1627759.0,,
476,PT10M24.00S,2023-04-26T01:17:04.8Z,4,REGULAR,substitution,out,[],1630552,,,1610612738,97,89,2023-04-26T01:17:42Z,4640000,False,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT10M24.00S,2023-04-26T01:17:04.8Z,4,REGULAR,substitution,in,[],1630180,,,1610612738,97,89,2023-04-26T01:17:42Z,4650000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PT10M24.00S,2023-04-26T01:17:19.1Z,4,REGULAR,substitution,out,[],1630573,,,1610612738,97,89,2023-04-26T01:17:42Z,4660000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PT10M24.00S,2023-04-26T01:17:19.1Z,4,REGULAR,substitution,in,[],201933,,,1610612738,97,89,2023-04-26T01:17:42Z,4670000,False,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT10M24.00S,2023-04-26T01:17:40.8Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,97,89,2023-04-26T01:17:43Z,4680000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
481,PT10M22.00S,2023-04-26T01:17:42.8Z,4,REGULAR,rebound,defensive,[],203992,,,1610612737,97,89,2023-04-26T01:17:43Z,4690000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,480.0,3.0,3.0,0.0,,,,,,,,,,,,,
482,PT10M13.00S,2023-04-26T01:17:50.2Z,4,REGULAR,2pt,Jump Shot,[],1629027,81.68528252299606,66.17647058823529,1610612737,97,89,2023-04-26T01:18:00Z,4700000,False,81.0,120.0,1,right,MISS T. Young 14' turnaround Shot,[1629027],1610612737.0,ATL,turnaround,,,Young,T. Young,,,,,Mid-Range,8-16 Right,14.45,Missed,,,,,,,,,,,,,,,,,,
483,PT10M13.00S,2023-04-26T01:17:50.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,97,89,2023-04-26T01:18:00Z,4710000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Mid-Range,8-16 Right,,,,482.0,,,,,,,,,,,,,,,,
484,PT10M13.00S,2023-04-26T01:17:55.2Z,4,REGULAR,foul,personal,[],201933,,,1610612737,97,89,2023-04-26T01:18:05Z,4720000,False,,,0,,B. Griffin loose ball personal FOUL (1 PF),"[201933, 1630168]",1610612738.0,BOS,loose ball,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2004.0,,1.0,0.0,Okongwu,1630168.0,,
486,PT10M07.00S,2023-04-26T01:18:19.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203992,82.34231274638634,93.13725490196079,1610612737,97,89,2023-04-26T01:20:41Z,4740000,False,216.0,113.0,1,right,MISS B. Bogdanovic 24' pullup 3PT,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,24.37,Missed,,,,,,,,,,,,,,,,,,
487,PT10M03.00S,2023-04-26T01:18:23.8Z,4,REGULAR,rebound,defensive,[],201933,,,1610612738,97,89,2023-04-26T01:18:24Z,4750000,False,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Above the Break 3,24+ Right Center,,,,486.0,1.0,1.0,0.0,,,,,,,,,,,,,
488,PT09M56.00S,2023-04-26T01:18:30.5Z,4,REGULAR,3pt,Jump Shot,[],1627759,14.4053876478318,96.07843137254902,1610612738,100,89,2023-04-26T01:18:34Z,4760000,False,-230.0,83.0,1,left,J. Brown 24' 3PT  (32 PTS) (M. Brogdon 3 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,24.49,Made,32.0,,,,,,,M. Brogdon,1627763.0,3.0,,,,,,,,
490,PT09M42.00S,2023-04-26T01:18:44.8Z,4,REGULAR,3pt,Jump Shot,[],1629631,68.80749014454665,25.0,1610612737,100,89,2023-04-26T01:21:15Z,4780000,False,-125.0,241.0,1,right,MISS D. Hunter 27' step back 3PT,[1629631],1610612737.0,ATL,step back,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,27.12,Missed,,,,,,,,,,,,,,,,,,
491,PT09M37.00S,2023-04-26T01:18:49.8Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,100,89,2023-04-26T01:18:50Z,4790000,False,,,0,,J. Brown REBOUND (Off:1 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,,,490.0,6.0,5.0,1.0,,,,,,,,,,,,,
492,PT09M32.00S,2023-04-26T01:18:55.8Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'defensivegoaltending']",1627763,7.440867279894875,51.470588235294116,1610612738,102,89,2023-04-26T01:22:30Z,4800000,False,-7.0,17.0,1,left,M. Brogdon cutting Layup (14 PTS) (A. Horford 5 AST),"[1627763, 201143]",1610612738.0,BOS,cutting,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.89,Made,14.0,,,,,,,A. Horford,201143.0,5.0,,,,,,,,
494,PT09M32.00S,2023-04-26T01:18:59.8Z,4,REGULAR,violation,defensive goaltending,[],1630168,,,1610612738,102,89,2023-04-26T01:19:53Z,4820000,False,,,0,,O. Okongwu defensive goaltending VIOLATION,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
495,PT09M32.00S,2023-04-26T01:19:08.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,102,89,2023-04-26T01:19:08Z,4830000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT09M18.00S,2023-04-26T01:22:54.5Z,4,REGULAR,foul,offensive,[],1630168,,,1610612737,102,89,2023-04-26T01:23:04Z,4840000,False,,,0,,O. Okongwu offensive FOUL (2 PF),"[1630168, 203935]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201639.0,,2.0,0.0,Smart,203935.0,,
498,PT09M18.00S,2023-04-26T01:22:54.5Z,4,REGULAR,turnover,offensive foul,[],1630168,,,1610612737,102,89,2023-04-26T01:22:54Z,4860000,False,,,0,,O. Okongwu offensive foul TURNOVER (1 TO),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201639.0,1.0,,,,,,
499,PT09M09.00S,2023-04-26T01:23:31.8Z,4,REGULAR,foul,offensive,[],1627759,,,1610612738,102,89,2023-04-26T01:23:43Z,4870000,False,,,0,,J. Brown offensive FOUL (3 PF),"[1627759, 1629631]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201639.0,,3.0,0.0,Hunter,1629631.0,,
501,PT09M09.00S,2023-04-26T01:23:31.8Z,4,REGULAR,turnover,offensive foul,[],1627759,,,1610612738,102,89,2023-04-26T01:23:31Z,4890000,False,,,0,,J. Brown offensive foul TURNOVER (3 TO),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201639.0,3.0,,,,,,
502,PT09M09.00S,2023-04-26T01:23:45.0Z,4,REGULAR,substitution,out,[],203935,,,1610612737,102,89,2023-04-26T01:23:55Z,4900000,False,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT09M09.00S,2023-04-26T01:23:45.0Z,4,REGULAR,substitution,in,[],1628401,,,1610612737,102,89,2023-04-26T01:23:55Z,4910000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT08M58.00S,2023-04-26T01:24:08.7Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,92.50985545335085,58.81587009803921,1610612737,102,91,2023-04-26T01:25:10Z,4920000,False,44.0,18.0,1,right,T. Young driving floating bank Jump Shot (24 PTS) (O. Okongwu 3 AST),"[1629027, 1630168]",1610612737.0,ATL,driving floating bank,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.76,Made,24.0,,,,,,,O. Okongwu,1630168.0,3.0,,,,,,,,
506,PT08M45.00S,2023-04-26T01:24:23.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,6.915243101182654,57.35294117647059,1610612738,102,91,2023-04-26T01:24:36Z,4940000,False,-37.0,13.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 203992]",1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,Bogdanovic,203992.0,,,,,,,,,,,
507,PT08M45.00S,2023-04-26T01:24:23.7Z,4,REGULAR,block,,[],203992,,,1610612738,102,91,2023-04-26T01:24:26Z,4950000,False,,,0,,B. Bogdanovic BLOCK (2 BLK),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
508,PT08M44.00S,2023-04-26T01:24:24.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,102,91,2023-04-26T01:24:36Z,4960000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,,506.0,,,,,,,,,,,,,,,,
510,PT08M33.00S,2023-04-26T01:24:51.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628401,18.873193166885677,38.23529411764706,1610612738,104,91,2023-04-26T01:24:56Z,4980000,False,59.0,125.0,1,left,D. White 13' driving floating Jump Shot (14 PTS) (J. Brown 5 AST),"[1628401, 1627759]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,13.8,Made,14.0,,,,,,,J. Brown,1627759.0,5.0,,,,,,,,
512,PT08M23.00S,2023-04-26T01:25:00.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.19776609724047,43.627450980392155,1610612737,104,91,2023-04-26T01:25:08Z,5000000,False,-32.0,21.0,1,right,MISS T. Young driving Layup - blocked,"[1629027, 1628401]",1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,White,1628401.0,,,,,,,,,,,
513,PT08M23.00S,2023-04-26T01:25:00.9Z,4,REGULAR,block,,[],1628401,,,1610612737,104,91,2023-04-26T01:25:03Z,5010000,False,,,0,,D. White BLOCK (2 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
514,PT08M20.00S,2023-04-26T01:25:03.9Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,104,91,2023-04-26T01:25:32Z,5020000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,512.0,5.0,5.0,0.0,,,,,,,,,,,,,
515,PT08M14.00S,2023-04-26T01:25:10.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201933,10.77529566360053,53.14031862745098,1610612738,104,91,2023-04-26T01:27:41Z,5030000,False,-16.0,49.0,1,left,MISS B. Griffin Jump Shot,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),0-8 Center,5.13,Missed,,,,,,,,,,,,,,,,,,
516,PT08M11.00S,2023-04-26T01:25:13.4Z,4,REGULAR,rebound,defensive,[],1629027,,,1610612737,104,91,2023-04-26T01:25:19Z,5040000,False,,,0,,T. Young REBOUND (Off:0 Def:3),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,515.0,3.0,3.0,0.0,,,,,,,,,,,,,
517,PT08M08.00S,2023-04-26T01:25:17.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630180,94.30026281208936,56.86274509803921,1610612737,104,91,2023-04-26T01:29:04Z,5050000,False,34.0,1.0,1,right,MISS S. Bey running Layup,[1630180],1610612737.0,ATL,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
518,PT08M07.00S,2023-04-26T01:25:18.1Z,4,REGULAR,rebound,offensive,[],203992,,,1610612737,104,91,2023-04-26T01:25:38Z,5060000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,517.0,4.0,3.0,1.0,,,,,,,,,,,,,
519,PT08M04.00S,2023-04-26T01:25:19.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203992,94.40999984741211,50.0,1610612737,104,93,2023-04-26T01:25:19Z,5070000,False,0.0,0.0,1,right,B. Bogdanovic tip Layup (15 PTS),[203992],1610612737.0,ATL,tip,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,0.0,Made,15.0,,,,,,,,,,,,,,,,,
520,PT07M48.00S,2023-04-26T01:25:35.3Z,4,REGULAR,3pt,Jump Shot,[],1627763,33.590670170827856,62.5,1610612738,104,93,2023-04-26T01:29:47Z,5080000,False,-62.0,263.0,1,left,MISS M. Brogdon 27' pullup 3PT,[1627763],1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,27.06,Missed,,,,,,,,,,,,,,,,,,
