actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
293,PT03M24.00S,2022-10-15T00:31:58.9Z,2,REGULAR,freethrow,1 of 1,[],1627832,,,1610612738,54,57,2022-10-15T00:31:58Z,2890000,,,0,,F. VanVleet technical Free Throw 1 of 1 (9 PTS),[1627832],1610612761.0,TOR,technical,,,VanVleet,F. VanVleet,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
294,PT03M18.00S,2022-10-15T00:32:23.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,93.24901445466492,47.794117647058826,1610612738,54,59,2022-10-15T00:32:35Z,2900000,-11.0,11.0,1,right,M. Brogdon driving Layup (8 PTS),[1627763],1610612738.0,BOS,driving,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,1.56,Made,,,,,8.0,,,,,,,,,,,,,
295,PT03M02.00S,2022-10-15T00:32:39.1Z,2,REGULAR,2pt,Jump Shot,[],1630567,13.66622864651774,8.356311274509803,1610612761,56,59,2022-10-15T00:33:00Z,2910000,208.0,76.0,1,left,S. Barnes 22' Jump Shot (9 PTS) (P. Achiuwa 2 AST),"[1630567, 1630173]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right,22.16,Made,,,,,9.0,P. Achiuwa,1630173.0,2.0,,,,,,,,,,
297,PT02M51.00S,2022-10-15T00:32:50.6Z,2,REGULAR,3pt,Jump Shot,[],201143,65.39093298291722,37.745098039215684,1610612738,56,59,2022-10-15T00:33:03Z,2930000,-61.0,273.0,1,right,MISS A. Horford 27' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
298,PT02M51.00S,2022-10-15T00:32:50.6Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,56,59,2022-10-15T00:33:03Z,2940000,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Center,,,297.0,3.0,2.0,1.0,,,,,,,,,,,,,,
299,PT02M38.00S,2022-10-15T00:33:03.9Z,2,REGULAR,2pt,Jump Shot,[],1627832,20.844283837056505,76.7156862745098,1610612761,56,59,2022-10-15T00:33:12Z,2950000,-134.0,143.0,1,left,MISS F. VanVleet 19' Jump Shot,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left Center,19.6,Missed,,,,,,,,,,,,,,,,,,
300,PT02M35.00S,2022-10-15T00:33:07.1Z,2,REGULAR,rebound,offensive,[],1628384,,,1610612761,56,59,2022-10-15T00:33:07Z,2960000,,,0,,O. Anunoby REBOUND (Off:2 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,299.0,3.0,1.0,2.0,,,,,,,,,,,,,,
301,PT02M32.00S,2022-10-15T00:33:08.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628384,8.754927726675426,48.77450980392157,1610612761,58,59,2022-10-15T00:33:16Z,2970000,6.0,30.0,1,left,O. Anunoby putback Layup (25 PTS),[1628384],1610612761.0,TOR,putback,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,25.0,,,,,,,,,,,,,
302,PT02M05.00S,2022-10-15T00:33:35.9Z,2,REGULAR,3pt,Jump Shot,[],1627759,91.40932982917214,3.431372549019608,1610612738,58,59,2022-10-15T00:33:41Z,2980000,-233.0,28.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
303,PT02M03.00S,2022-10-15T00:33:37.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,58,59,2022-10-15T00:33:41Z,2990000,,,0,,P. Achiuwa REBOUND (Off:1 Def:3),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,302.0,4.0,3.0,1.0,,,,,,,,,,,,,,
304,PT02M00.00S,2022-10-15T00:33:45.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,58,59,2022-10-15T00:33:55Z,3000000,,,0,,J. Tatum shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1628369, 1630173]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,1.0,0.0,Achiuwa,1630173.0,,,,,
306,PT02M00.00S,2022-10-15T00:33:57.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,58,59,2022-10-15T00:33:57Z,3020000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT02M00.00S,2022-10-15T00:35:01.8Z,2,REGULAR,substitution,out,[],1627763,,,1610612761,58,59,2022-10-15T00:36:35Z,3030000,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT02M00.00S,2022-10-15T00:35:01.8Z,2,REGULAR,substitution,in,[],1629684,,,1610612761,58,59,2022-10-15T00:36:35Z,3040000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M00.00S,2022-10-15T00:36:58.4Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612761,59,59,2022-10-15T00:36:58Z,3050000,,,0,,P. Achiuwa Free Throw 1 of 2 (5 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
310,PT02M00.00S,2022-10-15T00:37:14.7Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612761,60,59,2022-10-15T00:37:14Z,3060000,,,0,,P. Achiuwa Free Throw 2 of 2 (6 PTS),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
311,PT01M54.00S,2022-10-15T00:37:27.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612738,60,59,2022-10-15T00:37:38Z,3070000,,,0,,C. Koloko personal FOUL (2 PF) (Horford 2 FT),"[1631132, 201143]",1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1627524.0,2.0,0.0,Horford,201143.0,,,,,
313,PT01M54.00S,2022-10-15T00:37:52.4Z,2,REGULAR,freethrow,1 of 2,[],201143,,,1610612738,60,60,2022-10-15T00:37:52Z,3090000,,,0,,A. Horford Free Throw 1 of 2 (1 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
314,PT01M54.00S,2022-10-15T00:38:08.8Z,2,REGULAR,freethrow,2 of 2,[],201143,,,1610612738,60,61,2022-10-15T00:38:08Z,3100000,,,0,,A. Horford Free Throw 2 of 2 (2 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
315,PT01M32.00S,2022-10-15T00:38:33.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,19.004599211563733,56.86274509803921,1610612761,60,61,2022-10-15T00:38:41Z,3110000,-34.0,126.0,1,left,MISS P. Achiuwa 13' turnaround Hook,[1630173],1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,13.07,Missed,,,,,,,,,,,,,,,,,,
316,PT01M31.00S,2022-10-15T00:38:34.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,60,61,2022-10-15T00:38:41Z,3120000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,315.0,,,,,,,,,,,,,,,,,
317,PT01M31.00S,2022-10-15T00:38:41.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630173,,,1610612738,60,61,2022-10-15T00:38:52Z,3130000,,,0,,P. Achiuwa loose ball personal FOUL (1 PF) (Smart 2 FT),"[1630173, 203935]",1610612761.0,TOR,loose ball,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1151.0,1.0,0.0,Smart,203935.0,,,,,
319,PT01M31.00S,2022-10-15T00:39:05.5Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,60,62,2022-10-15T00:39:05Z,3150000,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
320,PT01M31.00S,2022-10-15T00:39:19.5Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,60,63,2022-10-15T00:39:19Z,3160000,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
321,PT01M21.00S,2022-10-15T00:39:33.1Z,2,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,60,63,2022-10-15T00:39:40Z,3170000,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (4 TO),[1627832],1610612761.0,TOR,lost ball,,,VanVleet,F. VanVleet,,,,,Mid-Range,16-24 Left,,,,,,,,,,,204058.0,,,,,,,4.0,,
322,PT01M15.00S,2022-10-15T00:39:40.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203935,90.88370565045992,95.34313725490196,1610612738,60,66,2022-10-15T00:39:45Z,3180000,227.0,33.0,1,right,M. Smart 3PT  (7 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,22.91,Made,,,,,7.0,J. Tatum,1628369.0,4.0,,,,,,,,,,
324,PT01M06.00S,2022-10-15T00:39:50.5Z,2,REGULAR,3pt,Jump Shot,[],1630567,29.517082785808146,78.18627450980392,1610612761,63,66,2022-10-15T00:39:54Z,3200000,-141.0,225.0,1,left,S. Barnes 26' 3PT  (12 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,26.55,Made,,,,,12.0,,,,,,,,,,,,,
325,PT00M55.60S,2022-10-15T00:40:04.2Z,2,REGULAR,foul,offensive,['inpenalty'],1628369,,,1610612738,63,66,2022-10-15T00:41:38Z,3210000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 1628384]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1151.0,2.0,0.0,Anunoby,1628384.0,,,,,
327,PT00M55.60S,2022-10-15T00:40:04.2Z,2,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,63,66,2022-10-15T00:40:04Z,3230000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,1151.0,,,,,,,1.0,,
329,PT00M37.20S,2022-10-15T00:41:43.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630173,25.706307490144546,89.2156862745098,1610612761,63,66,2022-10-15T00:41:48Z,3250000,-196.0,189.0,1,left,MISS P. Achiuwa 27' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,27.24,Missed,,,,,,,,,,,,,,,,,,
330,PT00M34.10S,2022-10-15T00:41:46.9Z,2,REGULAR,rebound,offensive,[],1631132,,,1610612761,63,66,2022-10-15T00:41:48Z,3260000,,,0,,C. Koloko REBOUND (Off:2 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,329.0,3.0,1.0,2.0,,,,,,,,,,,,,,
331,PT00M31.90S,2022-10-15T00:41:49.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,7.835085413929041,55.63725490196079,1610612761,63,66,2022-10-15T00:41:55Z,3270000,-28.0,21.0,1,left,MISS P. Achiuwa driving floating Shot - blocked,"[1630173, 201143]",1610612761.0,TOR,driving floating,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.52,Missed,,,,,,,,,,,,,,Horford,201143.0,,,
332,PT00M31.90S,2022-10-15T00:41:49.2Z,2,REGULAR,block,,[],201143,,,1610612761,63,66,2022-10-15T00:41:51Z,3280000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
333,PT00M28.70S,2022-10-15T00:41:52.4Z,2,REGULAR,rebound,defensive,[],201143,,,1610612738,63,66,2022-10-15T00:41:55Z,3290000,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,331.0,2.0,2.0,0.0,,,,,,,,,,,,,,
334,PT00M13.10S,2022-10-15T00:42:08.0Z,2,REGULAR,3pt,Jump Shot,[],1629684,94.1688567674113,3.6764705882352944,1610612738,63,66,2022-10-15T00:42:15Z,3300000,-232.0,2.0,1,right,MISS G. Williams 3PT - blocked,"[1629684, 1628384]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,Anunoby,1628384.0,,,
335,PT00M13.10S,2022-10-15T00:42:08.0Z,2,REGULAR,block,,[],1628384,,,1610612738,63,66,2022-10-15T00:42:11Z,3310000,,,0,,O. Anunoby BLOCK (2 BLK),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
336,PT00M12.10S,2022-10-15T00:42:09.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,63,66,2022-10-15T00:42:15Z,3320000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Left Corner 3,24+ Left,,,334.0,,,,,,,,,,,,,,,,,
338,PT00M09.60S,2022-10-15T00:42:32.8Z,2,REGULAR,turnover,out-of-bounds,[],1627759,,,1610612738,63,66,2022-10-15T00:42:39Z,3340000,,,0,,J. Brown bad pass out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,bad pass,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204058.0,,,,,,,3.0,,
339,PT00M09.60S,2022-10-15T00:42:42.7Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,63,66,2022-10-15T00:42:45Z,3350000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT00M09.60S,2022-10-15T00:42:42.7Z,2,REGULAR,substitution,in,[],201152,,,1610612761,63,66,2022-10-15T00:42:45Z,3360000,,,0,,SUB in: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M03.50S,2022-10-15T00:43:04.8Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630567,29.517082785808146,48.77450980392157,1610612761,63,66,2022-10-15T00:43:08Z,3370000,6.0,225.0,1,left,MISS S. Barnes 22' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,22.51,Missed,,,,,,,,,,,,,,,,,,
342,PT00M01.40S,2022-10-15T00:43:06.9Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,63,66,2022-10-15T00:43:06Z,3380000,,,0,,J. Tatum REBOUND (Off:1 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Center,,,341.0,5.0,4.0,1.0,,,,,,,,,,,,,,
343,PT00M00.20S,2022-10-15T00:43:08.6Z,2,REGULAR,3pt,Jump Shot,[],1628369,49.622207621550594,32.84313725490196,1610612738,63,66,2022-10-15T00:44:16Z,3390000,-86.0,421.0,1,right,MISS J. Tatum 42' driving floating 3PT,[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,42.98,Missed,,,,,,,,,,,,,,,,,,
344,PT00M00.10S,2022-10-15T00:43:08.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,63,66,2022-10-15T00:44:16Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,343.0,,,,,,,,,,,,,,,,,
345,PT00M00.00S,2022-10-15T00:43:15.2Z,2,REGULAR,period,end,[],0,,,1610612738,63,66,2022-10-15T00:43:15Z,3410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-10-15T00:57:41.7Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612738,63,66,2022-10-15T00:58:22Z,3420000,,,0,,SUB out: T. Young,[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2022-10-15T00:57:41.7Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,63,66,2022-10-15T00:58:22Z,3430000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-10-15T00:57:41.7Z,3,REGULAR,substitution,in,['startperiod'],203920,,,1610612738,63,66,2022-10-15T00:58:22Z,3440000,,,0,,SUB in: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-10-15T00:57:41.7Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,63,66,2022-10-15T00:58:22Z,3450000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-15T00:58:44.1Z,3,REGULAR,period,start,[],0,,,1610612738,63,66,2022-10-15T00:58:44Z,3460000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT11M39.00S,2022-10-15T00:59:04.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,9.674770039421814,3.9215686274509802,1610612738,63,69,2022-10-15T00:59:09Z,3470000,230.0,38.0,1,left,D. White 3PT  (17 PTS) (J. Brown 2 AST),"[1628401, 1627759]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,23.36,Made,,,,,17.0,J. Brown,1627759.0,2.0,,,,,,,,,,
353,PT11M22.00S,2022-10-15T00:59:21.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,94.03745072273325,48.03921568627451,1610612761,65,69,2022-10-15T00:59:26Z,3490000,-10.0,4.0,1,right,S. Barnes driving Layup (14 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,14.0,,,,,,,,,,,,,
354,PT11M12.00S,2022-10-15T00:59:31.2Z,3,REGULAR,3pt,Jump Shot,[],201143,32.276609724047304,68.38235294117648,1610612738,65,69,2022-10-15T00:59:37Z,3500000,-92.0,251.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Left Center,26.72,Missed,,,,,,,,,,,,,,,,,,
355,PT11M09.00S,2022-10-15T00:59:34.2Z,3,REGULAR,rebound,offensive,[],1628369,,,1610612738,65,69,2022-10-15T00:59:34Z,3510000,,,0,,J. Tatum REBOUND (Off:2 Def:4),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,354.0,6.0,4.0,2.0,,,,,,,,,,,,,,
356,PT11M07.00S,2022-10-15T00:59:36.1Z,3,REGULAR,turnover,lost ball,[],1628369,,,1610612738,65,69,2022-10-15T00:59:40Z,3520000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 1627832]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0
357,PT11M07.00S,2022-10-15T00:59:36.1Z,3,REGULAR,steal,,[],1627832,,,1610612761,65,69,2022-10-15T00:59:38Z,3530000,,,0,,F. VanVleet STEAL (3 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
358,PT11M03.00S,2022-10-15T00:59:40.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,92.32917214191852,50.245098039215684,1610612761,65,69,2022-10-15T00:59:48Z,3540000,1.0,20.0,1,right,MISS O. Anunoby running Layup,[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
359,PT10M59.00S,2022-10-15T00:59:44.4Z,3,REGULAR,rebound,offensive,[],1628384,,,1610612761,65,69,2022-10-15T00:59:44Z,3550000,,,0,,O. Anunoby REBOUND (Off:3 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,358.0,4.0,1.0,3.0,,,,,,,,,,,,,,
360,PT10M59.00S,2022-10-15T00:59:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628384,94.40999984741211,50.0,1610612761,65,69,2022-10-15T00:59:44Z,3560000,0.0,0.0,1,right,MISS O. Anunoby tip Layup,[1628384],1610612761.0,TOR,tip,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
361,PT10M58.00S,2022-10-15T00:59:45.1Z,3,REGULAR,rebound,defensive,[],203935,,,1610612738,65,69,2022-10-15T00:59:45Z,3570000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Left,,,360.0,3.0,2.0,1.0,,,,,,,,,,,,,,
362,PT10M56.00S,2022-10-15T00:59:47.9Z,3,REGULAR,foul,personal,['2freethrow'],203920,,,1610612738,65,69,2022-10-15T00:59:56Z,3580000,,,0,,K. Birch shooting personal FOUL (3 PF) (Horford 2 FT),"[203920, 201143]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627524.0,3.0,0.0,Horford,201143.0,,,,,
364,PT10M56.00S,2022-10-15T01:00:16.7Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201143,,,1610612738,65,70,2022-10-15T01:00:16Z,3600000,,,0,,A. Horford Free Throw 1 of 2 (3 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
365,PT10M56.00S,2022-10-15T01:00:33.7Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201143,,,1610612738,65,71,2022-10-15T01:00:33Z,3610000,,,0,,A. Horford Free Throw 2 of 2 (4 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
366,PT10M35.00S,2022-10-15T01:00:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,94.03745072273325,48.28431372549019,1610612761,67,71,2022-10-15T01:01:01Z,3620000,-9.0,4.0,1,right,F. VanVleet Layup (11 PTS) (S. Barnes 3 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,0.93,Made,,,,,11.0,S. Barnes,1630567.0,3.0,,,,,,,,,,
368,PT10M16.00S,2022-10-15T01:01:16.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,32.802233902759525,68.62745098039215,1610612738,67,71,2022-10-15T01:01:20Z,3640000,-93.0,256.0,1,left,MISS D. White 27' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,27.22,Missed,,,,,,,,,,,,,,,,,,
369,PT10M13.00S,2022-10-15T01:01:19.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,67,71,2022-10-15T01:01:20Z,3650000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,368.0,4.0,2.0,2.0,,,,,,,,,,,,,,
370,PT10M06.00S,2022-10-15T01:01:26.3Z,3,REGULAR,3pt,Jump Shot,[],1630173,94.56307490144546,96.07843137254902,1610612761,67,71,2022-10-15T01:01:32Z,3660000,230.0,-1.0,1,right,MISS P. Achiuwa 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,23.04,Missed,,,,,,,,,,,,,,,,,,
371,PT10M02.00S,2022-10-15T01:01:30.3Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,67,71,2022-10-15T01:01:32Z,3670000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,,,370.0,1.0,1.0,0.0,,,,,,,,,,,,,,
372,PT09M57.00S,2022-10-15T01:01:35.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,6.652431011826544,4.166666666666666,1610612738,67,71,2022-10-15T01:01:42Z,3680000,229.0,10.0,1,left,MISS J. Brown running 3PT,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,22.94,Missed,,,,,,,,,,,,,,,,,,
373,PT09M54.00S,2022-10-15T01:01:38.6Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,67,71,2022-10-15T01:01:42Z,3690000,,,0,,P. Achiuwa REBOUND (Off:1 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,372.0,5.0,4.0,1.0,,,,,,,,,,,,,,
374,PT09M43.00S,2022-10-15T01:01:49.4Z,3,REGULAR,2pt,Jump Shot,[],1628384,74.72076215505913,66.66666666666666,1610612761,69,71,2022-10-15T01:01:55Z,3700000,83.0,185.0,1,right,O. Anunoby 20' pullup Jump Shot (27 PTS) (K. Birch 2 AST),"[1628384, 203920]",1610612761.0,TOR,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,20.3,Made,,,,,27.0,K. Birch,203920.0,2.0,,,,,,,,,,
